tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P
0,5171.0,2976.0,2977.0,2978.0,2979.0,2980.0,2981.0,2991.0,2992.0,1325.0,1326.0,1327.0,1328.0,1329.0,1330.0,1331.0,1332.0,1333.0,1334.0,1335.0,1336.0,1337.0,1338.0,1339.0,1340.0,1341.0,1342.0,1343.0,1344.0,1345.0,1347.0,1348.0,1349.0,1350.0,1352.0,1353.0,7589.0,1355.0,1357.0,1359.0,320.0,278.0,7615.0
5007113,83400.0,83435.0,83467.0,83512.0,83534.0,83566.0,83589.0,83617.0,83638.0,83657.0,83679.0,83702.0,83717.0,83771.0,83797.0,83836.0,83865.0,83901.0,83928.0,83961.0,83979.0,84007.0,84022.0,84051.0,84068.0,84102.0,84126.0,84142.0,84194.0,84217.0,84250.0,84283.0,84315.0,84351.0,84443.0,84486.0,84584.0,84602.0,84689.0,84820.0,84907.0,85138.0,85215.0
5007857,84600.0,84633.0,84663.0,84705.0,84726.0,84754.0,84778.0,84821.0,84853.0,84875.0,84901.0,84928.0,84943.0,84993.0,85017.0,85054.0,85092.0,85128.0,85156.0,85218.0,85252.0,85307.0,85322.0,85352.0,85370.0,85405.0,85432.0,85450.0,85509.0,85540.0,85585.0,85619.0,85651.0,85687.0,85814.0,85873.0,86007.0,86043.0,86210.0,86377.0,86487.0,86779.0,86821.0
5087997,84600.0,84633.0,84663.0,84706.0,84727.0,84757.0,84775.0,84801.0,84820.0,84840.0,84863.0,84886.0,84899.0,84946.0,84974.0,85017.0,85042.0,85065.0,85082.0,85127.0,85152.0,85192.0,85208.0,85239.0,85258.0,85294.0,85322.0,85340.0,85403.0,85432.0,85474.0,85517.0,85559.0,85606.0,85679.0,85713.0,85790.0,85804.0,85870.0,85976.0,86046.0,86232.0,86308.0
5094496,83400.0,83433.0,83464.0,83508.0,83530.0,83560.0,83582.0,83609.0,83629.0,83647.0,83669.0,83691.0,83706.0,83757.0,83782.0,83820.0,83848.0,83883.0,83909.0,83940.0,83957.0,83985.0,83999.0,84027.0,84044.0,84076.0,84099.0,84114.0,84164.0,84186.0,84218.0,84250.0,84281.0,84315.0,84404.0,84445.0,84539.0,84557.0,84640.0,84766.0,84849.0,85072.0,85146.0
5096850,84600.0,84633.0,84664.0,84708.0,84730.0,84760.0,84782.0,84809.0,84829.0,84847.0,84869.0,84891.0,84906.0,84957.0,84982.0,85020.0,85048.0,85083.0,85109.0,85140.0,85157.0,85185.0,85199.0,85227.0,85244.0,85276.0,85299.0,85314.0,85364.0,85386.0,85418.0,85450.0,85481.0,85515.0,85604.0,85645.0,85739.0,85757.0,85840.0,85966.0,86049.0,86272.0,86346.0
5099766,82800.0,82833.0,82863.0,82906.0,82927.0,82957.0,82975.0,83001.0,83020.0,83040.0,83063.0,83086.0,83099.0,83146.0,83174.0,83217.0,83242.0,83265.0,83282.0,83327.0,83352.0,83392.0,83408.0,83439.0,83458.0,83494.0,83522.0,83540.0,83603.0,83632.0,83674.0,83717.0,83759.0,83806.0,83879.0,83913.0,83990.0,84004.0,84070.0,84176.0,84246.0,84432.0,84508.0
