tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P
5083749,36540.0,36615.0,36709.0,36824.0,36840.0,36863.0,36890.0,36939.0,37040.0,37089.0,37106.0,37141.0,37251.0,37323.0,37359.0,37409.0,37477.0,37525.0,37597.0,37641.0,37707.0,37733.0,37831.0,37895.0,37922.0,37963.0,38003.0,38070.0,38119.0,38211.0,38235.0,38285.0,38306.0,38348.0,38387.0,38433.0,38497.0,38542.0,38584.0,38655.0,38701.0,38739.0,38789.0,38841.0,39019.0,39234.0,39387.0,39495.0,39571.0,39716.0,39789.0,39870.0,40059.0,40094.0,40132.0,40247.0,40297.0,40319.0,40363.0,40412.0,40463.0,40514.0,40545.0,40607.0,40642.0,40691.0
5083751,46800.0,46886.0,46993.0,47125.0,47141.0,47164.0,47190.0,47250.0,47347.0,47392.0,47409.0,47447.0,47565.0,47642.0,47674.0,47719.0,47780.0,47823.0,47889.0,47927.0,47984.0,48008.0,48091.0,48145.0,48168.0,48209.0,48250.0,48309.0,48361.0,48458.0,48483.0,48535.0,48556.0,48599.0,48655.0,48721.0,48812.0,48870.0,48908.0,48973.0,49025.0,49067.0,49123.0,49181.0,49369.0,49568.0,49710.0,49810.0,49881.0,50015.0,50093.0,50180.0,50382.0,50423.0,50472.0,50617.0,50664.0,50685.0,50727.0,50773.0,50825.0,50878.0,50910.0,50974.0,51010.0,51061.0
5083753,57600.0,57676.0,57772.0,57890.0,57910.0,57939.0,57972.0,58039.0,58177.0,58215.0,58231.0,58273.0,58405.0,58491.0,58531.0,58587.0,58664.0,58708.0,58774.0,58813.0,58872.0,58898.0,58988.0,59046.0,59071.0,59119.0,59157.0,59245.0,59316.0,59447.0,59472.0,59527.0,59549.0,59595.0,59667.0,59752.0,59867.0,59921.0,59966.0,60041.0,60095.0,60139.0,60197.0,60257.0,60472.0,60708.0,60876.0,60994.0,61077.0,61236.0,61326.0,61426.0,61659.0,61708.0,61771.0,61959.0,62021.0,62049.0,62131.0,62221.0,62283.0,62345.0,62383.0,62459.0,62501.0,62562.0
5083755,69000.0,69065.0,69147.0,69248.0,69262.0,69282.0,69305.0,69343.0,69411.0,69449.0,69463.0,69490.0,69575.0,69631.0,69661.0,69702.0,69758.0,69791.0,69840.0,69871.0,69919.0,69943.0,70015.0,70062.0,70081.0,70119.0,70159.0,70219.0,70269.0,70363.0,70387.0,70431.0,70449.0,70485.0,70528.0,70579.0,70649.0,70704.0,70737.0,70794.0,70837.0,70872.0,70919.0,70969.0,71124.0,71324.0,71466.0,71566.0,71637.0,71773.0,71830.0,71893.0,72040.0,72072.0,72099.0,72181.0,72229.0,72250.0,72282.0,72317.0,72369.0,72422.0,72454.0,72518.0,72554.0,72605.0
5083757,79200.0,79255.0,79324.0,79409.0,79418.0,79431.0,79447.0,79492.0,79546.0,79569.0,79578.0,79593.0,79639.0,79668.0,79705.0,79757.0,79828.0,79875.0,79945.0,79961.0,79986.0,80012.0,80067.0,80102.0,80117.0,80139.0,80162.0,80189.0,80216.0,80267.0,80286.0,80327.0,80344.0,80378.0,80411.0,80450.0,80504.0,80530.0,80555.0,80596.0,80632.0,80662.0,80702.0,80743.0,80859.0,81067.0,81215.0,81319.0,81393.0,81534.0,81591.0,81654.0,81802.0,81843.0,81877.0,81977.0,82032.0,82056.0,82076.0,82098.0,82163.0,82228.0,82267.0,82347.0,82391.0,82454.0
5084206,31680.0,31755.0,31849.0,31965.0,31983.0,32009.0,32038.0,32084.0,32195.0,32247.0,32265.0,32296.0,32393.0,32456.0,32490.0,32537.0,32602.0,32651.0,32724.0,32775.0,32853.0,32873.0,32973.0,33038.0,33065.0,33126.0,33176.0,33225.0,33275.0,33367.0,33390.0,33443.0,33464.0,33508.0,33541.0,33580.0,33634.0,33695.0,33739.0,33813.0,33867.0,33911.0,33970.0,34030.0,34246.0,34483.0,34651.0,34770.0,34854.0,35014.0,35081.0,35155.0,35327.0,35368.0,35400.0,35496.0,35526.0,35539.0,35590.0,35646.0,35697.0,35748.0,35779.0,35841.0,35876.0,35925.0
5084208,42480.0,42555.0,42649.0,42764.0,42780.0,42803.0,42830.0,42879.0,42980.0,43029.0,43046.0,43081.0,43191.0,43263.0,43299.0,43349.0,43417.0,43465.0,43537.0,43581.0,43647.0,43673.0,43771.0,43835.0,43862.0,43903.0,43943.0,44010.0,44059.0,44151.0,44175.0,44225.0,44246.0,44288.0,44327.0,44373.0,44437.0,44482.0,44524.0,44595.0,44641.0,44679.0,44729.0,44781.0,44959.0,45174.0,45327.0,45435.0,45511.0,45656.0,45729.0,45810.0,45999.0,46034.0,46072.0,46187.0,46237.0,46259.0,46303.0,46352.0,46403.0,46454.0,46485.0,46547.0,46582.0,46631.0
5084210,53280.0,53350.0,53437.0,53545.0,53560.0,53582.0,53608.0,53677.0,53746.0,53795.0,53813.0,53850.0,53965.0,54039.0,54079.0,54135.0,54211.0,54283.0,54393.0,54449.0,54535.0,54560.0,54641.0,54694.0,54716.0,54764.0,54800.0,54918.0,54976.0,55084.0,55115.0,55176.0,55201.0,55251.0,55306.0,55371.0,55458.0,55522.0,55560.0,55623.0,55678.0,55723.0,55782.0,55843.0,56053.0,56297.0,56471.0,56593.0,56679.0,56845.0,56958.0,57084.0,57376.0,57432.0,57485.0,57645.0,57720.0,57753.0,57830.0,57915.0,57975.0,58036.0,58073.0,58147.0,58188.0,58246.0
5084212,64080.0,64145.0,64226.0,64325.0,64346.0,64377.0,64412.0,64463.0,64557.0,64606.0,64624.0,64667.0,64803.0,64891.0,64921.0,64963.0,65020.0,65076.0,65160.0,65189.0,65232.0,65259.0,65359.0,65424.0,65450.0,65493.0,65517.0,65594.0,65653.0,65762.0,65791.0,65837.0,65856.0,65895.0,65930.0,65971.0,66028.0,66076.0,66112.0,66174.0,66219.0,66256.0,66305.0,66356.0,66510.0,66693.0,66823.0,66915.0,66980.0,67102.0,67187.0,67281.0,67501.0,67542.0,67585.0,67715.0,67769.0,67793.0,67833.0,67876.0,67925.0,67974.0,68004.0,68064.0,68097.0,68145.0
5084621,29520.0,29577.0,29648.0,29736.0,29755.0,29783.0,29815.0,29872.0,30025.0,30087.0,30106.0,30147.0,30275.0,30358.0,30409.0,30480.0,30578.0,30631.0,30710.0,30765.0,30848.0,30875.0,30990.0,31064.0,31095.0,31152.0,31224.0,31327.0,31391.0,31509.0,31533.0,31599.0,31626.0,31680.0,31731.0,31792.0,31874.0,31937.0,31983.0,32062.0,32130.0,32186.0,32261.0,32338.0,32549.0,32844.0,33054.0,33202.0,33306.0,33505.0,33575.0,33653.0,33834.0,33876.0,33913.0,34025.0,34063.0,34080.0,34129.0,34183.0,34239.0,34295.0,34329.0,34398.0,34436.0,34491.0
5084623,40320.0,40395.0,40489.0,40604.0,40620.0,40643.0,40670.0,40719.0,40820.0,40869.0,40886.0,40921.0,41031.0,41103.0,41139.0,41189.0,41257.0,41305.0,41377.0,41421.0,41487.0,41513.0,41611.0,41675.0,41702.0,41743.0,41783.0,41850.0,41899.0,41991.0,42015.0,42065.0,42086.0,42128.0,42167.0,42213.0,42277.0,42322.0,42364.0,42435.0,42481.0,42519.0,42569.0,42621.0,42799.0,43014.0,43167.0,43275.0,43351.0,43496.0,43569.0,43650.0,43839.0,43874.0,43912.0,44027.0,44077.0,44099.0,44143.0,44192.0,44243.0,44294.0,44325.0,44387.0,44422.0,44471.0
5084625,50580.0,50666.0,50773.0,50905.0,50921.0,50944.0,50970.0,51030.0,51127.0,51172.0,51189.0,51227.0,51345.0,51422.0,51454.0,51499.0,51560.0,51603.0,51669.0,51707.0,51764.0,51788.0,51871.0,51925.0,51948.0,51989.0,52030.0,52089.0,52141.0,52238.0,52263.0,52315.0,52336.0,52379.0,52435.0,52501.0,52592.0,52650.0,52688.0,52753.0,52805.0,52847.0,52903.0,52961.0,53149.0,53348.0,53490.0,53590.0,53661.0,53795.0,53873.0,53960.0,54162.0,54203.0,54252.0,54397.0,54444.0,54465.0,54507.0,54553.0,54605.0,54658.0,54690.0,54754.0,54790.0,54841.0
5084627,61380.0,61460.0,61559.0,61682.0,61696.0,61716.0,61739.0,61783.0,61859.0,61908.0,61925.0,61969.0,62108.0,62199.0,62239.0,62295.0,62371.0,62425.0,62507.0,62542.0,62596.0,62637.0,62748.0,62820.0,62850.0,62912.0,62959.0,63032.0,63098.0,63220.0,63242.0,63299.0,63322.0,63369.0,63420.0,63480.0,63562.0,63621.0,63672.0,63758.0,63823.0,63876.0,63947.0,64021.0,64210.0,64485.0,64681.0,64819.0,64916.0,65103.0,65181.0,65268.0,65469.0,65502.0,65554.0,65708.0,65758.0,65780.0,65852.0,65931.0,65994.0,66057.0,66095.0,66172.0,66215.0,66276.0
5084660,48000.0,48063.0,48142.0,48240.0,48255.0,48276.0,48300.0,48360.0,48480.0,48540.0,48600.0,48629.0,48720.0,48780.0,48822.0,48880.0,48960.0,49008.0,49080.0,49128.0,49200.0,49260.0,49354.0,49415.0,49440.0,49500.0,49560.0,49620.0,49683.0,49800.0,49860.0,49914.0,49936.0,49980.0,50044.0,50119.0,50220.0,50280.0,50325.0,50400.0,50445.0,50481.0,50530.0,50580.0,50820.0,50968.0,51073.0,51147.0,51199.0,51300.0,51377.0,51462.0,51660.0,51720.0,51765.0,51900.0,51942.0,51960.0,51989.0,52020.0,52085.0,52151.0,52191.0,52271.0,52316.0,52380.0
5084662,58200.0,58263.0,58342.0,58440.0,58455.0,58476.0,58500.0,58560.0,58680.0,58740.0,58800.0,58819.0,58880.0,58920.0,58962.0,59020.0,59100.0,59148.0,59220.0,59268.0,59340.0,59400.0,59494.0,59555.0,59580.0,59640.0,59700.0,59760.0,59823.0,59940.0,60000.0,60054.0,60076.0,60120.0,60168.0,60224.0,60300.0,60360.0,60405.0,60480.0,60525.0,60561.0,60610.0,60660.0,60840.0,60969.0,61061.0,61126.0,61172.0,61260.0,61324.0,61395.0,61560.0,61620.0,61665.0,61800.0,61842.0,61860.0,61889.0,61920.0,61985.0,62051.0,62091.0,62171.0,62216.0,62280.0
5084676,30600.0,30657.0,30728.0,30816.0,30835.0,30863.0,30895.0,30952.0,31105.0,31167.0,31186.0,31227.0,31355.0,31438.0,31489.0,31560.0,31658.0,31711.0,31790.0,31845.0,31928.0,31955.0,32070.0,32144.0,32175.0,32232.0,32304.0,32407.0,32471.0,32589.0,32613.0,32679.0,32706.0,32760.0,32811.0,32872.0,32954.0,33017.0,33063.0,33142.0,33210.0,33266.0,33341.0,33418.0,33629.0,33924.0,34134.0,34282.0,34386.0,34585.0,34655.0,34733.0,34914.0,34956.0,34993.0,35105.0,35143.0,35160.0,35209.0,35263.0,35319.0,35375.0,35409.0,35478.0,35516.0,35571.0
5084678,41400.0,41475.0,41569.0,41684.0,41700.0,41723.0,41750.0,41799.0,41900.0,41949.0,41966.0,42001.0,42111.0,42183.0,42219.0,42269.0,42337.0,42385.0,42457.0,42501.0,42567.0,42593.0,42691.0,42755.0,42782.0,42823.0,42863.0,42930.0,42979.0,43071.0,43095.0,43145.0,43166.0,43208.0,43247.0,43293.0,43357.0,43402.0,43444.0,43515.0,43561.0,43599.0,43649.0,43701.0,43879.0,44094.0,44247.0,44355.0,44431.0,44576.0,44649.0,44730.0,44919.0,44954.0,44992.0,45107.0,45157.0,45179.0,45223.0,45272.0,45323.0,45374.0,45405.0,45467.0,45502.0,45551.0
5084680,52200.0,52286.0,52393.0,52525.0,52541.0,52564.0,52590.0,52650.0,52747.0,52792.0,52809.0,52847.0,52965.0,53042.0,53074.0,53119.0,53180.0,53223.0,53289.0,53327.0,53384.0,53408.0,53491.0,53545.0,53568.0,53609.0,53650.0,53709.0,53761.0,53858.0,53883.0,53935.0,53956.0,53999.0,54055.0,54121.0,54212.0,54270.0,54308.0,54373.0,54425.0,54467.0,54523.0,54581.0,54769.0,54968.0,55110.0,55210.0,55281.0,55415.0,55493.0,55580.0,55782.0,55823.0,55872.0,56017.0,56064.0,56085.0,56127.0,56173.0,56225.0,56278.0,56310.0,56374.0,56410.0,56461.0
5084682,63000.0,63080.0,63179.0,63302.0,63316.0,63336.0,63359.0,63403.0,63479.0,63528.0,63545.0,63589.0,63728.0,63819.0,63859.0,63915.0,63991.0,64045.0,64127.0,64162.0,64216.0,64257.0,64368.0,64440.0,64470.0,64532.0,64579.0,64652.0,64718.0,64840.0,64862.0,64919.0,64942.0,64989.0,65040.0,65100.0,65182.0,65241.0,65292.0,65378.0,65443.0,65496.0,65567.0,65641.0,65830.0,66105.0,66301.0,66439.0,66536.0,66723.0,66801.0,66888.0,67089.0,67122.0,67174.0,67328.0,67378.0,67400.0,67472.0,67551.0,67614.0,67677.0,67715.0,67792.0,67835.0,67896.0
5084684,73800.0,73865.0,73947.0,74048.0,74062.0,74082.0,74105.0,74143.0,74211.0,74249.0,74263.0,74290.0,74375.0,74431.0,74461.0,74502.0,74558.0,74591.0,74640.0,74671.0,74719.0,74743.0,74815.0,74862.0,74881.0,74919.0,74959.0,75019.0,75069.0,75163.0,75187.0,75231.0,75249.0,75285.0,75328.0,75379.0,75449.0,75504.0,75537.0,75594.0,75637.0,75672.0,75719.0,75769.0,75924.0,76124.0,76266.0,76366.0,76437.0,76573.0,76630.0,76693.0,76840.0,76872.0,76899.0,76981.0,77029.0,77050.0,77082.0,77117.0,77169.0,77222.0,77254.0,77318.0,77354.0,77405.0
5084839,31140.0,31215.0,31309.0,31425.0,31443.0,31469.0,31498.0,31544.0,31655.0,31707.0,31725.0,31756.0,31853.0,31916.0,31950.0,31997.0,32062.0,32111.0,32184.0,32235.0,32313.0,32333.0,32433.0,32498.0,32525.0,32586.0,32636.0,32685.0,32735.0,32827.0,32850.0,32903.0,32924.0,32968.0,33001.0,33040.0,33094.0,33155.0,33199.0,33273.0,33327.0,33371.0,33430.0,33490.0,33706.0,33943.0,34111.0,34230.0,34314.0,34474.0,34541.0,34615.0,34787.0,34828.0,34860.0,34956.0,34986.0,34999.0,35050.0,35106.0,35157.0,35208.0,35239.0,35301.0,35336.0,35385.0
5084841,41940.0,42015.0,42109.0,42224.0,42240.0,42263.0,42290.0,42339.0,42440.0,42489.0,42506.0,42541.0,42651.0,42723.0,42759.0,42809.0,42877.0,42925.0,42997.0,43041.0,43107.0,43133.0,43231.0,43295.0,43322.0,43363.0,43403.0,43470.0,43519.0,43611.0,43635.0,43685.0,43706.0,43748.0,43787.0,43833.0,43897.0,43942.0,43984.0,44055.0,44101.0,44139.0,44189.0,44241.0,44419.0,44634.0,44787.0,44895.0,44971.0,45116.0,45189.0,45270.0,45459.0,45494.0,45532.0,45647.0,45697.0,45719.0,45763.0,45812.0,45863.0,45914.0,45945.0,46007.0,46042.0,46091.0
5084843,52740.0,52810.0,52897.0,53005.0,53020.0,53042.0,53068.0,53137.0,53206.0,53255.0,53273.0,53310.0,53425.0,53499.0,53539.0,53595.0,53671.0,53743.0,53853.0,53909.0,53995.0,54020.0,54101.0,54154.0,54176.0,54224.0,54260.0,54378.0,54436.0,54544.0,54575.0,54636.0,54661.0,54711.0,54766.0,54831.0,54918.0,54982.0,55020.0,55083.0,55138.0,55183.0,55242.0,55303.0,55513.0,55757.0,55931.0,56053.0,56139.0,56305.0,56418.0,56544.0,56836.0,56892.0,56945.0,57105.0,57180.0,57213.0,57290.0,57375.0,57435.0,57496.0,57533.0,57607.0,57648.0,57706.0
5084845,63540.0,63605.0,63686.0,63785.0,63806.0,63837.0,63872.0,63923.0,64017.0,64066.0,64084.0,64127.0,64263.0,64351.0,64381.0,64423.0,64480.0,64536.0,64620.0,64649.0,64692.0,64719.0,64819.0,64884.0,64910.0,64953.0,64977.0,65054.0,65113.0,65222.0,65251.0,65297.0,65316.0,65355.0,65390.0,65431.0,65488.0,65536.0,65572.0,65634.0,65679.0,65716.0,65765.0,65816.0,65970.0,66153.0,66283.0,66375.0,66440.0,66562.0,66647.0,66741.0,66961.0,67002.0,67045.0,67175.0,67229.0,67253.0,67293.0,67336.0,67385.0,67434.0,67464.0,67524.0,67557.0,67605.0
5085140,32220.0,32295.0,32389.0,32505.0,32523.0,32549.0,32578.0,32624.0,32735.0,32787.0,32805.0,32836.0,32933.0,32996.0,33030.0,33077.0,33142.0,33191.0,33264.0,33315.0,33393.0,33413.0,33513.0,33578.0,33605.0,33666.0,33716.0,33765.0,33815.0,33907.0,33930.0,33983.0,34004.0,34048.0,34081.0,34120.0,34174.0,34235.0,34279.0,34353.0,34407.0,34451.0,34510.0,34570.0,34786.0,35023.0,35191.0,35310.0,35394.0,35554.0,35621.0,35695.0,35867.0,35908.0,35940.0,36036.0,36066.0,36079.0,36130.0,36186.0,36237.0,36288.0,36319.0,36381.0,36416.0,36465.0
5085142,43020.0,43095.0,43189.0,43304.0,43320.0,43343.0,43370.0,43419.0,43520.0,43569.0,43586.0,43621.0,43731.0,43803.0,43839.0,43889.0,43957.0,44005.0,44077.0,44121.0,44187.0,44213.0,44311.0,44375.0,44402.0,44443.0,44483.0,44550.0,44599.0,44691.0,44715.0,44765.0,44786.0,44828.0,44867.0,44913.0,44977.0,45022.0,45064.0,45135.0,45181.0,45219.0,45269.0,45321.0,45499.0,45714.0,45867.0,45975.0,46051.0,46196.0,46269.0,46350.0,46539.0,46574.0,46612.0,46727.0,46777.0,46799.0,46843.0,46892.0,46943.0,46994.0,47025.0,47087.0,47122.0,47171.0
5085144,53820.0,53890.0,53977.0,54085.0,54100.0,54122.0,54148.0,54217.0,54286.0,54335.0,54353.0,54390.0,54505.0,54579.0,54619.0,54675.0,54751.0,54823.0,54933.0,54989.0,55075.0,55100.0,55181.0,55234.0,55256.0,55304.0,55340.0,55458.0,55516.0,55624.0,55655.0,55716.0,55741.0,55791.0,55846.0,55911.0,55998.0,56062.0,56100.0,56163.0,56218.0,56263.0,56322.0,56383.0,56593.0,56837.0,57011.0,57133.0,57219.0,57385.0,57498.0,57624.0,57916.0,57972.0,58025.0,58185.0,58260.0,58293.0,58370.0,58455.0,58515.0,58576.0,58613.0,58687.0,58728.0,58786.0
5085146,64620.0,64685.0,64766.0,64865.0,64886.0,64917.0,64952.0,65003.0,65097.0,65146.0,65164.0,65207.0,65343.0,65431.0,65461.0,65503.0,65560.0,65616.0,65700.0,65729.0,65772.0,65799.0,65899.0,65964.0,65990.0,66033.0,66057.0,66134.0,66193.0,66302.0,66331.0,66377.0,66396.0,66435.0,66470.0,66511.0,66568.0,66616.0,66652.0,66714.0,66759.0,66796.0,66845.0,66896.0,67050.0,67233.0,67363.0,67455.0,67520.0,67642.0,67727.0,67821.0,68041.0,68082.0,68125.0,68255.0,68309.0,68333.0,68373.0,68416.0,68465.0,68514.0,68544.0,68604.0,68637.0,68685.0
5085148,75600.0,75655.0,75724.0,75809.0,75818.0,75831.0,75847.0,75892.0,75946.0,75969.0,75978.0,75993.0,76039.0,76068.0,76105.0,76157.0,76228.0,76275.0,76345.0,76361.0,76386.0,76412.0,76467.0,76502.0,76517.0,76539.0,76562.0,76589.0,76616.0,76667.0,76686.0,76727.0,76744.0,76778.0,76811.0,76850.0,76904.0,76930.0,76955.0,76996.0,77032.0,77062.0,77102.0,77143.0,77259.0,77467.0,77615.0,77719.0,77793.0,77934.0,77991.0,78054.0,78202.0,78243.0,78277.0,78377.0,78432.0,78456.0,78476.0,78498.0,78563.0,78628.0,78667.0,78747.0,78791.0,78854.0
5085304,30600.0,30648.0,30709.0,30784.0,30795.0,30812.0,30831.0,30861.0,30921.0,30956.0,30969.0,30987.0,31044.0,31082.0,31100.0,31125.0,31159.0,31204.0,31271.0,31292.0,31323.0,31350.0,31431.0,31483.0,31505.0,31539.0,31573.0,31617.0,31650.0,31711.0,31734.0,31773.0,31789.0,31822.0,31849.0,31881.0,31925.0,31960.0,31995.0,32053.0,32092.0,32124.0,32166.0,32210.0,32326.0,32461.0,32557.0,32625.0,32673.0,32765.0,32820.0,32881.0,33022.0,33042.0,33064.0,33130.0,33165.0,33181.0,33202.0,33224.0,33273.0,33323.0,33353.0,33414.0,33448.0,33497.0
5085306,39600.0,39661.0,39737.0,39830.0,39850.0,39879.0,39911.0,39936.0,40020.0,40052.0,40065.0,40086.0,40152.0,40195.0,40235.0,40291.0,40367.0,40414.0,40485.0,40511.0,40551.0,40575.0,40661.0,40717.0,40740.0,40796.0,40865.0,40929.0,40977.0,41066.0,41095.0,41145.0,41166.0,41208.0,41241.0,41280.0,41334.0,41441.0,41479.0,41544.0,41598.0,41642.0,41701.0,41762.0,41881.0,42122.0,42293.0,42414.0,42499.0,42663.0,42715.0,42772.0,42906.0,42929.0,42953.0,43023.0,43049.0,43061.0,43079.0,43099.0,43147.0,43196.0,43225.0,43284.0,43317.0,43364.0
5085310,58800.0,58863.0,58942.0,59040.0,59055.0,59076.0,59100.0,59160.0,59280.0,59340.0,59400.0,59419.0,59480.0,59520.0,59562.0,59620.0,59700.0,59748.0,59820.0,59868.0,59940.0,60000.0,60094.0,60155.0,60180.0,60240.0,60300.0,60360.0,60423.0,60540.0,60600.0,60654.0,60676.0,60720.0,60768.0,60824.0,60900.0,60960.0,61005.0,61080.0,61125.0,61161.0,61210.0,61260.0,61440.0,61569.0,61661.0,61726.0,61772.0,61860.0,61924.0,61995.0,62160.0,62220.0,62265.0,62400.0,62442.0,62460.0,62489.0,62520.0,62585.0,62651.0,62691.0,62771.0,62816.0,62880.0
5085312,68400.0,68463.0,68542.0,68640.0,68655.0,68676.0,68700.0,68760.0,68820.0,68880.0,68940.0,68959.0,69020.0,69060.0,69088.0,69127.0,69180.0,69228.0,69300.0,69348.0,69420.0,69480.0,69574.0,69635.0,69660.0,69720.0,69780.0,69840.0,69903.0,70020.0,70080.0,70134.0,70156.0,70200.0,70264.0,70339.0,70440.0,70500.0,70545.0,70620.0,70665.0,70701.0,70750.0,70800.0,70980.0,71109.0,71201.0,71266.0,71312.0,71400.0,71477.0,71562.0,71760.0,71820.0,71865.0,72000.0,72083.0,72120.0,72149.0,72180.0,72245.0,72311.0,72351.0,72431.0,72476.0,72540.0
5085314,77400.0,77463.0,77542.0,77640.0,77655.0,77676.0,77700.0,77760.0,77820.0,77880.0,77940.0,77959.0,78020.0,78060.0,78088.0,78127.0,78180.0,78228.0,78300.0,78324.0,78360.0,78420.0,78514.0,78575.0,78600.0,78660.0,78720.0,78780.0,78822.0,78900.0,78960.0,79014.0,79036.0,79080.0,79128.0,79184.0,79260.0,79320.0,79342.0,79380.0,79410.0,79434.0,79466.0,79500.0,79620.0,79731.0,79810.0,79866.0,79905.0,79980.0,80044.0,80115.0,80280.0,80340.0,80370.0,80460.0,80502.0,80520.0,80549.0,80580.0,80634.0,80689.0,80722.0,80789.0,80826.0,80880.0
5085841,31800.0,31848.0,31909.0,31984.0,31995.0,32012.0,32031.0,32061.0,32121.0,32156.0,32169.0,32187.0,32244.0,32282.0,32300.0,32325.0,32359.0,32404.0,32471.0,32492.0,32523.0,32550.0,32631.0,32683.0,32705.0,32739.0,32773.0,32817.0,32850.0,32911.0,32934.0,32973.0,32989.0,33022.0,33049.0,33081.0,33125.0,33160.0,33195.0,33253.0,33292.0,33324.0,33366.0,33410.0,33526.0,33661.0,33757.0,33825.0,33873.0,33965.0,34020.0,34081.0,34222.0,34242.0,34264.0,34330.0,34365.0,34381.0,34402.0,34424.0,34473.0,34523.0,34553.0,34614.0,34648.0,34697.0
5085843,40500.0,40561.0,40637.0,40730.0,40750.0,40779.0,40811.0,40836.0,40920.0,40952.0,40965.0,40986.0,41052.0,41095.0,41135.0,41191.0,41267.0,41314.0,41385.0,41411.0,41451.0,41475.0,41561.0,41617.0,41640.0,41696.0,41765.0,41829.0,41877.0,41966.0,41995.0,42045.0,42066.0,42108.0,42141.0,42180.0,42234.0,42341.0,42379.0,42444.0,42498.0,42542.0,42601.0,42662.0,42781.0,43022.0,43193.0,43314.0,43399.0,43563.0,43615.0,43672.0,43806.0,43829.0,43853.0,43923.0,43949.0,43961.0,43979.0,43999.0,44047.0,44096.0,44125.0,44184.0,44217.0,44264.0
5085845,50400.0,50463.0,50542.0,50640.0,50655.0,50676.0,50700.0,50760.0,50880.0,50940.0,51000.0,51029.0,51120.0,51180.0,51222.0,51280.0,51360.0,51408.0,51480.0,51528.0,51600.0,51660.0,51754.0,51815.0,51840.0,51900.0,51960.0,52020.0,52083.0,52200.0,52260.0,52314.0,52336.0,52380.0,52444.0,52519.0,52620.0,52680.0,52725.0,52800.0,52845.0,52881.0,52930.0,52980.0,53220.0,53368.0,53473.0,53547.0,53599.0,53700.0,53777.0,53862.0,54060.0,54120.0,54165.0,54300.0,54342.0,54360.0,54389.0,54420.0,54485.0,54551.0,54591.0,54671.0,54716.0,54780.0
5085847,60600.0,60663.0,60742.0,60840.0,60855.0,60876.0,60900.0,60960.0,61080.0,61140.0,61200.0,61229.0,61320.0,61380.0,61422.0,61480.0,61560.0,61608.0,61680.0,61728.0,61800.0,61860.0,61954.0,62015.0,62040.0,62100.0,62160.0,62220.0,62262.0,62340.0,62400.0,62454.0,62476.0,62520.0,62552.0,62589.0,62640.0,62700.0,62745.0,62820.0,62865.0,62901.0,62950.0,63000.0,63180.0,63309.0,63401.0,63466.0,63512.0,63600.0,63677.0,63762.0,63960.0,64020.0,64080.0,64260.0,64343.0,64380.0,64409.0,64440.0,64505.0,64571.0,64611.0,64691.0,64736.0,64800.0
5086159,34200.0,34248.0,34309.0,34384.0,34395.0,34412.0,34431.0,34461.0,34521.0,34556.0,34569.0,34587.0,34644.0,34682.0,34700.0,34725.0,34759.0,34804.0,34871.0,34892.0,34923.0,34950.0,35031.0,35083.0,35105.0,35139.0,35173.0,35217.0,35250.0,35311.0,35334.0,35373.0,35389.0,35422.0,35449.0,35481.0,35525.0,35560.0,35595.0,35653.0,35692.0,35724.0,35766.0,35810.0,35926.0,36061.0,36157.0,36225.0,36273.0,36365.0,36420.0,36481.0,36622.0,36642.0,36664.0,36730.0,36765.0,36781.0,36802.0,36824.0,36873.0,36923.0,36953.0,37014.0,37048.0,37097.0
5086161,43200.0,43261.0,43337.0,43430.0,43450.0,43479.0,43511.0,43536.0,43620.0,43652.0,43665.0,43686.0,43752.0,43795.0,43835.0,43891.0,43967.0,44014.0,44085.0,44111.0,44151.0,44175.0,44261.0,44317.0,44340.0,44396.0,44465.0,44529.0,44577.0,44666.0,44695.0,44745.0,44766.0,44808.0,44841.0,44880.0,44934.0,45041.0,45079.0,45144.0,45198.0,45242.0,45301.0,45362.0,45481.0,45722.0,45893.0,46014.0,46099.0,46263.0,46315.0,46372.0,46506.0,46529.0,46553.0,46623.0,46649.0,46661.0,46679.0,46699.0,46747.0,46796.0,46825.0,46884.0,46917.0,46964.0
5086163,52800.0,52863.0,52942.0,53040.0,53055.0,53076.0,53100.0,53160.0,53280.0,53340.0,53400.0,53429.0,53520.0,53580.0,53622.0,53680.0,53760.0,53808.0,53880.0,53928.0,54000.0,54060.0,54154.0,54215.0,54240.0,54300.0,54360.0,54420.0,54483.0,54600.0,54660.0,54714.0,54736.0,54780.0,54828.0,54884.0,54960.0,55020.0,55065.0,55140.0,55185.0,55221.0,55270.0,55320.0,55560.0,55708.0,55813.0,55887.0,55939.0,56040.0,56117.0,56202.0,56400.0,56460.0,56505.0,56640.0,56682.0,56700.0,56729.0,56760.0,56825.0,56891.0,56931.0,57011.0,57056.0,57120.0
