tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P
0,3640.0,3574.0,3641.0,3642.0,3643.0,3583.0,3584.0,3585.0,3587.0,3588.0,3589.0,3605.0,3606.0,3607.0,3608.0,3609.0,3598.0,4465.0,944.0,945.0,947.0,948.0,949.0,928.0,588.0,590.0,1729.0,1731.0,1738.0,614.0,675.0,621.0,6207.0,333.0,403.0,747.0,842.0,846.0,848.0,759.0,760.0,761.0,762.0,763.0,4952.0
5011476,26100.0,26183.0,26280.0,26325.0,26477.0,26548.0,26580.0,26626.0,26717.0,26760.0,26848.0,27060.0,27180.0,27300.0,27360.0,27437.0,27507.0,27554.0,27600.0,27632.0,27701.0,27737.0,27774.0,27840.0,27989.0,28068.0,28628.0,28679.0,28902.0,28980.0,29280.0,29518.0,29640.0,29752.0,30013.0,30180.0,30300.0,30416.0,30544.0,30891.0,30960.0,30992.0,31020.0,31080.0,31320.0
5014161,27600.0,27683.0,27780.0,27825.0,27977.0,28048.0,28080.0,28126.0,28217.0,28260.0,28348.0,28560.0,28680.0,28800.0,28860.0,28937.0,29007.0,29054.0,29100.0,29132.0,29201.0,29237.0,29274.0,29340.0,29489.0,29568.0,30128.0,30179.0,30402.0,30480.0,30780.0,31018.0,31140.0,31252.0,31513.0,31680.0,31800.0,31916.0,32044.0,32391.0,32460.0,32492.0,32520.0,32580.0,32820.0
5087960,26100.0,26183.0,26280.0,26325.0,26477.0,26548.0,26580.0,26626.0,26717.0,26760.0,26848.0,27060.0,27180.0,27300.0,27360.0,27437.0,27507.0,27554.0,27600.0,27632.0,27701.0,27737.0,27774.0,27840.0,27989.0,28068.0,28628.0,28679.0,28902.0,28980.0,29280.0,29518.0,29640.0,29752.0,30013.0,30180.0,30300.0,30416.0,30544.0,30891.0,30960.0,30992.0,31020.0,31080.0,31320.0
