tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P
0,557.0,558.0,559.0,560.0,562.0,563.0,564.0,565.0,566.0,707.0,708.0,731.0,710.0,711.0,712.0,713.0,714.0,715.0,716.0,717.0,718.0,719.0,720.0,721.0,680.0,681.0,682.0,683.0,684.0,685.0,686.0,688.0,689.0,690.0,5062.0,691.0,692.0,693.0,585.0,586.0,587.0,588.0,589.0,590.0,591.0,592.0,593.0,594.0,595.0,596.0,597.0,598.0,599.0,600.0,601.0,602.0,603.0,604.0,605.0,606.0,607.0,608.0,609.0,610.0,611.0,612.0,613.0,614.0,615.0,616.0,617.0,618.0,619.0,675.0,620.0,7569.0
5005159,25200.0,25218.0,25256.0,25285.0,25344.0,25363.0,25383.0,25417.0,25436.0,25459.0,25523.0,25543.0,25562.0,25574.0,25602.0,25620.0,25637.0,25658.0,25700.0,25726.0,25754.0,25779.0,25802.0,25822.0,25837.0,25877.0,25903.0,25941.0,25968.0,25997.0,26020.0,26059.0,26089.0,26119.0,26158.0,26191.0,26229.0,26283.0,26350.0,26392.0,26447.0,26467.0,26511.0,26537.0,26601.0,26639.0,26664.0,26696.0,26723.0,26741.0,26772.0,26820.0,26862.0,26897.0,26920.0,26943.0,26969.0,27000.0,27023.0,27081.0,27142.0,27178.0,27248.0,27298.0,27392.0,27455.0,27520.0,27654.0,27724.0,27782.0,27843.0,27903.0,27972.0,28009.0,28117.0,28181.0
5014672,27000.0,27018.0,27056.0,27085.0,27144.0,27163.0,27183.0,27217.0,27236.0,27259.0,27323.0,27343.0,27362.0,27374.0,27402.0,27420.0,27437.0,27458.0,27500.0,27526.0,27554.0,27579.0,27602.0,27622.0,27637.0,27677.0,27703.0,27741.0,27768.0,27797.0,27820.0,27859.0,27889.0,27919.0,27958.0,27991.0,28029.0,28083.0,28150.0,28192.0,28247.0,28267.0,28311.0,28337.0,28401.0,28439.0,28464.0,28496.0,28523.0,28541.0,28572.0,28620.0,28662.0,28697.0,28720.0,28743.0,28769.0,28800.0,28823.0,28881.0,28942.0,28978.0,29048.0,29098.0,29192.0,29255.0,29320.0,29454.0,29524.0,29582.0,29643.0,29703.0,29772.0,29809.0,29917.0,29981.0
5018433,28800.0,28822.0,28869.0,28904.0,28980.0,29004.0,29030.0,29073.0,29097.0,29127.0,29189.0,29209.0,29228.0,29238.0,29262.0,29277.0,29291.0,29309.0,29345.0,29367.0,29403.0,29434.0,29464.0,29490.0,29508.0,29554.0,29584.0,29627.0,29658.0,29691.0,29717.0,29762.0,29797.0,29831.0,29876.0,29913.0,29956.0,30018.0,30094.0,30148.0,30219.0,30243.0,30294.0,30323.0,30393.0,30450.0,30486.0,30523.0,30554.0,30574.0,30611.0,30668.0,30718.0,30759.0,30784.0,30809.0,30839.0,30882.0,30915.0,30983.0,31046.0,31084.0,31163.0,31220.0,31322.0,31390.0,31505.0,31744.0,31832.0,31905.0,31985.0,32064.0,32153.0,32200.0,32325.0,32400.0
5094208,27000.0,27018.0,27055.0,27082.0,27139.0,27157.0,27176.0,27208.0,27226.0,27249.0,27310.0,27330.0,27348.0,27360.0,27387.0,27404.0,27420.0,27440.0,27480.0,27506.0,27533.0,27556.0,27578.0,27598.0,27613.0,27652.0,27677.0,27713.0,27739.0,27767.0,27789.0,27826.0,27855.0,27884.0,27922.0,27953.0,27989.0,28041.0,28106.0,28146.0,28199.0,28218.0,28261.0,28286.0,28348.0,28385.0,28409.0,28440.0,28466.0,28483.0,28513.0,28559.0,28599.0,28633.0,28655.0,28677.0,28702.0,28732.0,28754.0,28810.0,28868.0,28903.0,28970.0,29018.0,29108.0,29169.0,29231.0,29360.0,29427.0,29483.0,29541.0,29599.0,29666.0,29701.0,29804.0,29866.0
5096155,28800.0,28821.0,28866.0,28900.0,28973.0,28996.0,29021.0,29062.0,29085.0,29114.0,29174.0,29193.0,29211.0,29221.0,29244.0,29258.0,29272.0,29289.0,29323.0,29345.0,29379.0,29409.0,29438.0,29463.0,29480.0,29525.0,29554.0,29596.0,29626.0,29657.0,29682.0,29725.0,29758.0,29791.0,29834.0,29870.0,29911.0,29971.0,30044.0,30096.0,30164.0,30187.0,30236.0,30264.0,30331.0,30385.0,30420.0,30456.0,30486.0,30505.0,30541.0,30596.0,30644.0,30683.0,30707.0,30731.0,30760.0,30801.0,30833.0,30898.0,30959.0,30995.0,31071.0,31126.0,31223.0,31289.0,31399.0,31629.0,31714.0,31784.0,31861.0,31937.0,32022.0,32068.0,32188.0,32260.0
5097734,25200.0,25218.0,25255.0,25282.0,25339.0,25357.0,25376.0,25408.0,25426.0,25449.0,25510.0,25530.0,25548.0,25560.0,25587.0,25604.0,25620.0,25640.0,25680.0,25706.0,25733.0,25756.0,25778.0,25798.0,25813.0,25852.0,25877.0,25913.0,25939.0,25967.0,25989.0,26026.0,26055.0,26084.0,26122.0,26153.0,26189.0,26241.0,26306.0,26346.0,26399.0,26418.0,26461.0,26486.0,26548.0,26585.0,26609.0,26640.0,26666.0,26683.0,26713.0,26759.0,26799.0,26833.0,26855.0,26877.0,26902.0,26932.0,26954.0,27010.0,27068.0,27103.0,27170.0,27218.0,27308.0,27369.0,27431.0,27560.0,27627.0,27683.0,27741.0,27799.0,27866.0,27901.0,28004.0,28066.0
5102560,25200.0,25218.0,25255.0,25282.0,25339.0,25357.0,25376.0,25408.0,25426.0,25449.0,25510.0,25530.0,25548.0,25560.0,25587.0,25604.0,25620.0,25640.0,25680.0,25706.0,25733.0,25756.0,25778.0,25798.0,25813.0,25852.0,25877.0,25913.0,25939.0,25967.0,25989.0,26026.0,26055.0,26084.0,26122.0,26153.0,26189.0,26241.0,26306.0,26346.0,26399.0,26418.0,26461.0,26486.0,26548.0,26585.0,26609.0,26640.0,26666.0,26683.0,26713.0,26759.0,26799.0,26833.0,26855.0,26877.0,26902.0,26932.0,26954.0,27010.0,27068.0,27103.0,27170.0,27218.0,27308.0,27369.0,27431.0,27560.0,27627.0,27683.0,27741.0,27799.0,27866.0,27901.0,28004.0,28066.0
5109506,28800.0,28821.0,28866.0,28900.0,28973.0,28996.0,29021.0,29062.0,29085.0,29114.0,29174.0,29193.0,29211.0,29221.0,29244.0,29258.0,29272.0,29289.0,29323.0,29345.0,29379.0,29409.0,29438.0,29463.0,29480.0,29525.0,29554.0,29596.0,29626.0,29657.0,29682.0,29725.0,29758.0,29791.0,29834.0,29870.0,29911.0,29971.0,30044.0,30096.0,30164.0,30187.0,30236.0,30264.0,30331.0,30385.0,30420.0,30456.0,30486.0,30505.0,30541.0,30596.0,30644.0,30683.0,30707.0,30731.0,30760.0,30801.0,30833.0,30898.0,30959.0,30995.0,31071.0,31126.0,31223.0,31289.0,31399.0,31629.0,31714.0,31784.0,31861.0,31937.0,32022.0,32068.0,32188.0,32260.0
