tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P
5095129,50700.0,50807.0,50847.0,50887.0,50928.0,50955.0,51087.0,51126.0,51180.0,51231.0,51263.0,51333.0,51370.0,51408.0,51433.0,51462.0,51515.0,51544.0,51606.0,51659.0,51747.0,51795.0,51850.0,51889.0,51913.0,51940.0,51980.0,52052.0,52078.0,52124.0,52149.0,52187.0,52224.0,52250.0,52289.0,52354.0,52385.0,52434.0,52483.0,52517.0,52532.0,52577.0,52611.0,52649.0,52705.0,52760.0,52797.0,52869.0,52953.0,53076.0,53160.0,53332.0,53371.0,53570.0,53665.0,53771.0,53852.0,53896.0,53942.0,54056.0
5095131,61500.0,61629.0,61677.0,61725.0,61775.0,61810.0,61982.0,62018.0,62069.0,62117.0,62148.0,62226.0,62267.0,62309.0,62337.0,62369.0,62427.0,62459.0,62529.0,62585.0,62671.0,62722.0,62781.0,62823.0,62855.0,62891.0,62943.0,63070.0,63087.0,63116.0,63141.0,63179.0,63220.0,63249.0,63288.0,63354.0,63385.0,63434.0,63483.0,63516.0,63530.0,63580.0,63618.0,63659.0,63713.0,63766.0,63799.0,63863.0,63936.0,64086.0,64188.0,64397.0,64445.0,64705.0,64817.0,64942.0,65019.0,65062.0,65109.0,65226.0
5095133,72000.0,72119.0,72164.0,72208.0,72255.0,72292.0,72473.0,72504.0,72548.0,72589.0,72616.0,72681.0,72715.0,72750.0,72773.0,72800.0,72849.0,72876.0,72934.0,72977.0,73063.0,73108.0,73160.0,73197.0,73218.0,73242.0,73277.0,73349.0,73380.0,73436.0,73461.0,73499.0,73531.0,73553.0,73586.0,73641.0,73666.0,73706.0,73746.0,73773.0,73784.0,73824.0,73855.0,73888.0,73938.0,73986.0,74018.0,74079.0,74149.0,74226.0,74279.0,74387.0,74411.0,74598.0,74673.0,74757.0,74815.0,74847.0,74896.0,75016.0
5096140,30300.0,30445.0,30499.0,30553.0,30611.0,30664.0,30923.0,30966.0,31026.0,31083.0,31119.0,31198.0,31239.0,31282.0,31311.0,31343.0,31402.0,31435.0,31506.0,31582.0,31675.0,31726.0,31785.0,31827.0,31854.0,31884.0,31927.0,31995.0,32015.0,32050.0,32078.0,32122.0,32174.0,32209.0,32249.0,32316.0,32347.0,32397.0,32448.0,32482.0,32497.0,32548.0,32587.0,32629.0,32696.0,32761.0,32814.0,32916.0,33033.0,33259.0,33413.0,33728.0,33801.0,34105.0,34197.0,34300.0,34403.0,34460.0,34501.0,34603.0
5096271,47700.0,47813.0,47855.0,47897.0,47941.0,47964.0,48079.0,48114.0,48163.0,48210.0,48240.0,48316.0,48356.0,48397.0,48424.0,48455.0,48512.0,48544.0,48613.0,48659.0,48741.0,48784.0,48833.0,48869.0,48892.0,48918.0,48957.0,49045.0,49061.0,49090.0,49120.0,49166.0,49196.0,49216.0,49244.0,49292.0,49320.0,49364.0,49408.0,49440.0,49454.0,49491.0,49519.0,49549.0,49590.0,49629.0,49663.0,49729.0,49806.0,49923.0,50003.0,50166.0,50204.0,50341.0,50428.0,50524.0,50600.0,50642.0,50683.0,50785.0
5096818,25500.0,25593.0,25628.0,25663.0,25699.0,25726.0,25859.0,25893.0,25940.0,25985.0,26014.0,26086.0,26123.0,26162.0,26188.0,26217.0,26271.0,26301.0,26365.0,26420.0,26495.0,26536.0,26582.0,26615.0,26640.0,26668.0,26708.0,26772.0,26790.0,26823.0,26848.0,26886.0,26919.0,26941.0,26971.0,27021.0,27054.0,27107.0,27161.0,27200.0,27217.0,27264.0,27300.0,27340.0,27397.0,27452.0,27493.0,27572.0,27663.0,27777.0,27855.0,28014.0,28051.0,28222.0,28299.0,28385.0,28470.0,28517.0,28558.0,28659.0
5097416,26100.0,26214.0,26257.0,26299.0,26344.0,26381.0,26564.0,26605.0,26662.0,26717.0,26753.0,26835.0,26878.0,26922.0,26952.0,26986.0,27048.0,27082.0,27154.0,27246.0,27366.0,27422.0,27486.0,27531.0,27564.0,27601.0,27654.0,27744.0,27770.0,27816.0,27849.0,27900.0,27947.0,27979.0,28025.0,28104.0,28143.0,28204.0,28266.0,28310.0,28329.0,28396.0,28447.0,28502.0,28595.0,28685.0,28745.0,28861.0,28994.0,29206.0,29350.0,29645.0,29712.0,30008.0,30106.0,30215.0,30346.0,30418.0,30473.0,30608.0
5097418,35700.0,35803.0,35842.0,35880.0,35921.0,35947.0,36074.0,36110.0,36160.0,36207.0,36237.0,36308.0,36345.0,36384.0,36410.0,36439.0,36492.0,36521.0,36585.0,36637.0,36741.0,36785.0,36835.0,36870.0,36897.0,36928.0,36972.0,37036.0,37058.0,37097.0,37124.0,37165.0,37201.0,37225.0,37264.0,37331.0,37362.0,37411.0,37461.0,37495.0,37509.0,37558.0,37596.0,37637.0,37688.0,37737.0,37780.0,37862.0,37956.0,38117.0,38227.0,38451.0,38502.0,38692.0,38776.0,38869.0,38950.0,38995.0,39043.0,39160.0
5097420,45300.0,45407.0,45447.0,45487.0,45528.0,45555.0,45687.0,45726.0,45780.0,45831.0,45863.0,45933.0,45970.0,46008.0,46033.0,46062.0,46115.0,46144.0,46206.0,46259.0,46347.0,46395.0,46450.0,46489.0,46513.0,46540.0,46580.0,46652.0,46678.0,46724.0,46749.0,46787.0,46824.0,46850.0,46889.0,46954.0,46985.0,47034.0,47083.0,47117.0,47132.0,47177.0,47211.0,47249.0,47305.0,47360.0,47397.0,47469.0,47553.0,47676.0,47760.0,47932.0,47971.0,48170.0,48265.0,48371.0,48452.0,48496.0,48542.0,48656.0
5097422,56700.0,56821.0,56866.0,56911.0,56958.0,56989.0,57138.0,57179.0,57236.0,57291.0,57327.0,57400.0,57438.0,57477.0,57503.0,57533.0,57587.0,57617.0,57681.0,57736.0,57830.0,57886.0,57949.0,57994.0,58024.0,58057.0,58105.0,58240.0,58261.0,58298.0,58321.0,58356.0,58393.0,58418.0,58456.0,58520.0,58550.0,58597.0,58645.0,58686.0,58703.0,58748.0,58782.0,58820.0,58877.0,58933.0,58963.0,59022.0,59090.0,59239.0,59340.0,59547.0,59594.0,59858.0,59949.0,60050.0,60138.0,60186.0,60237.0,60362.0
5097937,36000.0,36099.0,36136.0,36173.0,36211.0,36235.0,36355.0,36391.0,36441.0,36488.0,36518.0,36583.0,36617.0,36652.0,36675.0,36702.0,36751.0,36778.0,36835.0,36878.0,36958.0,37002.0,37053.0,37089.0,37113.0,37141.0,37181.0,37244.0,37258.0,37284.0,37309.0,37347.0,37380.0,37402.0,37430.0,37478.0,37509.0,37558.0,37608.0,37637.0,37649.0,37686.0,37714.0,37745.0,37786.0,37826.0,37861.0,37928.0,38005.0,38097.0,38160.0,38288.0,38318.0,38457.0,38529.0,38610.0,38671.0,38705.0,38739.0,38824.0
5097941,51300.0,51413.0,51455.0,51497.0,51541.0,51564.0,51679.0,51714.0,51763.0,51810.0,51840.0,51916.0,51956.0,51997.0,52024.0,52055.0,52112.0,52144.0,52213.0,52259.0,52341.0,52384.0,52433.0,52469.0,52492.0,52518.0,52557.0,52645.0,52661.0,52690.0,52720.0,52766.0,52796.0,52816.0,52844.0,52892.0,52920.0,52964.0,53008.0,53040.0,53054.0,53091.0,53119.0,53149.0,53190.0,53229.0,53263.0,53329.0,53406.0,53523.0,53603.0,53766.0,53804.0,53941.0,54028.0,54124.0,54200.0,54242.0,54283.0,54385.0
5098269,49500.0,49607.0,49647.0,49687.0,49728.0,49755.0,49887.0,49926.0,49980.0,50031.0,50063.0,50133.0,50170.0,50208.0,50233.0,50262.0,50315.0,50344.0,50406.0,50459.0,50547.0,50595.0,50650.0,50689.0,50713.0,50740.0,50780.0,50852.0,50878.0,50924.0,50949.0,50987.0,51024.0,51050.0,51089.0,51154.0,51185.0,51234.0,51283.0,51317.0,51332.0,51377.0,51411.0,51449.0,51505.0,51560.0,51597.0,51669.0,51753.0,51876.0,51960.0,52132.0,52171.0,52370.0,52465.0,52571.0,52652.0,52696.0,52742.0,52856.0
5098271,60300.0,60429.0,60477.0,60525.0,60575.0,60610.0,60782.0,60818.0,60869.0,60917.0,60948.0,61026.0,61067.0,61109.0,61137.0,61169.0,61227.0,61259.0,61329.0,61385.0,61471.0,61522.0,61581.0,61623.0,61655.0,61691.0,61743.0,61870.0,61887.0,61916.0,61941.0,61979.0,62020.0,62049.0,62088.0,62154.0,62185.0,62234.0,62283.0,62316.0,62330.0,62380.0,62418.0,62459.0,62513.0,62566.0,62599.0,62663.0,62736.0,62886.0,62988.0,63197.0,63245.0,63505.0,63617.0,63742.0,63819.0,63862.0,63909.0,64026.0
5098766,59100.0,59229.0,59277.0,59325.0,59375.0,59410.0,59582.0,59618.0,59669.0,59717.0,59748.0,59826.0,59867.0,59909.0,59937.0,59969.0,60027.0,60059.0,60129.0,60185.0,60271.0,60322.0,60381.0,60423.0,60455.0,60491.0,60543.0,60670.0,60687.0,60716.0,60741.0,60779.0,60820.0,60849.0,60888.0,60954.0,60985.0,61034.0,61083.0,61116.0,61130.0,61180.0,61218.0,61259.0,61313.0,61366.0,61399.0,61463.0,61536.0,61686.0,61788.0,61997.0,62045.0,62305.0,62417.0,62542.0,62619.0,62662.0,62709.0,62826.0
5098912,62100.0,62209.0,62250.0,62291.0,62334.0,62361.0,62491.0,62531.0,62586.0,62639.0,62673.0,62746.0,62784.0,62824.0,62850.0,62880.0,62935.0,62965.0,63031.0,63087.0,63186.0,63237.0,63295.0,63336.0,63356.0,63379.0,63411.0,63490.0,63510.0,63547.0,63582.0,63635.0,63665.0,63685.0,63714.0,63764.0,63792.0,63836.0,63881.0,63911.0,63924.0,63956.0,63981.0,64008.0,64049.0,64089.0,64121.0,64183.0,64254.0,64403.0,64505.0,64712.0,64759.0,64916.0,64990.0,65072.0,65140.0,65177.0,65210.0,65291.0
5099429,26700.0,26814.0,26857.0,26899.0,26944.0,26981.0,27164.0,27205.0,27262.0,27317.0,27353.0,27435.0,27478.0,27522.0,27552.0,27586.0,27648.0,27682.0,27754.0,27846.0,27966.0,28022.0,28086.0,28131.0,28164.0,28201.0,28254.0,28344.0,28370.0,28416.0,28449.0,28500.0,28547.0,28579.0,28625.0,28704.0,28743.0,28804.0,28866.0,28910.0,28929.0,28996.0,29047.0,29102.0,29195.0,29285.0,29345.0,29461.0,29594.0,29806.0,29950.0,30245.0,30312.0,30608.0,30706.0,30815.0,30946.0,31018.0,31073.0,31208.0
