tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P
5092991,63000.0,63042.0,63090.0,63165.0,63181.0,63213.0,63241.0,63264.0,63330.0,63371.0,63455.0,63494.0,63551.0,63596.0,63621.0,63649.0,63676.0,63731.0,63829.0,63856.0,63915.0,63932.0,63968.0,64003.0,64046.0,64069.0,64096.0,64155.0,64177.0,64337.0,64390.0,64452.0,64500.0,64543.0,64564.0,64582.0,64599.0,64652.0,64748.0,64811.0,64874.0,64915.0,64956.0,64988.0,65018.0,65050.0,65079.0,65118.0,65153.0,65201.0,65306.0,65354.0,65466.0,65490.0,65601.0,65689.0,65957.0
5093888,37800.0,37839.0,37884.0,37954.0,37971.0,38004.0,38033.0,38057.0,38124.0,38137.0,38224.0,38264.0,38322.0,38368.0,38394.0,38423.0,38451.0,38508.0,38610.0,38638.0,38705.0,38738.0,38762.0,38812.0,38875.0,38908.0,38942.0,39019.0,39051.0,39189.0,39234.0,39287.0,39328.0,39363.0,39391.0,39415.0,39440.0,39459.0,39494.0,39537.0,39580.0,39608.0,39636.0,39661.0,39685.0,39727.0,39765.0,39818.0,39864.0,39929.0,40001.0,40034.0,40110.0,40124.0,40191.0,40279.0,40547.0
5094736,45000.0,45073.0,45156.0,45286.0,45316.0,45353.0,45384.0,45410.0,45484.0,45520.0,45615.0,45659.0,45723.0,45773.0,45801.0,45833.0,45863.0,45925.0,46036.0,46065.0,46110.0,46127.0,46164.0,46206.0,46265.0,46296.0,46331.0,46410.0,46435.0,46584.0,46633.0,46696.0,46744.0,46785.0,46811.0,46833.0,46855.0,46922.0,47043.0,47092.0,47142.0,47174.0,47206.0,47244.0,47279.0,47325.0,47367.0,47424.0,47458.0,47505.0,47610.0,47659.0,47771.0,47790.0,47877.0,47962.0,48221.0
5094738,55800.0,55847.0,55901.0,55986.0,56006.0,56043.0,56074.0,56100.0,56174.0,56213.0,56314.0,56361.0,56429.0,56482.0,56512.0,56546.0,56578.0,56644.0,56761.0,56792.0,56840.0,56858.0,56891.0,56929.0,56989.0,57021.0,57059.0,57142.0,57173.0,57366.0,57430.0,57484.0,57525.0,57583.0,57609.0,57631.0,57654.0,57711.0,57812.0,57870.0,57928.0,57966.0,58004.0,58041.0,58075.0,58121.0,58163.0,58220.0,58261.0,58317.0,58422.0,58471.0,58583.0,58598.0,58669.0,58756.0,59023.0
5094740,66600.0,66641.0,66688.0,66761.0,66778.0,66811.0,66839.0,66862.0,66929.0,66961.0,67040.0,67077.0,67130.0,67172.0,67195.0,67222.0,67247.0,67299.0,67392.0,67418.0,67456.0,67474.0,67503.0,67541.0,67591.0,67617.0,67652.0,67729.0,67758.0,67887.0,67930.0,67984.0,68025.0,68052.0,68078.0,68100.0,68122.0,68164.0,68238.0,68279.0,68320.0,68347.0,68373.0,68406.0,68436.0,68475.0,68511.0,68560.0,68601.0,68659.0,68739.0,68776.0,68861.0,68877.0,68950.0,69031.0,69279.0
5094742,76500.0,76542.0,76590.0,76665.0,76681.0,76710.0,76735.0,76755.0,76814.0,76834.0,76903.0,76935.0,76982.0,77019.0,77039.0,77062.0,77084.0,77129.0,77210.0,77234.0,77266.0,77281.0,77306.0,77337.0,77382.0,77406.0,77432.0,77491.0,77523.0,77645.0,77685.0,77728.0,77761.0,77784.0,77804.0,77821.0,77838.0,77860.0,77899.0,77937.0,77975.0,78000.0,78024.0,78050.0,78075.0,78105.0,78133.0,78171.0,78203.0,78247.0,78319.0,78352.0,78430.0,78444.0,78509.0,78596.0,78863.0
5094744,84600.0,84641.0,84688.0,84761.0,84778.0,84811.0,84839.0,84862.0,84929.0,84961.0,85040.0,85077.0,85130.0,85172.0,85195.0,85222.0,85247.0,85299.0,85392.0,85418.0,85456.0,85474.0,85503.0,85541.0,85591.0,85617.0,85652.0,85729.0,85758.0,85887.0,85930.0,85984.0,86025.0,86052.0,86078.0,86100.0,86122.0,86164.0,86238.0,86279.0,86320.0,86347.0,86373.0,86406.0,86436.0,86475.0,86511.0,86560.0,86601.0,86659.0,86739.0,86776.0,86861.0,86877.0,86950.0,87031.0,87279.0
5095164,45000.0,45032.0,45068.0,45125.0,45138.0,45175.0,45207.0,45233.0,45307.0,45331.0,45422.0,45464.0,45525.0,45573.0,45600.0,45630.0,45659.0,45718.0,45824.0,45854.0,45893.0,45910.0,45940.0,45982.0,46041.0,46072.0,46111.0,46199.0,46224.0,46363.0,46409.0,46464.0,46506.0,46544.0,46566.0,46585.0,46604.0,46643.0,46714.0,46752.0,46790.0,46815.0,46840.0,46874.0,46906.0,46948.0,46986.0,47038.0,47071.0,47116.0,47217.0,47263.0,47370.0,47384.0,47451.0,47537.0,47799.0
5095166,76500.0,76539.0,76584.0,76654.0,76671.0,76701.0,76727.0,76748.0,76810.0,76826.0,76907.0,76944.0,76998.0,77041.0,77065.0,77092.0,77118.0,77171.0,77266.0,77292.0,77329.0,77346.0,77380.0,77414.0,77475.0,77507.0,77541.0,77615.0,77645.0,77763.0,77802.0,77857.0,77900.0,77926.0,77946.0,77963.0,77981.0,78013.0,78071.0,78103.0,78136.0,78157.0,78178.0,78203.0,78227.0,78268.0,78306.0,78358.0,78383.0,78418.0,78502.0,78541.0,78630.0,78648.0,78731.0,78817.0,79080.0
5095168,84600.0,84639.0,84684.0,84754.0,84771.0,84801.0,84827.0,84848.0,84910.0,84926.0,85007.0,85044.0,85098.0,85141.0,85165.0,85192.0,85218.0,85271.0,85366.0,85392.0,85429.0,85446.0,85480.0,85514.0,85575.0,85607.0,85641.0,85715.0,85745.0,85863.0,85902.0,85957.0,86000.0,86026.0,86046.0,86063.0,86081.0,86113.0,86171.0,86203.0,86236.0,86257.0,86278.0,86303.0,86327.0,86368.0,86406.0,86458.0,86483.0,86518.0,86602.0,86641.0,86730.0,86748.0,86831.0,86917.0,87180.0
5098853,25200.0,25263.0,25335.0,25447.0,25473.0,25513.0,25547.0,25575.0,25655.0,25689.0,25783.0,25826.0,25889.0,25939.0,25966.0,25997.0,26027.0,26088.0,26197.0,26228.0,26304.0,26325.0,26375.0,26476.0,26576.0,26630.0,26671.0,26763.0,26804.0,27008.0,27075.0,27137.0,27185.0,27240.0,27301.0,27353.0,27406.0,27506.0,27685.0,27756.0,27827.0,27873.0,27919.0,27994.0,28064.0,28112.0,28156.0,28217.0,28281.0,28370.0,28480.0,28531.0,28649.0,28668.0,28758.0,28841.0,29096.0
5098855,35100.0,35139.0,35184.0,35254.0,35270.0,35310.0,35345.0,35373.0,35455.0,35487.0,35576.0,35617.0,35677.0,35724.0,35750.0,35780.0,35808.0,35866.0,35970.0,36000.0,36051.0,36069.0,36107.0,36152.0,36214.0,36247.0,36281.0,36355.0,36384.0,36513.0,36555.0,36601.0,36636.0,36672.0,36704.0,36731.0,36758.0,36822.0,36936.0,36983.0,37030.0,37061.0,37090.0,37130.0,37167.0,37219.0,37266.0,37330.0,37369.0,37423.0,37533.0,37584.0,37701.0,37719.0,37803.0,37891.0,38159.0
5100545,25200.0,25263.0,25335.0,25447.0,25473.0,25513.0,25547.0,25575.0,25655.0,25689.0,25783.0,25826.0,25889.0,25939.0,25966.0,25997.0,26027.0,26088.0,26197.0,26228.0,26304.0,26325.0,26375.0,26476.0,26576.0,26630.0,26671.0,26763.0,26804.0,27008.0,27075.0,27137.0,27185.0,27240.0,27301.0,27353.0,27406.0,27506.0,27685.0,27756.0,27827.0,27873.0,27919.0,27994.0,28064.0,28112.0,28156.0,28217.0,28281.0,28370.0,28480.0,28531.0,28649.0,28668.0,28758.0,28841.0,29096.0
5100547,35100.0,35139.0,35184.0,35254.0,35270.0,35310.0,35345.0,35373.0,35455.0,35487.0,35576.0,35617.0,35677.0,35724.0,35750.0,35780.0,35808.0,35866.0,35970.0,36000.0,36051.0,36069.0,36107.0,36152.0,36214.0,36247.0,36281.0,36355.0,36384.0,36513.0,36555.0,36601.0,36636.0,36672.0,36704.0,36731.0,36758.0,36822.0,36936.0,36983.0,37030.0,37061.0,37090.0,37130.0,37167.0,37219.0,37266.0,37330.0,37369.0,37423.0,37533.0,37584.0,37701.0,37719.0,37803.0,37891.0,38159.0
5100549,69300.0,69341.0,69388.0,69461.0,69478.0,69511.0,69539.0,69562.0,69629.0,69661.0,69740.0,69777.0,69830.0,69872.0,69895.0,69922.0,69947.0,69999.0,70092.0,70118.0,70156.0,70174.0,70203.0,70241.0,70291.0,70317.0,70352.0,70429.0,70458.0,70587.0,70630.0,70684.0,70725.0,70752.0,70778.0,70800.0,70822.0,70864.0,70938.0,70979.0,71020.0,71047.0,71073.0,71106.0,71136.0,71175.0,71211.0,71260.0,71301.0,71359.0,71439.0,71476.0,71561.0,71577.0,71650.0,71731.0,71979.0
5102248,27000.0,27054.0,27116.0,27213.0,27235.0,27285.0,27328.0,27363.0,27465.0,27503.0,27608.0,27657.0,27728.0,27784.0,27815.0,27850.0,27884.0,27953.0,28076.0,28110.0,28170.0,28194.0,28245.0,28424.0,28649.0,28770.0,28821.0,28934.0,28977.0,29237.0,29323.0,29406.0,29470.0,29536.0,29597.0,29649.0,29701.0,29804.0,29989.0,30060.0,30131.0,30178.0,30224.0,30273.0,30319.0,30371.0,30418.0,30483.0,30561.0,30669.0,30808.0,30872.0,31021.0,31038.0,31117.0,31205.0,31473.0
5102252,48600.0,48673.0,48756.0,48886.0,48916.0,48953.0,48984.0,49010.0,49084.0,49120.0,49215.0,49259.0,49323.0,49373.0,49401.0,49433.0,49463.0,49525.0,49636.0,49665.0,49710.0,49727.0,49764.0,49806.0,49865.0,49896.0,49931.0,50010.0,50035.0,50184.0,50233.0,50296.0,50344.0,50385.0,50411.0,50433.0,50455.0,50522.0,50643.0,50692.0,50742.0,50774.0,50806.0,50844.0,50879.0,50925.0,50967.0,51024.0,51058.0,51105.0,51210.0,51259.0,51371.0,51390.0,51477.0,51562.0,51821.0
5102254,59400.0,59463.0,59535.0,59647.0,59672.0,59722.0,59765.0,59800.0,59900.0,59941.0,60035.0,60079.0,60142.0,60192.0,60220.0,60251.0,60281.0,60342.0,60452.0,60482.0,60541.0,60561.0,60601.0,60649.0,60719.0,60757.0,60800.0,60896.0,60920.0,61072.0,61122.0,61181.0,61226.0,61282.0,61306.0,61327.0,61348.0,61407.0,61511.0,61562.0,61613.0,61646.0,61679.0,61713.0,61745.0,61790.0,61831.0,61887.0,61923.0,61974.0,62093.0,62148.0,62275.0,62293.0,62380.0,62468.0,62736.0
5102256,72000.0,72041.0,72088.0,72161.0,72178.0,72211.0,72239.0,72262.0,72329.0,72361.0,72440.0,72477.0,72530.0,72572.0,72595.0,72622.0,72647.0,72699.0,72792.0,72818.0,72856.0,72874.0,72903.0,72941.0,72991.0,73017.0,73052.0,73129.0,73158.0,73287.0,73330.0,73384.0,73425.0,73452.0,73478.0,73500.0,73522.0,73564.0,73638.0,73679.0,73720.0,73747.0,73773.0,73806.0,73836.0,73875.0,73911.0,73960.0,74001.0,74059.0,74139.0,74176.0,74261.0,74277.0,74350.0,74431.0,74679.0
5102258,80400.0,80442.0,80490.0,80565.0,80581.0,80610.0,80635.0,80655.0,80714.0,80734.0,80803.0,80835.0,80882.0,80919.0,80939.0,80962.0,80984.0,81029.0,81110.0,81134.0,81166.0,81181.0,81206.0,81237.0,81282.0,81306.0,81332.0,81391.0,81423.0,81545.0,81585.0,81628.0,81661.0,81684.0,81704.0,81721.0,81738.0,81760.0,81799.0,81837.0,81875.0,81900.0,81924.0,81950.0,81975.0,82005.0,82033.0,82071.0,82103.0,82147.0,82219.0,82252.0,82330.0,82344.0,82409.0,82496.0,82763.0
5103216,41400.0,41473.0,41556.0,41686.0,41716.0,41753.0,41784.0,41810.0,41884.0,41920.0,42015.0,42059.0,42123.0,42173.0,42201.0,42233.0,42263.0,42325.0,42436.0,42465.0,42510.0,42527.0,42564.0,42606.0,42665.0,42696.0,42731.0,42810.0,42835.0,42984.0,43033.0,43096.0,43144.0,43185.0,43211.0,43233.0,43255.0,43322.0,43443.0,43492.0,43542.0,43574.0,43606.0,43644.0,43679.0,43725.0,43767.0,43824.0,43858.0,43905.0,44010.0,44059.0,44171.0,44190.0,44277.0,44362.0,44621.0
5103220,63000.0,63079.0,63170.0,63312.0,63345.0,63385.0,63419.0,63447.0,63528.0,63574.0,63696.0,63752.0,63834.0,63899.0,63935.0,63976.0,64015.0,64095.0,64237.0,64275.0,64344.0,64364.0,64408.0,64457.0,64523.0,64558.0,64597.0,64683.0,64714.0,64880.0,64935.0,64992.0,65036.0,65070.0,65098.0,65122.0,65146.0,65195.0,65282.0,65338.0,65394.0,65431.0,65466.0,65506.0,65544.0,65591.0,65633.0,65691.0,65729.0,65781.0,65878.0,65923.0,66026.0,66046.0,66141.0,66229.0,66497.0
5105098,28800.0,28854.0,28916.0,29013.0,29035.0,29085.0,29128.0,29163.0,29265.0,29303.0,29408.0,29457.0,29528.0,29584.0,29615.0,29650.0,29684.0,29753.0,29876.0,29910.0,29970.0,29994.0,30045.0,30224.0,30449.0,30570.0,30621.0,30734.0,30777.0,31037.0,31123.0,31206.0,31270.0,31336.0,31397.0,31449.0,31501.0,31604.0,31789.0,31860.0,31931.0,31978.0,32024.0,32073.0,32119.0,32171.0,32218.0,32283.0,32361.0,32469.0,32608.0,32672.0,32821.0,32838.0,32917.0,33005.0,33273.0
5113775,45000.0,45073.0,45156.0,45286.0,45316.0,45353.0,45384.0,45410.0,45484.0,45520.0,45615.0,45659.0,45723.0,45773.0,45801.0,45833.0,45863.0,45925.0,46036.0,46065.0,46110.0,46127.0,46164.0,46206.0,46265.0,46296.0,46331.0,46410.0,46435.0,46584.0,46633.0,46696.0,46744.0,46785.0,46811.0,46833.0,46855.0,46922.0,47043.0,47092.0,47142.0,47174.0,47206.0,47244.0,47279.0,47325.0,47367.0,47424.0,47458.0,47505.0,47610.0,47659.0,47771.0,47790.0,47877.0,47962.0,48221.0
5113777,55800.0,55847.0,55901.0,55986.0,56006.0,56043.0,56074.0,56100.0,56174.0,56213.0,56314.0,56361.0,56429.0,56482.0,56512.0,56546.0,56578.0,56644.0,56761.0,56792.0,56840.0,56858.0,56891.0,56929.0,56989.0,57021.0,57059.0,57142.0,57173.0,57366.0,57430.0,57484.0,57525.0,57583.0,57609.0,57631.0,57654.0,57711.0,57812.0,57870.0,57928.0,57966.0,58004.0,58041.0,58075.0,58121.0,58163.0,58220.0,58261.0,58317.0,58422.0,58471.0,58583.0,58598.0,58669.0,58756.0,59023.0
5113779,66600.0,66641.0,66688.0,66761.0,66778.0,66811.0,66839.0,66862.0,66929.0,66961.0,67040.0,67077.0,67130.0,67172.0,67195.0,67222.0,67247.0,67299.0,67392.0,67418.0,67456.0,67474.0,67503.0,67541.0,67591.0,67617.0,67652.0,67729.0,67758.0,67887.0,67930.0,67984.0,68025.0,68052.0,68078.0,68100.0,68122.0,68164.0,68238.0,68279.0,68320.0,68347.0,68373.0,68406.0,68436.0,68475.0,68511.0,68560.0,68601.0,68659.0,68739.0,68776.0,68861.0,68877.0,68950.0,69031.0,69279.0
5113781,76500.0,76542.0,76590.0,76665.0,76681.0,76710.0,76735.0,76755.0,76814.0,76834.0,76903.0,76935.0,76982.0,77019.0,77039.0,77062.0,77084.0,77129.0,77210.0,77234.0,77266.0,77281.0,77306.0,77337.0,77382.0,77406.0,77432.0,77491.0,77523.0,77645.0,77685.0,77728.0,77761.0,77784.0,77804.0,77821.0,77838.0,77860.0,77899.0,77937.0,77975.0,78000.0,78024.0,78050.0,78075.0,78105.0,78133.0,78171.0,78203.0,78247.0,78319.0,78352.0,78430.0,78444.0,78509.0,78596.0,78863.0
5113783,84600.0,84641.0,84688.0,84761.0,84778.0,84811.0,84839.0,84862.0,84929.0,84961.0,85040.0,85077.0,85130.0,85172.0,85195.0,85222.0,85247.0,85299.0,85392.0,85418.0,85456.0,85474.0,85503.0,85541.0,85591.0,85617.0,85652.0,85729.0,85758.0,85887.0,85930.0,85984.0,86025.0,86052.0,86078.0,86100.0,86122.0,86164.0,86238.0,86279.0,86320.0,86347.0,86373.0,86406.0,86436.0,86475.0,86511.0,86560.0,86601.0,86659.0,86739.0,86776.0,86861.0,86877.0,86950.0,87031.0,87279.0
