tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P
0,6185.0,6186.0,6216.0,3400.0,3401.0,3402.0,3403.0,3404.0,3405.0,3406.0,3410.0,3407.0,3408.0,3409.0,4558.0,3411.0,3412.0,3413.0,3414.0,3415.0,3416.0,3417.0,3418.0,3419.0,4762.0,4763.0,6245.0,2156.0,6014.0,6242.0,6152.0,6153.0,6243.0,6154.0,6155.0,1987.0,1989.0,1995.0,1998.0,2002.0,1358.0,4495.0,7663.0
5113563,27000.0,27047.0,27128.0,27193.0,27233.0,27267.0,27294.0,27313.0,27328.0,27342.0,27355.0,27384.0,27393.0,27454.0,27490.0,27510.0,27559.0,27573.0,27625.0,27650.0,27663.0,27717.0,27796.0,27825.0,27868.0,27893.0,27968.0,28036.0,28086.0,28130.0,28238.0,28330.0,28416.0,28463.0,28504.0,28947.0,29054.0,29509.0,29730.0,29932.0,30017.0,30102.0,30188.0
