tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P
5015486,41100.0,41131.0,41185.0,41235.0,41280.0,41311.0,41326.0,41340.0,41380.0,41437.0,41460.0,41491.0,41504.0,41520.0,41540.0,41589.0,41640.0,41685.0,41705.0,41760.0,41820.0,41843.0,41860.0,41891.0,41940.0,41999.0,42060.0,42180.0,42240.0,42266.0,42315.0,42360.0,42400.0,42430.0,42480.0,42515.0,42545.0,42576.0,42600.0,42644.0,42720.0,42900.0,42976.0,43080.0,43104.0,43137.0,43200.0,43260.0,43320.0,43351.0,43374.0,43407.0,43440.0,43488.0,43536.0,43566.0,43587.0,43620.0,43800.0,43840.0,43860.0,43891.0,43920.0,43956.0,43994.0,44040.0,44160.0
5015491,61200.0,61231.0,61285.0,61335.0,61380.0,61442.0,61473.0,61500.0,61540.0,61597.0,61620.0,61681.0,61707.0,61740.0,61771.0,61845.0,61920.0,61965.0,61985.0,62040.0,62160.0,62183.0,62200.0,62231.0,62280.0,62339.0,62400.0,62520.0,62580.0,62593.0,62617.0,62640.0,62660.0,62675.0,62700.0,62735.0,62765.0,62796.0,62820.0,62864.0,62940.0,63060.0,63111.0,63180.0,63204.0,63237.0,63300.0,63360.0,63420.0,63451.0,63474.0,63507.0,63540.0,63572.0,63604.0,63624.0,63638.0,63660.0,63900.0,64060.0,64140.0,64233.0,64320.0,64356.0,64394.0,64440.0,64560.0
5015508,31200.0,31231.0,31285.0,31335.0,31380.0,31411.0,31426.0,31440.0,31480.0,31537.0,31560.0,31621.0,31647.0,31680.0,31711.0,31785.0,31860.0,31905.0,31925.0,31980.0,32040.0,32063.0,32080.0,32111.0,32160.0,32219.0,32280.0,32400.0,32460.0,32486.0,32535.0,32580.0,32620.0,32650.0,32700.0,32735.0,32765.0,32796.0,32820.0,32864.0,32940.0,33120.0,33196.0,33300.0,33324.0,33357.0,33420.0,33480.0,33540.0,33602.0,33648.0,33713.0,33780.0,33828.0,33876.0,33906.0,33927.0,33960.0,34140.0,34180.0,34200.0,34231.0,34260.0,34296.0,34334.0,34380.0,34500.0
5015514,60000.0,60031.0,60085.0,60135.0,60180.0,60242.0,60273.0,60300.0,60340.0,60397.0,60420.0,60481.0,60507.0,60540.0,60571.0,60645.0,60720.0,60765.0,60785.0,60840.0,60960.0,60983.0,61000.0,61031.0,61080.0,61139.0,61200.0,61320.0,61380.0,61393.0,61417.0,61440.0,61460.0,61475.0,61500.0,61535.0,61565.0,61596.0,61620.0,61664.0,61740.0,61860.0,61911.0,61980.0,62004.0,62037.0,62100.0,62160.0,62220.0,62251.0,62274.0,62307.0,62340.0,62372.0,62404.0,62424.0,62438.0,62460.0,62700.0,62860.0,62940.0,63033.0,63120.0,63156.0,63194.0,63240.0,63360.0
5084586,27600.0,27635.0,27698.0,27756.0,27807.0,27865.0,27894.0,27920.0,27957.0,28011.0,28032.0,28093.0,28119.0,28152.0,28195.0,28297.0,28402.0,28464.0,28492.0,28566.0,28663.0,28741.0,28801.0,28909.0,29076.0,29126.0,29179.0,29215.0,29271.0,29306.0,29373.0,29435.0,29473.0,29501.0,29549.0,29605.0,29653.0,29704.0,29742.0,29816.0,29945.0,30204.0,30269.0,30358.0,30407.0,30475.0,30607.0,30643.0,30679.0,30716.0,30743.0,30782.0,30821.0,30964.0,31106.0,31194.0,31254.0,31351.0,31409.0,31445.0,31463.0,31519.0,31571.0,31646.0,31726.0,31825.0,31903.0
5084588,36900.0,36931.0,36986.0,37037.0,37083.0,37130.0,37153.0,37173.0,37208.0,37259.0,37279.0,37329.0,37350.0,37378.0,37414.0,37501.0,37591.0,37643.0,37666.0,37730.0,37800.0,37858.0,37902.0,37982.0,38105.0,38160.0,38218.0,38247.0,38291.0,38320.0,38374.0,38424.0,38455.0,38478.0,38518.0,38567.0,38608.0,38652.0,38685.0,38736.0,38825.0,38911.0,38936.0,38970.0,39007.0,39059.0,39158.0,39184.0,39209.0,39236.0,39256.0,39285.0,39314.0,39437.0,39559.0,39635.0,39687.0,39770.0,39818.0,39848.0,39863.0,39898.0,39930.0,39987.0,40048.0,40124.0,40367.0
5084590,60000.0,60038.0,60106.0,60169.0,60226.0,60279.0,60305.0,60329.0,60359.0,60403.0,60420.0,60465.0,60484.0,60508.0,60544.0,60631.0,60721.0,60763.0,60782.0,60832.0,60899.0,60951.0,60991.0,61063.0,61174.0,61250.0,61329.0,61360.0,61396.0,61421.0,61468.0,61511.0,61539.0,61560.0,61596.0,61641.0,61679.0,61719.0,61750.0,61795.0,61872.0,61952.0,61976.0,62008.0,62051.0,62111.0,62227.0,62255.0,62283.0,62314.0,62337.0,62369.0,62401.0,62540.0,62678.0,62764.0,62823.0,62919.0,62964.0,62996.0,63012.0,63052.0,63089.0,63146.0,63207.0,63281.0,63414.0
5087817,31200.0,31243.0,31319.0,31389.0,31451.0,31517.0,31550.0,31579.0,31614.0,31665.0,31685.0,31736.0,31757.0,31785.0,31840.0,31972.0,32108.0,32160.0,32183.0,32246.0,32316.0,32382.0,32432.0,32523.0,32663.0,32714.0,32767.0,32799.0,32841.0,32883.0,32962.0,33036.0,33091.0,33132.0,33201.0,33262.0,33314.0,33368.0,33409.0,33465.0,33563.0,33651.0,33688.0,33739.0,33781.0,33839.0,33952.0,33979.0,34006.0,34033.0,34053.0,34082.0,34112.0,34239.0,34365.0,34444.0,34498.0,34583.0,34621.0,34648.0,34662.0,34695.0,34726.0,34775.0,34827.0,34890.0,35026.0
5087823,68400.0,68448.0,68533.0,68611.0,68681.0,68747.0,68779.0,68808.0,68845.0,68899.0,68921.0,68983.0,69009.0,69042.0,69074.0,69151.0,69230.0,69289.0,69316.0,69388.0,69452.0,69522.0,69575.0,69672.0,69821.0,69867.0,69916.0,69943.0,69972.0,69993.0,70032.0,70068.0,70094.0,70113.0,70145.0,70204.0,70254.0,70306.0,70345.0,70382.0,70447.0,70524.0,70548.0,70581.0,70618.0,70669.0,70768.0,70793.0,70818.0,70844.0,70863.0,70890.0,70918.0,71049.0,71179.0,71260.0,71315.0,71403.0,71445.0,71474.0,71488.0,71523.0,71555.0,71593.0,71634.0,71684.0,71775.0
5087825,76200.0,76221.0,76259.0,76294.0,76325.0,76363.0,76382.0,76398.0,76425.0,76464.0,76479.0,76525.0,76545.0,76570.0,76595.0,76654.0,76715.0,76753.0,76770.0,76815.0,76882.0,76913.0,76937.0,76980.0,77045.0,77080.0,77116.0,77136.0,77160.0,77175.0,77203.0,77230.0,77248.0,77262.0,77285.0,77315.0,77341.0,77368.0,77388.0,77430.0,77502.0,77563.0,77584.0,77612.0,77639.0,77676.0,77747.0,77767.0,77786.0,77809.0,77826.0,77851.0,77876.0,77978.0,78080.0,78143.0,78186.0,78256.0,78284.0,78315.0,78331.0,78354.0,78375.0,78425.0,78479.0,78544.0,78636.0
5092940,28800.0,28843.0,28919.0,28989.0,29051.0,29117.0,29150.0,29179.0,29214.0,29265.0,29285.0,29336.0,29357.0,29385.0,29440.0,29572.0,29708.0,29760.0,29783.0,29846.0,29916.0,29982.0,30032.0,30123.0,30263.0,30314.0,30367.0,30399.0,30441.0,30483.0,30562.0,30636.0,30691.0,30732.0,30801.0,30862.0,30914.0,30968.0,31009.0,31065.0,31163.0,31251.0,31288.0,31339.0,31381.0,31439.0,31552.0,31579.0,31606.0,31633.0,31653.0,31682.0,31712.0,31839.0,31965.0,32044.0,32098.0,32183.0,32221.0,32248.0,32262.0,32295.0,32326.0,32375.0,32427.0,32490.0,32626.0
5092943,47100.0,47135.0,47197.0,47254.0,47305.0,47358.0,47384.0,47408.0,47440.0,47486.0,47504.0,47549.0,47568.0,47592.0,47635.0,47738.0,47843.0,47888.0,47908.0,47964.0,48041.0,48098.0,48141.0,48220.0,48342.0,48386.0,48432.0,48456.0,48495.0,48522.0,48573.0,48621.0,48656.0,48682.0,48726.0,48780.0,48826.0,48874.0,48910.0,48955.0,49032.0,49111.0,49138.0,49174.0,49211.0,49263.0,49364.0,49395.0,49425.0,49456.0,49479.0,49511.0,49544.0,49669.0,49793.0,49870.0,49923.0,50008.0,50052.0,50084.0,50100.0,50137.0,50171.0,50227.0,50287.0,50360.0,50405.0
5092945,61500.0,61538.0,61606.0,61669.0,61726.0,61779.0,61805.0,61829.0,61859.0,61903.0,61920.0,61965.0,61984.0,62008.0,62044.0,62131.0,62221.0,62263.0,62282.0,62332.0,62399.0,62451.0,62491.0,62563.0,62674.0,62750.0,62829.0,62860.0,62896.0,62921.0,62968.0,63011.0,63039.0,63060.0,63096.0,63141.0,63179.0,63219.0,63250.0,63295.0,63372.0,63452.0,63476.0,63508.0,63551.0,63611.0,63727.0,63755.0,63783.0,63814.0,63837.0,63869.0,63901.0,64040.0,64178.0,64264.0,64323.0,64419.0,64464.0,64496.0,64512.0,64552.0,64589.0,64646.0,64707.0,64781.0,64914.0
5094131,25200.0,25235.0,25298.0,25356.0,25407.0,25465.0,25494.0,25520.0,25557.0,25611.0,25632.0,25693.0,25719.0,25752.0,25795.0,25897.0,26002.0,26064.0,26092.0,26166.0,26263.0,26341.0,26401.0,26509.0,26676.0,26726.0,26779.0,26815.0,26871.0,26906.0,26973.0,27035.0,27073.0,27101.0,27149.0,27205.0,27253.0,27304.0,27342.0,27416.0,27545.0,27804.0,27869.0,27958.0,28007.0,28075.0,28207.0,28243.0,28279.0,28316.0,28343.0,28382.0,28421.0,28564.0,28706.0,28794.0,28854.0,28951.0,29009.0,29045.0,29063.0,29119.0,29171.0,29246.0,29326.0,29425.0,29503.0
5094134,45900.0,45935.0,45997.0,46054.0,46105.0,46158.0,46184.0,46208.0,46240.0,46286.0,46304.0,46349.0,46368.0,46392.0,46435.0,46538.0,46643.0,46688.0,46708.0,46764.0,46841.0,46898.0,46941.0,47020.0,47142.0,47186.0,47232.0,47256.0,47295.0,47322.0,47373.0,47421.0,47456.0,47482.0,47526.0,47580.0,47626.0,47674.0,47710.0,47755.0,47832.0,47911.0,47938.0,47974.0,48011.0,48063.0,48164.0,48195.0,48225.0,48256.0,48279.0,48311.0,48344.0,48469.0,48593.0,48670.0,48723.0,48808.0,48852.0,48884.0,48900.0,48937.0,48971.0,49027.0,49087.0,49160.0,49205.0
5094136,58800.0,58838.0,58906.0,58969.0,59026.0,59079.0,59105.0,59129.0,59159.0,59203.0,59220.0,59265.0,59284.0,59308.0,59344.0,59431.0,59521.0,59563.0,59582.0,59632.0,59699.0,59751.0,59791.0,59863.0,59974.0,60050.0,60129.0,60160.0,60196.0,60221.0,60268.0,60311.0,60339.0,60360.0,60396.0,60441.0,60479.0,60519.0,60550.0,60595.0,60672.0,60752.0,60776.0,60808.0,60851.0,60911.0,61027.0,61055.0,61083.0,61114.0,61137.0,61169.0,61201.0,61340.0,61478.0,61564.0,61623.0,61719.0,61764.0,61796.0,61812.0,61852.0,61889.0,61946.0,62007.0,62081.0,62214.0
5094338,32400.0,32443.0,32519.0,32589.0,32651.0,32717.0,32750.0,32779.0,32814.0,32865.0,32885.0,32936.0,32957.0,32985.0,33040.0,33172.0,33308.0,33360.0,33383.0,33446.0,33516.0,33582.0,33632.0,33723.0,33863.0,33914.0,33967.0,33999.0,34041.0,34083.0,34162.0,34236.0,34291.0,34332.0,34401.0,34462.0,34514.0,34568.0,34609.0,34665.0,34763.0,34851.0,34888.0,34939.0,34981.0,35039.0,35152.0,35179.0,35206.0,35233.0,35253.0,35282.0,35312.0,35439.0,35565.0,35644.0,35698.0,35783.0,35821.0,35848.0,35862.0,35895.0,35926.0,35975.0,36027.0,36090.0,36226.0
5094342,53100.0,53135.0,53197.0,53254.0,53305.0,53358.0,53384.0,53408.0,53440.0,53486.0,53504.0,53549.0,53568.0,53592.0,53635.0,53738.0,53843.0,53888.0,53908.0,53964.0,54041.0,54098.0,54141.0,54220.0,54342.0,54386.0,54432.0,54456.0,54495.0,54522.0,54573.0,54621.0,54656.0,54682.0,54726.0,54780.0,54826.0,54874.0,54910.0,54955.0,55032.0,55111.0,55138.0,55174.0,55211.0,55263.0,55364.0,55395.0,55425.0,55456.0,55479.0,55511.0,55544.0,55669.0,55793.0,55870.0,55923.0,56008.0,56052.0,56084.0,56100.0,56137.0,56171.0,56227.0,56287.0,56360.0,56405.0
5094344,64200.0,64238.0,64306.0,64369.0,64426.0,64479.0,64505.0,64529.0,64559.0,64603.0,64620.0,64665.0,64684.0,64708.0,64744.0,64831.0,64921.0,64963.0,64982.0,65032.0,65099.0,65151.0,65191.0,65263.0,65374.0,65450.0,65529.0,65560.0,65596.0,65621.0,65668.0,65711.0,65739.0,65760.0,65796.0,65841.0,65879.0,65919.0,65950.0,65995.0,66072.0,66152.0,66176.0,66208.0,66251.0,66311.0,66427.0,66455.0,66483.0,66514.0,66537.0,66569.0,66601.0,66740.0,66878.0,66964.0,67023.0,67119.0,67164.0,67196.0,67212.0,67252.0,67289.0,67346.0,67407.0,67481.0,67614.0
5094346,72900.0,72948.0,73033.0,73111.0,73181.0,73247.0,73279.0,73308.0,73345.0,73399.0,73421.0,73483.0,73509.0,73542.0,73574.0,73651.0,73730.0,73789.0,73816.0,73888.0,73952.0,74022.0,74075.0,74172.0,74321.0,74367.0,74416.0,74443.0,74472.0,74493.0,74532.0,74568.0,74594.0,74613.0,74645.0,74704.0,74754.0,74806.0,74845.0,74882.0,74947.0,75024.0,75048.0,75081.0,75118.0,75169.0,75268.0,75293.0,75318.0,75344.0,75363.0,75390.0,75418.0,75549.0,75679.0,75760.0,75815.0,75903.0,75945.0,75974.0,75988.0,76023.0,76055.0,76093.0,76134.0,76184.0,76275.0
5097165,26400.0,26435.0,26498.0,26556.0,26607.0,26665.0,26694.0,26720.0,26757.0,26811.0,26832.0,26893.0,26919.0,26952.0,26995.0,27097.0,27202.0,27264.0,27292.0,27366.0,27463.0,27541.0,27601.0,27709.0,27876.0,27926.0,27979.0,28015.0,28071.0,28106.0,28173.0,28235.0,28273.0,28301.0,28349.0,28405.0,28453.0,28504.0,28542.0,28616.0,28745.0,29004.0,29069.0,29158.0,29207.0,29275.0,29407.0,29443.0,29479.0,29516.0,29543.0,29582.0,29621.0,29764.0,29906.0,29994.0,30054.0,30151.0,30209.0,30245.0,30263.0,30319.0,30371.0,30446.0,30526.0,30625.0,30703.0
5097168,49200.0,49235.0,49297.0,49354.0,49405.0,49458.0,49484.0,49508.0,49540.0,49586.0,49604.0,49649.0,49668.0,49692.0,49735.0,49838.0,49943.0,49988.0,50008.0,50064.0,50141.0,50198.0,50241.0,50320.0,50442.0,50486.0,50532.0,50556.0,50595.0,50622.0,50673.0,50721.0,50756.0,50782.0,50826.0,50880.0,50926.0,50974.0,51010.0,51055.0,51132.0,51211.0,51238.0,51274.0,51311.0,51363.0,51464.0,51495.0,51525.0,51556.0,51579.0,51611.0,51644.0,51769.0,51893.0,51970.0,52023.0,52108.0,52152.0,52184.0,52200.0,52237.0,52271.0,52327.0,52387.0,52460.0,52505.0
5097172,80100.0,80121.0,80159.0,80194.0,80225.0,80263.0,80282.0,80298.0,80325.0,80364.0,80379.0,80425.0,80445.0,80470.0,80495.0,80554.0,80615.0,80653.0,80670.0,80715.0,80782.0,80813.0,80837.0,80880.0,80945.0,80980.0,81016.0,81036.0,81060.0,81075.0,81103.0,81130.0,81148.0,81162.0,81185.0,81215.0,81241.0,81268.0,81288.0,81330.0,81402.0,81463.0,81484.0,81512.0,81539.0,81576.0,81647.0,81667.0,81686.0,81709.0,81726.0,81751.0,81776.0,81878.0,81980.0,82043.0,82086.0,82156.0,82184.0,82215.0,82231.0,82254.0,82275.0,82325.0,82379.0,82444.0,82536.0
5097426,34500.0,34543.0,34619.0,34689.0,34751.0,34817.0,34850.0,34879.0,34914.0,34965.0,34985.0,35036.0,35057.0,35085.0,35140.0,35272.0,35408.0,35460.0,35483.0,35546.0,35616.0,35682.0,35732.0,35823.0,35963.0,36014.0,36067.0,36099.0,36141.0,36183.0,36262.0,36336.0,36391.0,36432.0,36501.0,36562.0,36614.0,36668.0,36709.0,36765.0,36863.0,36951.0,36988.0,37039.0,37081.0,37139.0,37252.0,37279.0,37306.0,37333.0,37353.0,37382.0,37412.0,37539.0,37665.0,37744.0,37798.0,37883.0,37921.0,37948.0,37962.0,37995.0,38026.0,38075.0,38127.0,38190.0,38326.0
5097427,42300.0,42331.0,42386.0,42437.0,42483.0,42530.0,42553.0,42573.0,42608.0,42659.0,42679.0,42729.0,42750.0,42778.0,42814.0,42901.0,42991.0,43043.0,43066.0,43130.0,43200.0,43258.0,43302.0,43382.0,43505.0,43560.0,43618.0,43647.0,43691.0,43720.0,43774.0,43824.0,43855.0,43878.0,43918.0,43967.0,44008.0,44052.0,44085.0,44136.0,44225.0,44311.0,44336.0,44370.0,44407.0,44459.0,44558.0,44584.0,44609.0,44636.0,44656.0,44685.0,44714.0,44837.0,44959.0,45035.0,45087.0,45170.0,45218.0,45248.0,45263.0,45298.0,45330.0,45387.0,45448.0,45524.0,45767.0
5097432,65700.0,65738.0,65806.0,65869.0,65926.0,65979.0,66005.0,66029.0,66059.0,66103.0,66120.0,66165.0,66184.0,66208.0,66244.0,66331.0,66421.0,66463.0,66482.0,66532.0,66599.0,66651.0,66691.0,66763.0,66874.0,66950.0,67029.0,67060.0,67096.0,67121.0,67168.0,67211.0,67239.0,67260.0,67296.0,67341.0,67379.0,67419.0,67450.0,67495.0,67572.0,67652.0,67676.0,67708.0,67751.0,67811.0,67927.0,67955.0,67983.0,68014.0,68037.0,68069.0,68101.0,68240.0,68378.0,68464.0,68523.0,68619.0,68664.0,68696.0,68712.0,68752.0,68789.0,68846.0,68907.0,68981.0,69114.0
5098137,30000.0,30043.0,30119.0,30189.0,30251.0,30317.0,30350.0,30379.0,30414.0,30465.0,30485.0,30536.0,30557.0,30585.0,30640.0,30772.0,30908.0,30960.0,30983.0,31046.0,31116.0,31182.0,31232.0,31323.0,31463.0,31514.0,31567.0,31599.0,31641.0,31683.0,31762.0,31836.0,31891.0,31932.0,32001.0,32062.0,32114.0,32168.0,32209.0,32265.0,32363.0,32451.0,32488.0,32539.0,32581.0,32639.0,32752.0,32779.0,32806.0,32833.0,32853.0,32882.0,32912.0,33039.0,33165.0,33244.0,33298.0,33383.0,33421.0,33448.0,33462.0,33495.0,33526.0,33575.0,33627.0,33690.0,33826.0
5098140,57300.0,57338.0,57406.0,57469.0,57526.0,57579.0,57605.0,57629.0,57659.0,57703.0,57720.0,57765.0,57784.0,57808.0,57844.0,57931.0,58021.0,58063.0,58082.0,58132.0,58199.0,58251.0,58291.0,58363.0,58474.0,58550.0,58629.0,58660.0,58696.0,58721.0,58768.0,58811.0,58839.0,58860.0,58896.0,58941.0,58979.0,59019.0,59050.0,59095.0,59172.0,59252.0,59276.0,59308.0,59351.0,59411.0,59527.0,59555.0,59583.0,59614.0,59637.0,59669.0,59701.0,59840.0,59978.0,60064.0,60123.0,60219.0,60264.0,60296.0,60312.0,60352.0,60389.0,60446.0,60507.0,60581.0,60714.0
5101259,26400.0,26435.0,26498.0,26556.0,26607.0,26665.0,26694.0,26720.0,26757.0,26811.0,26832.0,26893.0,26919.0,26952.0,26995.0,27097.0,27202.0,27264.0,27292.0,27366.0,27463.0,27541.0,27601.0,27709.0,27876.0,27926.0,27979.0,28015.0,28071.0,28106.0,28173.0,28235.0,28273.0,28301.0,28349.0,28405.0,28453.0,28504.0,28542.0,28616.0,28745.0,29004.0,29069.0,29158.0,29207.0,29275.0,29407.0,29443.0,29479.0,29516.0,29543.0,29582.0,29621.0,29764.0,29906.0,29994.0,30054.0,30151.0,30209.0,30245.0,30263.0,30319.0,30371.0,30446.0,30526.0,30625.0,30703.0
5101262,49200.0,49235.0,49297.0,49354.0,49405.0,49458.0,49484.0,49508.0,49540.0,49586.0,49604.0,49649.0,49668.0,49692.0,49735.0,49838.0,49943.0,49988.0,50008.0,50064.0,50141.0,50198.0,50241.0,50320.0,50442.0,50486.0,50532.0,50556.0,50595.0,50622.0,50673.0,50721.0,50756.0,50782.0,50826.0,50880.0,50926.0,50974.0,51010.0,51055.0,51132.0,51211.0,51238.0,51274.0,51311.0,51363.0,51464.0,51495.0,51525.0,51556.0,51579.0,51611.0,51644.0,51769.0,51893.0,51970.0,52023.0,52108.0,52152.0,52184.0,52200.0,52237.0,52271.0,52327.0,52387.0,52460.0,52505.0
5101266,80100.0,80121.0,80159.0,80194.0,80225.0,80263.0,80282.0,80298.0,80325.0,80364.0,80379.0,80425.0,80445.0,80470.0,80495.0,80554.0,80615.0,80653.0,80670.0,80715.0,80782.0,80813.0,80837.0,80880.0,80945.0,80980.0,81016.0,81036.0,81060.0,81075.0,81103.0,81130.0,81148.0,81162.0,81185.0,81215.0,81241.0,81268.0,81288.0,81330.0,81402.0,81463.0,81484.0,81512.0,81539.0,81576.0,81647.0,81667.0,81686.0,81709.0,81726.0,81751.0,81776.0,81878.0,81980.0,82043.0,82086.0,82156.0,82184.0,82215.0,82231.0,82254.0,82275.0,82325.0,82379.0,82444.0,82536.0
5102646,31200.0,31243.0,31319.0,31389.0,31451.0,31517.0,31550.0,31579.0,31614.0,31665.0,31685.0,31736.0,31757.0,31785.0,31840.0,31972.0,32108.0,32160.0,32183.0,32246.0,32316.0,32382.0,32432.0,32523.0,32663.0,32714.0,32767.0,32799.0,32841.0,32883.0,32962.0,33036.0,33091.0,33132.0,33201.0,33262.0,33314.0,33368.0,33409.0,33465.0,33563.0,33651.0,33688.0,33739.0,33781.0,33839.0,33952.0,33979.0,34006.0,34033.0,34053.0,34082.0,34112.0,34239.0,34365.0,34444.0,34498.0,34583.0,34621.0,34648.0,34662.0,34695.0,34726.0,34775.0,34827.0,34890.0,35026.0
5102648,44100.0,44135.0,44197.0,44254.0,44305.0,44358.0,44384.0,44408.0,44440.0,44486.0,44504.0,44549.0,44568.0,44592.0,44635.0,44738.0,44843.0,44888.0,44908.0,44964.0,45041.0,45098.0,45141.0,45220.0,45342.0,45386.0,45432.0,45456.0,45495.0,45522.0,45573.0,45621.0,45656.0,45682.0,45726.0,45780.0,45826.0,45874.0,45910.0,45955.0,46032.0,46111.0,46138.0,46174.0,46211.0,46263.0,46364.0,46395.0,46425.0,46456.0,46479.0,46511.0,46544.0,46669.0,46793.0,46870.0,46923.0,47008.0,47052.0,47084.0,47100.0,47137.0,47171.0,47227.0,47287.0,47360.0,47405.0
5102650,55200.0,55238.0,55306.0,55369.0,55426.0,55479.0,55505.0,55529.0,55559.0,55603.0,55620.0,55665.0,55684.0,55708.0,55744.0,55831.0,55921.0,55963.0,55982.0,56032.0,56099.0,56151.0,56191.0,56263.0,56374.0,56450.0,56529.0,56560.0,56596.0,56621.0,56668.0,56711.0,56739.0,56760.0,56796.0,56841.0,56879.0,56919.0,56950.0,56995.0,57072.0,57152.0,57176.0,57208.0,57251.0,57311.0,57427.0,57455.0,57483.0,57514.0,57537.0,57569.0,57601.0,57740.0,57878.0,57964.0,58023.0,58119.0,58164.0,58196.0,58212.0,58252.0,58289.0,58346.0,58407.0,58481.0,58614.0
5102652,68400.0,68448.0,68533.0,68611.0,68681.0,68747.0,68779.0,68808.0,68845.0,68899.0,68921.0,68983.0,69009.0,69042.0,69074.0,69151.0,69230.0,69289.0,69316.0,69388.0,69452.0,69522.0,69575.0,69672.0,69821.0,69867.0,69916.0,69943.0,69972.0,69993.0,70032.0,70068.0,70094.0,70113.0,70145.0,70204.0,70254.0,70306.0,70345.0,70382.0,70447.0,70524.0,70548.0,70581.0,70618.0,70669.0,70768.0,70793.0,70818.0,70844.0,70863.0,70890.0,70918.0,71049.0,71179.0,71260.0,71315.0,71403.0,71445.0,71474.0,71488.0,71523.0,71555.0,71593.0,71634.0,71684.0,71775.0
5102654,76200.0,76221.0,76259.0,76294.0,76325.0,76363.0,76382.0,76398.0,76425.0,76464.0,76479.0,76525.0,76545.0,76570.0,76595.0,76654.0,76715.0,76753.0,76770.0,76815.0,76882.0,76913.0,76937.0,76980.0,77045.0,77080.0,77116.0,77136.0,77160.0,77175.0,77203.0,77230.0,77248.0,77262.0,77285.0,77315.0,77341.0,77368.0,77388.0,77430.0,77502.0,77563.0,77584.0,77612.0,77639.0,77676.0,77747.0,77767.0,77786.0,77809.0,77826.0,77851.0,77876.0,77978.0,78080.0,78143.0,78186.0,78256.0,78284.0,78315.0,78331.0,78354.0,78375.0,78425.0,78479.0,78544.0,78636.0
5104107,34500.0,34543.0,34619.0,34689.0,34751.0,34817.0,34850.0,34879.0,34914.0,34965.0,34985.0,35036.0,35057.0,35085.0,35140.0,35272.0,35408.0,35460.0,35483.0,35546.0,35616.0,35682.0,35732.0,35823.0,35963.0,36014.0,36067.0,36099.0,36141.0,36183.0,36262.0,36336.0,36391.0,36432.0,36501.0,36562.0,36614.0,36668.0,36709.0,36765.0,36863.0,36951.0,36988.0,37039.0,37081.0,37139.0,37252.0,37279.0,37306.0,37333.0,37353.0,37382.0,37412.0,37539.0,37665.0,37744.0,37798.0,37883.0,37921.0,37948.0,37962.0,37995.0,38026.0,38075.0,38127.0,38190.0,38326.0
5104108,42300.0,42331.0,42386.0,42437.0,42483.0,42530.0,42553.0,42573.0,42608.0,42659.0,42679.0,42729.0,42750.0,42778.0,42814.0,42901.0,42991.0,43043.0,43066.0,43130.0,43200.0,43258.0,43302.0,43382.0,43505.0,43560.0,43618.0,43647.0,43691.0,43720.0,43774.0,43824.0,43855.0,43878.0,43918.0,43967.0,44008.0,44052.0,44085.0,44136.0,44225.0,44311.0,44336.0,44370.0,44407.0,44459.0,44558.0,44584.0,44609.0,44636.0,44656.0,44685.0,44714.0,44837.0,44959.0,45035.0,45087.0,45170.0,45218.0,45248.0,45263.0,45298.0,45330.0,45387.0,45448.0,45524.0,45767.0
5104113,65700.0,65738.0,65806.0,65869.0,65926.0,65979.0,66005.0,66029.0,66059.0,66103.0,66120.0,66165.0,66184.0,66208.0,66244.0,66331.0,66421.0,66463.0,66482.0,66532.0,66599.0,66651.0,66691.0,66763.0,66874.0,66950.0,67029.0,67060.0,67096.0,67121.0,67168.0,67211.0,67239.0,67260.0,67296.0,67341.0,67379.0,67419.0,67450.0,67495.0,67572.0,67652.0,67676.0,67708.0,67751.0,67811.0,67927.0,67955.0,67983.0,68014.0,68037.0,68069.0,68101.0,68240.0,68378.0,68464.0,68523.0,68619.0,68664.0,68696.0,68712.0,68752.0,68789.0,68846.0,68907.0,68981.0,69114.0
5108679,30000.0,30043.0,30119.0,30189.0,30251.0,30317.0,30350.0,30379.0,30414.0,30465.0,30485.0,30536.0,30557.0,30585.0,30640.0,30772.0,30908.0,30960.0,30983.0,31046.0,31116.0,31182.0,31232.0,31323.0,31463.0,31514.0,31567.0,31599.0,31641.0,31683.0,31762.0,31836.0,31891.0,31932.0,32001.0,32062.0,32114.0,32168.0,32209.0,32265.0,32363.0,32451.0,32488.0,32539.0,32581.0,32639.0,32752.0,32779.0,32806.0,32833.0,32853.0,32882.0,32912.0,33039.0,33165.0,33244.0,33298.0,33383.0,33421.0,33448.0,33462.0,33495.0,33526.0,33575.0,33627.0,33690.0,33826.0
