tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P
0,248.0,249.0,250.0,251.0,252.0,255.0,234.0,235.0,236.0,1190.0,1191.0,1192.0,1193.0,1194.0,1195.0,664.0,665.0,666.0,667.0,668.0,614.0,615.0,616.0,617.0,618.0,619.0,675.0,4415.0,301.0,336.0
5010182,84600.0,84619.0,84654.0,84675.0,84708.0,84733.0,84757.0,84787.0,84798.0,84836.0,84857.0,84875.0,84898.0,84915.0,84944.0,84974.0,84992.0,85011.0,85030.0,85077.0,85111.0,85131.0,85148.0,85165.0,85182.0,85235.0,85263.0,85316.0,85538.0,85710.0
5018790,84600.0,84627.0,84678.0,84707.0,84741.0,84766.0,84790.0,84821.0,84832.0,84873.0,84895.0,84914.0,84938.0,84955.0,84986.0,85017.0,85041.0,85066.0,85091.0,85151.0,85194.0,85224.0,85248.0,85276.0,85303.0,85331.0,85346.0,85375.0,85528.0,85671.0
5093954,84600.0,84626.0,84675.0,84703.0,84736.0,84760.0,84784.0,84813.0,84824.0,84863.0,84884.0,84902.0,84925.0,84942.0,84971.0,85001.0,85024.0,85048.0,85072.0,85129.0,85171.0,85199.0,85223.0,85250.0,85276.0,85303.0,85317.0,85345.0,85492.0,85630.0
5115987,84600.0,84626.0,84675.0,84703.0,84736.0,84760.0,84784.0,84813.0,84824.0,84863.0,84884.0,84902.0,84925.0,84942.0,84971.0,85001.0,85024.0,85048.0,85072.0,85129.0,85171.0,85199.0,85223.0,85250.0,85276.0,85303.0,85317.0,85345.0,85492.0,85630.0
