tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P
5086424,77700.0,77818.0,77917.0,77936.0,78005.0,78045.0,78078.0,78119.0,78146.0,78184.0,78207.0,78228.0,78295.0,78327.0,78374.0,78400.0,78424.0,78451.0,78485.0,78523.0,78562.0,78607.0,78643.0,78676.0,78702.0,78738.0,78764.0,78797.0,78825.0,78845.0,78902.0,78940.0,78968.0,78997.0,79022.0,79058.0,79084.0,79113.0,79154.0,79179.0,79207.0,79252.0,79276.0,79324.0,79367.0,79416.0,79450.0,79492.0,79529.0,79577.0,79595.0,79639.0,79701.0,79735.0,79774.0,79795.0,79846.0
5086426,84300.0,84418.0,84517.0,84536.0,84605.0,84645.0,84678.0,84719.0,84746.0,84784.0,84807.0,84828.0,84895.0,84927.0,84974.0,85000.0,85024.0,85051.0,85085.0,85123.0,85162.0,85207.0,85243.0,85276.0,85302.0,85338.0,85364.0,85397.0,85425.0,85445.0,85502.0,85540.0,85568.0,85597.0,85622.0,85658.0,85684.0,85713.0,85754.0,85779.0,85807.0,85852.0,85876.0,85924.0,85967.0,86016.0,86050.0,86092.0,86129.0,86177.0,86195.0,86239.0,86301.0,86335.0,86374.0,86395.0,86446.0
5086428,26100.0,26253.0,26381.0,26405.0,26504.0,26562.0,26604.0,26656.0,26680.0,26715.0,26736.0,26761.0,26841.0,26878.0,26933.0,26961.0,26987.0,27017.0,27053.0,27093.0,27145.0,27183.0,27220.0,27254.0,27280.0,27316.0,27342.0,27374.0,27405.0,27427.0,27472.0,27502.0,27523.0,27544.0,27570.0,27608.0,27635.0,27666.0,27732.0,27772.0,27811.0,27859.0,27883.0,27930.0,27972.0,28038.0,28072.0,28113.0,28149.0,28206.0,28227.0,28269.0,28333.0,28378.0,28429.0,28456.0,28517.0
5086999,24000.0,24119.0,24219.0,24237.0,24324.0,24376.0,24423.0,24481.0,24511.0,24553.0,24579.0,24607.0,24699.0,24745.0,24813.0,24846.0,24877.0,24912.0,24955.0,24991.0,25040.0,25088.0,25127.0,25164.0,25194.0,25236.0,25266.0,25304.0,25334.0,25356.0,25412.0,25449.0,25480.0,25513.0,25548.0,25654.0,25730.0,25818.0,25883.0,25922.0,25963.0,26011.0,26037.0,26083.0,26125.0,26215.0,26245.0,26282.0,26314.0,26352.0,26366.0,26409.0,26474.0,26510.0,26551.0,26573.0,26704.0
5087001,33000.0,33168.0,33309.0,33335.0,33439.0,33500.0,33549.0,33609.0,33641.0,33687.0,33715.0,33743.0,33836.0,33883.0,33952.0,33988.0,34022.0,34060.0,34107.0,34145.0,34190.0,34238.0,34278.0,34316.0,34352.0,34402.0,34438.0,34483.0,34511.0,34532.0,34586.0,34623.0,34654.0,34687.0,34726.0,34789.0,34835.0,34888.0,34958.0,35000.0,35034.0,35086.0,35114.0,35163.0,35207.0,35277.0,35318.0,35369.0,35414.0,35465.0,35484.0,35532.0,35600.0,35645.0,35696.0,35725.0,35797.0
5087003,40200.0,40328.0,40435.0,40455.0,40540.0,40590.0,40635.0,40691.0,40722.0,40765.0,40791.0,40817.0,40901.0,40940.0,40996.0,41027.0,41056.0,41089.0,41129.0,41161.0,41224.0,41267.0,41314.0,41357.0,41395.0,41448.0,41486.0,41536.0,41572.0,41599.0,41654.0,41691.0,41722.0,41754.0,41787.0,41832.0,41864.0,41901.0,41979.0,42025.0,42060.0,42107.0,42131.0,42177.0,42219.0,42292.0,42327.0,42370.0,42409.0,42462.0,42481.0,42526.0,42590.0,42630.0,42676.0,42701.0,42772.0
5087005,47400.0,47552.0,47679.0,47703.0,47789.0,47840.0,47881.0,47931.0,47966.0,48015.0,48045.0,48069.0,48149.0,48195.0,48262.0,48295.0,48326.0,48361.0,48405.0,48454.0,48521.0,48572.0,48623.0,48670.0,48711.0,48768.0,48809.0,48861.0,48893.0,48917.0,48978.0,49019.0,49050.0,49083.0,49118.0,49171.0,49209.0,49254.0,49321.0,49361.0,49393.0,49440.0,49464.0,49510.0,49551.0,49631.0,49667.0,49711.0,49751.0,49804.0,49824.0,49868.0,49929.0,49970.0,50016.0,50042.0,50104.0
5087007,60300.0,60483.0,60637.0,60666.0,60818.0,60907.0,60959.0,61023.0,61061.0,61116.0,61149.0,61186.0,61306.0,61374.0,61474.0,61517.0,61558.0,61605.0,61662.0,61702.0,61774.0,61830.0,61882.0,61931.0,61972.0,62029.0,62070.0,62123.0,62158.0,62183.0,62250.0,62296.0,62335.0,62375.0,62432.0,62515.0,62575.0,62645.0,62736.0,62790.0,62824.0,62869.0,62893.0,62946.0,62995.0,63114.0,63155.0,63205.0,63249.0,63301.0,63320.0,63366.0,63431.0,63471.0,63516.0,63541.0,63603.0
5087009,69000.0,69160.0,69294.0,69320.0,69419.0,69477.0,69519.0,69570.0,69598.0,69638.0,69662.0,69690.0,69780.0,69829.0,69900.0,69935.0,69968.0,70006.0,70054.0,70112.0,70174.0,70219.0,70260.0,70299.0,70337.0,70390.0,70428.0,70478.0,70506.0,70527.0,70586.0,70626.0,70659.0,70694.0,70732.0,70787.0,70827.0,70873.0,70936.0,70974.0,71005.0,71048.0,71072.0,71114.0,71152.0,71209.0,71240.0,71277.0,71310.0,71362.0,71381.0,71426.0,71486.0,71523.0,71565.0,71589.0,71656.0
5088145,59700.0,59782.0,59851.0,59864.0,59925.0,59961.0,59997.0,60040.0,60062.0,60093.0,60112.0,60125.0,60168.0,60196.0,60236.0,60268.0,60299.0,60334.0,60377.0,60424.0,60512.0,60547.0,60567.0,60586.0,60602.0,60625.0,60641.0,60662.0,60682.0,60696.0,60753.0,60791.0,60821.0,60852.0,60885.0,60929.0,60961.0,60998.0,61049.0,61079.0,61114.0,61160.0,61184.0,61240.0,61290.0,61354.0,61386.0,61425.0,61461.0,61588.0,61634.0,61684.0,61765.0,61798.0,61836.0,61857.0,61981.0
5088147,66600.0,66689.0,66763.0,66777.0,66836.0,66870.0,66905.0,66948.0,66966.0,66992.0,67007.0,67020.0,67064.0,67106.0,67168.0,67203.0,67236.0,67273.0,67319.0,67345.0,67371.0,67411.0,67441.0,67468.0,67483.0,67504.0,67519.0,67540.0,67554.0,67564.0,67608.0,67637.0,67668.0,67701.0,67742.0,67775.0,67799.0,67827.0,67883.0,67917.0,67946.0,67986.0,68008.0,68053.0,68094.0,68150.0,68189.0,68236.0,68278.0,68319.0,68334.0,68374.0,68434.0,68471.0,68513.0,68536.0,68590.0
5088149,73800.0,73926.0,74032.0,74052.0,74155.0,74216.0,74247.0,74284.0,74296.0,74313.0,74324.0,74354.0,74454.0,74506.0,74581.0,74606.0,74629.0,74655.0,74688.0,74709.0,74742.0,74796.0,74829.0,74859.0,74885.0,74921.0,74947.0,74979.0,75004.0,75022.0,75059.0,75084.0,75105.0,75126.0,75169.0,75203.0,75228.0,75257.0,75300.0,75325.0,75351.0,75395.0,75417.0,75458.0,75496.0,75607.0,75634.0,75667.0,75696.0,75744.0,75761.0,75805.0,75861.0,75898.0,75940.0,75963.0,76022.0
5088151,81300.0,81418.0,81517.0,81536.0,81605.0,81645.0,81678.0,81719.0,81746.0,81784.0,81807.0,81828.0,81895.0,81927.0,81974.0,82000.0,82024.0,82051.0,82085.0,82123.0,82162.0,82207.0,82243.0,82276.0,82302.0,82338.0,82364.0,82397.0,82425.0,82445.0,82502.0,82540.0,82568.0,82597.0,82622.0,82658.0,82684.0,82713.0,82754.0,82779.0,82807.0,82852.0,82876.0,82924.0,82967.0,83016.0,83050.0,83092.0,83129.0,83177.0,83195.0,83239.0,83301.0,83335.0,83374.0,83395.0,83446.0
5093712,51000.0,51152.0,51279.0,51303.0,51389.0,51440.0,51481.0,51531.0,51566.0,51615.0,51645.0,51669.0,51749.0,51795.0,51862.0,51895.0,51926.0,51961.0,52005.0,52054.0,52121.0,52172.0,52223.0,52270.0,52311.0,52368.0,52409.0,52461.0,52493.0,52517.0,52578.0,52619.0,52650.0,52683.0,52718.0,52771.0,52809.0,52854.0,52921.0,52961.0,52993.0,53040.0,53064.0,53110.0,53151.0,53231.0,53267.0,53311.0,53351.0,53404.0,53424.0,53468.0,53529.0,53570.0,53616.0,53642.0,53704.0
5093714,58200.0,58333.0,58444.0,58465.0,58547.0,58596.0,58640.0,58694.0,58726.0,58772.0,58799.0,58826.0,58916.0,58965.0,59037.0,59076.0,59113.0,59155.0,59207.0,59266.0,59363.0,59411.0,59461.0,59507.0,59544.0,59596.0,59634.0,59682.0,59713.0,59736.0,59803.0,59848.0,59883.0,59920.0,59961.0,60006.0,60039.0,60076.0,60150.0,60194.0,60226.0,60271.0,60296.0,60338.0,60376.0,60449.0,60485.0,60529.0,60567.0,60618.0,60636.0,60681.0,60740.0,60780.0,60825.0,60850.0,60924.0
5094212,56700.0,56833.0,56944.0,56965.0,57047.0,57096.0,57140.0,57194.0,57226.0,57272.0,57299.0,57326.0,57416.0,57465.0,57537.0,57576.0,57613.0,57655.0,57707.0,57766.0,57863.0,57911.0,57961.0,58007.0,58044.0,58096.0,58134.0,58182.0,58213.0,58236.0,58303.0,58348.0,58383.0,58420.0,58461.0,58506.0,58539.0,58576.0,58650.0,58694.0,58726.0,58771.0,58796.0,58838.0,58876.0,58949.0,58985.0,59029.0,59067.0,59118.0,59136.0,59181.0,59240.0,59280.0,59325.0,59350.0,59424.0
5094214,65100.0,65290.0,65449.0,65479.0,65639.0,65734.0,65784.0,65845.0,65883.0,65937.0,65969.0,66007.0,66130.0,66195.0,66289.0,66334.0,66376.0,66424.0,66483.0,66540.0,66611.0,66665.0,66712.0,66755.0,66795.0,66851.0,66891.0,66942.0,66974.0,66998.0,67059.0,67100.0,67138.0,67178.0,67216.0,67274.0,67316.0,67365.0,67433.0,67474.0,67507.0,67556.0,67580.0,67623.0,67662.0,67738.0,67775.0,67820.0,67859.0,67910.0,67928.0,67972.0,68035.0,68073.0,68117.0,68141.0,68227.0
5097743,66900.0,67060.0,67194.0,67220.0,67319.0,67377.0,67419.0,67470.0,67498.0,67538.0,67562.0,67590.0,67680.0,67729.0,67800.0,67835.0,67868.0,67906.0,67954.0,68012.0,68074.0,68119.0,68160.0,68199.0,68237.0,68290.0,68328.0,68378.0,68406.0,68427.0,68486.0,68526.0,68559.0,68594.0,68632.0,68687.0,68727.0,68773.0,68836.0,68874.0,68905.0,68948.0,68972.0,69014.0,69052.0,69109.0,69140.0,69177.0,69210.0,69262.0,69281.0,69326.0,69386.0,69423.0,69465.0,69489.0,69556.0
5097745,74400.0,74524.0,74628.0,74648.0,74714.0,74753.0,74789.0,74834.0,74858.0,74893.0,74914.0,74934.0,74999.0,75039.0,75097.0,75122.0,75146.0,75173.0,75206.0,75234.0,75268.0,75307.0,75341.0,75372.0,75400.0,75439.0,75467.0,75503.0,75525.0,75541.0,75592.0,75626.0,75654.0,75683.0,75712.0,75779.0,75827.0,75883.0,75932.0,75961.0,75991.0,76036.0,76060.0,76102.0,76141.0,76189.0,76220.0,76258.0,76293.0,76339.0,76356.0,76399.0,76456.0,76490.0,76529.0,76550.0,76661.0
5097747,81600.0,81724.0,81828.0,81848.0,81914.0,81953.0,81989.0,82034.0,82058.0,82093.0,82114.0,82134.0,82199.0,82239.0,82297.0,82322.0,82346.0,82373.0,82406.0,82434.0,82468.0,82507.0,82541.0,82572.0,82600.0,82639.0,82667.0,82703.0,82725.0,82741.0,82792.0,82826.0,82854.0,82883.0,82912.0,82979.0,83027.0,83083.0,83132.0,83161.0,83191.0,83236.0,83260.0,83302.0,83341.0,83389.0,83420.0,83458.0,83493.0,83539.0,83556.0,83599.0,83656.0,83690.0,83729.0,83750.0,83861.0
5099417,28500.0,28619.0,28719.0,28737.0,28824.0,28876.0,28923.0,28981.0,29011.0,29053.0,29079.0,29107.0,29199.0,29245.0,29313.0,29346.0,29377.0,29412.0,29455.0,29491.0,29540.0,29588.0,29627.0,29664.0,29694.0,29736.0,29766.0,29804.0,29834.0,29856.0,29912.0,29949.0,29980.0,30013.0,30048.0,30154.0,30230.0,30318.0,30383.0,30422.0,30463.0,30511.0,30537.0,30583.0,30625.0,30715.0,30745.0,30782.0,30814.0,30852.0,30866.0,30909.0,30974.0,31010.0,31051.0,31073.0,31204.0
5099419,36600.0,36728.0,36835.0,36855.0,36940.0,36990.0,37035.0,37091.0,37122.0,37165.0,37191.0,37217.0,37301.0,37340.0,37396.0,37427.0,37456.0,37489.0,37529.0,37561.0,37624.0,37667.0,37714.0,37757.0,37795.0,37848.0,37886.0,37936.0,37972.0,37999.0,38054.0,38091.0,38122.0,38154.0,38187.0,38232.0,38264.0,38301.0,38379.0,38425.0,38460.0,38507.0,38531.0,38577.0,38619.0,38692.0,38727.0,38770.0,38809.0,38862.0,38881.0,38926.0,38990.0,39030.0,39076.0,39101.0,39172.0
5099421,43800.0,43952.0,44079.0,44103.0,44189.0,44240.0,44281.0,44331.0,44366.0,44415.0,44445.0,44469.0,44549.0,44595.0,44662.0,44695.0,44726.0,44761.0,44805.0,44854.0,44921.0,44972.0,45023.0,45070.0,45111.0,45168.0,45209.0,45261.0,45293.0,45317.0,45378.0,45419.0,45450.0,45483.0,45518.0,45571.0,45609.0,45654.0,45721.0,45761.0,45793.0,45840.0,45864.0,45910.0,45951.0,46031.0,46067.0,46111.0,46151.0,46204.0,46224.0,46268.0,46329.0,46370.0,46416.0,46442.0,46504.0
5099424,63600.0,63790.0,63949.0,63979.0,64139.0,64234.0,64284.0,64345.0,64383.0,64437.0,64469.0,64507.0,64630.0,64695.0,64789.0,64834.0,64876.0,64924.0,64983.0,65040.0,65111.0,65165.0,65212.0,65255.0,65295.0,65351.0,65391.0,65442.0,65474.0,65498.0,65559.0,65600.0,65638.0,65678.0,65716.0,65774.0,65816.0,65865.0,65933.0,65974.0,66007.0,66056.0,66080.0,66123.0,66162.0,66238.0,66275.0,66320.0,66359.0,66410.0,66428.0,66472.0,66535.0,66573.0,66617.0,66641.0,66727.0
5102569,66900.0,67060.0,67194.0,67220.0,67319.0,67377.0,67419.0,67470.0,67498.0,67538.0,67562.0,67590.0,67680.0,67729.0,67800.0,67835.0,67868.0,67906.0,67954.0,68012.0,68074.0,68119.0,68160.0,68199.0,68237.0,68290.0,68328.0,68378.0,68406.0,68427.0,68486.0,68526.0,68559.0,68594.0,68632.0,68687.0,68727.0,68773.0,68836.0,68874.0,68905.0,68948.0,68972.0,69014.0,69052.0,69109.0,69140.0,69177.0,69210.0,69262.0,69281.0,69326.0,69386.0,69423.0,69465.0,69489.0,69556.0
5102571,74400.0,74524.0,74628.0,74648.0,74714.0,74753.0,74789.0,74834.0,74858.0,74893.0,74914.0,74934.0,74999.0,75039.0,75097.0,75122.0,75146.0,75173.0,75206.0,75234.0,75268.0,75307.0,75341.0,75372.0,75400.0,75439.0,75467.0,75503.0,75525.0,75541.0,75592.0,75626.0,75654.0,75683.0,75712.0,75779.0,75827.0,75883.0,75932.0,75961.0,75991.0,76036.0,76060.0,76102.0,76141.0,76189.0,76220.0,76258.0,76293.0,76339.0,76356.0,76399.0,76456.0,76490.0,76529.0,76550.0,76661.0
5102573,81600.0,81724.0,81828.0,81848.0,81914.0,81953.0,81989.0,82034.0,82058.0,82093.0,82114.0,82134.0,82199.0,82239.0,82297.0,82322.0,82346.0,82373.0,82406.0,82434.0,82468.0,82507.0,82541.0,82572.0,82600.0,82639.0,82667.0,82703.0,82725.0,82741.0,82792.0,82826.0,82854.0,82883.0,82912.0,82979.0,83027.0,83083.0,83132.0,83161.0,83191.0,83236.0,83260.0,83302.0,83341.0,83389.0,83420.0,83458.0,83493.0,83539.0,83556.0,83599.0,83656.0,83690.0,83729.0,83750.0,83861.0
5106275,26100.0,26253.0,26381.0,26405.0,26504.0,26562.0,26604.0,26656.0,26680.0,26715.0,26736.0,26761.0,26841.0,26878.0,26933.0,26961.0,26987.0,27017.0,27053.0,27093.0,27145.0,27183.0,27220.0,27254.0,27280.0,27316.0,27342.0,27374.0,27405.0,27427.0,27472.0,27502.0,27523.0,27544.0,27570.0,27608.0,27635.0,27666.0,27732.0,27772.0,27811.0,27859.0,27883.0,27930.0,27972.0,28038.0,28072.0,28113.0,28149.0,28206.0,28227.0,28269.0,28333.0,28378.0,28429.0,28456.0,28517.0
5110535,51000.0,51152.0,51279.0,51303.0,51389.0,51440.0,51481.0,51531.0,51566.0,51615.0,51645.0,51669.0,51749.0,51795.0,51862.0,51895.0,51926.0,51961.0,52005.0,52054.0,52121.0,52172.0,52223.0,52270.0,52311.0,52368.0,52409.0,52461.0,52493.0,52517.0,52578.0,52619.0,52650.0,52683.0,52718.0,52771.0,52809.0,52854.0,52921.0,52961.0,52993.0,53040.0,53064.0,53110.0,53151.0,53231.0,53267.0,53311.0,53351.0,53404.0,53424.0,53468.0,53529.0,53570.0,53616.0,53642.0,53704.0
5110537,58200.0,58333.0,58444.0,58465.0,58547.0,58596.0,58640.0,58694.0,58726.0,58772.0,58799.0,58826.0,58916.0,58965.0,59037.0,59076.0,59113.0,59155.0,59207.0,59266.0,59363.0,59411.0,59461.0,59507.0,59544.0,59596.0,59634.0,59682.0,59713.0,59736.0,59803.0,59848.0,59883.0,59920.0,59961.0,60006.0,60039.0,60076.0,60150.0,60194.0,60226.0,60271.0,60296.0,60338.0,60376.0,60449.0,60485.0,60529.0,60567.0,60618.0,60636.0,60681.0,60740.0,60780.0,60825.0,60850.0,60924.0
5111751,56700.0,56833.0,56944.0,56965.0,57047.0,57096.0,57140.0,57194.0,57226.0,57272.0,57299.0,57326.0,57416.0,57465.0,57537.0,57576.0,57613.0,57655.0,57707.0,57766.0,57863.0,57911.0,57961.0,58007.0,58044.0,58096.0,58134.0,58182.0,58213.0,58236.0,58303.0,58348.0,58383.0,58420.0,58461.0,58506.0,58539.0,58576.0,58650.0,58694.0,58726.0,58771.0,58796.0,58838.0,58876.0,58949.0,58985.0,59029.0,59067.0,59118.0,59136.0,59181.0,59240.0,59280.0,59325.0,59350.0,59424.0
5111753,65100.0,65290.0,65449.0,65479.0,65639.0,65734.0,65784.0,65845.0,65883.0,65937.0,65969.0,66007.0,66130.0,66195.0,66289.0,66334.0,66376.0,66424.0,66483.0,66540.0,66611.0,66665.0,66712.0,66755.0,66795.0,66851.0,66891.0,66942.0,66974.0,66998.0,67059.0,67100.0,67138.0,67178.0,67216.0,67274.0,67316.0,67365.0,67433.0,67474.0,67507.0,67556.0,67580.0,67623.0,67662.0,67738.0,67775.0,67820.0,67859.0,67910.0,67928.0,67972.0,68035.0,68073.0,68117.0,68141.0,68227.0
5114594,31500.0,31631.0,31741.0,31761.0,31865.0,31927.0,31971.0,32024.0,32044.0,32073.0,32091.0,32118.0,32206.0,32252.0,32318.0,32354.0,32388.0,32427.0,32475.0,32502.0,32535.0,32588.0,32632.0,32672.0,32703.0,32746.0,32777.0,32816.0,32845.0,32866.0,32928.0,32969.0,32994.0,33020.0,33056.0,33128.0,33180.0,33240.0,33296.0,33330.0,33361.0,33403.0,33427.0,33468.0,33505.0,33562.0,33591.0,33626.0,33657.0,33703.0,33720.0,33762.0,33825.0,33858.0,33896.0,33917.0,33976.0
5114597,54600.0,54766.0,54906.0,54932.0,55010.0,55056.0,55103.0,55161.0,55199.0,55252.0,55284.0,55319.0,55435.0,55501.0,55596.0,55646.0,55693.0,55746.0,55812.0,55860.0,55941.0,56002.0,56066.0,56126.0,56182.0,56260.0,56316.0,56387.0,56426.0,56454.0,56521.0,56567.0,56601.0,56637.0,56683.0,56781.0,56852.0,56934.0,57037.0,57099.0,57133.0,57180.0,57204.0,57248.0,57288.0,57368.0,57411.0,57464.0,57511.0,57573.0,57596.0,57638.0,57701.0,57748.0,57801.0,57831.0,57937.0
5114599,61500.0,61683.0,61837.0,61866.0,62018.0,62107.0,62159.0,62223.0,62261.0,62316.0,62349.0,62386.0,62506.0,62574.0,62674.0,62717.0,62758.0,62805.0,62862.0,62902.0,62974.0,63030.0,63082.0,63131.0,63172.0,63229.0,63270.0,63323.0,63358.0,63383.0,63450.0,63496.0,63535.0,63575.0,63632.0,63715.0,63775.0,63845.0,63936.0,63990.0,64024.0,64069.0,64093.0,64146.0,64195.0,64314.0,64355.0,64405.0,64449.0,64501.0,64520.0,64566.0,64631.0,64671.0,64716.0,64741.0,64803.0
5114601,70800.0,70960.0,71094.0,71120.0,71219.0,71277.0,71319.0,71370.0,71398.0,71438.0,71462.0,71490.0,71580.0,71629.0,71700.0,71735.0,71768.0,71806.0,71854.0,71912.0,71974.0,72019.0,72060.0,72099.0,72137.0,72190.0,72228.0,72278.0,72306.0,72327.0,72386.0,72426.0,72459.0,72494.0,72532.0,72587.0,72627.0,72673.0,72736.0,72774.0,72805.0,72848.0,72872.0,72914.0,72952.0,73009.0,73040.0,73077.0,73110.0,73162.0,73181.0,73226.0,73286.0,73323.0,73365.0,73389.0,73456.0
5114603,78000.0,78124.0,78228.0,78248.0,78314.0,78353.0,78389.0,78434.0,78458.0,78493.0,78514.0,78534.0,78599.0,78639.0,78697.0,78722.0,78746.0,78773.0,78806.0,78834.0,78868.0,78907.0,78941.0,78972.0,79000.0,79039.0,79067.0,79103.0,79125.0,79141.0,79192.0,79226.0,79254.0,79283.0,79312.0,79379.0,79427.0,79483.0,79532.0,79561.0,79591.0,79636.0,79660.0,79702.0,79741.0,79789.0,79820.0,79858.0,79893.0,79939.0,79956.0,79999.0,80056.0,80090.0,80129.0,80150.0,80261.0
5114605,84300.0,84424.0,84528.0,84548.0,84614.0,84653.0,84689.0,84734.0,84758.0,84793.0,84814.0,84834.0,84899.0,84939.0,84997.0,85022.0,85046.0,85073.0,85106.0,85134.0,85168.0,85207.0,85241.0,85272.0,85300.0,85339.0,85367.0,85403.0,85425.0,85441.0,85492.0,85526.0,85554.0,85583.0,85612.0,85679.0,85727.0,85783.0,85832.0,85861.0,85891.0,85936.0,85960.0,86002.0,86041.0,86089.0,86120.0,86158.0,86193.0,86239.0,86256.0,86299.0,86356.0,86390.0,86429.0,86450.0,86561.0
5114684,24000.0,24119.0,24219.0,24237.0,24324.0,24376.0,24423.0,24481.0,24511.0,24553.0,24579.0,24607.0,24699.0,24745.0,24813.0,24846.0,24877.0,24912.0,24955.0,24991.0,25040.0,25088.0,25127.0,25164.0,25194.0,25236.0,25266.0,25304.0,25334.0,25356.0,25412.0,25449.0,25480.0,25513.0,25548.0,25654.0,25730.0,25818.0,25883.0,25922.0,25963.0,26011.0,26037.0,26083.0,26125.0,26215.0,26245.0,26282.0,26314.0,26352.0,26366.0,26409.0,26474.0,26510.0,26551.0,26573.0,26704.0
5114686,33000.0,33168.0,33309.0,33335.0,33439.0,33500.0,33549.0,33609.0,33641.0,33687.0,33715.0,33743.0,33836.0,33883.0,33952.0,33988.0,34022.0,34060.0,34107.0,34145.0,34190.0,34238.0,34278.0,34316.0,34352.0,34402.0,34438.0,34483.0,34511.0,34532.0,34586.0,34623.0,34654.0,34687.0,34726.0,34789.0,34835.0,34888.0,34958.0,35000.0,35034.0,35086.0,35114.0,35163.0,35207.0,35277.0,35318.0,35369.0,35414.0,35465.0,35484.0,35532.0,35600.0,35645.0,35696.0,35725.0,35797.0
5114688,40200.0,40328.0,40435.0,40455.0,40540.0,40590.0,40635.0,40691.0,40722.0,40765.0,40791.0,40817.0,40901.0,40940.0,40996.0,41027.0,41056.0,41089.0,41129.0,41161.0,41224.0,41267.0,41314.0,41357.0,41395.0,41448.0,41486.0,41536.0,41572.0,41599.0,41654.0,41691.0,41722.0,41754.0,41787.0,41832.0,41864.0,41901.0,41979.0,42025.0,42060.0,42107.0,42131.0,42177.0,42219.0,42292.0,42327.0,42370.0,42409.0,42462.0,42481.0,42526.0,42590.0,42630.0,42676.0,42701.0,42772.0
5114690,47400.0,47552.0,47679.0,47703.0,47789.0,47840.0,47881.0,47931.0,47966.0,48015.0,48045.0,48069.0,48149.0,48195.0,48262.0,48295.0,48326.0,48361.0,48405.0,48454.0,48521.0,48572.0,48623.0,48670.0,48711.0,48768.0,48809.0,48861.0,48893.0,48917.0,48978.0,49019.0,49050.0,49083.0,49118.0,49171.0,49209.0,49254.0,49321.0,49361.0,49393.0,49440.0,49464.0,49510.0,49551.0,49631.0,49667.0,49711.0,49751.0,49804.0,49824.0,49868.0,49929.0,49970.0,50016.0,50042.0,50104.0
5114692,60300.0,60483.0,60637.0,60666.0,60818.0,60907.0,60959.0,61023.0,61061.0,61116.0,61149.0,61186.0,61306.0,61374.0,61474.0,61517.0,61558.0,61605.0,61662.0,61702.0,61774.0,61830.0,61882.0,61931.0,61972.0,62029.0,62070.0,62123.0,62158.0,62183.0,62250.0,62296.0,62335.0,62375.0,62432.0,62515.0,62575.0,62645.0,62736.0,62790.0,62824.0,62869.0,62893.0,62946.0,62995.0,63114.0,63155.0,63205.0,63249.0,63301.0,63320.0,63366.0,63431.0,63471.0,63516.0,63541.0,63603.0
5114694,69000.0,69160.0,69294.0,69320.0,69419.0,69477.0,69519.0,69570.0,69598.0,69638.0,69662.0,69690.0,69780.0,69829.0,69900.0,69935.0,69968.0,70006.0,70054.0,70112.0,70174.0,70219.0,70260.0,70299.0,70337.0,70390.0,70428.0,70478.0,70506.0,70527.0,70586.0,70626.0,70659.0,70694.0,70732.0,70787.0,70827.0,70873.0,70936.0,70974.0,71005.0,71048.0,71072.0,71114.0,71152.0,71209.0,71240.0,71277.0,71310.0,71362.0,71381.0,71426.0,71486.0,71523.0,71565.0,71589.0,71656.0
