tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P
5105339,50100.0,50142.0,50204.0,50254.0,50298.0,50329.0,50371.0,50392.0,50456.0,50478.0,50512.0,50560.0,50598.0,50631.0,50657.0,50694.0,50718.0,50768.0,50806.0,50837.0,50873.0,50903.0,50938.0,50973.0,51002.0,51030.0,51072.0,51097.0,51167.0,51224.0,51271.0,51314.0,51357.0,51407.0,51433.0,51560.0,51643.0,51753.0
5105343,60300.0,60337.0,60391.0,60435.0,60473.0,60500.0,60536.0,60554.0,60609.0,60627.0,60662.0,60712.0,60752.0,60787.0,60814.0,60853.0,60875.0,60923.0,60960.0,60991.0,61029.0,61058.0,61092.0,61125.0,61152.0,61182.0,61227.0,61254.0,61328.0,61383.0,61428.0,61467.0,61505.0,61552.0,61577.0,61702.0,61783.0,61891.0
5105345,66300.0,66335.0,66386.0,66427.0,66463.0,66488.0,66522.0,66539.0,66591.0,66610.0,66640.0,66683.0,66718.0,66748.0,66771.0,66805.0,66827.0,66866.0,66903.0,66934.0,66973.0,67004.0,67039.0,67068.0,67092.0,67120.0,67162.0,67187.0,67255.0,67301.0,67339.0,67375.0,67411.0,67455.0,67478.0,67602.0,67683.0,67790.0
5107695,26400.0,26443.0,26506.0,26557.0,26602.0,26633.0,26675.0,26696.0,26761.0,26783.0,26824.0,26882.0,26928.0,26968.0,26999.0,27044.0,27068.0,27128.0,27174.0,27212.0,27268.0,27307.0,27353.0,27406.0,27449.0,27499.0,27573.0,27616.0,27737.0,27806.0,27863.0,27917.0,27970.0,28046.0,28086.0,28198.0,28271.0,28368.0
5107697,31500.0,31542.0,31604.0,31654.0,31698.0,31729.0,31771.0,31792.0,31856.0,31878.0,31914.0,31966.0,32008.0,32044.0,32072.0,32113.0,32138.0,32183.0,32225.0,32260.0,32305.0,32345.0,32392.0,32434.0,32468.0,32505.0,32560.0,32593.0,32685.0,32743.0,32792.0,32843.0,32894.0,32958.0,32992.0,33113.0,33192.0,33298.0
5107699,36900.0,36939.0,36997.0,37043.0,37084.0,37113.0,37152.0,37171.0,37230.0,37249.0,37282.0,37329.0,37367.0,37400.0,37425.0,37462.0,37486.0,37552.0,37591.0,37623.0,37663.0,37696.0,37735.0,37770.0,37798.0,37827.0,37870.0,37896.0,37968.0,38018.0,38060.0,38104.0,38148.0,38195.0,38220.0,38337.0,38413.0,38515.0
5107701,41700.0,41739.0,41797.0,41843.0,41884.0,41913.0,41952.0,41971.0,42030.0,42049.0,42082.0,42129.0,42167.0,42200.0,42225.0,42262.0,42286.0,42352.0,42391.0,42423.0,42463.0,42496.0,42535.0,42570.0,42598.0,42627.0,42670.0,42696.0,42768.0,42818.0,42860.0,42904.0,42948.0,42995.0,43020.0,43137.0,43213.0,43315.0
5107703,46500.0,46542.0,46604.0,46654.0,46698.0,46729.0,46771.0,46792.0,46856.0,46878.0,46912.0,46960.0,46998.0,47031.0,47057.0,47094.0,47118.0,47168.0,47206.0,47237.0,47273.0,47303.0,47338.0,47373.0,47402.0,47430.0,47472.0,47497.0,47567.0,47624.0,47671.0,47714.0,47757.0,47807.0,47833.0,47960.0,48043.0,48153.0
5107705,51300.0,51342.0,51404.0,51454.0,51498.0,51529.0,51571.0,51592.0,51656.0,51678.0,51712.0,51760.0,51798.0,51831.0,51857.0,51894.0,51918.0,51968.0,52006.0,52037.0,52073.0,52103.0,52138.0,52173.0,52202.0,52230.0,52272.0,52297.0,52367.0,52424.0,52471.0,52514.0,52557.0,52607.0,52633.0,52760.0,52843.0,52953.0
5107707,56100.0,56137.0,56191.0,56235.0,56273.0,56300.0,56336.0,56354.0,56409.0,56427.0,56462.0,56512.0,56552.0,56587.0,56614.0,56653.0,56675.0,56723.0,56760.0,56791.0,56829.0,56858.0,56892.0,56925.0,56952.0,56982.0,57027.0,57054.0,57128.0,57183.0,57228.0,57267.0,57305.0,57352.0,57377.0,57502.0,57583.0,57691.0
5107709,61500.0,61536.0,61588.0,61630.0,61667.0,61693.0,61728.0,61745.0,61799.0,61818.0,61852.0,61901.0,61940.0,61974.0,62001.0,62040.0,62063.0,62097.0,62129.0,62155.0,62194.0,62221.0,62252.0,62282.0,62306.0,62339.0,62388.0,62417.0,62496.0,62548.0,62592.0,62629.0,62665.0,62714.0,62740.0,62869.0,62953.0,63065.0
5107711,66900.0,66935.0,66986.0,67027.0,67063.0,67088.0,67122.0,67139.0,67191.0,67210.0,67240.0,67283.0,67318.0,67348.0,67371.0,67405.0,67427.0,67466.0,67503.0,67534.0,67573.0,67604.0,67639.0,67668.0,67692.0,67720.0,67762.0,67787.0,67855.0,67901.0,67939.0,67975.0,68011.0,68055.0,68078.0,68202.0,68283.0,68390.0
5110082,28440.0,28491.0,28566.0,28626.0,28679.0,28716.0,28766.0,28791.0,28868.0,28894.0,28935.0,28994.0,29041.0,29082.0,29114.0,29160.0,29186.0,29238.0,29291.0,29334.0,29387.0,29435.0,29490.0,29555.0,29607.0,29670.0,29764.0,29819.0,29974.0,30060.0,30132.0,30193.0,30254.0,30352.0,30405.0,30529.0,30610.0,30718.0
5110084,33900.0,33942.0,34004.0,34054.0,34098.0,34129.0,34171.0,34192.0,34256.0,34278.0,34314.0,34366.0,34408.0,34444.0,34472.0,34513.0,34538.0,34583.0,34625.0,34660.0,34705.0,34745.0,34792.0,34834.0,34868.0,34905.0,34960.0,34993.0,35085.0,35143.0,35192.0,35243.0,35294.0,35358.0,35392.0,35513.0,35592.0,35698.0
5110086,38700.0,38739.0,38797.0,38843.0,38884.0,38913.0,38952.0,38971.0,39030.0,39049.0,39082.0,39129.0,39167.0,39200.0,39225.0,39262.0,39286.0,39352.0,39391.0,39423.0,39463.0,39496.0,39535.0,39570.0,39598.0,39627.0,39670.0,39696.0,39768.0,39818.0,39860.0,39904.0,39948.0,39995.0,40020.0,40137.0,40213.0,40315.0
5110088,43500.0,43542.0,43604.0,43654.0,43698.0,43729.0,43771.0,43792.0,43856.0,43878.0,43912.0,43960.0,43998.0,44031.0,44057.0,44094.0,44118.0,44168.0,44206.0,44237.0,44273.0,44303.0,44338.0,44373.0,44402.0,44430.0,44472.0,44497.0,44567.0,44624.0,44671.0,44714.0,44757.0,44807.0,44833.0,44960.0,45043.0,45153.0
5110092,53100.0,53142.0,53204.0,53254.0,53298.0,53329.0,53371.0,53392.0,53456.0,53478.0,53512.0,53560.0,53598.0,53631.0,53657.0,53694.0,53718.0,53768.0,53806.0,53837.0,53873.0,53903.0,53938.0,53973.0,54002.0,54030.0,54072.0,54097.0,54167.0,54224.0,54271.0,54314.0,54357.0,54407.0,54433.0,54560.0,54643.0,54753.0
5112084,23400.0,23429.0,23473.0,23508.0,23539.0,23561.0,23590.0,23604.0,23649.0,23664.0,23689.0,23725.0,23753.0,23778.0,23797.0,23825.0,23855.0,23893.0,23922.0,23945.0,23977.0,24001.0,24030.0,24064.0,24092.0,24114.0,24147.0,24167.0,24222.0,24270.0,24310.0,24345.0,24380.0,24428.0,24454.0,24539.0,24594.0,24668.0
5112086,27000.0,27043.0,27106.0,27157.0,27202.0,27233.0,27275.0,27296.0,27361.0,27383.0,27424.0,27482.0,27528.0,27568.0,27599.0,27644.0,27668.0,27728.0,27774.0,27812.0,27868.0,27907.0,27953.0,28006.0,28049.0,28099.0,28173.0,28216.0,28337.0,28406.0,28463.0,28517.0,28570.0,28646.0,28686.0,28798.0,28871.0,28968.0
5112088,32100.0,32142.0,32204.0,32254.0,32298.0,32329.0,32371.0,32392.0,32456.0,32478.0,32514.0,32566.0,32608.0,32644.0,32672.0,32713.0,32738.0,32783.0,32825.0,32860.0,32905.0,32945.0,32992.0,33034.0,33068.0,33105.0,33160.0,33193.0,33285.0,33343.0,33392.0,33443.0,33494.0,33558.0,33592.0,33713.0,33792.0,33898.0
5112090,63300.0,63336.0,63388.0,63430.0,63467.0,63493.0,63528.0,63545.0,63599.0,63618.0,63652.0,63701.0,63740.0,63774.0,63801.0,63840.0,63863.0,63897.0,63929.0,63955.0,63994.0,64021.0,64052.0,64082.0,64106.0,64139.0,64188.0,64217.0,64296.0,64348.0,64392.0,64429.0,64465.0,64514.0,64540.0,64669.0,64753.0,64865.0
5112092,68700.0,68735.0,68786.0,68828.0,68864.0,68890.0,68924.0,68941.0,68994.0,69012.0,69041.0,69082.0,69115.0,69144.0,69166.0,69197.0,69217.0,69261.0,69293.0,69319.0,69355.0,69384.0,69417.0,69444.0,69465.0,69493.0,69535.0,69560.0,69628.0,69671.0,69707.0,69743.0,69779.0,69820.0,69842.0,69953.0,70025.0,70121.0
5112461,29400.0,29451.0,29526.0,29586.0,29639.0,29676.0,29726.0,29751.0,29828.0,29854.0,29895.0,29954.0,30001.0,30042.0,30074.0,30120.0,30146.0,30198.0,30251.0,30294.0,30347.0,30395.0,30450.0,30515.0,30567.0,30630.0,30724.0,30779.0,30934.0,31020.0,31092.0,31153.0,31214.0,31312.0,31365.0,31489.0,31570.0,31678.0
5112463,35100.0,35142.0,35204.0,35254.0,35298.0,35329.0,35371.0,35392.0,35456.0,35478.0,35514.0,35566.0,35608.0,35644.0,35672.0,35713.0,35738.0,35783.0,35825.0,35860.0,35905.0,35945.0,35992.0,36034.0,36068.0,36105.0,36160.0,36193.0,36285.0,36343.0,36392.0,36443.0,36494.0,36558.0,36592.0,36713.0,36792.0,36898.0
5112465,39900.0,39939.0,39997.0,40043.0,40084.0,40113.0,40152.0,40171.0,40230.0,40249.0,40282.0,40329.0,40367.0,40400.0,40425.0,40462.0,40486.0,40552.0,40591.0,40623.0,40663.0,40696.0,40735.0,40770.0,40798.0,40827.0,40870.0,40896.0,40968.0,41018.0,41060.0,41104.0,41148.0,41195.0,41220.0,41337.0,41413.0,41515.0
5112467,44700.0,44742.0,44804.0,44854.0,44898.0,44929.0,44971.0,44992.0,45056.0,45078.0,45112.0,45160.0,45198.0,45231.0,45257.0,45294.0,45318.0,45368.0,45406.0,45437.0,45473.0,45503.0,45538.0,45573.0,45602.0,45630.0,45672.0,45697.0,45767.0,45824.0,45871.0,45914.0,45957.0,46007.0,46033.0,46160.0,46243.0,46353.0
5112469,49500.0,49542.0,49604.0,49654.0,49698.0,49729.0,49771.0,49792.0,49856.0,49878.0,49912.0,49960.0,49998.0,50031.0,50057.0,50094.0,50118.0,50168.0,50206.0,50237.0,50273.0,50303.0,50338.0,50373.0,50402.0,50430.0,50472.0,50497.0,50567.0,50624.0,50671.0,50714.0,50757.0,50807.0,50833.0,50960.0,51043.0,51153.0
5112471,54300.0,54337.0,54391.0,54435.0,54473.0,54500.0,54536.0,54554.0,54609.0,54627.0,54662.0,54712.0,54752.0,54787.0,54814.0,54853.0,54875.0,54923.0,54960.0,54991.0,55029.0,55058.0,55092.0,55125.0,55152.0,55182.0,55227.0,55254.0,55328.0,55383.0,55428.0,55467.0,55505.0,55552.0,55577.0,55702.0,55783.0,55891.0
5112850,21600.0,21629.0,21673.0,21708.0,21739.0,21761.0,21790.0,21804.0,21849.0,21864.0,21889.0,21925.0,21953.0,21978.0,21997.0,22025.0,22055.0,22093.0,22122.0,22145.0,22177.0,22201.0,22230.0,22264.0,22292.0,22314.0,22347.0,22367.0,22422.0,22470.0,22510.0,22545.0,22580.0,22628.0,22654.0,22739.0,22794.0,22868.0
5112852,25200.0,25243.0,25306.0,25357.0,25402.0,25433.0,25475.0,25496.0,25561.0,25583.0,25624.0,25682.0,25728.0,25768.0,25799.0,25844.0,25868.0,25928.0,25974.0,26012.0,26068.0,26107.0,26153.0,26206.0,26249.0,26299.0,26373.0,26416.0,26537.0,26606.0,26663.0,26717.0,26770.0,26846.0,26886.0,26998.0,27071.0,27168.0
5112854,30360.0,30411.0,30486.0,30546.0,30599.0,30636.0,30686.0,30711.0,30788.0,30814.0,30855.0,30914.0,30961.0,31002.0,31034.0,31080.0,31106.0,31158.0,31211.0,31254.0,31307.0,31355.0,31410.0,31475.0,31527.0,31590.0,31684.0,31739.0,31894.0,31980.0,32052.0,32113.0,32174.0,32272.0,32325.0,32449.0,32530.0,32638.0
5112856,36300.0,36339.0,36397.0,36443.0,36484.0,36513.0,36552.0,36571.0,36630.0,36649.0,36682.0,36729.0,36767.0,36800.0,36825.0,36862.0,36886.0,36952.0,36991.0,37023.0,37063.0,37096.0,37135.0,37170.0,37198.0,37227.0,37270.0,37296.0,37368.0,37418.0,37460.0,37504.0,37548.0,37595.0,37620.0,37737.0,37813.0,37915.0
5112858,41100.0,41139.0,41197.0,41243.0,41284.0,41313.0,41352.0,41371.0,41430.0,41449.0,41482.0,41529.0,41567.0,41600.0,41625.0,41662.0,41686.0,41752.0,41791.0,41823.0,41863.0,41896.0,41935.0,41970.0,41998.0,42027.0,42070.0,42096.0,42168.0,42218.0,42260.0,42304.0,42348.0,42395.0,42420.0,42537.0,42613.0,42715.0
5112860,45900.0,45942.0,46004.0,46054.0,46098.0,46129.0,46171.0,46192.0,46256.0,46278.0,46312.0,46360.0,46398.0,46431.0,46457.0,46494.0,46518.0,46568.0,46606.0,46637.0,46673.0,46703.0,46738.0,46773.0,46802.0,46830.0,46872.0,46897.0,46967.0,47024.0,47071.0,47114.0,47157.0,47207.0,47233.0,47360.0,47443.0,47553.0
5112864,55500.0,55537.0,55591.0,55635.0,55673.0,55700.0,55736.0,55754.0,55809.0,55827.0,55862.0,55912.0,55952.0,55987.0,56014.0,56053.0,56075.0,56123.0,56160.0,56191.0,56229.0,56258.0,56292.0,56325.0,56352.0,56382.0,56427.0,56454.0,56528.0,56583.0,56628.0,56667.0,56705.0,56752.0,56777.0,56902.0,56983.0,57091.0
5112866,60900.0,60936.0,60988.0,61030.0,61067.0,61093.0,61128.0,61145.0,61199.0,61218.0,61252.0,61301.0,61340.0,61374.0,61401.0,61440.0,61463.0,61497.0,61529.0,61555.0,61594.0,61621.0,61652.0,61682.0,61706.0,61739.0,61788.0,61817.0,61896.0,61948.0,61992.0,62029.0,62065.0,62114.0,62140.0,62269.0,62353.0,62465.0
5112868,71700.0,71735.0,71786.0,71828.0,71864.0,71890.0,71924.0,71941.0,71994.0,72012.0,72041.0,72082.0,72115.0,72144.0,72166.0,72197.0,72217.0,72261.0,72293.0,72319.0,72355.0,72384.0,72417.0,72444.0,72465.0,72493.0,72535.0,72560.0,72628.0,72671.0,72707.0,72743.0,72779.0,72820.0,72842.0,72953.0,73025.0,73121.0
5112870,76500.0,76527.0,76567.0,76599.0,76627.0,76647.0,76674.0,76687.0,76728.0,76744.0,76768.0,76802.0,76830.0,76854.0,76873.0,76900.0,76919.0,76949.0,76978.0,77002.0,77033.0,77055.0,77080.0,77105.0,77125.0,77146.0,77176.0,77194.0,77244.0,77279.0,77308.0,77334.0,77360.0,77390.0,77406.0,77501.0,77563.0,77646.0
5112872,81300.0,81327.0,81367.0,81399.0,81427.0,81447.0,81474.0,81487.0,81528.0,81544.0,81568.0,81602.0,81630.0,81654.0,81673.0,81700.0,81719.0,81749.0,81778.0,81802.0,81833.0,81855.0,81880.0,81905.0,81925.0,81946.0,81976.0,81994.0,82044.0,82079.0,82108.0,82134.0,82160.0,82190.0,82206.0,82301.0,82363.0,82446.0
5112939,27480.0,27523.0,27586.0,27637.0,27682.0,27713.0,27755.0,27776.0,27841.0,27863.0,27904.0,27962.0,28008.0,28048.0,28079.0,28124.0,28148.0,28208.0,28254.0,28292.0,28348.0,28387.0,28433.0,28486.0,28529.0,28579.0,28653.0,28696.0,28817.0,28886.0,28943.0,28997.0,29050.0,29126.0,29166.0,29278.0,29351.0,29448.0
5112941,32700.0,32742.0,32804.0,32854.0,32898.0,32929.0,32971.0,32992.0,33056.0,33078.0,33114.0,33166.0,33208.0,33244.0,33272.0,33313.0,33338.0,33383.0,33425.0,33460.0,33505.0,33545.0,33592.0,33634.0,33668.0,33705.0,33760.0,33793.0,33885.0,33943.0,33992.0,34043.0,34094.0,34158.0,34192.0,34313.0,34392.0,34498.0
5112943,37500.0,37539.0,37597.0,37643.0,37684.0,37713.0,37752.0,37771.0,37830.0,37849.0,37882.0,37929.0,37967.0,38000.0,38025.0,38062.0,38086.0,38152.0,38191.0,38223.0,38263.0,38296.0,38335.0,38370.0,38398.0,38427.0,38470.0,38496.0,38568.0,38618.0,38660.0,38704.0,38748.0,38795.0,38820.0,38937.0,39013.0,39115.0
5112945,42300.0,42339.0,42397.0,42443.0,42484.0,42513.0,42552.0,42571.0,42630.0,42649.0,42682.0,42729.0,42767.0,42800.0,42825.0,42862.0,42886.0,42952.0,42991.0,43023.0,43063.0,43096.0,43135.0,43170.0,43198.0,43227.0,43270.0,43296.0,43368.0,43418.0,43460.0,43504.0,43548.0,43595.0,43620.0,43737.0,43813.0,43915.0
5112947,47100.0,47142.0,47204.0,47254.0,47298.0,47329.0,47371.0,47392.0,47456.0,47478.0,47512.0,47560.0,47598.0,47631.0,47657.0,47694.0,47718.0,47768.0,47806.0,47837.0,47873.0,47903.0,47938.0,47973.0,48002.0,48030.0,48072.0,48097.0,48167.0,48224.0,48271.0,48314.0,48357.0,48407.0,48433.0,48560.0,48643.0,48753.0
5112949,51900.0,51942.0,52004.0,52054.0,52098.0,52129.0,52171.0,52192.0,52256.0,52278.0,52312.0,52360.0,52398.0,52431.0,52457.0,52494.0,52518.0,52568.0,52606.0,52637.0,52673.0,52703.0,52738.0,52773.0,52802.0,52830.0,52872.0,52897.0,52967.0,53024.0,53071.0,53114.0,53157.0,53207.0,53233.0,53360.0,53443.0,53553.0
5112951,56700.0,56737.0,56791.0,56835.0,56873.0,56900.0,56936.0,56954.0,57009.0,57027.0,57062.0,57112.0,57152.0,57187.0,57214.0,57253.0,57275.0,57323.0,57360.0,57391.0,57429.0,57458.0,57492.0,57525.0,57552.0,57582.0,57627.0,57654.0,57728.0,57783.0,57828.0,57867.0,57905.0,57952.0,57977.0,58102.0,58183.0,58291.0
5112953,62100.0,62136.0,62188.0,62230.0,62267.0,62293.0,62328.0,62345.0,62399.0,62418.0,62452.0,62501.0,62540.0,62574.0,62601.0,62640.0,62663.0,62697.0,62729.0,62755.0,62794.0,62821.0,62852.0,62882.0,62906.0,62939.0,62988.0,63017.0,63096.0,63148.0,63192.0,63229.0,63265.0,63314.0,63340.0,63469.0,63553.0,63665.0
5112955,67500.0,67535.0,67586.0,67627.0,67663.0,67688.0,67722.0,67739.0,67791.0,67810.0,67840.0,67883.0,67918.0,67948.0,67971.0,68005.0,68027.0,68066.0,68103.0,68134.0,68173.0,68204.0,68239.0,68268.0,68292.0,68320.0,68362.0,68387.0,68455.0,68501.0,68539.0,68575.0,68611.0,68655.0,68678.0,68802.0,68883.0,68990.0
5113158,59100.0,59137.0,59191.0,59235.0,59273.0,59300.0,59336.0,59354.0,59409.0,59427.0,59462.0,59512.0,59552.0,59587.0,59614.0,59653.0,59675.0,59723.0,59760.0,59791.0,59829.0,59858.0,59892.0,59925.0,59952.0,59982.0,60027.0,60054.0,60128.0,60183.0,60228.0,60267.0,60305.0,60352.0,60377.0,60502.0,60583.0,60691.0
5113160,65100.0,65135.0,65186.0,65227.0,65263.0,65288.0,65322.0,65339.0,65391.0,65410.0,65440.0,65483.0,65518.0,65548.0,65571.0,65605.0,65627.0,65666.0,65703.0,65734.0,65773.0,65804.0,65839.0,65868.0,65892.0,65920.0,65962.0,65987.0,66055.0,66101.0,66139.0,66175.0,66211.0,66255.0,66278.0,66402.0,66483.0,66590.0
5113892,25800.0,25843.0,25906.0,25957.0,26002.0,26033.0,26075.0,26096.0,26161.0,26183.0,26224.0,26282.0,26328.0,26368.0,26399.0,26444.0,26468.0,26528.0,26574.0,26612.0,26668.0,26707.0,26753.0,26806.0,26849.0,26899.0,26973.0,27016.0,27137.0,27206.0,27263.0,27317.0,27370.0,27446.0,27486.0,27598.0,27671.0,27768.0
5113894,30840.0,30891.0,30966.0,31026.0,31079.0,31116.0,31166.0,31191.0,31268.0,31294.0,31335.0,31394.0,31441.0,31482.0,31514.0,31560.0,31586.0,31638.0,31691.0,31734.0,31787.0,31835.0,31890.0,31955.0,32007.0,32070.0,32164.0,32219.0,32374.0,32460.0,32532.0,32593.0,32654.0,32752.0,32805.0,32929.0,33010.0,33118.0
5113895,59700.0,59737.0,59791.0,59835.0,59873.0,59900.0,59936.0,59954.0,60009.0,60027.0,60062.0,60112.0,60152.0,60187.0,60214.0,60253.0,60275.0,60323.0,60360.0,60391.0,60429.0,60458.0,60492.0,60525.0,60552.0,60582.0,60627.0,60654.0,60728.0,60783.0,60828.0,60867.0,60905.0,60952.0,60977.0,61102.0,61183.0,61291.0
5113897,65700.0,65735.0,65786.0,65827.0,65863.0,65888.0,65922.0,65939.0,65991.0,66010.0,66040.0,66083.0,66118.0,66148.0,66171.0,66205.0,66227.0,66266.0,66303.0,66334.0,66373.0,66404.0,66439.0,66468.0,66492.0,66520.0,66562.0,66587.0,66655.0,66701.0,66739.0,66775.0,66811.0,66855.0,66878.0,67002.0,67083.0,67190.0
5113899,70500.0,70535.0,70586.0,70628.0,70664.0,70690.0,70724.0,70741.0,70794.0,70812.0,70841.0,70882.0,70915.0,70944.0,70966.0,70997.0,71017.0,71061.0,71093.0,71119.0,71155.0,71184.0,71217.0,71244.0,71265.0,71293.0,71335.0,71360.0,71428.0,71471.0,71507.0,71543.0,71579.0,71620.0,71642.0,71753.0,71825.0,71921.0
5113901,75300.0,75327.0,75367.0,75399.0,75427.0,75447.0,75474.0,75487.0,75528.0,75544.0,75568.0,75602.0,75630.0,75654.0,75673.0,75700.0,75719.0,75749.0,75778.0,75802.0,75833.0,75855.0,75880.0,75905.0,75925.0,75946.0,75976.0,75994.0,76044.0,76079.0,76108.0,76134.0,76160.0,76190.0,76206.0,76301.0,76363.0,76446.0
5113903,80100.0,80127.0,80167.0,80199.0,80227.0,80247.0,80274.0,80287.0,80328.0,80344.0,80368.0,80402.0,80430.0,80454.0,80473.0,80500.0,80519.0,80549.0,80578.0,80602.0,80633.0,80655.0,80680.0,80705.0,80725.0,80746.0,80776.0,80794.0,80844.0,80879.0,80908.0,80934.0,80960.0,80990.0,81006.0,81101.0,81163.0,81246.0
5113905,84600.0,84627.0,84667.0,84699.0,84727.0,84747.0,84774.0,84787.0,84828.0,84844.0,84868.0,84902.0,84930.0,84954.0,84973.0,85000.0,85019.0,85049.0,85078.0,85102.0,85133.0,85155.0,85180.0,85205.0,85225.0,85246.0,85276.0,85294.0,85344.0,85379.0,85408.0,85434.0,85460.0,85490.0,85506.0,85601.0,85663.0,85746.0
5116708,27960.0,28011.0,28086.0,28146.0,28199.0,28236.0,28286.0,28311.0,28388.0,28414.0,28455.0,28514.0,28561.0,28602.0,28634.0,28680.0,28706.0,28758.0,28811.0,28854.0,28907.0,28955.0,29010.0,29075.0,29127.0,29190.0,29284.0,29339.0,29494.0,29580.0,29652.0,29713.0,29774.0,29872.0,29925.0,30049.0,30130.0,30238.0
5116710,33300.0,33342.0,33404.0,33454.0,33498.0,33529.0,33571.0,33592.0,33656.0,33678.0,33714.0,33766.0,33808.0,33844.0,33872.0,33913.0,33938.0,33983.0,34025.0,34060.0,34105.0,34145.0,34192.0,34234.0,34268.0,34305.0,34360.0,34393.0,34485.0,34543.0,34592.0,34643.0,34694.0,34758.0,34792.0,34913.0,34992.0,35098.0
5116712,38100.0,38139.0,38197.0,38243.0,38284.0,38313.0,38352.0,38371.0,38430.0,38449.0,38482.0,38529.0,38567.0,38600.0,38625.0,38662.0,38686.0,38752.0,38791.0,38823.0,38863.0,38896.0,38935.0,38970.0,38998.0,39027.0,39070.0,39096.0,39168.0,39218.0,39260.0,39304.0,39348.0,39395.0,39420.0,39537.0,39613.0,39715.0
5116714,42900.0,42942.0,43004.0,43054.0,43098.0,43129.0,43171.0,43192.0,43256.0,43278.0,43312.0,43360.0,43398.0,43431.0,43457.0,43494.0,43518.0,43568.0,43606.0,43637.0,43673.0,43703.0,43738.0,43773.0,43802.0,43830.0,43872.0,43897.0,43967.0,44024.0,44071.0,44114.0,44157.0,44207.0,44233.0,44360.0,44443.0,44553.0
5116716,47700.0,47742.0,47804.0,47854.0,47898.0,47929.0,47971.0,47992.0,48056.0,48078.0,48112.0,48160.0,48198.0,48231.0,48257.0,48294.0,48318.0,48368.0,48406.0,48437.0,48473.0,48503.0,48538.0,48573.0,48602.0,48630.0,48672.0,48697.0,48767.0,48824.0,48871.0,48914.0,48957.0,49007.0,49033.0,49160.0,49243.0,49353.0
5116718,52500.0,52542.0,52604.0,52654.0,52698.0,52729.0,52771.0,52792.0,52856.0,52878.0,52912.0,52960.0,52998.0,53031.0,53057.0,53094.0,53118.0,53168.0,53206.0,53237.0,53273.0,53303.0,53338.0,53373.0,53402.0,53430.0,53472.0,53497.0,53567.0,53624.0,53671.0,53714.0,53757.0,53807.0,53833.0,53960.0,54043.0,54153.0
5116722,62700.0,62736.0,62788.0,62830.0,62867.0,62893.0,62928.0,62945.0,62999.0,63018.0,63052.0,63101.0,63140.0,63174.0,63201.0,63240.0,63263.0,63297.0,63329.0,63355.0,63394.0,63421.0,63452.0,63482.0,63506.0,63539.0,63588.0,63617.0,63696.0,63748.0,63792.0,63829.0,63865.0,63914.0,63940.0,64069.0,64153.0,64265.0
5116724,68100.0,68135.0,68186.0,68228.0,68264.0,68290.0,68324.0,68341.0,68394.0,68412.0,68441.0,68482.0,68515.0,68544.0,68566.0,68597.0,68617.0,68661.0,68693.0,68719.0,68755.0,68784.0,68817.0,68844.0,68865.0,68893.0,68935.0,68960.0,69028.0,69071.0,69107.0,69143.0,69179.0,69220.0,69242.0,69353.0,69425.0,69521.0
5116726,72900.0,72935.0,72986.0,73028.0,73064.0,73090.0,73124.0,73141.0,73194.0,73212.0,73241.0,73282.0,73315.0,73344.0,73366.0,73397.0,73417.0,73461.0,73493.0,73519.0,73555.0,73584.0,73617.0,73644.0,73665.0,73693.0,73735.0,73760.0,73828.0,73871.0,73907.0,73943.0,73979.0,74020.0,74042.0,74153.0,74225.0,74321.0
5116728,77700.0,77727.0,77767.0,77799.0,77827.0,77847.0,77874.0,77887.0,77928.0,77944.0,77968.0,78002.0,78030.0,78054.0,78073.0,78100.0,78119.0,78149.0,78178.0,78202.0,78233.0,78255.0,78280.0,78305.0,78325.0,78346.0,78376.0,78394.0,78444.0,78479.0,78508.0,78534.0,78560.0,78590.0,78606.0,78701.0,78763.0,78846.0
5116730,82500.0,82527.0,82567.0,82599.0,82627.0,82647.0,82674.0,82687.0,82728.0,82744.0,82768.0,82802.0,82830.0,82854.0,82873.0,82900.0,82919.0,82949.0,82978.0,83002.0,83033.0,83055.0,83080.0,83105.0,83125.0,83146.0,83176.0,83194.0,83244.0,83279.0,83308.0,83334.0,83360.0,83390.0,83406.0,83501.0,83563.0,83646.0
