tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P
5008076,73800.0,73872.0,73923.0,74012.0,74069.0,74116.0,74155.0,74183.0,74277.0,74294.0,74312.0,74351.0,74368.0,74383.0,74433.0,74462.0,74492.0,74550.0,74595.0,74655.0,74708.0,74761.0,74813.0,74836.0,74937.0,74966.0,75075.0,75120.0,75144.0,75158.0,75216.0,75260.0,75291.0,75353.0,75375.0,75413.0,75526.0,75613.0,75652.0,75707.0,75751.0,75801.0,75844.0,75861.0
5008078,81000.0,81072.0,81123.0,81212.0,81269.0,81316.0,81355.0,81383.0,81477.0,81494.0,81512.0,81551.0,81568.0,81583.0,81633.0,81662.0,81692.0,81750.0,81795.0,81855.0,81908.0,81961.0,82013.0,82036.0,82137.0,82166.0,82275.0,82320.0,82344.0,82358.0,82416.0,82460.0,82491.0,82553.0,82575.0,82613.0,82726.0,82813.0,82852.0,82907.0,82951.0,83001.0,83044.0,83061.0
5012295,23400.0,23466.0,23512.0,23593.0,23645.0,23690.0,23727.0,23755.0,23850.0,23866.0,23882.0,23919.0,23935.0,23948.0,24005.0,24037.0,24058.0,24112.0,24154.0,24210.0,24262.0,24302.0,24353.0,24376.0,24471.0,24498.0,24599.0,24637.0,24658.0,24669.0,24724.0,24766.0,24795.0,24855.0,24875.0,24911.0,25018.0,25103.0,25142.0,25189.0,25228.0,25272.0,25309.0,25323.0
5012297,32400.0,32513.0,32592.0,32730.0,32819.0,32893.0,32947.0,32978.0,33081.0,33097.0,33113.0,33152.0,33169.0,33184.0,33250.0,33288.0,33317.0,33379.0,33427.0,33492.0,33583.0,33656.0,33717.0,33744.0,33848.0,33878.0,33990.0,34030.0,34052.0,34065.0,34125.0,34172.0,34205.0,34272.0,34294.0,34329.0,34435.0,34520.0,34558.0,34614.0,34659.0,34710.0,34753.0,34771.0
5012299,40500.0,40592.0,40656.0,40769.0,40842.0,40902.0,40947.0,40974.0,41065.0,41081.0,41101.0,41144.0,41162.0,41176.0,41236.0,41270.0,41305.0,41369.0,41418.0,41485.0,41564.0,41637.0,41695.0,41721.0,41826.0,41856.0,41969.0,42017.0,42043.0,42058.0,42122.0,42174.0,42210.0,42283.0,42305.0,42341.0,42448.0,42533.0,42572.0,42636.0,42688.0,42747.0,42796.0,42815.0
5012301,49500.0,49613.0,49692.0,49831.0,49920.0,49995.0,50047.0,50078.0,50182.0,50201.0,50220.0,50264.0,50283.0,50301.0,50384.0,50431.0,50473.0,50547.0,50604.0,50681.0,50791.0,50900.0,50962.0,50989.0,51111.0,51146.0,51276.0,51340.0,51375.0,51395.0,51480.0,51534.0,51572.0,51650.0,51676.0,51717.0,51838.0,51934.0,51978.0,52041.0,52092.0,52150.0,52199.0,52219.0
5012303,58500.0,58644.0,58745.0,58921.0,59035.0,59129.0,59184.0,59219.0,59337.0,59357.0,59384.0,59435.0,59457.0,59481.0,59559.0,59604.0,59659.0,59744.0,59810.0,59899.0,60020.0,60110.0,60175.0,60204.0,60327.0,60363.0,60495.0,60559.0,60594.0,60614.0,60688.0,60744.0,60783.0,60863.0,60889.0,60931.0,61058.0,61149.0,61190.0,61257.0,61312.0,61374.0,61426.0,61447.0
5012305,67500.0,67582.0,67639.0,67739.0,67803.0,67857.0,67898.0,67928.0,68027.0,68045.0,68064.0,68106.0,68123.0,68136.0,68195.0,68228.0,68261.0,68321.0,68368.0,68431.0,68501.0,68570.0,68628.0,68653.0,68760.0,68791.0,68906.0,68953.0,68979.0,68994.0,69056.0,69104.0,69138.0,69207.0,69230.0,69268.0,69381.0,69465.0,69503.0,69561.0,69608.0,69661.0,69706.0,69723.0
5013819,28800.0,28880.0,28936.0,29035.0,29099.0,29152.0,29202.0,29235.0,29343.0,29359.0,29379.0,29419.0,29439.0,29454.0,29523.0,29562.0,29597.0,29661.0,29711.0,29778.0,29853.0,29917.0,29975.0,30000.0,30099.0,30128.0,30233.0,30274.0,30296.0,30309.0,30375.0,30425.0,30460.0,30532.0,30553.0,30588.0,30692.0,30775.0,30813.0,30867.0,30911.0,30960.0,31002.0,31018.0
5013821,36900.0,36992.0,37056.0,37169.0,37242.0,37302.0,37347.0,37374.0,37465.0,37481.0,37501.0,37544.0,37562.0,37576.0,37636.0,37670.0,37705.0,37769.0,37818.0,37885.0,37964.0,38037.0,38095.0,38121.0,38226.0,38256.0,38369.0,38417.0,38443.0,38458.0,38522.0,38574.0,38610.0,38683.0,38705.0,38741.0,38848.0,38933.0,38972.0,39036.0,39088.0,39147.0,39196.0,39215.0
5013823,45900.0,46013.0,46092.0,46231.0,46320.0,46395.0,46447.0,46478.0,46582.0,46601.0,46620.0,46664.0,46683.0,46701.0,46784.0,46831.0,46873.0,46947.0,47004.0,47081.0,47191.0,47300.0,47362.0,47389.0,47511.0,47546.0,47676.0,47740.0,47775.0,47795.0,47880.0,47934.0,47972.0,48050.0,48076.0,48117.0,48238.0,48334.0,48378.0,48441.0,48492.0,48550.0,48599.0,48619.0
5013825,54900.0,55029.0,55119.0,55277.0,55379.0,55464.0,55525.0,55556.0,55660.0,55678.0,55701.0,55748.0,55770.0,55788.0,55906.0,55973.0,56018.0,56097.0,56158.0,56240.0,56383.0,56489.0,56562.0,56594.0,56718.0,56754.0,56886.0,56955.0,56993.0,57014.0,57087.0,57150.0,57194.0,57283.0,57315.0,57356.0,57480.0,57582.0,57628.0,57695.0,57750.0,57812.0,57864.0,57885.0
5013827,63900.0,64003.0,64075.0,64201.0,64282.0,64351.0,64396.0,64428.0,64533.0,64550.0,64576.0,64619.0,64636.0,64652.0,64724.0,64765.0,64800.0,64869.0,64923.0,64995.0,65080.0,65156.0,65216.0,65242.0,65354.0,65386.0,65506.0,65556.0,65583.0,65599.0,65657.0,65710.0,65747.0,65824.0,65849.0,65888.0,66005.0,66091.0,66130.0,66188.0,66235.0,66288.0,66333.0,66350.0
5014879,29100.0,29157.0,29197.0,29267.0,29312.0,29350.0,29386.0,29424.0,29552.0,29570.0,29588.0,29632.0,29651.0,29667.0,29717.0,29745.0,29770.0,29824.0,29866.0,29923.0,29990.0,30033.0,30086.0,30110.0,30220.0,30252.0,30370.0,30417.0,30443.0,30457.0,30516.0,30560.0,30591.0,30654.0,30675.0,30708.0,30806.0,30886.0,30922.0,30967.0,31003.0,31044.0,31079.0,31092.0
5014881,36300.0,36392.0,36457.0,36570.0,36643.0,36703.0,36761.0,36788.0,36878.0,36901.0,36922.0,36966.0,36997.0,37023.0,37087.0,37123.0,37156.0,37214.0,37259.0,37320.0,37439.0,37535.0,37595.0,37621.0,37734.0,37767.0,37888.0,37932.0,37956.0,37969.0,38031.0,38085.0,38123.0,38200.0,38222.0,38260.0,38374.0,38464.0,38505.0,38566.0,38616.0,38672.0,38719.0,38738.0
5014883,43500.0,43591.0,43655.0,43767.0,43839.0,43900.0,43956.0,43986.0,44087.0,44103.0,44127.0,44177.0,44206.0,44229.0,44295.0,44332.0,44374.0,44439.0,44489.0,44556.0,44623.0,44715.0,44774.0,44800.0,44909.0,44940.0,45056.0,45108.0,45137.0,45153.0,45208.0,45259.0,45294.0,45366.0,45389.0,45426.0,45537.0,45622.0,45661.0,45711.0,45752.0,45798.0,45837.0,45852.0
5014885,50700.0,50791.0,50855.0,50967.0,51039.0,51100.0,51156.0,51186.0,51287.0,51303.0,51327.0,51377.0,51406.0,51429.0,51495.0,51532.0,51574.0,51639.0,51689.0,51756.0,51823.0,51915.0,51974.0,52000.0,52109.0,52140.0,52256.0,52308.0,52337.0,52353.0,52408.0,52459.0,52494.0,52566.0,52589.0,52626.0,52737.0,52822.0,52861.0,52911.0,52952.0,52998.0,53037.0,53052.0
5014887,57900.0,58016.0,58098.0,58241.0,58333.0,58409.0,58493.0,58528.0,58645.0,58661.0,58677.0,58717.0,58739.0,58753.0,58815.0,58850.0,58893.0,58999.0,59081.0,59191.0,59300.0,59397.0,59468.0,59499.0,59621.0,59656.0,59787.0,59844.0,59875.0,59894.0,59959.0,60026.0,60072.0,60167.0,60205.0,60247.0,60371.0,60480.0,60529.0,60590.0,60640.0,60696.0,60744.0,60763.0
5014889,65100.0,65223.0,65310.0,65461.0,65558.0,65640.0,65700.0,65755.0,65940.0,66000.0,66060.0,66120.0,66180.0,66300.0,66338.0,66360.0,66420.0,66484.0,66533.0,66600.0,66720.0,66840.0,66965.0,67020.0,67147.0,67184.0,67320.0,67384.0,67419.0,67440.0,67500.0,67558.0,67598.0,67680.0,67740.0,67785.0,67920.0,68002.0,68040.0,68103.0,68154.0,68212.0,68261.0,68280.0
5014891,72300.0,72392.0,72457.0,72570.0,72643.0,72704.0,72760.0,72791.0,72895.0,72911.0,72947.0,72994.0,73012.0,73026.0,73085.0,73119.0,73159.0,73232.0,73289.0,73365.0,73439.0,73519.0,73571.0,73594.0,73705.0,73737.0,73856.0,73907.0,73935.0,73951.0,74010.0,74055.0,74086.0,74150.0,74171.0,74207.0,74315.0,74400.0,74438.0,74499.0,74548.0,74604.0,74651.0,74669.0
5014893,79500.0,79586.0,79647.0,79753.0,79821.0,79878.0,79923.0,79953.0,80052.0,80068.0,80093.0,80137.0,80155.0,80169.0,80231.0,80267.0,80302.0,80361.0,80406.0,80467.0,80538.0,80612.0,80676.0,80704.0,80813.0,80844.0,80960.0,81018.0,81050.0,81068.0,81131.0,81182.0,81218.0,81291.0,81316.0,81354.0,81468.0,81561.0,81604.0,81682.0,81745.0,81817.0,81877.0,81901.0
5015543,25200.0,25266.0,25312.0,25393.0,25445.0,25490.0,25527.0,25555.0,25650.0,25666.0,25682.0,25719.0,25735.0,25748.0,25805.0,25837.0,25858.0,25912.0,25954.0,26010.0,26062.0,26102.0,26153.0,26176.0,26271.0,26298.0,26399.0,26437.0,26458.0,26469.0,26524.0,26566.0,26595.0,26655.0,26675.0,26711.0,26818.0,26903.0,26942.0,26989.0,27028.0,27072.0,27109.0,27123.0
5015545,34200.0,34292.0,34356.0,34469.0,34542.0,34602.0,34647.0,34674.0,34765.0,34781.0,34801.0,34844.0,34862.0,34876.0,34936.0,34970.0,35005.0,35069.0,35118.0,35185.0,35264.0,35337.0,35395.0,35421.0,35526.0,35556.0,35669.0,35717.0,35743.0,35758.0,35822.0,35874.0,35910.0,35983.0,36005.0,36041.0,36148.0,36233.0,36272.0,36336.0,36388.0,36447.0,36496.0,36515.0
5015547,42300.0,42392.0,42456.0,42569.0,42642.0,42702.0,42747.0,42774.0,42865.0,42881.0,42901.0,42944.0,42962.0,42976.0,43036.0,43070.0,43105.0,43169.0,43218.0,43285.0,43364.0,43437.0,43495.0,43521.0,43626.0,43656.0,43769.0,43817.0,43843.0,43858.0,43922.0,43974.0,44010.0,44083.0,44105.0,44141.0,44248.0,44333.0,44372.0,44436.0,44488.0,44547.0,44596.0,44615.0
5015549,51300.0,51413.0,51492.0,51631.0,51720.0,51795.0,51847.0,51878.0,51982.0,52001.0,52020.0,52064.0,52083.0,52101.0,52184.0,52231.0,52273.0,52347.0,52404.0,52481.0,52591.0,52700.0,52762.0,52789.0,52911.0,52946.0,53076.0,53140.0,53175.0,53195.0,53280.0,53334.0,53372.0,53450.0,53476.0,53517.0,53638.0,53734.0,53778.0,53841.0,53892.0,53950.0,53999.0,54019.0
5015551,60300.0,60399.0,60468.0,60589.0,60667.0,60733.0,60776.0,60806.0,60906.0,60924.0,60948.0,60989.0,61007.0,61023.0,61097.0,61139.0,61172.0,61240.0,61293.0,61365.0,61453.0,61535.0,61597.0,61625.0,61734.0,61765.0,61881.0,61933.0,61962.0,61978.0,62042.0,62094.0,62130.0,62203.0,62226.0,62264.0,62377.0,62464.0,62503.0,62558.0,62603.0,62654.0,62697.0,62713.0
5015553,69300.0,69382.0,69439.0,69539.0,69603.0,69657.0,69698.0,69728.0,69827.0,69845.0,69864.0,69906.0,69923.0,69936.0,69995.0,70028.0,70061.0,70121.0,70168.0,70231.0,70301.0,70370.0,70428.0,70453.0,70560.0,70591.0,70706.0,70753.0,70779.0,70794.0,70856.0,70904.0,70938.0,71007.0,71030.0,71068.0,71181.0,71265.0,71303.0,71361.0,71408.0,71461.0,71506.0,71523.0
5015555,76200.0,76272.0,76323.0,76412.0,76469.0,76516.0,76555.0,76583.0,76677.0,76694.0,76712.0,76751.0,76768.0,76783.0,76833.0,76862.0,76892.0,76950.0,76995.0,77055.0,77108.0,77161.0,77213.0,77236.0,77337.0,77366.0,77475.0,77520.0,77544.0,77558.0,77616.0,77660.0,77691.0,77753.0,77775.0,77813.0,77926.0,78013.0,78052.0,78107.0,78151.0,78201.0,78244.0,78261.0
5015557,83400.0,83472.0,83523.0,83612.0,83669.0,83716.0,83755.0,83783.0,83877.0,83894.0,83912.0,83951.0,83968.0,83983.0,84033.0,84062.0,84092.0,84150.0,84195.0,84255.0,84308.0,84361.0,84413.0,84436.0,84537.0,84566.0,84675.0,84720.0,84744.0,84758.0,84816.0,84860.0,84891.0,84953.0,84975.0,85013.0,85126.0,85213.0,85252.0,85307.0,85351.0,85401.0,85444.0,85461.0
5084157,23400.0,23464.0,23509.0,23587.0,23637.0,23679.0,23715.0,23742.0,23833.0,23848.0,23863.0,23899.0,23914.0,23927.0,23982.0,24013.0,24033.0,24085.0,24125.0,24179.0,24229.0,24267.0,24316.0,24338.0,24429.0,24455.0,24552.0,24588.0,24608.0,24619.0,24672.0,24712.0,24740.0,24798.0,24817.0,24852.0,24955.0,25037.0,25074.0,25120.0,25157.0,25199.0,25234.0,25248.0
5084159,32400.0,32508.0,32584.0,32717.0,32803.0,32874.0,32926.0,32956.0,33055.0,33070.0,33085.0,33123.0,33139.0,33153.0,33217.0,33253.0,33281.0,33341.0,33387.0,33449.0,33537.0,33607.0,33666.0,33692.0,33793.0,33822.0,33929.0,33968.0,33989.0,34001.0,34059.0,34104.0,34135.0,34200.0,34221.0,34255.0,34357.0,34438.0,34475.0,34529.0,34573.0,34622.0,34664.0,34680.0
5084161,40500.0,40588.0,40650.0,40758.0,40828.0,40887.0,40930.0,40956.0,41043.0,41058.0,41077.0,41118.0,41135.0,41148.0,41205.0,41238.0,41272.0,41333.0,41381.0,41445.0,41521.0,41591.0,41647.0,41672.0,41773.0,41802.0,41910.0,41956.0,41981.0,41996.0,42058.0,42108.0,42143.0,42213.0,42234.0,42269.0,42372.0,42454.0,42491.0,42552.0,42602.0,42658.0,42706.0,42725.0
5084163,49500.0,49609.0,49685.0,49818.0,49904.0,49976.0,50026.0,50056.0,50156.0,50174.0,50192.0,50234.0,50252.0,50269.0,50349.0,50394.0,50434.0,50505.0,50560.0,50634.0,50740.0,50845.0,50905.0,50931.0,51048.0,51082.0,51207.0,51268.0,51302.0,51321.0,51403.0,51455.0,51491.0,51566.0,51591.0,51630.0,51747.0,51840.0,51882.0,51943.0,51992.0,52048.0,52095.0,52114.0
5084165,58500.0,58638.0,58735.0,58904.0,59013.0,59105.0,59158.0,59192.0,59305.0,59324.0,59350.0,59399.0,59420.0,59443.0,59518.0,59561.0,59614.0,59696.0,59759.0,59845.0,59961.0,60048.0,60110.0,60138.0,60257.0,60291.0,60418.0,60479.0,60513.0,60532.0,60603.0,60657.0,60694.0,60771.0,60796.0,60837.0,60959.0,61046.0,61086.0,61151.0,61204.0,61264.0,61314.0,61333.0
5084167,67500.0,67578.0,67633.0,67729.0,67791.0,67843.0,67882.0,67911.0,68006.0,68023.0,68041.0,68081.0,68097.0,68110.0,68166.0,68198.0,68230.0,68288.0,68333.0,68393.0,68460.0,68526.0,68582.0,68606.0,68709.0,68739.0,68849.0,68895.0,68920.0,68934.0,68994.0,69040.0,69072.0,69139.0,69161.0,69197.0,69306.0,69386.0,69423.0,69479.0,69524.0,69575.0,69618.0,69635.0
5089146,36300.0,36365.0,36411.0,36491.0,36542.0,36584.0,36629.0,36657.0,36752.0,36767.0,36782.0,36817.0,36831.0,36844.0,36876.0,36894.0,36907.0,36960.0,37001.0,37055.0,37125.0,37167.0,37215.0,37236.0,37326.0,37352.0,37449.0,37489.0,37511.0,37524.0,37579.0,37622.0,37652.0,37712.0,37735.0,37769.0,37869.0,37943.0,37976.0,38020.0,38056.0,38097.0,38131.0,38144.0
5089148,43500.0,43577.0,43631.0,43726.0,43787.0,43839.0,43883.0,43915.0,44021.0,44037.0,44060.0,44100.0,44116.0,44130.0,44189.0,44223.0,44245.0,44304.0,44350.0,44412.0,44484.0,44539.0,44593.0,44617.0,44710.0,44737.0,44837.0,44881.0,44905.0,44919.0,44975.0,45017.0,45046.0,45105.0,45125.0,45157.0,45254.0,45335.0,45372.0,45419.0,45457.0,45500.0,45536.0,45551.0
5089150,50700.0,50777.0,50831.0,50926.0,50987.0,51039.0,51083.0,51115.0,51221.0,51237.0,51260.0,51300.0,51316.0,51330.0,51389.0,51423.0,51445.0,51504.0,51550.0,51612.0,51684.0,51739.0,51793.0,51817.0,51910.0,51937.0,52037.0,52081.0,52105.0,52119.0,52175.0,52217.0,52246.0,52305.0,52325.0,52357.0,52454.0,52535.0,52572.0,52619.0,52657.0,52700.0,52736.0,52751.0
5089152,57900.0,57988.0,58050.0,58158.0,58228.0,58287.0,58328.0,58357.0,58452.0,58467.0,58482.0,58522.0,58535.0,58565.0,58613.0,58641.0,58679.0,58746.0,58798.0,58867.0,58966.0,59052.0,59103.0,59126.0,59221.0,59248.0,59349.0,59412.0,59446.0,59466.0,59539.0,59586.0,59619.0,59686.0,59710.0,59752.0,59879.0,59960.0,59997.0,60053.0,60099.0,60151.0,60195.0,60211.0
5089154,65100.0,65166.0,65212.0,65293.0,65345.0,65388.0,65414.0,65439.0,65521.0,65536.0,65552.0,65592.0,65606.0,65620.0,65681.0,65715.0,65739.0,65806.0,65858.0,65927.0,66003.0,66110.0,66163.0,66186.0,66298.0,66330.0,66450.0,66504.0,66534.0,66551.0,66626.0,66675.0,66709.0,66778.0,66802.0,66844.0,66968.0,67050.0,67088.0,67153.0,67206.0,67266.0,67316.0,67335.0
5089156,72300.0,72411.0,72489.0,72625.0,72713.0,72785.0,72830.0,72860.0,72959.0,72975.0,73006.0,73052.0,73070.0,73084.0,73131.0,73157.0,73181.0,73240.0,73285.0,73346.0,73403.0,73474.0,73536.0,73564.0,73682.0,73716.0,73842.0,73882.0,73904.0,73917.0,73988.0,74032.0,74063.0,74126.0,74148.0,74186.0,74299.0,74390.0,74432.0,74509.0,74572.0,74643.0,74703.0,74727.0
5089158,79500.0,79565.0,79611.0,79691.0,79743.0,79786.0,79826.0,79854.0,79949.0,79965.0,79980.0,80017.0,80034.0,80047.0,80132.0,80181.0,80231.0,80283.0,80323.0,80377.0,80426.0,80497.0,80557.0,80584.0,80704.0,80739.0,80868.0,80925.0,80956.0,80974.0,81044.0,81091.0,81124.0,81192.0,81216.0,81256.0,81374.0,81455.0,81492.0,81566.0,81626.0,81694.0,81751.0,81774.0
5089417,27000.0,27077.0,27131.0,27226.0,27287.0,27338.0,27386.0,27417.0,27522.0,27537.0,27556.0,27594.0,27613.0,27627.0,27693.0,27731.0,27765.0,27827.0,27875.0,27939.0,28011.0,28073.0,28129.0,28153.0,28248.0,28275.0,28377.0,28416.0,28437.0,28450.0,28513.0,28561.0,28595.0,28664.0,28684.0,28718.0,28818.0,28898.0,28934.0,28986.0,29028.0,29076.0,29116.0,29131.0
5089419,35100.0,35188.0,35250.0,35358.0,35428.0,35487.0,35530.0,35556.0,35643.0,35658.0,35677.0,35718.0,35735.0,35748.0,35805.0,35838.0,35872.0,35933.0,35981.0,36045.0,36121.0,36191.0,36247.0,36272.0,36373.0,36402.0,36510.0,36556.0,36581.0,36596.0,36658.0,36708.0,36743.0,36813.0,36834.0,36869.0,36972.0,37054.0,37091.0,37152.0,37202.0,37258.0,37306.0,37325.0
5089421,44100.0,44188.0,44250.0,44358.0,44428.0,44487.0,44530.0,44556.0,44643.0,44658.0,44677.0,44718.0,44735.0,44748.0,44805.0,44838.0,44872.0,44933.0,44981.0,45045.0,45121.0,45191.0,45247.0,45272.0,45373.0,45402.0,45510.0,45556.0,45581.0,45596.0,45658.0,45708.0,45743.0,45813.0,45834.0,45869.0,45972.0,46054.0,46091.0,46152.0,46202.0,46258.0,46306.0,46325.0
5089423,53100.0,53224.0,53311.0,53463.0,53561.0,53642.0,53701.0,53731.0,53831.0,53848.0,53870.0,53915.0,53936.0,53953.0,54066.0,54131.0,54174.0,54250.0,54308.0,54387.0,54525.0,54627.0,54697.0,54728.0,54847.0,54881.0,55009.0,55075.0,55111.0,55132.0,55202.0,55262.0,55304.0,55390.0,55421.0,55461.0,55580.0,55678.0,55722.0,55787.0,55840.0,55900.0,55950.0,55969.0
