tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P
5089801,45900.0,45990.0,46007.0,46034.0,46121.0,46188.0,46232.0,46286.0,46319.0,46366.0,46394.0,46414.0,46474.0,46532.0,46562.0,46610.0,46634.0,46710.0,46746.0,46837.0,46904.0,46963.0,46999.0,47034.0,47075.0,47092.0,47147.0,47191.0,47256.0,47291.0,47325.0,47353.0,47401.0,47428.0,47458.0,47522.0,47555.0,47597.0,47643.0,47715.0
5089803,51300.0,51390.0,51407.0,51434.0,51521.0,51588.0,51632.0,51686.0,51719.0,51766.0,51794.0,51814.0,51874.0,51932.0,51962.0,52010.0,52034.0,52110.0,52146.0,52237.0,52304.0,52363.0,52399.0,52434.0,52475.0,52492.0,52547.0,52591.0,52656.0,52691.0,52725.0,52753.0,52801.0,52828.0,52858.0,52922.0,52955.0,52997.0,53043.0,53115.0
5089805,56700.0,56841.0,56868.0,56903.0,57019.0,57108.0,57162.0,57227.0,57263.0,57315.0,57346.0,57377.0,57472.0,57564.0,57598.0,57652.0,57680.0,57766.0,57807.0,57890.0,57965.0,58030.0,58069.0,58106.0,58149.0,58168.0,58226.0,58272.0,58342.0,58379.0,58416.0,58446.0,58497.0,58526.0,58558.0,58627.0,58661.0,58707.0,58757.0,58836.0
5089807,62100.0,62241.0,62268.0,62303.0,62419.0,62508.0,62562.0,62627.0,62663.0,62715.0,62746.0,62777.0,62872.0,62964.0,62998.0,63052.0,63080.0,63166.0,63207.0,63290.0,63365.0,63430.0,63469.0,63506.0,63549.0,63568.0,63626.0,63672.0,63742.0,63779.0,63816.0,63846.0,63897.0,63926.0,63958.0,64027.0,64061.0,64107.0,64157.0,64236.0
5089809,67500.0,67641.0,67668.0,67703.0,67819.0,67908.0,67962.0,68027.0,68063.0,68115.0,68146.0,68177.0,68272.0,68364.0,68398.0,68452.0,68480.0,68566.0,68607.0,68690.0,68765.0,68830.0,68869.0,68906.0,68949.0,68968.0,69026.0,69072.0,69142.0,69179.0,69216.0,69246.0,69297.0,69326.0,69358.0,69427.0,69461.0,69507.0,69557.0,69636.0
5089811,73800.0,73874.0,73888.0,73911.0,73986.0,74043.0,74084.0,74135.0,74161.0,74198.0,74220.0,74237.0,74287.0,74336.0,74362.0,74404.0,74425.0,74505.0,74543.0,74608.0,74664.0,74713.0,74749.0,74783.0,74824.0,74841.0,74896.0,74939.0,75003.0,75037.0,75071.0,75099.0,75146.0,75173.0,75203.0,75267.0,75299.0,75343.0,75391.0,75465.0
5089813,81000.0,81090.0,81107.0,81129.0,81200.0,81254.0,81292.0,81339.0,81363.0,81397.0,81418.0,81432.0,81474.0,81514.0,81540.0,81581.0,81601.0,81663.0,81693.0,81748.0,81796.0,81837.0,81869.0,81900.0,81936.0,81951.0,82000.0,82038.0,82095.0,82125.0,82155.0,82180.0,82221.0,82245.0,82271.0,82327.0,82354.0,82396.0,82442.0,82512.0
5090552,46800.0,46910.0,46931.0,46951.0,47017.0,47068.0,47103.0,47146.0,47165.0,47192.0,47209.0,47229.0,47288.0,47345.0,47364.0,47394.0,47409.0,47464.0,47490.0,47555.0,47606.0,47650.0,47681.0,47710.0,47744.0,47759.0,47805.0,47849.0,47915.0,47950.0,47985.0,48014.0,48062.0,48090.0,48120.0,48185.0,48216.0,48252.0,48292.0,48353.0
5090554,52200.0,52310.0,52331.0,52351.0,52417.0,52468.0,52503.0,52546.0,52565.0,52592.0,52609.0,52629.0,52688.0,52745.0,52764.0,52794.0,52809.0,52864.0,52890.0,52955.0,53006.0,53050.0,53081.0,53110.0,53144.0,53159.0,53205.0,53249.0,53315.0,53350.0,53385.0,53414.0,53462.0,53490.0,53520.0,53585.0,53616.0,53652.0,53692.0,53753.0
5090556,57600.0,57671.0,57684.0,57708.0,57788.0,57850.0,57882.0,57920.0,57942.0,57973.0,57992.0,58005.0,58044.0,58082.0,58105.0,58142.0,58161.0,58239.0,58277.0,58340.0,58390.0,58434.0,58467.0,58499.0,58536.0,58552.0,58602.0,58640.0,58697.0,58727.0,58757.0,58782.0,58823.0,58847.0,58873.0,58929.0,58956.0,58996.0,59040.0,59107.0
5090558,63000.0,63071.0,63084.0,63108.0,63188.0,63250.0,63282.0,63320.0,63342.0,63373.0,63392.0,63405.0,63444.0,63482.0,63505.0,63542.0,63561.0,63639.0,63677.0,63740.0,63790.0,63834.0,63867.0,63899.0,63936.0,63952.0,64002.0,64040.0,64097.0,64127.0,64157.0,64182.0,64223.0,64247.0,64273.0,64329.0,64356.0,64396.0,64440.0,64507.0
5090560,68400.0,68498.0,68517.0,68544.0,68633.0,68701.0,68735.0,68776.0,68798.0,68829.0,68848.0,68863.0,68908.0,68951.0,68979.0,69023.0,69045.0,69122.0,69159.0,69213.0,69268.0,69316.0,69353.0,69388.0,69430.0,69448.0,69504.0,69542.0,69599.0,69629.0,69659.0,69684.0,69726.0,69750.0,69776.0,69832.0,69861.0,69904.0,69951.0,70024.0
5090562,73800.0,73898.0,73917.0,73944.0,74033.0,74101.0,74135.0,74176.0,74198.0,74229.0,74248.0,74263.0,74308.0,74351.0,74379.0,74423.0,74445.0,74522.0,74559.0,74613.0,74668.0,74716.0,74753.0,74788.0,74830.0,74848.0,74904.0,74942.0,74999.0,75029.0,75059.0,75084.0,75126.0,75150.0,75176.0,75232.0,75261.0,75304.0,75351.0,75424.0
5090564,81000.0,81073.0,81087.0,81108.0,81176.0,81227.0,81258.0,81295.0,81315.0,81343.0,81360.0,81371.0,81404.0,81437.0,81460.0,81497.0,81516.0,81587.0,81621.0,81670.0,81714.0,81752.0,81782.0,81810.0,81843.0,81857.0,81902.0,81935.0,81984.0,82010.0,82036.0,82058.0,82094.0,82115.0,82138.0,82187.0,82211.0,82248.0,82288.0,82351.0
5093204,31200.0,31276.0,31290.0,31312.0,31386.0,31443.0,31476.0,31517.0,31545.0,31585.0,31610.0,31627.0,31680.0,31732.0,31753.0,31786.0,31803.0,31894.0,31937.0,31993.0,32036.0,32073.0,32099.0,32124.0,32153.0,32166.0,32206.0,32238.0,32286.0,32311.0,32336.0,32357.0,32392.0,32412.0,32434.0,32481.0,32505.0,32533.0,32563.0,32610.0
5093206,36000.0,36062.0,36074.0,36091.0,36148.0,36192.0,36224.0,36263.0,36285.0,36316.0,36334.0,36346.0,36383.0,36420.0,36439.0,36469.0,36485.0,36543.0,36571.0,36609.0,36644.0,36675.0,36700.0,36724.0,36752.0,36764.0,36801.0,36826.0,36864.0,36884.0,36904.0,36921.0,36949.0,36965.0,36983.0,37020.0,37038.0,37071.0,37106.0,37161.0
5093208,41400.0,41462.0,41474.0,41491.0,41548.0,41592.0,41624.0,41663.0,41685.0,41716.0,41734.0,41746.0,41783.0,41820.0,41839.0,41869.0,41885.0,41943.0,41971.0,42009.0,42044.0,42075.0,42100.0,42124.0,42152.0,42164.0,42201.0,42226.0,42264.0,42284.0,42304.0,42321.0,42349.0,42365.0,42383.0,42420.0,42438.0,42471.0,42506.0,42561.0
5099531,26100.0,26285.0,26320.0,26341.0,26412.0,26466.0,26503.0,26548.0,26568.0,26597.0,26614.0,26628.0,26669.0,26709.0,26731.0,26765.0,26782.0,26840.0,26868.0,26927.0,26972.0,27011.0,27038.0,27064.0,27095.0,27108.0,27149.0,27183.0,27233.0,27260.0,27287.0,27309.0,27346.0,27367.0,27390.0,27440.0,27464.0,27501.0,27541.0,27602.0
5099533,31500.0,31672.0,31704.0,31728.0,31806.0,31866.0,31907.0,31956.0,31979.0,32012.0,32032.0,32049.0,32100.0,32149.0,32178.0,32224.0,32247.0,32310.0,32340.0,32398.0,32452.0,32499.0,32529.0,32558.0,32592.0,32606.0,32651.0,32686.0,32739.0,32767.0,32795.0,32818.0,32856.0,32878.0,32902.0,32954.0,32981.0,33024.0,33071.0,33144.0
5099535,36900.0,36988.0,37005.0,37028.0,37103.0,37160.0,37201.0,37251.0,37276.0,37311.0,37332.0,37352.0,37412.0,37471.0,37498.0,37542.0,37564.0,37636.0,37670.0,37738.0,37790.0,37836.0,37869.0,37900.0,37937.0,37953.0,38002.0,38041.0,38100.0,38131.0,38162.0,38188.0,38231.0,38256.0,38283.0,38341.0,38371.0,38409.0,38451.0,38515.0
5099537,42300.0,42388.0,42405.0,42428.0,42503.0,42560.0,42601.0,42651.0,42676.0,42711.0,42732.0,42752.0,42812.0,42871.0,42898.0,42942.0,42964.0,43036.0,43070.0,43138.0,43190.0,43236.0,43269.0,43300.0,43337.0,43353.0,43402.0,43441.0,43500.0,43531.0,43562.0,43588.0,43631.0,43656.0,43683.0,43741.0,43771.0,43809.0,43851.0,43915.0
5099539,47700.0,47790.0,47807.0,47834.0,47921.0,47988.0,48032.0,48086.0,48119.0,48166.0,48194.0,48214.0,48274.0,48332.0,48362.0,48410.0,48434.0,48510.0,48546.0,48637.0,48704.0,48763.0,48799.0,48834.0,48875.0,48892.0,48947.0,48991.0,49056.0,49091.0,49125.0,49153.0,49201.0,49228.0,49258.0,49322.0,49355.0,49397.0,49443.0,49515.0
5099541,53100.0,53190.0,53207.0,53234.0,53321.0,53388.0,53432.0,53486.0,53519.0,53566.0,53594.0,53614.0,53674.0,53732.0,53762.0,53810.0,53834.0,53910.0,53946.0,54037.0,54104.0,54163.0,54199.0,54234.0,54275.0,54292.0,54347.0,54391.0,54456.0,54491.0,54525.0,54553.0,54601.0,54628.0,54658.0,54722.0,54755.0,54797.0,54843.0,54915.0
5099543,58500.0,58641.0,58668.0,58703.0,58819.0,58908.0,58962.0,59027.0,59063.0,59115.0,59146.0,59177.0,59272.0,59364.0,59398.0,59452.0,59480.0,59566.0,59607.0,59690.0,59765.0,59830.0,59869.0,59906.0,59949.0,59968.0,60026.0,60072.0,60142.0,60179.0,60216.0,60246.0,60297.0,60326.0,60358.0,60427.0,60461.0,60507.0,60557.0,60636.0
5099545,63900.0,64041.0,64068.0,64103.0,64219.0,64308.0,64362.0,64427.0,64463.0,64515.0,64546.0,64577.0,64672.0,64764.0,64798.0,64852.0,64880.0,64966.0,65007.0,65090.0,65165.0,65230.0,65269.0,65306.0,65349.0,65368.0,65426.0,65472.0,65542.0,65579.0,65616.0,65646.0,65697.0,65726.0,65758.0,65827.0,65861.0,65907.0,65957.0,66036.0
5099547,70200.0,70274.0,70288.0,70311.0,70386.0,70443.0,70484.0,70535.0,70561.0,70598.0,70620.0,70637.0,70687.0,70736.0,70762.0,70804.0,70825.0,70905.0,70943.0,71008.0,71064.0,71113.0,71149.0,71183.0,71224.0,71241.0,71296.0,71339.0,71403.0,71437.0,71471.0,71499.0,71546.0,71573.0,71603.0,71667.0,71699.0,71743.0,71791.0,71865.0
5099549,77400.0,77490.0,77507.0,77529.0,77600.0,77654.0,77692.0,77739.0,77763.0,77797.0,77818.0,77832.0,77874.0,77914.0,77940.0,77981.0,78001.0,78063.0,78093.0,78148.0,78196.0,78237.0,78269.0,78300.0,78336.0,78351.0,78400.0,78438.0,78495.0,78525.0,78555.0,78580.0,78621.0,78645.0,78671.0,78727.0,78754.0,78796.0,78842.0,78912.0
5099551,84000.0,84090.0,84107.0,84129.0,84200.0,84254.0,84292.0,84339.0,84363.0,84397.0,84418.0,84432.0,84474.0,84514.0,84540.0,84581.0,84601.0,84663.0,84693.0,84748.0,84796.0,84837.0,84869.0,84900.0,84936.0,84951.0,85000.0,85038.0,85095.0,85125.0,85155.0,85180.0,85221.0,85245.0,85271.0,85327.0,85354.0,85396.0,85442.0,85512.0
5103036,26100.0,26285.0,26320.0,26341.0,26412.0,26466.0,26503.0,26548.0,26568.0,26597.0,26614.0,26628.0,26669.0,26709.0,26731.0,26765.0,26782.0,26840.0,26868.0,26927.0,26972.0,27011.0,27038.0,27064.0,27095.0,27108.0,27149.0,27183.0,27233.0,27260.0,27287.0,27309.0,27346.0,27367.0,27390.0,27440.0,27464.0,27501.0,27541.0,27602.0
5103038,31500.0,31672.0,31704.0,31728.0,31806.0,31866.0,31907.0,31956.0,31979.0,32012.0,32032.0,32049.0,32100.0,32149.0,32178.0,32224.0,32247.0,32310.0,32340.0,32398.0,32452.0,32499.0,32529.0,32558.0,32592.0,32606.0,32651.0,32686.0,32739.0,32767.0,32795.0,32818.0,32856.0,32878.0,32902.0,32954.0,32981.0,33024.0,33071.0,33144.0
5103040,36900.0,36988.0,37005.0,37028.0,37103.0,37160.0,37201.0,37251.0,37276.0,37311.0,37332.0,37352.0,37412.0,37471.0,37498.0,37542.0,37564.0,37636.0,37670.0,37738.0,37790.0,37836.0,37869.0,37900.0,37937.0,37953.0,38002.0,38041.0,38100.0,38131.0,38162.0,38188.0,38231.0,38256.0,38283.0,38341.0,38371.0,38409.0,38451.0,38515.0
5103042,42300.0,42388.0,42405.0,42428.0,42503.0,42560.0,42601.0,42651.0,42676.0,42711.0,42732.0,42752.0,42812.0,42871.0,42898.0,42942.0,42964.0,43036.0,43070.0,43138.0,43190.0,43236.0,43269.0,43300.0,43337.0,43353.0,43402.0,43441.0,43500.0,43531.0,43562.0,43588.0,43631.0,43656.0,43683.0,43741.0,43771.0,43809.0,43851.0,43915.0
5103044,47700.0,47790.0,47807.0,47834.0,47921.0,47988.0,48032.0,48086.0,48119.0,48166.0,48194.0,48214.0,48274.0,48332.0,48362.0,48410.0,48434.0,48510.0,48546.0,48637.0,48704.0,48763.0,48799.0,48834.0,48875.0,48892.0,48947.0,48991.0,49056.0,49091.0,49125.0,49153.0,49201.0,49228.0,49258.0,49322.0,49355.0,49397.0,49443.0,49515.0
5103046,53100.0,53190.0,53207.0,53234.0,53321.0,53388.0,53432.0,53486.0,53519.0,53566.0,53594.0,53614.0,53674.0,53732.0,53762.0,53810.0,53834.0,53910.0,53946.0,54037.0,54104.0,54163.0,54199.0,54234.0,54275.0,54292.0,54347.0,54391.0,54456.0,54491.0,54525.0,54553.0,54601.0,54628.0,54658.0,54722.0,54755.0,54797.0,54843.0,54915.0
5103048,58500.0,58641.0,58668.0,58703.0,58819.0,58908.0,58962.0,59027.0,59063.0,59115.0,59146.0,59177.0,59272.0,59364.0,59398.0,59452.0,59480.0,59566.0,59607.0,59690.0,59765.0,59830.0,59869.0,59906.0,59949.0,59968.0,60026.0,60072.0,60142.0,60179.0,60216.0,60246.0,60297.0,60326.0,60358.0,60427.0,60461.0,60507.0,60557.0,60636.0
5103050,63900.0,64041.0,64068.0,64103.0,64219.0,64308.0,64362.0,64427.0,64463.0,64515.0,64546.0,64577.0,64672.0,64764.0,64798.0,64852.0,64880.0,64966.0,65007.0,65090.0,65165.0,65230.0,65269.0,65306.0,65349.0,65368.0,65426.0,65472.0,65542.0,65579.0,65616.0,65646.0,65697.0,65726.0,65758.0,65827.0,65861.0,65907.0,65957.0,66036.0
5103052,70200.0,70274.0,70288.0,70311.0,70386.0,70443.0,70484.0,70535.0,70561.0,70598.0,70620.0,70637.0,70687.0,70736.0,70762.0,70804.0,70825.0,70905.0,70943.0,71008.0,71064.0,71113.0,71149.0,71183.0,71224.0,71241.0,71296.0,71339.0,71403.0,71437.0,71471.0,71499.0,71546.0,71573.0,71603.0,71667.0,71699.0,71743.0,71791.0,71865.0
5103054,77400.0,77490.0,77507.0,77529.0,77600.0,77654.0,77692.0,77739.0,77763.0,77797.0,77818.0,77832.0,77874.0,77914.0,77940.0,77981.0,78001.0,78063.0,78093.0,78148.0,78196.0,78237.0,78269.0,78300.0,78336.0,78351.0,78400.0,78438.0,78495.0,78525.0,78555.0,78580.0,78621.0,78645.0,78671.0,78727.0,78754.0,78796.0,78842.0,78912.0
5103056,84000.0,84090.0,84107.0,84129.0,84200.0,84254.0,84292.0,84339.0,84363.0,84397.0,84418.0,84432.0,84474.0,84514.0,84540.0,84581.0,84601.0,84663.0,84693.0,84748.0,84796.0,84837.0,84869.0,84900.0,84936.0,84951.0,85000.0,85038.0,85095.0,85125.0,85155.0,85180.0,85221.0,85245.0,85271.0,85327.0,85354.0,85396.0,85442.0,85512.0
5104698,29700.0,29872.0,29904.0,29928.0,30006.0,30066.0,30107.0,30156.0,30179.0,30212.0,30232.0,30249.0,30300.0,30349.0,30378.0,30424.0,30447.0,30510.0,30540.0,30598.0,30652.0,30699.0,30729.0,30758.0,30792.0,30806.0,30851.0,30886.0,30939.0,30967.0,30995.0,31018.0,31056.0,31078.0,31102.0,31154.0,31181.0,31224.0,31271.0,31344.0
5104700,35100.0,35272.0,35304.0,35328.0,35406.0,35466.0,35507.0,35556.0,35579.0,35612.0,35632.0,35649.0,35700.0,35749.0,35778.0,35824.0,35847.0,35910.0,35940.0,35998.0,36052.0,36099.0,36129.0,36158.0,36192.0,36206.0,36251.0,36286.0,36339.0,36367.0,36395.0,36418.0,36456.0,36478.0,36502.0,36554.0,36581.0,36624.0,36671.0,36744.0
5104702,40500.0,40588.0,40605.0,40628.0,40703.0,40760.0,40801.0,40851.0,40876.0,40911.0,40932.0,40952.0,41012.0,41071.0,41098.0,41142.0,41164.0,41236.0,41270.0,41338.0,41390.0,41436.0,41469.0,41500.0,41537.0,41553.0,41602.0,41641.0,41700.0,41731.0,41762.0,41788.0,41831.0,41856.0,41883.0,41941.0,41971.0,42009.0,42051.0,42115.0
5104704,45900.0,45990.0,46007.0,46034.0,46121.0,46188.0,46232.0,46286.0,46319.0,46366.0,46394.0,46414.0,46474.0,46532.0,46562.0,46610.0,46634.0,46710.0,46746.0,46837.0,46904.0,46963.0,46999.0,47034.0,47075.0,47092.0,47147.0,47191.0,47256.0,47291.0,47325.0,47353.0,47401.0,47428.0,47458.0,47522.0,47555.0,47597.0,47643.0,47715.0
5104706,51300.0,51390.0,51407.0,51434.0,51521.0,51588.0,51632.0,51686.0,51719.0,51766.0,51794.0,51814.0,51874.0,51932.0,51962.0,52010.0,52034.0,52110.0,52146.0,52237.0,52304.0,52363.0,52399.0,52434.0,52475.0,52492.0,52547.0,52591.0,52656.0,52691.0,52725.0,52753.0,52801.0,52828.0,52858.0,52922.0,52955.0,52997.0,53043.0,53115.0
5104708,56700.0,56841.0,56868.0,56903.0,57019.0,57108.0,57162.0,57227.0,57263.0,57315.0,57346.0,57377.0,57472.0,57564.0,57598.0,57652.0,57680.0,57766.0,57807.0,57890.0,57965.0,58030.0,58069.0,58106.0,58149.0,58168.0,58226.0,58272.0,58342.0,58379.0,58416.0,58446.0,58497.0,58526.0,58558.0,58627.0,58661.0,58707.0,58757.0,58836.0
5104710,62100.0,62241.0,62268.0,62303.0,62419.0,62508.0,62562.0,62627.0,62663.0,62715.0,62746.0,62777.0,62872.0,62964.0,62998.0,63052.0,63080.0,63166.0,63207.0,63290.0,63365.0,63430.0,63469.0,63506.0,63549.0,63568.0,63626.0,63672.0,63742.0,63779.0,63816.0,63846.0,63897.0,63926.0,63958.0,64027.0,64061.0,64107.0,64157.0,64236.0
5104712,67500.0,67641.0,67668.0,67703.0,67819.0,67908.0,67962.0,68027.0,68063.0,68115.0,68146.0,68177.0,68272.0,68364.0,68398.0,68452.0,68480.0,68566.0,68607.0,68690.0,68765.0,68830.0,68869.0,68906.0,68949.0,68968.0,69026.0,69072.0,69142.0,69179.0,69216.0,69246.0,69297.0,69326.0,69358.0,69427.0,69461.0,69507.0,69557.0,69636.0
5104714,73800.0,73874.0,73888.0,73911.0,73986.0,74043.0,74084.0,74135.0,74161.0,74198.0,74220.0,74237.0,74287.0,74336.0,74362.0,74404.0,74425.0,74505.0,74543.0,74608.0,74664.0,74713.0,74749.0,74783.0,74824.0,74841.0,74896.0,74939.0,75003.0,75037.0,75071.0,75099.0,75146.0,75173.0,75203.0,75267.0,75299.0,75343.0,75391.0,75465.0
5104716,81000.0,81090.0,81107.0,81129.0,81200.0,81254.0,81292.0,81339.0,81363.0,81397.0,81418.0,81432.0,81474.0,81514.0,81540.0,81581.0,81601.0,81663.0,81693.0,81748.0,81796.0,81837.0,81869.0,81900.0,81936.0,81951.0,82000.0,82038.0,82095.0,82125.0,82155.0,82180.0,82221.0,82245.0,82271.0,82327.0,82354.0,82396.0,82442.0,82512.0
5105214,23400.0,23585.0,23620.0,23641.0,23712.0,23766.0,23803.0,23848.0,23868.0,23897.0,23914.0,23928.0,23969.0,24009.0,24031.0,24065.0,24082.0,24140.0,24168.0,24227.0,24272.0,24311.0,24338.0,24364.0,24395.0,24408.0,24449.0,24483.0,24533.0,24560.0,24587.0,24609.0,24646.0,24667.0,24690.0,24740.0,24764.0,24801.0,24841.0,24902.0
5105216,27900.0,28085.0,28120.0,28141.0,28212.0,28266.0,28303.0,28348.0,28368.0,28397.0,28414.0,28428.0,28469.0,28509.0,28531.0,28565.0,28582.0,28640.0,28668.0,28727.0,28772.0,28811.0,28838.0,28864.0,28895.0,28908.0,28949.0,28983.0,29033.0,29060.0,29087.0,29109.0,29146.0,29167.0,29190.0,29240.0,29264.0,29301.0,29341.0,29402.0
5105218,33300.0,33472.0,33504.0,33528.0,33606.0,33666.0,33707.0,33756.0,33779.0,33812.0,33832.0,33849.0,33900.0,33949.0,33978.0,34024.0,34047.0,34110.0,34140.0,34198.0,34252.0,34299.0,34329.0,34358.0,34392.0,34406.0,34451.0,34486.0,34539.0,34567.0,34595.0,34618.0,34656.0,34678.0,34702.0,34754.0,34781.0,34824.0,34871.0,34944.0
5105220,38700.0,38788.0,38805.0,38828.0,38903.0,38960.0,39001.0,39051.0,39076.0,39111.0,39132.0,39152.0,39212.0,39271.0,39298.0,39342.0,39364.0,39436.0,39470.0,39538.0,39590.0,39636.0,39669.0,39700.0,39737.0,39753.0,39802.0,39841.0,39900.0,39931.0,39962.0,39988.0,40031.0,40056.0,40083.0,40141.0,40171.0,40209.0,40251.0,40315.0
5105222,44100.0,44190.0,44207.0,44234.0,44321.0,44388.0,44432.0,44486.0,44519.0,44566.0,44594.0,44614.0,44674.0,44732.0,44762.0,44810.0,44834.0,44910.0,44946.0,45037.0,45104.0,45163.0,45199.0,45234.0,45275.0,45292.0,45347.0,45391.0,45456.0,45491.0,45525.0,45553.0,45601.0,45628.0,45658.0,45722.0,45755.0,45797.0,45843.0,45915.0
5105224,49500.0,49590.0,49607.0,49634.0,49721.0,49788.0,49832.0,49886.0,49919.0,49966.0,49994.0,50014.0,50074.0,50132.0,50162.0,50210.0,50234.0,50310.0,50346.0,50437.0,50504.0,50563.0,50599.0,50634.0,50675.0,50692.0,50747.0,50791.0,50856.0,50891.0,50925.0,50953.0,51001.0,51028.0,51058.0,51122.0,51155.0,51197.0,51243.0,51315.0
5105226,54900.0,55041.0,55068.0,55103.0,55219.0,55308.0,55362.0,55427.0,55463.0,55515.0,55546.0,55577.0,55672.0,55764.0,55798.0,55852.0,55880.0,55966.0,56007.0,56090.0,56165.0,56230.0,56269.0,56306.0,56349.0,56368.0,56426.0,56472.0,56542.0,56579.0,56616.0,56646.0,56697.0,56726.0,56758.0,56827.0,56861.0,56907.0,56957.0,57036.0
5105228,60300.0,60441.0,60468.0,60503.0,60619.0,60708.0,60762.0,60827.0,60863.0,60915.0,60946.0,60977.0,61072.0,61164.0,61198.0,61252.0,61280.0,61366.0,61407.0,61490.0,61565.0,61630.0,61669.0,61706.0,61749.0,61768.0,61826.0,61872.0,61942.0,61979.0,62016.0,62046.0,62097.0,62126.0,62158.0,62227.0,62261.0,62307.0,62357.0,62436.0
5105230,65700.0,65841.0,65868.0,65903.0,66019.0,66108.0,66162.0,66227.0,66263.0,66315.0,66346.0,66377.0,66472.0,66564.0,66598.0,66652.0,66680.0,66766.0,66807.0,66890.0,66965.0,67030.0,67069.0,67106.0,67149.0,67168.0,67226.0,67272.0,67342.0,67379.0,67416.0,67446.0,67497.0,67526.0,67558.0,67627.0,67661.0,67707.0,67757.0,67836.0
