tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P
5008484,28380.0,28442.0,28511.0,28594.0,28661.0,28709.0,28774.0,28913.0,28965.0,28997.0,29194.0,29225.0,29241.0,29255.0,29295.0,29319.0,29349.0,29371.0,29412.0,29444.0,29485.0,29528.0,29550.0,29662.0,29690.0,29710.0,29805.0,29849.0,29894.0,29922.0,29987.0,30028.0,30062.0,30093.0,30112.0,30136.0,30197.0,30238.0,30276.0,30307.0,30363.0,30372.0,30400.0,30421.0,30457.0,30502.0,30520.0,30538.0,30546.0,30578.0,30596.0,30621.0,30641.0,30680.0,30780.0,30817.0,30848.0,30898.0,30966.0,31022.0,31049.0,31069.0,31130.0,31165.0,31242.0,31312.0,31344.0,31368.0,31407.0
5008486,39180.0,39261.0,39351.0,39459.0,39546.0,39609.0,39693.0,39870.0,39960.0,40016.0,40218.0,40274.0,40296.0,40316.0,40369.0,40392.0,40425.0,40447.0,40487.0,40529.0,40583.0,40639.0,40669.0,40817.0,40855.0,40881.0,40993.0,41034.0,41072.0,41103.0,41176.0,41223.0,41258.0,41290.0,41309.0,41333.0,41407.0,41451.0,41489.0,41521.0,41585.0,41593.0,41627.0,41653.0,41696.0,41741.0,41759.0,41780.0,41790.0,41829.0,41847.0,41878.0,41898.0,41953.0,42077.0,42122.0,42161.0,42223.0,42308.0,42401.0,42447.0,42468.0,42532.0,42568.0,42646.0,42717.0,42749.0,42763.0,42837.0
5008488,49980.0,50065.0,50159.0,50272.0,50363.0,50429.0,50524.0,50725.0,50820.0,50879.0,51076.0,51129.0,51154.0,51176.0,51238.0,51263.0,51303.0,51330.0,51378.0,51420.0,51473.0,51529.0,51558.0,51720.0,51761.0,51790.0,51938.0,51979.0,52020.0,52049.0,52153.0,52219.0,52264.0,52298.0,52319.0,52344.0,52413.0,52488.0,52536.0,52575.0,52644.0,52665.0,52698.0,52723.0,52766.0,52813.0,52831.0,52849.0,52858.0,52893.0,52914.0,52942.0,52963.0,53015.0,53144.0,53191.0,53231.0,53296.0,53386.0,53470.0,53511.0,53535.0,53608.0,53645.0,53725.0,53798.0,53831.0,53856.0,53931.0
5008490,60780.0,60872.0,60975.0,61098.0,61198.0,61270.0,61398.0,61669.0,61759.0,61814.0,62030.0,62081.0,62115.0,62144.0,62203.0,62228.0,62258.0,62279.0,62316.0,62364.0,62424.0,62488.0,62521.0,62686.0,62728.0,62758.0,62935.0,62989.0,63037.0,63072.0,63147.0,63195.0,63240.0,63282.0,63308.0,63340.0,63414.0,63478.0,63541.0,63593.0,63677.0,63695.0,63730.0,63757.0,63803.0,63856.0,63878.0,63900.0,63911.0,63953.0,63976.0,64005.0,64030.0,64095.0,64227.0,64275.0,64316.0,64382.0,64473.0,64558.0,64600.0,64623.0,64692.0,64728.0,64808.0,64880.0,64914.0,64943.0,65010.0
5008970,31980.0,32091.0,32214.0,32362.0,32481.0,32567.0,32660.0,32858.0,32966.0,33032.0,33285.0,33322.0,33351.0,33376.0,33455.0,33481.0,33513.0,33536.0,33577.0,33630.0,33698.0,33769.0,33807.0,33959.0,33998.0,34025.0,34163.0,34209.0,34252.0,34295.0,34408.0,34480.0,34561.0,34616.0,34650.0,34691.0,34771.0,34829.0,34870.0,34903.0,34966.0,34978.0,35013.0,35040.0,35085.0,35133.0,35153.0,35171.0,35180.0,35226.0,35251.0,35278.0,35296.0,35349.0,35482.0,35531.0,35573.0,35640.0,35732.0,35813.0,35853.0,35880.0,35960.0,35997.0,36077.0,36150.0,36183.0,36204.0,36278.0
5008972,42780.0,42886.0,43004.0,43146.0,43261.0,43343.0,43451.0,43681.0,43784.0,43848.0,44070.0,44129.0,44157.0,44181.0,44242.0,44267.0,44298.0,44319.0,44357.0,44400.0,44454.0,44511.0,44541.0,44696.0,44735.0,44763.0,44899.0,44942.0,44983.0,45016.0,45088.0,45134.0,45177.0,45228.0,45260.0,45299.0,45411.0,45486.0,45528.0,45563.0,45633.0,45650.0,45684.0,45710.0,45753.0,45798.0,45815.0,45833.0,45842.0,45886.0,45906.0,45932.0,45952.0,46007.0,46151.0,46204.0,46249.0,46321.0,46420.0,46502.0,46543.0,46568.0,46643.0,46679.0,46757.0,46828.0,46860.0,46888.0,46963.0
5008974,55380.0,55513.0,55661.0,55839.0,55983.0,56088.0,56222.0,56507.0,56618.0,56686.0,56897.0,56959.0,56992.0,57021.0,57128.0,57157.0,57192.0,57215.0,57256.0,57306.0,57370.0,57437.0,57473.0,57653.0,57699.0,57731.0,57894.0,57942.0,57994.0,58033.0,58138.0,58205.0,58268.0,58318.0,58349.0,58386.0,58544.0,58623.0,58689.0,58744.0,58821.0,58838.0,58876.0,58905.0,58955.0,59001.0,59020.0,59039.0,59048.0,59099.0,59118.0,59147.0,59166.0,59236.0,59396.0,59455.0,59505.0,59585.0,59695.0,59791.0,59838.0,59863.0,59938.0,59976.0,60059.0,60134.0,60169.0,60197.0,60285.0
5008976,67980.0,68087.0,68206.0,68349.0,68465.0,68550.0,68668.0,68918.0,69002.0,69053.0,69260.0,69314.0,69352.0,69385.0,69441.0,69468.0,69502.0,69525.0,69566.0,69613.0,69673.0,69736.0,69769.0,69917.0,69955.0,69981.0,70144.0,70189.0,70233.0,70271.0,70345.0,70393.0,70431.0,70465.0,70486.0,70512.0,70578.0,70638.0,70686.0,70725.0,70799.0,70814.0,70851.0,70880.0,70928.0,70973.0,70992.0,71012.0,71021.0,71061.0,71082.0,71107.0,71122.0,71179.0,71299.0,71343.0,71380.0,71440.0,71522.0,71598.0,71635.0,71657.0,71725.0,71762.0,71844.0,71918.0,71953.0,71980.0,72043.0
5008978,78780.0,78848.0,78923.0,79014.0,79087.0,79140.0,79245.0,79467.0,79532.0,79572.0,79757.0,79794.0,79820.0,79842.0,79884.0,79909.0,79939.0,79959.0,79995.0,80030.0,80075.0,80122.0,80147.0,80266.0,80296.0,80317.0,80427.0,80467.0,80510.0,80542.0,80601.0,80639.0,80671.0,80697.0,80713.0,80732.0,80786.0,80825.0,80862.0,80892.0,80958.0,80973.0,81006.0,81031.0,81073.0,81117.0,81137.0,81156.0,81165.0,81194.0,81208.0,81228.0,81244.0,81295.0,81394.0,81430.0,81461.0,81511.0,81579.0,81649.0,81683.0,81704.0,81766.0,81801.0,81877.0,81946.0,81978.0,82003.0,82045.0
5009236,37380.0,37482.0,37595.0,37731.0,37841.0,37919.0,38024.0,38247.0,38347.0,38409.0,38625.0,38689.0,38713.0,38734.0,38786.0,38813.0,38844.0,38865.0,38903.0,38942.0,38992.0,39044.0,39072.0,39212.0,39247.0,39272.0,39389.0,39430.0,39471.0,39501.0,39577.0,39625.0,39663.0,39695.0,39715.0,39740.0,39814.0,39865.0,39904.0,39937.0,40003.0,40027.0,40073.0,40108.0,40167.0,40214.0,40233.0,40253.0,40262.0,40305.0,40322.0,40347.0,40365.0,40417.0,40541.0,40587.0,40626.0,40688.0,40774.0,40848.0,40884.0,40908.0,40981.0,41017.0,41096.0,41167.0,41200.0,41224.0,41296.0
5009238,49980.0,50086.0,50204.0,50346.0,50461.0,50543.0,50651.0,50881.0,50984.0,51048.0,51270.0,51329.0,51357.0,51381.0,51442.0,51467.0,51498.0,51519.0,51557.0,51600.0,51654.0,51711.0,51741.0,51896.0,51935.0,51963.0,52099.0,52142.0,52183.0,52216.0,52288.0,52334.0,52377.0,52428.0,52460.0,52499.0,52611.0,52686.0,52728.0,52763.0,52833.0,52850.0,52884.0,52910.0,52953.0,52998.0,53015.0,53033.0,53042.0,53086.0,53106.0,53132.0,53152.0,53207.0,53351.0,53404.0,53449.0,53521.0,53620.0,53702.0,53743.0,53768.0,53843.0,53879.0,53957.0,54028.0,54060.0,54088.0,54163.0
5009240,62580.0,62713.0,62861.0,63039.0,63183.0,63288.0,63422.0,63707.0,63818.0,63886.0,64097.0,64159.0,64192.0,64221.0,64328.0,64357.0,64392.0,64415.0,64456.0,64506.0,64570.0,64637.0,64673.0,64853.0,64899.0,64931.0,65094.0,65142.0,65194.0,65233.0,65338.0,65405.0,65468.0,65518.0,65549.0,65586.0,65744.0,65823.0,65889.0,65944.0,66021.0,66038.0,66076.0,66105.0,66155.0,66201.0,66220.0,66239.0,66248.0,66299.0,66318.0,66347.0,66366.0,66436.0,66596.0,66655.0,66705.0,66785.0,66895.0,66991.0,67038.0,67063.0,67138.0,67176.0,67259.0,67334.0,67369.0,67397.0,67485.0
5009242,73380.0,73487.0,73606.0,73749.0,73865.0,73950.0,74068.0,74318.0,74402.0,74453.0,74660.0,74714.0,74752.0,74785.0,74841.0,74868.0,74902.0,74925.0,74966.0,75013.0,75073.0,75136.0,75169.0,75317.0,75355.0,75381.0,75544.0,75589.0,75633.0,75671.0,75745.0,75793.0,75831.0,75865.0,75886.0,75912.0,75978.0,76038.0,76086.0,76125.0,76199.0,76214.0,76251.0,76280.0,76328.0,76373.0,76392.0,76412.0,76421.0,76461.0,76482.0,76507.0,76522.0,76579.0,76699.0,76743.0,76780.0,76840.0,76922.0,76998.0,77035.0,77057.0,77125.0,77162.0,77244.0,77318.0,77353.0,77380.0,77443.0
5009244,84180.0,84248.0,84323.0,84414.0,84487.0,84540.0,84645.0,84867.0,84932.0,84972.0,85157.0,85194.0,85220.0,85242.0,85284.0,85309.0,85339.0,85359.0,85395.0,85430.0,85475.0,85522.0,85547.0,85666.0,85696.0,85717.0,85827.0,85867.0,85910.0,85942.0,86001.0,86039.0,86071.0,86097.0,86113.0,86132.0,86186.0,86225.0,86262.0,86292.0,86358.0,86373.0,86406.0,86431.0,86473.0,86517.0,86537.0,86556.0,86565.0,86594.0,86608.0,86628.0,86644.0,86695.0,86794.0,86830.0,86861.0,86911.0,86979.0,87049.0,87083.0,87104.0,87166.0,87201.0,87277.0,87346.0,87378.0,87403.0,87445.0
5011304,30180.0,30291.0,30414.0,30562.0,30681.0,30767.0,30860.0,31058.0,31166.0,31232.0,31485.0,31522.0,31551.0,31576.0,31655.0,31681.0,31713.0,31736.0,31777.0,31830.0,31898.0,31969.0,32007.0,32159.0,32198.0,32225.0,32363.0,32409.0,32452.0,32495.0,32608.0,32680.0,32761.0,32816.0,32850.0,32891.0,32971.0,33029.0,33070.0,33103.0,33166.0,33178.0,33213.0,33240.0,33285.0,33333.0,33353.0,33371.0,33380.0,33426.0,33451.0,33478.0,33496.0,33549.0,33682.0,33731.0,33773.0,33840.0,33932.0,34013.0,34053.0,34080.0,34160.0,34197.0,34277.0,34350.0,34383.0,34404.0,34478.0
5011523,22980.0,23028.0,23082.0,23147.0,23199.0,23237.0,23308.0,23460.0,23513.0,23545.0,23707.0,23732.0,23748.0,23763.0,23796.0,23817.0,23842.0,23860.0,23892.0,23922.0,23960.0,24000.0,24020.0,24119.0,24144.0,24162.0,24253.0,24285.0,24319.0,24348.0,24408.0,24447.0,24472.0,24494.0,24508.0,24525.0,24575.0,24606.0,24650.0,24687.0,24755.0,24763.0,24788.0,24807.0,24838.0,24878.0,24894.0,24911.0,24919.0,24944.0,24954.0,24975.0,24993.0,25043.0,25122.0,25151.0,25176.0,25216.0,25271.0,25329.0,25357.0,25377.0,25437.0,25470.0,25541.0,25606.0,25636.0,25652.0,25694.0
5011525,33780.0,33842.0,33911.0,33994.0,34061.0,34109.0,34174.0,34313.0,34365.0,34397.0,34594.0,34625.0,34641.0,34655.0,34695.0,34719.0,34749.0,34771.0,34812.0,34844.0,34885.0,34928.0,34950.0,35062.0,35090.0,35110.0,35205.0,35249.0,35294.0,35322.0,35387.0,35428.0,35462.0,35493.0,35512.0,35536.0,35597.0,35638.0,35676.0,35707.0,35763.0,35772.0,35800.0,35821.0,35857.0,35902.0,35920.0,35938.0,35946.0,35978.0,35996.0,36021.0,36041.0,36080.0,36180.0,36217.0,36248.0,36298.0,36366.0,36422.0,36449.0,36469.0,36530.0,36565.0,36642.0,36712.0,36744.0,36768.0,36807.0
5011529,55380.0,55472.0,55575.0,55698.0,55798.0,55870.0,55998.0,56269.0,56359.0,56414.0,56630.0,56681.0,56715.0,56744.0,56803.0,56828.0,56858.0,56879.0,56916.0,56964.0,57024.0,57088.0,57121.0,57286.0,57328.0,57358.0,57535.0,57589.0,57637.0,57672.0,57747.0,57795.0,57840.0,57882.0,57908.0,57940.0,58014.0,58078.0,58141.0,58193.0,58277.0,58295.0,58330.0,58357.0,58403.0,58456.0,58478.0,58500.0,58511.0,58553.0,58576.0,58605.0,58630.0,58695.0,58827.0,58875.0,58916.0,58982.0,59073.0,59158.0,59200.0,59223.0,59292.0,59328.0,59408.0,59480.0,59514.0,59543.0,59610.0
5011531,66180.0,66272.0,66375.0,66498.0,66598.0,66670.0,66798.0,67069.0,67159.0,67214.0,67430.0,67481.0,67515.0,67544.0,67603.0,67628.0,67658.0,67679.0,67716.0,67764.0,67824.0,67888.0,67921.0,68086.0,68128.0,68158.0,68335.0,68389.0,68437.0,68472.0,68547.0,68595.0,68640.0,68682.0,68708.0,68740.0,68814.0,68878.0,68941.0,68993.0,69077.0,69095.0,69130.0,69157.0,69203.0,69256.0,69278.0,69300.0,69311.0,69353.0,69376.0,69405.0,69430.0,69495.0,69627.0,69675.0,69716.0,69782.0,69873.0,69958.0,70000.0,70023.0,70092.0,70128.0,70208.0,70280.0,70314.0,70343.0,70410.0
5011533,76980.0,77060.0,77149.0,77256.0,77343.0,77407.0,77540.0,77822.0,77886.0,77926.0,78113.0,78160.0,78183.0,78204.0,78259.0,78283.0,78314.0,78334.0,78370.0,78407.0,78454.0,78504.0,78530.0,78657.0,78689.0,78712.0,78827.0,78874.0,78920.0,78951.0,79027.0,79076.0,79110.0,79142.0,79161.0,79185.0,79253.0,79325.0,79380.0,79425.0,79518.0,79536.0,79571.0,79598.0,79643.0,79691.0,79710.0,79734.0,79745.0,79779.0,79797.0,79818.0,79837.0,79892.0,79996.0,80034.0,80066.0,80118.0,80190.0,80268.0,80306.0,80329.0,80398.0,80435.0,80515.0,80588.0,80622.0,80645.0,80689.0
5013659,24780.0,24868.0,24966.0,25084.0,25179.0,25249.0,25364.0,25608.0,25706.0,25766.0,25964.0,26007.0,26033.0,26056.0,26141.0,26166.0,26197.0,26219.0,26259.0,26305.0,26363.0,26424.0,26455.0,26585.0,26618.0,26642.0,26769.0,26813.0,26857.0,26887.0,26965.0,27015.0,27050.0,27084.0,27105.0,27131.0,27207.0,27274.0,27315.0,27349.0,27409.0,27422.0,27454.0,27479.0,27521.0,27565.0,27582.0,27599.0,27607.0,27653.0,27676.0,27709.0,27731.0,27785.0,27902.0,27945.0,27981.0,28040.0,28120.0,28199.0,28238.0,28261.0,28330.0,28364.0,28439.0,28507.0,28540.0,28567.0,28637.0
5013661,40980.0,41082.0,41195.0,41331.0,41441.0,41519.0,41624.0,41847.0,41947.0,42009.0,42225.0,42289.0,42313.0,42334.0,42386.0,42413.0,42444.0,42465.0,42503.0,42542.0,42592.0,42644.0,42672.0,42812.0,42847.0,42872.0,42989.0,43030.0,43071.0,43101.0,43177.0,43225.0,43263.0,43295.0,43315.0,43340.0,43414.0,43465.0,43504.0,43537.0,43603.0,43627.0,43673.0,43708.0,43767.0,43814.0,43833.0,43853.0,43862.0,43905.0,43922.0,43947.0,43965.0,44017.0,44141.0,44187.0,44226.0,44288.0,44374.0,44448.0,44484.0,44508.0,44581.0,44617.0,44696.0,44767.0,44800.0,44824.0,44896.0
5013663,53580.0,53713.0,53861.0,54039.0,54183.0,54288.0,54422.0,54707.0,54818.0,54886.0,55097.0,55159.0,55192.0,55221.0,55328.0,55357.0,55392.0,55415.0,55456.0,55506.0,55570.0,55637.0,55673.0,55853.0,55899.0,55931.0,56094.0,56142.0,56194.0,56233.0,56338.0,56405.0,56468.0,56518.0,56549.0,56586.0,56744.0,56823.0,56889.0,56944.0,57021.0,57038.0,57076.0,57105.0,57155.0,57201.0,57220.0,57239.0,57248.0,57299.0,57318.0,57347.0,57366.0,57436.0,57596.0,57655.0,57705.0,57785.0,57895.0,57991.0,58038.0,58063.0,58138.0,58176.0,58259.0,58334.0,58369.0,58397.0,58485.0
5013665,66180.0,66313.0,66461.0,66639.0,66783.0,66888.0,67022.0,67307.0,67418.0,67486.0,67697.0,67759.0,67792.0,67821.0,67928.0,67957.0,67992.0,68015.0,68056.0,68106.0,68170.0,68237.0,68273.0,68453.0,68499.0,68531.0,68694.0,68742.0,68794.0,68833.0,68938.0,69005.0,69068.0,69118.0,69149.0,69186.0,69344.0,69423.0,69489.0,69544.0,69621.0,69638.0,69676.0,69705.0,69755.0,69801.0,69820.0,69839.0,69848.0,69899.0,69918.0,69947.0,69966.0,70036.0,70196.0,70255.0,70305.0,70385.0,70495.0,70591.0,70638.0,70663.0,70738.0,70776.0,70859.0,70934.0,70969.0,70997.0,71085.0
5013667,76980.0,77048.0,77123.0,77214.0,77287.0,77340.0,77445.0,77667.0,77732.0,77772.0,77957.0,77994.0,78020.0,78042.0,78084.0,78109.0,78139.0,78159.0,78195.0,78230.0,78275.0,78322.0,78347.0,78466.0,78496.0,78517.0,78627.0,78667.0,78710.0,78742.0,78801.0,78839.0,78871.0,78897.0,78913.0,78932.0,78986.0,79025.0,79062.0,79092.0,79158.0,79173.0,79206.0,79231.0,79273.0,79317.0,79337.0,79356.0,79365.0,79394.0,79408.0,79428.0,79444.0,79495.0,79594.0,79630.0,79661.0,79711.0,79779.0,79849.0,79883.0,79904.0,79966.0,80001.0,80077.0,80146.0,80178.0,80203.0,80245.0
5014939,35580.0,35682.0,35795.0,35931.0,36041.0,36119.0,36224.0,36447.0,36547.0,36609.0,36825.0,36889.0,36913.0,36934.0,36986.0,37013.0,37044.0,37065.0,37103.0,37142.0,37192.0,37244.0,37272.0,37412.0,37447.0,37472.0,37589.0,37630.0,37671.0,37701.0,37777.0,37825.0,37863.0,37895.0,37915.0,37940.0,38014.0,38065.0,38104.0,38137.0,38203.0,38227.0,38273.0,38308.0,38367.0,38414.0,38433.0,38453.0,38462.0,38505.0,38522.0,38547.0,38565.0,38617.0,38741.0,38787.0,38826.0,38888.0,38974.0,39048.0,39084.0,39108.0,39181.0,39217.0,39296.0,39367.0,39400.0,39424.0,39496.0
5014941,48180.0,48286.0,48404.0,48546.0,48661.0,48743.0,48851.0,49081.0,49184.0,49248.0,49470.0,49529.0,49557.0,49581.0,49642.0,49667.0,49698.0,49719.0,49757.0,49800.0,49854.0,49911.0,49941.0,50096.0,50135.0,50163.0,50299.0,50342.0,50383.0,50416.0,50488.0,50534.0,50577.0,50628.0,50660.0,50699.0,50811.0,50886.0,50928.0,50963.0,51033.0,51050.0,51084.0,51110.0,51153.0,51198.0,51215.0,51233.0,51242.0,51286.0,51306.0,51332.0,51352.0,51407.0,51551.0,51604.0,51649.0,51721.0,51820.0,51902.0,51943.0,51968.0,52043.0,52079.0,52157.0,52228.0,52260.0,52288.0,52363.0
5014943,60780.0,60913.0,61061.0,61239.0,61383.0,61488.0,61622.0,61907.0,62018.0,62086.0,62297.0,62359.0,62392.0,62421.0,62528.0,62557.0,62592.0,62615.0,62656.0,62706.0,62770.0,62837.0,62873.0,63053.0,63099.0,63131.0,63294.0,63342.0,63394.0,63433.0,63538.0,63605.0,63668.0,63718.0,63749.0,63786.0,63944.0,64023.0,64089.0,64144.0,64221.0,64238.0,64276.0,64305.0,64355.0,64401.0,64420.0,64439.0,64448.0,64499.0,64518.0,64547.0,64566.0,64636.0,64796.0,64855.0,64905.0,64985.0,65095.0,65191.0,65238.0,65263.0,65338.0,65376.0,65459.0,65534.0,65569.0,65597.0,65685.0
5015595,26580.0,26628.0,26682.0,26747.0,26799.0,26837.0,26908.0,27060.0,27113.0,27145.0,27307.0,27332.0,27348.0,27363.0,27396.0,27417.0,27442.0,27460.0,27492.0,27522.0,27560.0,27600.0,27620.0,27719.0,27744.0,27762.0,27853.0,27885.0,27919.0,27948.0,28008.0,28047.0,28072.0,28094.0,28108.0,28125.0,28175.0,28206.0,28250.0,28287.0,28355.0,28363.0,28388.0,28407.0,28438.0,28478.0,28494.0,28511.0,28519.0,28544.0,28554.0,28575.0,28593.0,28643.0,28722.0,28751.0,28776.0,28816.0,28871.0,28929.0,28957.0,28977.0,29037.0,29070.0,29141.0,29206.0,29236.0,29252.0,29294.0
5015597,37380.0,37461.0,37551.0,37659.0,37746.0,37809.0,37893.0,38070.0,38160.0,38216.0,38418.0,38474.0,38496.0,38516.0,38569.0,38592.0,38625.0,38647.0,38687.0,38729.0,38783.0,38839.0,38869.0,39017.0,39055.0,39081.0,39193.0,39234.0,39272.0,39303.0,39376.0,39423.0,39458.0,39490.0,39509.0,39533.0,39607.0,39651.0,39689.0,39721.0,39785.0,39793.0,39827.0,39853.0,39896.0,39941.0,39959.0,39980.0,39990.0,40029.0,40047.0,40078.0,40098.0,40153.0,40277.0,40322.0,40361.0,40423.0,40508.0,40601.0,40647.0,40668.0,40732.0,40768.0,40846.0,40917.0,40949.0,40963.0,41037.0
5015599,48180.0,48265.0,48359.0,48472.0,48563.0,48629.0,48724.0,48925.0,49020.0,49079.0,49276.0,49329.0,49354.0,49376.0,49438.0,49463.0,49503.0,49530.0,49578.0,49620.0,49673.0,49729.0,49758.0,49920.0,49961.0,49990.0,50138.0,50179.0,50220.0,50249.0,50353.0,50419.0,50464.0,50498.0,50519.0,50544.0,50613.0,50688.0,50736.0,50775.0,50844.0,50865.0,50898.0,50923.0,50966.0,51013.0,51031.0,51049.0,51058.0,51093.0,51114.0,51142.0,51163.0,51215.0,51344.0,51391.0,51431.0,51496.0,51586.0,51670.0,51711.0,51735.0,51808.0,51845.0,51925.0,51998.0,52031.0,52056.0,52131.0
5015601,58980.0,59072.0,59175.0,59298.0,59398.0,59470.0,59598.0,59869.0,59959.0,60014.0,60230.0,60281.0,60315.0,60344.0,60403.0,60428.0,60458.0,60479.0,60516.0,60564.0,60624.0,60688.0,60721.0,60886.0,60928.0,60958.0,61135.0,61189.0,61237.0,61272.0,61347.0,61395.0,61440.0,61482.0,61508.0,61540.0,61614.0,61678.0,61741.0,61793.0,61877.0,61895.0,61930.0,61957.0,62003.0,62056.0,62078.0,62100.0,62111.0,62153.0,62176.0,62205.0,62230.0,62295.0,62427.0,62475.0,62516.0,62582.0,62673.0,62758.0,62800.0,62823.0,62892.0,62928.0,63008.0,63080.0,63114.0,63143.0,63210.0
5015603,69780.0,69891.0,70014.0,70162.0,70281.0,70367.0,70518.0,70837.0,70908.0,70951.0,71229.0,71291.0,71322.0,71350.0,71409.0,71434.0,71463.0,71484.0,71521.0,71557.0,71602.0,71650.0,71675.0,71819.0,71855.0,71881.0,72035.0,72077.0,72117.0,72142.0,72228.0,72283.0,72324.0,72356.0,72376.0,72400.0,72486.0,72560.0,72610.0,72652.0,72752.0,72776.0,72811.0,72838.0,72884.0,72929.0,72948.0,72967.0,72976.0,73003.0,73025.0,73065.0,73086.0,73146.0,73289.0,73341.0,73385.0,73456.0,73555.0,73623.0,73656.0,73676.0,73736.0,73775.0,73860.0,73937.0,73973.0,74010.0,74078.0
5015605,80580.0,80660.0,80749.0,80856.0,80943.0,81007.0,81140.0,81422.0,81486.0,81526.0,81713.0,81760.0,81783.0,81804.0,81859.0,81883.0,81914.0,81934.0,81970.0,82007.0,82054.0,82104.0,82130.0,82257.0,82289.0,82312.0,82427.0,82474.0,82520.0,82551.0,82627.0,82676.0,82710.0,82742.0,82761.0,82785.0,82853.0,82925.0,82980.0,83025.0,83118.0,83136.0,83171.0,83198.0,83243.0,83291.0,83310.0,83334.0,83345.0,83379.0,83397.0,83418.0,83437.0,83492.0,83596.0,83634.0,83666.0,83718.0,83790.0,83868.0,83906.0,83929.0,83998.0,84035.0,84115.0,84188.0,84222.0,84245.0,84289.0
5018228,46380.0,46486.0,46604.0,46746.0,46861.0,46943.0,47051.0,47281.0,47384.0,47448.0,47670.0,47729.0,47757.0,47781.0,47842.0,47867.0,47898.0,47919.0,47957.0,48000.0,48054.0,48111.0,48141.0,48296.0,48335.0,48363.0,48499.0,48542.0,48583.0,48616.0,48688.0,48734.0,48777.0,48828.0,48860.0,48899.0,49011.0,49086.0,49128.0,49163.0,49233.0,49250.0,49284.0,49310.0,49353.0,49398.0,49415.0,49433.0,49442.0,49486.0,49506.0,49532.0,49552.0,49607.0,49751.0,49804.0,49849.0,49921.0,50020.0,50102.0,50143.0,50168.0,50243.0,50279.0,50357.0,50428.0,50460.0,50488.0,50563.0
5018230,58980.0,59113.0,59261.0,59439.0,59583.0,59688.0,59822.0,60107.0,60218.0,60286.0,60497.0,60559.0,60592.0,60621.0,60728.0,60757.0,60792.0,60815.0,60856.0,60906.0,60970.0,61037.0,61073.0,61253.0,61299.0,61331.0,61494.0,61542.0,61594.0,61633.0,61738.0,61805.0,61868.0,61918.0,61949.0,61986.0,62144.0,62223.0,62289.0,62344.0,62421.0,62438.0,62476.0,62505.0,62555.0,62601.0,62620.0,62639.0,62648.0,62699.0,62718.0,62747.0,62766.0,62836.0,62996.0,63055.0,63105.0,63185.0,63295.0,63391.0,63438.0,63463.0,63538.0,63576.0,63659.0,63734.0,63769.0,63797.0,63885.0
5018232,71580.0,71687.0,71806.0,71949.0,72065.0,72150.0,72268.0,72518.0,72602.0,72653.0,72860.0,72914.0,72952.0,72985.0,73041.0,73068.0,73102.0,73125.0,73166.0,73213.0,73273.0,73336.0,73369.0,73517.0,73555.0,73581.0,73744.0,73789.0,73833.0,73871.0,73945.0,73993.0,74031.0,74065.0,74086.0,74112.0,74178.0,74238.0,74286.0,74325.0,74399.0,74414.0,74451.0,74480.0,74528.0,74573.0,74592.0,74612.0,74621.0,74661.0,74682.0,74707.0,74722.0,74779.0,74899.0,74943.0,74980.0,75040.0,75122.0,75198.0,75235.0,75257.0,75325.0,75362.0,75444.0,75518.0,75553.0,75580.0,75643.0
5018234,82380.0,82448.0,82523.0,82614.0,82687.0,82740.0,82845.0,83067.0,83132.0,83172.0,83357.0,83394.0,83420.0,83442.0,83484.0,83509.0,83539.0,83559.0,83595.0,83630.0,83675.0,83722.0,83747.0,83866.0,83896.0,83917.0,84027.0,84067.0,84110.0,84142.0,84201.0,84239.0,84271.0,84297.0,84313.0,84332.0,84386.0,84425.0,84462.0,84492.0,84558.0,84573.0,84606.0,84631.0,84673.0,84717.0,84737.0,84756.0,84765.0,84794.0,84808.0,84828.0,84844.0,84895.0,84994.0,85030.0,85061.0,85111.0,85179.0,85249.0,85283.0,85304.0,85366.0,85401.0,85477.0,85546.0,85578.0,85603.0,85645.0
5019460,51780.0,51865.0,51959.0,52072.0,52163.0,52229.0,52324.0,52525.0,52620.0,52679.0,52876.0,52929.0,52954.0,52976.0,53038.0,53063.0,53103.0,53130.0,53178.0,53220.0,53273.0,53329.0,53358.0,53520.0,53561.0,53590.0,53738.0,53779.0,53820.0,53849.0,53953.0,54019.0,54064.0,54098.0,54119.0,54144.0,54213.0,54288.0,54336.0,54375.0,54444.0,54465.0,54498.0,54523.0,54566.0,54613.0,54631.0,54649.0,54658.0,54693.0,54714.0,54742.0,54763.0,54815.0,54944.0,54991.0,55031.0,55096.0,55186.0,55270.0,55311.0,55335.0,55408.0,55445.0,55525.0,55598.0,55631.0,55656.0,55731.0
