tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P
0,3917.0,3918.0,3926.0,7074.0,3919.0,3920.0,3921.0,3922.0,3923.0,3112.0,3924.0,3927.0,3928.0,3929.0,7108.0,3935.0,3936.0,7110.0,3938.0,3939.0,3940.0,3941.0,3943.0,3944.0,3945.0,3946.0,4001.0,3949.0,3950.0,3372.0,3373.0,3374.0,2233.0,2232.0,2234.0,2235.0,2236.0,2237.0,2238.0,5056.0,2239.0,2241.0,2242.0,2243.0,2244.0,2245.0,2246.0,2247.0,2248.0,2249.0,2250.0,2251.0,1472.0,4408.0,1473.0,1474.0,1476.0,7453.0,1478.0,1479.0,315.0,347.0,406.0,2810.0,7385.0
5009235,31320.0,31380.0,31475.0,31536.0,31629.0,31716.0,31760.0,31833.0,31908.0,31968.0,32091.0,32194.0,32261.0,32342.0,32435.0,32655.0,32717.0,32749.0,32768.0,32839.0,32865.0,32875.0,32897.0,32922.0,32975.0,33023.0,33085.0,33204.0,33241.0,33342.0,33404.0,33528.0,33639.0,33680.0,33727.0,33754.0,33823.0,33835.0,33853.0,33873.0,33976.0,34138.0,34186.0,34308.0,34361.0,34426.0,34530.0,34592.0,34629.0,34657.0,34689.0,34760.0,34840.0,34918.0,34962.0,35115.0,35286.0,35489.0,35659.0,35775.0,36047.0,36143.0,36253.0,36364.0,36417.0
