tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P
5003933,72900.0,72960.0,73006.0,73071.0,73154.0,73253.0,73326.0,73449.0,73644.0,73726.0,73915.0,73950.0,73996.0,74051.0,74101.0,74127.0,74165.0,74265.0,74312.0,74350.0,74420.0,74499.0,74556.0,74626.0,74669.0,74696.0,74810.0,74974.0,75060.0,75110.0,75135.0,75212.0,75246.0,75301.0,75359.0,75465.0,75503.0,75542.0,75649.0,75689.0,75739.0,75768.0,75805.0,75843.0,75870.0,75887.0,75908.0,75945.0,75971.0,76003.0,76057.0
5003935,80100.0,80158.0,80203.0,80267.0,80348.0,80426.0,80484.0,80543.0,80654.0,80700.0,80808.0,80837.0,80875.0,80920.0,80965.0,80989.0,81021.0,81104.0,81145.0,81179.0,81238.0,81296.0,81344.0,81403.0,81444.0,81474.0,81590.0,81758.0,81845.0,81895.0,81918.0,81991.0,82026.0,82085.0,82138.0,82233.0,82267.0,82302.0,82397.0,82430.0,82471.0,82495.0,82530.0,82566.0,82592.0,82609.0,82629.0,82665.0,82690.0,82720.0,82770.0
5004015,46200.0,46260.0,46306.0,46372.0,46456.0,46550.0,46620.0,46689.0,46751.0,46777.0,46836.0,46880.0,46938.0,47008.0,47075.0,47110.0,47155.0,47273.0,47333.0,47382.0,47483.0,47574.0,47635.0,47710.0,47754.0,47795.0,47940.0,48149.0,48247.0,48304.0,48325.0,48405.0,48433.0,48517.0,48575.0,48721.0,48773.0,48826.0,48973.0,49023.0,49085.0,49120.0,49157.0,49195.0,49222.0,49239.0,49260.0,49297.0,49323.0,49355.0,49409.0
5004019,64200.0,64270.0,64323.0,64399.0,64497.0,64600.0,64676.0,64774.0,64872.0,64913.0,65007.0,65062.0,65134.0,65219.0,65297.0,65338.0,65380.0,65491.0,65553.0,65604.0,65702.0,65788.0,65852.0,65932.0,65977.0,66015.0,66144.0,66332.0,66429.0,66486.0,66510.0,66595.0,66638.0,66731.0,66790.0,66934.0,66985.0,67038.0,67182.0,67229.0,67287.0,67321.0,67361.0,67402.0,67431.0,67450.0,67472.0,67512.0,67540.0,67574.0,67631.0
5004512,19800.0,19848.0,19885.0,19938.0,20005.0,20087.0,20148.0,20219.0,20263.0,20282.0,20325.0,20353.0,20390.0,20433.0,20477.0,20500.0,20532.0,20617.0,20651.0,20679.0,20741.0,20806.0,20858.0,20922.0,20971.0,21000.0,21128.0,21313.0,21400.0,21451.0,21471.0,21542.0,21567.0,21622.0,21671.0,21749.0,21777.0,21805.0,21883.0,21912.0,21947.0,21967.0,21997.0,22027.0,22049.0,22063.0,22080.0,22110.0,22131.0,22156.0,22197.0
5004517,43800.0,43860.0,43906.0,43972.0,44056.0,44150.0,44220.0,44289.0,44351.0,44377.0,44436.0,44480.0,44538.0,44608.0,44675.0,44710.0,44755.0,44873.0,44933.0,44982.0,45083.0,45174.0,45235.0,45310.0,45354.0,45395.0,45540.0,45749.0,45847.0,45904.0,45925.0,46005.0,46033.0,46117.0,46175.0,46321.0,46373.0,46426.0,46573.0,46623.0,46685.0,46720.0,46757.0,46795.0,46822.0,46839.0,46860.0,46897.0,46923.0,46955.0,47009.0
5004521,61980.0,62050.0,62103.0,62179.0,62277.0,62380.0,62456.0,62554.0,62652.0,62693.0,62787.0,62842.0,62914.0,62999.0,63077.0,63118.0,63160.0,63271.0,63333.0,63384.0,63482.0,63568.0,63632.0,63712.0,63757.0,63795.0,63924.0,64112.0,64209.0,64266.0,64290.0,64375.0,64418.0,64511.0,64570.0,64714.0,64765.0,64818.0,64962.0,65009.0,65067.0,65101.0,65141.0,65182.0,65211.0,65230.0,65252.0,65292.0,65320.0,65354.0,65411.0
5004646,21600.0,21648.0,21685.0,21738.0,21805.0,21887.0,21948.0,22019.0,22063.0,22082.0,22125.0,22153.0,22190.0,22233.0,22277.0,22300.0,22332.0,22417.0,22451.0,22479.0,22541.0,22606.0,22658.0,22722.0,22771.0,22800.0,22928.0,23113.0,23200.0,23251.0,23271.0,23342.0,23367.0,23422.0,23471.0,23549.0,23577.0,23605.0,23683.0,23712.0,23747.0,23767.0,23797.0,23827.0,23849.0,23863.0,23880.0,23910.0,23931.0,23956.0,23997.0
5004648,29400.0,29466.0,29516.0,29587.0,29678.0,29779.0,29853.0,29951.0,30011.0,30036.0,30094.0,30134.0,30186.0,30248.0,30321.0,30359.0,30404.0,30523.0,30582.0,30630.0,30719.0,30807.0,30872.0,30954.0,31003.0,31038.0,31171.0,31363.0,31463.0,31521.0,31543.0,31623.0,31648.0,31727.0,31786.0,31904.0,31946.0,31989.0,32108.0,32148.0,32198.0,32227.0,32263.0,32300.0,32326.0,32343.0,32363.0,32399.0,32424.0,32455.0,32505.0
5004652,47400.0,47460.0,47506.0,47572.0,47656.0,47750.0,47820.0,47889.0,47951.0,47977.0,48036.0,48080.0,48138.0,48208.0,48275.0,48310.0,48355.0,48473.0,48533.0,48582.0,48683.0,48774.0,48835.0,48910.0,48954.0,48995.0,49140.0,49349.0,49447.0,49504.0,49525.0,49605.0,49633.0,49717.0,49775.0,49921.0,49973.0,50026.0,50173.0,50223.0,50285.0,50320.0,50357.0,50395.0,50422.0,50439.0,50460.0,50497.0,50523.0,50555.0,50609.0
5004656,65400.0,65470.0,65523.0,65599.0,65697.0,65800.0,65876.0,65974.0,66072.0,66113.0,66207.0,66262.0,66334.0,66419.0,66497.0,66538.0,66580.0,66691.0,66753.0,66804.0,66902.0,66988.0,67052.0,67132.0,67177.0,67215.0,67344.0,67532.0,67629.0,67686.0,67710.0,67795.0,67838.0,67931.0,67990.0,68134.0,68185.0,68238.0,68382.0,68429.0,68487.0,68521.0,68561.0,68602.0,68631.0,68650.0,68672.0,68712.0,68740.0,68774.0,68831.0
5004658,74700.0,74760.0,74806.0,74871.0,74954.0,75053.0,75126.0,75249.0,75444.0,75526.0,75715.0,75750.0,75796.0,75851.0,75901.0,75927.0,75965.0,76065.0,76112.0,76150.0,76220.0,76299.0,76356.0,76426.0,76469.0,76496.0,76610.0,76774.0,76860.0,76910.0,76935.0,77012.0,77046.0,77101.0,77159.0,77265.0,77303.0,77342.0,77449.0,77489.0,77539.0,77568.0,77605.0,77643.0,77670.0,77687.0,77708.0,77745.0,77771.0,77803.0,77857.0
5004660,81900.0,81958.0,82003.0,82067.0,82148.0,82226.0,82284.0,82343.0,82454.0,82500.0,82608.0,82637.0,82675.0,82720.0,82765.0,82789.0,82821.0,82904.0,82945.0,82979.0,83038.0,83096.0,83144.0,83203.0,83244.0,83274.0,83390.0,83558.0,83645.0,83695.0,83718.0,83791.0,83826.0,83885.0,83938.0,84033.0,84067.0,84102.0,84197.0,84230.0,84271.0,84295.0,84330.0,84366.0,84392.0,84409.0,84429.0,84465.0,84490.0,84520.0,84570.0
5004992,52200.0,52260.0,52306.0,52372.0,52456.0,52550.0,52620.0,52689.0,52751.0,52777.0,52836.0,52880.0,52938.0,53008.0,53075.0,53110.0,53155.0,53273.0,53333.0,53382.0,53483.0,53574.0,53635.0,53710.0,53754.0,53795.0,53940.0,54149.0,54247.0,54304.0,54325.0,54405.0,54433.0,54517.0,54575.0,54721.0,54773.0,54826.0,54973.0,55023.0,55085.0,55120.0,55157.0,55195.0,55222.0,55239.0,55260.0,55297.0,55323.0,55355.0,55409.0
5004994,61200.0,61270.0,61323.0,61399.0,61497.0,61600.0,61676.0,61774.0,61872.0,61913.0,62007.0,62062.0,62134.0,62219.0,62297.0,62338.0,62380.0,62491.0,62553.0,62604.0,62702.0,62788.0,62852.0,62932.0,62977.0,63015.0,63144.0,63332.0,63429.0,63486.0,63510.0,63595.0,63638.0,63731.0,63790.0,63934.0,63985.0,64038.0,64182.0,64229.0,64287.0,64321.0,64361.0,64402.0,64431.0,64450.0,64472.0,64512.0,64540.0,64574.0,64631.0
5005225,52200.0,52269.0,52322.0,52398.0,52494.0,52570.0,52627.0,52687.0,52733.0,52752.0,52796.0,52829.0,52872.0,52923.0,52971.0,52997.0,53036.0,53137.0,53187.0,53228.0,53319.0,53390.0,53445.0,53513.0,53551.0,53581.0,53722.0,53927.0,54048.0,54118.0,54145.0,54224.0,54256.0,54352.0,54413.0,54573.0,54630.0,54688.0,54849.0,54889.0,54939.0,54967.0,55003.0,55040.0,55066.0,55083.0,55103.0,55139.0,55164.0,55195.0,55245.0
5005796,61800.0,61851.0,61890.0,61945.0,62015.0,62092.0,62149.0,62210.0,62256.0,62275.0,62320.0,62357.0,62406.0,62463.0,62528.0,62563.0,62598.0,62689.0,62747.0,62794.0,62881.0,62959.0,63008.0,63070.0,63110.0,63138.0,63252.0,63417.0,63502.0,63552.0,63576.0,63651.0,63679.0,63737.0,63797.0,63956.0,64013.0,64071.0,64231.0,64269.0,64316.0,64344.0,64379.0,64415.0,64441.0,64458.0,64478.0,64514.0,64539.0,64569.0,64619.0
5005811,71100.0,71160.0,71206.0,71271.0,71354.0,71453.0,71526.0,71649.0,71844.0,71926.0,72115.0,72150.0,72196.0,72251.0,72301.0,72327.0,72365.0,72465.0,72512.0,72550.0,72620.0,72699.0,72756.0,72826.0,72869.0,72896.0,73010.0,73174.0,73260.0,73310.0,73335.0,73412.0,73446.0,73501.0,73559.0,73665.0,73703.0,73742.0,73849.0,73889.0,73939.0,73968.0,74005.0,74043.0,74070.0,74087.0,74108.0,74145.0,74171.0,74203.0,74257.0
5006644,39600.0,39661.0,39708.0,39775.0,39860.0,39962.0,40038.0,40112.0,40173.0,40198.0,40257.0,40299.0,40354.0,40420.0,40480.0,40512.0,40555.0,40667.0,40731.0,40784.0,40881.0,40968.0,41030.0,41108.0,41149.0,41190.0,41319.0,41505.0,41600.0,41655.0,41677.0,41754.0,41782.0,41852.0,41905.0,42053.0,42106.0,42160.0,42308.0,42354.0,42411.0,42444.0,42480.0,42517.0,42543.0,42560.0,42580.0,42616.0,42641.0,42672.0,42723.0
5006646,48600.0,48660.0,48706.0,48772.0,48856.0,48950.0,49020.0,49089.0,49151.0,49177.0,49236.0,49280.0,49338.0,49408.0,49475.0,49510.0,49555.0,49673.0,49733.0,49782.0,49883.0,49974.0,50035.0,50110.0,50154.0,50195.0,50340.0,50549.0,50647.0,50704.0,50725.0,50805.0,50833.0,50917.0,50975.0,51121.0,51173.0,51226.0,51373.0,51423.0,51485.0,51520.0,51557.0,51595.0,51622.0,51639.0,51660.0,51697.0,51723.0,51755.0,51809.0
5006893,32400.0,32452.0,32492.0,32549.0,32620.0,32710.0,32776.0,32876.0,32917.0,32934.0,32974.0,33021.0,33083.0,33157.0,33205.0,33230.0,33260.0,33338.0,33390.0,33432.0,33497.0,33575.0,33624.0,33684.0,33734.0,33756.0,33870.0,34035.0,34123.0,34175.0,34196.0,34268.0,34293.0,34338.0,34393.0,34499.0,34537.0,34576.0,34683.0,34724.0,34774.0,34803.0,34831.0,34859.0,34879.0,34892.0,34907.0,34935.0,34954.0,34978.0,35018.0
5006895,39900.0,39960.0,40006.0,40072.0,40155.0,40229.0,40283.0,40377.0,40427.0,40448.0,40497.0,40542.0,40601.0,40671.0,40717.0,40741.0,40779.0,40880.0,40958.0,41023.0,41097.0,41200.0,41247.0,41305.0,41353.0,41398.0,41513.0,41680.0,41767.0,41818.0,41840.0,41913.0,41938.0,42030.0,42100.0,42243.0,42294.0,42346.0,42491.0,42530.0,42578.0,42605.0,42640.0,42675.0,42701.0,42717.0,42736.0,42771.0,42795.0,42825.0,42874.0
5006897,48000.0,48047.0,48083.0,48134.0,48198.0,48300.0,48376.0,48448.0,48505.0,48529.0,48583.0,48623.0,48675.0,48737.0,48798.0,48830.0,48864.0,48953.0,49016.0,49068.0,49170.0,49257.0,49315.0,49388.0,49430.0,49455.0,49576.0,49752.0,49843.0,49896.0,49917.0,49994.0,50023.0,50125.0,50181.0,50327.0,50379.0,50432.0,50579.0,50619.0,50669.0,50698.0,50732.0,50767.0,50792.0,50808.0,50827.0,50861.0,50885.0,50914.0,50964.0
5006899,56400.0,56451.0,56490.0,56545.0,56615.0,56692.0,56749.0,56810.0,56856.0,56875.0,56920.0,56957.0,57006.0,57063.0,57128.0,57163.0,57198.0,57289.0,57347.0,57394.0,57481.0,57559.0,57608.0,57670.0,57710.0,57738.0,57852.0,58017.0,58102.0,58152.0,58176.0,58251.0,58279.0,58337.0,58397.0,58556.0,58613.0,58671.0,58831.0,58869.0,58916.0,58944.0,58979.0,59015.0,59041.0,59058.0,59078.0,59114.0,59139.0,59169.0,59219.0
5006901,64800.0,64851.0,64890.0,64945.0,65015.0,65092.0,65149.0,65210.0,65256.0,65275.0,65320.0,65357.0,65406.0,65463.0,65528.0,65563.0,65598.0,65689.0,65747.0,65794.0,65881.0,65959.0,66008.0,66070.0,66110.0,66138.0,66252.0,66417.0,66502.0,66552.0,66576.0,66651.0,66679.0,66737.0,66797.0,66956.0,67013.0,67071.0,67231.0,67269.0,67316.0,67344.0,67379.0,67415.0,67441.0,67458.0,67478.0,67514.0,67539.0,67569.0,67619.0
5007086,53700.0,53760.0,53806.0,53872.0,53956.0,54050.0,54120.0,54189.0,54251.0,54277.0,54336.0,54380.0,54438.0,54508.0,54575.0,54610.0,54655.0,54773.0,54833.0,54882.0,54983.0,55074.0,55135.0,55210.0,55254.0,55295.0,55440.0,55649.0,55747.0,55804.0,55825.0,55905.0,55933.0,56017.0,56075.0,56221.0,56273.0,56326.0,56473.0,56523.0,56585.0,56620.0,56657.0,56695.0,56722.0,56739.0,56760.0,56797.0,56823.0,56855.0,56909.0
5007087,66300.0,66370.0,66423.0,66499.0,66597.0,66700.0,66776.0,66874.0,66972.0,67013.0,67107.0,67162.0,67234.0,67319.0,67397.0,67438.0,67480.0,67591.0,67653.0,67704.0,67802.0,67888.0,67952.0,68032.0,68077.0,68115.0,68244.0,68432.0,68529.0,68586.0,68610.0,68695.0,68738.0,68831.0,68890.0,69034.0,69085.0,69138.0,69282.0,69329.0,69387.0,69421.0,69461.0,69502.0,69531.0,69550.0,69572.0,69612.0,69640.0,69674.0,69731.0
5007634,27000.0,27042.0,27074.0,27120.0,27180.0,27249.0,27300.0,27360.0,27385.0,27396.0,27420.0,27435.0,27455.0,27480.0,27519.0,27540.0,27573.0,27660.0,27693.0,27720.0,27780.0,27840.0,27893.0,27960.0,28020.0,28080.0,28227.0,28440.0,28516.0,28560.0,28620.0,28680.0,28740.0,28800.0,28860.0,28948.0,28979.0,29011.0,29100.0,29120.0,29145.0,29160.0,29191.0,29223.0,29246.0,29260.0,29277.0,29308.0,29330.0,29357.0,29400.0
5007636,34200.0,34252.0,34292.0,34349.0,34420.0,34510.0,34576.0,34676.0,34717.0,34734.0,34774.0,34821.0,34883.0,34957.0,35005.0,35030.0,35060.0,35138.0,35190.0,35232.0,35297.0,35375.0,35424.0,35484.0,35534.0,35556.0,35670.0,35835.0,35923.0,35975.0,35996.0,36068.0,36093.0,36138.0,36193.0,36299.0,36337.0,36376.0,36483.0,36524.0,36574.0,36603.0,36631.0,36659.0,36679.0,36692.0,36707.0,36735.0,36754.0,36778.0,36818.0
5008226,63000.0,63051.0,63090.0,63145.0,63215.0,63292.0,63349.0,63410.0,63456.0,63475.0,63520.0,63557.0,63606.0,63663.0,63728.0,63763.0,63798.0,63889.0,63947.0,63994.0,64081.0,64159.0,64208.0,64270.0,64310.0,64338.0,64452.0,64617.0,64702.0,64752.0,64776.0,64851.0,64879.0,64937.0,64997.0,65156.0,65213.0,65271.0,65431.0,65469.0,65516.0,65544.0,65579.0,65615.0,65641.0,65658.0,65678.0,65714.0,65739.0,65769.0,65819.0
5008309,34200.0,34266.0,34316.0,34387.0,34478.0,34579.0,34653.0,34751.0,34811.0,34836.0,34894.0,34934.0,34986.0,35048.0,35121.0,35159.0,35204.0,35323.0,35382.0,35430.0,35519.0,35607.0,35672.0,35754.0,35803.0,35838.0,35971.0,36163.0,36263.0,36321.0,36343.0,36423.0,36448.0,36527.0,36586.0,36704.0,36746.0,36789.0,36908.0,36948.0,36998.0,37027.0,37063.0,37100.0,37126.0,37143.0,37163.0,37199.0,37224.0,37255.0,37305.0
5008354,26100.0,26148.0,26185.0,26238.0,26305.0,26387.0,26448.0,26519.0,26563.0,26582.0,26625.0,26653.0,26690.0,26733.0,26777.0,26800.0,26832.0,26917.0,26951.0,26979.0,27041.0,27106.0,27158.0,27222.0,27271.0,27300.0,27428.0,27613.0,27700.0,27751.0,27771.0,27842.0,27867.0,27922.0,27971.0,28049.0,28077.0,28105.0,28183.0,28212.0,28247.0,28267.0,28297.0,28327.0,28349.0,28363.0,28380.0,28410.0,28431.0,28456.0,28497.0
5008360,53400.0,53460.0,53506.0,53572.0,53656.0,53750.0,53820.0,53889.0,53951.0,53977.0,54036.0,54080.0,54138.0,54208.0,54275.0,54310.0,54355.0,54473.0,54533.0,54582.0,54683.0,54774.0,54835.0,54910.0,54954.0,54995.0,55140.0,55349.0,55447.0,55504.0,55525.0,55605.0,55633.0,55717.0,55775.0,55921.0,55973.0,56026.0,56173.0,56223.0,56285.0,56320.0,56357.0,56395.0,56422.0,56439.0,56460.0,56497.0,56523.0,56555.0,56609.0
5008503,55200.0,55251.0,55290.0,55345.0,55415.0,55492.0,55549.0,55610.0,55656.0,55675.0,55720.0,55757.0,55806.0,55863.0,55928.0,55963.0,55998.0,56089.0,56147.0,56194.0,56281.0,56359.0,56408.0,56470.0,56510.0,56538.0,56652.0,56817.0,56902.0,56952.0,56976.0,57051.0,57079.0,57137.0,57197.0,57356.0,57413.0,57471.0,57631.0,57669.0,57716.0,57744.0,57779.0,57815.0,57841.0,57858.0,57878.0,57914.0,57939.0,57969.0,58019.0
5008507,72000.0,72065.0,72115.0,72186.0,72277.0,72363.0,72426.0,72492.0,72540.0,72560.0,72606.0,72638.0,72679.0,72728.0,72784.0,72814.0,72853.0,72954.0,73002.0,73041.0,73108.0,73158.0,73201.0,73254.0,73289.0,73317.0,73424.0,73578.0,73653.0,73696.0,73719.0,73796.0,73832.0,73880.0,73931.0,74050.0,74092.0,74135.0,74255.0,74289.0,74331.0,74354.0,74387.0,74421.0,74445.0,74460.0,74478.0,74511.0,74534.0,74562.0,74609.0
5008509,79200.0,79250.0,79288.0,79342.0,79410.0,79493.0,79554.0,79600.0,79658.0,79682.0,79738.0,79758.0,79784.0,79815.0,79857.0,79879.0,79913.0,80004.0,80025.0,80042.0,80112.0,80187.0,80221.0,80263.0,80304.0,80336.0,80436.0,80582.0,80654.0,80696.0,80722.0,80797.0,80831.0,80884.0,80946.0,81048.0,81084.0,81121.0,81225.0,81254.0,81289.0,81309.0,81341.0,81374.0,81398.0,81413.0,81431.0,81463.0,81485.0,81513.0,81559.0
5008830,49200.0,49247.0,49283.0,49334.0,49398.0,49500.0,49576.0,49648.0,49705.0,49729.0,49783.0,49823.0,49875.0,49937.0,49998.0,50030.0,50064.0,50153.0,50216.0,50268.0,50370.0,50457.0,50515.0,50588.0,50630.0,50655.0,50776.0,50952.0,51043.0,51096.0,51117.0,51194.0,51223.0,51325.0,51381.0,51527.0,51579.0,51632.0,51779.0,51819.0,51869.0,51898.0,51932.0,51967.0,51992.0,52008.0,52027.0,52061.0,52085.0,52114.0,52164.0
5008832,57600.0,57651.0,57690.0,57745.0,57815.0,57892.0,57949.0,58010.0,58056.0,58075.0,58120.0,58157.0,58206.0,58263.0,58328.0,58363.0,58398.0,58489.0,58547.0,58594.0,58681.0,58759.0,58808.0,58870.0,58910.0,58938.0,59052.0,59217.0,59302.0,59352.0,59376.0,59451.0,59479.0,59537.0,59597.0,59756.0,59813.0,59871.0,60031.0,60069.0,60116.0,60144.0,60179.0,60215.0,60241.0,60258.0,60278.0,60314.0,60339.0,60369.0,60419.0
5008930,18000.0,18048.0,18085.0,18138.0,18205.0,18287.0,18348.0,18419.0,18463.0,18482.0,18525.0,18553.0,18590.0,18633.0,18677.0,18700.0,18732.0,18817.0,18851.0,18879.0,18941.0,19006.0,19058.0,19122.0,19171.0,19200.0,19328.0,19513.0,19600.0,19651.0,19671.0,19742.0,19767.0,19822.0,19871.0,19949.0,19977.0,20005.0,20083.0,20112.0,20147.0,20167.0,20197.0,20227.0,20249.0,20263.0,20280.0,20310.0,20331.0,20356.0,20397.0
5008936,51000.0,51060.0,51106.0,51172.0,51256.0,51350.0,51420.0,51489.0,51551.0,51577.0,51636.0,51680.0,51738.0,51808.0,51875.0,51910.0,51955.0,52073.0,52133.0,52182.0,52283.0,52374.0,52435.0,52510.0,52554.0,52595.0,52740.0,52949.0,53047.0,53104.0,53125.0,53205.0,53233.0,53317.0,53375.0,53521.0,53573.0,53626.0,53773.0,53823.0,53885.0,53920.0,53957.0,53995.0,54022.0,54039.0,54060.0,54097.0,54123.0,54155.0,54209.0
5008938,60000.0,60070.0,60123.0,60199.0,60297.0,60400.0,60476.0,60574.0,60672.0,60713.0,60807.0,60862.0,60934.0,61019.0,61097.0,61138.0,61180.0,61291.0,61353.0,61404.0,61502.0,61588.0,61652.0,61732.0,61777.0,61815.0,61944.0,62132.0,62229.0,62286.0,62310.0,62395.0,62438.0,62531.0,62590.0,62734.0,62785.0,62838.0,62982.0,63029.0,63087.0,63121.0,63161.0,63202.0,63231.0,63250.0,63272.0,63312.0,63340.0,63374.0,63431.0
5008940,69300.0,69370.0,69423.0,69499.0,69597.0,69700.0,69776.0,69874.0,69972.0,70013.0,70107.0,70162.0,70234.0,70319.0,70397.0,70438.0,70480.0,70591.0,70653.0,70704.0,70802.0,70888.0,70952.0,71032.0,71077.0,71115.0,71244.0,71432.0,71529.0,71586.0,71610.0,71695.0,71738.0,71831.0,71890.0,72034.0,72085.0,72138.0,72282.0,72329.0,72387.0,72421.0,72461.0,72502.0,72531.0,72550.0,72572.0,72612.0,72640.0,72674.0,72731.0
