tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P
0,3283.0,3284.0,3481.0,3482.0,3483.0,3484.0,3485.0,3486.0,3487.0,7415.0,7416.0,3317.0,3318.0,3320.0,2064.0,2065.0,4727.0,4728.0,461.0,2068.0,2069.0,2070.0,2084.0,768.0,769.0,770.0,771.0,772.0,773.0,774.0,775.0,776.0,777.0,906.0,907.0,908.0,909.0,786.0,792.0,7586.0,7587.0,345.0,334.0
5009908,27900.0,27964.0,28022.0,28054.0,28120.0,28199.0,28243.0,28321.0,28416.0,28548.0,28660.0,28969.0,29087.0,29138.0,29162.0,29190.0,29305.0,29380.0,29411.0,29476.0,29585.0,29707.0,29758.0,29852.0,29887.0,29955.0,29983.0,30039.0,30086.0,30142.0,30218.0,30288.0,30334.0,30412.0,30472.0,30521.0,30586.0,30653.0,30825.0,30952.0,31042.0,31105.0,31188.0
5092696,27900.0,27962.0,28018.0,28049.0,28112.0,28188.0,28230.0,28305.0,28396.0,28525.0,28633.0,28928.0,29042.0,29091.0,29114.0,29141.0,29252.0,29324.0,29354.0,29417.0,29522.0,29639.0,29688.0,29778.0,29812.0,29877.0,29904.0,29958.0,30004.0,30058.0,30130.0,30197.0,30241.0,30316.0,30374.0,30421.0,30484.0,30548.0,30713.0,30835.0,30921.0,30982.0,31062.0
5109008,27900.0,27962.0,28018.0,28049.0,28112.0,28188.0,28230.0,28305.0,28396.0,28525.0,28633.0,28928.0,29042.0,29091.0,29114.0,29141.0,29252.0,29324.0,29354.0,29417.0,29522.0,29639.0,29688.0,29778.0,29812.0,29877.0,29904.0,29958.0,30004.0,30058.0,30130.0,30197.0,30241.0,30316.0,30374.0,30421.0,30484.0,30548.0,30713.0,30835.0,30921.0,30982.0,31062.0
