tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P
5017341,55500.0,55731.0,55916.0,56179.0,56314.0,56339.0,56397.0,56430.0,56519.0,56543.0,56597.0,56640.0,56720.0,56768.0,56822.0,56876.0,56936.0,56994.0,57063.0,57108.0,57173.0,57220.0,57247.0,57316.0,57380.0,57446.0,57575.0,57660.0,57744.0,57932.0,57969.0,58025.0,58060.0,58102.0,58178.0,58316.0,58411.0,58571.0,58669.0,58710.0,58802.0,58854.0,58928.0,58965.0,58998.0,59030.0,59070.0,59100.0,59144.0,59184.0,59252.0,59314.0,59400.0,59468.0,59542.0,59601.0,59657.0,59717.0,59762.0,59799.0,59898.0
5017352,36000.0,36273.0,36463.0,36733.0,36872.0,36900.0,36967.0,37005.0,37107.0,37135.0,37198.0,37241.0,37322.0,37365.0,37413.0,37461.0,37516.0,37569.0,37633.0,37667.0,37715.0,37764.0,37792.0,37847.0,37884.0,37922.0,38012.0,38072.0,38176.0,38289.0,38311.0,38353.0,38379.0,38411.0,38472.0,38583.0,38676.0,38833.0,38948.0,38996.0,39105.0,39143.0,39233.0,39269.0,39302.0,39333.0,39373.0,39402.0,39445.0,39485.0,39552.0,39612.0,39690.0,39753.0,39814.0,39863.0,39909.0,39958.0,40004.0,40042.0,40142.0
5017354,46800.0,47073.0,47263.0,47533.0,47672.0,47700.0,47767.0,47805.0,47907.0,47935.0,47998.0,48041.0,48122.0,48165.0,48213.0,48261.0,48316.0,48369.0,48433.0,48467.0,48515.0,48564.0,48592.0,48647.0,48684.0,48722.0,48812.0,48872.0,48976.0,49089.0,49111.0,49153.0,49179.0,49211.0,49272.0,49383.0,49476.0,49633.0,49748.0,49796.0,49905.0,49943.0,50033.0,50069.0,50102.0,50133.0,50173.0,50202.0,50245.0,50285.0,50352.0,50412.0,50490.0,50553.0,50614.0,50663.0,50709.0,50758.0,50804.0,50842.0,50942.0
5017891,65700.0,65945.0,66173.0,66497.0,66664.0,66690.0,66763.0,66804.0,66915.0,66946.0,67017.0,67071.0,67173.0,67235.0,67305.0,67374.0,67462.0,67547.0,67649.0,67687.0,67742.0,67808.0,67847.0,67912.0,67950.0,67989.0,68078.0,68137.0,68216.0,68329.0,68352.0,68396.0,68423.0,68455.0,68513.0,68618.0,68702.0,68844.0,68939.0,68979.0,69069.0,69110.0,69199.0,69234.0,69265.0,69295.0,69333.0,69360.0,69400.0,69436.0,69498.0,69553.0,69640.0,69709.0,69770.0,69819.0,69865.0,69916.0,69961.0,69998.0,70095.0
5019389,61200.0,61428.0,61677.0,62031.0,62213.0,62236.0,62292.0,62323.0,62408.0,62438.0,62507.0,62543.0,62610.0,62641.0,62676.0,62711.0,62752.0,62792.0,62840.0,62862.0,62894.0,62930.0,62951.0,62995.0,63028.0,63062.0,63157.0,63219.0,63295.0,63398.0,63419.0,63467.0,63497.0,63532.0,63581.0,63668.0,63751.0,63889.0,63982.0,64021.0,64108.0,64149.0,64253.0,64292.0,64327.0,64360.0,64402.0,64434.0,64474.0,64511.0,64573.0,64628.0,64725.0,64803.0,64875.0,64933.0,64987.0,65047.0,65099.0,65142.0,65256.0
5084110,34200.0,34459.0,34713.0,35074.0,35259.0,35288.0,35351.0,35386.0,35483.0,35507.0,35562.0,35606.0,35690.0,35734.0,35784.0,35833.0,35892.0,35949.0,36017.0,36058.0,36116.0,36168.0,36198.0,36262.0,36296.0,36332.0,36421.0,36480.0,36568.0,36674.0,36695.0,36734.0,36758.0,36786.0,36849.0,36961.0,37034.0,37156.0,37255.0,37296.0,37389.0,37423.0,37494.0,37526.0,37555.0,37582.0,37617.0,37642.0,37677.0,37709.0,37764.0,37814.0,37885.0,37941.0,37994.0,38037.0,38077.0,38121.0,38163.0,38198.0,38290.0
5084414,49200.0,49408.0,49571.0,49803.0,49923.0,49948.0,49980.0,49998.0,50048.0,50065.0,50105.0,50139.0,50203.0,50234.0,50269.0,50303.0,50356.0,50407.0,50469.0,50494.0,50529.0,50588.0,50622.0,50659.0,50688.0,50718.0,50798.0,50851.0,50945.0,51077.0,51103.0,51137.0,51158.0,51182.0,51254.0,51383.0,51473.0,51625.0,51732.0,51777.0,51878.0,51915.0,51989.0,52022.0,52052.0,52081.0,52117.0,52144.0,52185.0,52222.0,52285.0,52341.0,52408.0,52462.0,52525.0,52576.0,52624.0,52675.0,52721.0,52759.0,52861.0
5084416,60600.0,60832.0,61014.0,61273.0,61407.0,61438.0,61507.0,61546.0,61651.0,61681.0,61750.0,61790.0,61865.0,61908.0,61957.0,62005.0,62057.0,62108.0,62169.0,62194.0,62231.0,62277.0,62304.0,62356.0,62388.0,62421.0,62504.0,62559.0,62618.0,62720.0,62740.0,62789.0,62819.0,62855.0,62898.0,62975.0,63070.0,63228.0,63323.0,63363.0,63452.0,63485.0,63562.0,63599.0,63633.0,63665.0,63706.0,63735.0,63774.0,63810.0,63870.0,63924.0,63988.0,64039.0,64089.0,64129.0,64166.0,64206.0,64245.0,64277.0,64362.0
5085008,28800.0,29081.0,29264.0,29524.0,29657.0,29695.0,29765.0,29804.0,29912.0,29937.0,29995.0,30043.0,30134.0,30184.0,30240.0,30296.0,30350.0,30402.0,30465.0,30521.0,30601.0,30652.0,30681.0,30738.0,30774.0,30811.0,30885.0,30933.0,31015.0,31118.0,31138.0,31176.0,31199.0,31227.0,31282.0,31380.0,31451.0,31570.0,31666.0,31706.0,31797.0,31835.0,31915.0,31948.0,31978.0,32006.0,32042.0,32067.0,32108.0,32145.0,32208.0,32265.0,32343.0,32406.0,32458.0,32499.0,32538.0,32580.0,32628.0,32668.0,32774.0
5085010,39600.0,39863.0,40046.0,40306.0,40439.0,40466.0,40531.0,40567.0,40665.0,40692.0,40753.0,40794.0,40872.0,40914.0,40961.0,41006.0,41059.0,41110.0,41171.0,41203.0,41250.0,41297.0,41324.0,41377.0,41412.0,41449.0,41536.0,41593.0,41693.0,41801.0,41823.0,41864.0,41889.0,41919.0,41978.0,42084.0,42174.0,42324.0,42435.0,42481.0,42586.0,42623.0,42710.0,42745.0,42777.0,42807.0,42845.0,42873.0,42915.0,42953.0,43017.0,43075.0,43151.0,43211.0,43269.0,43316.0,43360.0,43408.0,43452.0,43488.0,43585.0
5085012,50400.0,50663.0,50846.0,51106.0,51239.0,51266.0,51331.0,51367.0,51465.0,51492.0,51553.0,51594.0,51672.0,51714.0,51761.0,51806.0,51859.0,51910.0,51971.0,52003.0,52050.0,52097.0,52124.0,52177.0,52212.0,52249.0,52336.0,52393.0,52493.0,52601.0,52623.0,52664.0,52689.0,52719.0,52778.0,52884.0,52974.0,53124.0,53235.0,53281.0,53386.0,53423.0,53510.0,53545.0,53577.0,53607.0,53645.0,53673.0,53715.0,53753.0,53817.0,53875.0,53951.0,54011.0,54069.0,54116.0,54160.0,54208.0,54252.0,54288.0,54385.0
5085056,46800.0,47008.0,47171.0,47403.0,47523.0,47548.0,47580.0,47598.0,47648.0,47665.0,47705.0,47739.0,47803.0,47834.0,47869.0,47903.0,47956.0,48007.0,48069.0,48094.0,48129.0,48188.0,48222.0,48259.0,48288.0,48318.0,48398.0,48451.0,48545.0,48677.0,48703.0,48737.0,48758.0,48782.0,48854.0,48983.0,49073.0,49225.0,49332.0,49377.0,49478.0,49515.0,49589.0,49622.0,49652.0,49681.0,49717.0,49744.0,49785.0,49822.0,49885.0,49941.0,50008.0,50062.0,50125.0,50176.0,50224.0,50275.0,50321.0,50359.0,50461.0
5085058,58800.0,59032.0,59214.0,59473.0,59607.0,59638.0,59707.0,59746.0,59851.0,59881.0,59950.0,59990.0,60065.0,60108.0,60157.0,60205.0,60257.0,60308.0,60369.0,60394.0,60431.0,60477.0,60504.0,60556.0,60588.0,60621.0,60704.0,60759.0,60818.0,60920.0,60940.0,60989.0,61019.0,61055.0,61098.0,61175.0,61270.0,61428.0,61523.0,61563.0,61652.0,61685.0,61762.0,61799.0,61833.0,61865.0,61906.0,61935.0,61974.0,62010.0,62070.0,62124.0,62188.0,62239.0,62289.0,62329.0,62366.0,62406.0,62445.0,62477.0,62562.0
5086090,36600.0,36798.0,36942.0,37146.0,37251.0,37269.0,37318.0,37346.0,37421.0,37438.0,37477.0,37505.0,37557.0,37587.0,37620.0,37653.0,37690.0,37726.0,37769.0,37792.0,37824.0,37856.0,37874.0,37912.0,37935.0,37959.0,38041.0,38095.0,38166.0,38262.0,38281.0,38313.0,38333.0,38356.0,38404.0,38491.0,38553.0,38656.0,38734.0,38767.0,38841.0,38873.0,38938.0,38961.0,38982.0,39002.0,39027.0,39046.0,39078.0,39107.0,39156.0,39200.0,39242.0,39276.0,39315.0,39346.0,39375.0,39406.0,39439.0,39466.0,39540.0
5086543,41100.0,41298.0,41442.0,41646.0,41751.0,41769.0,41818.0,41846.0,41921.0,41938.0,41977.0,42005.0,42057.0,42087.0,42120.0,42153.0,42190.0,42226.0,42269.0,42292.0,42324.0,42356.0,42374.0,42412.0,42435.0,42459.0,42541.0,42595.0,42666.0,42762.0,42781.0,42813.0,42833.0,42856.0,42904.0,42991.0,43053.0,43156.0,43234.0,43267.0,43341.0,43373.0,43438.0,43461.0,43482.0,43502.0,43527.0,43546.0,43578.0,43607.0,43656.0,43700.0,43742.0,43776.0,43815.0,43846.0,43875.0,43906.0,43939.0,43966.0,44040.0
5086545,51600.0,51856.0,52017.0,52246.0,52365.0,52393.0,52461.0,52499.0,52601.0,52630.0,52697.0,52728.0,52785.0,52831.0,52882.0,52933.0,52989.0,53043.0,53108.0,53142.0,53191.0,53261.0,53302.0,53340.0,53370.0,53400.0,53475.0,53524.0,53578.0,53672.0,53691.0,53730.0,53754.0,53783.0,53839.0,53939.0,54019.0,54153.0,54243.0,54281.0,54365.0,54393.0,54468.0,54495.0,54519.0,54542.0,54571.0,54593.0,54625.0,54654.0,54703.0,54747.0,54803.0,54848.0,54898.0,54938.0,54976.0,55018.0,55048.0,55073.0,55138.0
5087865,36000.0,36263.0,36446.0,36706.0,36839.0,36866.0,36931.0,36967.0,37065.0,37092.0,37153.0,37194.0,37272.0,37314.0,37361.0,37406.0,37459.0,37510.0,37571.0,37603.0,37650.0,37697.0,37724.0,37777.0,37812.0,37849.0,37936.0,37993.0,38093.0,38201.0,38223.0,38264.0,38289.0,38319.0,38378.0,38484.0,38574.0,38724.0,38835.0,38881.0,38986.0,39023.0,39110.0,39145.0,39177.0,39207.0,39245.0,39273.0,39315.0,39353.0,39417.0,39475.0,39551.0,39611.0,39669.0,39716.0,39760.0,39808.0,39852.0,39888.0,39985.0
5087867,46800.0,47063.0,47246.0,47506.0,47639.0,47666.0,47731.0,47767.0,47865.0,47892.0,47953.0,47994.0,48072.0,48114.0,48161.0,48206.0,48259.0,48310.0,48371.0,48403.0,48450.0,48497.0,48524.0,48577.0,48612.0,48649.0,48736.0,48793.0,48893.0,49001.0,49023.0,49064.0,49089.0,49119.0,49178.0,49284.0,49374.0,49524.0,49635.0,49681.0,49786.0,49823.0,49910.0,49945.0,49977.0,50007.0,50045.0,50073.0,50115.0,50153.0,50217.0,50275.0,50351.0,50411.0,50469.0,50516.0,50560.0,50608.0,50652.0,50688.0,50785.0
5088162,45000.0,45263.0,45446.0,45706.0,45839.0,45866.0,45931.0,45967.0,46065.0,46092.0,46153.0,46194.0,46272.0,46314.0,46361.0,46406.0,46459.0,46510.0,46571.0,46603.0,46650.0,46697.0,46724.0,46777.0,46812.0,46849.0,46936.0,46993.0,47093.0,47201.0,47223.0,47264.0,47289.0,47319.0,47378.0,47484.0,47574.0,47724.0,47835.0,47881.0,47986.0,48023.0,48110.0,48145.0,48177.0,48207.0,48245.0,48273.0,48315.0,48353.0,48417.0,48475.0,48551.0,48611.0,48669.0,48716.0,48760.0,48808.0,48852.0,48888.0,48985.0
5088530,62400.0,62669.0,62845.0,63095.0,63223.0,63252.0,63306.0,63336.0,63417.0,63444.0,63505.0,63546.0,63623.0,63667.0,63716.0,63765.0,63809.0,63852.0,63904.0,63927.0,63959.0,64000.0,64024.0,64066.0,64096.0,64126.0,64209.0,64263.0,64331.0,64419.0,64437.0,64481.0,64508.0,64541.0,64600.0,64707.0,64786.0,64918.0,65014.0,65054.0,65145.0,65177.0,65265.0,65305.0,65341.0,65375.0,65418.0,65450.0,65480.0,65508.0,65555.0,65598.0,65675.0,65737.0,65791.0,65834.0,65874.0,65918.0,65960.0,65994.0,66086.0
5091116,54000.0,54256.0,54417.0,54646.0,54765.0,54793.0,54861.0,54899.0,55001.0,55030.0,55097.0,55128.0,55185.0,55231.0,55282.0,55333.0,55389.0,55443.0,55508.0,55542.0,55591.0,55661.0,55702.0,55740.0,55770.0,55800.0,55875.0,55924.0,55978.0,56072.0,56091.0,56130.0,56154.0,56183.0,56239.0,56339.0,56419.0,56553.0,56643.0,56681.0,56765.0,56793.0,56868.0,56895.0,56919.0,56942.0,56971.0,56993.0,57025.0,57054.0,57103.0,57147.0,57203.0,57248.0,57298.0,57338.0,57376.0,57418.0,57448.0,57473.0,57538.0
5091126,57000.0,57252.0,57458.0,57751.0,57901.0,57928.0,57997.0,58036.0,58141.0,58168.0,58229.0,58281.0,58379.0,58431.0,58490.0,58548.0,58639.0,58728.0,58835.0,58879.0,58941.0,59005.0,59043.0,59102.0,59141.0,59182.0,59283.0,59350.0,59445.0,59581.0,59608.0,59654.0,59682.0,59716.0,59778.0,59889.0,60004.0,60197.0,60315.0,60364.0,60475.0,60513.0,60615.0,60654.0,60690.0,60724.0,60767.0,60799.0,60841.0,60880.0,60945.0,61004.0,61092.0,61163.0,61232.0,61287.0,61339.0,61395.0,61441.0,61479.0,61581.0
5091666,60300.0,60578.0,60797.0,61109.0,61270.0,61297.0,61367.0,61406.0,61514.0,61544.0,61613.0,61662.0,61753.0,61816.0,61887.0,61956.0,62064.0,62169.0,62295.0,62340.0,62405.0,62468.0,62505.0,62566.0,62608.0,62651.0,62761.0,62834.0,62917.0,63035.0,63059.0,63105.0,63134.0,63168.0,63226.0,63331.0,63424.0,63580.0,63700.0,63750.0,63862.0,63903.0,63995.0,64032.0,64066.0,64098.0,64139.0,64169.0,64212.0,64251.0,64317.0,64377.0,64447.0,64503.0,64558.0,64602.0,64643.0,64687.0,64731.0,64767.0,64862.0
5092993,23400.0,23611.0,23735.0,23912.0,24003.0,24034.0,24086.0,24115.0,24194.0,24216.0,24265.0,24299.0,24363.0,24398.0,24437.0,24475.0,24513.0,24550.0,24595.0,24631.0,24682.0,24722.0,24745.0,24785.0,24812.0,24840.0,24900.0,24940.0,24991.0,25065.0,25080.0,25110.0,25128.0,25150.0,25189.0,25260.0,25307.0,25386.0,25456.0,25485.0,25550.0,25582.0,25641.0,25662.0,25681.0,25699.0,25722.0,25738.0,25767.0,25794.0,25839.0,25880.0,25943.0,25993.0,26028.0,26056.0,26082.0,26110.0,26148.0,26179.0,26262.0
5092999,58500.0,58752.0,58958.0,59251.0,59401.0,59428.0,59497.0,59536.0,59641.0,59668.0,59729.0,59781.0,59879.0,59931.0,59990.0,60048.0,60139.0,60228.0,60335.0,60379.0,60441.0,60505.0,60543.0,60602.0,60641.0,60682.0,60783.0,60850.0,60945.0,61081.0,61108.0,61154.0,61182.0,61216.0,61278.0,61389.0,61504.0,61697.0,61815.0,61864.0,61975.0,62013.0,62115.0,62154.0,62190.0,62224.0,62267.0,62299.0,62341.0,62380.0,62445.0,62504.0,62592.0,62663.0,62732.0,62787.0,62839.0,62895.0,62941.0,62979.0,63081.0
5093264,52200.0,52463.0,52646.0,52906.0,53039.0,53066.0,53131.0,53167.0,53265.0,53292.0,53353.0,53394.0,53472.0,53514.0,53561.0,53606.0,53659.0,53710.0,53771.0,53803.0,53850.0,53897.0,53924.0,53977.0,54012.0,54049.0,54136.0,54193.0,54293.0,54401.0,54423.0,54464.0,54489.0,54519.0,54578.0,54684.0,54774.0,54924.0,55035.0,55081.0,55186.0,55223.0,55310.0,55345.0,55377.0,55407.0,55445.0,55473.0,55515.0,55553.0,55617.0,55675.0,55751.0,55811.0,55869.0,55916.0,55960.0,56008.0,56052.0,56088.0,56185.0
5094463,34200.0,34398.0,34542.0,34746.0,34851.0,34869.0,34918.0,34946.0,35021.0,35038.0,35077.0,35105.0,35157.0,35187.0,35220.0,35253.0,35290.0,35326.0,35369.0,35392.0,35424.0,35456.0,35474.0,35512.0,35535.0,35559.0,35641.0,35695.0,35766.0,35862.0,35881.0,35913.0,35933.0,35956.0,36004.0,36091.0,36153.0,36256.0,36334.0,36367.0,36441.0,36473.0,36538.0,36561.0,36582.0,36602.0,36627.0,36646.0,36678.0,36707.0,36756.0,36800.0,36842.0,36876.0,36915.0,36946.0,36975.0,37006.0,37039.0,37066.0,37140.0
5094465,43200.0,43408.0,43571.0,43803.0,43923.0,43948.0,43980.0,43998.0,44048.0,44065.0,44105.0,44139.0,44203.0,44234.0,44269.0,44303.0,44356.0,44407.0,44469.0,44494.0,44529.0,44588.0,44622.0,44659.0,44688.0,44718.0,44798.0,44851.0,44945.0,45077.0,45103.0,45137.0,45158.0,45182.0,45254.0,45383.0,45473.0,45625.0,45732.0,45777.0,45878.0,45915.0,45989.0,46022.0,46052.0,46081.0,46117.0,46144.0,46185.0,46222.0,46285.0,46341.0,46408.0,46462.0,46525.0,46576.0,46624.0,46675.0,46721.0,46759.0,46861.0
5095245,25200.0,25411.0,25535.0,25712.0,25803.0,25834.0,25886.0,25915.0,25994.0,26016.0,26065.0,26099.0,26163.0,26198.0,26237.0,26275.0,26313.0,26350.0,26395.0,26431.0,26482.0,26522.0,26545.0,26585.0,26612.0,26640.0,26700.0,26740.0,26791.0,26865.0,26880.0,26910.0,26928.0,26950.0,26989.0,27060.0,27107.0,27186.0,27256.0,27285.0,27350.0,27382.0,27441.0,27462.0,27481.0,27499.0,27522.0,27538.0,27567.0,27594.0,27639.0,27680.0,27743.0,27793.0,27828.0,27856.0,27882.0,27910.0,27948.0,27979.0,28062.0
5095251,62100.0,62378.0,62597.0,62909.0,63070.0,63097.0,63167.0,63206.0,63314.0,63344.0,63413.0,63462.0,63553.0,63616.0,63687.0,63756.0,63864.0,63969.0,64095.0,64140.0,64205.0,64268.0,64305.0,64366.0,64408.0,64451.0,64561.0,64634.0,64717.0,64835.0,64859.0,64905.0,64934.0,64968.0,65026.0,65131.0,65224.0,65380.0,65500.0,65550.0,65662.0,65703.0,65795.0,65832.0,65866.0,65898.0,65939.0,65969.0,66012.0,66051.0,66117.0,66177.0,66247.0,66303.0,66358.0,66402.0,66443.0,66487.0,66531.0,66567.0,66662.0
5096900,65700.0,65936.0,66155.0,66466.0,66627.0,66652.0,66722.0,66761.0,66868.0,66898.0,66966.0,67018.0,67116.0,67176.0,67243.0,67309.0,67393.0,67475.0,67573.0,67610.0,67662.0,67726.0,67763.0,67826.0,67862.0,67900.0,67986.0,68042.0,68118.0,68227.0,68249.0,68291.0,68317.0,68348.0,68404.0,68505.0,68586.0,68722.0,68814.0,68852.0,68938.0,68977.0,69063.0,69096.0,69126.0,69155.0,69191.0,69218.0,69256.0,69291.0,69350.0,69404.0,69487.0,69554.0,69613.0,69660.0,69704.0,69753.0,69796.0,69831.0,69925.0
5096977,63900.0,64136.0,64355.0,64666.0,64827.0,64852.0,64922.0,64961.0,65068.0,65098.0,65166.0,65218.0,65316.0,65376.0,65443.0,65509.0,65593.0,65675.0,65773.0,65810.0,65862.0,65926.0,65963.0,66026.0,66062.0,66100.0,66186.0,66242.0,66318.0,66427.0,66449.0,66491.0,66517.0,66548.0,66604.0,66705.0,66786.0,66922.0,67014.0,67052.0,67138.0,67177.0,67263.0,67296.0,67326.0,67355.0,67391.0,67418.0,67456.0,67491.0,67550.0,67604.0,67687.0,67754.0,67813.0,67860.0,67904.0,67953.0,67996.0,68031.0,68125.0
5097538,41400.0,41663.0,41846.0,42106.0,42239.0,42266.0,42331.0,42367.0,42465.0,42492.0,42553.0,42594.0,42672.0,42714.0,42761.0,42806.0,42859.0,42910.0,42971.0,43003.0,43050.0,43097.0,43124.0,43177.0,43212.0,43249.0,43336.0,43393.0,43493.0,43601.0,43623.0,43664.0,43689.0,43719.0,43778.0,43884.0,43974.0,44124.0,44235.0,44281.0,44386.0,44423.0,44510.0,44545.0,44577.0,44607.0,44645.0,44673.0,44715.0,44753.0,44817.0,44875.0,44951.0,45011.0,45069.0,45116.0,45160.0,45208.0,45252.0,45288.0,45385.0
5097539,55500.0,55722.0,55900.0,56153.0,56283.0,56307.0,56363.0,56394.0,56480.0,56503.0,56555.0,56596.0,56673.0,56719.0,56771.0,56823.0,56880.0,56936.0,57003.0,57047.0,57109.0,57154.0,57180.0,57246.0,57307.0,57371.0,57495.0,57577.0,57658.0,57838.0,57874.0,57928.0,57962.0,58002.0,58076.0,58208.0,58300.0,58453.0,58547.0,58586.0,58675.0,58725.0,58796.0,58831.0,58863.0,58894.0,58933.0,58961.0,59003.0,59042.0,59108.0,59167.0,59249.0,59315.0,59386.0,59443.0,59496.0,59554.0,59597.0,59633.0,59728.0
5097605,21600.0,21811.0,21935.0,22112.0,22203.0,22234.0,22286.0,22315.0,22394.0,22416.0,22465.0,22499.0,22563.0,22598.0,22637.0,22675.0,22713.0,22750.0,22795.0,22831.0,22882.0,22922.0,22945.0,22985.0,23012.0,23040.0,23100.0,23140.0,23191.0,23265.0,23280.0,23310.0,23328.0,23350.0,23389.0,23460.0,23507.0,23586.0,23656.0,23685.0,23750.0,23782.0,23841.0,23862.0,23881.0,23899.0,23922.0,23938.0,23967.0,23994.0,24039.0,24080.0,24143.0,24193.0,24228.0,24256.0,24282.0,24310.0,24348.0,24379.0,24462.0
5097607,30600.0,30881.0,31064.0,31324.0,31457.0,31495.0,31565.0,31604.0,31712.0,31737.0,31795.0,31843.0,31934.0,31984.0,32040.0,32096.0,32150.0,32202.0,32265.0,32321.0,32401.0,32452.0,32481.0,32538.0,32574.0,32611.0,32685.0,32733.0,32815.0,32918.0,32938.0,32976.0,32999.0,33027.0,33082.0,33180.0,33251.0,33370.0,33466.0,33506.0,33597.0,33635.0,33715.0,33748.0,33778.0,33806.0,33842.0,33867.0,33908.0,33945.0,34008.0,34065.0,34143.0,34206.0,34258.0,34299.0,34338.0,34380.0,34428.0,34468.0,34574.0
5099193,45000.0,45208.0,45371.0,45603.0,45723.0,45748.0,45780.0,45798.0,45848.0,45865.0,45905.0,45939.0,46003.0,46034.0,46069.0,46103.0,46156.0,46207.0,46269.0,46294.0,46329.0,46388.0,46422.0,46459.0,46488.0,46518.0,46598.0,46651.0,46745.0,46877.0,46903.0,46937.0,46958.0,46982.0,47054.0,47183.0,47273.0,47425.0,47532.0,47577.0,47678.0,47715.0,47789.0,47822.0,47852.0,47881.0,47917.0,47944.0,47985.0,48022.0,48085.0,48141.0,48208.0,48262.0,48325.0,48376.0,48424.0,48475.0,48521.0,48559.0,48661.0
5099988,31800.0,31935.0,32042.0,32194.0,32273.0,32295.0,32339.0,32364.0,32431.0,32450.0,32495.0,32515.0,32552.0,32580.0,32611.0,32642.0,32670.0,32698.0,32731.0,32753.0,32784.0,32824.0,32847.0,32902.0,32936.0,32972.0,33021.0,33054.0,33107.0,33166.0,33178.0,33218.0,33243.0,33273.0,33312.0,33383.0,33435.0,33522.0,33602.0,33635.0,33711.0,33746.0,33824.0,33851.0,33875.0,33898.0,33927.0,33949.0,33978.0,34005.0,34050.0,34091.0,34137.0,34173.0,34219.0,34256.0,34290.0,34327.0,34370.0,34405.0,34499.0
5100190,39000.0,39198.0,39342.0,39546.0,39651.0,39669.0,39718.0,39746.0,39821.0,39838.0,39877.0,39905.0,39957.0,39987.0,40020.0,40053.0,40090.0,40126.0,40169.0,40192.0,40224.0,40256.0,40274.0,40312.0,40335.0,40359.0,40441.0,40495.0,40566.0,40662.0,40681.0,40713.0,40733.0,40756.0,40804.0,40891.0,40953.0,41056.0,41134.0,41167.0,41241.0,41273.0,41338.0,41361.0,41382.0,41402.0,41427.0,41446.0,41478.0,41507.0,41556.0,41600.0,41642.0,41676.0,41715.0,41746.0,41775.0,41806.0,41839.0,41866.0,41940.0
5100380,27000.0,27281.0,27464.0,27724.0,27857.0,27895.0,27965.0,28004.0,28112.0,28137.0,28195.0,28243.0,28334.0,28384.0,28440.0,28496.0,28550.0,28602.0,28665.0,28721.0,28801.0,28852.0,28881.0,28938.0,28974.0,29011.0,29085.0,29133.0,29215.0,29318.0,29338.0,29376.0,29399.0,29427.0,29482.0,29580.0,29651.0,29770.0,29866.0,29906.0,29997.0,30035.0,30115.0,30148.0,30178.0,30206.0,30242.0,30267.0,30308.0,30345.0,30408.0,30465.0,30543.0,30606.0,30658.0,30699.0,30738.0,30780.0,30828.0,30868.0,30974.0
5100382,37800.0,38063.0,38246.0,38506.0,38639.0,38666.0,38731.0,38767.0,38865.0,38892.0,38953.0,38994.0,39072.0,39114.0,39161.0,39206.0,39259.0,39310.0,39371.0,39403.0,39450.0,39497.0,39524.0,39577.0,39612.0,39649.0,39736.0,39793.0,39893.0,40001.0,40023.0,40064.0,40089.0,40119.0,40178.0,40284.0,40374.0,40524.0,40635.0,40681.0,40786.0,40823.0,40910.0,40945.0,40977.0,41007.0,41045.0,41073.0,41115.0,41153.0,41217.0,41275.0,41351.0,41411.0,41469.0,41516.0,41560.0,41608.0,41652.0,41688.0,41785.0
5100384,48600.0,48863.0,49046.0,49306.0,49439.0,49466.0,49531.0,49567.0,49665.0,49692.0,49753.0,49794.0,49872.0,49914.0,49961.0,50006.0,50059.0,50110.0,50171.0,50203.0,50250.0,50297.0,50324.0,50377.0,50412.0,50449.0,50536.0,50593.0,50693.0,50801.0,50823.0,50864.0,50889.0,50919.0,50978.0,51084.0,51174.0,51324.0,51435.0,51481.0,51586.0,51623.0,51710.0,51745.0,51777.0,51807.0,51845.0,51873.0,51915.0,51953.0,52017.0,52075.0,52151.0,52211.0,52269.0,52316.0,52360.0,52408.0,52452.0,52488.0,52585.0
5100407,32400.0,32659.0,32913.0,33274.0,33459.0,33488.0,33551.0,33586.0,33683.0,33707.0,33762.0,33806.0,33890.0,33934.0,33984.0,34033.0,34092.0,34149.0,34217.0,34258.0,34316.0,34368.0,34398.0,34462.0,34496.0,34532.0,34621.0,34680.0,34768.0,34874.0,34895.0,34934.0,34958.0,34986.0,35049.0,35161.0,35234.0,35356.0,35455.0,35496.0,35589.0,35623.0,35694.0,35726.0,35755.0,35782.0,35817.0,35842.0,35877.0,35909.0,35964.0,36014.0,36085.0,36141.0,36194.0,36237.0,36277.0,36321.0,36363.0,36398.0,36490.0
5100409,43200.0,43463.0,43646.0,43906.0,44039.0,44066.0,44131.0,44167.0,44265.0,44292.0,44353.0,44394.0,44472.0,44514.0,44561.0,44606.0,44659.0,44710.0,44771.0,44803.0,44850.0,44897.0,44924.0,44977.0,45012.0,45049.0,45136.0,45193.0,45293.0,45401.0,45423.0,45464.0,45489.0,45519.0,45578.0,45684.0,45774.0,45924.0,46035.0,46081.0,46186.0,46223.0,46310.0,46345.0,46377.0,46407.0,46445.0,46473.0,46515.0,46553.0,46617.0,46675.0,46751.0,46811.0,46869.0,46916.0,46960.0,47008.0,47052.0,47088.0,47185.0
