tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P
0,3980.0,6089.0,3981.0,3982.0,3983.0,3985.0,3986.0,7313.0,6164.0,6159.0,6160.0,6161.0,3991.0,3998.0,3999.0,4000.0,4001.0,7193.0,7049.0,2236.0,2239.0,2241.0,2242.0,7435.0,2722.0,4413.0,1476.0,7453.0,1478.0,1479.0,315.0,336.0,406.0,747.0,748.0,749.0,750.0,751.0,752.0,753.0,754.0,755.0,756.0,757.0,758.0,759.0,760.0,761.0,762.0,763.0,4952.0
5011712,28500.0,28589.0,28722.0,28786.0,28925.0,29109.0,29124.0,29309.0,29351.0,29408.0,29420.0,29466.0,29538.0,29667.0,29721.0,29764.0,29809.0,29927.0,30003.0,30276.0,30415.0,30566.0,30590.0,30891.0,30911.0,31116.0,31274.0,31498.0,31687.0,31816.0,32272.0,32599.0,32830.0,32967.0,33031.0,33108.0,33158.0,33208.0,33269.0,33314.0,33366.0,33425.0,33462.0,33496.0,33517.0,33558.0,33588.0,33621.0,33650.0,33684.0,33795.0
5017941,27000.0,27089.0,27222.0,27286.0,27425.0,27609.0,27624.0,27809.0,27851.0,27908.0,27920.0,27966.0,28038.0,28167.0,28221.0,28264.0,28309.0,28427.0,28503.0,28776.0,28915.0,29066.0,29090.0,29391.0,29411.0,29616.0,29774.0,29998.0,30187.0,30316.0,30772.0,31099.0,31330.0,31467.0,31531.0,31608.0,31658.0,31708.0,31769.0,31814.0,31866.0,31925.0,31962.0,31996.0,32017.0,32058.0,32088.0,32121.0,32150.0,32184.0,32295.0
5085035,27000.0,27085.0,27212.0,27275.0,27409.0,27586.0,27600.0,27778.0,27818.0,27872.0,27883.0,27927.0,27998.0,28122.0,28174.0,28216.0,28259.0,28372.0,28445.0,28707.0,28841.0,28987.0,29010.0,29299.0,29319.0,29516.0,29668.0,29884.0,30065.0,30189.0,30627.0,30942.0,31164.0,31296.0,31357.0,31431.0,31479.0,31527.0,31586.0,31629.0,31679.0,31736.0,31772.0,31804.0,31824.0,31863.0,31892.0,31924.0,31952.0,31985.0,32092.0
5086536,28500.0,28585.0,28712.0,28775.0,28909.0,29086.0,29100.0,29278.0,29318.0,29372.0,29383.0,29427.0,29498.0,29622.0,29674.0,29716.0,29759.0,29872.0,29945.0,30207.0,30341.0,30487.0,30510.0,30799.0,30819.0,31016.0,31168.0,31384.0,31565.0,31689.0,32127.0,32442.0,32664.0,32796.0,32857.0,32931.0,32979.0,33027.0,33086.0,33129.0,33179.0,33236.0,33272.0,33304.0,33324.0,33363.0,33392.0,33424.0,33452.0,33485.0,33592.0
5116365,28500.0,28585.0,28712.0,28775.0,28909.0,29086.0,29100.0,29278.0,29318.0,29372.0,29383.0,29427.0,29498.0,29622.0,29674.0,29716.0,29759.0,29872.0,29945.0,30207.0,30341.0,30487.0,30510.0,30799.0,30819.0,31016.0,31168.0,31384.0,31565.0,31689.0,32127.0,32442.0,32664.0,32796.0,32857.0,32931.0,32979.0,33027.0,33086.0,33129.0,33179.0,33236.0,33272.0,33304.0,33324.0,33363.0,33392.0,33424.0,33452.0,33485.0,33592.0
