tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,2051.0,2053.0,2054.0,2055.0,7636.0,7651.0,7635.0,3254.0,5127.0,5128.0,3126.0,3255.0,3256.0,3265.0,3266.0,3346.0,3267.0,3268.0,3269.0,3270.0,3271.0,3272.0,3273.0,3274.0,3275.0,3276.0,7372.0,5106.0,4396.0,4773.0,4393.0,4395.0,4313.0,3277.0,3278.0,3279.0,3478.0,3280.0,3282.0,3283.0
5005496,45900.0,45993.0,46110.0,46254.0,46272.0,46298.0,46327.0,46372.0,46446.0,46490.0,46555.0,46625.0,46674.0,46719.0,46755.0,46793.0,46929.0,46976.0,47030.0,47113.0,47154.0,47242.0,47263.0,47352.0,47397.0,47420.0,47442.0,47470.0,47490.0,47528.0,47550.0,47582.0,47626.0,47652.0,47685.0,47728.0,47755.0,47774.0,47814.0,47980.0,48074.0,48124.0,48180.0,48250.0,48335.0,48549.0,48635.0,48793.0,48814.0,48844.0,48894.0,48898.0
5087453,45900.0,45990.0,46102.0,46240.0,46257.0,46282.0,46310.0,46353.0,46424.0,46467.0,46529.0,46596.0,46643.0,46686.0,46720.0,46757.0,46888.0,46933.0,46984.0,47063.0,47104.0,47189.0,47209.0,47295.0,47338.0,47360.0,47381.0,47408.0,47427.0,47464.0,47485.0,47516.0,47559.0,47584.0,47615.0,47657.0,47683.0,47702.0,47740.0,47899.0,47990.0,48038.0,48092.0,48159.0,48240.0,48445.0,48529.0,48681.0,48701.0,48729.0,48778.0,48782.0
5110387,45900.0,45990.0,46102.0,46240.0,46257.0,46282.0,46310.0,46353.0,46424.0,46467.0,46529.0,46596.0,46643.0,46686.0,46720.0,46757.0,46888.0,46933.0,46984.0,47063.0,47104.0,47189.0,47209.0,47295.0,47338.0,47360.0,47381.0,47408.0,47427.0,47464.0,47485.0,47516.0,47559.0,47584.0,47615.0,47657.0,47683.0,47702.0,47740.0,47899.0,47990.0,48038.0,48092.0,48159.0,48240.0,48445.0,48529.0,48681.0,48701.0,48729.0,48778.0,48782.0
