tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P
5109966,69300.0,69331.0,69354.0,69377.0,69418.0,69477.0,69506.0,69539.0,69596.0,69620.0,69646.0,69678.0,69721.0,69743.0,69800.0,69828.0,69862.0,69940.0,69989.0,70029.0,70071.0,70110.0,70141.0,70175.0,70239.0,70272.0,70306.0,70341.0,70384.0,70412.0,70458.0,70477.0,70547.0,70593.0,70645.0,70767.0,70840.0,70913.0,70985.0
5109968,75300.0,75327.0,75347.0,75367.0,75403.0,75454.0,75480.0,75509.0,75559.0,75579.0,75601.0,75624.0,75654.0,75670.0,75710.0,75730.0,75753.0,75816.0,75859.0,75894.0,75931.0,75965.0,75990.0,76018.0,76075.0,76104.0,76134.0,76165.0,76202.0,76225.0,76268.0,76286.0,76340.0,76375.0,76416.0,76534.0,76612.0,76690.0,76768.0
5109970,80400.0,80427.0,80447.0,80467.0,80503.0,80554.0,80580.0,80609.0,80659.0,80679.0,80701.0,80724.0,80754.0,80770.0,80810.0,80830.0,80853.0,80916.0,80959.0,80994.0,81031.0,81065.0,81090.0,81118.0,81175.0,81204.0,81234.0,81265.0,81302.0,81325.0,81368.0,81386.0,81440.0,81475.0,81516.0,81634.0,81712.0,81790.0,81868.0
5112833,24000.0,24038.0,24066.0,24094.0,24144.0,24216.0,24252.0,24292.0,24361.0,24392.0,24426.0,24455.0,24494.0,24514.0,24566.0,24592.0,24623.0,24723.0,24772.0,24812.0,24871.0,24925.0,24966.0,25011.0,25098.0,25143.0,25190.0,25238.0,25287.0,25319.0,25380.0,25406.0,25543.0,25632.0,25735.0,25891.0,25959.0,26027.0,26096.0
5112837,37200.0,37232.0,37255.0,37279.0,37321.0,37382.0,37412.0,37446.0,37507.0,37537.0,37570.0,37612.0,37668.0,37697.0,37771.0,37808.0,37850.0,37938.0,37998.0,38048.0,38102.0,38152.0,38191.0,38234.0,38309.0,38348.0,38388.0,38430.0,38478.0,38508.0,38565.0,38589.0,38686.0,38750.0,38823.0,39001.0,39087.0,39173.0,39260.0
5112839,43200.0,43234.0,43259.0,43284.0,43328.0,43392.0,43424.0,43460.0,43523.0,43554.0,43587.0,43633.0,43694.0,43726.0,43807.0,43847.0,43893.0,43970.0,44034.0,44086.0,44142.0,44193.0,44241.0,44294.0,44384.0,44430.0,44478.0,44528.0,44582.0,44617.0,44680.0,44707.0,44797.0,44856.0,44923.0,45080.0,45159.0,45238.0,45316.0
5112841,49200.0,49234.0,49259.0,49284.0,49328.0,49392.0,49424.0,49460.0,49523.0,49554.0,49587.0,49633.0,49694.0,49726.0,49807.0,49847.0,49893.0,49970.0,50034.0,50086.0,50142.0,50193.0,50241.0,50294.0,50384.0,50430.0,50478.0,50528.0,50582.0,50617.0,50680.0,50707.0,50797.0,50856.0,50923.0,51080.0,51159.0,51238.0,51316.0
5112843,55200.0,55235.0,55260.0,55286.0,55332.0,55398.0,55431.0,55468.0,55533.0,55566.0,55602.0,55654.0,55723.0,55759.0,55852.0,55898.0,55951.0,56068.0,56130.0,56181.0,56231.0,56277.0,56316.0,56360.0,56442.0,56484.0,56528.0,56573.0,56626.0,56660.0,56715.0,56739.0,56822.0,56876.0,56939.0,57076.0,57154.0,57232.0,57310.0
5112845,61200.0,61234.0,61259.0,61284.0,61328.0,61392.0,61424.0,61460.0,61523.0,61550.0,61580.0,61628.0,61692.0,61725.0,61811.0,61853.0,61902.0,62043.0,62124.0,62190.0,62241.0,62287.0,62327.0,62371.0,62461.0,62507.0,62556.0,62606.0,62657.0,62689.0,62739.0,62760.0,62837.0,62888.0,62946.0,63134.0,63212.0,63290.0,63369.0
5112849,73800.0,73827.0,73847.0,73867.0,73903.0,73954.0,73980.0,74009.0,74059.0,74079.0,74101.0,74124.0,74154.0,74170.0,74210.0,74230.0,74253.0,74316.0,74359.0,74394.0,74431.0,74465.0,74490.0,74518.0,74575.0,74604.0,74634.0,74665.0,74702.0,74725.0,74768.0,74786.0,74840.0,74875.0,74916.0,75034.0,75112.0,75190.0,75268.0
5113204,26100.0,26138.0,26166.0,26194.0,26244.0,26316.0,26352.0,26392.0,26461.0,26492.0,26526.0,26555.0,26594.0,26614.0,26666.0,26692.0,26723.0,26823.0,26872.0,26912.0,26971.0,27025.0,27066.0,27111.0,27198.0,27243.0,27290.0,27338.0,27387.0,27419.0,27480.0,27506.0,27643.0,27732.0,27835.0,27991.0,28059.0,28127.0,28196.0
5113208,38400.0,38432.0,38455.0,38479.0,38521.0,38582.0,38612.0,38646.0,38707.0,38737.0,38770.0,38812.0,38868.0,38897.0,38971.0,39008.0,39050.0,39138.0,39198.0,39248.0,39302.0,39352.0,39391.0,39434.0,39509.0,39548.0,39588.0,39630.0,39678.0,39708.0,39765.0,39789.0,39886.0,39950.0,40023.0,40201.0,40287.0,40373.0,40460.0
5113210,44400.0,44434.0,44459.0,44484.0,44528.0,44592.0,44624.0,44660.0,44723.0,44754.0,44787.0,44833.0,44894.0,44926.0,45007.0,45047.0,45093.0,45170.0,45234.0,45286.0,45342.0,45393.0,45441.0,45494.0,45584.0,45630.0,45678.0,45728.0,45782.0,45817.0,45880.0,45907.0,45997.0,46056.0,46123.0,46280.0,46359.0,46438.0,46516.0
5113212,50400.0,50434.0,50459.0,50484.0,50528.0,50592.0,50624.0,50660.0,50723.0,50754.0,50787.0,50833.0,50894.0,50926.0,51007.0,51047.0,51093.0,51170.0,51234.0,51286.0,51342.0,51393.0,51441.0,51494.0,51584.0,51630.0,51678.0,51728.0,51782.0,51817.0,51880.0,51907.0,51997.0,52056.0,52123.0,52280.0,52359.0,52438.0,52516.0
5113214,56400.0,56442.0,56473.0,56504.0,56559.0,56638.0,56678.0,56722.0,56800.0,56836.0,56876.0,56930.0,57002.0,57039.0,57135.0,57183.0,57238.0,57385.0,57465.0,57531.0,57587.0,57638.0,57685.0,57738.0,57832.0,57880.0,57931.0,57983.0,58036.0,58069.0,58119.0,58140.0,58221.0,58274.0,58334.0,58507.0,58584.0,58661.0,58739.0
5113216,63600.0,63635.0,63661.0,63687.0,63733.0,63799.0,63832.0,63869.0,63934.0,63967.0,64002.0,64045.0,64102.0,64132.0,64209.0,64247.0,64290.0,64402.0,64479.0,64542.0,64595.0,64643.0,64686.0,64734.0,64816.0,64858.0,64902.0,64946.0,64998.0,65031.0,65078.0,65098.0,65167.0,65212.0,65264.0,65395.0,65470.0,65545.0,65619.0
5113219,78600.0,78627.0,78647.0,78667.0,78703.0,78754.0,78780.0,78809.0,78859.0,78879.0,78901.0,78924.0,78954.0,78970.0,79010.0,79030.0,79053.0,79116.0,79159.0,79194.0,79231.0,79265.0,79290.0,79318.0,79375.0,79404.0,79434.0,79465.0,79502.0,79525.0,79568.0,79586.0,79640.0,79675.0,79716.0,79834.0,79912.0,79990.0,80068.0
5113221,84000.0,84027.0,84047.0,84067.0,84103.0,84154.0,84180.0,84209.0,84259.0,84279.0,84301.0,84324.0,84354.0,84370.0,84410.0,84430.0,84453.0,84516.0,84559.0,84594.0,84631.0,84665.0,84690.0,84718.0,84775.0,84804.0,84834.0,84865.0,84902.0,84925.0,84968.0,84986.0,85040.0,85075.0,85116.0,85234.0,85312.0,85390.0,85468.0
5116664,22800.0,22828.0,22848.0,22869.0,22906.0,22959.0,22985.0,23014.0,23066.0,23096.0,23128.0,23156.0,23194.0,23214.0,23264.0,23289.0,23318.0,23399.0,23441.0,23476.0,23528.0,23576.0,23609.0,23646.0,23718.0,23755.0,23793.0,23832.0,23886.0,23920.0,23967.0,23987.0,24054.0,24097.0,24147.0,24287.0,24348.0,24409.0,24470.0
5116668,36000.0,36032.0,36055.0,36079.0,36121.0,36182.0,36212.0,36246.0,36307.0,36337.0,36370.0,36412.0,36468.0,36497.0,36571.0,36608.0,36650.0,36738.0,36798.0,36848.0,36902.0,36952.0,36991.0,37034.0,37109.0,37148.0,37188.0,37230.0,37278.0,37308.0,37365.0,37389.0,37486.0,37550.0,37623.0,37801.0,37887.0,37973.0,38060.0
5116670,42000.0,42034.0,42059.0,42084.0,42128.0,42192.0,42224.0,42260.0,42323.0,42354.0,42387.0,42433.0,42494.0,42526.0,42607.0,42647.0,42693.0,42770.0,42834.0,42886.0,42942.0,42993.0,43041.0,43094.0,43184.0,43230.0,43278.0,43328.0,43382.0,43417.0,43480.0,43507.0,43597.0,43656.0,43723.0,43880.0,43959.0,44038.0,44116.0
5116672,48000.0,48034.0,48059.0,48084.0,48128.0,48192.0,48224.0,48260.0,48323.0,48354.0,48387.0,48433.0,48494.0,48526.0,48607.0,48647.0,48693.0,48770.0,48834.0,48886.0,48942.0,48993.0,49041.0,49094.0,49184.0,49230.0,49278.0,49328.0,49382.0,49417.0,49480.0,49507.0,49597.0,49656.0,49723.0,49880.0,49959.0,50038.0,50116.0
5116674,54000.0,54035.0,54060.0,54086.0,54132.0,54198.0,54231.0,54268.0,54333.0,54366.0,54402.0,54454.0,54523.0,54559.0,54652.0,54698.0,54751.0,54868.0,54930.0,54981.0,55031.0,55077.0,55116.0,55160.0,55242.0,55284.0,55328.0,55373.0,55426.0,55460.0,55515.0,55539.0,55622.0,55676.0,55739.0,55876.0,55954.0,56032.0,56110.0
5116676,60000.0,60034.0,60059.0,60084.0,60128.0,60192.0,60224.0,60260.0,60323.0,60350.0,60380.0,60428.0,60492.0,60525.0,60611.0,60653.0,60702.0,60843.0,60924.0,60990.0,61041.0,61087.0,61127.0,61171.0,61261.0,61307.0,61356.0,61406.0,61457.0,61489.0,61539.0,61560.0,61637.0,61688.0,61746.0,61934.0,62012.0,62090.0,62169.0
5117355,34200.0,34232.0,34255.0,34279.0,34321.0,34382.0,34412.0,34446.0,34507.0,34537.0,34570.0,34612.0,34668.0,34697.0,34771.0,34808.0,34850.0,34938.0,34998.0,35048.0,35102.0,35152.0,35191.0,35234.0,35309.0,35348.0,35388.0,35430.0,35478.0,35508.0,35565.0,35589.0,35686.0,35750.0,35823.0,36001.0,36087.0,36173.0,36260.0
5117357,40800.0,40832.0,40855.0,40879.0,40921.0,40982.0,41012.0,41046.0,41107.0,41137.0,41170.0,41212.0,41268.0,41297.0,41371.0,41408.0,41450.0,41538.0,41598.0,41648.0,41702.0,41752.0,41791.0,41834.0,41909.0,41948.0,41988.0,42030.0,42078.0,42108.0,42165.0,42189.0,42286.0,42350.0,42423.0,42601.0,42687.0,42773.0,42860.0
5117359,46800.0,46834.0,46859.0,46884.0,46928.0,46992.0,47024.0,47060.0,47123.0,47154.0,47187.0,47233.0,47294.0,47326.0,47407.0,47447.0,47493.0,47570.0,47634.0,47686.0,47742.0,47793.0,47841.0,47894.0,47984.0,48030.0,48078.0,48128.0,48182.0,48217.0,48280.0,48307.0,48397.0,48456.0,48523.0,48680.0,48759.0,48838.0,48916.0
5117363,58800.0,58842.0,58873.0,58904.0,58959.0,59038.0,59078.0,59122.0,59200.0,59236.0,59276.0,59330.0,59402.0,59439.0,59535.0,59583.0,59638.0,59785.0,59865.0,59931.0,59987.0,60038.0,60085.0,60138.0,60232.0,60280.0,60331.0,60383.0,60436.0,60469.0,60519.0,60540.0,60621.0,60674.0,60734.0,60907.0,60984.0,61061.0,61139.0
5117517,33300.0,33341.0,33371.0,33401.0,33455.0,33532.0,33571.0,33614.0,33689.0,33724.0,33761.0,33794.0,33838.0,33861.0,33921.0,33950.0,33985.0,34213.0,34281.0,34336.0,34384.0,34427.0,34457.0,34490.0,34572.0,34614.0,34658.0,34703.0,34752.0,34784.0,34839.0,34862.0,35058.0,35186.0,35332.0,35550.0,35654.0,35758.0,35863.0
5117519,39600.0,39632.0,39655.0,39679.0,39721.0,39782.0,39812.0,39846.0,39907.0,39937.0,39970.0,40012.0,40068.0,40097.0,40171.0,40208.0,40250.0,40338.0,40398.0,40448.0,40502.0,40552.0,40591.0,40634.0,40709.0,40748.0,40788.0,40830.0,40878.0,40908.0,40965.0,40989.0,41086.0,41150.0,41223.0,41401.0,41487.0,41573.0,41660.0
5117521,45600.0,45634.0,45659.0,45684.0,45728.0,45792.0,45824.0,45860.0,45923.0,45954.0,45987.0,46033.0,46094.0,46126.0,46207.0,46247.0,46293.0,46370.0,46434.0,46486.0,46542.0,46593.0,46641.0,46694.0,46784.0,46830.0,46878.0,46928.0,46982.0,47017.0,47080.0,47107.0,47197.0,47256.0,47323.0,47480.0,47559.0,47638.0,47716.0
5117525,57600.0,57642.0,57673.0,57704.0,57759.0,57838.0,57878.0,57922.0,58000.0,58036.0,58076.0,58130.0,58202.0,58239.0,58335.0,58383.0,58438.0,58585.0,58665.0,58731.0,58787.0,58838.0,58885.0,58938.0,59032.0,59080.0,59131.0,59183.0,59236.0,59269.0,59319.0,59340.0,59421.0,59474.0,59534.0,59707.0,59784.0,59861.0,59939.0
5117527,64800.0,64835.0,64861.0,64887.0,64933.0,64999.0,65032.0,65069.0,65134.0,65167.0,65202.0,65245.0,65302.0,65332.0,65409.0,65447.0,65490.0,65602.0,65679.0,65742.0,65795.0,65843.0,65886.0,65934.0,66016.0,66058.0,66102.0,66146.0,66198.0,66231.0,66278.0,66298.0,66367.0,66412.0,66464.0,66595.0,66670.0,66745.0,66819.0
5117529,70800.0,70831.0,70854.0,70877.0,70918.0,70977.0,71006.0,71039.0,71096.0,71120.0,71146.0,71178.0,71221.0,71243.0,71300.0,71328.0,71362.0,71440.0,71489.0,71529.0,71571.0,71610.0,71641.0,71675.0,71739.0,71772.0,71806.0,71841.0,71884.0,71912.0,71958.0,71977.0,72047.0,72093.0,72145.0,72267.0,72340.0,72413.0,72485.0
5117531,76800.0,76827.0,76847.0,76867.0,76903.0,76954.0,76980.0,77009.0,77059.0,77079.0,77101.0,77124.0,77154.0,77170.0,77210.0,77230.0,77253.0,77316.0,77359.0,77394.0,77431.0,77465.0,77490.0,77518.0,77575.0,77604.0,77634.0,77665.0,77702.0,77725.0,77768.0,77786.0,77840.0,77875.0,77916.0,78034.0,78112.0,78190.0,78268.0
