tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P
0,7333.0,783.0,784.0,785.0,786.0,793.0,7576.0,7586.0,7587.0,7588.0,274.0,2.0,192.0,795.0,796.0,57.0,58.0,59.0,60.0,1802.0,1795.0,1806.0,1660.0,1661.0,1662.0,1664.0,1665.0,1666.0,1807.0,7167.0,1808.0,4744.0,4745.0
5010382,27600.0,27732.0,27760.0,27807.0,27912.0,28068.0,28079.0,28249.0,28383.0,28436.0,28698.0,28845.0,28974.0,29033.0,29075.0,29238.0,29299.0,29348.0,29406.0,29476.0,29507.0,29590.0,29692.0,29750.0,29815.0,29877.0,29916.0,29977.0,30058.0,30105.0,30139.0,30465.0,30475.0
5093488,27600.0,27727.0,27754.0,27799.0,27900.0,28050.0,28061.0,28224.0,28352.0,28403.0,28656.0,28797.0,28921.0,28978.0,29018.0,29175.0,29234.0,29281.0,29337.0,29404.0,29434.0,29514.0,29612.0,29667.0,29730.0,29790.0,29827.0,29886.0,29964.0,30009.0,30042.0,30355.0,30365.0
5111333,27600.0,27727.0,27754.0,27799.0,27900.0,28050.0,28061.0,28224.0,28352.0,28403.0,28656.0,28797.0,28921.0,28978.0,29018.0,29175.0,29234.0,29281.0,29337.0,29404.0,29434.0,29514.0,29612.0,29667.0,29730.0,29790.0,29827.0,29886.0,29964.0,30009.0,30042.0,30355.0,30365.0
