tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P
5087095,42000.0,42046.0,42084.0,42147.0,42186.0,42238.0,42326.0,42381.0,42438.0,42481.0,42525.0,42571.0,42619.0,42654.0,42695.0,42756.0,42829.0,42890.0,42978.0,43091.0,43153.0,43288.0,43488.0,43637.0,43790.0,43918.0,43977.0,44035.0,44089.0,44147.0,44256.0,44319.0,44365.0,44408.0,44444.0,44475.0,44526.0,44603.0,44636.0,44662.0,44705.0,44729.0
5087097,51600.0,51646.0,51684.0,51746.0,51784.0,51835.0,51918.0,51970.0,52024.0,52064.0,52104.0,52147.0,52196.0,52231.0,52272.0,52331.0,52402.0,52455.0,52532.0,52620.0,52668.0,52795.0,52996.0,53146.0,53300.0,53437.0,53501.0,53563.0,53614.0,53669.0,53772.0,53845.0,53902.0,53950.0,53989.0,54023.0,54078.0,54160.0,54195.0,54224.0,54271.0,54297.0
5087099,61200.0,61250.0,61291.0,61359.0,61401.0,61457.0,61542.0,61595.0,61649.0,61694.0,61740.0,61789.0,61842.0,61880.0,61925.0,61987.0,62061.0,62116.0,62194.0,62285.0,62335.0,62460.0,62711.0,62898.0,63090.0,63240.0,63310.0,63378.0,63430.0,63486.0,63591.0,63689.0,63744.0,63790.0,63826.0,63858.0,63911.0,63990.0,64023.0,64065.0,64134.0,64173.0
5088105,38400.0,38446.0,38484.0,38547.0,38586.0,38638.0,38726.0,38781.0,38838.0,38881.0,38925.0,38971.0,39019.0,39054.0,39095.0,39156.0,39229.0,39290.0,39378.0,39491.0,39553.0,39688.0,39888.0,40037.0,40190.0,40318.0,40377.0,40435.0,40489.0,40547.0,40656.0,40719.0,40765.0,40808.0,40844.0,40875.0,40926.0,41003.0,41036.0,41062.0,41105.0,41129.0
5088107,48000.0,48046.0,48084.0,48146.0,48184.0,48235.0,48318.0,48370.0,48424.0,48464.0,48504.0,48547.0,48596.0,48631.0,48672.0,48731.0,48802.0,48855.0,48932.0,49020.0,49068.0,49195.0,49396.0,49546.0,49700.0,49837.0,49901.0,49963.0,50014.0,50069.0,50172.0,50245.0,50302.0,50350.0,50389.0,50423.0,50478.0,50560.0,50595.0,50624.0,50671.0,50697.0
5088109,57600.0,57645.0,57682.0,57743.0,57781.0,57832.0,57914.0,57965.0,58017.0,58062.0,58108.0,58157.0,58209.0,58246.0,58290.0,58351.0,58424.0,58473.0,58544.0,58640.0,58692.0,58830.0,59063.0,59237.0,59416.0,59553.0,59617.0,59678.0,59733.0,59793.0,59903.0,59974.0,60030.0,60079.0,60117.0,60151.0,60204.0,60283.0,60316.0,60347.0,60398.0,60428.0
5088111,67200.0,67245.0,67282.0,67343.0,67380.0,67431.0,67514.0,67566.0,67619.0,67655.0,67692.0,67731.0,67771.0,67800.0,67833.0,67889.0,67955.0,68010.0,68089.0,68165.0,68207.0,68318.0,68532.0,68692.0,68857.0,68983.0,69041.0,69098.0,69144.0,69194.0,69286.0,69342.0,69391.0,69433.0,69463.0,69490.0,69537.0,69607.0,69637.0,69664.0,69709.0,69734.0
5088113,75600.0,75633.0,75660.0,75704.0,75731.0,75768.0,75832.0,75872.0,75913.0,75941.0,75970.0,76000.0,76063.0,76108.0,76162.0,76230.0,76310.0,76343.0,76390.0,76455.0,76491.0,76641.0,76829.0,76969.0,77113.0,77200.0,77241.0,77280.0,77312.0,77346.0,77409.0,77464.0,77496.0,77540.0,77566.0,77589.0,77638.0,77712.0,77743.0,77768.0,77808.0,77831.0
5088115,82800.0,82833.0,82860.0,82904.0,82931.0,82968.0,83032.0,83072.0,83113.0,83141.0,83170.0,83200.0,83263.0,83308.0,83362.0,83430.0,83510.0,83543.0,83590.0,83655.0,83691.0,83841.0,84029.0,84169.0,84313.0,84400.0,84441.0,84480.0,84512.0,84546.0,84609.0,84664.0,84696.0,84740.0,84766.0,84789.0,84838.0,84912.0,84943.0,84968.0,85008.0,85031.0
5088857,41400.0,41443.0,41479.0,41538.0,41574.0,41622.0,41685.0,41724.0,41764.0,41796.0,41828.0,41862.0,41901.0,41929.0,41961.0,42013.0,42074.0,42124.0,42195.0,42244.0,42271.0,42372.0,42538.0,42662.0,42788.0,42890.0,42937.0,42983.0,43017.0,43053.0,43120.0,43170.0,43199.0,43241.0,43270.0,43296.0,43335.0,43393.0,43418.0,43442.0,43482.0,43505.0
5088859,48600.0,48648.0,48687.0,48752.0,48792.0,48845.0,48912.0,48954.0,48996.0,49038.0,49081.0,49126.0,49156.0,49177.0,49202.0,49257.0,49322.0,49369.0,49436.0,49532.0,49584.0,49694.0,49865.0,49992.0,50123.0,50221.0,50267.0,50311.0,50364.0,50421.0,50527.0,50581.0,50627.0,50669.0,50699.0,50726.0,50779.0,50859.0,50892.0,50918.0,50961.0,50985.0
5088863,63000.0,63041.0,63076.0,63133.0,63168.0,63214.0,63282.0,63325.0,63369.0,63400.0,63432.0,63466.0,63510.0,63542.0,63580.0,63637.0,63706.0,63746.0,63804.0,63876.0,63915.0,64073.0,64312.0,64491.0,64674.0,64760.0,64800.0,64839.0,64881.0,64927.0,65011.0,65074.0,65123.0,65182.0,65226.0,65265.0,65320.0,65402.0,65437.0,65465.0,65511.0,65537.0
5088865,70200.0,70237.0,70268.0,70319.0,70350.0,70391.0,70457.0,70498.0,70540.0,70572.0,70604.0,70638.0,70672.0,70697.0,70726.0,70773.0,70828.0,70877.0,70948.0,71019.0,71058.0,71145.0,71350.0,71503.0,71660.0,71759.0,71805.0,71850.0,71901.0,71956.0,72059.0,72120.0,72161.0,72202.0,72233.0,72261.0,72305.0,72372.0,72400.0,72424.0,72463.0,72484.0
5088867,77400.0,77433.0,77461.0,77506.0,77534.0,77572.0,77628.0,77663.0,77700.0,77723.0,77747.0,77773.0,77800.0,77820.0,77843.0,77885.0,77935.0,77971.0,78023.0,78097.0,78137.0,78222.0,78416.0,78561.0,78710.0,78779.0,78811.0,78843.0,78872.0,78903.0,78960.0,79018.0,79050.0,79091.0,79123.0,79151.0,79194.0,79258.0,79284.0,79306.0,79341.0,79361.0
5089865,36000.0,36046.0,36084.0,36147.0,36186.0,36238.0,36326.0,36381.0,36438.0,36481.0,36525.0,36571.0,36619.0,36654.0,36695.0,36756.0,36829.0,36890.0,36978.0,37091.0,37153.0,37288.0,37488.0,37637.0,37790.0,37918.0,37977.0,38035.0,38089.0,38147.0,38256.0,38319.0,38365.0,38408.0,38444.0,38475.0,38526.0,38603.0,38636.0,38662.0,38705.0,38729.0
5089867,45600.0,45646.0,45684.0,45746.0,45784.0,45835.0,45918.0,45970.0,46024.0,46064.0,46104.0,46147.0,46196.0,46231.0,46272.0,46331.0,46402.0,46455.0,46532.0,46620.0,46668.0,46795.0,46996.0,47146.0,47300.0,47437.0,47501.0,47563.0,47614.0,47669.0,47772.0,47845.0,47902.0,47950.0,47989.0,48023.0,48078.0,48160.0,48195.0,48224.0,48271.0,48297.0
5089869,55200.0,55245.0,55282.0,55343.0,55381.0,55432.0,55514.0,55565.0,55617.0,55662.0,55708.0,55757.0,55809.0,55846.0,55890.0,55951.0,56024.0,56073.0,56144.0,56240.0,56292.0,56430.0,56663.0,56837.0,57016.0,57153.0,57217.0,57278.0,57333.0,57393.0,57503.0,57574.0,57630.0,57679.0,57717.0,57751.0,57804.0,57883.0,57916.0,57947.0,57998.0,58028.0
5089871,64800.0,64845.0,64882.0,64943.0,64980.0,65031.0,65114.0,65166.0,65219.0,65255.0,65292.0,65331.0,65371.0,65400.0,65433.0,65489.0,65555.0,65610.0,65689.0,65765.0,65807.0,65918.0,66132.0,66292.0,66457.0,66583.0,66641.0,66698.0,66744.0,66794.0,66886.0,66942.0,66991.0,67033.0,67063.0,67090.0,67137.0,67207.0,67237.0,67264.0,67309.0,67334.0
5090652,39600.0,39643.0,39679.0,39738.0,39774.0,39822.0,39885.0,39924.0,39964.0,39996.0,40028.0,40062.0,40101.0,40129.0,40161.0,40213.0,40274.0,40324.0,40395.0,40444.0,40471.0,40572.0,40738.0,40862.0,40988.0,41090.0,41137.0,41183.0,41217.0,41253.0,41320.0,41370.0,41399.0,41441.0,41470.0,41496.0,41535.0,41593.0,41618.0,41642.0,41682.0,41705.0
5090654,47400.0,47448.0,47487.0,47552.0,47592.0,47645.0,47712.0,47754.0,47796.0,47838.0,47881.0,47926.0,47956.0,47977.0,48002.0,48057.0,48122.0,48169.0,48236.0,48332.0,48384.0,48494.0,48665.0,48792.0,48923.0,49021.0,49067.0,49111.0,49164.0,49221.0,49327.0,49381.0,49427.0,49469.0,49499.0,49526.0,49579.0,49659.0,49692.0,49718.0,49761.0,49785.0
5090656,54600.0,54644.0,54680.0,54740.0,54776.0,54825.0,54899.0,54946.0,54994.0,55024.0,55054.0,55086.0,55116.0,55138.0,55164.0,55210.0,55265.0,55310.0,55375.0,55470.0,55522.0,55622.0,55834.0,55993.0,56156.0,56254.0,56299.0,56343.0,56397.0,56455.0,56562.0,56617.0,56659.0,56707.0,56746.0,56781.0,56834.0,56914.0,56948.0,56977.0,57024.0,57050.0
5090658,61800.0,61841.0,61876.0,61933.0,61968.0,62014.0,62082.0,62125.0,62169.0,62200.0,62232.0,62266.0,62310.0,62342.0,62380.0,62437.0,62506.0,62546.0,62604.0,62676.0,62715.0,62873.0,63112.0,63291.0,63474.0,63560.0,63600.0,63639.0,63681.0,63727.0,63811.0,63874.0,63923.0,63982.0,64026.0,64065.0,64120.0,64202.0,64237.0,64265.0,64311.0,64337.0
5090660,69000.0,69037.0,69068.0,69119.0,69150.0,69191.0,69257.0,69298.0,69340.0,69372.0,69404.0,69438.0,69472.0,69497.0,69526.0,69573.0,69628.0,69677.0,69748.0,69819.0,69858.0,69945.0,70150.0,70303.0,70460.0,70559.0,70605.0,70650.0,70701.0,70756.0,70859.0,70920.0,70961.0,71002.0,71033.0,71061.0,71105.0,71172.0,71200.0,71224.0,71263.0,71284.0
5092151,37800.0,37843.0,37879.0,37938.0,37974.0,38022.0,38085.0,38124.0,38164.0,38196.0,38228.0,38262.0,38301.0,38329.0,38361.0,38413.0,38474.0,38524.0,38595.0,38644.0,38671.0,38772.0,38938.0,39062.0,39188.0,39290.0,39337.0,39383.0,39417.0,39453.0,39520.0,39570.0,39599.0,39641.0,39670.0,39696.0,39735.0,39793.0,39818.0,39842.0,39882.0,39905.0
5092153,45000.0,45048.0,45087.0,45152.0,45192.0,45245.0,45312.0,45354.0,45396.0,45438.0,45481.0,45526.0,45556.0,45577.0,45602.0,45657.0,45722.0,45769.0,45836.0,45932.0,45984.0,46094.0,46265.0,46392.0,46523.0,46621.0,46667.0,46711.0,46764.0,46821.0,46927.0,46981.0,47027.0,47069.0,47099.0,47126.0,47179.0,47259.0,47292.0,47318.0,47361.0,47385.0
5092155,52200.0,52248.0,52287.0,52352.0,52392.0,52445.0,52512.0,52554.0,52596.0,52638.0,52681.0,52726.0,52756.0,52777.0,52802.0,52857.0,52922.0,52969.0,53036.0,53132.0,53184.0,53294.0,53465.0,53592.0,53723.0,53821.0,53867.0,53911.0,53964.0,54021.0,54127.0,54181.0,54227.0,54269.0,54299.0,54326.0,54379.0,54459.0,54492.0,54518.0,54561.0,54585.0
5092157,59400.0,59444.0,59480.0,59540.0,59576.0,59625.0,59699.0,59746.0,59794.0,59824.0,59854.0,59886.0,59916.0,59938.0,59964.0,60010.0,60065.0,60110.0,60175.0,60270.0,60322.0,60422.0,60634.0,60793.0,60956.0,61054.0,61099.0,61143.0,61197.0,61255.0,61362.0,61417.0,61459.0,61507.0,61546.0,61581.0,61634.0,61714.0,61748.0,61777.0,61824.0,61850.0
5092159,66600.0,66643.0,66679.0,66738.0,66774.0,66823.0,66892.0,66936.0,66980.0,67017.0,67055.0,67095.0,67142.0,67176.0,67216.0,67272.0,67339.0,67389.0,67460.0,67550.0,67599.0,67727.0,67921.0,68066.0,68214.0,68314.0,68361.0,68406.0,68450.0,68497.0,68584.0,68648.0,68691.0,68746.0,68783.0,68815.0,68867.0,68945.0,68978.0,69003.0,69044.0,69067.0
5092161,73800.0,73837.0,73868.0,73919.0,73950.0,73991.0,74057.0,74098.0,74140.0,74172.0,74204.0,74238.0,74272.0,74297.0,74326.0,74373.0,74428.0,74477.0,74548.0,74619.0,74658.0,74745.0,74950.0,75103.0,75260.0,75359.0,75405.0,75450.0,75501.0,75556.0,75659.0,75720.0,75761.0,75802.0,75833.0,75861.0,75905.0,75972.0,76000.0,76024.0,76063.0,76084.0
5092163,81000.0,81033.0,81061.0,81106.0,81134.0,81172.0,81228.0,81263.0,81300.0,81323.0,81347.0,81373.0,81400.0,81420.0,81443.0,81485.0,81535.0,81571.0,81623.0,81697.0,81737.0,81822.0,82016.0,82161.0,82310.0,82379.0,82411.0,82443.0,82472.0,82503.0,82560.0,82618.0,82650.0,82691.0,82723.0,82751.0,82794.0,82858.0,82884.0,82906.0,82941.0,82961.0
5092830,46200.0,46248.0,46287.0,46352.0,46392.0,46445.0,46512.0,46554.0,46596.0,46638.0,46681.0,46726.0,46756.0,46777.0,46802.0,46857.0,46922.0,46969.0,47036.0,47132.0,47184.0,47294.0,47465.0,47592.0,47723.0,47821.0,47867.0,47911.0,47964.0,48021.0,48127.0,48181.0,48227.0,48269.0,48299.0,48326.0,48379.0,48459.0,48492.0,48518.0,48561.0,48585.0
5092832,53400.0,53444.0,53480.0,53540.0,53576.0,53625.0,53699.0,53746.0,53794.0,53824.0,53854.0,53886.0,53916.0,53938.0,53964.0,54010.0,54065.0,54110.0,54175.0,54270.0,54322.0,54422.0,54634.0,54793.0,54956.0,55054.0,55099.0,55143.0,55197.0,55255.0,55362.0,55417.0,55459.0,55507.0,55546.0,55581.0,55634.0,55714.0,55748.0,55777.0,55824.0,55850.0
5092834,60600.0,60641.0,60676.0,60733.0,60768.0,60814.0,60882.0,60925.0,60969.0,61000.0,61032.0,61066.0,61110.0,61142.0,61180.0,61237.0,61306.0,61346.0,61404.0,61476.0,61515.0,61673.0,61912.0,62091.0,62274.0,62360.0,62400.0,62439.0,62481.0,62527.0,62611.0,62674.0,62723.0,62782.0,62826.0,62865.0,62920.0,63002.0,63037.0,63065.0,63111.0,63137.0
5092836,67800.0,67837.0,67868.0,67919.0,67950.0,67991.0,68057.0,68098.0,68140.0,68172.0,68204.0,68238.0,68272.0,68297.0,68326.0,68373.0,68428.0,68477.0,68548.0,68619.0,68658.0,68745.0,68950.0,69103.0,69260.0,69359.0,69405.0,69450.0,69501.0,69556.0,69659.0,69720.0,69761.0,69802.0,69833.0,69861.0,69905.0,69972.0,70000.0,70024.0,70063.0,70084.0
5092838,75600.0,75633.0,75661.0,75706.0,75734.0,75772.0,75828.0,75863.0,75900.0,75923.0,75947.0,75973.0,76000.0,76020.0,76043.0,76085.0,76135.0,76171.0,76223.0,76297.0,76337.0,76422.0,76616.0,76761.0,76910.0,76979.0,77011.0,77043.0,77072.0,77103.0,77160.0,77218.0,77250.0,77291.0,77323.0,77351.0,77394.0,77458.0,77484.0,77506.0,77541.0,77561.0
5092840,82800.0,82833.0,82861.0,82906.0,82934.0,82972.0,83028.0,83063.0,83100.0,83123.0,83147.0,83173.0,83200.0,83220.0,83243.0,83285.0,83335.0,83371.0,83423.0,83497.0,83537.0,83622.0,83816.0,83961.0,84110.0,84179.0,84211.0,84243.0,84272.0,84303.0,84360.0,84418.0,84450.0,84491.0,84523.0,84551.0,84594.0,84658.0,84684.0,84706.0,84741.0,84761.0
5093960,39600.0,39646.0,39684.0,39747.0,39786.0,39838.0,39926.0,39981.0,40038.0,40081.0,40125.0,40171.0,40219.0,40254.0,40295.0,40356.0,40429.0,40490.0,40578.0,40691.0,40753.0,40888.0,41088.0,41237.0,41390.0,41518.0,41577.0,41635.0,41689.0,41747.0,41856.0,41919.0,41965.0,42008.0,42044.0,42075.0,42126.0,42203.0,42236.0,42262.0,42305.0,42329.0
5093962,49200.0,49246.0,49284.0,49346.0,49384.0,49435.0,49518.0,49570.0,49624.0,49664.0,49704.0,49747.0,49796.0,49831.0,49872.0,49931.0,50002.0,50055.0,50132.0,50220.0,50268.0,50395.0,50596.0,50746.0,50900.0,51037.0,51101.0,51163.0,51214.0,51269.0,51372.0,51445.0,51502.0,51550.0,51589.0,51623.0,51678.0,51760.0,51795.0,51824.0,51871.0,51897.0
5093964,58800.0,58845.0,58882.0,58943.0,58981.0,59032.0,59114.0,59165.0,59217.0,59262.0,59308.0,59357.0,59409.0,59446.0,59490.0,59551.0,59624.0,59673.0,59744.0,59840.0,59892.0,60030.0,60263.0,60437.0,60616.0,60753.0,60817.0,60878.0,60933.0,60993.0,61103.0,61174.0,61230.0,61279.0,61317.0,61351.0,61404.0,61483.0,61516.0,61547.0,61598.0,61628.0
5093966,68400.0,68438.0,68469.0,68521.0,68553.0,68595.0,68665.0,68709.0,68753.0,68790.0,68828.0,68869.0,68957.0,69020.0,69094.0,69157.0,69232.0,69271.0,69327.0,69411.0,69457.0,69554.0,69749.0,69895.0,70044.0,70142.0,70188.0,70232.0,70276.0,70324.0,70412.0,70466.0,70514.0,70558.0,70591.0,70620.0,70670.0,70745.0,70777.0,70803.0,70846.0,70870.0
5094749,34800.0,34854.0,34899.0,34973.0,35018.0,35079.0,35170.0,35227.0,35285.0,35330.0,35376.0,35425.0,35478.0,35516.0,35560.0,35624.0,35700.0,35763.0,35853.0,35963.0,36023.0,36158.0,36386.0,36556.0,36731.0,36869.0,36933.0,36995.0,37044.0,37096.0,37193.0,37251.0,37294.0,37338.0,37371.0,37400.0,37452.0,37530.0,37563.0,37588.0,37628.0,37651.0
5094751,44400.0,44446.0,44484.0,44546.0,44584.0,44635.0,44718.0,44770.0,44824.0,44864.0,44904.0,44947.0,44996.0,45031.0,45072.0,45131.0,45202.0,45255.0,45332.0,45420.0,45468.0,45595.0,45796.0,45946.0,46100.0,46237.0,46301.0,46363.0,46414.0,46469.0,46572.0,46645.0,46702.0,46750.0,46789.0,46823.0,46878.0,46960.0,46995.0,47024.0,47071.0,47097.0
5094753,54000.0,54045.0,54082.0,54143.0,54181.0,54232.0,54314.0,54365.0,54417.0,54462.0,54508.0,54557.0,54609.0,54646.0,54690.0,54751.0,54824.0,54873.0,54944.0,55040.0,55092.0,55230.0,55463.0,55637.0,55816.0,55953.0,56017.0,56078.0,56133.0,56193.0,56303.0,56374.0,56430.0,56479.0,56517.0,56551.0,56604.0,56683.0,56716.0,56747.0,56798.0,56828.0
5094755,63600.0,63650.0,63691.0,63759.0,63801.0,63857.0,63942.0,63995.0,64049.0,64094.0,64140.0,64189.0,64242.0,64280.0,64325.0,64387.0,64461.0,64516.0,64594.0,64685.0,64735.0,64860.0,65111.0,65298.0,65490.0,65640.0,65710.0,65778.0,65830.0,65886.0,65991.0,66089.0,66144.0,66190.0,66226.0,66258.0,66311.0,66390.0,66423.0,66465.0,66534.0,66573.0
5094917,57000.0,57044.0,57080.0,57140.0,57176.0,57225.0,57299.0,57346.0,57394.0,57424.0,57454.0,57486.0,57516.0,57538.0,57564.0,57610.0,57665.0,57710.0,57775.0,57870.0,57922.0,58022.0,58234.0,58393.0,58556.0,58654.0,58699.0,58743.0,58797.0,58855.0,58962.0,59017.0,59059.0,59107.0,59146.0,59181.0,59234.0,59314.0,59348.0,59377.0,59424.0,59450.0
5094919,64200.0,64243.0,64279.0,64338.0,64374.0,64423.0,64492.0,64536.0,64580.0,64617.0,64655.0,64695.0,64742.0,64776.0,64816.0,64872.0,64939.0,64989.0,65060.0,65150.0,65199.0,65327.0,65521.0,65666.0,65814.0,65914.0,65961.0,66006.0,66050.0,66097.0,66184.0,66248.0,66291.0,66346.0,66383.0,66415.0,66467.0,66545.0,66578.0,66603.0,66644.0,66667.0
5094921,72000.0,72037.0,72068.0,72119.0,72150.0,72191.0,72257.0,72298.0,72340.0,72372.0,72404.0,72438.0,72472.0,72497.0,72526.0,72573.0,72628.0,72677.0,72748.0,72819.0,72858.0,72945.0,73150.0,73303.0,73460.0,73559.0,73605.0,73650.0,73701.0,73756.0,73859.0,73920.0,73961.0,74002.0,74033.0,74061.0,74105.0,74172.0,74200.0,74224.0,74263.0,74284.0
5094923,79200.0,79233.0,79261.0,79306.0,79334.0,79372.0,79428.0,79463.0,79500.0,79523.0,79547.0,79573.0,79600.0,79620.0,79643.0,79685.0,79735.0,79771.0,79823.0,79897.0,79937.0,80022.0,80216.0,80361.0,80510.0,80579.0,80611.0,80643.0,80672.0,80703.0,80760.0,80818.0,80850.0,80891.0,80923.0,80951.0,80994.0,81058.0,81084.0,81106.0,81141.0,81161.0
5097358,43800.0,43848.0,43887.0,43952.0,43992.0,44045.0,44112.0,44154.0,44196.0,44238.0,44281.0,44326.0,44356.0,44377.0,44402.0,44457.0,44522.0,44569.0,44636.0,44732.0,44784.0,44894.0,45065.0,45192.0,45323.0,45421.0,45467.0,45511.0,45564.0,45621.0,45727.0,45781.0,45827.0,45869.0,45899.0,45926.0,45979.0,46059.0,46092.0,46118.0,46161.0,46185.0
5097360,51000.0,51048.0,51087.0,51152.0,51192.0,51245.0,51312.0,51354.0,51396.0,51438.0,51481.0,51526.0,51556.0,51577.0,51602.0,51657.0,51722.0,51769.0,51836.0,51932.0,51984.0,52094.0,52265.0,52392.0,52523.0,52621.0,52667.0,52711.0,52764.0,52821.0,52927.0,52981.0,53027.0,53069.0,53099.0,53126.0,53179.0,53259.0,53292.0,53318.0,53361.0,53385.0
5097362,58200.0,58244.0,58280.0,58340.0,58376.0,58425.0,58499.0,58546.0,58594.0,58624.0,58654.0,58686.0,58716.0,58738.0,58764.0,58810.0,58865.0,58910.0,58975.0,59070.0,59122.0,59222.0,59434.0,59593.0,59756.0,59854.0,59899.0,59943.0,59997.0,60055.0,60162.0,60217.0,60259.0,60307.0,60346.0,60381.0,60434.0,60514.0,60548.0,60577.0,60624.0,60650.0
5097364,65400.0,65443.0,65479.0,65538.0,65574.0,65623.0,65692.0,65736.0,65780.0,65817.0,65855.0,65895.0,65942.0,65976.0,66016.0,66072.0,66139.0,66189.0,66260.0,66350.0,66399.0,66527.0,66721.0,66866.0,67014.0,67114.0,67161.0,67206.0,67250.0,67297.0,67384.0,67448.0,67491.0,67546.0,67583.0,67615.0,67667.0,67745.0,67778.0,67803.0,67844.0,67867.0
5097832,37200.0,37246.0,37284.0,37347.0,37386.0,37438.0,37526.0,37581.0,37638.0,37681.0,37725.0,37771.0,37819.0,37854.0,37895.0,37956.0,38029.0,38090.0,38178.0,38291.0,38353.0,38488.0,38688.0,38837.0,38990.0,39118.0,39177.0,39235.0,39289.0,39347.0,39456.0,39519.0,39565.0,39608.0,39644.0,39675.0,39726.0,39803.0,39836.0,39862.0,39905.0,39929.0
5097834,46800.0,46846.0,46884.0,46946.0,46984.0,47035.0,47118.0,47170.0,47224.0,47264.0,47304.0,47347.0,47396.0,47431.0,47472.0,47531.0,47602.0,47655.0,47732.0,47820.0,47868.0,47995.0,48196.0,48346.0,48500.0,48637.0,48701.0,48763.0,48814.0,48869.0,48972.0,49045.0,49102.0,49150.0,49189.0,49223.0,49278.0,49360.0,49395.0,49424.0,49471.0,49497.0
5097836,56400.0,56445.0,56482.0,56543.0,56581.0,56632.0,56714.0,56765.0,56817.0,56862.0,56908.0,56957.0,57009.0,57046.0,57090.0,57151.0,57224.0,57273.0,57344.0,57440.0,57492.0,57630.0,57863.0,58037.0,58216.0,58353.0,58417.0,58478.0,58533.0,58593.0,58703.0,58774.0,58830.0,58879.0,58917.0,58951.0,59004.0,59083.0,59116.0,59147.0,59198.0,59228.0
5097838,66000.0,66045.0,66082.0,66143.0,66180.0,66231.0,66314.0,66366.0,66419.0,66455.0,66492.0,66531.0,66571.0,66600.0,66633.0,66689.0,66755.0,66810.0,66889.0,66965.0,67007.0,67118.0,67332.0,67492.0,67657.0,67783.0,67841.0,67898.0,67944.0,67994.0,68086.0,68142.0,68191.0,68233.0,68263.0,68290.0,68337.0,68407.0,68437.0,68464.0,68509.0,68534.0
5097840,73800.0,73838.0,73869.0,73921.0,73953.0,73995.0,74065.0,74109.0,74153.0,74190.0,74228.0,74269.0,74357.0,74420.0,74494.0,74557.0,74632.0,74671.0,74727.0,74811.0,74857.0,74954.0,75149.0,75295.0,75444.0,75542.0,75588.0,75632.0,75676.0,75724.0,75812.0,75866.0,75914.0,75958.0,75991.0,76020.0,76070.0,76145.0,76177.0,76203.0,76246.0,76270.0
5097842,81000.0,81033.0,81060.0,81104.0,81131.0,81168.0,81232.0,81272.0,81313.0,81341.0,81370.0,81400.0,81463.0,81508.0,81562.0,81630.0,81710.0,81743.0,81790.0,81855.0,81891.0,82041.0,82229.0,82369.0,82513.0,82600.0,82641.0,82680.0,82712.0,82746.0,82809.0,82864.0,82896.0,82940.0,82966.0,82989.0,83038.0,83112.0,83143.0,83168.0,83208.0,83231.0
5098665,33600.0,33654.0,33699.0,33773.0,33818.0,33879.0,33970.0,34027.0,34085.0,34130.0,34176.0,34225.0,34278.0,34316.0,34360.0,34424.0,34500.0,34563.0,34653.0,34763.0,34823.0,34958.0,35186.0,35356.0,35531.0,35669.0,35733.0,35795.0,35844.0,35896.0,35993.0,36051.0,36094.0,36138.0,36171.0,36200.0,36252.0,36330.0,36363.0,36388.0,36428.0,36451.0
5098667,43200.0,43246.0,43284.0,43346.0,43384.0,43435.0,43518.0,43570.0,43624.0,43664.0,43704.0,43747.0,43796.0,43831.0,43872.0,43931.0,44002.0,44055.0,44132.0,44220.0,44268.0,44395.0,44596.0,44746.0,44900.0,45037.0,45101.0,45163.0,45214.0,45269.0,45372.0,45445.0,45502.0,45550.0,45589.0,45623.0,45678.0,45760.0,45795.0,45824.0,45871.0,45897.0
5098669,52800.0,52846.0,52884.0,52946.0,52984.0,53035.0,53118.0,53170.0,53224.0,53264.0,53304.0,53347.0,53396.0,53431.0,53472.0,53531.0,53602.0,53655.0,53732.0,53820.0,53868.0,53995.0,54196.0,54346.0,54500.0,54637.0,54701.0,54763.0,54814.0,54869.0,54972.0,55045.0,55102.0,55150.0,55189.0,55223.0,55278.0,55360.0,55395.0,55424.0,55471.0,55497.0
5098671,62400.0,62450.0,62491.0,62559.0,62601.0,62657.0,62742.0,62795.0,62849.0,62894.0,62940.0,62989.0,63042.0,63080.0,63125.0,63187.0,63261.0,63316.0,63394.0,63485.0,63535.0,63660.0,63911.0,64098.0,64290.0,64440.0,64510.0,64578.0,64630.0,64686.0,64791.0,64889.0,64944.0,64990.0,65026.0,65058.0,65111.0,65190.0,65223.0,65265.0,65334.0,65373.0
5098673,72000.0,72038.0,72069.0,72121.0,72153.0,72195.0,72265.0,72309.0,72353.0,72390.0,72428.0,72469.0,72557.0,72620.0,72694.0,72757.0,72832.0,72871.0,72927.0,73011.0,73057.0,73154.0,73349.0,73495.0,73644.0,73742.0,73788.0,73832.0,73876.0,73924.0,74012.0,74066.0,74114.0,74158.0,74191.0,74220.0,74270.0,74345.0,74377.0,74403.0,74446.0,74470.0
5098675,79200.0,79233.0,79260.0,79304.0,79331.0,79368.0,79432.0,79472.0,79513.0,79541.0,79570.0,79600.0,79663.0,79708.0,79762.0,79830.0,79910.0,79943.0,79990.0,80055.0,80091.0,80241.0,80429.0,80569.0,80713.0,80800.0,80841.0,80880.0,80912.0,80946.0,81009.0,81064.0,81096.0,81140.0,81166.0,81189.0,81238.0,81312.0,81343.0,81368.0,81408.0,81431.0
