tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P
0,807.0,808.0,809.0,810.0,811.0,812.0,813.0,814.0,81.0,817.0,818.0,819.0,264.0,6059.0,334.0,406.0,747.0,842.0,845.0,846.0,847.0,848.0,2795.0,756.0,757.0,758.0,759.0,760.0,761.0,762.0,763.0,2007.0,2008.0,2009.0,2010.0,435.0,7353.0,4571.0,2013.0,2014.0,4636.0,2016.0,2015.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,4565.0,4566.0,4567.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2039.0
5002790,26400.0,26489.0,26541.0,26624.0,26676.0,26716.0,26761.0,26860.0,26994.0,27121.0,27189.0,27264.0,27401.0,27536.0,27669.0,27875.0,27990.0,28084.0,28146.0,28220.0,28288.0,28347.0,28392.0,28457.0,28520.0,28563.0,28647.0,28710.0,28749.0,28782.0,28843.0,28907.0,28966.0,29016.0,29097.0,29148.0,29194.0,29300.0,29346.0,29419.0,29466.0,29557.0,29605.0,29640.0,29687.0,29730.0,29782.0,29819.0,29889.0,30000.0,30053.0,30118.0,30193.0,30267.0,30308.0,30333.0,30392.0,30505.0,30602.0
5002792,38400.0,38481.0,38528.0,38603.0,38650.0,38683.0,38721.0,38807.0,38921.0,39029.0,39087.0,39175.0,39311.0,39445.0,39608.0,39861.0,40001.0,40095.0,40156.0,40224.0,40287.0,40338.0,40377.0,40434.0,40488.0,40522.0,40639.0,40725.0,40756.0,40783.0,40844.0,40910.0,40971.0,41013.0,41081.0,41137.0,41186.0,41285.0,41322.0,41382.0,41419.0,41489.0,41531.0,41561.0,41596.0,41627.0,41665.0,41692.0,41754.0,41853.0,41900.0,41955.0,42019.0,42093.0,42137.0,42163.0,42225.0,42313.0,42389.0
5002794,49440.0,49516.0,49560.0,49630.0,49674.0,49707.0,49745.0,49826.0,49929.0,50027.0,50079.0,50153.0,50295.0,50436.0,50608.0,50874.0,51022.0,51120.0,51184.0,51254.0,51318.0,51379.0,51425.0,51487.0,51547.0,51594.0,51712.0,51799.0,51833.0,51862.0,51926.0,51999.0,52067.0,52117.0,52198.0,52260.0,52315.0,52416.0,52462.0,52536.0,52579.0,52660.0,52709.0,52744.0,52790.0,52831.0,52881.0,52916.0,52990.0,53107.0,53162.0,53225.0,53297.0,53372.0,53416.0,53442.0,53506.0,53588.0,53659.0
5002796,60960.0,61049.0,61101.0,61184.0,61236.0,61283.0,61337.0,61502.0,61614.0,61720.0,61777.0,61867.0,62000.0,62131.0,62333.0,62646.0,62819.0,62931.0,63004.0,63092.0,63173.0,63253.0,63313.0,63398.0,63480.0,63526.0,63618.0,63687.0,63722.0,63753.0,63816.0,63901.0,63980.0,64037.0,64128.0,64207.0,64261.0,64385.0,64438.0,64516.0,64564.0,64657.0,64711.0,64749.0,64793.0,64833.0,64881.0,64916.0,64984.0,65092.0,65143.0,65201.0,65269.0,65342.0,65380.0,65403.0,65457.0,65538.0,65607.0
5002798,72000.0,72068.0,72108.0,72171.0,72210.0,72240.0,72273.0,72362.0,72443.0,72519.0,72560.0,72635.0,72743.0,72850.0,72982.0,73187.0,73301.0,73381.0,73434.0,73504.0,73567.0,73624.0,73668.0,73714.0,73759.0,73792.0,73882.0,73948.0,73978.0,74004.0,74063.0,74127.0,74187.0,74230.0,74298.0,74360.0,74399.0,74492.0,74533.0,74600.0,74638.0,74710.0,74751.0,74781.0,74811.0,74838.0,74870.0,74893.0,74943.0,75022.0,75060.0,75114.0,75176.0,75229.0,75263.0,75283.0,75331.0,75397.0,75454.0
5002800,81000.0,81055.0,81087.0,81138.0,81169.0,81192.0,81218.0,81268.0,81328.0,81385.0,81416.0,81481.0,81586.0,81689.0,81819.0,82020.0,82131.0,82213.0,82266.0,82328.0,82384.0,82430.0,82465.0,82511.0,82555.0,82588.0,82661.0,82716.0,82742.0,82764.0,82807.0,82872.0,82932.0,82974.0,83041.0,83091.0,83137.0,83227.0,83267.0,83322.0,83357.0,83424.0,83467.0,83498.0,83528.0,83556.0,83589.0,83613.0,83653.0,83716.0,83745.0,83790.0,83842.0,83886.0,83919.0,83939.0,83987.0,84032.0,84071.0
5002821,30000.0,30063.0,30100.0,30158.0,30194.0,30223.0,30256.0,30301.0,30363.0,30422.0,30453.0,30501.0,30602.0,30701.0,30816.0,30995.0,31094.0,31162.0,31207.0,31274.0,31336.0,31384.0,31421.0,31466.0,31509.0,31540.0,31601.0,31647.0,31670.0,31689.0,31724.0,31777.0,31827.0,31872.0,31944.0,31988.0,32039.0,32118.0,32152.0,32188.0,32221.0,32284.0,32327.0,32358.0,32385.0,32410.0,32440.0,32461.0,32498.0,32557.0,32585.0,32635.0,32693.0,32743.0,32776.0,32796.0,32844.0,32946.0,33033.0
5002823,39600.0,39673.0,39716.0,39784.0,39826.0,39859.0,39896.0,39964.0,40051.0,40133.0,40176.0,40251.0,40381.0,40510.0,40653.0,40874.0,40997.0,41079.0,41133.0,41195.0,41251.0,41307.0,41350.0,41408.0,41464.0,41495.0,41599.0,41677.0,41707.0,41733.0,41792.0,41850.0,41904.0,41952.0,42030.0,42082.0,42129.0,42219.0,42255.0,42302.0,42344.0,42423.0,42461.0,42488.0,42524.0,42556.0,42595.0,42623.0,42678.0,42765.0,42806.0,42859.0,42920.0,42992.0,43034.0,43059.0,43120.0,43253.0,43368.0
5002825,50400.0,50478.0,50524.0,50596.0,50641.0,50673.0,50710.0,50785.0,50890.0,50990.0,51043.0,51104.0,51228.0,51350.0,51508.0,51753.0,51889.0,51977.0,52035.0,52101.0,52162.0,52223.0,52269.0,52327.0,52383.0,52418.0,52527.0,52608.0,52638.0,52663.0,52721.0,52788.0,52851.0,52903.0,52987.0,53042.0,53104.0,53193.0,53241.0,53292.0,53333.0,53410.0,53454.0,53485.0,53522.0,53556.0,53597.0,53626.0,53679.0,53764.0,53804.0,53867.0,53940.0,54010.0,54056.0,54084.0,54151.0,54218.0,54276.0
5002827,61800.0,61877.0,61922.0,61993.0,62038.0,62066.0,62098.0,62160.0,62249.0,62333.0,62378.0,62464.0,62604.0,62742.0,62934.0,63232.0,63397.0,63506.0,63578.0,63661.0,63737.0,63786.0,63823.0,63883.0,63941.0,63984.0,64049.0,64097.0,64129.0,64156.0,64210.0,64273.0,64331.0,64381.0,64460.0,64532.0,64582.0,64672.0,64713.0,64769.0,64810.0,64888.0,64933.0,64965.0,65001.0,65034.0,65074.0,65102.0,65154.0,65236.0,65274.0,65325.0,65384.0,65450.0,65493.0,65518.0,65579.0,65626.0,65667.0
5002829,72000.0,72071.0,72113.0,72179.0,72220.0,72245.0,72273.0,72327.0,72420.0,72508.0,72556.0,72617.0,72751.0,72884.0,73053.0,73314.0,73459.0,73556.0,73619.0,73683.0,73742.0,73799.0,73843.0,73905.0,73965.0,74010.0,74097.0,74161.0,74195.0,74224.0,74282.0,74336.0,74387.0,74430.0,74499.0,74564.0,74612.0,74718.0,74764.0,74824.0,74864.0,74940.0,74981.0,75011.0,75044.0,75074.0,75110.0,75137.0,75189.0,75271.0,75309.0,75360.0,75418.0,75477.0,75517.0,75541.0,75598.0,75662.0,75717.0
5002831,81900.0,81965.0,82003.0,82063.0,82100.0,82126.0,82155.0,82230.0,82303.0,82373.0,82410.0,82488.0,82617.0,82745.0,82926.0,83207.0,83363.0,83455.0,83515.0,83590.0,83658.0,83717.0,83762.0,83805.0,83846.0,83888.0,83951.0,83998.0,84025.0,84048.0,84098.0,84155.0,84209.0,84249.0,84313.0,84370.0,84418.0,84515.0,84559.0,84616.0,84652.0,84721.0,84761.0,84790.0,84819.0,84845.0,84877.0,84900.0,84948.0,85024.0,85060.0,85109.0,85166.0,85207.0,85241.0,85261.0,85311.0,85427.0,85526.0
5003007,28800.0,28920.0,28990.0,29101.0,29170.0,29232.0,29302.0,29472.0,29635.0,29789.0,29871.0,29970.0,30118.0,30265.0,30457.0,30755.0,30920.0,31043.0,31123.0,31212.0,31294.0,31364.0,31417.0,31483.0,31546.0,31598.0,31698.0,31773.0,31813.0,31848.0,31914.0,31989.0,32059.0,32109.0,32190.0,32247.0,32302.0,32414.0,32459.0,32524.0,32571.0,32660.0,32703.0,32734.0,32785.0,32831.0,32886.0,32925.0,32997.0,33111.0,33165.0,33232.0,33309.0,33382.0,33427.0,33454.0,33518.0,33622.0,33712.0
5003009,40800.0,40881.0,40928.0,41003.0,41050.0,41083.0,41121.0,41207.0,41321.0,41429.0,41487.0,41575.0,41711.0,41845.0,42008.0,42261.0,42401.0,42495.0,42556.0,42624.0,42687.0,42738.0,42777.0,42834.0,42888.0,42922.0,43039.0,43125.0,43156.0,43183.0,43244.0,43310.0,43371.0,43413.0,43481.0,43537.0,43586.0,43685.0,43722.0,43782.0,43819.0,43889.0,43931.0,43961.0,43996.0,44027.0,44065.0,44092.0,44154.0,44253.0,44300.0,44355.0,44419.0,44493.0,44537.0,44563.0,44625.0,44713.0,44789.0
5003011,51840.0,51916.0,51960.0,52030.0,52074.0,52107.0,52145.0,52226.0,52329.0,52427.0,52479.0,52553.0,52695.0,52836.0,53008.0,53274.0,53422.0,53520.0,53584.0,53654.0,53718.0,53779.0,53825.0,53887.0,53947.0,53994.0,54112.0,54199.0,54233.0,54262.0,54326.0,54399.0,54467.0,54517.0,54598.0,54660.0,54715.0,54816.0,54862.0,54936.0,54979.0,55060.0,55109.0,55144.0,55190.0,55231.0,55281.0,55316.0,55390.0,55507.0,55562.0,55625.0,55697.0,55772.0,55816.0,55842.0,55906.0,55988.0,56059.0
5003013,63840.0,63930.0,63983.0,64066.0,64117.0,64148.0,64183.0,64282.0,64377.0,64467.0,64514.0,64581.0,64707.0,64831.0,65039.0,65362.0,65542.0,65648.0,65717.0,65809.0,65892.0,65970.0,66029.0,66106.0,66179.0,66225.0,66313.0,66378.0,66417.0,66450.0,66525.0,66603.0,66675.0,66729.0,66816.0,66890.0,66939.0,67056.0,67105.0,67180.0,67225.0,67310.0,67363.0,67400.0,67442.0,67480.0,67526.0,67558.0,67623.0,67726.0,67774.0,67832.0,67899.0,67973.0,68013.0,68037.0,68093.0,68159.0,68216.0
5003055,32400.0,32471.0,32513.0,32579.0,32621.0,32651.0,32685.0,32741.0,32825.0,32904.0,32946.0,33007.0,33151.0,33294.0,33421.0,33617.0,33726.0,33808.0,33861.0,33920.0,33974.0,34025.0,34064.0,34115.0,34163.0,34194.0,34281.0,34345.0,34376.0,34402.0,34464.0,34520.0,34573.0,34621.0,34697.0,34763.0,34820.0,34910.0,34953.0,35007.0,35040.0,35102.0,35136.0,35160.0,35192.0,35221.0,35256.0,35282.0,35327.0,35399.0,35433.0,35508.0,35594.0,35642.0,35675.0,35695.0,35743.0,35862.0,35964.0
5003057,42000.0,42078.0,42124.0,42196.0,42241.0,42273.0,42310.0,42385.0,42490.0,42590.0,42643.0,42704.0,42828.0,42950.0,43108.0,43353.0,43489.0,43577.0,43635.0,43701.0,43762.0,43823.0,43869.0,43927.0,43983.0,44018.0,44127.0,44208.0,44238.0,44263.0,44321.0,44388.0,44451.0,44503.0,44587.0,44642.0,44704.0,44793.0,44841.0,44892.0,44933.0,45010.0,45054.0,45085.0,45122.0,45156.0,45197.0,45226.0,45279.0,45364.0,45404.0,45467.0,45540.0,45610.0,45656.0,45684.0,45751.0,45818.0,45876.0
5003059,52800.0,52872.0,52915.0,52982.0,53024.0,53058.0,53097.0,53177.0,53285.0,53387.0,53441.0,53539.0,53655.0,53770.0,53952.0,54234.0,54391.0,54482.0,54541.0,54590.0,54635.0,54690.0,54731.0,54787.0,54841.0,54879.0,55016.0,55117.0,55149.0,55176.0,55210.0,55272.0,55329.0,55376.0,55452.0,55515.0,55563.0,55657.0,55689.0,55757.0,55794.0,55865.0,55908.0,55938.0,55972.0,56003.0,56040.0,56066.0,56126.0,56221.0,56265.0,56334.0,56414.0,56478.0,56522.0,56548.0,56610.0,56727.0,56827.0
5003061,64200.0,64282.0,64330.0,64406.0,64453.0,64488.0,64528.0,64584.0,64672.0,64755.0,64800.0,64879.0,64993.0,65105.0,65258.0,65495.0,65627.0,65703.0,65752.0,65810.0,65863.0,65915.0,65954.0,66014.0,66072.0,66114.0,66210.0,66281.0,66307.0,66329.0,66398.0,66465.0,66527.0,66575.0,66651.0,66739.0,66786.0,66894.0,66938.0,67007.0,67047.0,67124.0,67172.0,67206.0,67242.0,67274.0,67313.0,67340.0,67389.0,67467.0,67504.0,67567.0,67640.0,67695.0,67743.0,67772.0,67841.0,67926.0,67999.0
5003063,74700.0,74765.0,74803.0,74863.0,74900.0,74926.0,74955.0,75030.0,75103.0,75173.0,75210.0,75288.0,75417.0,75545.0,75726.0,76007.0,76163.0,76255.0,76315.0,76390.0,76458.0,76517.0,76562.0,76605.0,76646.0,76688.0,76751.0,76798.0,76825.0,76848.0,76898.0,76955.0,77009.0,77049.0,77113.0,77170.0,77218.0,77315.0,77359.0,77416.0,77452.0,77521.0,77561.0,77590.0,77619.0,77645.0,77677.0,77700.0,77748.0,77824.0,77860.0,77909.0,77966.0,78007.0,78041.0,78061.0,78111.0,78227.0,78326.0
5003065,83700.0,83765.0,83803.0,83863.0,83900.0,83926.0,83955.0,84030.0,84103.0,84173.0,84210.0,84288.0,84417.0,84545.0,84726.0,85007.0,85163.0,85255.0,85315.0,85390.0,85458.0,85517.0,85562.0,85605.0,85646.0,85688.0,85751.0,85798.0,85825.0,85848.0,85898.0,85955.0,86009.0,86049.0,86113.0,86170.0,86218.0,86315.0,86359.0,86416.0,86452.0,86521.0,86561.0,86590.0,86619.0,86645.0,86677.0,86700.0,86748.0,86824.0,86860.0,86909.0,86966.0,87007.0,87041.0,87061.0,87111.0,87227.0,87326.0
5003163,28800.0,28863.0,28900.0,28958.0,28994.0,29023.0,29056.0,29101.0,29163.0,29222.0,29253.0,29301.0,29402.0,29501.0,29616.0,29795.0,29894.0,29962.0,30007.0,30074.0,30136.0,30184.0,30221.0,30266.0,30309.0,30340.0,30401.0,30447.0,30470.0,30489.0,30524.0,30577.0,30627.0,30672.0,30744.0,30788.0,30839.0,30918.0,30952.0,30988.0,31021.0,31084.0,31127.0,31158.0,31185.0,31210.0,31240.0,31261.0,31298.0,31357.0,31385.0,31435.0,31493.0,31543.0,31576.0,31596.0,31644.0,31746.0,31833.0
5003165,37800.0,37873.0,37916.0,37984.0,38026.0,38059.0,38096.0,38164.0,38251.0,38333.0,38376.0,38451.0,38581.0,38710.0,38853.0,39074.0,39197.0,39279.0,39333.0,39395.0,39451.0,39507.0,39550.0,39608.0,39664.0,39695.0,39799.0,39877.0,39907.0,39933.0,39992.0,40050.0,40104.0,40152.0,40230.0,40282.0,40329.0,40419.0,40455.0,40502.0,40544.0,40623.0,40661.0,40688.0,40724.0,40756.0,40795.0,40823.0,40878.0,40965.0,41006.0,41059.0,41120.0,41192.0,41234.0,41259.0,41320.0,41453.0,41568.0
5003169,60000.0,60077.0,60122.0,60193.0,60238.0,60266.0,60298.0,60360.0,60449.0,60533.0,60578.0,60664.0,60804.0,60942.0,61134.0,61432.0,61597.0,61706.0,61778.0,61861.0,61937.0,61986.0,62023.0,62083.0,62141.0,62184.0,62249.0,62297.0,62329.0,62356.0,62410.0,62473.0,62531.0,62581.0,62660.0,62732.0,62782.0,62872.0,62913.0,62969.0,63010.0,63088.0,63133.0,63165.0,63201.0,63234.0,63274.0,63302.0,63354.0,63436.0,63474.0,63525.0,63584.0,63650.0,63693.0,63718.0,63779.0,63826.0,63867.0
5003268,33000.0,33071.0,33113.0,33179.0,33221.0,33251.0,33285.0,33341.0,33425.0,33504.0,33546.0,33607.0,33751.0,33894.0,34021.0,34217.0,34326.0,34408.0,34461.0,34520.0,34574.0,34625.0,34664.0,34715.0,34763.0,34794.0,34881.0,34945.0,34976.0,35002.0,35064.0,35120.0,35173.0,35221.0,35297.0,35363.0,35420.0,35510.0,35553.0,35607.0,35640.0,35702.0,35736.0,35760.0,35792.0,35821.0,35856.0,35882.0,35927.0,35999.0,36033.0,36108.0,36194.0,36242.0,36275.0,36295.0,36343.0,36462.0,36564.0
5003270,42600.0,42678.0,42724.0,42796.0,42841.0,42873.0,42910.0,42985.0,43090.0,43190.0,43243.0,43304.0,43428.0,43550.0,43708.0,43953.0,44089.0,44177.0,44235.0,44301.0,44362.0,44423.0,44469.0,44527.0,44583.0,44618.0,44727.0,44808.0,44838.0,44863.0,44921.0,44988.0,45051.0,45103.0,45187.0,45242.0,45304.0,45393.0,45441.0,45492.0,45533.0,45610.0,45654.0,45685.0,45722.0,45756.0,45797.0,45826.0,45879.0,45964.0,46004.0,46067.0,46140.0,46210.0,46256.0,46284.0,46351.0,46418.0,46476.0
5003272,53400.0,53472.0,53515.0,53582.0,53624.0,53658.0,53697.0,53777.0,53885.0,53987.0,54041.0,54139.0,54255.0,54370.0,54552.0,54834.0,54991.0,55082.0,55141.0,55190.0,55235.0,55290.0,55331.0,55387.0,55441.0,55479.0,55616.0,55717.0,55749.0,55776.0,55810.0,55872.0,55929.0,55976.0,56052.0,56115.0,56163.0,56257.0,56289.0,56357.0,56394.0,56465.0,56508.0,56538.0,56572.0,56603.0,56640.0,56666.0,56726.0,56821.0,56865.0,56934.0,57014.0,57078.0,57122.0,57148.0,57210.0,57327.0,57427.0
5003274,64800.0,64882.0,64930.0,65006.0,65053.0,65088.0,65128.0,65184.0,65272.0,65355.0,65400.0,65479.0,65593.0,65705.0,65858.0,66095.0,66227.0,66303.0,66352.0,66410.0,66463.0,66515.0,66554.0,66614.0,66672.0,66714.0,66810.0,66881.0,66907.0,66929.0,66998.0,67065.0,67127.0,67175.0,67251.0,67339.0,67386.0,67494.0,67538.0,67607.0,67647.0,67724.0,67772.0,67806.0,67842.0,67874.0,67913.0,67940.0,67989.0,68067.0,68104.0,68167.0,68240.0,68295.0,68343.0,68372.0,68441.0,68526.0,68599.0
5003287,23520.0,23609.0,23661.0,23744.0,23796.0,23836.0,23881.0,23980.0,24114.0,24241.0,24309.0,24384.0,24521.0,24656.0,24789.0,24995.0,25110.0,25204.0,25266.0,25340.0,25408.0,25467.0,25512.0,25577.0,25640.0,25683.0,25767.0,25830.0,25869.0,25902.0,25963.0,26027.0,26086.0,26136.0,26217.0,26268.0,26314.0,26420.0,26466.0,26539.0,26586.0,26677.0,26725.0,26760.0,26807.0,26850.0,26902.0,26939.0,27009.0,27120.0,27173.0,27238.0,27313.0,27387.0,27428.0,27453.0,27512.0,27625.0,27722.0
5003289,34560.0,34641.0,34688.0,34763.0,34810.0,34843.0,34881.0,34967.0,35081.0,35189.0,35247.0,35335.0,35471.0,35605.0,35768.0,36021.0,36161.0,36255.0,36316.0,36384.0,36447.0,36498.0,36537.0,36594.0,36648.0,36682.0,36799.0,36885.0,36916.0,36943.0,37004.0,37070.0,37131.0,37173.0,37241.0,37297.0,37346.0,37445.0,37482.0,37542.0,37579.0,37649.0,37691.0,37721.0,37756.0,37787.0,37825.0,37852.0,37914.0,38013.0,38060.0,38115.0,38179.0,38253.0,38297.0,38323.0,38385.0,38473.0,38549.0
5003291,45600.0,45676.0,45720.0,45790.0,45834.0,45867.0,45905.0,45986.0,46089.0,46187.0,46239.0,46313.0,46455.0,46596.0,46768.0,47034.0,47182.0,47280.0,47344.0,47414.0,47478.0,47539.0,47585.0,47647.0,47707.0,47754.0,47872.0,47959.0,47993.0,48022.0,48086.0,48159.0,48227.0,48277.0,48358.0,48420.0,48475.0,48576.0,48622.0,48696.0,48739.0,48820.0,48869.0,48904.0,48950.0,48991.0,49041.0,49076.0,49150.0,49267.0,49322.0,49385.0,49457.0,49532.0,49576.0,49602.0,49666.0,49748.0,49819.0
5003293,56640.0,56718.0,56764.0,56836.0,56881.0,56916.0,56956.0,57108.0,57225.0,57335.0,57394.0,57474.0,57605.0,57735.0,57915.0,58194.0,58349.0,58451.0,58518.0,58602.0,58679.0,58749.0,58802.0,58878.0,58950.0,58998.0,59121.0,59213.0,59245.0,59272.0,59346.0,59444.0,59536.0,59596.0,59692.0,59754.0,59809.0,59917.0,59968.0,60050.0,60094.0,60177.0,60229.0,60266.0,60312.0,60354.0,60405.0,60441.0,60525.0,60658.0,60721.0,60780.0,60848.0,60931.0,60974.0,61000.0,61062.0,61150.0,61226.0
5003295,68580.0,68663.0,68712.0,68789.0,68836.0,68869.0,68907.0,68996.0,69082.0,69163.0,69206.0,69269.0,69392.0,69514.0,69689.0,69961.0,70112.0,70217.0,70286.0,70366.0,70439.0,70493.0,70534.0,70594.0,70652.0,70690.0,70800.0,70882.0,70913.0,70939.0,70994.0,71065.0,71132.0,71181.0,71259.0,71334.0,71384.0,71488.0,71531.0,71605.0,71648.0,71730.0,71773.0,71803.0,71836.0,71866.0,71902.0,71929.0,71991.0,72089.0,72136.0,72193.0,72260.0,72313.0,72348.0,72369.0,72420.0,72480.0,72531.0
5003311,61800.0,61871.0,61912.0,61977.0,62018.0,62046.0,62078.0,62148.0,62246.0,62339.0,62389.0,62467.0,62606.0,62743.0,62874.0,63077.0,63190.0,63269.0,63320.0,63385.0,63444.0,63504.0,63550.0,63600.0,63648.0,63681.0,63759.0,63817.0,63847.0,63872.0,63914.0,63972.0,64026.0,64072.0,64145.0,64209.0,64256.0,64355.0,64396.0,64477.0,64522.0,64608.0,64648.0,64677.0,64704.0,64728.0,64757.0,64777.0,64825.0,64901.0,64937.0,64997.0,65067.0,65122.0,65155.0,65175.0,65223.0,65298.0,65362.0
5003356,60780.0,60869.0,60921.0,61004.0,61056.0,61103.0,61157.0,61322.0,61434.0,61540.0,61597.0,61687.0,61820.0,61951.0,62153.0,62466.0,62639.0,62751.0,62824.0,62912.0,62993.0,63073.0,63133.0,63218.0,63300.0,63346.0,63438.0,63507.0,63542.0,63573.0,63636.0,63721.0,63800.0,63857.0,63948.0,64027.0,64081.0,64205.0,64258.0,64336.0,64384.0,64477.0,64531.0,64569.0,64613.0,64653.0,64701.0,64736.0,64804.0,64912.0,64963.0,65021.0,65089.0,65162.0,65200.0,65223.0,65277.0,65358.0,65427.0
5003386,35400.0,35481.0,35528.0,35603.0,35650.0,35683.0,35721.0,35807.0,35921.0,36029.0,36087.0,36175.0,36311.0,36445.0,36608.0,36861.0,37001.0,37095.0,37156.0,37224.0,37287.0,37338.0,37377.0,37434.0,37488.0,37522.0,37639.0,37725.0,37756.0,37783.0,37844.0,37910.0,37971.0,38013.0,38081.0,38137.0,38186.0,38285.0,38322.0,38382.0,38419.0,38489.0,38531.0,38561.0,38596.0,38627.0,38665.0,38692.0,38754.0,38853.0,38900.0,38955.0,39019.0,39093.0,39137.0,39163.0,39225.0,39313.0,39389.0
5003788,60300.0,60389.0,60441.0,60524.0,60576.0,60623.0,60677.0,60842.0,60954.0,61060.0,61117.0,61207.0,61340.0,61471.0,61673.0,61986.0,62159.0,62271.0,62344.0,62432.0,62513.0,62593.0,62653.0,62738.0,62820.0,62866.0,62958.0,63027.0,63062.0,63093.0,63156.0,63241.0,63320.0,63377.0,63468.0,63547.0,63601.0,63725.0,63778.0,63856.0,63904.0,63997.0,64051.0,64089.0,64133.0,64173.0,64221.0,64256.0,64324.0,64432.0,64483.0,64541.0,64609.0,64682.0,64720.0,64743.0,64797.0,64878.0,64947.0
5003906,30600.0,30671.0,30713.0,30779.0,30821.0,30851.0,30885.0,30941.0,31025.0,31104.0,31146.0,31207.0,31351.0,31494.0,31621.0,31817.0,31926.0,32008.0,32061.0,32120.0,32174.0,32225.0,32264.0,32315.0,32363.0,32394.0,32481.0,32545.0,32576.0,32602.0,32664.0,32720.0,32773.0,32821.0,32897.0,32963.0,33020.0,33110.0,33153.0,33207.0,33240.0,33302.0,33336.0,33360.0,33392.0,33421.0,33456.0,33482.0,33527.0,33599.0,33633.0,33708.0,33794.0,33842.0,33875.0,33895.0,33943.0,34062.0,34164.0
5003908,40200.0,40273.0,40316.0,40384.0,40426.0,40459.0,40496.0,40564.0,40651.0,40733.0,40776.0,40851.0,40981.0,41110.0,41253.0,41474.0,41597.0,41679.0,41733.0,41795.0,41851.0,41907.0,41950.0,42008.0,42064.0,42095.0,42199.0,42277.0,42307.0,42333.0,42392.0,42450.0,42504.0,42552.0,42630.0,42682.0,42729.0,42819.0,42855.0,42902.0,42944.0,43023.0,43061.0,43088.0,43124.0,43156.0,43195.0,43223.0,43278.0,43365.0,43406.0,43459.0,43520.0,43592.0,43634.0,43659.0,43720.0,43853.0,43968.0
5003910,51000.0,51078.0,51124.0,51196.0,51241.0,51273.0,51310.0,51385.0,51490.0,51590.0,51643.0,51704.0,51828.0,51950.0,52108.0,52353.0,52489.0,52577.0,52635.0,52701.0,52762.0,52823.0,52869.0,52927.0,52983.0,53018.0,53127.0,53208.0,53238.0,53263.0,53321.0,53388.0,53451.0,53503.0,53587.0,53642.0,53704.0,53793.0,53841.0,53892.0,53933.0,54010.0,54054.0,54085.0,54122.0,54156.0,54197.0,54226.0,54279.0,54364.0,54404.0,54467.0,54540.0,54610.0,54656.0,54684.0,54751.0,54818.0,54876.0
5003912,62400.0,62477.0,62522.0,62593.0,62638.0,62666.0,62698.0,62760.0,62849.0,62933.0,62978.0,63064.0,63204.0,63342.0,63534.0,63832.0,63997.0,64106.0,64178.0,64261.0,64337.0,64386.0,64423.0,64483.0,64541.0,64584.0,64649.0,64697.0,64729.0,64756.0,64810.0,64873.0,64931.0,64981.0,65060.0,65132.0,65182.0,65272.0,65313.0,65369.0,65410.0,65488.0,65533.0,65565.0,65601.0,65634.0,65674.0,65702.0,65754.0,65836.0,65874.0,65925.0,65984.0,66050.0,66093.0,66118.0,66179.0,66226.0,66267.0
5004057,36000.0,36073.0,36116.0,36184.0,36226.0,36259.0,36296.0,36364.0,36451.0,36533.0,36576.0,36651.0,36781.0,36910.0,37053.0,37274.0,37397.0,37479.0,37533.0,37595.0,37651.0,37707.0,37750.0,37808.0,37864.0,37895.0,37999.0,38077.0,38107.0,38133.0,38192.0,38250.0,38304.0,38352.0,38430.0,38482.0,38529.0,38619.0,38655.0,38702.0,38744.0,38823.0,38861.0,38888.0,38924.0,38956.0,38995.0,39023.0,39078.0,39165.0,39206.0,39259.0,39320.0,39392.0,39434.0,39459.0,39520.0,39653.0,39768.0
5004059,46200.0,46278.0,46324.0,46396.0,46441.0,46473.0,46510.0,46585.0,46690.0,46790.0,46843.0,46904.0,47028.0,47150.0,47308.0,47553.0,47689.0,47777.0,47835.0,47901.0,47962.0,48023.0,48069.0,48127.0,48183.0,48218.0,48327.0,48408.0,48438.0,48463.0,48521.0,48588.0,48651.0,48703.0,48787.0,48842.0,48904.0,48993.0,49041.0,49092.0,49133.0,49210.0,49254.0,49285.0,49322.0,49356.0,49397.0,49426.0,49479.0,49564.0,49604.0,49667.0,49740.0,49810.0,49856.0,49884.0,49951.0,50018.0,50076.0
5004061,57000.0,57084.0,57134.0,57212.0,57261.0,57293.0,57330.0,57432.0,57546.0,57654.0,57712.0,57777.0,57913.0,58047.0,58218.0,58483.0,58630.0,58732.0,58799.0,58851.0,58898.0,58963.0,59012.0,59062.0,59109.0,59152.0,59248.0,59320.0,59356.0,59387.0,59424.0,59494.0,59559.0,59612.0,59697.0,59757.0,59829.0,59925.0,59964.0,60047.0,60080.0,60142.0,60177.0,60202.0,60238.0,60271.0,60311.0,60339.0,60395.0,60483.0,60524.0,60582.0,60650.0,60724.0,60763.0,60786.0,60841.0,60880.0,60914.0
