tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P
5088469,53400.0,53444.0,53538.0,53557.0,53681.0,53716.0,53746.0,53873.0,53943.0,54087.0,54145.0,54245.0,54270.0,54325.0,54348.0,54411.0,54474.0,54501.0,54529.0,54546.0,54565.0,54585.0,54600.0,54623.0,54661.0,54687.0,54831.0,54884.0,54952.0,54987.0,55068.0,55148.0,55194.0,55210.0,55238.0,55270.0,55327.0,55382.0,55438.0,55460.0,55482.0,55504.0,55560.0,55601.0,55652.0,55695.0,55759.0,55822.0,55870.0,55895.0,55985.0
5088471,60600.0,60645.0,60743.0,60763.0,60848.0,60862.0,60884.0,60977.0,61028.0,61133.0,61175.0,61247.0,61272.0,61327.0,61350.0,61412.0,61475.0,61500.0,61525.0,61540.0,61557.0,61577.0,61591.0,61620.0,61667.0,61699.0,61867.0,61905.0,61968.0,62004.0,62067.0,62129.0,62189.0,62209.0,62247.0,62273.0,62320.0,62407.0,62495.0,62522.0,62550.0,62578.0,62620.0,62651.0,62691.0,62725.0,62762.0,62799.0,62869.0,62906.0,63010.0
5089034,56100.0,56142.0,56233.0,56251.0,56423.0,56447.0,56472.0,56577.0,56635.0,56755.0,56803.0,56885.0,56907.0,56957.0,56978.0,57035.0,57093.0,57119.0,57145.0,57162.0,57182.0,57203.0,57218.0,57243.0,57283.0,57309.0,57479.0,57542.0,57612.0,57660.0,57722.0,57782.0,57852.0,57876.0,57920.0,57952.0,58008.0,58060.0,58112.0,58146.0,58180.0,58215.0,58304.0,58368.0,58431.0,58483.0,58524.0,58564.0,58619.0,58649.0,58799.0
5090180,24000.0,24046.0,24145.0,24165.0,24223.0,24236.0,24255.0,24335.0,24379.0,24470.0,24506.0,24568.0,24589.0,24637.0,24657.0,24712.0,24768.0,24797.0,24828.0,24849.0,24873.0,24893.0,24907.0,24933.0,24975.0,25004.0,25121.0,25166.0,25225.0,25268.0,25316.0,25364.0,25414.0,25431.0,25463.0,25494.0,25550.0,25613.0,25676.0,25711.0,25746.0,25781.0,25858.0,25913.0,25964.0,26007.0,26058.0,26109.0,26176.0,26211.0,26347.0
5090182,32400.0,32440.0,32526.0,32543.0,32634.0,32648.0,32671.0,32770.0,32824.0,32936.0,32981.0,33058.0,33083.0,33139.0,33163.0,33227.0,33292.0,33324.0,33358.0,33387.0,33420.0,33444.0,33461.0,33489.0,33535.0,33566.0,33727.0,33781.0,33860.0,33897.0,33951.0,34004.0,34072.0,34095.0,34138.0,34173.0,34234.0,34302.0,34370.0,34408.0,34446.0,34485.0,34587.0,34660.0,34720.0,34769.0,34828.0,34887.0,34952.0,34987.0,35086.0
5090184,40080.0,40119.0,40203.0,40220.0,40343.0,40365.0,40389.0,40491.0,40547.0,40663.0,40710.0,40789.0,40812.0,40864.0,40886.0,40945.0,41006.0,41037.0,41070.0,41099.0,41133.0,41160.0,41179.0,41203.0,41242.0,41267.0,41426.0,41480.0,41546.0,41588.0,41652.0,41714.0,41775.0,41796.0,41834.0,41863.0,41915.0,41974.0,42033.0,42066.0,42099.0,42132.0,42201.0,42251.0,42302.0,42344.0,42385.0,42426.0,42472.0,42497.0,42621.0
5090186,50880.0,50919.0,51003.0,51020.0,51143.0,51165.0,51189.0,51291.0,51347.0,51463.0,51510.0,51589.0,51612.0,51664.0,51686.0,51745.0,51806.0,51837.0,51870.0,51899.0,51933.0,51960.0,51979.0,52003.0,52042.0,52067.0,52226.0,52280.0,52346.0,52388.0,52452.0,52514.0,52575.0,52596.0,52634.0,52663.0,52715.0,52774.0,52833.0,52866.0,52899.0,52932.0,53001.0,53051.0,53102.0,53144.0,53185.0,53226.0,53272.0,53297.0,53421.0
5090188,57900.0,57946.0,58044.0,58064.0,58170.0,58190.0,58216.0,58325.0,58385.0,58509.0,58559.0,58645.0,58669.0,58723.0,58746.0,58807.0,58869.0,58899.0,58931.0,58953.0,58978.0,59000.0,59016.0,59042.0,59084.0,59111.0,59273.0,59319.0,59382.0,59423.0,59489.0,59553.0,59621.0,59644.0,59687.0,59719.0,59775.0,59827.0,59880.0,59913.0,59947.0,59981.0,60060.0,60117.0,60178.0,60228.0,60272.0,60316.0,60364.0,60390.0,60558.0
5090846,22800.0,22846.0,22945.0,22965.0,23023.0,23036.0,23055.0,23135.0,23179.0,23270.0,23306.0,23368.0,23389.0,23437.0,23457.0,23512.0,23568.0,23597.0,23628.0,23649.0,23673.0,23693.0,23707.0,23733.0,23775.0,23804.0,23921.0,23966.0,24025.0,24068.0,24116.0,24164.0,24214.0,24231.0,24263.0,24294.0,24350.0,24413.0,24476.0,24511.0,24546.0,24581.0,24658.0,24713.0,24764.0,24807.0,24858.0,24909.0,24976.0,25011.0,25147.0
5090848,30000.0,30040.0,30126.0,30143.0,30234.0,30248.0,30271.0,30370.0,30424.0,30536.0,30581.0,30658.0,30683.0,30739.0,30763.0,30827.0,30892.0,30924.0,30958.0,30987.0,31020.0,31044.0,31061.0,31089.0,31135.0,31166.0,31327.0,31381.0,31460.0,31497.0,31551.0,31604.0,31672.0,31695.0,31738.0,31773.0,31834.0,31902.0,31970.0,32008.0,32046.0,32085.0,32187.0,32260.0,32320.0,32369.0,32428.0,32487.0,32552.0,32587.0,32686.0
5090849,58800.0,58846.0,58944.0,58964.0,59070.0,59090.0,59116.0,59225.0,59285.0,59409.0,59459.0,59545.0,59569.0,59623.0,59646.0,59707.0,59769.0,59799.0,59831.0,59853.0,59878.0,59900.0,59916.0,59942.0,59984.0,60011.0,60173.0,60219.0,60282.0,60323.0,60389.0,60453.0,60521.0,60544.0,60587.0,60619.0,60675.0,60727.0,60780.0,60813.0,60847.0,60881.0,60960.0,61017.0,61078.0,61128.0,61172.0,61216.0,61264.0,61290.0,61458.0
5091146,31200.0,31240.0,31326.0,31343.0,31434.0,31448.0,31471.0,31570.0,31624.0,31736.0,31781.0,31858.0,31883.0,31939.0,31963.0,32027.0,32092.0,32124.0,32158.0,32187.0,32220.0,32244.0,32261.0,32289.0,32335.0,32366.0,32527.0,32581.0,32660.0,32697.0,32751.0,32804.0,32872.0,32895.0,32938.0,32973.0,33034.0,33102.0,33170.0,33208.0,33246.0,33285.0,33387.0,33460.0,33520.0,33569.0,33628.0,33687.0,33752.0,33787.0,33886.0
5091148,47280.0,47319.0,47403.0,47420.0,47543.0,47565.0,47589.0,47691.0,47747.0,47863.0,47910.0,47989.0,48012.0,48064.0,48086.0,48145.0,48206.0,48237.0,48270.0,48299.0,48333.0,48360.0,48379.0,48403.0,48442.0,48467.0,48626.0,48680.0,48746.0,48788.0,48852.0,48914.0,48975.0,48996.0,49034.0,49063.0,49115.0,49174.0,49233.0,49266.0,49299.0,49332.0,49401.0,49451.0,49502.0,49544.0,49585.0,49626.0,49672.0,49697.0,49821.0
