tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P
0,943.0,3599.0,3600.0,3601.0,3602.0,3604.0,3607.0,6051.0,6053.0,7327.0,3629.0,3630.0,3631.0,3632.0,3633.0,3634.0,3635.0,3636.0,905.0,4331.0,4339.0,6010.0,3656.0,7194.0,6310.0,6311.0,112.0,113.0,114.0,1646.0,7571.0
5014175,27000.0,27126.0,27155.0,27190.0,27222.0,27257.0,27383.0,27396.0,27438.0,27495.0,27533.0,27567.0,27605.0,27633.0,27677.0,27740.0,27804.0,27812.0,27915.0,28042.0,28126.0,28262.0,28390.0,28431.0,28575.0,28584.0,29208.0,29283.0,29301.0,29443.0,29528.0
