tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P,084_P,085_P,086_P,087_P,088_P,089_P,090_P,091_P
5012610,22200.0,22233.0,22273.0,22313.0,22397.0,22433.0,22475.0,22494.0,22537.0,22576.0,22619.0,22654.0,22719.0,22749.0,22775.0,22824.0,22865.0,22882.0,22932.0,22997.0,23066.0,23122.0,23141.0,23176.0,23207.0,23262.0,23320.0,23379.0,23412.0,23445.0,23478.0,23551.0,23603.0,23659.0,23706.0,23761.0,23815.0,23877.0,23910.0,23996.0,24233.0,24288.0,24324.0,24448.0,24560.0,24706.0,24827.0,24903.0,24945.0,24967.0,25011.0,25085.0,25160.0,25210.0,25255.0,25312.0,25359.0,25395.0,25479.0,25499.0,25589.0,25637.0,25657.0,25704.0,25749.0,25823.0,25844.0,25880.0,25935.0,25980.0,26018.0,26077.0,26141.0,26232.0,26320.0,26371.0,26421.0,26485.0,26574.0,26623.0,26700.0,26747.0,26776.0,26802.0,26855.0,26894.0,26930.0,26946.0,26991.0,27017.0,27050.0
5012613,55800.0,55844.0,55897.0,55940.0,56030.0,56069.0,56114.0,56135.0,56179.0,56223.0,56271.0,56311.0,56384.0,56418.0,56447.0,56503.0,56550.0,56569.0,56626.0,56710.0,56801.0,56870.0,56893.0,56936.0,56968.0,57024.0,57086.0,57149.0,57188.0,57227.0,57266.0,57350.0,57411.0,57472.0,57522.0,57564.0,57605.0,57661.0,57691.0,57794.0,58076.0,58150.0,58198.0,58363.0,58512.0,58707.0,58867.0,58966.0,59020.0,59048.0,59106.0,59201.0,59293.0,59354.0,59408.0,59497.0,59569.0,59621.0,59725.0,59750.0,59861.0,59958.0,59999.0,60094.0,60145.0,60228.0,60260.0,60314.0,60388.0,60459.0,60508.0,60583.0,60685.0,60831.0,60971.0,61053.0,61132.0,61246.0,61404.0,61463.0,61557.0,61607.0,61637.0,61664.0,61720.0,61761.0,61799.0,61816.0,61863.0,61891.0,61927.0
5012615,70200.0,70240.0,70287.0,70324.0,70402.0,70436.0,70475.0,70493.0,70531.0,70566.0,70602.0,70632.0,70687.0,70712.0,70734.0,70776.0,70811.0,70826.0,70868.0,70932.0,71000.0,71060.0,71080.0,71117.0,71147.0,71200.0,71258.0,71317.0,71350.0,71383.0,71416.0,71487.0,71539.0,71597.0,71645.0,71685.0,71725.0,71779.0,71808.0,71891.0,72118.0,72188.0,72234.0,72389.0,72529.0,72713.0,72823.0,72893.0,72932.0,72956.0,73006.0,73078.0,73152.0,73201.0,73245.0,73301.0,73346.0,73381.0,73462.0,73481.0,73567.0,73620.0,73643.0,73695.0,73729.0,73785.0,73803.0,73834.0,73865.0,73903.0,73934.0,73981.0,74039.0,74122.0,74202.0,74249.0,74294.0,74367.0,74469.0,74520.0,74602.0,74651.0,74681.0,74708.0,74763.0,74804.0,74842.0,74859.0,74906.0,74933.0,74966.0
5013019,26400.0,26443.0,26495.0,26539.0,26632.0,26672.0,26719.0,26740.0,26787.0,26830.0,26876.0,26914.0,26984.0,27016.0,27044.0,27097.0,27142.0,27161.0,27215.0,27296.0,27383.0,27467.0,27495.0,27547.0,27587.0,27658.0,27740.0,27822.0,27867.0,27913.0,27960.0,28081.0,28168.0,28241.0,28302.0,28367.0,28431.0,28511.0,28554.0,28665.0,28969.0,29037.0,29082.0,29234.0,29372.0,29552.0,29721.0,29824.0,29880.0,29911.0,29975.0,30054.0,30130.0,30193.0,30249.0,30327.0,30390.0,30442.0,30548.0,30574.0,30687.0,30755.0,30784.0,30851.0,30896.0,30969.0,31021.0,31107.0,31198.0,31255.0,31298.0,31365.0,31437.0,31540.0,31639.0,31697.0,31753.0,31829.0,31936.0,31989.0,32073.0,32122.0,32152.0,32179.0,32235.0,32276.0,32314.0,32331.0,32378.0,32406.0,32440.0
5013021,40800.0,40846.0,40900.0,40948.0,41050.0,41094.0,41145.0,41168.0,41219.0,41265.0,41312.0,41351.0,41423.0,41456.0,41485.0,41540.0,41586.0,41605.0,41658.0,41732.0,41812.0,41883.0,41907.0,41951.0,41985.0,42045.0,42112.0,42180.0,42218.0,42257.0,42296.0,42370.0,42424.0,42481.0,42528.0,42575.0,42622.0,42675.0,42704.0,42808.0,43092.0,43161.0,43206.0,43360.0,43499.0,43683.0,43815.0,43905.0,43954.0,43983.0,44041.0,44129.0,44219.0,44277.0,44329.0,44403.0,44464.0,44505.0,44605.0,44629.0,44736.0,44809.0,44840.0,44911.0,44956.0,45029.0,45052.0,45091.0,45139.0,45191.0,45234.0,45300.0,45386.0,45509.0,45627.0,45696.0,45763.0,45855.0,45984.0,46035.0,46117.0,46166.0,46196.0,46223.0,46279.0,46320.0,46358.0,46375.0,46422.0,46450.0,46486.0
5013022,55200.0,55244.0,55297.0,55340.0,55430.0,55469.0,55514.0,55535.0,55579.0,55623.0,55671.0,55711.0,55784.0,55818.0,55847.0,55903.0,55950.0,55969.0,56026.0,56110.0,56201.0,56270.0,56293.0,56336.0,56368.0,56424.0,56486.0,56549.0,56588.0,56627.0,56666.0,56750.0,56811.0,56872.0,56922.0,56964.0,57005.0,57061.0,57091.0,57194.0,57476.0,57550.0,57598.0,57763.0,57912.0,58107.0,58267.0,58366.0,58420.0,58448.0,58506.0,58601.0,58693.0,58754.0,58808.0,58897.0,58969.0,59021.0,59125.0,59150.0,59261.0,59358.0,59399.0,59494.0,59545.0,59628.0,59660.0,59714.0,59788.0,59859.0,59908.0,59983.0,60085.0,60231.0,60371.0,60453.0,60532.0,60646.0,60804.0,60863.0,60957.0,61007.0,61037.0,61064.0,61120.0,61161.0,61199.0,61216.0,61263.0,61291.0,61327.0
5013289,30600.0,30654.0,30718.0,30774.0,30892.0,30943.0,31002.0,31029.0,31087.0,31139.0,31190.0,31232.0,31309.0,31344.0,31375.0,31434.0,31483.0,31503.0,31563.0,31646.0,31736.0,31845.0,31882.0,31950.0,31992.0,32067.0,32149.0,32232.0,32283.0,32335.0,32388.0,32513.0,32604.0,32688.0,32758.0,32825.0,32892.0,32990.0,33043.0,33164.0,33496.0,33583.0,33640.0,33834.0,34009.0,34239.0,34376.0,34477.0,34533.0,34561.0,34617.0,34695.0,34775.0,34827.0,34873.0,34935.0,34985.0,35019.0,35103.0,35123.0,35213.0,35277.0,35304.0,35368.0,35409.0,35475.0,35496.0,35530.0,35574.0,35613.0,35651.0,35709.0,35778.0,35877.0,35972.0,36028.0,36082.0,36156.0,36260.0,36313.0,36396.0,36444.0,36473.0,36500.0,36555.0,36595.0,36632.0,36649.0,36695.0,36722.0,36756.0
5013291,45300.0,45346.0,45400.0,45448.0,45550.0,45594.0,45645.0,45668.0,45719.0,45765.0,45812.0,45851.0,45923.0,45956.0,45985.0,46040.0,46086.0,46105.0,46158.0,46232.0,46312.0,46383.0,46407.0,46451.0,46485.0,46545.0,46612.0,46680.0,46718.0,46757.0,46796.0,46870.0,46924.0,46981.0,47028.0,47075.0,47122.0,47175.0,47204.0,47308.0,47592.0,47661.0,47706.0,47860.0,47999.0,48183.0,48315.0,48405.0,48454.0,48483.0,48541.0,48629.0,48719.0,48777.0,48829.0,48903.0,48964.0,49005.0,49105.0,49129.0,49236.0,49309.0,49340.0,49411.0,49456.0,49529.0,49552.0,49591.0,49639.0,49691.0,49734.0,49800.0,49886.0,50009.0,50127.0,50196.0,50263.0,50355.0,50484.0,50535.0,50617.0,50666.0,50696.0,50723.0,50779.0,50820.0,50858.0,50875.0,50922.0,50950.0,50986.0
5013293,60600.0,60648.0,60705.0,60747.0,60835.0,60873.0,60917.0,60937.0,60981.0,61025.0,61073.0,61113.0,61185.0,61218.0,61247.0,61302.0,61348.0,61367.0,61422.0,61498.0,61580.0,61648.0,61671.0,61714.0,61742.0,61792.0,61851.0,61911.0,61945.0,61979.0,62014.0,62097.0,62157.0,62222.0,62275.0,62325.0,62375.0,62426.0,62453.0,62566.0,62875.0,62956.0,63009.0,63189.0,63351.0,63563.0,63708.0,63798.0,63848.0,63880.0,63946.0,64045.0,64129.0,64192.0,64249.0,64321.0,64380.0,64422.0,64521.0,64545.0,64650.0,64723.0,64754.0,64825.0,64875.0,64956.0,64983.0,65027.0,65075.0,65142.0,65184.0,65248.0,65343.0,65479.0,65610.0,65687.0,65762.0,65853.0,65981.0,66045.0,66147.0,66197.0,66227.0,66254.0,66310.0,66351.0,66389.0,66406.0,66453.0,66481.0,66517.0
5014121,24600.0,24643.0,24695.0,24739.0,24832.0,24872.0,24919.0,24940.0,24987.0,25030.0,25076.0,25114.0,25184.0,25216.0,25244.0,25297.0,25342.0,25361.0,25415.0,25496.0,25583.0,25667.0,25695.0,25747.0,25787.0,25858.0,25940.0,26022.0,26067.0,26113.0,26160.0,26281.0,26368.0,26441.0,26502.0,26567.0,26631.0,26711.0,26754.0,26865.0,27169.0,27237.0,27282.0,27434.0,27572.0,27752.0,27921.0,28024.0,28080.0,28111.0,28175.0,28254.0,28330.0,28393.0,28449.0,28527.0,28590.0,28642.0,28748.0,28774.0,28887.0,28955.0,28984.0,29051.0,29096.0,29169.0,29221.0,29307.0,29398.0,29455.0,29498.0,29565.0,29637.0,29740.0,29839.0,29897.0,29953.0,30029.0,30136.0,30189.0,30273.0,30322.0,30352.0,30379.0,30435.0,30476.0,30514.0,30531.0,30578.0,30606.0,30640.0
5014123,39000.0,39046.0,39100.0,39148.0,39250.0,39294.0,39345.0,39368.0,39419.0,39465.0,39512.0,39551.0,39623.0,39656.0,39685.0,39740.0,39786.0,39805.0,39858.0,39932.0,40012.0,40083.0,40107.0,40151.0,40185.0,40245.0,40312.0,40380.0,40418.0,40457.0,40496.0,40570.0,40624.0,40681.0,40728.0,40775.0,40822.0,40875.0,40904.0,41008.0,41292.0,41361.0,41406.0,41560.0,41699.0,41883.0,42015.0,42105.0,42154.0,42183.0,42241.0,42329.0,42419.0,42477.0,42529.0,42603.0,42664.0,42705.0,42805.0,42829.0,42936.0,43009.0,43040.0,43111.0,43156.0,43229.0,43252.0,43291.0,43339.0,43391.0,43434.0,43500.0,43586.0,43709.0,43827.0,43896.0,43963.0,44055.0,44184.0,44235.0,44317.0,44366.0,44396.0,44423.0,44479.0,44520.0,44558.0,44575.0,44622.0,44650.0,44686.0
5014125,54000.0,54044.0,54097.0,54140.0,54230.0,54269.0,54314.0,54335.0,54379.0,54423.0,54471.0,54511.0,54584.0,54618.0,54647.0,54703.0,54750.0,54769.0,54826.0,54910.0,55001.0,55070.0,55093.0,55136.0,55168.0,55224.0,55286.0,55349.0,55388.0,55427.0,55466.0,55550.0,55611.0,55672.0,55722.0,55764.0,55805.0,55861.0,55891.0,55994.0,56276.0,56350.0,56398.0,56563.0,56712.0,56907.0,57067.0,57166.0,57220.0,57248.0,57306.0,57401.0,57493.0,57554.0,57608.0,57697.0,57769.0,57821.0,57925.0,57950.0,58061.0,58158.0,58199.0,58294.0,58345.0,58428.0,58460.0,58514.0,58588.0,58659.0,58708.0,58783.0,58885.0,59031.0,59171.0,59253.0,59332.0,59446.0,59604.0,59663.0,59757.0,59807.0,59837.0,59864.0,59920.0,59961.0,59999.0,60016.0,60063.0,60091.0,60127.0
5014127,69000.0,69040.0,69087.0,69124.0,69202.0,69236.0,69275.0,69293.0,69331.0,69366.0,69402.0,69432.0,69487.0,69512.0,69534.0,69576.0,69611.0,69626.0,69668.0,69732.0,69800.0,69860.0,69880.0,69917.0,69947.0,70000.0,70058.0,70117.0,70150.0,70183.0,70216.0,70287.0,70339.0,70397.0,70445.0,70485.0,70525.0,70579.0,70608.0,70691.0,70918.0,70988.0,71034.0,71189.0,71329.0,71513.0,71623.0,71693.0,71732.0,71756.0,71806.0,71878.0,71952.0,72001.0,72045.0,72101.0,72146.0,72181.0,72262.0,72281.0,72367.0,72420.0,72443.0,72495.0,72529.0,72585.0,72603.0,72634.0,72665.0,72703.0,72734.0,72781.0,72839.0,72922.0,73002.0,73049.0,73094.0,73167.0,73269.0,73320.0,73402.0,73451.0,73481.0,73508.0,73563.0,73604.0,73642.0,73659.0,73706.0,73733.0,73766.0
5015683,31200.0,31254.0,31318.0,31374.0,31492.0,31543.0,31602.0,31629.0,31687.0,31739.0,31790.0,31832.0,31909.0,31944.0,31975.0,32034.0,32083.0,32103.0,32163.0,32246.0,32336.0,32445.0,32482.0,32550.0,32592.0,32667.0,32749.0,32832.0,32883.0,32935.0,32988.0,33113.0,33204.0,33288.0,33358.0,33425.0,33492.0,33590.0,33643.0,33764.0,34096.0,34183.0,34240.0,34434.0,34609.0,34839.0,34976.0,35077.0,35133.0,35161.0,35217.0,35295.0,35375.0,35427.0,35473.0,35535.0,35585.0,35619.0,35703.0,35723.0,35813.0,35877.0,35904.0,35968.0,36009.0,36075.0,36096.0,36130.0,36174.0,36213.0,36251.0,36309.0,36378.0,36477.0,36572.0,36628.0,36682.0,36756.0,36860.0,36913.0,36996.0,37044.0,37073.0,37100.0,37155.0,37195.0,37232.0,37249.0,37295.0,37322.0,37356.0
5015685,46200.0,46246.0,46300.0,46348.0,46450.0,46494.0,46545.0,46568.0,46619.0,46665.0,46712.0,46751.0,46823.0,46856.0,46885.0,46940.0,46986.0,47005.0,47058.0,47132.0,47212.0,47283.0,47307.0,47351.0,47385.0,47445.0,47512.0,47580.0,47618.0,47657.0,47696.0,47770.0,47824.0,47881.0,47928.0,47975.0,48022.0,48075.0,48104.0,48208.0,48492.0,48561.0,48606.0,48760.0,48899.0,49083.0,49215.0,49305.0,49354.0,49383.0,49441.0,49529.0,49619.0,49677.0,49729.0,49803.0,49864.0,49905.0,50005.0,50029.0,50136.0,50209.0,50240.0,50311.0,50356.0,50429.0,50452.0,50491.0,50539.0,50591.0,50634.0,50700.0,50786.0,50909.0,51027.0,51096.0,51163.0,51255.0,51384.0,51435.0,51517.0,51566.0,51596.0,51623.0,51679.0,51720.0,51758.0,51775.0,51822.0,51850.0,51886.0
5015687,61200.0,61248.0,61305.0,61347.0,61435.0,61473.0,61517.0,61537.0,61581.0,61625.0,61673.0,61713.0,61785.0,61818.0,61847.0,61902.0,61948.0,61967.0,62022.0,62098.0,62180.0,62248.0,62271.0,62314.0,62342.0,62392.0,62451.0,62511.0,62545.0,62579.0,62614.0,62697.0,62757.0,62822.0,62875.0,62925.0,62975.0,63026.0,63053.0,63166.0,63475.0,63556.0,63609.0,63789.0,63951.0,64163.0,64308.0,64398.0,64448.0,64480.0,64546.0,64645.0,64729.0,64792.0,64849.0,64921.0,64980.0,65022.0,65121.0,65145.0,65250.0,65323.0,65354.0,65425.0,65475.0,65556.0,65583.0,65627.0,65675.0,65742.0,65784.0,65848.0,65943.0,66079.0,66210.0,66287.0,66362.0,66453.0,66581.0,66645.0,66747.0,66797.0,66827.0,66854.0,66910.0,66951.0,66989.0,67006.0,67053.0,67081.0,67117.0
5016417,27600.0,27643.0,27695.0,27739.0,27832.0,27872.0,27919.0,27940.0,27987.0,28030.0,28076.0,28114.0,28184.0,28216.0,28244.0,28297.0,28342.0,28361.0,28415.0,28496.0,28583.0,28667.0,28695.0,28747.0,28787.0,28858.0,28940.0,29022.0,29067.0,29113.0,29160.0,29281.0,29368.0,29441.0,29502.0,29567.0,29631.0,29711.0,29754.0,29865.0,30169.0,30237.0,30282.0,30434.0,30572.0,30752.0,30921.0,31024.0,31080.0,31111.0,31175.0,31254.0,31330.0,31393.0,31449.0,31527.0,31590.0,31642.0,31748.0,31774.0,31887.0,31955.0,31984.0,32051.0,32096.0,32169.0,32221.0,32307.0,32398.0,32455.0,32498.0,32565.0,32637.0,32740.0,32839.0,32897.0,32953.0,33029.0,33136.0,33189.0,33273.0,33322.0,33352.0,33379.0,33435.0,33476.0,33514.0,33531.0,33578.0,33606.0,33640.0
5016419,61800.0,61843.0,61894.0,61936.0,62024.0,62062.0,62106.0,62126.0,62169.0,62209.0,62252.0,62288.0,62354.0,62384.0,62410.0,62460.0,62502.0,62519.0,62571.0,62651.0,62736.0,62802.0,62825.0,62866.0,62899.0,62958.0,63015.0,63073.0,63106.0,63139.0,63173.0,63256.0,63316.0,63377.0,63427.0,63473.0,63518.0,63569.0,63596.0,63708.0,64015.0,64095.0,64147.0,64324.0,64484.0,64694.0,64831.0,64914.0,64960.0,64990.0,65052.0,65142.0,65217.0,65270.0,65317.0,65384.0,65438.0,65474.0,65559.0,65579.0,65669.0,65728.0,65753.0,65812.0,65847.0,65903.0,65922.0,65954.0,65990.0,66034.0,66071.0,66127.0,66191.0,66283.0,66372.0,66424.0,66474.0,66555.0,66669.0,66719.0,66799.0,66848.0,66878.0,66905.0,66960.0,67001.0,67039.0,67056.0,67103.0,67130.0,67164.0
5016576,22800.0,22833.0,22873.0,22913.0,22997.0,23033.0,23075.0,23094.0,23137.0,23176.0,23219.0,23254.0,23319.0,23349.0,23375.0,23424.0,23465.0,23482.0,23532.0,23597.0,23666.0,23722.0,23741.0,23776.0,23807.0,23862.0,23920.0,23979.0,24012.0,24045.0,24078.0,24151.0,24203.0,24259.0,24306.0,24361.0,24415.0,24477.0,24510.0,24596.0,24833.0,24888.0,24924.0,25048.0,25160.0,25306.0,25427.0,25503.0,25545.0,25567.0,25611.0,25685.0,25760.0,25810.0,25855.0,25912.0,25959.0,25995.0,26079.0,26099.0,26189.0,26237.0,26257.0,26304.0,26349.0,26423.0,26444.0,26480.0,26535.0,26580.0,26618.0,26677.0,26741.0,26832.0,26920.0,26971.0,27021.0,27085.0,27174.0,27223.0,27300.0,27347.0,27376.0,27402.0,27455.0,27494.0,27530.0,27546.0,27591.0,27617.0,27650.0
5016578,37200.0,37246.0,37300.0,37348.0,37450.0,37494.0,37545.0,37568.0,37619.0,37665.0,37712.0,37751.0,37823.0,37856.0,37885.0,37940.0,37986.0,38005.0,38058.0,38132.0,38212.0,38283.0,38307.0,38351.0,38385.0,38445.0,38512.0,38580.0,38618.0,38657.0,38696.0,38770.0,38824.0,38881.0,38928.0,38975.0,39022.0,39075.0,39104.0,39208.0,39492.0,39561.0,39606.0,39760.0,39899.0,40083.0,40215.0,40305.0,40354.0,40383.0,40441.0,40529.0,40619.0,40677.0,40729.0,40803.0,40864.0,40905.0,41005.0,41029.0,41136.0,41209.0,41240.0,41311.0,41356.0,41429.0,41452.0,41491.0,41539.0,41591.0,41634.0,41700.0,41786.0,41909.0,42027.0,42096.0,42163.0,42255.0,42384.0,42435.0,42517.0,42566.0,42596.0,42623.0,42679.0,42720.0,42758.0,42775.0,42822.0,42850.0,42886.0
5016580,52200.0,52244.0,52297.0,52340.0,52430.0,52469.0,52514.0,52535.0,52579.0,52623.0,52671.0,52711.0,52784.0,52818.0,52847.0,52903.0,52950.0,52969.0,53026.0,53110.0,53201.0,53270.0,53293.0,53336.0,53368.0,53424.0,53486.0,53549.0,53588.0,53627.0,53666.0,53750.0,53811.0,53872.0,53922.0,53964.0,54005.0,54061.0,54091.0,54194.0,54476.0,54550.0,54598.0,54763.0,54912.0,55107.0,55267.0,55366.0,55420.0,55448.0,55506.0,55601.0,55693.0,55754.0,55808.0,55897.0,55969.0,56021.0,56125.0,56150.0,56261.0,56358.0,56399.0,56494.0,56545.0,56628.0,56660.0,56714.0,56788.0,56859.0,56908.0,56983.0,57085.0,57231.0,57371.0,57453.0,57532.0,57646.0,57804.0,57863.0,57957.0,58007.0,58037.0,58064.0,58120.0,58161.0,58199.0,58216.0,58263.0,58291.0,58327.0
5016582,67200.0,67240.0,67287.0,67324.0,67402.0,67436.0,67475.0,67493.0,67531.0,67566.0,67602.0,67632.0,67687.0,67712.0,67734.0,67776.0,67811.0,67826.0,67868.0,67932.0,68000.0,68060.0,68080.0,68117.0,68147.0,68200.0,68258.0,68317.0,68350.0,68383.0,68416.0,68487.0,68539.0,68597.0,68645.0,68685.0,68725.0,68779.0,68808.0,68891.0,69118.0,69188.0,69234.0,69389.0,69529.0,69713.0,69823.0,69893.0,69932.0,69956.0,70006.0,70078.0,70152.0,70201.0,70245.0,70301.0,70346.0,70381.0,70462.0,70481.0,70567.0,70620.0,70643.0,70695.0,70729.0,70785.0,70803.0,70834.0,70865.0,70903.0,70934.0,70981.0,71039.0,71122.0,71202.0,71249.0,71294.0,71367.0,71469.0,71520.0,71602.0,71651.0,71681.0,71708.0,71763.0,71804.0,71842.0,71859.0,71906.0,71933.0,71966.0
5017067,36300.0,36344.0,36397.0,36448.0,36556.0,36603.0,36657.0,36682.0,36735.0,36783.0,36835.0,36878.0,36957.0,36993.0,37025.0,37085.0,37135.0,37156.0,37215.0,37289.0,37369.0,37442.0,37467.0,37513.0,37546.0,37604.0,37669.0,37734.0,37775.0,37817.0,37859.0,37952.0,38020.0,38078.0,38126.0,38186.0,38246.0,38308.0,38341.0,38457.0,38775.0,38847.0,38894.0,39054.0,39198.0,39387.0,39525.0,39613.0,39661.0,39689.0,39745.0,39836.0,39932.0,39981.0,40025.0,40094.0,40150.0,40192.0,40280.0,40301.0,40394.0,40463.0,40492.0,40560.0,40599.0,40663.0,40686.0,40724.0,40769.0,40813.0,40855.0,40919.0,40997.0,41109.0,41217.0,41280.0,41341.0,41428.0,41549.0,41602.0,41686.0,41735.0,41765.0,41792.0,41848.0,41889.0,41927.0,41944.0,41991.0,42019.0,42053.0
5017069,51000.0,51044.0,51097.0,51140.0,51230.0,51269.0,51314.0,51335.0,51379.0,51423.0,51471.0,51511.0,51584.0,51618.0,51647.0,51703.0,51750.0,51769.0,51826.0,51910.0,52001.0,52070.0,52093.0,52136.0,52168.0,52224.0,52286.0,52349.0,52388.0,52427.0,52466.0,52550.0,52611.0,52672.0,52722.0,52764.0,52805.0,52861.0,52891.0,52994.0,53276.0,53350.0,53398.0,53563.0,53712.0,53907.0,54067.0,54166.0,54220.0,54248.0,54306.0,54401.0,54493.0,54554.0,54608.0,54697.0,54769.0,54821.0,54925.0,54950.0,55061.0,55158.0,55199.0,55294.0,55345.0,55428.0,55460.0,55514.0,55588.0,55659.0,55708.0,55783.0,55885.0,56031.0,56171.0,56253.0,56332.0,56446.0,56604.0,56663.0,56757.0,56807.0,56837.0,56864.0,56920.0,56961.0,56999.0,57016.0,57063.0,57091.0,57127.0
5017071,66000.0,66043.0,66094.0,66136.0,66224.0,66262.0,66306.0,66326.0,66369.0,66409.0,66452.0,66488.0,66554.0,66584.0,66610.0,66660.0,66702.0,66719.0,66771.0,66851.0,66936.0,67002.0,67025.0,67066.0,67099.0,67158.0,67215.0,67273.0,67306.0,67339.0,67373.0,67456.0,67516.0,67577.0,67627.0,67673.0,67718.0,67769.0,67796.0,67908.0,68215.0,68295.0,68347.0,68524.0,68684.0,68894.0,69031.0,69114.0,69160.0,69190.0,69252.0,69342.0,69417.0,69470.0,69517.0,69584.0,69638.0,69674.0,69759.0,69779.0,69869.0,69928.0,69953.0,70012.0,70047.0,70103.0,70122.0,70154.0,70190.0,70234.0,70271.0,70327.0,70391.0,70483.0,70572.0,70624.0,70674.0,70755.0,70869.0,70919.0,70999.0,71048.0,71078.0,71105.0,71160.0,71201.0,71239.0,71256.0,71303.0,71330.0,71364.0
5017204,58800.0,58848.0,58905.0,58947.0,59035.0,59073.0,59117.0,59137.0,59181.0,59225.0,59273.0,59313.0,59385.0,59418.0,59447.0,59502.0,59548.0,59567.0,59622.0,59698.0,59780.0,59848.0,59871.0,59914.0,59942.0,59992.0,60051.0,60111.0,60145.0,60179.0,60214.0,60297.0,60357.0,60422.0,60475.0,60525.0,60575.0,60626.0,60653.0,60766.0,61075.0,61156.0,61209.0,61389.0,61551.0,61763.0,61908.0,61998.0,62048.0,62080.0,62146.0,62245.0,62329.0,62392.0,62449.0,62521.0,62580.0,62622.0,62721.0,62745.0,62850.0,62923.0,62954.0,63025.0,63075.0,63156.0,63183.0,63227.0,63275.0,63342.0,63384.0,63448.0,63543.0,63679.0,63810.0,63887.0,63962.0,64053.0,64181.0,64245.0,64347.0,64397.0,64427.0,64454.0,64510.0,64551.0,64589.0,64606.0,64653.0,64681.0,64717.0
5017206,73800.0,73845.0,73899.0,73935.0,74011.0,74044.0,74082.0,74099.0,74136.0,74173.0,74208.0,74237.0,74291.0,74316.0,74338.0,74379.0,74413.0,74427.0,74469.0,74532.0,74599.0,74647.0,74663.0,74694.0,74721.0,74768.0,74818.0,74868.0,74895.0,74922.0,74949.0,75022.0,75074.0,75121.0,75160.0,75196.0,75231.0,75272.0,75294.0,75370.0,75579.0,75646.0,75690.0,75838.0,75972.0,76147.0,76250.0,76317.0,76354.0,76380.0,76432.0,76498.0,76551.0,76595.0,76634.0,76686.0,76728.0,76763.0,76839.0,76857.0,76938.0,76983.0,77002.0,77047.0,77077.0,77125.0,77142.0,77170.0,77199.0,77235.0,77265.0,77312.0,77365.0,77440.0,77512.0,77554.0,77595.0,77659.0,77748.0,77795.0,77869.0,77918.0,77948.0,77975.0,78031.0,78072.0,78110.0,78127.0,78174.0,78202.0,78236.0
5018156,28200.0,28254.0,28318.0,28374.0,28492.0,28543.0,28602.0,28629.0,28687.0,28739.0,28790.0,28832.0,28909.0,28944.0,28975.0,29034.0,29083.0,29103.0,29163.0,29246.0,29336.0,29445.0,29482.0,29550.0,29592.0,29667.0,29749.0,29832.0,29883.0,29935.0,29988.0,30113.0,30204.0,30288.0,30358.0,30425.0,30492.0,30590.0,30643.0,30764.0,31096.0,31183.0,31240.0,31434.0,31609.0,31839.0,31976.0,32077.0,32133.0,32161.0,32217.0,32295.0,32375.0,32427.0,32473.0,32535.0,32585.0,32619.0,32703.0,32723.0,32813.0,32877.0,32904.0,32968.0,33009.0,33075.0,33096.0,33130.0,33174.0,33213.0,33251.0,33309.0,33378.0,33477.0,33572.0,33628.0,33682.0,33756.0,33860.0,33913.0,33996.0,34044.0,34073.0,34100.0,34155.0,34195.0,34232.0,34249.0,34295.0,34322.0,34356.0
5018158,42600.0,42646.0,42700.0,42748.0,42850.0,42894.0,42945.0,42968.0,43019.0,43065.0,43112.0,43151.0,43223.0,43256.0,43285.0,43340.0,43386.0,43405.0,43458.0,43532.0,43612.0,43683.0,43707.0,43751.0,43785.0,43845.0,43912.0,43980.0,44018.0,44057.0,44096.0,44170.0,44224.0,44281.0,44328.0,44375.0,44422.0,44475.0,44504.0,44608.0,44892.0,44961.0,45006.0,45160.0,45299.0,45483.0,45615.0,45705.0,45754.0,45783.0,45841.0,45929.0,46019.0,46077.0,46129.0,46203.0,46264.0,46305.0,46405.0,46429.0,46536.0,46609.0,46640.0,46711.0,46756.0,46829.0,46852.0,46891.0,46939.0,46991.0,47034.0,47100.0,47186.0,47309.0,47427.0,47496.0,47563.0,47655.0,47784.0,47835.0,47917.0,47966.0,47996.0,48023.0,48079.0,48120.0,48158.0,48175.0,48222.0,48250.0,48286.0
