tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P
0,6290.0,7120.0,7119.0,7127.0,7143.0,7168.0,4616.0,2227.0,7049.0,2236.0,2237.0,2238.0,5056.0,2239.0,2241.0,2242.0,7435.0,2722.0,4413.0,1476.0,7453.0,1478.0,1479.0,315.0,347.0,406.0,4530.0,748.0,7390.0
5008849,26700.0,26829.0,26902.0,26962.0,27064.0,27254.0,27294.0,27359.0,27445.0,27621.0,27632.0,27650.0,27675.0,27803.0,28073.0,28098.0,28416.0,28437.0,28657.0,28785.0,28961.0,29109.0,29210.0,29496.0,29755.0,29915.0,30013.0,30138.0,30215.0
5009408,27900.0,28029.0,28102.0,28162.0,28264.0,28454.0,28494.0,28559.0,28645.0,28821.0,28832.0,28850.0,28875.0,29003.0,29273.0,29298.0,29616.0,29637.0,29857.0,29985.0,30161.0,30309.0,30410.0,30696.0,30955.0,31115.0,31213.0,31338.0,31415.0
5089437,58200.0,58325.0,58396.0,58454.0,58552.0,58733.0,58771.0,58834.0,58917.0,59086.0,59097.0,59114.0,59138.0,59261.0,59521.0,59545.0,59850.0,59871.0,60083.0,60206.0,60375.0,60517.0,60615.0,60890.0,61139.0,61293.0,61387.0,61507.0,61581.0
5089909,26700.0,26825.0,26896.0,26954.0,27052.0,27233.0,27271.0,27334.0,27417.0,27586.0,27597.0,27614.0,27638.0,27761.0,28021.0,28045.0,28350.0,28371.0,28583.0,28706.0,28875.0,29017.0,29115.0,29390.0,29639.0,29793.0,29887.0,30007.0,30081.0
