tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P
0,5013.0,5014.0,7291.0,3485.0,3486.0,3487.0,7415.0,7416.0,7325.0,4984.0,448.0,3181.0,451.0,447.0,5045.0,4460.0,453.0,4477.0,3321.0,2066.0,2067.0,4728.0,437.0,459.0,2079.0,2080.0,2081.0,2082.0,2083.0,2084.0,768.0,2085.0,2086.0,4455.0,381.0,382.0,4451.0,383.0,384.0,385.0,387.0,388.0,389.0,393.0,371.0,391.0,392.0,395.0,396.0,397.0,398.0,399.0,400.0,7564.0,7663.0
5102181,50400.0,50456.0,50528.0,50640.0,50700.0,50760.0,50825.0,50880.0,50960.0,51028.0,51060.0,51112.0,51154.0,51222.0,51294.0,51372.0,51398.0,51437.0,51501.0,51552.0,51594.0,51628.0,51687.0,51758.0,51847.0,51877.0,51916.0,51968.0,52018.0,52080.0,52200.0,52349.0,52440.0,52558.0,52680.0,52743.0,52767.0,52822.0,52885.0,52914.0,52980.0,53066.0,53100.0,53160.0,53211.0,53257.0,53340.0,53471.0,53541.0,53580.0,53635.0,53680.0,53760.0,53850.0,53940.0
5112354,36900.0,36956.0,37028.0,37140.0,37200.0,37260.0,37358.0,37440.0,37520.0,37588.0,37620.0,37670.0,37710.0,37774.0,37842.0,37916.0,37941.0,37978.0,38039.0,38088.0,38128.0,38160.0,38216.0,38283.0,38367.0,38396.0,38433.0,38482.0,38529.0,38588.0,38700.0,38849.0,38940.0,39058.0,39180.0,39230.0,39249.0,39293.0,39344.0,39367.0,39420.0,39506.0,39540.0,39600.0,39651.0,39697.0,39780.0,39911.0,39981.0,40020.0,40075.0,40120.0,40200.0,40290.0,40380.0
5112356,45900.0,45956.0,46028.0,46140.0,46200.0,46260.0,46325.0,46380.0,46460.0,46528.0,46560.0,46612.0,46654.0,46722.0,46794.0,46872.0,46898.0,46937.0,47001.0,47052.0,47094.0,47128.0,47187.0,47258.0,47347.0,47377.0,47416.0,47468.0,47518.0,47580.0,47700.0,47849.0,47940.0,48058.0,48180.0,48243.0,48267.0,48322.0,48385.0,48414.0,48480.0,48566.0,48600.0,48660.0,48711.0,48757.0,48840.0,48971.0,49041.0,49080.0,49135.0,49180.0,49260.0,49350.0,49440.0
