tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P
5009283,27300.0,27361.0,27453.0,27484.0,27505.0,27544.0,27592.0,27635.0,27667.0,27695.0,27717.0,27752.0,27797.0,27828.0,27873.0,27930.0,28011.0,28035.0,28119.0,28150.0,28253.0,28335.0,28476.0,28562.0,28630.0,28662.0,28727.0,28803.0,28842.0,28875.0,28913.0,28951.0,29011.0,29030.0,29047.0,29092.0,29110.0,29142.0,29192.0,29218.0,29247.0,29275.0,29305.0,29334.0,29369.0,29403.0,29434.0,29455.0,29474.0,29502.0
5009285,35700.0,35771.0,35879.0,35927.0,35960.0,36020.0,36102.0,36170.0,36226.0,36274.0,36313.0,36375.0,36454.0,36496.0,36557.0,36637.0,36751.0,36785.0,36904.0,36947.0,37030.0,37202.0,37424.0,37560.0,37627.0,37681.0,37788.0,37889.0,37941.0,37984.0,38032.0,38080.0,38153.0,38175.0,38195.0,38258.0,38284.0,38329.0,38400.0,38437.0,38479.0,38518.0,38561.0,38602.0,38650.0,38690.0,38727.0,38752.0,38775.0,38807.0
5009287,44100.0,44182.0,44306.0,44345.0,44372.0,44420.0,44491.0,44571.0,44639.0,44698.0,44744.0,44828.0,44934.0,44973.0,45031.0,45128.0,45265.0,45306.0,45449.0,45500.0,45618.0,45833.0,46131.0,46315.0,46398.0,46456.0,46573.0,46685.0,46742.0,46791.0,46855.0,46918.0,47016.0,47050.0,47080.0,47146.0,47173.0,47220.0,47294.0,47333.0,47377.0,47418.0,47463.0,47506.0,47558.0,47599.0,47637.0,47663.0,47687.0,47720.0
5009289,52500.0,52582.0,52706.0,52745.0,52772.0,52820.0,52891.0,52971.0,53039.0,53098.0,53144.0,53228.0,53334.0,53373.0,53431.0,53528.0,53665.0,53706.0,53849.0,53900.0,54018.0,54233.0,54531.0,54715.0,54798.0,54856.0,54973.0,55085.0,55142.0,55191.0,55255.0,55318.0,55416.0,55450.0,55480.0,55546.0,55573.0,55620.0,55694.0,55733.0,55777.0,55818.0,55863.0,55906.0,55958.0,55999.0,56037.0,56063.0,56087.0,56120.0
5009480,34800.0,34887.0,35019.0,35071.0,35107.0,35171.0,35246.0,35321.0,35381.0,35433.0,35474.0,35607.0,35777.0,35908.0,36102.0,36255.0,36471.0,36536.0,36761.0,36841.0,36955.0,37174.0,37485.0,37677.0,37757.0,37821.0,37950.0,38063.0,38121.0,38169.0,38230.0,38290.0,38384.0,38412.0,38438.0,38495.0,38519.0,38559.0,38623.0,38656.0,38694.0,38729.0,38768.0,38805.0,38851.0,38893.0,38931.0,38957.0,38981.0,39015.0
5009482,44400.0,44473.0,44583.0,44627.0,44657.0,44713.0,44781.0,44856.0,44917.0,44969.0,45011.0,45088.0,45186.0,45228.0,45289.0,45403.0,45564.0,45612.0,45779.0,45840.0,45975.0,46193.0,46449.0,46607.0,46695.0,46760.0,46891.0,47026.0,47095.0,47153.0,47220.0,47286.0,47389.0,47423.0,47454.0,47524.0,47553.0,47603.0,47682.0,47723.0,47769.0,47812.0,47860.0,47905.0,47960.0,48010.0,48056.0,48087.0,48115.0,48155.0
5009484,54000.0,54078.0,54197.0,54240.0,54269.0,54322.0,54392.0,54456.0,54511.0,54558.0,54596.0,54663.0,54748.0,54791.0,54855.0,54971.0,55135.0,55184.0,55354.0,55416.0,55556.0,55756.0,56047.0,56226.0,56316.0,56386.0,56526.0,56693.0,56779.0,56851.0,56919.0,56987.0,57092.0,57127.0,57158.0,57232.0,57263.0,57316.0,57399.0,57442.0,57491.0,57537.0,57588.0,57636.0,57694.0,57745.0,57791.0,57823.0,57852.0,57892.0
5009486,63600.0,63678.0,63797.0,63840.0,63869.0,63922.0,63992.0,64056.0,64111.0,64158.0,64196.0,64263.0,64348.0,64391.0,64455.0,64571.0,64735.0,64784.0,64954.0,65016.0,65156.0,65356.0,65647.0,65826.0,65916.0,65986.0,66126.0,66293.0,66379.0,66451.0,66519.0,66587.0,66692.0,66727.0,66758.0,66832.0,66863.0,66916.0,66999.0,67042.0,67091.0,67137.0,67188.0,67236.0,67294.0,67345.0,67391.0,67423.0,67452.0,67492.0
5009488,73200.0,73266.0,73365.0,73403.0,73429.0,73476.0,73529.0,73591.0,73638.0,73679.0,73711.0,73758.0,73818.0,73848.0,73893.0,73977.0,74096.0,74132.0,74255.0,74299.0,74416.0,74582.0,74813.0,74955.0,75047.0,75104.0,75218.0,75337.0,75398.0,75449.0,75506.0,75563.0,75651.0,75684.0,75714.0,75775.0,75800.0,75843.0,75912.0,75948.0,75988.0,76026.0,76068.0,76107.0,76156.0,76203.0,76245.0,76274.0,76301.0,76338.0
5009490,81900.0,81957.0,82042.0,82073.0,82094.0,82132.0,82175.0,82215.0,82261.0,82300.0,82331.0,82370.0,82420.0,82446.0,82484.0,82543.0,82627.0,82652.0,82739.0,82771.0,82857.0,83029.0,83230.0,83354.0,83434.0,83482.0,83578.0,83683.0,83737.0,83782.0,83826.0,83870.0,83939.0,83970.0,83997.0,84051.0,84073.0,84111.0,84171.0,84202.0,84238.0,84271.0,84308.0,84343.0,84385.0,84430.0,84471.0,84499.0,84525.0,84560.0
5010674,28800.0,28887.0,29019.0,29071.0,29107.0,29171.0,29246.0,29321.0,29381.0,29433.0,29474.0,29607.0,29777.0,29908.0,30102.0,30255.0,30471.0,30536.0,30761.0,30841.0,30955.0,31174.0,31485.0,31677.0,31757.0,31821.0,31950.0,32063.0,32121.0,32169.0,32230.0,32290.0,32384.0,32412.0,32438.0,32495.0,32519.0,32559.0,32623.0,32656.0,32694.0,32729.0,32768.0,32805.0,32851.0,32893.0,32931.0,32957.0,32981.0,33015.0
5010676,38400.0,38470.0,38575.0,38618.0,38647.0,38700.0,38768.0,38842.0,38902.0,38953.0,38993.0,39074.0,39178.0,39234.0,39316.0,39465.0,39676.0,39739.0,39958.0,40037.0,40163.0,40361.0,40593.0,40736.0,40819.0,40883.0,41012.0,41138.0,41202.0,41256.0,41315.0,41373.0,41464.0,41492.0,41517.0,41579.0,41605.0,41649.0,41719.0,41755.0,41796.0,41834.0,41876.0,41916.0,41966.0,42012.0,42054.0,42083.0,42109.0,42146.0
5010677,57000.0,57078.0,57197.0,57240.0,57269.0,57322.0,57392.0,57456.0,57511.0,57558.0,57596.0,57663.0,57748.0,57791.0,57855.0,57971.0,58135.0,58184.0,58354.0,58416.0,58556.0,58756.0,59047.0,59226.0,59316.0,59386.0,59526.0,59693.0,59779.0,59851.0,59919.0,59987.0,60092.0,60127.0,60158.0,60232.0,60263.0,60316.0,60399.0,60442.0,60491.0,60537.0,60588.0,60636.0,60694.0,60745.0,60791.0,60823.0,60852.0,60892.0
5010754,83400.0,83463.0,83558.0,83587.0,83607.0,83643.0,83694.0,83744.0,83794.0,83837.0,83870.0,83919.0,83982.0,84010.0,84052.0,84118.0,84212.0,84240.0,84338.0,84373.0,84481.0,84641.0,84897.0,85055.0,85153.0,85209.0,85320.0,85410.0,85456.0,85495.0,85542.0,85588.0,85660.0,85686.0,85709.0,85758.0,85778.0,85813.0,85868.0,85897.0,85929.0,85959.0,85992.0,86024.0,86063.0,86103.0,86139.0,86164.0,86187.0,86218.0
5011042,33000.0,33087.0,33219.0,33271.0,33307.0,33371.0,33446.0,33521.0,33581.0,33633.0,33674.0,33807.0,33977.0,34108.0,34302.0,34455.0,34671.0,34736.0,34961.0,35041.0,35155.0,35374.0,35685.0,35877.0,35957.0,36021.0,36150.0,36263.0,36321.0,36369.0,36430.0,36490.0,36584.0,36612.0,36638.0,36695.0,36719.0,36759.0,36823.0,36856.0,36894.0,36929.0,36968.0,37005.0,37051.0,37093.0,37131.0,37157.0,37181.0,37215.0
5011954,29400.0,29487.0,29619.0,29671.0,29707.0,29771.0,29846.0,29921.0,29981.0,30033.0,30074.0,30207.0,30377.0,30508.0,30702.0,30855.0,31071.0,31136.0,31361.0,31441.0,31555.0,31774.0,32085.0,32277.0,32357.0,32421.0,32550.0,32663.0,32721.0,32769.0,32830.0,32890.0,32984.0,33012.0,33038.0,33095.0,33119.0,33159.0,33223.0,33256.0,33294.0,33329.0,33368.0,33405.0,33451.0,33493.0,33531.0,33557.0,33581.0,33615.0
5012222,26100.0,26161.0,26253.0,26284.0,26305.0,26344.0,26392.0,26435.0,26467.0,26495.0,26517.0,26552.0,26597.0,26628.0,26673.0,26730.0,26811.0,26835.0,26919.0,26950.0,27053.0,27135.0,27276.0,27362.0,27430.0,27462.0,27527.0,27603.0,27642.0,27675.0,27713.0,27751.0,27811.0,27830.0,27847.0,27892.0,27910.0,27942.0,27992.0,28018.0,28047.0,28075.0,28105.0,28134.0,28169.0,28203.0,28234.0,28255.0,28274.0,28302.0
5012224,34500.0,34571.0,34679.0,34727.0,34760.0,34820.0,34902.0,34970.0,35026.0,35074.0,35113.0,35175.0,35254.0,35296.0,35357.0,35437.0,35551.0,35585.0,35704.0,35747.0,35830.0,36002.0,36224.0,36360.0,36427.0,36481.0,36588.0,36689.0,36741.0,36784.0,36832.0,36880.0,36953.0,36975.0,36995.0,37058.0,37084.0,37129.0,37200.0,37237.0,37279.0,37318.0,37361.0,37402.0,37450.0,37490.0,37527.0,37552.0,37575.0,37607.0
5012226,42900.0,42981.0,43104.0,43147.0,43177.0,43230.0,43291.0,43368.0,43447.0,43515.0,43568.0,43641.0,43734.0,43776.0,43837.0,43919.0,44035.0,44070.0,44190.0,44232.0,44348.0,44601.0,44828.0,44968.0,45042.0,45090.0,45186.0,45293.0,45348.0,45393.0,45456.0,45519.0,45617.0,45642.0,45664.0,45719.0,45742.0,45781.0,45843.0,45875.0,45911.0,45945.0,45983.0,46018.0,46061.0,46103.0,46141.0,46167.0,46191.0,46225.0
5012230,60900.0,60966.0,61065.0,61106.0,61134.0,61184.0,61241.0,61293.0,61349.0,61397.0,61436.0,61507.0,61598.0,61631.0,61681.0,61781.0,61923.0,61965.0,62112.0,62166.0,62321.0,62537.0,62811.0,62979.0,63061.0,63119.0,63234.0,63352.0,63412.0,63463.0,63521.0,63579.0,63668.0,63702.0,63732.0,63796.0,63822.0,63867.0,63939.0,63976.0,64018.0,64058.0,64102.0,64143.0,64194.0,64241.0,64284.0,64314.0,64341.0,64377.0
5012234,80100.0,80163.0,80258.0,80287.0,80307.0,80343.0,80394.0,80444.0,80494.0,80537.0,80570.0,80619.0,80682.0,80710.0,80752.0,80818.0,80912.0,80940.0,81038.0,81073.0,81181.0,81341.0,81597.0,81755.0,81853.0,81909.0,82020.0,82110.0,82156.0,82195.0,82242.0,82288.0,82360.0,82386.0,82409.0,82458.0,82478.0,82513.0,82568.0,82597.0,82629.0,82659.0,82692.0,82724.0,82763.0,82803.0,82839.0,82864.0,82887.0,82918.0
5013491,28200.0,28270.0,28376.0,28418.0,28447.0,28499.0,28572.0,28635.0,28699.0,28754.0,28796.0,28893.0,29016.0,29116.0,29263.0,29407.0,29611.0,29672.0,29884.0,29961.0,30068.0,30245.0,30473.0,30613.0,30683.0,30741.0,30858.0,30974.0,31033.0,31083.0,31148.0,31213.0,31313.0,31340.0,31364.0,31426.0,31451.0,31495.0,31564.0,31600.0,31641.0,31679.0,31721.0,31761.0,31810.0,31855.0,31896.0,31924.0,31949.0,31984.0
5013494,48000.0,48073.0,48183.0,48227.0,48257.0,48313.0,48381.0,48456.0,48517.0,48569.0,48611.0,48688.0,48786.0,48828.0,48889.0,49003.0,49164.0,49212.0,49379.0,49440.0,49575.0,49793.0,50049.0,50207.0,50295.0,50360.0,50491.0,50626.0,50695.0,50753.0,50820.0,50886.0,50989.0,51023.0,51054.0,51124.0,51153.0,51203.0,51282.0,51323.0,51369.0,51412.0,51460.0,51505.0,51560.0,51610.0,51656.0,51687.0,51715.0,51755.0
5013496,57600.0,57678.0,57797.0,57840.0,57869.0,57922.0,57992.0,58056.0,58111.0,58158.0,58196.0,58263.0,58348.0,58391.0,58455.0,58571.0,58735.0,58784.0,58954.0,59016.0,59156.0,59356.0,59647.0,59826.0,59916.0,59986.0,60126.0,60293.0,60379.0,60451.0,60519.0,60587.0,60692.0,60727.0,60758.0,60832.0,60863.0,60916.0,60999.0,61042.0,61091.0,61137.0,61188.0,61236.0,61294.0,61345.0,61391.0,61423.0,61452.0,61492.0
5013498,67200.0,67278.0,67397.0,67440.0,67469.0,67522.0,67592.0,67656.0,67711.0,67758.0,67796.0,67863.0,67948.0,67991.0,68055.0,68171.0,68335.0,68384.0,68554.0,68616.0,68756.0,68956.0,69247.0,69426.0,69516.0,69586.0,69726.0,69893.0,69979.0,70051.0,70119.0,70187.0,70292.0,70327.0,70358.0,70432.0,70463.0,70516.0,70599.0,70642.0,70691.0,70737.0,70788.0,70836.0,70894.0,70945.0,70991.0,71023.0,71052.0,71092.0
5013500,76500.0,76557.0,76642.0,76673.0,76694.0,76732.0,76775.0,76815.0,76861.0,76900.0,76931.0,76970.0,77020.0,77046.0,77084.0,77143.0,77227.0,77252.0,77339.0,77371.0,77457.0,77629.0,77830.0,77954.0,78034.0,78082.0,78178.0,78283.0,78337.0,78382.0,78426.0,78470.0,78539.0,78570.0,78597.0,78651.0,78673.0,78711.0,78771.0,78802.0,78838.0,78871.0,78908.0,78943.0,78985.0,79030.0,79071.0,79099.0,79125.0,79160.0
5014136,30000.0,30087.0,30219.0,30271.0,30307.0,30371.0,30446.0,30521.0,30581.0,30633.0,30674.0,30807.0,30977.0,31108.0,31302.0,31455.0,31671.0,31736.0,31961.0,32041.0,32155.0,32374.0,32685.0,32877.0,32957.0,33021.0,33150.0,33263.0,33321.0,33369.0,33430.0,33490.0,33584.0,33612.0,33638.0,33695.0,33719.0,33759.0,33823.0,33856.0,33894.0,33929.0,33968.0,34005.0,34051.0,34093.0,34131.0,34157.0,34181.0,34215.0
5014138,39600.0,39670.0,39775.0,39818.0,39847.0,39900.0,39968.0,40042.0,40102.0,40153.0,40193.0,40274.0,40378.0,40434.0,40516.0,40665.0,40876.0,40939.0,41158.0,41237.0,41363.0,41561.0,41793.0,41936.0,42019.0,42083.0,42212.0,42338.0,42402.0,42456.0,42515.0,42573.0,42664.0,42692.0,42717.0,42779.0,42805.0,42849.0,42919.0,42955.0,42996.0,43034.0,43076.0,43116.0,43166.0,43212.0,43254.0,43283.0,43309.0,43346.0
5014140,49200.0,49273.0,49383.0,49427.0,49457.0,49513.0,49581.0,49656.0,49717.0,49769.0,49811.0,49888.0,49986.0,50028.0,50089.0,50203.0,50364.0,50412.0,50579.0,50640.0,50775.0,50993.0,51249.0,51407.0,51495.0,51560.0,51691.0,51826.0,51895.0,51953.0,52020.0,52086.0,52189.0,52223.0,52254.0,52324.0,52353.0,52403.0,52482.0,52523.0,52569.0,52612.0,52660.0,52705.0,52760.0,52810.0,52856.0,52887.0,52915.0,52955.0
5014142,58800.0,58878.0,58997.0,59040.0,59069.0,59122.0,59192.0,59256.0,59311.0,59358.0,59396.0,59463.0,59548.0,59591.0,59655.0,59771.0,59935.0,59984.0,60154.0,60216.0,60356.0,60556.0,60847.0,61026.0,61116.0,61186.0,61326.0,61493.0,61579.0,61651.0,61719.0,61787.0,61892.0,61927.0,61958.0,62032.0,62063.0,62116.0,62199.0,62242.0,62291.0,62337.0,62388.0,62436.0,62494.0,62545.0,62591.0,62623.0,62652.0,62692.0
5014144,68400.0,68466.0,68565.0,68603.0,68629.0,68676.0,68729.0,68791.0,68838.0,68879.0,68911.0,68958.0,69018.0,69048.0,69093.0,69177.0,69296.0,69332.0,69455.0,69499.0,69616.0,69782.0,70013.0,70155.0,70247.0,70304.0,70418.0,70537.0,70598.0,70649.0,70706.0,70763.0,70851.0,70884.0,70914.0,70975.0,71000.0,71043.0,71112.0,71148.0,71188.0,71226.0,71268.0,71307.0,71356.0,71403.0,71445.0,71474.0,71501.0,71538.0
5014204,46500.0,46582.0,46706.0,46745.0,46772.0,46820.0,46891.0,46971.0,47039.0,47098.0,47144.0,47228.0,47334.0,47373.0,47431.0,47528.0,47665.0,47706.0,47849.0,47900.0,48018.0,48233.0,48531.0,48715.0,48798.0,48856.0,48973.0,49085.0,49142.0,49191.0,49255.0,49318.0,49416.0,49450.0,49480.0,49546.0,49573.0,49620.0,49694.0,49733.0,49777.0,49818.0,49863.0,49906.0,49958.0,49999.0,50037.0,50063.0,50087.0,50120.0
5014206,54900.0,54966.0,55065.0,55106.0,55134.0,55184.0,55241.0,55293.0,55349.0,55397.0,55436.0,55507.0,55598.0,55631.0,55681.0,55781.0,55923.0,55965.0,56112.0,56166.0,56321.0,56537.0,56811.0,56979.0,57061.0,57119.0,57234.0,57352.0,57412.0,57463.0,57521.0,57579.0,57668.0,57702.0,57732.0,57796.0,57822.0,57867.0,57939.0,57976.0,58018.0,58058.0,58102.0,58143.0,58194.0,58241.0,58284.0,58314.0,58341.0,58377.0
5014208,64500.0,64566.0,64665.0,64706.0,64734.0,64784.0,64841.0,64893.0,64949.0,64997.0,65036.0,65107.0,65198.0,65231.0,65281.0,65381.0,65523.0,65565.0,65712.0,65766.0,65921.0,66137.0,66411.0,66579.0,66661.0,66719.0,66834.0,66952.0,67012.0,67063.0,67121.0,67179.0,67268.0,67302.0,67332.0,67396.0,67422.0,67467.0,67539.0,67576.0,67618.0,67658.0,67702.0,67743.0,67794.0,67841.0,67884.0,67914.0,67941.0,67977.0
5014734,28500.0,28561.0,28653.0,28684.0,28705.0,28744.0,28792.0,28835.0,28867.0,28895.0,28917.0,28952.0,28997.0,29028.0,29073.0,29130.0,29211.0,29235.0,29319.0,29350.0,29453.0,29535.0,29676.0,29762.0,29830.0,29862.0,29927.0,30003.0,30042.0,30075.0,30113.0,30151.0,30211.0,30230.0,30247.0,30292.0,30310.0,30342.0,30392.0,30418.0,30447.0,30475.0,30505.0,30534.0,30569.0,30603.0,30634.0,30655.0,30674.0,30702.0
5014736,36900.0,36981.0,37104.0,37147.0,37177.0,37230.0,37291.0,37368.0,37447.0,37515.0,37568.0,37641.0,37734.0,37776.0,37837.0,37919.0,38035.0,38070.0,38190.0,38232.0,38348.0,38601.0,38828.0,38968.0,39042.0,39090.0,39186.0,39293.0,39348.0,39393.0,39456.0,39519.0,39617.0,39642.0,39664.0,39719.0,39742.0,39781.0,39843.0,39875.0,39911.0,39945.0,39983.0,40018.0,40061.0,40103.0,40141.0,40167.0,40191.0,40225.0
5014738,45300.0,45382.0,45506.0,45545.0,45572.0,45620.0,45691.0,45771.0,45839.0,45898.0,45944.0,46028.0,46134.0,46173.0,46231.0,46328.0,46465.0,46506.0,46649.0,46700.0,46818.0,47033.0,47331.0,47515.0,47598.0,47656.0,47773.0,47885.0,47942.0,47991.0,48055.0,48118.0,48216.0,48250.0,48280.0,48346.0,48373.0,48420.0,48494.0,48533.0,48577.0,48618.0,48663.0,48706.0,48758.0,48799.0,48837.0,48863.0,48887.0,48920.0
5014740,53700.0,53782.0,53906.0,53945.0,53972.0,54020.0,54091.0,54171.0,54239.0,54298.0,54344.0,54428.0,54534.0,54573.0,54631.0,54728.0,54865.0,54906.0,55049.0,55100.0,55218.0,55433.0,55731.0,55915.0,55998.0,56056.0,56173.0,56285.0,56342.0,56391.0,56455.0,56518.0,56616.0,56650.0,56680.0,56746.0,56773.0,56820.0,56894.0,56933.0,56977.0,57018.0,57063.0,57106.0,57158.0,57199.0,57237.0,57263.0,57287.0,57320.0
5014742,63300.0,63366.0,63465.0,63506.0,63534.0,63584.0,63641.0,63693.0,63749.0,63797.0,63836.0,63907.0,63998.0,64031.0,64081.0,64181.0,64323.0,64365.0,64512.0,64566.0,64721.0,64937.0,65211.0,65379.0,65461.0,65519.0,65634.0,65752.0,65812.0,65863.0,65921.0,65979.0,66068.0,66102.0,66132.0,66196.0,66222.0,66267.0,66339.0,66376.0,66418.0,66458.0,66502.0,66543.0,66594.0,66641.0,66684.0,66714.0,66741.0,66777.0
5014744,72900.0,72961.0,73054.0,73097.0,73126.0,73179.0,73226.0,73288.0,73332.0,73370.0,73399.0,73450.0,73514.0,73541.0,73581.0,73670.0,73795.0,73833.0,73963.0,74010.0,74171.0,74330.0,74635.0,74823.0,74897.0,74948.0,75050.0,75164.0,75222.0,75271.0,75323.0,75375.0,75456.0,75486.0,75512.0,75570.0,75594.0,75635.0,75700.0,75733.0,75771.0,75806.0,75845.0,75882.0,75927.0,75971.0,76011.0,76039.0,76064.0,76099.0
5014746,81900.0,81963.0,82058.0,82087.0,82107.0,82143.0,82194.0,82244.0,82294.0,82337.0,82370.0,82419.0,82482.0,82510.0,82552.0,82618.0,82712.0,82740.0,82838.0,82873.0,82981.0,83141.0,83397.0,83555.0,83653.0,83709.0,83820.0,83910.0,83956.0,83995.0,84042.0,84088.0,84160.0,84186.0,84209.0,84258.0,84278.0,84313.0,84368.0,84397.0,84429.0,84459.0,84492.0,84524.0,84563.0,84603.0,84639.0,84664.0,84687.0,84718.0
5014799,26100.0,26170.0,26276.0,26318.0,26347.0,26399.0,26472.0,26535.0,26599.0,26654.0,26696.0,26793.0,26916.0,27016.0,27163.0,27307.0,27511.0,27572.0,27784.0,27861.0,27968.0,28145.0,28373.0,28513.0,28583.0,28641.0,28758.0,28874.0,28933.0,28983.0,29048.0,29113.0,29213.0,29240.0,29264.0,29326.0,29351.0,29395.0,29464.0,29500.0,29541.0,29579.0,29621.0,29661.0,29710.0,29755.0,29796.0,29824.0,29849.0,29884.0
5014802,52800.0,52873.0,52983.0,53027.0,53057.0,53113.0,53181.0,53256.0,53317.0,53369.0,53411.0,53488.0,53586.0,53628.0,53689.0,53803.0,53964.0,54012.0,54179.0,54240.0,54375.0,54593.0,54849.0,55007.0,55095.0,55160.0,55291.0,55426.0,55495.0,55553.0,55620.0,55686.0,55789.0,55823.0,55854.0,55924.0,55953.0,56003.0,56082.0,56123.0,56169.0,56212.0,56260.0,56305.0,56360.0,56410.0,56456.0,56487.0,56515.0,56555.0
5014804,62400.0,62478.0,62597.0,62640.0,62669.0,62722.0,62792.0,62856.0,62911.0,62958.0,62996.0,63063.0,63148.0,63191.0,63255.0,63371.0,63535.0,63584.0,63754.0,63816.0,63956.0,64156.0,64447.0,64626.0,64716.0,64786.0,64926.0,65093.0,65179.0,65251.0,65319.0,65387.0,65492.0,65527.0,65558.0,65632.0,65663.0,65716.0,65799.0,65842.0,65891.0,65937.0,65988.0,66036.0,66094.0,66145.0,66191.0,66223.0,66252.0,66292.0
5014806,72000.0,72073.0,72183.0,72227.0,72257.0,72313.0,72381.0,72456.0,72517.0,72569.0,72611.0,72688.0,72786.0,72828.0,72889.0,73003.0,73164.0,73212.0,73379.0,73440.0,73575.0,73793.0,74049.0,74207.0,74295.0,74360.0,74491.0,74626.0,74695.0,74753.0,74820.0,74886.0,74989.0,75023.0,75054.0,75124.0,75153.0,75203.0,75282.0,75323.0,75369.0,75412.0,75460.0,75505.0,75560.0,75610.0,75656.0,75687.0,75715.0,75755.0
5016295,30600.0,30687.0,30819.0,30871.0,30907.0,30971.0,31046.0,31121.0,31181.0,31233.0,31274.0,31407.0,31577.0,31708.0,31902.0,32055.0,32271.0,32336.0,32561.0,32641.0,32755.0,32974.0,33285.0,33477.0,33557.0,33621.0,33750.0,33863.0,33921.0,33969.0,34030.0,34090.0,34184.0,34212.0,34238.0,34295.0,34319.0,34359.0,34423.0,34456.0,34494.0,34529.0,34568.0,34605.0,34651.0,34693.0,34731.0,34757.0,34781.0,34815.0
5016296,59400.0,59478.0,59597.0,59640.0,59669.0,59722.0,59792.0,59856.0,59911.0,59958.0,59996.0,60063.0,60148.0,60191.0,60255.0,60371.0,60535.0,60584.0,60754.0,60816.0,60956.0,61156.0,61447.0,61626.0,61716.0,61786.0,61926.0,62093.0,62179.0,62251.0,62319.0,62387.0,62492.0,62527.0,62558.0,62632.0,62663.0,62716.0,62799.0,62842.0,62891.0,62937.0,62988.0,63036.0,63094.0,63145.0,63191.0,63223.0,63252.0,63292.0
5018322,27600.0,27670.0,27776.0,27818.0,27847.0,27899.0,27972.0,28035.0,28099.0,28154.0,28196.0,28293.0,28416.0,28516.0,28663.0,28807.0,29011.0,29072.0,29284.0,29361.0,29468.0,29645.0,29873.0,30013.0,30083.0,30141.0,30258.0,30374.0,30433.0,30483.0,30548.0,30613.0,30713.0,30740.0,30764.0,30826.0,30851.0,30895.0,30964.0,31000.0,31041.0,31079.0,31121.0,31161.0,31210.0,31255.0,31296.0,31324.0,31349.0,31384.0
5018324,37200.0,37270.0,37375.0,37418.0,37447.0,37500.0,37568.0,37642.0,37702.0,37753.0,37793.0,37874.0,37978.0,38034.0,38116.0,38265.0,38476.0,38539.0,38758.0,38837.0,38963.0,39161.0,39393.0,39536.0,39619.0,39683.0,39812.0,39938.0,40002.0,40056.0,40115.0,40173.0,40264.0,40292.0,40317.0,40379.0,40405.0,40449.0,40519.0,40555.0,40596.0,40634.0,40676.0,40716.0,40766.0,40812.0,40854.0,40883.0,40909.0,40946.0
5018326,46800.0,46873.0,46983.0,47027.0,47057.0,47113.0,47181.0,47256.0,47317.0,47369.0,47411.0,47488.0,47586.0,47628.0,47689.0,47803.0,47964.0,48012.0,48179.0,48240.0,48375.0,48593.0,48849.0,49007.0,49095.0,49160.0,49291.0,49426.0,49495.0,49553.0,49620.0,49686.0,49789.0,49823.0,49854.0,49924.0,49953.0,50003.0,50082.0,50123.0,50169.0,50212.0,50260.0,50305.0,50360.0,50410.0,50456.0,50487.0,50515.0,50555.0
5018328,56400.0,56478.0,56597.0,56640.0,56669.0,56722.0,56792.0,56856.0,56911.0,56958.0,56996.0,57063.0,57148.0,57191.0,57255.0,57371.0,57535.0,57584.0,57754.0,57816.0,57956.0,58156.0,58447.0,58626.0,58716.0,58786.0,58926.0,59093.0,59179.0,59251.0,59319.0,59387.0,59492.0,59527.0,59558.0,59632.0,59663.0,59716.0,59799.0,59842.0,59891.0,59937.0,59988.0,60036.0,60094.0,60145.0,60191.0,60223.0,60252.0,60292.0
5083745,33000.0,33084.0,33211.0,33261.0,33295.0,33357.0,33429.0,33501.0,33559.0,33609.0,33648.0,33776.0,33939.0,34065.0,34252.0,34399.0,34607.0,34669.0,34885.0,34963.0,35073.0,35284.0,35584.0,35768.0,35845.0,35907.0,36031.0,36140.0,36196.0,36242.0,36300.0,36358.0,36449.0,36476.0,36501.0,36556.0,36579.0,36618.0,36680.0,36712.0,36748.0,36782.0,36820.0,36855.0,36898.0,36938.0,36975.0,37000.0,37023.0,37056.0
5083747,61800.0,61875.0,61989.0,62030.0,62058.0,62109.0,62176.0,62238.0,62291.0,62337.0,62373.0,62437.0,62519.0,62561.0,62622.0,62733.0,62891.0,62938.0,63102.0,63161.0,63296.0,63488.0,63768.0,63940.0,64027.0,64094.0,64229.0,64390.0,64473.0,64542.0,64607.0,64672.0,64774.0,64807.0,64837.0,64909.0,64938.0,64988.0,65068.0,65110.0,65157.0,65201.0,65250.0,65296.0,65352.0,65401.0,65445.0,65476.0,65504.0,65542.0
5085527,25200.0,25267.0,25369.0,25409.0,25437.0,25487.0,25557.0,25618.0,25679.0,25731.0,25773.0,25866.0,25985.0,26081.0,26223.0,26361.0,26557.0,26616.0,26820.0,26894.0,26997.0,27167.0,27386.0,27521.0,27588.0,27644.0,27756.0,27867.0,27924.0,27972.0,28034.0,28096.0,28193.0,28219.0,28242.0,28302.0,28327.0,28369.0,28436.0,28471.0,28510.0,28547.0,28588.0,28626.0,28671.0,28714.0,28753.0,28780.0,28804.0,28838.0
