tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P
5085529,34200.0,34284.0,34411.0,34461.0,34495.0,34557.0,34629.0,34701.0,34759.0,34809.0,34848.0,34976.0,35139.0,35265.0,35452.0,35599.0,35807.0,35869.0,36085.0,36163.0,36273.0,36484.0,36784.0,36968.0,37045.0,37107.0,37231.0,37340.0,37396.0,37442.0,37500.0,37558.0,37649.0,37676.0,37701.0,37756.0,37779.0,37818.0,37880.0,37912.0,37948.0,37982.0,38020.0,38055.0,38098.0,38138.0,38175.0,38200.0,38223.0,38256.0
5085531,63000.0,63075.0,63189.0,63230.0,63258.0,63309.0,63376.0,63438.0,63491.0,63537.0,63573.0,63637.0,63719.0,63761.0,63822.0,63933.0,64091.0,64138.0,64302.0,64361.0,64496.0,64688.0,64968.0,65140.0,65227.0,65294.0,65429.0,65590.0,65673.0,65742.0,65807.0,65872.0,65974.0,66007.0,66037.0,66109.0,66138.0,66188.0,66268.0,66310.0,66357.0,66401.0,66450.0,66496.0,66552.0,66601.0,66645.0,66676.0,66704.0,66742.0
5086059,31200.0,31284.0,31411.0,31461.0,31495.0,31557.0,31629.0,31701.0,31759.0,31809.0,31848.0,31976.0,32139.0,32265.0,32452.0,32599.0,32807.0,32869.0,33085.0,33163.0,33273.0,33484.0,33784.0,33968.0,34045.0,34107.0,34231.0,34340.0,34396.0,34442.0,34500.0,34558.0,34649.0,34676.0,34701.0,34756.0,34779.0,34818.0,34880.0,34912.0,34948.0,34982.0,35020.0,35055.0,35098.0,35138.0,35175.0,35200.0,35223.0,35256.0
5086061,40800.0,40867.0,40968.0,41009.0,41037.0,41088.0,41153.0,41224.0,41281.0,41330.0,41369.0,41447.0,41547.0,41601.0,41680.0,41823.0,42026.0,42087.0,42298.0,42373.0,42494.0,42684.0,42907.0,43045.0,43125.0,43187.0,43311.0,43432.0,43494.0,43546.0,43602.0,43658.0,43746.0,43773.0,43797.0,43857.0,43882.0,43924.0,43991.0,44026.0,44066.0,44103.0,44144.0,44183.0,44229.0,44273.0,44313.0,44341.0,44366.0,44402.0
5086063,50400.0,50470.0,50576.0,50619.0,50648.0,50701.0,50766.0,50838.0,50897.0,50947.0,50987.0,51061.0,51155.0,51195.0,51254.0,51363.0,51518.0,51564.0,51725.0,51784.0,51914.0,52124.0,52370.0,52522.0,52607.0,52670.0,52795.0,52925.0,52991.0,53047.0,53111.0,53175.0,53274.0,53307.0,53337.0,53405.0,53433.0,53481.0,53557.0,53596.0,53641.0,53683.0,53729.0,53773.0,53824.0,53872.0,53916.0,53946.0,53973.0,54012.0
5086065,60000.0,60075.0,60189.0,60230.0,60258.0,60309.0,60376.0,60438.0,60491.0,60537.0,60573.0,60637.0,60719.0,60761.0,60822.0,60933.0,61091.0,61138.0,61302.0,61361.0,61496.0,61688.0,61968.0,62140.0,62227.0,62294.0,62429.0,62590.0,62673.0,62742.0,62807.0,62872.0,62974.0,63007.0,63037.0,63109.0,63138.0,63188.0,63268.0,63310.0,63357.0,63401.0,63450.0,63496.0,63552.0,63601.0,63645.0,63676.0,63704.0,63742.0
5086067,69600.0,69663.0,69759.0,69796.0,69821.0,69866.0,69917.0,69977.0,70022.0,70061.0,70092.0,70137.0,70195.0,70224.0,70267.0,70347.0,70461.0,70495.0,70614.0,70657.0,70770.0,70930.0,71152.0,71289.0,71377.0,71432.0,71541.0,71655.0,71714.0,71763.0,71818.0,71873.0,71957.0,71989.0,72018.0,72077.0,72101.0,72143.0,72209.0,72243.0,72282.0,72318.0,72358.0,72396.0,72443.0,72488.0,72529.0,72557.0,72583.0,72618.0
5086069,78300.0,78355.0,78437.0,78467.0,78487.0,78524.0,78565.0,78603.0,78647.0,78685.0,78715.0,78753.0,78801.0,78826.0,78863.0,78920.0,79001.0,79025.0,79109.0,79139.0,79222.0,79387.0,79581.0,79700.0,79777.0,79823.0,79915.0,80016.0,80068.0,80111.0,80154.0,80196.0,80262.0,80292.0,80318.0,80370.0,80391.0,80428.0,80486.0,80516.0,80550.0,80582.0,80617.0,80650.0,80691.0,80734.0,80773.0,80800.0,80825.0,80859.0
5086180,27000.0,27067.0,27169.0,27209.0,27237.0,27287.0,27357.0,27418.0,27479.0,27531.0,27573.0,27666.0,27785.0,27881.0,28023.0,28161.0,28357.0,28416.0,28620.0,28694.0,28797.0,28967.0,29186.0,29321.0,29388.0,29444.0,29556.0,29667.0,29724.0,29772.0,29834.0,29896.0,29993.0,30019.0,30042.0,30102.0,30127.0,30169.0,30236.0,30271.0,30310.0,30347.0,30388.0,30426.0,30471.0,30514.0,30553.0,30580.0,30604.0,30638.0
5086183,66000.0,66075.0,66189.0,66230.0,66258.0,66309.0,66376.0,66438.0,66491.0,66537.0,66573.0,66637.0,66719.0,66761.0,66822.0,66933.0,67091.0,67138.0,67302.0,67361.0,67496.0,67688.0,67968.0,68140.0,68227.0,68294.0,68429.0,68590.0,68673.0,68742.0,68807.0,68872.0,68974.0,69007.0,69037.0,69109.0,69138.0,69188.0,69268.0,69310.0,69357.0,69401.0,69450.0,69496.0,69552.0,69601.0,69645.0,69676.0,69704.0,69742.0
5086279,36000.0,36067.0,36168.0,36209.0,36237.0,36288.0,36353.0,36424.0,36481.0,36530.0,36569.0,36647.0,36747.0,36801.0,36880.0,37023.0,37226.0,37287.0,37498.0,37573.0,37694.0,37884.0,38107.0,38245.0,38325.0,38387.0,38511.0,38632.0,38694.0,38746.0,38802.0,38858.0,38946.0,38973.0,38997.0,39057.0,39082.0,39124.0,39191.0,39226.0,39266.0,39303.0,39344.0,39383.0,39429.0,39473.0,39513.0,39541.0,39566.0,39602.0
5086281,45600.0,45670.0,45776.0,45819.0,45848.0,45901.0,45966.0,46038.0,46097.0,46147.0,46187.0,46261.0,46355.0,46395.0,46454.0,46563.0,46718.0,46764.0,46925.0,46984.0,47114.0,47324.0,47570.0,47722.0,47807.0,47870.0,47995.0,48125.0,48191.0,48247.0,48311.0,48375.0,48474.0,48507.0,48537.0,48605.0,48633.0,48681.0,48757.0,48796.0,48841.0,48883.0,48929.0,48973.0,49024.0,49072.0,49116.0,49146.0,49173.0,49212.0
5086283,55200.0,55275.0,55389.0,55430.0,55458.0,55509.0,55576.0,55638.0,55691.0,55737.0,55773.0,55837.0,55919.0,55961.0,56022.0,56133.0,56291.0,56338.0,56502.0,56561.0,56696.0,56888.0,57168.0,57340.0,57427.0,57494.0,57629.0,57790.0,57873.0,57942.0,58007.0,58072.0,58174.0,58207.0,58237.0,58309.0,58338.0,58388.0,58468.0,58510.0,58557.0,58601.0,58650.0,58696.0,58752.0,58801.0,58845.0,58876.0,58904.0,58942.0
5086285,64800.0,64875.0,64989.0,65030.0,65058.0,65109.0,65176.0,65238.0,65291.0,65337.0,65373.0,65437.0,65519.0,65561.0,65622.0,65733.0,65891.0,65938.0,66102.0,66161.0,66296.0,66488.0,66768.0,66940.0,67027.0,67094.0,67229.0,67390.0,67473.0,67542.0,67607.0,67672.0,67774.0,67807.0,67837.0,67909.0,67938.0,67988.0,68068.0,68110.0,68157.0,68201.0,68250.0,68296.0,68352.0,68401.0,68445.0,68476.0,68504.0,68542.0
5086287,74700.0,74763.0,74859.0,74896.0,74921.0,74966.0,75017.0,75077.0,75122.0,75161.0,75192.0,75237.0,75295.0,75324.0,75367.0,75447.0,75561.0,75595.0,75714.0,75757.0,75870.0,76030.0,76252.0,76389.0,76477.0,76532.0,76641.0,76755.0,76814.0,76863.0,76918.0,76973.0,77057.0,77089.0,77118.0,77177.0,77201.0,77243.0,77309.0,77343.0,77382.0,77418.0,77458.0,77496.0,77543.0,77588.0,77629.0,77657.0,77683.0,77718.0
5086289,83400.0,83455.0,83537.0,83567.0,83587.0,83624.0,83665.0,83703.0,83747.0,83785.0,83815.0,83853.0,83901.0,83926.0,83963.0,84020.0,84101.0,84125.0,84209.0,84239.0,84322.0,84487.0,84681.0,84800.0,84877.0,84923.0,85015.0,85116.0,85168.0,85211.0,85254.0,85296.0,85362.0,85392.0,85418.0,85470.0,85491.0,85528.0,85586.0,85616.0,85650.0,85682.0,85717.0,85750.0,85791.0,85834.0,85873.0,85900.0,85925.0,85959.0
5088338,30600.0,30684.0,30811.0,30861.0,30895.0,30957.0,31029.0,31101.0,31159.0,31209.0,31248.0,31376.0,31539.0,31665.0,31852.0,31999.0,32207.0,32269.0,32485.0,32563.0,32673.0,32884.0,33184.0,33368.0,33445.0,33507.0,33631.0,33740.0,33796.0,33842.0,33900.0,33958.0,34049.0,34076.0,34101.0,34156.0,34179.0,34218.0,34280.0,34312.0,34348.0,34382.0,34420.0,34455.0,34498.0,34538.0,34575.0,34600.0,34623.0,34656.0
5088339,59400.0,59475.0,59589.0,59630.0,59658.0,59709.0,59776.0,59838.0,59891.0,59937.0,59973.0,60037.0,60119.0,60161.0,60222.0,60333.0,60491.0,60538.0,60702.0,60761.0,60896.0,61088.0,61368.0,61540.0,61627.0,61694.0,61829.0,61990.0,62073.0,62142.0,62207.0,62272.0,62374.0,62407.0,62437.0,62509.0,62538.0,62588.0,62668.0,62710.0,62757.0,62801.0,62850.0,62896.0,62952.0,63001.0,63045.0,63076.0,63104.0,63142.0
5088764,32400.0,32484.0,32611.0,32661.0,32695.0,32757.0,32829.0,32901.0,32959.0,33009.0,33048.0,33176.0,33339.0,33465.0,33652.0,33799.0,34007.0,34069.0,34285.0,34363.0,34473.0,34684.0,34984.0,35168.0,35245.0,35307.0,35431.0,35540.0,35596.0,35642.0,35700.0,35758.0,35849.0,35876.0,35901.0,35956.0,35979.0,36018.0,36080.0,36112.0,36148.0,36182.0,36220.0,36255.0,36298.0,36338.0,36375.0,36400.0,36423.0,36456.0
5088766,42000.0,42067.0,42168.0,42209.0,42237.0,42288.0,42353.0,42424.0,42481.0,42530.0,42569.0,42647.0,42747.0,42801.0,42880.0,43023.0,43226.0,43287.0,43498.0,43573.0,43694.0,43884.0,44107.0,44245.0,44325.0,44387.0,44511.0,44632.0,44694.0,44746.0,44802.0,44858.0,44946.0,44973.0,44997.0,45057.0,45082.0,45124.0,45191.0,45226.0,45266.0,45303.0,45344.0,45383.0,45429.0,45473.0,45513.0,45541.0,45566.0,45602.0
5088768,51600.0,51670.0,51776.0,51819.0,51848.0,51901.0,51966.0,52038.0,52097.0,52147.0,52187.0,52261.0,52355.0,52395.0,52454.0,52563.0,52718.0,52764.0,52925.0,52984.0,53114.0,53324.0,53570.0,53722.0,53807.0,53870.0,53995.0,54125.0,54191.0,54247.0,54311.0,54375.0,54474.0,54507.0,54537.0,54605.0,54633.0,54681.0,54757.0,54796.0,54841.0,54883.0,54929.0,54973.0,55024.0,55072.0,55116.0,55146.0,55173.0,55212.0
5088770,61200.0,61275.0,61389.0,61430.0,61458.0,61509.0,61576.0,61638.0,61691.0,61737.0,61773.0,61837.0,61919.0,61961.0,62022.0,62133.0,62291.0,62338.0,62502.0,62561.0,62696.0,62888.0,63168.0,63340.0,63427.0,63494.0,63629.0,63790.0,63873.0,63942.0,64007.0,64072.0,64174.0,64207.0,64237.0,64309.0,64338.0,64388.0,64468.0,64510.0,64557.0,64601.0,64650.0,64696.0,64752.0,64801.0,64845.0,64876.0,64904.0,64942.0
5088772,70800.0,70863.0,70959.0,70996.0,71021.0,71066.0,71117.0,71177.0,71222.0,71261.0,71292.0,71337.0,71395.0,71424.0,71467.0,71547.0,71661.0,71695.0,71814.0,71857.0,71970.0,72130.0,72352.0,72489.0,72577.0,72632.0,72741.0,72855.0,72914.0,72963.0,73018.0,73073.0,73157.0,73189.0,73218.0,73277.0,73301.0,73343.0,73409.0,73443.0,73482.0,73518.0,73558.0,73596.0,73643.0,73688.0,73729.0,73757.0,73783.0,73818.0
5088774,80100.0,80155.0,80237.0,80267.0,80287.0,80324.0,80365.0,80403.0,80447.0,80485.0,80515.0,80553.0,80601.0,80626.0,80663.0,80720.0,80801.0,80825.0,80909.0,80939.0,81022.0,81187.0,81381.0,81500.0,81577.0,81623.0,81715.0,81816.0,81868.0,81911.0,81954.0,81996.0,82062.0,82092.0,82118.0,82170.0,82191.0,82228.0,82286.0,82316.0,82350.0,82382.0,82417.0,82450.0,82491.0,82534.0,82573.0,82600.0,82625.0,82659.0
5088893,22800.0,22867.0,22969.0,23009.0,23037.0,23087.0,23157.0,23218.0,23279.0,23331.0,23373.0,23466.0,23585.0,23681.0,23823.0,23961.0,24157.0,24216.0,24420.0,24494.0,24597.0,24767.0,24986.0,25121.0,25188.0,25244.0,25356.0,25467.0,25524.0,25572.0,25634.0,25696.0,25793.0,25819.0,25842.0,25902.0,25927.0,25969.0,26036.0,26071.0,26110.0,26147.0,26188.0,26226.0,26271.0,26314.0,26353.0,26380.0,26404.0,26438.0
5088895,31800.0,31884.0,32011.0,32061.0,32095.0,32157.0,32229.0,32301.0,32359.0,32409.0,32448.0,32576.0,32739.0,32865.0,33052.0,33199.0,33407.0,33469.0,33685.0,33763.0,33873.0,34084.0,34384.0,34568.0,34645.0,34707.0,34831.0,34940.0,34996.0,35042.0,35100.0,35158.0,35249.0,35276.0,35301.0,35356.0,35379.0,35418.0,35480.0,35512.0,35548.0,35582.0,35620.0,35655.0,35698.0,35738.0,35775.0,35800.0,35823.0,35856.0
5088896,60600.0,60675.0,60789.0,60830.0,60858.0,60909.0,60976.0,61038.0,61091.0,61137.0,61173.0,61237.0,61319.0,61361.0,61422.0,61533.0,61691.0,61738.0,61902.0,61961.0,62096.0,62288.0,62568.0,62740.0,62827.0,62894.0,63029.0,63190.0,63273.0,63342.0,63407.0,63472.0,63574.0,63607.0,63637.0,63709.0,63738.0,63788.0,63868.0,63910.0,63957.0,64001.0,64050.0,64096.0,64152.0,64201.0,64245.0,64276.0,64304.0,64342.0
5090641,30000.0,30084.0,30211.0,30261.0,30295.0,30357.0,30429.0,30501.0,30559.0,30609.0,30648.0,30776.0,30939.0,31065.0,31252.0,31399.0,31607.0,31669.0,31885.0,31963.0,32073.0,32284.0,32584.0,32768.0,32845.0,32907.0,33031.0,33140.0,33196.0,33242.0,33300.0,33358.0,33449.0,33476.0,33501.0,33556.0,33579.0,33618.0,33680.0,33712.0,33748.0,33782.0,33820.0,33855.0,33898.0,33938.0,33975.0,34000.0,34023.0,34056.0
5090643,39600.0,39667.0,39768.0,39809.0,39837.0,39888.0,39953.0,40024.0,40081.0,40130.0,40169.0,40247.0,40347.0,40401.0,40480.0,40623.0,40826.0,40887.0,41098.0,41173.0,41294.0,41484.0,41707.0,41845.0,41925.0,41987.0,42111.0,42232.0,42294.0,42346.0,42402.0,42458.0,42546.0,42573.0,42597.0,42657.0,42682.0,42724.0,42791.0,42826.0,42866.0,42903.0,42944.0,42983.0,43029.0,43073.0,43113.0,43141.0,43166.0,43202.0
5090645,49200.0,49270.0,49376.0,49419.0,49448.0,49501.0,49566.0,49638.0,49697.0,49747.0,49787.0,49861.0,49955.0,49995.0,50054.0,50163.0,50318.0,50364.0,50525.0,50584.0,50714.0,50924.0,51170.0,51322.0,51407.0,51470.0,51595.0,51725.0,51791.0,51847.0,51911.0,51975.0,52074.0,52107.0,52137.0,52205.0,52233.0,52281.0,52357.0,52396.0,52441.0,52483.0,52529.0,52573.0,52624.0,52672.0,52716.0,52746.0,52773.0,52812.0
5090647,58800.0,58875.0,58989.0,59030.0,59058.0,59109.0,59176.0,59238.0,59291.0,59337.0,59373.0,59437.0,59519.0,59561.0,59622.0,59733.0,59891.0,59938.0,60102.0,60161.0,60296.0,60488.0,60768.0,60940.0,61027.0,61094.0,61229.0,61390.0,61473.0,61542.0,61607.0,61672.0,61774.0,61807.0,61837.0,61909.0,61938.0,61988.0,62068.0,62110.0,62157.0,62201.0,62250.0,62296.0,62352.0,62401.0,62445.0,62476.0,62504.0,62542.0
5090649,68400.0,68463.0,68559.0,68596.0,68621.0,68666.0,68717.0,68777.0,68822.0,68861.0,68892.0,68937.0,68995.0,69024.0,69067.0,69147.0,69261.0,69295.0,69414.0,69457.0,69570.0,69730.0,69952.0,70089.0,70177.0,70232.0,70341.0,70455.0,70514.0,70563.0,70618.0,70673.0,70757.0,70789.0,70818.0,70877.0,70901.0,70943.0,71009.0,71043.0,71082.0,71118.0,71158.0,71196.0,71243.0,71288.0,71329.0,71357.0,71383.0,71418.0
5092143,27600.0,27667.0,27769.0,27809.0,27837.0,27887.0,27957.0,28018.0,28079.0,28131.0,28173.0,28266.0,28385.0,28481.0,28623.0,28761.0,28957.0,29016.0,29220.0,29294.0,29397.0,29567.0,29786.0,29921.0,29988.0,30044.0,30156.0,30267.0,30324.0,30372.0,30434.0,30496.0,30593.0,30619.0,30642.0,30702.0,30727.0,30769.0,30836.0,30871.0,30910.0,30947.0,30988.0,31026.0,31071.0,31114.0,31153.0,31180.0,31204.0,31238.0
5092145,37200.0,37267.0,37368.0,37409.0,37437.0,37488.0,37553.0,37624.0,37681.0,37730.0,37769.0,37847.0,37947.0,38001.0,38080.0,38223.0,38426.0,38487.0,38698.0,38773.0,38894.0,39084.0,39307.0,39445.0,39525.0,39587.0,39711.0,39832.0,39894.0,39946.0,40002.0,40058.0,40146.0,40173.0,40197.0,40257.0,40282.0,40324.0,40391.0,40426.0,40466.0,40503.0,40544.0,40583.0,40629.0,40673.0,40713.0,40741.0,40766.0,40802.0
5092147,46800.0,46870.0,46976.0,47019.0,47048.0,47101.0,47166.0,47238.0,47297.0,47347.0,47387.0,47461.0,47555.0,47595.0,47654.0,47763.0,47918.0,47964.0,48125.0,48184.0,48314.0,48524.0,48770.0,48922.0,49007.0,49070.0,49195.0,49325.0,49391.0,49447.0,49511.0,49575.0,49674.0,49707.0,49737.0,49805.0,49833.0,49881.0,49957.0,49996.0,50041.0,50083.0,50129.0,50173.0,50224.0,50272.0,50316.0,50346.0,50373.0,50412.0
5092149,56400.0,56475.0,56589.0,56630.0,56658.0,56709.0,56776.0,56838.0,56891.0,56937.0,56973.0,57037.0,57119.0,57161.0,57222.0,57333.0,57491.0,57538.0,57702.0,57761.0,57896.0,58088.0,58368.0,58540.0,58627.0,58694.0,58829.0,58990.0,59073.0,59142.0,59207.0,59272.0,59374.0,59407.0,59437.0,59509.0,59538.0,59588.0,59668.0,59710.0,59757.0,59801.0,59850.0,59896.0,59952.0,60001.0,60045.0,60076.0,60104.0,60142.0
5095171,51000.0,51071.0,51179.0,51218.0,51245.0,51292.0,51346.0,51416.0,51468.0,51512.0,51547.0,51611.0,51692.0,51724.0,51771.0,51883.0,52042.0,52089.0,52254.0,52313.0,52429.0,52597.0,52802.0,52928.0,52995.0,53038.0,53124.0,53211.0,53255.0,53292.0,53350.0,53408.0,53497.0,53521.0,53543.0,53596.0,53618.0,53655.0,53714.0,53745.0,53780.0,53813.0,53849.0,53883.0,53923.0,53965.0,54003.0,54029.0,54053.0,54086.0
5095173,59400.0,59463.0,59559.0,59597.0,59623.0,59669.0,59732.0,59790.0,59843.0,59889.0,59925.0,59992.0,60076.0,60115.0,60173.0,60259.0,60381.0,60417.0,60543.0,60589.0,60727.0,60921.0,61128.0,61256.0,61333.0,61386.0,61491.0,61597.0,61651.0,61696.0,61752.0,61808.0,61894.0,61926.0,61954.0,62009.0,62032.0,62071.0,62133.0,62165.0,62201.0,62235.0,62273.0,62308.0,62351.0,62396.0,62437.0,62465.0,62490.0,62525.0
5095175,67800.0,67863.0,67959.0,67997.0,68023.0,68069.0,68132.0,68190.0,68243.0,68289.0,68325.0,68392.0,68476.0,68515.0,68573.0,68659.0,68781.0,68817.0,68943.0,68989.0,69127.0,69321.0,69528.0,69656.0,69733.0,69786.0,69891.0,69997.0,70051.0,70096.0,70152.0,70208.0,70294.0,70326.0,70354.0,70409.0,70432.0,70471.0,70533.0,70565.0,70601.0,70635.0,70673.0,70708.0,70751.0,70796.0,70837.0,70865.0,70890.0,70925.0
5095177,75600.0,75657.0,75742.0,75779.0,75805.0,75851.0,75923.0,75972.0,76020.0,76061.0,76094.0,76150.0,76221.0,76256.0,76308.0,76389.0,76503.0,76537.0,76656.0,76699.0,76798.0,76936.0,77112.0,77220.0,77305.0,77357.0,77460.0,77561.0,77613.0,77656.0,77697.0,77738.0,77802.0,77828.0,77852.0,77906.0,77928.0,77966.0,78027.0,78058.0,78094.0,78127.0,78164.0,78199.0,78242.0,78284.0,78322.0,78348.0,78372.0,78405.0
5095179,82800.0,82855.0,82937.0,82966.0,82986.0,83021.0,83075.0,83125.0,83180.0,83227.0,83264.0,83307.0,83361.0,83384.0,83419.0,83488.0,83586.0,83615.0,83717.0,83755.0,83835.0,84003.0,84194.0,84312.0,84398.0,84458.0,84579.0,84671.0,84718.0,84758.0,84795.0,84832.0,84890.0,84922.0,84950.0,85002.0,85023.0,85060.0,85118.0,85148.0,85182.0,85214.0,85249.0,85282.0,85325.0,85366.0,85404.0,85430.0,85454.0,85487.0
5096166,34800.0,34884.0,35011.0,35061.0,35095.0,35157.0,35229.0,35301.0,35359.0,35409.0,35448.0,35576.0,35739.0,35865.0,36052.0,36199.0,36407.0,36469.0,36685.0,36763.0,36873.0,37084.0,37384.0,37568.0,37645.0,37707.0,37831.0,37940.0,37996.0,38042.0,38100.0,38158.0,38249.0,38276.0,38301.0,38356.0,38379.0,38418.0,38480.0,38512.0,38548.0,38582.0,38620.0,38655.0,38698.0,38738.0,38775.0,38800.0,38823.0,38856.0
5096168,44400.0,44470.0,44576.0,44619.0,44648.0,44701.0,44766.0,44838.0,44897.0,44947.0,44987.0,45061.0,45155.0,45195.0,45254.0,45363.0,45518.0,45564.0,45725.0,45784.0,45914.0,46124.0,46370.0,46522.0,46607.0,46670.0,46795.0,46925.0,46991.0,47047.0,47111.0,47175.0,47274.0,47307.0,47337.0,47405.0,47433.0,47481.0,47557.0,47596.0,47641.0,47683.0,47729.0,47773.0,47824.0,47872.0,47916.0,47946.0,47973.0,48012.0
5096170,54000.0,54075.0,54189.0,54230.0,54258.0,54309.0,54376.0,54438.0,54491.0,54537.0,54573.0,54637.0,54719.0,54761.0,54822.0,54933.0,55091.0,55138.0,55302.0,55361.0,55496.0,55688.0,55968.0,56140.0,56227.0,56294.0,56429.0,56590.0,56673.0,56742.0,56807.0,56872.0,56974.0,57007.0,57037.0,57109.0,57138.0,57188.0,57268.0,57310.0,57357.0,57401.0,57450.0,57496.0,57552.0,57601.0,57645.0,57676.0,57704.0,57742.0
5096172,63600.0,63675.0,63789.0,63830.0,63858.0,63909.0,63976.0,64038.0,64091.0,64137.0,64173.0,64237.0,64319.0,64361.0,64422.0,64533.0,64691.0,64738.0,64902.0,64961.0,65096.0,65288.0,65568.0,65740.0,65827.0,65894.0,66029.0,66190.0,66273.0,66342.0,66407.0,66472.0,66574.0,66607.0,66637.0,66709.0,66738.0,66788.0,66868.0,66910.0,66957.0,67001.0,67050.0,67096.0,67152.0,67201.0,67245.0,67276.0,67304.0,67342.0
5096174,73200.0,73263.0,73359.0,73396.0,73421.0,73466.0,73517.0,73577.0,73622.0,73661.0,73692.0,73737.0,73795.0,73824.0,73867.0,73947.0,74061.0,74095.0,74214.0,74257.0,74370.0,74530.0,74752.0,74889.0,74977.0,75032.0,75141.0,75255.0,75314.0,75363.0,75418.0,75473.0,75557.0,75589.0,75618.0,75677.0,75701.0,75743.0,75809.0,75843.0,75882.0,75918.0,75958.0,75996.0,76043.0,76088.0,76129.0,76157.0,76183.0,76218.0
5096176,81900.0,81955.0,82037.0,82067.0,82087.0,82124.0,82165.0,82203.0,82247.0,82285.0,82315.0,82353.0,82401.0,82426.0,82463.0,82520.0,82601.0,82625.0,82709.0,82739.0,82822.0,82987.0,83181.0,83300.0,83377.0,83423.0,83515.0,83616.0,83668.0,83711.0,83754.0,83796.0,83862.0,83892.0,83918.0,83970.0,83991.0,84028.0,84086.0,84116.0,84150.0,84182.0,84217.0,84250.0,84291.0,84334.0,84373.0,84400.0,84425.0,84459.0
5096208,36000.0,36051.0,36128.0,36164.0,36189.0,36233.0,36284.0,36347.0,36401.0,36447.0,36484.0,36527.0,36582.0,36609.0,36649.0,36730.0,36845.0,36879.0,36998.0,37041.0,37156.0,37341.0,37511.0,37615.0,37682.0,37716.0,37785.0,37870.0,37914.0,37950.0,38003.0,38056.0,38138.0,38155.0,38170.0,38217.0,38236.0,38269.0,38322.0,38349.0,38380.0,38409.0,38441.0,38471.0,38511.0,38547.0,38579.0,38601.0,38621.0,38650.0
5096210,43800.0,43871.0,43979.0,44018.0,44045.0,44092.0,44146.0,44216.0,44268.0,44312.0,44347.0,44411.0,44492.0,44524.0,44571.0,44683.0,44842.0,44889.0,45054.0,45113.0,45229.0,45397.0,45602.0,45728.0,45795.0,45838.0,45924.0,46011.0,46055.0,46092.0,46150.0,46208.0,46297.0,46321.0,46343.0,46396.0,46418.0,46455.0,46514.0,46545.0,46580.0,46613.0,46649.0,46683.0,46723.0,46765.0,46803.0,46829.0,46853.0,46886.0
5096212,52200.0,52271.0,52379.0,52418.0,52445.0,52492.0,52546.0,52616.0,52668.0,52712.0,52747.0,52811.0,52892.0,52924.0,52971.0,53083.0,53242.0,53289.0,53454.0,53513.0,53629.0,53797.0,54002.0,54128.0,54195.0,54238.0,54324.0,54411.0,54455.0,54492.0,54550.0,54608.0,54697.0,54721.0,54743.0,54796.0,54818.0,54855.0,54914.0,54945.0,54980.0,55013.0,55049.0,55083.0,55123.0,55165.0,55203.0,55229.0,55253.0,55286.0
5096214,60600.0,60663.0,60759.0,60797.0,60823.0,60869.0,60932.0,60990.0,61043.0,61089.0,61125.0,61192.0,61276.0,61315.0,61373.0,61459.0,61581.0,61617.0,61743.0,61789.0,61927.0,62121.0,62328.0,62456.0,62533.0,62586.0,62691.0,62797.0,62851.0,62896.0,62952.0,63008.0,63094.0,63126.0,63154.0,63209.0,63232.0,63271.0,63333.0,63365.0,63401.0,63435.0,63473.0,63508.0,63551.0,63596.0,63637.0,63665.0,63690.0,63725.0
5096216,69000.0,69063.0,69159.0,69197.0,69223.0,69269.0,69332.0,69390.0,69443.0,69489.0,69525.0,69592.0,69676.0,69715.0,69773.0,69859.0,69981.0,70017.0,70143.0,70189.0,70327.0,70521.0,70728.0,70856.0,70933.0,70986.0,71091.0,71197.0,71251.0,71296.0,71352.0,71408.0,71494.0,71526.0,71554.0,71609.0,71632.0,71671.0,71733.0,71765.0,71801.0,71835.0,71873.0,71908.0,71951.0,71996.0,72037.0,72065.0,72090.0,72125.0
5096514,28200.0,28267.0,28369.0,28409.0,28437.0,28487.0,28557.0,28618.0,28679.0,28731.0,28773.0,28866.0,28985.0,29081.0,29223.0,29361.0,29557.0,29616.0,29820.0,29894.0,29997.0,30167.0,30386.0,30521.0,30588.0,30644.0,30756.0,30867.0,30924.0,30972.0,31034.0,31096.0,31193.0,31219.0,31242.0,31302.0,31327.0,31369.0,31436.0,31471.0,31510.0,31547.0,31588.0,31626.0,31671.0,31714.0,31753.0,31780.0,31804.0,31838.0
5096517,48000.0,48070.0,48176.0,48219.0,48248.0,48301.0,48366.0,48438.0,48497.0,48547.0,48587.0,48661.0,48755.0,48795.0,48854.0,48963.0,49118.0,49164.0,49325.0,49384.0,49514.0,49724.0,49970.0,50122.0,50207.0,50270.0,50395.0,50525.0,50591.0,50647.0,50711.0,50775.0,50874.0,50907.0,50937.0,51005.0,51033.0,51081.0,51157.0,51196.0,51241.0,51283.0,51329.0,51373.0,51424.0,51472.0,51516.0,51546.0,51573.0,51612.0
