tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P
5006323,31200.0,31431.0,31487.0,31555.0,31592.0,31632.0,31687.0,31719.0,31780.0,31818.0,31841.0,31874.0,31896.0,31980.0,32039.0,32060.0,32114.0,32160.0,32190.0,32238.0,32276.0,32299.0,32338.0,32379.0,32425.0,32464.0,32514.0,32570.0,32615.0,32682.0,32736.0,32797.0,32853.0,32919.0,32965.0,33028.0,33105.0,33132.0,33184.0,33205.0,33220.0,33256.0,33337.0,33426.0,33440.0,33505.0,33565.0,33588.0,33640.0,33670.0,33690.0,33750.0,33806.0,33835.0,33859.0,33896.0,33936.0,33986.0,34000.0,34036.0,34077.0
5006324,39600.0,39842.0,39900.0,40017.0,40080.0,40156.0,40260.0,40281.0,40320.0,40358.0,40380.0,40488.0,40560.0,40680.0,40759.0,40787.0,40860.0,40894.0,40916.0,40952.0,40980.0,41046.0,41160.0,41192.0,41227.0,41258.0,41296.0,41340.0,41372.0,41420.0,41460.0,41640.0,41698.0,41767.0,41815.0,41880.0,41977.0,42011.0,42077.0,42103.0,42122.0,42167.0,42269.0,42381.0,42399.0,42480.0,42586.0,42627.0,42720.0,42793.0,42840.0,42902.0,42960.0,42992.0,43020.0,43140.0,43193.0,43260.0,43279.0,43327.0,43380.0
5006326,54000.0,54296.0,54367.0,54442.0,54482.0,54530.0,54595.0,54628.0,54691.0,54727.0,54748.0,54776.0,54794.0,54916.0,54992.0,55019.0,55088.0,55157.0,55202.0,55275.0,55332.0,55371.0,55439.0,55484.0,55534.0,55577.0,55631.0,55693.0,55743.0,55818.0,55879.0,55960.0,56045.0,56146.0,56217.0,56313.0,56414.0,56450.0,56519.0,56546.0,56566.0,56613.0,56719.0,56836.0,56855.0,56940.0,57011.0,57039.0,57100.0,57152.0,57185.0,57279.0,57366.0,57401.0,57431.0,57483.0,57529.0,57588.0,57603.0,57642.0,57685.0
5007435,31200.0,31472.0,31537.0,31644.0,31701.0,31753.0,31823.0,31868.0,31953.0,32000.0,32028.0,32075.0,32107.0,32212.0,32325.0,32365.0,32468.0,32542.0,32590.0,32668.0,32729.0,32774.0,32853.0,32899.0,32950.0,32994.0,33050.0,33114.0,33170.0,33254.0,33322.0,33429.0,33526.0,33641.0,33721.0,33829.0,33958.0,34004.0,34092.0,34127.0,34152.0,34212.0,34347.0,34496.0,34520.0,34627.0,34699.0,34727.0,34789.0,34842.0,34876.0,34955.0,35028.0,35064.0,35095.0,35135.0,35184.0,35245.0,35260.0,35299.0,35343.0
5007438,49200.0,49468.0,49532.0,49615.0,49660.0,49711.0,49779.0,49819.0,49895.0,49940.0,49966.0,50006.0,50033.0,50135.0,50229.0,50263.0,50349.0,50439.0,50498.0,50593.0,50668.0,50709.0,50782.0,50836.0,50897.0,50950.0,51016.0,51092.0,51155.0,51249.0,51325.0,51444.0,51529.0,51630.0,51700.0,51796.0,51921.0,51965.0,52050.0,52083.0,52107.0,52165.0,52296.0,52440.0,52463.0,52568.0,52649.0,52681.0,52751.0,52812.0,52852.0,52946.0,53034.0,53079.0,53118.0,53173.0,53227.0,53295.0,53313.0,53358.0,53408.0
5007439,58800.0,59065.0,59129.0,59232.0,59287.0,59340.0,59412.0,59459.0,59548.0,59588.0,59611.0,59655.0,59685.0,59796.0,59890.0,59924.0,60009.0,60090.0,60143.0,60229.0,60297.0,60341.0,60417.0,60474.0,60538.0,60594.0,60664.0,60744.0,60804.0,60895.0,60969.0,61078.0,61173.0,61286.0,61364.0,61470.0,61600.0,61646.0,61734.0,61769.0,61794.0,61854.0,61990.0,62140.0,62164.0,62273.0,62363.0,62398.0,62476.0,62566.0,62625.0,62739.0,62845.0,62889.0,62927.0,62993.0,63048.0,63117.0,63134.0,63177.0,63223.0
5009525,56400.0,56696.0,56767.0,56842.0,56882.0,56930.0,56995.0,57028.0,57091.0,57127.0,57148.0,57176.0,57194.0,57316.0,57392.0,57419.0,57488.0,57557.0,57602.0,57675.0,57732.0,57771.0,57839.0,57884.0,57934.0,57977.0,58031.0,58093.0,58143.0,58218.0,58279.0,58360.0,58445.0,58546.0,58617.0,58713.0,58814.0,58850.0,58919.0,58946.0,58966.0,59013.0,59119.0,59236.0,59255.0,59340.0,59411.0,59439.0,59500.0,59552.0,59585.0,59679.0,59766.0,59801.0,59831.0,59883.0,59929.0,59988.0,60003.0,60042.0,60085.0
5010606,33600.0,33864.0,33928.0,34002.0,34041.0,34083.0,34139.0,34176.0,34245.0,34282.0,34304.0,34342.0,34367.0,34465.0,34542.0,34570.0,34640.0,34708.0,34753.0,34825.0,34882.0,34921.0,34989.0,35033.0,35082.0,35124.0,35177.0,35237.0,35288.0,35364.0,35426.0,35522.0,35599.0,35691.0,35755.0,35841.0,35952.0,35991.0,36066.0,36096.0,36117.0,36168.0,36284.0,36412.0,36433.0,36527.0,36594.0,36620.0,36678.0,36735.0,36772.0,36859.0,36940.0,36979.0,37012.0,37062.0,37107.0,37163.0,37179.0,37221.0,37267.0
5010608,46800.0,47068.0,47132.0,47215.0,47260.0,47311.0,47379.0,47419.0,47495.0,47540.0,47566.0,47606.0,47633.0,47735.0,47829.0,47863.0,47949.0,48039.0,48098.0,48193.0,48268.0,48309.0,48382.0,48436.0,48497.0,48550.0,48616.0,48692.0,48755.0,48849.0,48925.0,49044.0,49129.0,49230.0,49300.0,49396.0,49521.0,49565.0,49650.0,49683.0,49707.0,49765.0,49896.0,50040.0,50063.0,50168.0,50249.0,50281.0,50351.0,50412.0,50452.0,50546.0,50634.0,50679.0,50718.0,50773.0,50827.0,50895.0,50913.0,50958.0,51008.0
5010610,63600.0,63900.0,63972.0,64081.0,64139.0,64202.0,64287.0,64354.0,64482.0,64522.0,64546.0,64601.0,64638.0,64752.0,64848.0,64882.0,64970.0,65069.0,65134.0,65239.0,65322.0,65367.0,65445.0,65523.0,65610.0,65685.0,65780.0,65888.0,65954.0,66053.0,66133.0,66257.0,66365.0,66493.0,66582.0,66702.0,66825.0,66868.0,66951.0,66984.0,67008.0,67065.0,67193.0,67335.0,67358.0,67460.0,67538.0,67569.0,67637.0,67724.0,67780.0,67898.0,68008.0,68050.0,68086.0,68151.0,68202.0,68266.0,68286.0,68337.0,68392.0
5010976,34800.0,35064.0,35128.0,35202.0,35241.0,35283.0,35339.0,35376.0,35445.0,35482.0,35504.0,35542.0,35567.0,35665.0,35742.0,35770.0,35840.0,35908.0,35953.0,36025.0,36082.0,36121.0,36189.0,36233.0,36282.0,36324.0,36377.0,36437.0,36488.0,36564.0,36626.0,36722.0,36799.0,36891.0,36955.0,37041.0,37152.0,37191.0,37266.0,37296.0,37317.0,37368.0,37484.0,37612.0,37633.0,37727.0,37794.0,37820.0,37878.0,37935.0,37972.0,38059.0,38140.0,38179.0,38212.0,38262.0,38307.0,38363.0,38379.0,38421.0,38467.0
5010978,48000.0,48268.0,48332.0,48415.0,48460.0,48511.0,48579.0,48619.0,48695.0,48740.0,48766.0,48806.0,48833.0,48935.0,49029.0,49063.0,49149.0,49239.0,49298.0,49393.0,49468.0,49509.0,49582.0,49636.0,49697.0,49750.0,49816.0,49892.0,49955.0,50049.0,50125.0,50244.0,50329.0,50430.0,50500.0,50596.0,50721.0,50765.0,50850.0,50883.0,50907.0,50965.0,51096.0,51240.0,51263.0,51368.0,51449.0,51481.0,51551.0,51612.0,51652.0,51746.0,51834.0,51879.0,51918.0,51973.0,52027.0,52095.0,52113.0,52158.0,52208.0
5010980,62400.0,62700.0,62772.0,62881.0,62939.0,63002.0,63087.0,63154.0,63282.0,63322.0,63346.0,63401.0,63438.0,63552.0,63648.0,63682.0,63770.0,63869.0,63934.0,64039.0,64122.0,64167.0,64245.0,64323.0,64410.0,64485.0,64580.0,64688.0,64754.0,64853.0,64933.0,65057.0,65165.0,65293.0,65382.0,65502.0,65625.0,65668.0,65751.0,65784.0,65808.0,65865.0,65993.0,66135.0,66158.0,66260.0,66338.0,66369.0,66437.0,66524.0,66580.0,66698.0,66808.0,66850.0,66886.0,66951.0,67002.0,67066.0,67086.0,67137.0,67192.0
5011011,25200.0,25462.0,25525.0,25627.0,25681.0,25731.0,25799.0,25844.0,25930.0,25971.0,25995.0,26045.0,26079.0,26196.0,26301.0,26339.0,26435.0,26502.0,26546.0,26616.0,26671.0,26721.0,26809.0,26869.0,26937.0,26995.0,27068.0,27152.0,27209.0,27295.0,27365.0,27462.0,27555.0,27665.0,27742.0,27845.0,28000.0,28055.0,28160.0,28201.0,28231.0,28303.0,28465.0,28644.0,28673.0,28801.0,28891.0,28926.0,29004.0,29055.0,29088.0,29182.0,29270.0,29316.0,29355.0,29420.0,29465.0,29521.0,29542.0,29595.0,29652.0
5011013,36000.0,36264.0,36328.0,36402.0,36441.0,36483.0,36539.0,36576.0,36645.0,36682.0,36704.0,36742.0,36767.0,36865.0,36942.0,36970.0,37040.0,37108.0,37153.0,37225.0,37282.0,37321.0,37389.0,37433.0,37482.0,37524.0,37577.0,37637.0,37688.0,37764.0,37826.0,37922.0,37999.0,38091.0,38155.0,38241.0,38352.0,38391.0,38466.0,38496.0,38517.0,38568.0,38684.0,38812.0,38833.0,38927.0,38994.0,39020.0,39078.0,39135.0,39172.0,39259.0,39340.0,39379.0,39412.0,39462.0,39507.0,39563.0,39579.0,39621.0,39667.0
5011014,44400.0,44668.0,44732.0,44815.0,44860.0,44911.0,44979.0,45019.0,45095.0,45140.0,45166.0,45206.0,45233.0,45335.0,45429.0,45463.0,45549.0,45639.0,45698.0,45793.0,45868.0,45909.0,45982.0,46036.0,46097.0,46150.0,46216.0,46292.0,46355.0,46449.0,46525.0,46644.0,46729.0,46830.0,46900.0,46996.0,47121.0,47165.0,47250.0,47283.0,47307.0,47365.0,47496.0,47640.0,47663.0,47768.0,47849.0,47881.0,47951.0,48012.0,48052.0,48146.0,48234.0,48279.0,48318.0,48373.0,48427.0,48495.0,48513.0,48558.0,48608.0
5011016,60000.0,60300.0,60372.0,60481.0,60539.0,60602.0,60687.0,60754.0,60882.0,60922.0,60946.0,61001.0,61038.0,61152.0,61248.0,61282.0,61370.0,61469.0,61534.0,61639.0,61722.0,61767.0,61845.0,61923.0,62010.0,62085.0,62180.0,62288.0,62354.0,62453.0,62533.0,62657.0,62765.0,62893.0,62982.0,63102.0,63225.0,63268.0,63351.0,63384.0,63408.0,63465.0,63593.0,63735.0,63758.0,63860.0,63938.0,63969.0,64037.0,64124.0,64180.0,64298.0,64408.0,64450.0,64486.0,64551.0,64602.0,64666.0,64686.0,64737.0,64792.0
5012143,70200.0,70442.0,70500.0,70617.0,70680.0,70756.0,70860.0,70881.0,70920.0,70958.0,70980.0,71088.0,71160.0,71280.0,71359.0,71387.0,71460.0,71494.0,71516.0,71552.0,71580.0,71624.0,71700.0,71721.0,71745.0,71765.0,71791.0,71820.0,71852.0,71900.0,71940.0,72120.0,72178.0,72247.0,72295.0,72360.0,72457.0,72491.0,72557.0,72583.0,72602.0,72647.0,72749.0,72861.0,72879.0,72960.0,73040.0,73071.0,73140.0,73176.0,73200.0,73231.0,73260.0,73292.0,73320.0,73440.0,73493.0,73560.0,73579.0,73627.0,73680.0
5012508,54000.0,54265.0,54329.0,54432.0,54487.0,54540.0,54612.0,54659.0,54748.0,54788.0,54811.0,54855.0,54885.0,54996.0,55090.0,55124.0,55209.0,55290.0,55343.0,55429.0,55497.0,55541.0,55617.0,55674.0,55738.0,55794.0,55864.0,55944.0,56004.0,56095.0,56169.0,56278.0,56373.0,56486.0,56564.0,56670.0,56800.0,56846.0,56934.0,56969.0,56994.0,57054.0,57190.0,57340.0,57364.0,57473.0,57563.0,57598.0,57676.0,57766.0,57825.0,57939.0,58045.0,58089.0,58127.0,58193.0,58248.0,58317.0,58334.0,58377.0,58423.0
5012587,25200.0,25418.0,25470.0,25549.0,25591.0,25611.0,25639.0,25679.0,25755.0,25794.0,25817.0,25842.0,25859.0,25944.0,25996.0,26015.0,26061.0,26107.0,26137.0,26185.0,26223.0,26250.0,26297.0,26332.0,26372.0,26406.0,26449.0,26499.0,26535.0,26589.0,26634.0,26693.0,26771.0,26863.0,26927.0,27015.0,27103.0,27134.0,27193.0,27216.0,27233.0,27273.0,27365.0,27466.0,27482.0,27556.0,27620.0,27645.0,27701.0,27732.0,27752.0,27810.0,27865.0,27900.0,27930.0,27953.0,27990.0,28036.0,28048.0,28078.0,28112.0
5012591,49200.0,49502.0,49575.0,49639.0,49673.0,49715.0,49773.0,49806.0,49869.0,49902.0,49922.0,49954.0,49975.0,50067.0,50147.0,50176.0,50249.0,50324.0,50373.0,50452.0,50515.0,50560.0,50639.0,50692.0,50752.0,50803.0,50867.0,50941.0,50995.0,51076.0,51142.0,51248.0,51351.0,51473.0,51558.0,51674.0,51781.0,51819.0,51892.0,51921.0,51942.0,51992.0,52104.0,52228.0,52248.0,52337.0,52422.0,52455.0,52528.0,52569.0,52596.0,52702.0,52801.0,52839.0,52872.0,52908.0,52961.0,53028.0,53046.0,53091.0,53141.0
5014083,33600.0,33831.0,33887.0,33955.0,33992.0,34032.0,34087.0,34119.0,34180.0,34218.0,34241.0,34274.0,34296.0,34380.0,34439.0,34460.0,34514.0,34560.0,34590.0,34638.0,34676.0,34699.0,34738.0,34779.0,34825.0,34864.0,34914.0,34970.0,35015.0,35082.0,35136.0,35197.0,35253.0,35319.0,35365.0,35428.0,35505.0,35532.0,35584.0,35605.0,35620.0,35656.0,35737.0,35826.0,35840.0,35905.0,35965.0,35988.0,36040.0,36070.0,36090.0,36150.0,36206.0,36235.0,36259.0,36296.0,36336.0,36386.0,36400.0,36436.0,36477.0
5014087,63600.0,63896.0,63967.0,64042.0,64082.0,64130.0,64195.0,64228.0,64291.0,64327.0,64348.0,64376.0,64394.0,64516.0,64592.0,64619.0,64688.0,64757.0,64802.0,64875.0,64932.0,64971.0,65039.0,65084.0,65134.0,65177.0,65231.0,65293.0,65343.0,65418.0,65479.0,65560.0,65645.0,65746.0,65817.0,65913.0,66014.0,66050.0,66119.0,66146.0,66166.0,66213.0,66319.0,66436.0,66455.0,66540.0,66611.0,66639.0,66700.0,66752.0,66785.0,66879.0,66966.0,67001.0,67031.0,67083.0,67129.0,67188.0,67203.0,67242.0,67285.0
5014826,51600.0,51866.0,51930.0,52017.0,52063.0,52106.0,52165.0,52207.0,52286.0,52327.0,52351.0,52395.0,52425.0,52538.0,52624.0,52655.0,52732.0,52821.0,52880.0,52974.0,53049.0,53101.0,53192.0,53256.0,53328.0,53390.0,53468.0,53558.0,53628.0,53733.0,53819.0,53930.0,54045.0,54181.0,54276.0,54405.0,54535.0,54581.0,54669.0,54704.0,54729.0,54789.0,54925.0,55075.0,55099.0,55206.0,55283.0,55313.0,55381.0,55472.0,55531.0,55625.0,55712.0,55757.0,55795.0,55852.0,55906.0,55975.0,55994.0,56043.0,56097.0
5014828,67200.0,67437.0,67494.0,67586.0,67636.0,67678.0,67736.0,67771.0,67838.0,67879.0,67903.0,67943.0,67970.0,68066.0,68141.0,68168.0,68237.0,68305.0,68350.0,68421.0,68477.0,68513.0,68577.0,68620.0,68669.0,68711.0,68764.0,68824.0,68873.0,68946.0,69005.0,69086.0,69155.0,69237.0,69294.0,69372.0,69480.0,69518.0,69592.0,69621.0,69642.0,69692.0,69806.0,69931.0,69951.0,70042.0,70101.0,70124.0,70176.0,70221.0,70250.0,70327.0,70399.0,70442.0,70479.0,70546.0,70591.0,70648.0,70664.0,70704.0,70749.0
5015043,32400.0,32672.0,32737.0,32844.0,32901.0,32953.0,33023.0,33068.0,33153.0,33200.0,33228.0,33275.0,33307.0,33412.0,33525.0,33565.0,33668.0,33742.0,33790.0,33868.0,33929.0,33974.0,34053.0,34099.0,34150.0,34194.0,34250.0,34314.0,34370.0,34454.0,34522.0,34629.0,34726.0,34841.0,34921.0,35029.0,35158.0,35204.0,35292.0,35327.0,35352.0,35412.0,35547.0,35696.0,35720.0,35827.0,35899.0,35927.0,35989.0,36042.0,36076.0,36155.0,36228.0,36264.0,36295.0,36335.0,36384.0,36445.0,36460.0,36499.0,36543.0
5015045,52800.0,53066.0,53130.0,53217.0,53263.0,53306.0,53365.0,53407.0,53486.0,53527.0,53551.0,53595.0,53625.0,53738.0,53824.0,53855.0,53932.0,54021.0,54080.0,54174.0,54249.0,54301.0,54392.0,54456.0,54528.0,54590.0,54668.0,54758.0,54828.0,54933.0,55019.0,55130.0,55245.0,55381.0,55476.0,55605.0,55735.0,55781.0,55869.0,55904.0,55929.0,55989.0,56125.0,56275.0,56299.0,56406.0,56483.0,56513.0,56581.0,56672.0,56731.0,56825.0,56912.0,56957.0,56995.0,57052.0,57106.0,57175.0,57194.0,57243.0,57297.0
5015046,61200.0,61500.0,61572.0,61681.0,61739.0,61802.0,61887.0,61954.0,62082.0,62122.0,62146.0,62201.0,62238.0,62352.0,62448.0,62482.0,62570.0,62669.0,62734.0,62839.0,62922.0,62967.0,63045.0,63123.0,63210.0,63285.0,63380.0,63488.0,63554.0,63653.0,63733.0,63857.0,63965.0,64093.0,64182.0,64302.0,64425.0,64468.0,64551.0,64584.0,64608.0,64665.0,64793.0,64935.0,64958.0,65060.0,65138.0,65169.0,65237.0,65324.0,65380.0,65498.0,65608.0,65650.0,65686.0,65751.0,65802.0,65866.0,65886.0,65937.0,65992.0
5015086,52800.0,53096.0,53167.0,53242.0,53282.0,53330.0,53395.0,53428.0,53491.0,53527.0,53548.0,53576.0,53594.0,53716.0,53792.0,53819.0,53888.0,53957.0,54002.0,54075.0,54132.0,54171.0,54239.0,54284.0,54334.0,54377.0,54431.0,54493.0,54543.0,54618.0,54679.0,54760.0,54845.0,54946.0,55017.0,55113.0,55214.0,55250.0,55319.0,55346.0,55366.0,55413.0,55519.0,55636.0,55655.0,55740.0,55811.0,55839.0,55900.0,55952.0,55985.0,56079.0,56166.0,56201.0,56231.0,56283.0,56329.0,56388.0,56403.0,56442.0,56485.0
5015088,68400.0,68642.0,68700.0,68817.0,68880.0,68956.0,69060.0,69081.0,69120.0,69158.0,69180.0,69288.0,69360.0,69480.0,69559.0,69587.0,69660.0,69694.0,69716.0,69752.0,69780.0,69824.0,69900.0,69921.0,69945.0,69965.0,69991.0,70020.0,70052.0,70100.0,70140.0,70320.0,70378.0,70447.0,70495.0,70560.0,70657.0,70691.0,70757.0,70783.0,70802.0,70847.0,70949.0,71061.0,71079.0,71160.0,71240.0,71271.0,71340.0,71376.0,71400.0,71431.0,71460.0,71492.0,71520.0,71640.0,71693.0,71760.0,71779.0,71827.0,71880.0
5017052,45600.0,45868.0,45932.0,46015.0,46060.0,46111.0,46179.0,46219.0,46295.0,46340.0,46366.0,46406.0,46433.0,46535.0,46629.0,46663.0,46749.0,46839.0,46898.0,46993.0,47068.0,47109.0,47182.0,47236.0,47297.0,47350.0,47416.0,47492.0,47555.0,47649.0,47725.0,47844.0,47929.0,48030.0,48100.0,48196.0,48321.0,48365.0,48450.0,48483.0,48507.0,48565.0,48696.0,48840.0,48863.0,48968.0,49049.0,49081.0,49151.0,49212.0,49252.0,49346.0,49434.0,49479.0,49518.0,49573.0,49627.0,49695.0,49713.0,49758.0,49808.0
5017055,68400.0,68637.0,68694.0,68786.0,68836.0,68878.0,68936.0,68971.0,69038.0,69079.0,69103.0,69143.0,69170.0,69266.0,69341.0,69368.0,69437.0,69505.0,69550.0,69621.0,69677.0,69713.0,69777.0,69820.0,69869.0,69911.0,69964.0,70024.0,70073.0,70146.0,70205.0,70286.0,70355.0,70437.0,70494.0,70572.0,70680.0,70718.0,70792.0,70821.0,70842.0,70892.0,71006.0,71131.0,71151.0,71242.0,71301.0,71324.0,71376.0,71421.0,71450.0,71527.0,71599.0,71642.0,71679.0,71746.0,71791.0,71848.0,71864.0,71904.0,71949.0
5017291,29400.0,29672.0,29737.0,29844.0,29901.0,29953.0,30023.0,30068.0,30153.0,30200.0,30228.0,30275.0,30307.0,30412.0,30525.0,30565.0,30668.0,30742.0,30790.0,30868.0,30929.0,30974.0,31053.0,31099.0,31150.0,31194.0,31250.0,31314.0,31370.0,31454.0,31522.0,31629.0,31726.0,31841.0,31921.0,32029.0,32158.0,32204.0,32292.0,32327.0,32352.0,32412.0,32547.0,32696.0,32720.0,32827.0,32899.0,32927.0,32989.0,33042.0,33076.0,33155.0,33228.0,33264.0,33295.0,33335.0,33384.0,33445.0,33460.0,33499.0,33543.0
