tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P
5007103,59400.0,59457.0,59522.0,59623.0,59646.0,59686.0,59720.0,59748.0,59830.0,59858.0,59955.0,60000.0,60065.0,60116.0,60224.0,60289.0,60363.0,60447.0,60556.0,60607.0,60693.0,60807.0,60877.0,60937.0,61040.0,61093.0,61164.0,61199.0,61262.0,61324.0,61370.0,61439.0,61476.0,61520.0,61560.0,61587.0,61622.0,61709.0,61764.0,61810.0,61897.0,61962.0,62050.0,62086.0,62124.0,62222.0,62247.0,62296.0,62354.0,62406.0,62441.0,62488.0,62520.0,62563.0,62646.0,62722.0,62761.0,62799.0,62851.0,62931.0,63093.0,63284.0,63532.0,63636.0,63762.0,63821.0,63878.0,63920.0
5007411,29400.0,29449.0,29506.0,29595.0,29615.0,29669.0,29716.0,29754.0,29865.0,29895.0,30000.0,30049.0,30120.0,30176.0,30293.0,30363.0,30436.0,30520.0,30612.0,30655.0,30728.0,30825.0,30884.0,30935.0,31024.0,31081.0,31159.0,31209.0,31300.0,31389.0,31456.0,31554.0,31599.0,31652.0,31696.0,31726.0,31765.0,31855.0,31906.0,31951.0,32071.0,32160.0,32262.0,32303.0,32348.0,32457.0,32484.0,32536.0,32596.0,32656.0,32696.0,32749.0,32789.0,32841.0,32933.0,33017.0,33067.0,33127.0,33209.0,33336.0,33519.0,33742.0,34032.0,34138.0,34263.0,34321.0,34377.0,34421.0
5008592,29400.0,29435.0,29475.0,29537.0,29551.0,29584.0,29613.0,29637.0,29704.0,29726.0,29804.0,29840.0,29893.0,29935.0,30022.0,30075.0,30126.0,30185.0,30255.0,30288.0,30343.0,30417.0,30462.0,30501.0,30568.0,30610.0,30666.0,30695.0,30747.0,30798.0,30836.0,30893.0,30927.0,30968.0,31010.0,31038.0,31075.0,31143.0,31182.0,31221.0,31289.0,31341.0,31424.0,31458.0,31493.0,31571.0,31591.0,31628.0,31672.0,31716.0,31745.0,31785.0,31825.0,31878.0,31954.0,32018.0,32058.0,32086.0,32124.0,32183.0,32281.0,32414.0,32586.0,32691.0,32775.0,32814.0,32852.0,32877.0
5008594,40200.0,40240.0,40286.0,40358.0,40374.0,40413.0,40446.0,40473.0,40552.0,40579.0,40674.0,40718.0,40782.0,40832.0,40937.0,41000.0,41068.0,41146.0,41238.0,41281.0,41353.0,41449.0,41508.0,41559.0,41647.0,41703.0,41780.0,41819.0,41889.0,41957.0,42008.0,42084.0,42128.0,42181.0,42227.0,42258.0,42297.0,42385.0,42428.0,42468.0,42551.0,42609.0,42711.0,42752.0,42796.0,42896.0,42921.0,42970.0,43027.0,43091.0,43134.0,43192.0,43222.0,43262.0,43330.0,43428.0,43484.0,43519.0,43568.0,43643.0,43779.0,43932.0,44130.0,44210.0,44311.0,44358.0,44403.0,44428.0
5008596,51000.0,51039.0,51083.0,51152.0,51168.0,51210.0,51246.0,51276.0,51361.0,51390.0,51491.0,51538.0,51606.0,51660.0,51773.0,51842.0,51922.0,52012.0,52110.0,52156.0,52233.0,52336.0,52399.0,52453.0,52547.0,52608.0,52690.0,52723.0,52783.0,52842.0,52886.0,52951.0,52990.0,53036.0,53080.0,53110.0,53148.0,53228.0,53273.0,53316.0,53397.0,53462.0,53553.0,53590.0,53630.0,53739.0,53767.0,53818.0,53877.0,53930.0,53965.0,54013.0,54045.0,54087.0,54162.0,54260.0,54307.0,54341.0,54388.0,54460.0,54597.0,54766.0,54986.0,55077.0,55174.0,55219.0,55263.0,55295.0
5008598,61800.0,61842.0,61890.0,61965.0,61982.0,62021.0,62054.0,62081.0,62159.0,62183.0,62265.0,62303.0,62358.0,62402.0,62494.0,62549.0,62628.0,62717.0,62804.0,62845.0,62914.0,63006.0,63062.0,63110.0,63194.0,63247.0,63318.0,63348.0,63402.0,63455.0,63495.0,63554.0,63590.0,63633.0,63672.0,63698.0,63733.0,63815.0,63855.0,63896.0,63973.0,64045.0,64126.0,64159.0,64195.0,64281.0,64303.0,64349.0,64403.0,64449.0,64480.0,64521.0,64552.0,64593.0,64679.0,64749.0,64791.0,64823.0,64868.0,64937.0,65070.0,65268.0,65524.0,65587.0,65685.0,65731.0,65775.0,65813.0
5009083,26400.0,26435.0,26476.0,26539.0,26554.0,26583.0,26608.0,26628.0,26687.0,26706.0,26773.0,26804.0,26849.0,26885.0,26960.0,27004.0,27055.0,27114.0,27169.0,27195.0,27239.0,27297.0,27332.0,27363.0,27416.0,27447.0,27490.0,27514.0,27558.0,27601.0,27633.0,27681.0,27719.0,27764.0,27800.0,27824.0,27855.0,27892.0,27918.0,27943.0,28009.0,28049.0,28097.0,28117.0,28138.0,28204.0,28221.0,28248.0,28280.0,28313.0,28335.0,28365.0,28387.0,28416.0,28468.0,28506.0,28535.0,28552.0,28576.0,28613.0,28717.0,28835.0,28988.0,29074.0,29138.0,29168.0,29197.0,29227.0
5009085,35400.0,35440.0,35486.0,35558.0,35574.0,35613.0,35646.0,35673.0,35752.0,35779.0,35874.0,35918.0,35982.0,36032.0,36137.0,36200.0,36268.0,36346.0,36438.0,36481.0,36553.0,36649.0,36708.0,36759.0,36847.0,36903.0,36980.0,37019.0,37089.0,37157.0,37208.0,37284.0,37328.0,37381.0,37427.0,37458.0,37497.0,37585.0,37628.0,37668.0,37751.0,37809.0,37911.0,37952.0,37996.0,38096.0,38121.0,38170.0,38227.0,38291.0,38334.0,38392.0,38422.0,38462.0,38530.0,38628.0,38684.0,38719.0,38768.0,38843.0,38979.0,39132.0,39330.0,39410.0,39511.0,39558.0,39603.0,39628.0
5009373,31200.0,31249.0,31306.0,31395.0,31415.0,31469.0,31516.0,31554.0,31665.0,31695.0,31800.0,31849.0,31920.0,31976.0,32093.0,32163.0,32236.0,32320.0,32412.0,32455.0,32528.0,32625.0,32684.0,32735.0,32824.0,32881.0,32959.0,33009.0,33100.0,33189.0,33256.0,33354.0,33399.0,33452.0,33496.0,33526.0,33565.0,33655.0,33706.0,33751.0,33871.0,33960.0,34062.0,34103.0,34148.0,34257.0,34284.0,34336.0,34396.0,34456.0,34496.0,34549.0,34589.0,34641.0,34733.0,34817.0,34867.0,34927.0,35009.0,35136.0,35319.0,35542.0,35832.0,35938.0,36063.0,36121.0,36177.0,36221.0
5009375,43200.0,43249.0,43305.0,43393.0,43413.0,43453.0,43487.0,43515.0,43595.0,43623.0,43722.0,43768.0,43834.0,43886.0,43996.0,44062.0,44142.0,44232.0,44336.0,44385.0,44467.0,44576.0,44642.0,44699.0,44798.0,44851.0,44923.0,44961.0,45029.0,45096.0,45146.0,45219.0,45260.0,45308.0,45351.0,45380.0,45417.0,45498.0,45540.0,45581.0,45681.0,45750.0,45849.0,45889.0,45932.0,46034.0,46060.0,46115.0,46180.0,46238.0,46277.0,46329.0,46362.0,46406.0,46500.0,46582.0,46635.0,46671.0,46721.0,46798.0,46942.0,47117.0,47344.0,47439.0,47560.0,47616.0,47670.0,47705.0
5009377,55200.0,55257.0,55322.0,55423.0,55446.0,55486.0,55520.0,55548.0,55630.0,55658.0,55755.0,55800.0,55865.0,55916.0,56024.0,56089.0,56163.0,56247.0,56356.0,56407.0,56493.0,56607.0,56677.0,56737.0,56840.0,56893.0,56964.0,56999.0,57062.0,57124.0,57170.0,57239.0,57276.0,57320.0,57360.0,57387.0,57422.0,57509.0,57564.0,57610.0,57697.0,57762.0,57850.0,57886.0,57924.0,58022.0,58047.0,58096.0,58154.0,58206.0,58241.0,58288.0,58320.0,58363.0,58446.0,58522.0,58561.0,58599.0,58651.0,58731.0,58893.0,59084.0,59332.0,59436.0,59562.0,59621.0,59678.0,59720.0
5009379,67200.0,67257.0,67322.0,67423.0,67446.0,67486.0,67520.0,67548.0,67630.0,67658.0,67755.0,67800.0,67865.0,67916.0,68024.0,68089.0,68163.0,68247.0,68356.0,68407.0,68493.0,68607.0,68677.0,68737.0,68840.0,68893.0,68964.0,68999.0,69062.0,69124.0,69170.0,69239.0,69276.0,69320.0,69360.0,69387.0,69422.0,69509.0,69564.0,69610.0,69697.0,69762.0,69850.0,69886.0,69924.0,70022.0,70047.0,70096.0,70154.0,70206.0,70241.0,70288.0,70320.0,70363.0,70446.0,70522.0,70561.0,70599.0,70651.0,70731.0,70893.0,71084.0,71332.0,71436.0,71562.0,71621.0,71678.0,71720.0
5009776,46200.0,46239.0,46283.0,46352.0,46368.0,46410.0,46446.0,46476.0,46561.0,46590.0,46691.0,46738.0,46806.0,46860.0,46973.0,47042.0,47122.0,47212.0,47310.0,47356.0,47433.0,47536.0,47599.0,47653.0,47747.0,47808.0,47890.0,47923.0,47983.0,48042.0,48086.0,48151.0,48190.0,48236.0,48280.0,48310.0,48348.0,48428.0,48473.0,48516.0,48597.0,48662.0,48753.0,48790.0,48830.0,48939.0,48967.0,49018.0,49077.0,49130.0,49165.0,49213.0,49245.0,49287.0,49362.0,49460.0,49507.0,49541.0,49588.0,49660.0,49797.0,49966.0,50186.0,50277.0,50374.0,50419.0,50463.0,50495.0
5009778,57000.0,57042.0,57090.0,57165.0,57182.0,57221.0,57254.0,57281.0,57359.0,57383.0,57465.0,57503.0,57558.0,57602.0,57694.0,57749.0,57828.0,57917.0,58004.0,58045.0,58114.0,58206.0,58262.0,58310.0,58394.0,58447.0,58518.0,58548.0,58602.0,58655.0,58695.0,58754.0,58790.0,58833.0,58872.0,58898.0,58933.0,59015.0,59055.0,59096.0,59173.0,59245.0,59326.0,59359.0,59395.0,59481.0,59503.0,59549.0,59603.0,59649.0,59680.0,59721.0,59752.0,59793.0,59879.0,59949.0,59991.0,60023.0,60068.0,60137.0,60270.0,60468.0,60724.0,60787.0,60885.0,60931.0,60975.0,61013.0
5009780,67800.0,67843.0,67892.0,67969.0,67986.0,68023.0,68055.0,68081.0,68155.0,68178.0,68257.0,68294.0,68347.0,68389.0,68477.0,68529.0,68593.0,68666.0,68736.0,68769.0,68824.0,68898.0,68943.0,68982.0,69050.0,69103.0,69174.0,69203.0,69255.0,69306.0,69344.0,69402.0,69443.0,69491.0,69539.0,69571.0,69612.0,69686.0,69726.0,69765.0,69842.0,69911.0,70000.0,70036.0,70075.0,70177.0,70203.0,70248.0,70300.0,70347.0,70378.0,70420.0,70451.0,70491.0,70575.0,70657.0,70692.0,70718.0,70754.0,70810.0,70942.0,71157.0,71436.0,71525.0,71596.0,71629.0,71661.0,71686.0
5012281,22800.0,22835.0,22876.0,22939.0,22954.0,22983.0,23008.0,23028.0,23087.0,23106.0,23173.0,23204.0,23249.0,23285.0,23360.0,23404.0,23455.0,23514.0,23569.0,23595.0,23639.0,23697.0,23732.0,23763.0,23816.0,23847.0,23890.0,23914.0,23958.0,24001.0,24033.0,24081.0,24119.0,24164.0,24200.0,24224.0,24255.0,24292.0,24318.0,24343.0,24409.0,24449.0,24497.0,24517.0,24538.0,24604.0,24621.0,24648.0,24680.0,24713.0,24735.0,24765.0,24787.0,24816.0,24868.0,24906.0,24935.0,24952.0,24976.0,25013.0,25117.0,25235.0,25388.0,25474.0,25538.0,25568.0,25597.0,25627.0
5012285,42600.0,42639.0,42683.0,42752.0,42768.0,42810.0,42846.0,42876.0,42961.0,42990.0,43091.0,43138.0,43206.0,43260.0,43373.0,43442.0,43522.0,43612.0,43710.0,43756.0,43833.0,43936.0,43999.0,44053.0,44147.0,44208.0,44290.0,44323.0,44383.0,44442.0,44486.0,44551.0,44590.0,44636.0,44680.0,44710.0,44748.0,44828.0,44873.0,44916.0,44997.0,45062.0,45153.0,45190.0,45230.0,45339.0,45367.0,45418.0,45477.0,45530.0,45565.0,45613.0,45645.0,45687.0,45762.0,45860.0,45907.0,45941.0,45988.0,46060.0,46197.0,46366.0,46586.0,46677.0,46774.0,46819.0,46863.0,46895.0
5012287,53400.0,53442.0,53490.0,53565.0,53582.0,53621.0,53654.0,53681.0,53759.0,53783.0,53865.0,53903.0,53958.0,54002.0,54094.0,54149.0,54228.0,54317.0,54404.0,54445.0,54514.0,54606.0,54662.0,54710.0,54794.0,54847.0,54918.0,54948.0,55002.0,55055.0,55095.0,55154.0,55190.0,55233.0,55272.0,55298.0,55333.0,55415.0,55455.0,55496.0,55573.0,55645.0,55726.0,55759.0,55795.0,55881.0,55903.0,55949.0,56003.0,56049.0,56080.0,56121.0,56152.0,56193.0,56279.0,56349.0,56391.0,56423.0,56468.0,56537.0,56670.0,56868.0,57124.0,57187.0,57285.0,57331.0,57375.0,57413.0
5012439,30600.0,30649.0,30706.0,30795.0,30815.0,30869.0,30916.0,30954.0,31065.0,31095.0,31200.0,31249.0,31320.0,31376.0,31493.0,31563.0,31636.0,31720.0,31812.0,31855.0,31928.0,32025.0,32084.0,32135.0,32224.0,32281.0,32359.0,32409.0,32500.0,32589.0,32656.0,32754.0,32799.0,32852.0,32896.0,32926.0,32965.0,33055.0,33106.0,33151.0,33271.0,33360.0,33462.0,33503.0,33548.0,33657.0,33684.0,33736.0,33796.0,33856.0,33896.0,33949.0,33989.0,34041.0,34133.0,34217.0,34267.0,34327.0,34409.0,34536.0,34719.0,34942.0,35232.0,35338.0,35463.0,35521.0,35577.0,35621.0
5012440,58200.0,58257.0,58322.0,58423.0,58446.0,58486.0,58520.0,58548.0,58630.0,58658.0,58755.0,58800.0,58865.0,58916.0,59024.0,59089.0,59163.0,59247.0,59356.0,59407.0,59493.0,59607.0,59677.0,59737.0,59840.0,59893.0,59964.0,59999.0,60062.0,60124.0,60170.0,60239.0,60276.0,60320.0,60360.0,60387.0,60422.0,60509.0,60564.0,60610.0,60697.0,60762.0,60850.0,60886.0,60924.0,61022.0,61047.0,61096.0,61154.0,61206.0,61241.0,61288.0,61320.0,61363.0,61446.0,61522.0,61561.0,61599.0,61651.0,61731.0,61893.0,62084.0,62332.0,62436.0,62562.0,62621.0,62678.0,62720.0
5012863,33000.0,33035.0,33075.0,33137.0,33151.0,33184.0,33213.0,33237.0,33304.0,33326.0,33404.0,33440.0,33493.0,33535.0,33622.0,33675.0,33726.0,33785.0,33855.0,33888.0,33943.0,34017.0,34062.0,34101.0,34168.0,34210.0,34266.0,34295.0,34347.0,34398.0,34436.0,34493.0,34527.0,34568.0,34610.0,34638.0,34675.0,34743.0,34782.0,34821.0,34889.0,34941.0,35024.0,35058.0,35093.0,35171.0,35191.0,35228.0,35272.0,35316.0,35345.0,35385.0,35425.0,35478.0,35554.0,35618.0,35658.0,35686.0,35724.0,35783.0,35881.0,36014.0,36186.0,36291.0,36375.0,36414.0,36452.0,36477.0
5012865,43800.0,43839.0,43883.0,43952.0,43968.0,44010.0,44046.0,44076.0,44161.0,44190.0,44291.0,44338.0,44406.0,44460.0,44573.0,44642.0,44722.0,44812.0,44910.0,44956.0,45033.0,45136.0,45199.0,45253.0,45347.0,45408.0,45490.0,45523.0,45583.0,45642.0,45686.0,45751.0,45790.0,45836.0,45880.0,45910.0,45948.0,46028.0,46073.0,46116.0,46197.0,46262.0,46353.0,46390.0,46430.0,46539.0,46567.0,46618.0,46677.0,46730.0,46765.0,46813.0,46845.0,46887.0,46962.0,47060.0,47107.0,47141.0,47188.0,47260.0,47397.0,47566.0,47786.0,47877.0,47974.0,48019.0,48063.0,48095.0
5013862,25200.0,25248.0,25303.0,25389.0,25409.0,25448.0,25482.0,25510.0,25589.0,25614.0,25703.0,25744.0,25804.0,25851.0,25950.0,26010.0,26069.0,26136.0,26217.0,26255.0,26319.0,26404.0,26456.0,26501.0,26578.0,26635.0,26712.0,26755.0,26833.0,26909.0,26966.0,27049.0,27093.0,27146.0,27200.0,27236.0,27284.0,27371.0,27424.0,27472.0,27584.0,27677.0,27771.0,27809.0,27850.0,27959.0,27987.0,28042.0,28106.0,28167.0,28208.0,28263.0,28308.0,28368.0,28473.0,28552.0,28605.0,28678.0,28778.0,28933.0,29097.0,29310.0,29587.0,29689.0,29840.0,29910.0,29978.0,30019.0
5013864,37200.0,37244.0,37294.0,37373.0,37391.0,37430.0,37464.0,37492.0,37572.0,37599.0,37693.0,37736.0,37799.0,37849.0,37954.0,38016.0,38087.0,38168.0,38260.0,38303.0,38376.0,38473.0,38532.0,38583.0,38672.0,38725.0,38797.0,38833.0,38897.0,38960.0,39007.0,39075.0,39117.0,39166.0,39210.0,39240.0,39279.0,39359.0,39406.0,39449.0,39534.0,39602.0,39704.0,39745.0,39789.0,39898.0,39925.0,39985.0,40055.0,40113.0,40152.0,40204.0,40239.0,40285.0,40381.0,40473.0,40522.0,40555.0,40600.0,40669.0,40813.0,41002.0,41247.0,41340.0,41468.0,41527.0,41585.0,41620.0
5013866,49200.0,49249.0,49305.0,49393.0,49413.0,49453.0,49487.0,49515.0,49595.0,49623.0,49722.0,49768.0,49834.0,49886.0,49996.0,50062.0,50142.0,50232.0,50336.0,50385.0,50467.0,50576.0,50642.0,50699.0,50798.0,50851.0,50923.0,50961.0,51029.0,51096.0,51146.0,51219.0,51260.0,51308.0,51351.0,51380.0,51417.0,51498.0,51540.0,51581.0,51681.0,51750.0,51849.0,51889.0,51932.0,52034.0,52060.0,52115.0,52180.0,52238.0,52277.0,52329.0,52362.0,52406.0,52500.0,52582.0,52635.0,52671.0,52721.0,52798.0,52942.0,53117.0,53344.0,53439.0,53560.0,53616.0,53670.0,53705.0
5013868,61200.0,61257.0,61322.0,61423.0,61446.0,61486.0,61520.0,61548.0,61630.0,61658.0,61755.0,61800.0,61865.0,61916.0,62024.0,62089.0,62163.0,62247.0,62356.0,62407.0,62493.0,62607.0,62677.0,62737.0,62840.0,62893.0,62964.0,62999.0,63062.0,63124.0,63170.0,63239.0,63276.0,63320.0,63360.0,63387.0,63422.0,63509.0,63564.0,63610.0,63697.0,63762.0,63850.0,63886.0,63924.0,64022.0,64047.0,64096.0,64154.0,64206.0,64241.0,64288.0,64320.0,64363.0,64446.0,64522.0,64561.0,64599.0,64651.0,64731.0,64893.0,65084.0,65332.0,65436.0,65562.0,65621.0,65678.0,65720.0
5014599,32400.0,32449.0,32506.0,32595.0,32615.0,32669.0,32716.0,32754.0,32865.0,32895.0,33000.0,33049.0,33120.0,33176.0,33293.0,33363.0,33436.0,33520.0,33612.0,33655.0,33728.0,33825.0,33884.0,33935.0,34024.0,34081.0,34159.0,34209.0,34300.0,34389.0,34456.0,34554.0,34599.0,34652.0,34696.0,34726.0,34765.0,34855.0,34906.0,34951.0,35071.0,35160.0,35262.0,35303.0,35348.0,35457.0,35484.0,35536.0,35596.0,35656.0,35696.0,35749.0,35789.0,35841.0,35933.0,36017.0,36067.0,36127.0,36209.0,36336.0,36519.0,36742.0,37032.0,37138.0,37263.0,37321.0,37377.0,37421.0
5014601,44400.0,44449.0,44505.0,44593.0,44613.0,44653.0,44687.0,44715.0,44795.0,44823.0,44922.0,44968.0,45034.0,45086.0,45196.0,45262.0,45342.0,45432.0,45536.0,45585.0,45667.0,45776.0,45842.0,45899.0,45998.0,46051.0,46123.0,46161.0,46229.0,46296.0,46346.0,46419.0,46460.0,46508.0,46551.0,46580.0,46617.0,46698.0,46740.0,46781.0,46881.0,46950.0,47049.0,47089.0,47132.0,47234.0,47260.0,47315.0,47380.0,47438.0,47477.0,47529.0,47562.0,47606.0,47700.0,47782.0,47835.0,47871.0,47921.0,47998.0,48142.0,48317.0,48544.0,48639.0,48760.0,48816.0,48870.0,48905.0
5014603,56400.0,56457.0,56522.0,56623.0,56646.0,56686.0,56720.0,56748.0,56830.0,56858.0,56955.0,57000.0,57065.0,57116.0,57224.0,57289.0,57363.0,57447.0,57556.0,57607.0,57693.0,57807.0,57877.0,57937.0,58040.0,58093.0,58164.0,58199.0,58262.0,58324.0,58370.0,58439.0,58476.0,58520.0,58560.0,58587.0,58622.0,58709.0,58764.0,58810.0,58897.0,58962.0,59050.0,59086.0,59124.0,59222.0,59247.0,59296.0,59354.0,59406.0,59441.0,59488.0,59520.0,59563.0,59646.0,59722.0,59761.0,59799.0,59851.0,59931.0,60093.0,60284.0,60532.0,60636.0,60762.0,60821.0,60878.0,60920.0
5015709,28200.0,28248.0,28303.0,28389.0,28409.0,28448.0,28482.0,28510.0,28589.0,28614.0,28703.0,28744.0,28804.0,28851.0,28950.0,29010.0,29069.0,29136.0,29217.0,29255.0,29319.0,29404.0,29456.0,29501.0,29578.0,29635.0,29712.0,29755.0,29833.0,29909.0,29966.0,30049.0,30093.0,30146.0,30200.0,30236.0,30284.0,30371.0,30424.0,30472.0,30584.0,30677.0,30771.0,30809.0,30850.0,30959.0,30987.0,31042.0,31106.0,31167.0,31208.0,31263.0,31308.0,31368.0,31473.0,31552.0,31605.0,31678.0,31778.0,31933.0,32097.0,32310.0,32587.0,32689.0,32840.0,32910.0,32978.0,33019.0
5015711,40800.0,40844.0,40894.0,40973.0,40991.0,41030.0,41064.0,41092.0,41172.0,41199.0,41293.0,41336.0,41399.0,41449.0,41554.0,41616.0,41687.0,41768.0,41860.0,41903.0,41976.0,42073.0,42132.0,42183.0,42272.0,42325.0,42397.0,42433.0,42497.0,42560.0,42607.0,42675.0,42717.0,42766.0,42810.0,42840.0,42879.0,42959.0,43006.0,43049.0,43134.0,43202.0,43304.0,43345.0,43389.0,43498.0,43525.0,43585.0,43655.0,43713.0,43752.0,43804.0,43839.0,43885.0,43981.0,44073.0,44122.0,44155.0,44200.0,44269.0,44413.0,44602.0,44847.0,44940.0,45068.0,45127.0,45185.0,45220.0
5015713,52800.0,52849.0,52905.0,52993.0,53013.0,53053.0,53087.0,53115.0,53195.0,53223.0,53322.0,53368.0,53434.0,53486.0,53596.0,53662.0,53742.0,53832.0,53936.0,53985.0,54067.0,54176.0,54242.0,54299.0,54398.0,54451.0,54523.0,54561.0,54629.0,54696.0,54746.0,54819.0,54860.0,54908.0,54951.0,54980.0,55017.0,55098.0,55140.0,55181.0,55281.0,55350.0,55449.0,55489.0,55532.0,55634.0,55660.0,55715.0,55780.0,55838.0,55877.0,55929.0,55962.0,56006.0,56100.0,56182.0,56235.0,56271.0,56321.0,56398.0,56542.0,56717.0,56944.0,57039.0,57160.0,57216.0,57270.0,57305.0
5015715,64800.0,64857.0,64922.0,65023.0,65046.0,65086.0,65120.0,65148.0,65230.0,65258.0,65355.0,65400.0,65465.0,65516.0,65624.0,65689.0,65763.0,65847.0,65956.0,66007.0,66093.0,66207.0,66277.0,66337.0,66440.0,66493.0,66564.0,66599.0,66662.0,66724.0,66770.0,66839.0,66876.0,66920.0,66960.0,66987.0,67022.0,67109.0,67164.0,67210.0,67297.0,67362.0,67450.0,67486.0,67524.0,67622.0,67647.0,67696.0,67754.0,67806.0,67841.0,67888.0,67920.0,67963.0,68046.0,68122.0,68161.0,68199.0,68251.0,68331.0,68493.0,68684.0,68932.0,69036.0,69162.0,69221.0,69278.0,69320.0
5015717,75600.0,75635.0,75676.0,75739.0,75754.0,75788.0,75817.0,75841.0,75909.0,75929.0,75999.0,76032.0,76079.0,76116.0,76195.0,76243.0,76295.0,76355.0,76423.0,76455.0,76509.0,76580.0,76624.0,76662.0,76726.0,76761.0,76809.0,76835.0,76882.0,76928.0,76962.0,77012.0,77046.0,77086.0,77124.0,77150.0,77183.0,77235.0,77267.0,77297.0,77366.0,77402.0,77461.0,77485.0,77510.0,77579.0,77597.0,77631.0,77671.0,77705.0,77728.0,77758.0,77778.0,77804.0,77850.0,77894.0,77927.0,77945.0,77970.0,78008.0,78105.0,78256.0,78451.0,78516.0,78582.0,78613.0,78643.0,78668.0
5016401,30000.0,30049.0,30106.0,30195.0,30215.0,30269.0,30316.0,30354.0,30465.0,30495.0,30600.0,30649.0,30720.0,30776.0,30893.0,30963.0,31036.0,31120.0,31212.0,31255.0,31328.0,31425.0,31484.0,31535.0,31624.0,31681.0,31759.0,31809.0,31900.0,31989.0,32056.0,32154.0,32199.0,32252.0,32296.0,32326.0,32365.0,32455.0,32506.0,32551.0,32671.0,32760.0,32862.0,32903.0,32948.0,33057.0,33084.0,33136.0,33196.0,33256.0,33296.0,33349.0,33389.0,33441.0,33533.0,33617.0,33667.0,33727.0,33809.0,33936.0,34119.0,34342.0,34632.0,34738.0,34863.0,34921.0,34977.0,35021.0
5016403,42000.0,42044.0,42094.0,42173.0,42191.0,42230.0,42264.0,42292.0,42372.0,42399.0,42493.0,42536.0,42599.0,42649.0,42754.0,42816.0,42887.0,42968.0,43060.0,43103.0,43176.0,43273.0,43332.0,43383.0,43472.0,43525.0,43597.0,43633.0,43697.0,43760.0,43807.0,43875.0,43917.0,43966.0,44010.0,44040.0,44079.0,44159.0,44206.0,44249.0,44334.0,44402.0,44504.0,44545.0,44589.0,44698.0,44725.0,44785.0,44855.0,44913.0,44952.0,45004.0,45039.0,45085.0,45181.0,45273.0,45322.0,45355.0,45400.0,45469.0,45613.0,45802.0,46047.0,46140.0,46268.0,46327.0,46385.0,46420.0
5016405,54000.0,54057.0,54122.0,54223.0,54246.0,54286.0,54320.0,54348.0,54430.0,54458.0,54555.0,54600.0,54665.0,54716.0,54824.0,54889.0,54963.0,55047.0,55156.0,55207.0,55293.0,55407.0,55477.0,55537.0,55640.0,55693.0,55764.0,55799.0,55862.0,55924.0,55970.0,56039.0,56076.0,56120.0,56160.0,56187.0,56222.0,56309.0,56364.0,56410.0,56497.0,56562.0,56650.0,56686.0,56724.0,56822.0,56847.0,56896.0,56954.0,57006.0,57041.0,57088.0,57120.0,57163.0,57246.0,57322.0,57361.0,57399.0,57451.0,57531.0,57693.0,57884.0,58132.0,58236.0,58362.0,58421.0,58478.0,58520.0
5016407,66000.0,66057.0,66122.0,66223.0,66246.0,66286.0,66320.0,66348.0,66430.0,66458.0,66555.0,66600.0,66665.0,66716.0,66824.0,66889.0,66963.0,67047.0,67156.0,67207.0,67293.0,67407.0,67477.0,67537.0,67640.0,67693.0,67764.0,67799.0,67862.0,67924.0,67970.0,68039.0,68076.0,68120.0,68160.0,68187.0,68222.0,68309.0,68364.0,68410.0,68497.0,68562.0,68650.0,68686.0,68724.0,68822.0,68847.0,68896.0,68954.0,69006.0,69041.0,69088.0,69120.0,69163.0,69246.0,69322.0,69361.0,69399.0,69451.0,69531.0,69693.0,69884.0,70132.0,70236.0,70362.0,70421.0,70478.0,70520.0
5016409,77400.0,77435.0,77476.0,77539.0,77554.0,77588.0,77617.0,77641.0,77709.0,77729.0,77799.0,77832.0,77879.0,77916.0,77995.0,78043.0,78095.0,78155.0,78223.0,78255.0,78309.0,78380.0,78424.0,78462.0,78526.0,78561.0,78609.0,78635.0,78682.0,78728.0,78762.0,78812.0,78846.0,78886.0,78924.0,78950.0,78983.0,79035.0,79067.0,79097.0,79166.0,79202.0,79261.0,79285.0,79310.0,79379.0,79397.0,79431.0,79471.0,79505.0,79528.0,79558.0,79578.0,79604.0,79650.0,79694.0,79727.0,79745.0,79770.0,79808.0,79905.0,80056.0,80251.0,80316.0,80382.0,80413.0,80443.0,80468.0
