tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P
5098328,69000.0,69033.0,69060.0,69115.0,69180.0,69202.0,69217.0,69231.0,69240.0,69262.0,69280.0,69300.0,69360.0,69420.0,69540.0,69547.0,69560.0,69578.0,69611.0,69626.0,69644.0,69660.0,69722.0,69772.0,69840.0,69871.0,69900.0,69922.0,69960.0,69984.0,70020.0,70044.0,70080.0,70126.0,70168.0,70200.0,70229.0,70260.0,70307.0,70331.0,70354.0,70380.0,70402.0,70430.0,70473.0,70500.0,70532.0,70560.0,70584.0,70620.0,70800.0,70853.0,70892.0,70920.0,70960.0,71007.0,71040.0,71082.0,71160.0,71213.0,71280.0,71322.0,71342.0,71400.0
5098760,50700.0,50733.0,50760.0,50815.0,50880.0,50902.0,50917.0,50931.0,50940.0,50983.0,51020.0,51060.0,51120.0,51240.0,51360.0,51370.0,51390.0,51417.0,51467.0,51489.0,51516.0,51540.0,51602.0,51652.0,51720.0,51783.0,51840.0,51862.0,51900.0,51924.0,51960.0,51984.0,52020.0,52066.0,52108.0,52140.0,52197.0,52260.0,52330.0,52367.0,52402.0,52440.0,52472.0,52515.0,52580.0,52620.0,52683.0,52740.0,52811.0,52920.0,53040.0,53093.0,53132.0,53160.0,53200.0,53247.0,53280.0,53322.0,53400.0,53453.0,53520.0,53562.0,53582.0,53640.0
5098762,61800.0,61833.0,61860.0,61942.0,62040.0,62084.0,62115.0,62144.0,62160.0,62182.0,62200.0,62220.0,62280.0,62400.0,62520.0,62527.0,62540.0,62558.0,62591.0,62606.0,62624.0,62640.0,62723.0,62789.0,62880.0,62943.0,63000.0,63022.0,63060.0,63084.0,63120.0,63144.0,63180.0,63226.0,63268.0,63300.0,63357.0,63420.0,63490.0,63527.0,63562.0,63600.0,63632.0,63675.0,63740.0,63780.0,63812.0,63840.0,63887.0,63960.0,64140.0,64193.0,64232.0,64260.0,64300.0,64347.0,64380.0,64442.0,64560.0,64613.0,64680.0,64722.0,64742.0,64800.0
5098764,70200.0,70233.0,70260.0,70315.0,70380.0,70402.0,70417.0,70431.0,70440.0,70462.0,70480.0,70500.0,70560.0,70620.0,70740.0,70747.0,70760.0,70778.0,70811.0,70826.0,70844.0,70860.0,70922.0,70972.0,71040.0,71071.0,71100.0,71122.0,71160.0,71184.0,71220.0,71244.0,71280.0,71326.0,71368.0,71400.0,71429.0,71460.0,71507.0,71531.0,71554.0,71580.0,71602.0,71630.0,71673.0,71700.0,71732.0,71760.0,71784.0,71820.0,72000.0,72053.0,72092.0,72120.0,72160.0,72207.0,72240.0,72282.0,72360.0,72413.0,72480.0,72522.0,72542.0,72600.0
5099020,26700.0,26875.0,27014.0,27037.0,27065.0,27132.0,27178.0,27222.0,27247.0,27290.0,27326.0,27365.0,27440.0,27528.0,27623.0,27651.0,27707.0,27782.0,27921.0,27983.0,28059.0,28123.0,28177.0,28220.0,28279.0,28373.0,28459.0,28503.0,28581.0,28609.0,28652.0,28680.0,28721.0,28799.0,28870.0,28925.0,28984.0,29048.0,29166.0,29227.0,29286.0,29350.0,29428.0,29530.0,29686.0,29783.0,29853.0,29915.0,30035.0,30221.0,30398.0,30516.0,30603.0,30664.0,30724.0,30794.0,30844.0,30886.0,30966.0,31046.0,31146.0,31245.0,31291.0,31429.0
5099022,40500.0,40559.0,40606.0,40680.0,40768.0,40838.0,40886.0,40931.0,40956.0,41006.0,41048.0,41094.0,41140.0,41254.0,41341.0,41361.0,41400.0,41453.0,41551.0,41595.0,41649.0,41694.0,41746.0,41788.0,41844.0,41946.0,42039.0,42084.0,42163.0,42191.0,42233.0,42261.0,42301.0,42364.0,42421.0,42465.0,42512.0,42563.0,42619.0,42648.0,42676.0,42707.0,42750.0,42806.0,42891.0,42944.0,43044.0,43133.0,43173.0,43234.0,43289.0,43391.0,43466.0,43519.0,43575.0,43640.0,43685.0,43717.0,43777.0,43833.0,43904.0,43977.0,44011.0,44112.0
5099024,52200.0,52261.0,52310.0,52348.0,52393.0,52478.0,52537.0,52592.0,52623.0,52659.0,52690.0,52723.0,52798.0,52922.0,53032.0,53052.0,53092.0,53146.0,53247.0,53292.0,53347.0,53393.0,53429.0,53458.0,53497.0,53609.0,53712.0,53755.0,53832.0,53865.0,53915.0,53948.0,53998.0,54078.0,54151.0,54207.0,54266.0,54330.0,54396.0,54430.0,54463.0,54499.0,54545.0,54605.0,54697.0,54754.0,54837.0,54912.0,54985.0,55098.0,55132.0,55219.0,55283.0,55328.0,55383.0,55447.0,55492.0,55538.0,55625.0,55672.0,55731.0,55798.0,55829.0,55921.0
5099026,66600.0,66637.0,66666.0,66727.0,66799.0,66859.0,66901.0,66940.0,66962.0,66998.0,67029.0,67063.0,67117.0,67174.0,67274.0,67299.0,67348.0,67414.0,67537.0,67592.0,67659.0,67715.0,67739.0,67758.0,67784.0,67864.0,67937.0,67970.0,68030.0,68052.0,68086.0,68108.0,68141.0,68213.0,68278.0,68328.0,68371.0,68418.0,68477.0,68508.0,68538.0,68570.0,68610.0,68663.0,68743.0,68794.0,68883.0,68963.0,69016.0,69098.0,69147.0,69289.0,69393.0,69465.0,69557.0,69664.0,69739.0,69789.0,69883.0,69918.0,69961.0,70026.0,70056.0,70146.0
5099028,79800.0,79840.0,79872.0,79927.0,79993.0,80055.0,80097.0,80137.0,80159.0,80205.0,80244.0,80287.0,80335.0,80381.0,80437.0,80450.0,80476.0,80511.0,80576.0,80605.0,80641.0,80672.0,80707.0,80735.0,80772.0,80862.0,80944.0,80969.0,81014.0,81040.0,81079.0,81105.0,81143.0,81196.0,81244.0,81281.0,81321.0,81364.0,81402.0,81422.0,81441.0,81461.0,81492.0,81533.0,81595.0,81633.0,81689.0,81740.0,81772.0,81821.0,81859.0,81905.0,81939.0,81962.0,81987.0,82016.0,82037.0,82050.0,82074.0,82109.0,82154.0,82221.0,82252.0,82345.0
5099097,35400.0,35541.0,35654.0,35761.0,35888.0,35967.0,36021.0,36072.0,36100.0,36150.0,36192.0,36238.0,36333.0,36398.0,36487.0,36513.0,36566.0,36637.0,36769.0,36828.0,36900.0,36960.0,37017.0,37063.0,37125.0,37223.0,37313.0,37349.0,37413.0,37440.0,37482.0,37509.0,37550.0,37611.0,37667.0,37710.0,37758.0,37811.0,37875.0,37909.0,37941.0,37976.0,38021.0,38080.0,38169.0,38224.0,38306.0,38380.0,38420.0,38481.0,38512.0,38588.0,38644.0,38683.0,38752.0,38832.0,38888.0,38925.0,38994.0,39037.0,39091.0,39155.0,39185.0,39273.0
5099099,62400.0,62437.0,62466.0,62527.0,62599.0,62659.0,62701.0,62740.0,62762.0,62798.0,62829.0,62863.0,62917.0,62974.0,63074.0,63099.0,63148.0,63214.0,63337.0,63392.0,63459.0,63515.0,63539.0,63558.0,63584.0,63664.0,63737.0,63770.0,63830.0,63852.0,63886.0,63908.0,63941.0,64013.0,64078.0,64128.0,64171.0,64218.0,64277.0,64308.0,64338.0,64370.0,64410.0,64463.0,64543.0,64594.0,64683.0,64763.0,64816.0,64898.0,64947.0,65089.0,65193.0,65265.0,65357.0,65464.0,65539.0,65589.0,65683.0,65718.0,65761.0,65826.0,65856.0,65946.0
5099164,37200.0,37259.0,37306.0,37380.0,37468.0,37538.0,37586.0,37631.0,37656.0,37706.0,37748.0,37794.0,37840.0,37954.0,38041.0,38061.0,38100.0,38153.0,38251.0,38295.0,38349.0,38394.0,38446.0,38488.0,38544.0,38646.0,38739.0,38784.0,38863.0,38891.0,38933.0,38961.0,39001.0,39064.0,39121.0,39165.0,39212.0,39263.0,39319.0,39348.0,39376.0,39407.0,39450.0,39506.0,39591.0,39644.0,39744.0,39833.0,39873.0,39934.0,39989.0,40091.0,40166.0,40219.0,40275.0,40340.0,40385.0,40417.0,40477.0,40533.0,40604.0,40677.0,40711.0,40812.0
5099165,45900.0,45961.0,46010.0,46048.0,46093.0,46178.0,46237.0,46292.0,46323.0,46359.0,46390.0,46423.0,46498.0,46622.0,46732.0,46752.0,46792.0,46846.0,46947.0,46992.0,47047.0,47093.0,47129.0,47158.0,47197.0,47309.0,47412.0,47455.0,47532.0,47565.0,47615.0,47648.0,47698.0,47778.0,47851.0,47907.0,47966.0,48030.0,48096.0,48130.0,48163.0,48199.0,48245.0,48305.0,48397.0,48454.0,48537.0,48612.0,48685.0,48798.0,48832.0,48919.0,48983.0,49028.0,49083.0,49147.0,49192.0,49238.0,49325.0,49372.0,49431.0,49498.0,49529.0,49621.0
5099167,55800.0,55837.0,55866.0,55927.0,55999.0,56059.0,56101.0,56140.0,56162.0,56198.0,56229.0,56263.0,56317.0,56374.0,56474.0,56499.0,56548.0,56614.0,56737.0,56792.0,56859.0,56915.0,56939.0,56958.0,56984.0,57064.0,57137.0,57170.0,57230.0,57252.0,57286.0,57308.0,57341.0,57413.0,57478.0,57528.0,57571.0,57618.0,57677.0,57708.0,57738.0,57770.0,57810.0,57863.0,57943.0,57994.0,58083.0,58163.0,58216.0,58298.0,58347.0,58489.0,58593.0,58665.0,58757.0,58864.0,58939.0,58989.0,59083.0,59118.0,59161.0,59226.0,59256.0,59346.0
5099169,72000.0,72041.0,72074.0,72100.0,72131.0,72189.0,72229.0,72267.0,72287.0,72334.0,72374.0,72416.0,72506.0,72622.0,72713.0,72727.0,72756.0,72795.0,72867.0,72899.0,72939.0,72973.0,73018.0,73054.0,73104.0,73205.0,73298.0,73321.0,73363.0,73391.0,73434.0,73462.0,73505.0,73561.0,73612.0,73652.0,73680.0,73710.0,73774.0,73807.0,73839.0,73873.0,73901.0,73938.0,73995.0,74031.0,74105.0,74172.0,74264.0,74407.0,74446.0,74526.0,74585.0,74626.0,74682.0,74747.0,74792.0,74812.0,74850.0,74872.0,74899.0,74950.0,74974.0,75044.0
5099448,31200.0,31341.0,31454.0,31561.0,31688.0,31767.0,31821.0,31872.0,31900.0,31950.0,31992.0,32038.0,32133.0,32198.0,32287.0,32313.0,32366.0,32437.0,32569.0,32628.0,32700.0,32760.0,32817.0,32863.0,32925.0,33023.0,33113.0,33149.0,33213.0,33240.0,33282.0,33309.0,33350.0,33411.0,33467.0,33510.0,33558.0,33611.0,33675.0,33709.0,33741.0,33776.0,33821.0,33880.0,33969.0,34024.0,34106.0,34180.0,34220.0,34281.0,34312.0,34388.0,34444.0,34483.0,34552.0,34632.0,34688.0,34725.0,34794.0,34837.0,34891.0,34955.0,34985.0,35073.0
5099450,46800.0,46861.0,46910.0,46948.0,46993.0,47078.0,47137.0,47192.0,47223.0,47259.0,47290.0,47323.0,47398.0,47522.0,47632.0,47652.0,47692.0,47746.0,47847.0,47892.0,47947.0,47993.0,48029.0,48058.0,48097.0,48209.0,48312.0,48355.0,48432.0,48465.0,48515.0,48548.0,48598.0,48678.0,48751.0,48807.0,48866.0,48930.0,48996.0,49030.0,49063.0,49099.0,49145.0,49205.0,49297.0,49354.0,49437.0,49512.0,49585.0,49698.0,49732.0,49819.0,49883.0,49928.0,49983.0,50047.0,50092.0,50138.0,50225.0,50272.0,50331.0,50398.0,50429.0,50521.0
5099452,60000.0,60037.0,60066.0,60127.0,60199.0,60259.0,60301.0,60340.0,60362.0,60398.0,60429.0,60463.0,60517.0,60574.0,60674.0,60699.0,60748.0,60814.0,60937.0,60992.0,61059.0,61115.0,61139.0,61158.0,61184.0,61264.0,61337.0,61370.0,61430.0,61452.0,61486.0,61508.0,61541.0,61613.0,61678.0,61728.0,61771.0,61818.0,61877.0,61908.0,61938.0,61970.0,62010.0,62063.0,62143.0,62194.0,62283.0,62363.0,62416.0,62498.0,62547.0,62689.0,62793.0,62865.0,62957.0,63064.0,63139.0,63189.0,63283.0,63318.0,63361.0,63426.0,63456.0,63546.0
5100038,28800.0,28941.0,29054.0,29161.0,29288.0,29367.0,29421.0,29472.0,29500.0,29550.0,29592.0,29638.0,29733.0,29798.0,29887.0,29913.0,29966.0,30037.0,30169.0,30228.0,30300.0,30360.0,30417.0,30463.0,30525.0,30623.0,30713.0,30749.0,30813.0,30840.0,30882.0,30909.0,30950.0,31011.0,31067.0,31110.0,31158.0,31211.0,31275.0,31309.0,31341.0,31376.0,31421.0,31480.0,31569.0,31624.0,31706.0,31780.0,31820.0,31881.0,31912.0,31988.0,32044.0,32083.0,32152.0,32232.0,32288.0,32325.0,32394.0,32437.0,32491.0,32555.0,32585.0,32673.0
5100041,51000.0,51061.0,51110.0,51148.0,51193.0,51278.0,51337.0,51392.0,51423.0,51459.0,51490.0,51523.0,51598.0,51722.0,51832.0,51852.0,51892.0,51946.0,52047.0,52092.0,52147.0,52193.0,52229.0,52258.0,52297.0,52409.0,52512.0,52555.0,52632.0,52665.0,52715.0,52748.0,52798.0,52878.0,52951.0,53007.0,53066.0,53130.0,53196.0,53230.0,53263.0,53299.0,53345.0,53405.0,53497.0,53554.0,53637.0,53712.0,53785.0,53898.0,53932.0,54019.0,54083.0,54128.0,54183.0,54247.0,54292.0,54338.0,54425.0,54472.0,54531.0,54598.0,54629.0,54721.0
5100043,65100.0,65137.0,65166.0,65227.0,65299.0,65359.0,65401.0,65440.0,65462.0,65498.0,65529.0,65563.0,65617.0,65674.0,65774.0,65799.0,65848.0,65914.0,66037.0,66092.0,66159.0,66215.0,66239.0,66258.0,66284.0,66364.0,66437.0,66470.0,66530.0,66552.0,66586.0,66608.0,66641.0,66713.0,66778.0,66828.0,66871.0,66918.0,66977.0,67008.0,67038.0,67070.0,67110.0,67163.0,67243.0,67294.0,67383.0,67463.0,67516.0,67598.0,67647.0,67789.0,67893.0,67965.0,68057.0,68164.0,68239.0,68289.0,68383.0,68418.0,68461.0,68526.0,68556.0,68646.0
5100689,26100.0,26275.0,26414.0,26437.0,26465.0,26532.0,26578.0,26622.0,26647.0,26690.0,26726.0,26765.0,26840.0,26928.0,27023.0,27051.0,27107.0,27182.0,27321.0,27383.0,27459.0,27523.0,27577.0,27620.0,27679.0,27773.0,27859.0,27903.0,27981.0,28009.0,28052.0,28080.0,28121.0,28199.0,28270.0,28325.0,28384.0,28448.0,28566.0,28627.0,28686.0,28750.0,28828.0,28930.0,29086.0,29183.0,29253.0,29315.0,29435.0,29621.0,29798.0,29916.0,30003.0,30064.0,30124.0,30194.0,30244.0,30286.0,30366.0,30446.0,30546.0,30645.0,30691.0,30829.0
5100691,38700.0,38759.0,38806.0,38880.0,38968.0,39038.0,39086.0,39131.0,39156.0,39206.0,39248.0,39294.0,39340.0,39454.0,39541.0,39561.0,39600.0,39653.0,39751.0,39795.0,39849.0,39894.0,39946.0,39988.0,40044.0,40146.0,40239.0,40284.0,40363.0,40391.0,40433.0,40461.0,40501.0,40564.0,40621.0,40665.0,40712.0,40763.0,40819.0,40848.0,40876.0,40907.0,40950.0,41006.0,41091.0,41144.0,41244.0,41333.0,41373.0,41434.0,41489.0,41591.0,41666.0,41719.0,41775.0,41840.0,41885.0,41917.0,41977.0,42033.0,42104.0,42177.0,42211.0,42312.0
5100693,54300.0,54337.0,54366.0,54427.0,54499.0,54559.0,54601.0,54640.0,54662.0,54698.0,54729.0,54763.0,54817.0,54874.0,54974.0,54999.0,55048.0,55114.0,55237.0,55292.0,55359.0,55415.0,55439.0,55458.0,55484.0,55564.0,55637.0,55670.0,55730.0,55752.0,55786.0,55808.0,55841.0,55913.0,55978.0,56028.0,56071.0,56118.0,56177.0,56208.0,56238.0,56270.0,56310.0,56363.0,56443.0,56494.0,56583.0,56663.0,56716.0,56798.0,56847.0,56989.0,57093.0,57165.0,57257.0,57364.0,57439.0,57489.0,57583.0,57618.0,57661.0,57726.0,57756.0,57846.0
5102281,32700.0,32841.0,32954.0,33061.0,33188.0,33267.0,33321.0,33372.0,33400.0,33450.0,33492.0,33538.0,33633.0,33698.0,33787.0,33813.0,33866.0,33937.0,34069.0,34128.0,34200.0,34260.0,34317.0,34363.0,34425.0,34523.0,34613.0,34649.0,34713.0,34740.0,34782.0,34809.0,34850.0,34911.0,34967.0,35010.0,35058.0,35111.0,35175.0,35209.0,35241.0,35276.0,35321.0,35380.0,35469.0,35524.0,35606.0,35680.0,35720.0,35781.0,35812.0,35888.0,35944.0,35983.0,36052.0,36132.0,36188.0,36225.0,36294.0,36337.0,36391.0,36455.0,36485.0,36573.0
5102283,49500.0,49561.0,49610.0,49648.0,49693.0,49778.0,49837.0,49892.0,49923.0,49959.0,49990.0,50023.0,50098.0,50222.0,50332.0,50352.0,50392.0,50446.0,50547.0,50592.0,50647.0,50693.0,50729.0,50758.0,50797.0,50909.0,51012.0,51055.0,51132.0,51165.0,51215.0,51248.0,51298.0,51378.0,51451.0,51507.0,51566.0,51630.0,51696.0,51730.0,51763.0,51799.0,51845.0,51905.0,51997.0,52054.0,52137.0,52212.0,52285.0,52398.0,52432.0,52519.0,52583.0,52628.0,52683.0,52747.0,52792.0,52838.0,52925.0,52972.0,53031.0,53098.0,53129.0,53221.0
5102285,63900.0,63937.0,63966.0,64027.0,64099.0,64159.0,64201.0,64240.0,64262.0,64298.0,64329.0,64363.0,64417.0,64474.0,64574.0,64599.0,64648.0,64714.0,64837.0,64892.0,64959.0,65015.0,65039.0,65058.0,65084.0,65164.0,65237.0,65270.0,65330.0,65352.0,65386.0,65408.0,65441.0,65513.0,65578.0,65628.0,65671.0,65718.0,65777.0,65808.0,65838.0,65870.0,65910.0,65963.0,66043.0,66094.0,66183.0,66263.0,66316.0,66398.0,66447.0,66589.0,66693.0,66765.0,66857.0,66964.0,67039.0,67089.0,67183.0,67218.0,67261.0,67326.0,67356.0,67446.0
5103346,76200.0,76240.0,76272.0,76327.0,76393.0,76455.0,76497.0,76537.0,76559.0,76605.0,76644.0,76687.0,76735.0,76781.0,76837.0,76850.0,76876.0,76911.0,76976.0,77005.0,77041.0,77072.0,77107.0,77135.0,77172.0,77262.0,77344.0,77369.0,77414.0,77440.0,77479.0,77505.0,77543.0,77596.0,77644.0,77681.0,77721.0,77764.0,77802.0,77822.0,77841.0,77861.0,77892.0,77933.0,77995.0,78033.0,78089.0,78140.0,78172.0,78221.0,78259.0,78305.0,78339.0,78362.0,78387.0,78416.0,78437.0,78450.0,78474.0,78509.0,78554.0,78621.0,78652.0,78745.0
5104662,27900.0,28075.0,28214.0,28237.0,28265.0,28332.0,28378.0,28422.0,28447.0,28490.0,28526.0,28565.0,28640.0,28728.0,28823.0,28851.0,28907.0,28982.0,29121.0,29183.0,29259.0,29323.0,29377.0,29420.0,29479.0,29573.0,29659.0,29703.0,29781.0,29809.0,29852.0,29880.0,29921.0,29999.0,30070.0,30125.0,30184.0,30248.0,30366.0,30427.0,30486.0,30550.0,30628.0,30730.0,30886.0,30983.0,31053.0,31115.0,31235.0,31421.0,31598.0,31716.0,31803.0,31864.0,31924.0,31994.0,32044.0,32086.0,32166.0,32246.0,32346.0,32445.0,32491.0,32629.0
5104666,58500.0,58537.0,58566.0,58627.0,58699.0,58759.0,58801.0,58840.0,58862.0,58898.0,58929.0,58963.0,59017.0,59074.0,59174.0,59199.0,59248.0,59314.0,59437.0,59492.0,59559.0,59615.0,59639.0,59658.0,59684.0,59764.0,59837.0,59870.0,59930.0,59952.0,59986.0,60008.0,60041.0,60113.0,60178.0,60228.0,60271.0,60318.0,60377.0,60408.0,60438.0,60470.0,60510.0,60563.0,60643.0,60694.0,60783.0,60863.0,60916.0,60998.0,61047.0,61189.0,61293.0,61365.0,61457.0,61564.0,61639.0,61689.0,61783.0,61818.0,61861.0,61926.0,61956.0,62046.0
5105018,69900.0,69941.0,69974.0,70000.0,70031.0,70089.0,70129.0,70167.0,70187.0,70234.0,70274.0,70316.0,70406.0,70522.0,70613.0,70627.0,70656.0,70695.0,70767.0,70799.0,70839.0,70873.0,70918.0,70954.0,71004.0,71105.0,71198.0,71221.0,71263.0,71291.0,71334.0,71362.0,71405.0,71461.0,71512.0,71552.0,71580.0,71610.0,71674.0,71707.0,71739.0,71773.0,71801.0,71838.0,71895.0,71931.0,72005.0,72072.0,72164.0,72307.0,72346.0,72426.0,72485.0,72526.0,72582.0,72647.0,72692.0,72712.0,72750.0,72772.0,72799.0,72850.0,72874.0,72944.0
5107244,30000.0,30141.0,30254.0,30361.0,30488.0,30567.0,30621.0,30672.0,30700.0,30750.0,30792.0,30838.0,30933.0,30998.0,31087.0,31113.0,31166.0,31237.0,31369.0,31428.0,31500.0,31560.0,31617.0,31663.0,31725.0,31823.0,31913.0,31949.0,32013.0,32040.0,32082.0,32109.0,32150.0,32211.0,32267.0,32310.0,32358.0,32411.0,32475.0,32509.0,32541.0,32576.0,32621.0,32680.0,32769.0,32824.0,32906.0,32980.0,33020.0,33081.0,33112.0,33188.0,33244.0,33283.0,33352.0,33432.0,33488.0,33525.0,33594.0,33637.0,33691.0,33755.0,33785.0,33873.0
5107248,57300.0,57337.0,57366.0,57427.0,57499.0,57559.0,57601.0,57640.0,57662.0,57698.0,57729.0,57763.0,57817.0,57874.0,57974.0,57999.0,58048.0,58114.0,58237.0,58292.0,58359.0,58415.0,58439.0,58458.0,58484.0,58564.0,58637.0,58670.0,58730.0,58752.0,58786.0,58808.0,58841.0,58913.0,58978.0,59028.0,59071.0,59118.0,59177.0,59208.0,59238.0,59270.0,59310.0,59363.0,59443.0,59494.0,59583.0,59663.0,59716.0,59798.0,59847.0,59989.0,60093.0,60165.0,60257.0,60364.0,60439.0,60489.0,60583.0,60618.0,60661.0,60726.0,60756.0,60846.0
5107811,68700.0,68741.0,68774.0,68800.0,68831.0,68889.0,68929.0,68967.0,68987.0,69034.0,69074.0,69116.0,69206.0,69322.0,69413.0,69427.0,69456.0,69495.0,69567.0,69599.0,69639.0,69673.0,69718.0,69754.0,69804.0,69905.0,69998.0,70021.0,70063.0,70091.0,70134.0,70162.0,70205.0,70261.0,70312.0,70352.0,70380.0,70410.0,70474.0,70507.0,70539.0,70573.0,70601.0,70638.0,70695.0,70731.0,70805.0,70872.0,70964.0,71107.0,71146.0,71226.0,71285.0,71326.0,71382.0,71447.0,71492.0,71512.0,71550.0,71572.0,71599.0,71650.0,71674.0,71744.0
5108955,24600.0,24775.0,24914.0,24937.0,24965.0,25032.0,25078.0,25122.0,25147.0,25190.0,25226.0,25265.0,25340.0,25428.0,25523.0,25551.0,25607.0,25682.0,25821.0,25883.0,25959.0,26023.0,26077.0,26120.0,26179.0,26273.0,26359.0,26403.0,26481.0,26509.0,26552.0,26580.0,26621.0,26699.0,26770.0,26825.0,26884.0,26948.0,27066.0,27127.0,27186.0,27250.0,27328.0,27430.0,27586.0,27683.0,27753.0,27815.0,27935.0,28121.0,28298.0,28416.0,28503.0,28564.0,28624.0,28694.0,28744.0,28786.0,28866.0,28946.0,29046.0,29145.0,29191.0,29329.0
5108957,37200.0,37259.0,37306.0,37380.0,37468.0,37538.0,37586.0,37631.0,37656.0,37706.0,37748.0,37794.0,37840.0,37954.0,38041.0,38061.0,38100.0,38153.0,38251.0,38295.0,38349.0,38394.0,38446.0,38488.0,38544.0,38646.0,38739.0,38784.0,38863.0,38891.0,38933.0,38961.0,39001.0,39064.0,39121.0,39165.0,39212.0,39263.0,39319.0,39348.0,39376.0,39407.0,39450.0,39506.0,39591.0,39644.0,39744.0,39833.0,39873.0,39934.0,39989.0,40091.0,40166.0,40219.0,40275.0,40340.0,40385.0,40417.0,40477.0,40533.0,40604.0,40677.0,40711.0,40812.0
5108958,45900.0,45961.0,46010.0,46048.0,46093.0,46178.0,46237.0,46292.0,46323.0,46359.0,46390.0,46423.0,46498.0,46622.0,46732.0,46752.0,46792.0,46846.0,46947.0,46992.0,47047.0,47093.0,47129.0,47158.0,47197.0,47309.0,47412.0,47455.0,47532.0,47565.0,47615.0,47648.0,47698.0,47778.0,47851.0,47907.0,47966.0,48030.0,48096.0,48130.0,48163.0,48199.0,48245.0,48305.0,48397.0,48454.0,48537.0,48612.0,48685.0,48798.0,48832.0,48919.0,48983.0,49028.0,49083.0,49147.0,49192.0,49238.0,49325.0,49372.0,49431.0,49498.0,49529.0,49621.0
5108960,55800.0,55837.0,55866.0,55927.0,55999.0,56059.0,56101.0,56140.0,56162.0,56198.0,56229.0,56263.0,56317.0,56374.0,56474.0,56499.0,56548.0,56614.0,56737.0,56792.0,56859.0,56915.0,56939.0,56958.0,56984.0,57064.0,57137.0,57170.0,57230.0,57252.0,57286.0,57308.0,57341.0,57413.0,57478.0,57528.0,57571.0,57618.0,57677.0,57708.0,57738.0,57770.0,57810.0,57863.0,57943.0,57994.0,58083.0,58163.0,58216.0,58298.0,58347.0,58489.0,58593.0,58665.0,58757.0,58864.0,58939.0,58989.0,59083.0,59118.0,59161.0,59226.0,59256.0,59346.0
5108962,72000.0,72041.0,72074.0,72100.0,72131.0,72189.0,72229.0,72267.0,72287.0,72334.0,72374.0,72416.0,72506.0,72622.0,72713.0,72727.0,72756.0,72795.0,72867.0,72899.0,72939.0,72973.0,73018.0,73054.0,73104.0,73205.0,73298.0,73321.0,73363.0,73391.0,73434.0,73462.0,73505.0,73561.0,73612.0,73652.0,73680.0,73710.0,73774.0,73807.0,73839.0,73873.0,73901.0,73938.0,73995.0,74031.0,74105.0,74172.0,74264.0,74407.0,74446.0,74526.0,74585.0,74626.0,74682.0,74747.0,74792.0,74812.0,74850.0,74872.0,74899.0,74950.0,74974.0,75044.0
5113558,42300.0,42359.0,42406.0,42480.0,42568.0,42638.0,42686.0,42731.0,42756.0,42806.0,42848.0,42894.0,42940.0,43054.0,43141.0,43161.0,43200.0,43253.0,43351.0,43395.0,43449.0,43494.0,43546.0,43588.0,43644.0,43746.0,43839.0,43884.0,43963.0,43991.0,44033.0,44061.0,44101.0,44164.0,44221.0,44265.0,44312.0,44363.0,44419.0,44448.0,44476.0,44507.0,44550.0,44606.0,44691.0,44744.0,44844.0,44933.0,44973.0,45034.0,45089.0,45191.0,45266.0,45319.0,45375.0,45440.0,45485.0,45517.0,45577.0,45633.0,45704.0,45777.0,45811.0,45912.0
5113560,53400.0,53461.0,53510.0,53548.0,53593.0,53678.0,53737.0,53792.0,53823.0,53859.0,53890.0,53923.0,53998.0,54122.0,54232.0,54252.0,54292.0,54346.0,54447.0,54492.0,54547.0,54593.0,54629.0,54658.0,54697.0,54809.0,54912.0,54955.0,55032.0,55065.0,55115.0,55148.0,55198.0,55278.0,55351.0,55407.0,55466.0,55530.0,55596.0,55630.0,55663.0,55699.0,55745.0,55805.0,55897.0,55954.0,56037.0,56112.0,56185.0,56298.0,56332.0,56419.0,56483.0,56528.0,56583.0,56647.0,56692.0,56738.0,56825.0,56872.0,56931.0,56998.0,57029.0,57121.0
5113562,67800.0,67837.0,67866.0,67927.0,67999.0,68059.0,68101.0,68140.0,68162.0,68198.0,68229.0,68263.0,68317.0,68374.0,68474.0,68499.0,68548.0,68614.0,68737.0,68792.0,68859.0,68915.0,68939.0,68958.0,68984.0,69064.0,69137.0,69170.0,69230.0,69252.0,69286.0,69308.0,69341.0,69413.0,69478.0,69528.0,69571.0,69618.0,69677.0,69708.0,69738.0,69770.0,69810.0,69863.0,69943.0,69994.0,70083.0,70163.0,70216.0,70298.0,70347.0,70489.0,70593.0,70665.0,70757.0,70864.0,70939.0,70989.0,71083.0,71118.0,71161.0,71226.0,71256.0,71346.0
