tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P
0,4359.0,4360.0,4361.0,2202.0,2203.0,2204.0,4888.0,4799.0,2205.0,2687.0,2688.0,2689.0,2696.0,2697.0,2700.0,2701.0,2702.0,2784.0,2785.0,2786.0,2787.0,2181.0,2182.0,2778.0,2185.0,1421.0,2317.0,2318.0,2319.0,2464.0,2465.0,2466.0,2467.0,2494.0,2495.0,2496.0,2497.0,2471.0,2472.0,2473.0,2474.0,2475.0,2476.0,2477.0,2478.0,4527.0,2788.0,2789.0,2790.0,903.0,904.0,779.0,780.0,781.0,2796.0,2797.0,414.0,415.0,416.0,417.0,2800.0,2801.0,7599.0,375.0
5003297,68700.0,68743.0,68777.0,68804.0,68836.0,68896.0,68937.0,68976.0,68998.0,69046.0,69087.0,69132.0,69226.0,69347.0,69442.0,69457.0,69487.0,69527.0,69602.0,69636.0,69677.0,69712.0,69759.0,69797.0,69848.0,69953.0,70050.0,70074.0,70118.0,70148.0,70193.0,70223.0,70266.0,70325.0,70378.0,70419.0,70448.0,70479.0,70545.0,70580.0,70613.0,70649.0,70678.0,70717.0,70776.0,70813.0,70891.0,70960.0,71056.0,71204.0,71245.0,71328.0,71389.0,71432.0,71490.0,71557.0,71605.0,71626.0,71665.0,71688.0,71716.0,71769.0,71794.0,71867.0
5003511,44400.0,44433.0,44460.0,44515.0,44580.0,44624.0,44655.0,44684.0,44700.0,44722.0,44740.0,44760.0,44880.0,45000.0,45180.0,45187.0,45200.0,45218.0,45251.0,45266.0,45284.0,45300.0,45383.0,45449.0,45540.0,45571.0,45600.0,45643.0,45720.0,45744.0,45780.0,45804.0,45840.0,45886.0,45928.0,45960.0,46017.0,46080.0,46150.0,46187.0,46222.0,46260.0,46303.0,46360.0,46446.0,46500.0,46563.0,46620.0,46691.0,46800.0,47040.0,47067.0,47087.0,47100.0,47140.0,47187.0,47220.0,47262.0,47340.0,47393.0,47460.0,47502.0,47522.0,47580.0
5003514,64800.0,64833.0,64860.0,64915.0,64980.0,65024.0,65055.0,65084.0,65100.0,65143.0,65180.0,65220.0,65280.0,65340.0,65460.0,65473.0,65500.0,65536.0,65603.0,65633.0,65670.0,65700.0,65762.0,65812.0,65880.0,65911.0,65940.0,65983.0,66060.0,66084.0,66120.0,66144.0,66180.0,66226.0,66268.0,66300.0,66357.0,66420.0,66490.0,66527.0,66562.0,66600.0,66632.0,66675.0,66740.0,66780.0,66843.0,66900.0,66971.0,67080.0,67260.0,67313.0,67352.0,67380.0,67420.0,67467.0,67500.0,67583.0,67740.0,67846.0,67980.0,68022.0,68042.0,68100.0
5003938,27300.0,27482.0,27627.0,27651.0,27680.0,27750.0,27798.0,27843.0,27869.0,27913.0,27951.0,27992.0,28070.0,28161.0,28260.0,28289.0,28347.0,28425.0,28570.0,28635.0,28714.0,28780.0,28836.0,28881.0,28942.0,29040.0,29129.0,29175.0,29256.0,29285.0,29329.0,29358.0,29402.0,29483.0,29557.0,29614.0,29675.0,29742.0,29865.0,29929.0,29990.0,30056.0,30137.0,30243.0,30405.0,30506.0,30578.0,30643.0,30768.0,30961.0,31145.0,31268.0,31359.0,31422.0,31485.0,31558.0,31609.0,31653.0,31736.0,31819.0,31923.0,32026.0,32074.0,32217.0
5003940,42300.0,42361.0,42410.0,42487.0,42578.0,42650.0,42700.0,42747.0,42773.0,42825.0,42869.0,42916.0,42964.0,43083.0,43173.0,43193.0,43234.0,43289.0,43391.0,43437.0,43493.0,43540.0,43594.0,43637.0,43696.0,43802.0,43899.0,43945.0,44028.0,44057.0,44100.0,44129.0,44171.0,44236.0,44295.0,44342.0,44391.0,44444.0,44503.0,44534.0,44563.0,44594.0,44638.0,44696.0,44784.0,44840.0,44944.0,45037.0,45078.0,45142.0,45199.0,45305.0,45383.0,45438.0,45496.0,45563.0,45611.0,45644.0,45707.0,45766.0,45839.0,45915.0,45950.0,46055.0
5003942,53400.0,53464.0,53514.0,53553.0,53600.0,53689.0,53750.0,53807.0,53839.0,53877.0,53909.0,53943.0,54021.0,54150.0,54264.0,54285.0,54327.0,54383.0,54487.0,54534.0,54591.0,54639.0,54676.0,54706.0,54747.0,54864.0,54971.0,55016.0,55096.0,55130.0,55183.0,55218.0,55269.0,55352.0,55427.0,55486.0,55547.0,55614.0,55683.0,55719.0,55753.0,55790.0,55838.0,55901.0,55996.0,56055.0,56142.0,56219.0,56295.0,56412.0,56447.0,56538.0,56605.0,56651.0,56708.0,56775.0,56822.0,56870.0,56960.0,57009.0,57070.0,57139.0,57171.0,57268.0
5003944,67800.0,67838.0,67869.0,67932.0,68007.0,68070.0,68113.0,68154.0,68177.0,68215.0,68247.0,68282.0,68338.0,68397.0,68501.0,68527.0,68578.0,68647.0,68775.0,68832.0,68902.0,68960.0,68985.0,69005.0,69032.0,69115.0,69191.0,69226.0,69288.0,69311.0,69346.0,69369.0,69403.0,69477.0,69544.0,69597.0,69642.0,69691.0,69753.0,69785.0,69816.0,69849.0,69891.0,69946.0,70030.0,70082.0,70175.0,70258.0,70313.0,70398.0,70449.0,70596.0,70704.0,70780.0,70876.0,70987.0,71065.0,71117.0,71215.0,71251.0,71296.0,71363.0,71394.0,71488.0
5006162,35400.0,35547.0,35664.0,35775.0,35907.0,35989.0,36045.0,36098.0,36127.0,36179.0,36223.0,36270.0,36369.0,36437.0,36530.0,36557.0,36612.0,36686.0,36823.0,36884.0,36959.0,37022.0,37081.0,37129.0,37194.0,37296.0,37389.0,37426.0,37493.0,37521.0,37564.0,37592.0,37635.0,37699.0,37757.0,37801.0,37851.0,37906.0,37973.0,38008.0,38042.0,38078.0,38124.0,38185.0,38278.0,38336.0,38421.0,38498.0,38539.0,38603.0,38635.0,38714.0,38772.0,38813.0,38884.0,38967.0,39026.0,39064.0,39136.0,39181.0,39237.0,39303.0,39334.0,39426.0
5006164,62400.0,62438.0,62469.0,62532.0,62607.0,62670.0,62713.0,62754.0,62777.0,62815.0,62847.0,62882.0,62938.0,62997.0,63101.0,63127.0,63178.0,63247.0,63375.0,63432.0,63502.0,63560.0,63585.0,63605.0,63632.0,63715.0,63791.0,63826.0,63888.0,63911.0,63946.0,63969.0,64003.0,64077.0,64144.0,64197.0,64242.0,64291.0,64353.0,64385.0,64416.0,64449.0,64491.0,64546.0,64630.0,64682.0,64775.0,64858.0,64913.0,64998.0,65049.0,65196.0,65304.0,65380.0,65476.0,65587.0,65665.0,65717.0,65815.0,65851.0,65896.0,65963.0,65994.0,66088.0
5006697,26700.0,26882.0,27027.0,27051.0,27080.0,27150.0,27198.0,27243.0,27269.0,27313.0,27351.0,27392.0,27470.0,27561.0,27660.0,27689.0,27747.0,27825.0,27970.0,28035.0,28114.0,28180.0,28236.0,28281.0,28342.0,28440.0,28529.0,28575.0,28656.0,28685.0,28729.0,28758.0,28802.0,28883.0,28957.0,29014.0,29075.0,29142.0,29265.0,29329.0,29390.0,29456.0,29537.0,29643.0,29805.0,29906.0,29978.0,30043.0,30168.0,30361.0,30545.0,30668.0,30759.0,30822.0,30885.0,30958.0,31009.0,31053.0,31136.0,31219.0,31323.0,31426.0,31474.0,31617.0
5006699,40500.0,40561.0,40610.0,40687.0,40778.0,40850.0,40900.0,40947.0,40973.0,41025.0,41069.0,41116.0,41164.0,41283.0,41373.0,41393.0,41434.0,41489.0,41591.0,41637.0,41693.0,41740.0,41794.0,41837.0,41896.0,42002.0,42099.0,42145.0,42228.0,42257.0,42300.0,42329.0,42371.0,42436.0,42495.0,42542.0,42591.0,42644.0,42703.0,42734.0,42763.0,42794.0,42838.0,42896.0,42984.0,43040.0,43144.0,43237.0,43278.0,43342.0,43399.0,43505.0,43583.0,43638.0,43696.0,43763.0,43811.0,43844.0,43907.0,43966.0,44039.0,44115.0,44150.0,44255.0
5006701,52200.0,52264.0,52314.0,52353.0,52400.0,52489.0,52550.0,52607.0,52639.0,52677.0,52709.0,52743.0,52821.0,52950.0,53064.0,53085.0,53127.0,53183.0,53287.0,53334.0,53391.0,53439.0,53476.0,53506.0,53547.0,53664.0,53771.0,53816.0,53896.0,53930.0,53983.0,54018.0,54069.0,54152.0,54227.0,54286.0,54347.0,54414.0,54483.0,54519.0,54553.0,54590.0,54638.0,54701.0,54796.0,54855.0,54942.0,55019.0,55095.0,55212.0,55247.0,55338.0,55405.0,55451.0,55508.0,55575.0,55622.0,55670.0,55760.0,55809.0,55870.0,55939.0,55971.0,56068.0
5006703,66600.0,66638.0,66669.0,66732.0,66807.0,66870.0,66913.0,66954.0,66977.0,67015.0,67047.0,67082.0,67138.0,67197.0,67301.0,67327.0,67378.0,67447.0,67575.0,67632.0,67702.0,67760.0,67785.0,67805.0,67832.0,67915.0,67991.0,68026.0,68088.0,68111.0,68146.0,68169.0,68203.0,68277.0,68344.0,68397.0,68442.0,68491.0,68553.0,68585.0,68616.0,68649.0,68691.0,68746.0,68830.0,68882.0,68975.0,69058.0,69113.0,69198.0,69249.0,69396.0,69504.0,69580.0,69676.0,69787.0,69865.0,69917.0,70015.0,70051.0,70096.0,70163.0,70194.0,70288.0
5006705,79800.0,79842.0,79875.0,79932.0,80001.0,80065.0,80109.0,80151.0,80174.0,80222.0,80263.0,80307.0,80357.0,80405.0,80463.0,80477.0,80504.0,80541.0,80609.0,80639.0,80676.0,80707.0,80743.0,80772.0,80811.0,80904.0,80990.0,81016.0,81063.0,81090.0,81131.0,81158.0,81197.0,81252.0,81302.0,81340.0,81381.0,81426.0,81465.0,81486.0,81506.0,81527.0,81559.0,81601.0,81665.0,81706.0,81765.0,81817.0,81850.0,81901.0,81940.0,81988.0,82023.0,82047.0,82073.0,82103.0,82125.0,82138.0,82163.0,82200.0,82246.0,82316.0,82349.0,82445.0
5006983,47400.0,47433.0,47460.0,47515.0,47580.0,47624.0,47655.0,47684.0,47700.0,47722.0,47740.0,47760.0,47880.0,48000.0,48180.0,48187.0,48200.0,48218.0,48251.0,48266.0,48284.0,48300.0,48383.0,48449.0,48540.0,48571.0,48600.0,48643.0,48720.0,48744.0,48780.0,48804.0,48840.0,48886.0,48928.0,48960.0,49017.0,49080.0,49150.0,49187.0,49222.0,49260.0,49303.0,49360.0,49446.0,49500.0,49563.0,49620.0,49691.0,49800.0,50040.0,50067.0,50087.0,50100.0,50140.0,50187.0,50220.0,50262.0,50340.0,50393.0,50460.0,50502.0,50522.0,50580.0
5007275,78000.0,78033.0,78060.0,78115.0,78180.0,78202.0,78217.0,78231.0,78240.0,78262.0,78280.0,78300.0,78360.0,78420.0,78540.0,78543.0,78550.0,78559.0,78576.0,78583.0,78592.0,78600.0,78662.0,78712.0,78780.0,78811.0,78840.0,78862.0,78900.0,78924.0,78960.0,78984.0,79020.0,79043.0,79064.0,79080.0,79109.0,79140.0,79187.0,79211.0,79234.0,79260.0,79282.0,79310.0,79353.0,79380.0,79412.0,79440.0,79464.0,79500.0,79620.0,79673.0,79712.0,79740.0,79780.0,79827.0,79860.0,79922.0,80040.0,80093.0,80160.0,80181.0,80191.0,80220.0
5007367,35100.0,35133.0,35160.0,35215.0,35280.0,35324.0,35355.0,35384.0,35400.0,35443.0,35480.0,35520.0,35640.0,35760.0,35880.0,35893.0,35920.0,35956.0,36023.0,36053.0,36090.0,36120.0,36182.0,36232.0,36300.0,36331.0,36360.0,36403.0,36480.0,36504.0,36540.0,36564.0,36600.0,36646.0,36688.0,36720.0,36777.0,36840.0,36887.0,36911.0,36934.0,36960.0,36992.0,37035.0,37100.0,37140.0,37203.0,37260.0,37331.0,37440.0,37560.0,37613.0,37652.0,37680.0,37720.0,37767.0,37800.0,37862.0,37980.0,38033.0,38100.0,38142.0,38162.0,38220.0
5007372,63000.0,63033.0,63060.0,63115.0,63180.0,63224.0,63255.0,63284.0,63300.0,63343.0,63380.0,63420.0,63480.0,63540.0,63660.0,63673.0,63700.0,63736.0,63803.0,63833.0,63870.0,63900.0,63962.0,64012.0,64080.0,64111.0,64140.0,64183.0,64260.0,64284.0,64320.0,64344.0,64380.0,64426.0,64468.0,64500.0,64557.0,64620.0,64690.0,64727.0,64762.0,64800.0,64832.0,64875.0,64940.0,64980.0,65043.0,65100.0,65171.0,65280.0,65460.0,65513.0,65552.0,65580.0,65620.0,65667.0,65700.0,65783.0,65940.0,66046.0,66180.0,66222.0,66242.0,66300.0
5007374,73200.0,73233.0,73260.0,73315.0,73380.0,73424.0,73455.0,73484.0,73500.0,73522.0,73540.0,73560.0,73620.0,73680.0,73800.0,73810.0,73830.0,73857.0,73907.0,73929.0,73956.0,73980.0,74042.0,74092.0,74160.0,74191.0,74220.0,74242.0,74280.0,74292.0,74310.0,74322.0,74340.0,74386.0,74428.0,74460.0,74517.0,74580.0,74650.0,74687.0,74722.0,74760.0,74792.0,74835.0,74900.0,74940.0,75003.0,75060.0,75107.0,75180.0,75360.0,75413.0,75452.0,75480.0,75520.0,75567.0,75600.0,75683.0,75840.0,75920.0,76020.0,76062.0,76082.0,76140.0
5008385,28800.0,28947.0,29064.0,29175.0,29307.0,29389.0,29445.0,29498.0,29527.0,29579.0,29623.0,29670.0,29769.0,29837.0,29930.0,29957.0,30012.0,30086.0,30223.0,30284.0,30359.0,30422.0,30481.0,30529.0,30594.0,30696.0,30789.0,30826.0,30893.0,30921.0,30964.0,30992.0,31035.0,31099.0,31157.0,31201.0,31251.0,31306.0,31373.0,31408.0,31442.0,31478.0,31524.0,31585.0,31678.0,31736.0,31821.0,31898.0,31939.0,32003.0,32035.0,32114.0,32172.0,32213.0,32284.0,32367.0,32426.0,32464.0,32536.0,32581.0,32637.0,32703.0,32734.0,32826.0
5008388,51000.0,51064.0,51114.0,51153.0,51200.0,51289.0,51350.0,51407.0,51439.0,51477.0,51509.0,51543.0,51621.0,51750.0,51864.0,51885.0,51927.0,51983.0,52087.0,52134.0,52191.0,52239.0,52276.0,52306.0,52347.0,52464.0,52571.0,52616.0,52696.0,52730.0,52783.0,52818.0,52869.0,52952.0,53027.0,53086.0,53147.0,53214.0,53283.0,53319.0,53353.0,53390.0,53438.0,53501.0,53596.0,53655.0,53742.0,53819.0,53895.0,54012.0,54047.0,54138.0,54205.0,54251.0,54308.0,54375.0,54422.0,54470.0,54560.0,54609.0,54670.0,54739.0,54771.0,54868.0
5008390,65100.0,65138.0,65169.0,65232.0,65307.0,65370.0,65413.0,65454.0,65477.0,65515.0,65547.0,65582.0,65638.0,65697.0,65801.0,65827.0,65878.0,65947.0,66075.0,66132.0,66202.0,66260.0,66285.0,66305.0,66332.0,66415.0,66491.0,66526.0,66588.0,66611.0,66646.0,66669.0,66703.0,66777.0,66844.0,66897.0,66942.0,66991.0,67053.0,67085.0,67116.0,67149.0,67191.0,67246.0,67330.0,67382.0,67475.0,67558.0,67613.0,67698.0,67749.0,67896.0,68004.0,68080.0,68176.0,68287.0,68365.0,68417.0,68515.0,68551.0,68596.0,68663.0,68694.0,68788.0
5008629,24600.0,24782.0,24927.0,24951.0,24980.0,25050.0,25098.0,25143.0,25169.0,25213.0,25251.0,25292.0,25370.0,25461.0,25560.0,25589.0,25647.0,25725.0,25870.0,25935.0,26014.0,26080.0,26136.0,26181.0,26242.0,26340.0,26429.0,26475.0,26556.0,26585.0,26629.0,26658.0,26702.0,26783.0,26857.0,26914.0,26975.0,27042.0,27165.0,27229.0,27290.0,27356.0,27437.0,27543.0,27705.0,27806.0,27878.0,27943.0,28068.0,28261.0,28445.0,28568.0,28659.0,28722.0,28785.0,28858.0,28909.0,28953.0,29036.0,29119.0,29223.0,29326.0,29374.0,29517.0
5008631,37200.0,37261.0,37310.0,37387.0,37478.0,37550.0,37600.0,37647.0,37673.0,37725.0,37769.0,37816.0,37864.0,37983.0,38073.0,38093.0,38134.0,38189.0,38291.0,38337.0,38393.0,38440.0,38494.0,38537.0,38596.0,38702.0,38799.0,38845.0,38928.0,38957.0,39000.0,39029.0,39071.0,39136.0,39195.0,39242.0,39291.0,39344.0,39403.0,39434.0,39463.0,39494.0,39538.0,39596.0,39684.0,39740.0,39844.0,39937.0,39978.0,40042.0,40099.0,40205.0,40283.0,40338.0,40396.0,40463.0,40511.0,40544.0,40607.0,40666.0,40739.0,40815.0,40850.0,40955.0
5008632,45900.0,45964.0,46014.0,46053.0,46100.0,46189.0,46250.0,46307.0,46339.0,46377.0,46409.0,46443.0,46521.0,46650.0,46764.0,46785.0,46827.0,46883.0,46987.0,47034.0,47091.0,47139.0,47176.0,47206.0,47247.0,47364.0,47471.0,47516.0,47596.0,47630.0,47683.0,47718.0,47769.0,47852.0,47927.0,47986.0,48047.0,48114.0,48183.0,48219.0,48253.0,48290.0,48338.0,48401.0,48496.0,48555.0,48642.0,48719.0,48795.0,48912.0,48947.0,49038.0,49105.0,49151.0,49208.0,49275.0,49322.0,49370.0,49460.0,49509.0,49570.0,49639.0,49671.0,49768.0
5008634,55800.0,55838.0,55869.0,55932.0,56007.0,56070.0,56113.0,56154.0,56177.0,56215.0,56247.0,56282.0,56338.0,56397.0,56501.0,56527.0,56578.0,56647.0,56775.0,56832.0,56902.0,56960.0,56985.0,57005.0,57032.0,57115.0,57191.0,57226.0,57288.0,57311.0,57346.0,57369.0,57403.0,57477.0,57544.0,57597.0,57642.0,57691.0,57753.0,57785.0,57816.0,57849.0,57891.0,57946.0,58030.0,58082.0,58175.0,58258.0,58313.0,58398.0,58449.0,58596.0,58704.0,58780.0,58876.0,58987.0,59065.0,59117.0,59215.0,59251.0,59296.0,59363.0,59394.0,59488.0
5008636,72000.0,72043.0,72077.0,72104.0,72136.0,72196.0,72237.0,72276.0,72298.0,72346.0,72387.0,72432.0,72526.0,72647.0,72742.0,72757.0,72787.0,72827.0,72902.0,72936.0,72977.0,73012.0,73059.0,73097.0,73148.0,73253.0,73350.0,73374.0,73418.0,73448.0,73493.0,73523.0,73566.0,73625.0,73678.0,73719.0,73748.0,73779.0,73845.0,73880.0,73913.0,73949.0,73978.0,74017.0,74076.0,74113.0,74191.0,74260.0,74356.0,74504.0,74545.0,74628.0,74689.0,74732.0,74790.0,74857.0,74905.0,74926.0,74965.0,74988.0,75016.0,75069.0,75094.0,75167.0
5009261,22800.0,22982.0,23127.0,23151.0,23180.0,23250.0,23298.0,23343.0,23369.0,23413.0,23451.0,23492.0,23570.0,23661.0,23760.0,23789.0,23847.0,23925.0,24070.0,24135.0,24214.0,24280.0,24336.0,24381.0,24442.0,24540.0,24629.0,24675.0,24756.0,24785.0,24829.0,24858.0,24902.0,24983.0,25057.0,25114.0,25175.0,25242.0,25365.0,25429.0,25490.0,25556.0,25637.0,25743.0,25905.0,26006.0,26078.0,26143.0,26268.0,26461.0,26645.0,26768.0,26859.0,26922.0,26985.0,27058.0,27109.0,27153.0,27236.0,27319.0,27423.0,27526.0,27574.0,27717.0
5009263,33900.0,34047.0,34164.0,34275.0,34407.0,34489.0,34545.0,34598.0,34627.0,34679.0,34723.0,34770.0,34869.0,34937.0,35030.0,35057.0,35112.0,35186.0,35323.0,35384.0,35459.0,35522.0,35581.0,35629.0,35694.0,35796.0,35889.0,35926.0,35993.0,36021.0,36064.0,36092.0,36135.0,36199.0,36257.0,36301.0,36351.0,36406.0,36473.0,36508.0,36542.0,36578.0,36624.0,36685.0,36778.0,36836.0,36921.0,36998.0,37039.0,37103.0,37135.0,37214.0,37272.0,37313.0,37384.0,37467.0,37526.0,37564.0,37636.0,37681.0,37737.0,37803.0,37834.0,37926.0
5009265,48000.0,48064.0,48114.0,48153.0,48200.0,48289.0,48350.0,48407.0,48439.0,48477.0,48509.0,48543.0,48621.0,48750.0,48864.0,48885.0,48927.0,48983.0,49087.0,49134.0,49191.0,49239.0,49276.0,49306.0,49347.0,49464.0,49571.0,49616.0,49696.0,49730.0,49783.0,49818.0,49869.0,49952.0,50027.0,50086.0,50147.0,50214.0,50283.0,50319.0,50353.0,50390.0,50438.0,50501.0,50596.0,50655.0,50742.0,50819.0,50895.0,51012.0,51047.0,51138.0,51205.0,51251.0,51308.0,51375.0,51422.0,51470.0,51560.0,51609.0,51670.0,51739.0,51771.0,51868.0
5009267,61200.0,61238.0,61269.0,61332.0,61407.0,61470.0,61513.0,61554.0,61577.0,61615.0,61647.0,61682.0,61738.0,61797.0,61901.0,61927.0,61978.0,62047.0,62175.0,62232.0,62302.0,62360.0,62385.0,62405.0,62432.0,62515.0,62591.0,62626.0,62688.0,62711.0,62746.0,62769.0,62803.0,62877.0,62944.0,62997.0,63042.0,63091.0,63153.0,63185.0,63216.0,63249.0,63291.0,63346.0,63430.0,63482.0,63575.0,63658.0,63713.0,63798.0,63849.0,63996.0,64104.0,64180.0,64276.0,64387.0,64465.0,64517.0,64615.0,64651.0,64696.0,64763.0,64794.0,64888.0
5009269,76200.0,76242.0,76275.0,76332.0,76401.0,76465.0,76509.0,76551.0,76574.0,76622.0,76663.0,76707.0,76757.0,76805.0,76863.0,76877.0,76904.0,76941.0,77009.0,77039.0,77076.0,77107.0,77143.0,77172.0,77211.0,77304.0,77390.0,77416.0,77463.0,77490.0,77531.0,77558.0,77597.0,77652.0,77702.0,77740.0,77781.0,77826.0,77865.0,77886.0,77906.0,77927.0,77959.0,78001.0,78065.0,78106.0,78165.0,78217.0,78250.0,78301.0,78340.0,78388.0,78423.0,78447.0,78473.0,78503.0,78525.0,78538.0,78563.0,78600.0,78646.0,78716.0,78749.0,78845.0
5009271,84600.0,84642.0,84675.0,84732.0,84801.0,84865.0,84909.0,84951.0,84974.0,85022.0,85063.0,85107.0,85157.0,85205.0,85263.0,85277.0,85304.0,85341.0,85409.0,85439.0,85476.0,85507.0,85543.0,85572.0,85611.0,85704.0,85790.0,85816.0,85863.0,85890.0,85931.0,85958.0,85997.0,86052.0,86102.0,86140.0,86181.0,86226.0,86265.0,86286.0,86306.0,86327.0,86359.0,86401.0,86465.0,86506.0,86565.0,86617.0,86650.0,86701.0,86740.0,86788.0,86823.0,86847.0,86873.0,86903.0,86925.0,86938.0,86963.0,87000.0,87046.0,87116.0,87149.0,87245.0
5009436,69900.0,69943.0,69977.0,70004.0,70036.0,70096.0,70137.0,70176.0,70198.0,70246.0,70287.0,70332.0,70426.0,70547.0,70642.0,70657.0,70687.0,70727.0,70802.0,70836.0,70877.0,70912.0,70959.0,70997.0,71048.0,71153.0,71250.0,71274.0,71318.0,71348.0,71393.0,71423.0,71466.0,71525.0,71578.0,71619.0,71648.0,71679.0,71745.0,71780.0,71813.0,71849.0,71878.0,71917.0,71976.0,72013.0,72091.0,72160.0,72256.0,72404.0,72445.0,72528.0,72589.0,72632.0,72690.0,72757.0,72805.0,72826.0,72865.0,72888.0,72916.0,72969.0,72994.0,73067.0
5012616,26100.0,26282.0,26427.0,26451.0,26480.0,26550.0,26598.0,26643.0,26669.0,26713.0,26751.0,26792.0,26870.0,26961.0,27060.0,27089.0,27147.0,27225.0,27370.0,27435.0,27514.0,27580.0,27636.0,27681.0,27742.0,27840.0,27929.0,27975.0,28056.0,28085.0,28129.0,28158.0,28202.0,28283.0,28357.0,28414.0,28475.0,28542.0,28665.0,28729.0,28790.0,28856.0,28937.0,29043.0,29205.0,29306.0,29378.0,29443.0,29568.0,29761.0,29945.0,30068.0,30159.0,30222.0,30285.0,30358.0,30409.0,30453.0,30536.0,30619.0,30723.0,30826.0,30874.0,31017.0
5012618,38700.0,38761.0,38810.0,38887.0,38978.0,39050.0,39100.0,39147.0,39173.0,39225.0,39269.0,39316.0,39364.0,39483.0,39573.0,39593.0,39634.0,39689.0,39791.0,39837.0,39893.0,39940.0,39994.0,40037.0,40096.0,40202.0,40299.0,40345.0,40428.0,40457.0,40500.0,40529.0,40571.0,40636.0,40695.0,40742.0,40791.0,40844.0,40903.0,40934.0,40963.0,40994.0,41038.0,41096.0,41184.0,41240.0,41344.0,41437.0,41478.0,41542.0,41599.0,41705.0,41783.0,41838.0,41896.0,41963.0,42011.0,42044.0,42107.0,42166.0,42239.0,42315.0,42350.0,42455.0
5012620,54300.0,54338.0,54369.0,54432.0,54507.0,54570.0,54613.0,54654.0,54677.0,54715.0,54747.0,54782.0,54838.0,54897.0,55001.0,55027.0,55078.0,55147.0,55275.0,55332.0,55402.0,55460.0,55485.0,55505.0,55532.0,55615.0,55691.0,55726.0,55788.0,55811.0,55846.0,55869.0,55903.0,55977.0,56044.0,56097.0,56142.0,56191.0,56253.0,56285.0,56316.0,56349.0,56391.0,56446.0,56530.0,56582.0,56675.0,56758.0,56813.0,56898.0,56949.0,57096.0,57204.0,57280.0,57376.0,57487.0,57565.0,57617.0,57715.0,57751.0,57796.0,57863.0,57894.0,57988.0
5013623,32700.0,32847.0,32964.0,33075.0,33207.0,33289.0,33345.0,33398.0,33427.0,33479.0,33523.0,33570.0,33669.0,33737.0,33830.0,33857.0,33912.0,33986.0,34123.0,34184.0,34259.0,34322.0,34381.0,34429.0,34494.0,34596.0,34689.0,34726.0,34793.0,34821.0,34864.0,34892.0,34935.0,34999.0,35057.0,35101.0,35151.0,35206.0,35273.0,35308.0,35342.0,35378.0,35424.0,35485.0,35578.0,35636.0,35721.0,35798.0,35839.0,35903.0,35935.0,36014.0,36072.0,36113.0,36184.0,36267.0,36326.0,36364.0,36436.0,36481.0,36537.0,36603.0,36634.0,36726.0
5013625,49500.0,49564.0,49614.0,49653.0,49700.0,49789.0,49850.0,49907.0,49939.0,49977.0,50009.0,50043.0,50121.0,50250.0,50364.0,50385.0,50427.0,50483.0,50587.0,50634.0,50691.0,50739.0,50776.0,50806.0,50847.0,50964.0,51071.0,51116.0,51196.0,51230.0,51283.0,51318.0,51369.0,51452.0,51527.0,51586.0,51647.0,51714.0,51783.0,51819.0,51853.0,51890.0,51938.0,52001.0,52096.0,52155.0,52242.0,52319.0,52395.0,52512.0,52547.0,52638.0,52705.0,52751.0,52808.0,52875.0,52922.0,52970.0,53060.0,53109.0,53170.0,53239.0,53271.0,53368.0
5013627,63900.0,63938.0,63969.0,64032.0,64107.0,64170.0,64213.0,64254.0,64277.0,64315.0,64347.0,64382.0,64438.0,64497.0,64601.0,64627.0,64678.0,64747.0,64875.0,64932.0,65002.0,65060.0,65085.0,65105.0,65132.0,65215.0,65291.0,65326.0,65388.0,65411.0,65446.0,65469.0,65503.0,65577.0,65644.0,65697.0,65742.0,65791.0,65853.0,65885.0,65916.0,65949.0,65991.0,66046.0,66130.0,66182.0,66275.0,66358.0,66413.0,66498.0,66549.0,66696.0,66804.0,66880.0,66976.0,67087.0,67165.0,67217.0,67315.0,67351.0,67396.0,67463.0,67494.0,67588.0
5018673,27900.0,28082.0,28227.0,28251.0,28280.0,28350.0,28398.0,28443.0,28469.0,28513.0,28551.0,28592.0,28670.0,28761.0,28860.0,28889.0,28947.0,29025.0,29170.0,29235.0,29314.0,29380.0,29436.0,29481.0,29542.0,29640.0,29729.0,29775.0,29856.0,29885.0,29929.0,29958.0,30002.0,30083.0,30157.0,30214.0,30275.0,30342.0,30465.0,30529.0,30590.0,30656.0,30737.0,30843.0,31005.0,31106.0,31178.0,31243.0,31368.0,31561.0,31745.0,31868.0,31959.0,32022.0,32085.0,32158.0,32209.0,32253.0,32336.0,32419.0,32523.0,32626.0,32674.0,32817.0
