tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P
5091806,24000.0,24030.0,24053.0,24073.0,24101.0,24129.0,24167.0,24210.0,24268.0,24296.0,24325.0,24360.0,24402.0,24457.0,24481.0,24528.0,24568.0,24618.0,24685.0,24717.0,24762.0,24810.0,24845.0,24872.0,24922.0,24953.0,25007.0,25035.0,25083.0,25133.0,25162.0,25214.0,25252.0,25319.0,25364.0,25411.0,25509.0,25564.0,25609.0,25657.0,25704.0,25767.0,25800.0,25906.0,25975.0,26076.0
5091808,30600.0,30638.0,30667.0,30703.0,30753.0,30805.0,30874.0,30952.0,31057.0,31108.0,31161.0,31223.0,31308.0,31436.0,31491.0,31575.0,31646.0,31736.0,31854.0,31894.0,31950.0,32010.0,32054.0,32087.0,32150.0,32188.0,32248.0,32279.0,32342.0,32410.0,32450.0,32513.0,32558.0,32637.0,32690.0,32750.0,32876.0,32942.0,32997.0,33050.0,33103.0,33164.0,33197.0,33306.0,33377.0,33481.0
5091810,38400.0,38444.0,38476.0,38505.0,38546.0,38589.0,38634.0,38684.0,38752.0,38785.0,38819.0,38860.0,38947.0,39021.0,39052.0,39116.0,39170.0,39239.0,39329.0,39369.0,39426.0,39486.0,39530.0,39564.0,39627.0,39665.0,39722.0,39752.0,39810.0,39865.0,39898.0,39949.0,39985.0,40045.0,40086.0,40129.0,40217.0,40268.0,40310.0,40354.0,40397.0,40444.0,40469.0,40590.0,40669.0,40785.0
5091811,49200.0,49244.0,49276.0,49305.0,49346.0,49389.0,49434.0,49484.0,49552.0,49585.0,49619.0,49660.0,49747.0,49821.0,49852.0,49916.0,49970.0,50039.0,50129.0,50169.0,50226.0,50286.0,50330.0,50364.0,50427.0,50465.0,50522.0,50552.0,50610.0,50665.0,50698.0,50749.0,50785.0,50845.0,50886.0,50929.0,51017.0,51068.0,51110.0,51154.0,51197.0,51244.0,51269.0,51390.0,51469.0,51585.0
5092495,66300.0,66334.0,66359.0,66381.0,66411.0,66443.0,66479.0,66520.0,66575.0,66602.0,66630.0,66663.0,66735.0,66802.0,66831.0,66881.0,66923.0,66977.0,67048.0,67080.0,67125.0,67173.0,67208.0,67235.0,67285.0,67314.0,67362.0,67387.0,67439.0,67487.0,67516.0,67559.0,67589.0,67648.0,67687.0,67728.0,67813.0,67860.0,67899.0,67933.0,67966.0,68004.0,68024.0,68140.0,68216.0,68327.0
5092497,72900.0,72926.0,72946.0,72966.0,72994.0,73023.0,73052.0,73084.0,73128.0,73149.0,73171.0,73197.0,73242.0,73281.0,73297.0,73335.0,73367.0,73407.0,73460.0,73487.0,73526.0,73567.0,73597.0,73620.0,73663.0,73689.0,73732.0,73755.0,73794.0,73834.0,73857.0,73889.0,73912.0,73959.0,73990.0,74028.0,74106.0,74145.0,74177.0,74205.0,74232.0,74263.0,74280.0,74376.0,74439.0,74531.0
5093427,36900.0,36932.0,36956.0,36987.0,37031.0,37076.0,37119.0,37167.0,37232.0,37264.0,37296.0,37334.0,37418.0,37486.0,37515.0,37570.0,37617.0,37676.0,37754.0,37790.0,37841.0,37896.0,37936.0,37966.0,38023.0,38059.0,38119.0,38150.0,38196.0,38247.0,38278.0,38325.0,38359.0,38421.0,38462.0,38500.0,38580.0,38634.0,38678.0,38737.0,38795.0,38842.0,38867.0,38980.0,39054.0,39161.0
5093429,42300.0,42332.0,42356.0,42387.0,42431.0,42476.0,42519.0,42567.0,42632.0,42664.0,42696.0,42734.0,42818.0,42886.0,42915.0,42970.0,43017.0,43076.0,43154.0,43190.0,43241.0,43296.0,43336.0,43366.0,43423.0,43459.0,43519.0,43550.0,43596.0,43647.0,43678.0,43725.0,43759.0,43821.0,43862.0,43900.0,43980.0,44034.0,44078.0,44137.0,44195.0,44242.0,44267.0,44380.0,44454.0,44561.0
5093431,49800.0,49832.0,49856.0,49887.0,49931.0,49976.0,50019.0,50067.0,50132.0,50164.0,50196.0,50234.0,50318.0,50386.0,50415.0,50470.0,50517.0,50576.0,50654.0,50690.0,50741.0,50796.0,50836.0,50866.0,50923.0,50959.0,51019.0,51050.0,51096.0,51147.0,51178.0,51225.0,51259.0,51321.0,51362.0,51400.0,51480.0,51534.0,51578.0,51637.0,51695.0,51742.0,51767.0,51880.0,51954.0,52061.0
5093433,57000.0,57036.0,57062.0,57091.0,57131.0,57173.0,57226.0,57286.0,57367.0,57406.0,57446.0,57493.0,57569.0,57636.0,57664.0,57728.0,57782.0,57851.0,57942.0,57975.0,58022.0,58072.0,58109.0,58137.0,58190.0,58223.0,58289.0,58323.0,58405.0,58459.0,58491.0,58555.0,58600.0,58646.0,58677.0,58721.0,58811.0,58854.0,58889.0,58943.0,58996.0,59054.0,59085.0,59205.0,59283.0,59398.0
5093435,64200.0,64236.0,64262.0,64288.0,64325.0,64363.0,64412.0,64467.0,64542.0,64578.0,64615.0,64659.0,64733.0,64812.0,64846.0,64900.0,64946.0,65004.0,65079.0,65113.0,65160.0,65211.0,65248.0,65276.0,65329.0,65361.0,65425.0,65458.0,65532.0,65589.0,65623.0,65663.0,65691.0,65758.0,65804.0,65858.0,65971.0,66026.0,66072.0,66134.0,66195.0,66239.0,66263.0,66389.0,66471.0,66592.0
5094100,24900.0,24930.0,24953.0,24973.0,25001.0,25029.0,25067.0,25110.0,25168.0,25196.0,25225.0,25260.0,25302.0,25357.0,25381.0,25428.0,25468.0,25518.0,25585.0,25617.0,25662.0,25710.0,25745.0,25772.0,25822.0,25853.0,25907.0,25935.0,25983.0,26033.0,26062.0,26114.0,26152.0,26219.0,26264.0,26311.0,26409.0,26464.0,26509.0,26557.0,26604.0,26667.0,26700.0,26806.0,26875.0,26976.0
5094102,31500.0,31538.0,31567.0,31603.0,31653.0,31705.0,31774.0,31852.0,31957.0,32008.0,32061.0,32123.0,32208.0,32336.0,32391.0,32475.0,32546.0,32636.0,32754.0,32794.0,32850.0,32910.0,32954.0,32987.0,33050.0,33088.0,33148.0,33179.0,33242.0,33310.0,33350.0,33413.0,33458.0,33537.0,33590.0,33650.0,33776.0,33842.0,33897.0,33950.0,34003.0,34064.0,34097.0,34206.0,34277.0,34381.0
5094104,48000.0,48044.0,48076.0,48105.0,48146.0,48189.0,48234.0,48284.0,48352.0,48385.0,48419.0,48460.0,48547.0,48621.0,48652.0,48716.0,48770.0,48839.0,48929.0,48969.0,49026.0,49086.0,49130.0,49164.0,49227.0,49265.0,49322.0,49352.0,49410.0,49465.0,49498.0,49549.0,49585.0,49645.0,49686.0,49729.0,49817.0,49868.0,49910.0,49954.0,49997.0,50044.0,50069.0,50190.0,50269.0,50385.0
5094105,56400.0,56441.0,56471.0,56501.0,56543.0,56586.0,56651.0,56724.0,56823.0,56871.0,56921.0,56980.0,57064.0,57143.0,57177.0,57246.0,57304.0,57378.0,57475.0,57512.0,57564.0,57619.0,57660.0,57691.0,57749.0,57784.0,57841.0,57871.0,57928.0,57989.0,58026.0,58077.0,58114.0,58168.0,58204.0,58249.0,58344.0,58399.0,58445.0,58484.0,58522.0,58575.0,58604.0,58724.0,58802.0,58916.0
5094107,63900.0,63934.0,63959.0,63985.0,64021.0,64058.0,64105.0,64158.0,64230.0,64265.0,64301.0,64344.0,64410.0,64474.0,64502.0,64556.0,64602.0,64660.0,64736.0,64770.0,64819.0,64871.0,64909.0,64938.0,64992.0,65025.0,65072.0,65096.0,65135.0,65188.0,65219.0,65266.0,65299.0,65353.0,65390.0,65425.0,65499.0,65551.0,65594.0,65633.0,65671.0,65700.0,65715.0,65845.0,65930.0,66054.0
5094109,71100.0,71134.0,71159.0,71181.0,71211.0,71243.0,71279.0,71320.0,71375.0,71402.0,71430.0,71463.0,71535.0,71602.0,71631.0,71681.0,71723.0,71777.0,71848.0,71880.0,71925.0,71973.0,72008.0,72035.0,72085.0,72114.0,72162.0,72187.0,72239.0,72287.0,72316.0,72359.0,72389.0,72448.0,72487.0,72528.0,72613.0,72660.0,72699.0,72733.0,72766.0,72804.0,72824.0,72940.0,73016.0,73127.0
5094111,76500.0,76526.0,76546.0,76566.0,76594.0,76623.0,76652.0,76684.0,76728.0,76749.0,76771.0,76797.0,76842.0,76881.0,76897.0,76935.0,76967.0,77007.0,77060.0,77087.0,77126.0,77167.0,77197.0,77220.0,77263.0,77289.0,77332.0,77355.0,77394.0,77434.0,77457.0,77489.0,77512.0,77559.0,77590.0,77628.0,77706.0,77745.0,77777.0,77805.0,77832.0,77863.0,77880.0,77976.0,78039.0,78131.0
5094113,81900.0,81926.0,81946.0,81966.0,81994.0,82023.0,82052.0,82084.0,82128.0,82149.0,82171.0,82197.0,82242.0,82281.0,82297.0,82335.0,82367.0,82407.0,82460.0,82487.0,82526.0,82567.0,82597.0,82620.0,82663.0,82689.0,82732.0,82755.0,82794.0,82834.0,82857.0,82889.0,82912.0,82959.0,82990.0,83028.0,83106.0,83145.0,83177.0,83205.0,83232.0,83263.0,83280.0,83376.0,83439.0,83531.0
5094476,33300.0,33334.0,33360.0,33387.0,33425.0,33464.0,33499.0,33538.0,33591.0,33617.0,33644.0,33675.0,33761.0,33837.0,33869.0,33927.0,33976.0,34038.0,34120.0,34169.0,34238.0,34311.0,34365.0,34406.0,34483.0,34530.0,34581.0,34607.0,34693.0,34754.0,34790.0,34824.0,34849.0,34894.0,34924.0,34961.0,35037.0,35094.0,35142.0,35176.0,35209.0,35252.0,35275.0,35369.0,35430.0,35520.0
5094480,44100.0,44132.0,44156.0,44187.0,44231.0,44276.0,44319.0,44367.0,44432.0,44464.0,44496.0,44534.0,44618.0,44686.0,44715.0,44770.0,44817.0,44876.0,44954.0,44990.0,45041.0,45096.0,45136.0,45166.0,45223.0,45259.0,45319.0,45350.0,45396.0,45447.0,45478.0,45525.0,45559.0,45621.0,45662.0,45700.0,45780.0,45834.0,45878.0,45937.0,45995.0,46042.0,46067.0,46180.0,46254.0,46361.0
5094482,70800.0,70833.0,70857.0,70882.0,70917.0,70954.0,70991.0,71033.0,71090.0,71118.0,71146.0,71179.0,71256.0,71318.0,71344.0,71404.0,71455.0,71519.0,71604.0,71627.0,71660.0,71695.0,71721.0,71740.0,71777.0,71799.0,71856.0,71885.0,71934.0,71982.0,72010.0,72047.0,72073.0,72142.0,72188.0,72241.0,72352.0,72394.0,72429.0,72474.0,72519.0,72542.0,72555.0,72647.0,72707.0,72795.0
5094484,76500.0,76533.0,76558.0,76582.0,76615.0,76649.0,76686.0,76727.0,76783.0,76810.0,76838.0,76872.0,76906.0,76949.0,76968.0,77008.0,77042.0,77085.0,77142.0,77170.0,77210.0,77253.0,77284.0,77308.0,77353.0,77381.0,77430.0,77455.0,77490.0,77528.0,77551.0,77585.0,77610.0,77650.0,77677.0,77707.0,77769.0,77813.0,77849.0,77883.0,77917.0,77959.0,77981.0,78063.0,78117.0,78196.0
5094486,81900.0,81933.0,81958.0,81982.0,82015.0,82049.0,82086.0,82127.0,82183.0,82210.0,82238.0,82272.0,82306.0,82349.0,82368.0,82408.0,82442.0,82485.0,82542.0,82570.0,82610.0,82653.0,82684.0,82708.0,82753.0,82781.0,82830.0,82855.0,82890.0,82928.0,82951.0,82985.0,83010.0,83050.0,83077.0,83107.0,83169.0,83213.0,83249.0,83283.0,83317.0,83359.0,83381.0,83463.0,83517.0,83596.0
5096873,23100.0,23130.0,23153.0,23173.0,23201.0,23229.0,23267.0,23310.0,23368.0,23396.0,23425.0,23460.0,23502.0,23557.0,23581.0,23628.0,23668.0,23718.0,23785.0,23817.0,23862.0,23910.0,23945.0,23972.0,24022.0,24053.0,24107.0,24135.0,24183.0,24233.0,24262.0,24314.0,24352.0,24419.0,24464.0,24511.0,24609.0,24664.0,24709.0,24757.0,24804.0,24867.0,24900.0,25006.0,25075.0,25176.0
5096875,28800.0,28826.0,28846.0,28871.0,28905.0,28941.0,28998.0,29063.0,29150.0,29193.0,29237.0,29288.0,29380.0,29475.0,29516.0,29584.0,29642.0,29715.0,29810.0,29855.0,29919.0,29987.0,30037.0,30075.0,30146.0,30188.0,30264.0,30303.0,30380.0,30451.0,30493.0,30577.0,30637.0,30735.0,30801.0,30878.0,31037.0,31130.0,31208.0,31285.0,31362.0,31452.0,31500.0,31623.0,31704.0,31822.0
5096877,42000.0,42044.0,42076.0,42105.0,42146.0,42189.0,42234.0,42284.0,42352.0,42385.0,42419.0,42460.0,42547.0,42621.0,42652.0,42716.0,42770.0,42839.0,42929.0,42969.0,43026.0,43086.0,43130.0,43164.0,43227.0,43265.0,43322.0,43352.0,43410.0,43465.0,43498.0,43549.0,43585.0,43645.0,43686.0,43729.0,43817.0,43868.0,43910.0,43954.0,43997.0,44044.0,44069.0,44190.0,44269.0,44385.0
5096880,55200.0,55241.0,55271.0,55301.0,55343.0,55386.0,55451.0,55524.0,55623.0,55671.0,55721.0,55780.0,55864.0,55943.0,55977.0,56046.0,56104.0,56178.0,56275.0,56312.0,56364.0,56419.0,56460.0,56491.0,56549.0,56584.0,56641.0,56671.0,56728.0,56789.0,56826.0,56877.0,56914.0,56968.0,57004.0,57049.0,57144.0,57199.0,57245.0,57284.0,57322.0,57375.0,57404.0,57524.0,57602.0,57716.0
5096882,63000.0,63034.0,63059.0,63085.0,63121.0,63158.0,63205.0,63258.0,63330.0,63365.0,63401.0,63444.0,63510.0,63574.0,63602.0,63656.0,63702.0,63760.0,63836.0,63870.0,63919.0,63971.0,64009.0,64038.0,64092.0,64125.0,64172.0,64196.0,64235.0,64288.0,64319.0,64366.0,64399.0,64453.0,64490.0,64525.0,64599.0,64651.0,64694.0,64733.0,64771.0,64800.0,64815.0,64945.0,65030.0,65154.0
5098116,27600.0,27626.0,27646.0,27671.0,27705.0,27741.0,27798.0,27863.0,27950.0,27993.0,28037.0,28088.0,28180.0,28275.0,28316.0,28384.0,28442.0,28515.0,28610.0,28655.0,28719.0,28787.0,28837.0,28875.0,28946.0,28988.0,29064.0,29103.0,29180.0,29251.0,29293.0,29377.0,29437.0,29535.0,29601.0,29678.0,29837.0,29930.0,30008.0,30085.0,30162.0,30252.0,30300.0,30423.0,30504.0,30622.0
5098118,34800.0,34826.0,34846.0,34875.0,34915.0,34956.0,34999.0,35047.0,35112.0,35144.0,35177.0,35215.0,35296.0,35372.0,35404.0,35466.0,35519.0,35586.0,35673.0,35711.0,35765.0,35823.0,35865.0,35897.0,35957.0,35994.0,36052.0,36082.0,36127.0,36180.0,36212.0,36255.0,36286.0,36344.0,36383.0,36428.0,36521.0,36569.0,36609.0,36656.0,36703.0,36756.0,36784.0,36897.0,36971.0,37080.0
5098120,45600.0,45644.0,45676.0,45705.0,45746.0,45789.0,45834.0,45884.0,45952.0,45985.0,46019.0,46060.0,46147.0,46221.0,46252.0,46316.0,46370.0,46439.0,46529.0,46569.0,46626.0,46686.0,46730.0,46764.0,46827.0,46865.0,46922.0,46952.0,47010.0,47065.0,47098.0,47149.0,47185.0,47245.0,47286.0,47329.0,47417.0,47468.0,47510.0,47554.0,47597.0,47644.0,47669.0,47790.0,47869.0,47985.0
5098122,52800.0,52834.0,52859.0,52890.0,52934.0,52979.0,53032.0,53092.0,53173.0,53212.0,53252.0,53300.0,53390.0,53502.0,53550.0,53620.0,53680.0,53756.0,53856.0,53901.0,53964.0,54031.0,54080.0,54117.0,54187.0,54231.0,54283.0,54310.0,54360.0,54422.0,54459.0,54510.0,54546.0,54603.0,54641.0,54683.0,54769.0,54817.0,54857.0,54896.0,54935.0,54988.0,55017.0,55147.0,55232.0,55355.0
5098123,61200.0,61249.0,61286.0,61313.0,61351.0,61391.0,61444.0,61504.0,61585.0,61624.0,61664.0,61712.0,61787.0,61862.0,61894.0,61954.0,62005.0,62069.0,62154.0,62190.0,62241.0,62295.0,62335.0,62365.0,62422.0,62458.0,62505.0,62529.0,62567.0,62612.0,62639.0,62683.0,62714.0,62774.0,62815.0,62857.0,62944.0,62994.0,63036.0,63076.0,63115.0,63157.0,63179.0,63311.0,63397.0,63524.0
5098125,68400.0,68434.0,68459.0,68481.0,68511.0,68543.0,68579.0,68620.0,68675.0,68702.0,68730.0,68763.0,68835.0,68902.0,68931.0,68981.0,69023.0,69077.0,69148.0,69180.0,69225.0,69273.0,69308.0,69335.0,69385.0,69414.0,69462.0,69487.0,69539.0,69587.0,69616.0,69659.0,69689.0,69748.0,69787.0,69828.0,69913.0,69960.0,69999.0,70033.0,70066.0,70104.0,70124.0,70240.0,70316.0,70427.0
5098127,78300.0,78326.0,78346.0,78366.0,78394.0,78423.0,78452.0,78484.0,78528.0,78549.0,78571.0,78597.0,78642.0,78681.0,78697.0,78735.0,78767.0,78807.0,78860.0,78887.0,78926.0,78967.0,78997.0,79020.0,79063.0,79089.0,79132.0,79155.0,79194.0,79234.0,79257.0,79289.0,79312.0,79359.0,79390.0,79428.0,79506.0,79545.0,79577.0,79605.0,79632.0,79663.0,79680.0,79776.0,79839.0,79931.0
5098129,83700.0,83726.0,83746.0,83766.0,83794.0,83823.0,83852.0,83884.0,83928.0,83949.0,83971.0,83997.0,84042.0,84081.0,84097.0,84135.0,84167.0,84207.0,84260.0,84287.0,84326.0,84367.0,84397.0,84420.0,84463.0,84489.0,84532.0,84555.0,84594.0,84634.0,84657.0,84689.0,84712.0,84759.0,84790.0,84828.0,84906.0,84945.0,84977.0,85005.0,85032.0,85063.0,85080.0,85176.0,85239.0,85331.0
5101396,24900.0,24930.0,24953.0,24973.0,25001.0,25029.0,25067.0,25110.0,25168.0,25196.0,25225.0,25260.0,25302.0,25357.0,25381.0,25428.0,25468.0,25518.0,25585.0,25617.0,25662.0,25710.0,25745.0,25772.0,25822.0,25853.0,25907.0,25935.0,25983.0,26033.0,26062.0,26114.0,26152.0,26219.0,26264.0,26311.0,26409.0,26464.0,26509.0,26557.0,26604.0,26667.0,26700.0,26806.0,26875.0,26976.0
5101398,31500.0,31538.0,31567.0,31603.0,31653.0,31705.0,31774.0,31852.0,31957.0,32008.0,32061.0,32123.0,32208.0,32336.0,32391.0,32475.0,32546.0,32636.0,32754.0,32794.0,32850.0,32910.0,32954.0,32987.0,33050.0,33088.0,33148.0,33179.0,33242.0,33310.0,33350.0,33413.0,33458.0,33537.0,33590.0,33650.0,33776.0,33842.0,33897.0,33950.0,34003.0,34064.0,34097.0,34206.0,34277.0,34381.0
5101400,48000.0,48044.0,48076.0,48105.0,48146.0,48189.0,48234.0,48284.0,48352.0,48385.0,48419.0,48460.0,48547.0,48621.0,48652.0,48716.0,48770.0,48839.0,48929.0,48969.0,49026.0,49086.0,49130.0,49164.0,49227.0,49265.0,49322.0,49352.0,49410.0,49465.0,49498.0,49549.0,49585.0,49645.0,49686.0,49729.0,49817.0,49868.0,49910.0,49954.0,49997.0,50044.0,50069.0,50190.0,50269.0,50385.0
5101401,56400.0,56441.0,56471.0,56501.0,56543.0,56586.0,56651.0,56724.0,56823.0,56871.0,56921.0,56980.0,57064.0,57143.0,57177.0,57246.0,57304.0,57378.0,57475.0,57512.0,57564.0,57619.0,57660.0,57691.0,57749.0,57784.0,57841.0,57871.0,57928.0,57989.0,58026.0,58077.0,58114.0,58168.0,58204.0,58249.0,58344.0,58399.0,58445.0,58484.0,58522.0,58575.0,58604.0,58724.0,58802.0,58916.0
5101403,63900.0,63934.0,63959.0,63985.0,64021.0,64058.0,64105.0,64158.0,64230.0,64265.0,64301.0,64344.0,64410.0,64474.0,64502.0,64556.0,64602.0,64660.0,64736.0,64770.0,64819.0,64871.0,64909.0,64938.0,64992.0,65025.0,65072.0,65096.0,65135.0,65188.0,65219.0,65266.0,65299.0,65353.0,65390.0,65425.0,65499.0,65551.0,65594.0,65633.0,65671.0,65700.0,65715.0,65845.0,65930.0,66054.0
5101405,71100.0,71134.0,71159.0,71181.0,71211.0,71243.0,71279.0,71320.0,71375.0,71402.0,71430.0,71463.0,71535.0,71602.0,71631.0,71681.0,71723.0,71777.0,71848.0,71880.0,71925.0,71973.0,72008.0,72035.0,72085.0,72114.0,72162.0,72187.0,72239.0,72287.0,72316.0,72359.0,72389.0,72448.0,72487.0,72528.0,72613.0,72660.0,72699.0,72733.0,72766.0,72804.0,72824.0,72940.0,73016.0,73127.0
5101407,76500.0,76526.0,76546.0,76566.0,76594.0,76623.0,76652.0,76684.0,76728.0,76749.0,76771.0,76797.0,76842.0,76881.0,76897.0,76935.0,76967.0,77007.0,77060.0,77087.0,77126.0,77167.0,77197.0,77220.0,77263.0,77289.0,77332.0,77355.0,77394.0,77434.0,77457.0,77489.0,77512.0,77559.0,77590.0,77628.0,77706.0,77745.0,77777.0,77805.0,77832.0,77863.0,77880.0,77976.0,78039.0,78131.0
5101409,81900.0,81926.0,81946.0,81966.0,81994.0,82023.0,82052.0,82084.0,82128.0,82149.0,82171.0,82197.0,82242.0,82281.0,82297.0,82335.0,82367.0,82407.0,82460.0,82487.0,82526.0,82567.0,82597.0,82620.0,82663.0,82689.0,82732.0,82755.0,82794.0,82834.0,82857.0,82889.0,82912.0,82959.0,82990.0,83028.0,83106.0,83145.0,83177.0,83205.0,83232.0,83263.0,83280.0,83376.0,83439.0,83531.0
5104613,22200.0,22228.0,22248.0,22273.0,22307.0,22343.0,22379.0,22419.0,22473.0,22499.0,22526.0,22559.0,22600.0,22664.0,22692.0,22738.0,22777.0,22826.0,22890.0,22916.0,22953.0,22993.0,23022.0,23044.0,23086.0,23112.0,23171.0,23201.0,23239.0,23283.0,23309.0,23352.0,23383.0,23451.0,23497.0,23546.0,23647.0,23692.0,23729.0,23763.0,23796.0,23857.0,23890.0,23989.0,24054.0,24149.0
5104615,28200.0,28226.0,28246.0,28271.0,28305.0,28341.0,28398.0,28463.0,28550.0,28593.0,28637.0,28688.0,28780.0,28875.0,28916.0,28984.0,29042.0,29115.0,29210.0,29255.0,29319.0,29387.0,29437.0,29475.0,29546.0,29588.0,29664.0,29703.0,29780.0,29851.0,29893.0,29977.0,30037.0,30135.0,30201.0,30278.0,30437.0,30530.0,30608.0,30685.0,30762.0,30852.0,30900.0,31023.0,31104.0,31222.0
5104617,36000.0,36026.0,36046.0,36075.0,36115.0,36156.0,36199.0,36247.0,36312.0,36344.0,36377.0,36415.0,36496.0,36572.0,36604.0,36666.0,36719.0,36786.0,36873.0,36911.0,36965.0,37023.0,37065.0,37097.0,37157.0,37194.0,37252.0,37282.0,37327.0,37380.0,37412.0,37455.0,37486.0,37544.0,37583.0,37628.0,37721.0,37769.0,37809.0,37856.0,37903.0,37956.0,37984.0,38097.0,38171.0,38280.0
5104619,43200.0,43244.0,43276.0,43305.0,43346.0,43389.0,43434.0,43484.0,43552.0,43585.0,43619.0,43660.0,43747.0,43821.0,43852.0,43916.0,43970.0,44039.0,44129.0,44169.0,44226.0,44286.0,44330.0,44364.0,44427.0,44465.0,44522.0,44552.0,44610.0,44665.0,44698.0,44749.0,44785.0,44845.0,44886.0,44929.0,45017.0,45068.0,45110.0,45154.0,45197.0,45244.0,45269.0,45390.0,45469.0,45585.0
5104621,50400.0,50444.0,50476.0,50505.0,50546.0,50589.0,50634.0,50684.0,50752.0,50785.0,50819.0,50860.0,50947.0,51021.0,51052.0,51116.0,51170.0,51239.0,51329.0,51369.0,51426.0,51486.0,51530.0,51564.0,51627.0,51665.0,51722.0,51752.0,51810.0,51865.0,51898.0,51949.0,51985.0,52045.0,52086.0,52129.0,52217.0,52268.0,52310.0,52354.0,52397.0,52444.0,52469.0,52590.0,52669.0,52785.0
5104623,57600.0,57641.0,57671.0,57701.0,57743.0,57786.0,57851.0,57924.0,58023.0,58071.0,58121.0,58180.0,58264.0,58343.0,58377.0,58446.0,58504.0,58578.0,58675.0,58712.0,58764.0,58819.0,58860.0,58891.0,58949.0,58984.0,59041.0,59071.0,59128.0,59189.0,59226.0,59277.0,59314.0,59368.0,59404.0,59449.0,59544.0,59599.0,59645.0,59684.0,59722.0,59775.0,59804.0,59924.0,60002.0,60116.0
5104625,65100.0,65134.0,65159.0,65181.0,65211.0,65243.0,65279.0,65320.0,65375.0,65402.0,65430.0,65463.0,65535.0,65602.0,65631.0,65681.0,65723.0,65777.0,65848.0,65880.0,65925.0,65973.0,66008.0,66035.0,66085.0,66114.0,66162.0,66187.0,66239.0,66287.0,66316.0,66359.0,66389.0,66448.0,66487.0,66528.0,66613.0,66660.0,66699.0,66733.0,66766.0,66804.0,66824.0,66940.0,67016.0,67127.0
5106485,27600.0,27626.0,27646.0,27671.0,27705.0,27741.0,27798.0,27863.0,27950.0,27993.0,28037.0,28088.0,28180.0,28275.0,28316.0,28384.0,28442.0,28515.0,28610.0,28655.0,28719.0,28787.0,28837.0,28875.0,28946.0,28988.0,29064.0,29103.0,29180.0,29251.0,29293.0,29377.0,29437.0,29535.0,29601.0,29678.0,29837.0,29930.0,30008.0,30085.0,30162.0,30252.0,30300.0,30423.0,30504.0,30622.0
5106487,34800.0,34826.0,34846.0,34875.0,34915.0,34956.0,34999.0,35047.0,35112.0,35144.0,35177.0,35215.0,35296.0,35372.0,35404.0,35466.0,35519.0,35586.0,35673.0,35711.0,35765.0,35823.0,35865.0,35897.0,35957.0,35994.0,36052.0,36082.0,36127.0,36180.0,36212.0,36255.0,36286.0,36344.0,36383.0,36428.0,36521.0,36569.0,36609.0,36656.0,36703.0,36756.0,36784.0,36897.0,36971.0,37080.0
5106489,45600.0,45644.0,45676.0,45705.0,45746.0,45789.0,45834.0,45884.0,45952.0,45985.0,46019.0,46060.0,46147.0,46221.0,46252.0,46316.0,46370.0,46439.0,46529.0,46569.0,46626.0,46686.0,46730.0,46764.0,46827.0,46865.0,46922.0,46952.0,47010.0,47065.0,47098.0,47149.0,47185.0,47245.0,47286.0,47329.0,47417.0,47468.0,47510.0,47554.0,47597.0,47644.0,47669.0,47790.0,47869.0,47985.0
5106491,52800.0,52834.0,52859.0,52890.0,52934.0,52979.0,53032.0,53092.0,53173.0,53212.0,53252.0,53300.0,53390.0,53502.0,53550.0,53620.0,53680.0,53756.0,53856.0,53901.0,53964.0,54031.0,54080.0,54117.0,54187.0,54231.0,54283.0,54310.0,54360.0,54422.0,54459.0,54510.0,54546.0,54603.0,54641.0,54683.0,54769.0,54817.0,54857.0,54896.0,54935.0,54988.0,55017.0,55147.0,55232.0,55355.0
5106492,61200.0,61249.0,61286.0,61313.0,61351.0,61391.0,61444.0,61504.0,61585.0,61624.0,61664.0,61712.0,61787.0,61862.0,61894.0,61954.0,62005.0,62069.0,62154.0,62190.0,62241.0,62295.0,62335.0,62365.0,62422.0,62458.0,62505.0,62529.0,62567.0,62612.0,62639.0,62683.0,62714.0,62774.0,62815.0,62857.0,62944.0,62994.0,63036.0,63076.0,63115.0,63157.0,63179.0,63311.0,63397.0,63524.0
5106494,68400.0,68434.0,68459.0,68481.0,68511.0,68543.0,68579.0,68620.0,68675.0,68702.0,68730.0,68763.0,68835.0,68902.0,68931.0,68981.0,69023.0,69077.0,69148.0,69180.0,69225.0,69273.0,69308.0,69335.0,69385.0,69414.0,69462.0,69487.0,69539.0,69587.0,69616.0,69659.0,69689.0,69748.0,69787.0,69828.0,69913.0,69960.0,69999.0,70033.0,70066.0,70104.0,70124.0,70240.0,70316.0,70427.0
5106496,78300.0,78326.0,78346.0,78366.0,78394.0,78423.0,78452.0,78484.0,78528.0,78549.0,78571.0,78597.0,78642.0,78681.0,78697.0,78735.0,78767.0,78807.0,78860.0,78887.0,78926.0,78967.0,78997.0,79020.0,79063.0,79089.0,79132.0,79155.0,79194.0,79234.0,79257.0,79289.0,79312.0,79359.0,79390.0,79428.0,79506.0,79545.0,79577.0,79605.0,79632.0,79663.0,79680.0,79776.0,79839.0,79931.0
