tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P
5011693,43200.0,43245.0,43279.0,43309.0,43351.0,43396.0,43443.0,43495.0,43566.0,43601.0,43636.0,43678.0,43768.0,43844.0,43877.0,43943.0,43999.0,44070.0,44165.0,44207.0,44266.0,44329.0,44375.0,44410.0,44475.0,44514.0,44573.0,44604.0,44664.0,44721.0,44755.0,44807.0,44845.0,44908.0,44950.0,44994.0,45086.0,45139.0,45183.0,45228.0,45273.0,45322.0,45348.0,45474.0,45556.0,45677.0
5011695,50400.0,50445.0,50479.0,50509.0,50551.0,50596.0,50643.0,50695.0,50766.0,50801.0,50836.0,50878.0,50968.0,51044.0,51077.0,51143.0,51199.0,51270.0,51365.0,51407.0,51466.0,51529.0,51575.0,51610.0,51675.0,51714.0,51773.0,51804.0,51864.0,51921.0,51955.0,52007.0,52045.0,52108.0,52150.0,52194.0,52286.0,52339.0,52383.0,52428.0,52473.0,52522.0,52548.0,52674.0,52756.0,52877.0
5011697,57600.0,57642.0,57674.0,57705.0,57749.0,57794.0,57862.0,57938.0,58041.0,58091.0,58143.0,58204.0,58291.0,58374.0,58409.0,58480.0,58541.0,58618.0,58719.0,58757.0,58811.0,58869.0,58911.0,58943.0,59003.0,59040.0,59099.0,59130.0,59189.0,59253.0,59291.0,59344.0,59382.0,59438.0,59476.0,59523.0,59622.0,59679.0,59727.0,59767.0,59807.0,59862.0,59892.0,60016.0,60097.0,60216.0
5011699,65100.0,65135.0,65161.0,65184.0,65216.0,65248.0,65286.0,65329.0,65387.0,65415.0,65444.0,65477.0,65552.0,65622.0,65652.0,65704.0,65748.0,65804.0,65878.0,65911.0,65958.0,66008.0,66045.0,66073.0,66125.0,66155.0,66205.0,66231.0,66285.0,66335.0,66365.0,66409.0,66441.0,66502.0,66543.0,66586.0,66674.0,66723.0,66763.0,66798.0,66833.0,66872.0,66893.0,67014.0,67093.0,67208.0
5016068,24000.0,24032.0,24055.0,24076.0,24105.0,24134.0,24174.0,24219.0,24279.0,24308.0,24338.0,24374.0,24418.0,24475.0,24500.0,24549.0,24590.0,24642.0,24712.0,24745.0,24792.0,24842.0,24879.0,24907.0,24959.0,24991.0,25047.0,25076.0,25126.0,25177.0,25208.0,25263.0,25302.0,25371.0,25418.0,25467.0,25569.0,25626.0,25673.0,25723.0,25772.0,25837.0,25872.0,25982.0,26054.0,26159.0
5016070,30600.0,30640.0,30670.0,30707.0,30759.0,30813.0,30885.0,30966.0,31076.0,31129.0,31184.0,31248.0,31336.0,31469.0,31526.0,31613.0,31687.0,31780.0,31903.0,31944.0,32002.0,32064.0,32110.0,32145.0,32210.0,32250.0,32313.0,32345.0,32410.0,32480.0,32522.0,32587.0,32634.0,32716.0,32771.0,32834.0,32964.0,33033.0,33090.0,33145.0,33200.0,33264.0,33298.0,33411.0,33485.0,33593.0
5016072,38400.0,38445.0,38479.0,38509.0,38551.0,38596.0,38643.0,38695.0,38766.0,38801.0,38836.0,38878.0,38968.0,39044.0,39077.0,39143.0,39199.0,39270.0,39365.0,39407.0,39466.0,39529.0,39575.0,39610.0,39675.0,39714.0,39773.0,39804.0,39864.0,39921.0,39955.0,40007.0,40045.0,40108.0,40150.0,40194.0,40286.0,40339.0,40383.0,40428.0,40473.0,40522.0,40548.0,40674.0,40756.0,40877.0
5016073,49200.0,49245.0,49279.0,49309.0,49351.0,49396.0,49443.0,49495.0,49566.0,49601.0,49636.0,49678.0,49768.0,49844.0,49877.0,49943.0,49999.0,50070.0,50165.0,50207.0,50266.0,50329.0,50375.0,50410.0,50475.0,50514.0,50573.0,50604.0,50664.0,50721.0,50755.0,50807.0,50845.0,50908.0,50950.0,50994.0,51086.0,51139.0,51183.0,51228.0,51273.0,51322.0,51348.0,51474.0,51556.0,51677.0
5016076,66300.0,66335.0,66361.0,66384.0,66416.0,66448.0,66486.0,66529.0,66587.0,66615.0,66644.0,66677.0,66752.0,66822.0,66852.0,66904.0,66948.0,67004.0,67078.0,67111.0,67158.0,67208.0,67245.0,67273.0,67325.0,67355.0,67405.0,67431.0,67485.0,67535.0,67565.0,67609.0,67641.0,67702.0,67743.0,67786.0,67874.0,67923.0,67963.0,67998.0,68033.0,68072.0,68093.0,68214.0,68293.0,68408.0
5016078,72900.0,72928.0,72948.0,72969.0,72998.0,73028.0,73058.0,73092.0,73138.0,73160.0,73183.0,73209.0,73256.0,73296.0,73313.0,73352.0,73385.0,73427.0,73482.0,73510.0,73550.0,73593.0,73624.0,73648.0,73693.0,73720.0,73765.0,73789.0,73830.0,73871.0,73895.0,73928.0,73952.0,74000.0,74033.0,74072.0,74154.0,74194.0,74228.0,74257.0,74285.0,74318.0,74335.0,74435.0,74500.0,74596.0
5017210,23100.0,23132.0,23155.0,23176.0,23205.0,23234.0,23274.0,23319.0,23379.0,23408.0,23438.0,23474.0,23518.0,23575.0,23600.0,23649.0,23690.0,23742.0,23812.0,23845.0,23892.0,23942.0,23979.0,24007.0,24059.0,24091.0,24147.0,24176.0,24226.0,24277.0,24308.0,24363.0,24402.0,24471.0,24518.0,24567.0,24669.0,24726.0,24773.0,24823.0,24872.0,24937.0,24972.0,25082.0,25154.0,25259.0
5017212,28800.0,28828.0,28848.0,28874.0,28910.0,28947.0,29007.0,29074.0,29165.0,29209.0,29254.0,29308.0,29404.0,29503.0,29545.0,29615.0,29675.0,29751.0,29851.0,29898.0,29964.0,30034.0,30086.0,30125.0,30199.0,30244.0,30323.0,30364.0,30444.0,30517.0,30561.0,30648.0,30711.0,30813.0,30882.0,30962.0,31127.0,31224.0,31305.0,31385.0,31465.0,31559.0,31609.0,31737.0,31821.0,31944.0
5017214,42000.0,42045.0,42079.0,42109.0,42151.0,42196.0,42243.0,42295.0,42366.0,42401.0,42436.0,42478.0,42568.0,42644.0,42677.0,42743.0,42799.0,42870.0,42965.0,43007.0,43066.0,43129.0,43175.0,43210.0,43275.0,43314.0,43373.0,43404.0,43464.0,43521.0,43555.0,43607.0,43645.0,43708.0,43750.0,43794.0,43886.0,43939.0,43983.0,44028.0,44073.0,44122.0,44148.0,44274.0,44356.0,44477.0
5017217,55200.0,55242.0,55274.0,55305.0,55349.0,55394.0,55462.0,55538.0,55641.0,55691.0,55743.0,55804.0,55891.0,55974.0,56009.0,56080.0,56141.0,56218.0,56319.0,56357.0,56411.0,56469.0,56511.0,56543.0,56603.0,56640.0,56699.0,56730.0,56789.0,56853.0,56891.0,56944.0,56982.0,57038.0,57076.0,57123.0,57222.0,57279.0,57327.0,57367.0,57407.0,57462.0,57492.0,57616.0,57697.0,57816.0
5017219,63000.0,63035.0,63061.0,63088.0,63125.0,63164.0,63213.0,63268.0,63343.0,63379.0,63416.0,63461.0,63530.0,63597.0,63626.0,63682.0,63730.0,63790.0,63869.0,63905.0,63956.0,64010.0,64050.0,64080.0,64136.0,64170.0,64219.0,64244.0,64285.0,64340.0,64372.0,64420.0,64455.0,64512.0,64550.0,64587.0,64663.0,64717.0,64762.0,64802.0,64842.0,64872.0,64888.0,65023.0,65111.0,65241.0
5017252,29400.0,29426.0,29446.0,29476.0,29517.0,29560.0,29599.0,29643.0,29702.0,29731.0,29761.0,29796.0,29883.0,29943.0,29968.0,30037.0,30095.0,30169.0,30267.0,30312.0,30376.0,30444.0,30494.0,30532.0,30603.0,30648.0,30705.0,30734.0,30783.0,30848.0,30887.0,30942.0,30982.0,31037.0,31074.0,31125.0,31230.0,31278.0,31318.0,31350.0,31381.0,31442.0,31474.0,31574.0,31639.0,31735.0
5085459,47400.0,47432.0,47456.0,47487.0,47531.0,47576.0,47619.0,47667.0,47732.0,47764.0,47796.0,47834.0,47918.0,47986.0,48015.0,48070.0,48117.0,48176.0,48254.0,48290.0,48341.0,48396.0,48436.0,48466.0,48523.0,48559.0,48619.0,48650.0,48696.0,48747.0,48778.0,48825.0,48859.0,48921.0,48962.0,49000.0,49080.0,49134.0,49178.0,49237.0,49295.0,49342.0,49367.0,49480.0,49554.0,49661.0
5085461,54600.0,54622.0,54638.0,54674.0,54724.0,54776.0,54826.0,54882.0,54958.0,54995.0,55033.0,55076.0,55198.0,55260.0,55286.0,55345.0,55395.0,55458.0,55541.0,55596.0,55673.0,55755.0,55816.0,55862.0,55948.0,56001.0,56041.0,56061.0,56084.0,56145.0,56182.0,56231.0,56266.0,56316.0,56350.0,56393.0,56482.0,56532.0,56573.0,56622.0,56670.0,56728.0,56759.0,56861.0,56927.0,57024.0
5085463,61800.0,61863.0,61910.0,61933.0,61965.0,61997.0,62038.0,62084.0,62146.0,62176.0,62207.0,62243.0,62306.0,62368.0,62395.0,62464.0,62523.0,62597.0,62695.0,62732.0,62785.0,62841.0,62882.0,62913.0,62972.0,63008.0,63048.0,63069.0,63091.0,63133.0,63158.0,63202.0,63234.0,63280.0,63311.0,63349.0,63429.0,63475.0,63514.0,63563.0,63612.0,63652.0,63673.0,63804.0,63889.0,64014.0
5085465,69000.0,69033.0,69057.0,69082.0,69117.0,69154.0,69191.0,69233.0,69290.0,69318.0,69346.0,69379.0,69456.0,69518.0,69544.0,69604.0,69655.0,69719.0,69804.0,69827.0,69860.0,69895.0,69921.0,69940.0,69977.0,69999.0,70056.0,70085.0,70134.0,70182.0,70210.0,70247.0,70273.0,70342.0,70388.0,70441.0,70552.0,70594.0,70629.0,70674.0,70719.0,70742.0,70755.0,70847.0,70907.0,70995.0
5085467,74700.0,74733.0,74758.0,74782.0,74815.0,74849.0,74886.0,74927.0,74983.0,75010.0,75038.0,75072.0,75106.0,75149.0,75168.0,75208.0,75242.0,75285.0,75342.0,75370.0,75410.0,75453.0,75484.0,75508.0,75553.0,75581.0,75630.0,75655.0,75690.0,75728.0,75751.0,75785.0,75810.0,75850.0,75877.0,75907.0,75969.0,76013.0,76049.0,76083.0,76117.0,76159.0,76181.0,76263.0,76317.0,76396.0
5085469,80100.0,80133.0,80158.0,80182.0,80215.0,80249.0,80286.0,80327.0,80383.0,80410.0,80438.0,80472.0,80506.0,80549.0,80568.0,80608.0,80642.0,80685.0,80742.0,80770.0,80810.0,80853.0,80884.0,80908.0,80953.0,80981.0,81030.0,81055.0,81090.0,81128.0,81151.0,81185.0,81210.0,81250.0,81277.0,81307.0,81369.0,81413.0,81449.0,81483.0,81517.0,81559.0,81581.0,81663.0,81717.0,81796.0
5085627,29700.0,29738.0,29767.0,29803.0,29853.0,29905.0,29974.0,30052.0,30157.0,30208.0,30261.0,30323.0,30408.0,30536.0,30591.0,30675.0,30746.0,30836.0,30954.0,30994.0,31050.0,31110.0,31154.0,31187.0,31250.0,31288.0,31348.0,31379.0,31442.0,31510.0,31550.0,31613.0,31658.0,31737.0,31790.0,31850.0,31976.0,32042.0,32097.0,32150.0,32203.0,32264.0,32297.0,32406.0,32477.0,32581.0
5085629,37200.0,37244.0,37276.0,37305.0,37346.0,37389.0,37434.0,37484.0,37552.0,37585.0,37619.0,37660.0,37747.0,37821.0,37852.0,37916.0,37970.0,38039.0,38129.0,38169.0,38226.0,38286.0,38330.0,38364.0,38427.0,38465.0,38522.0,38552.0,38610.0,38665.0,38698.0,38749.0,38785.0,38845.0,38886.0,38929.0,39017.0,39068.0,39110.0,39154.0,39197.0,39244.0,39269.0,39390.0,39469.0,39585.0
5085631,44400.0,44444.0,44476.0,44505.0,44546.0,44589.0,44634.0,44684.0,44752.0,44785.0,44819.0,44860.0,44947.0,45021.0,45052.0,45116.0,45170.0,45239.0,45329.0,45369.0,45426.0,45486.0,45530.0,45564.0,45627.0,45665.0,45722.0,45752.0,45810.0,45865.0,45898.0,45949.0,45985.0,46045.0,46086.0,46129.0,46217.0,46268.0,46310.0,46354.0,46397.0,46444.0,46469.0,46590.0,46669.0,46785.0
5086319,60000.0,60049.0,60086.0,60113.0,60151.0,60191.0,60244.0,60304.0,60385.0,60424.0,60464.0,60512.0,60587.0,60662.0,60694.0,60754.0,60805.0,60869.0,60954.0,60990.0,61041.0,61095.0,61135.0,61165.0,61222.0,61258.0,61305.0,61329.0,61367.0,61412.0,61439.0,61483.0,61514.0,61574.0,61615.0,61657.0,61744.0,61794.0,61836.0,61876.0,61915.0,61957.0,61979.0,62111.0,62197.0,62324.0
5087041,53400.0,53422.0,53438.0,53474.0,53524.0,53576.0,53626.0,53682.0,53758.0,53795.0,53833.0,53876.0,53998.0,54060.0,54086.0,54145.0,54195.0,54258.0,54341.0,54396.0,54473.0,54555.0,54616.0,54662.0,54748.0,54801.0,54841.0,54861.0,54884.0,54945.0,54982.0,55031.0,55066.0,55116.0,55150.0,55193.0,55282.0,55332.0,55373.0,55422.0,55470.0,55528.0,55559.0,55661.0,55727.0,55824.0
5087043,60600.0,60663.0,60710.0,60733.0,60765.0,60797.0,60838.0,60884.0,60946.0,60976.0,61007.0,61043.0,61106.0,61168.0,61195.0,61264.0,61323.0,61397.0,61495.0,61532.0,61585.0,61641.0,61682.0,61713.0,61772.0,61808.0,61848.0,61869.0,61891.0,61933.0,61958.0,62002.0,62034.0,62080.0,62111.0,62149.0,62229.0,62275.0,62314.0,62363.0,62412.0,62452.0,62473.0,62604.0,62689.0,62814.0
5087045,67800.0,67833.0,67857.0,67882.0,67917.0,67954.0,67991.0,68033.0,68090.0,68118.0,68146.0,68179.0,68256.0,68318.0,68344.0,68404.0,68455.0,68519.0,68604.0,68627.0,68660.0,68695.0,68721.0,68740.0,68777.0,68799.0,68856.0,68885.0,68934.0,68982.0,69010.0,69047.0,69073.0,69142.0,69188.0,69241.0,69352.0,69394.0,69429.0,69474.0,69519.0,69542.0,69555.0,69647.0,69707.0,69795.0
5087228,26700.0,26726.0,26746.0,26771.0,26805.0,26841.0,26898.0,26963.0,27050.0,27093.0,27137.0,27188.0,27280.0,27375.0,27416.0,27484.0,27542.0,27615.0,27710.0,27755.0,27819.0,27887.0,27937.0,27975.0,28046.0,28088.0,28164.0,28203.0,28280.0,28351.0,28393.0,28477.0,28537.0,28635.0,28701.0,28778.0,28937.0,29030.0,29108.0,29185.0,29262.0,29352.0,29400.0,29523.0,29604.0,29722.0
5087230,33600.0,33626.0,33646.0,33675.0,33715.0,33756.0,33799.0,33847.0,33912.0,33944.0,33977.0,34015.0,34096.0,34172.0,34204.0,34266.0,34319.0,34386.0,34473.0,34511.0,34565.0,34623.0,34665.0,34697.0,34757.0,34794.0,34852.0,34882.0,34927.0,34980.0,35012.0,35055.0,35086.0,35144.0,35183.0,35228.0,35321.0,35369.0,35409.0,35456.0,35503.0,35556.0,35584.0,35697.0,35771.0,35880.0
5087232,40800.0,40844.0,40876.0,40905.0,40946.0,40989.0,41034.0,41084.0,41152.0,41185.0,41219.0,41260.0,41347.0,41421.0,41452.0,41516.0,41570.0,41639.0,41729.0,41769.0,41826.0,41886.0,41930.0,41964.0,42027.0,42065.0,42122.0,42152.0,42210.0,42265.0,42298.0,42349.0,42385.0,42445.0,42486.0,42529.0,42617.0,42668.0,42710.0,42754.0,42797.0,42844.0,42869.0,42990.0,43069.0,43185.0
5087233,51600.0,51634.0,51659.0,51690.0,51734.0,51779.0,51832.0,51892.0,51973.0,52012.0,52052.0,52100.0,52190.0,52302.0,52350.0,52420.0,52480.0,52556.0,52656.0,52701.0,52764.0,52831.0,52880.0,52917.0,52987.0,53031.0,53083.0,53110.0,53160.0,53222.0,53259.0,53310.0,53346.0,53403.0,53441.0,53483.0,53569.0,53617.0,53657.0,53696.0,53735.0,53788.0,53817.0,53947.0,54032.0,54155.0
5087235,58800.0,58849.0,58886.0,58913.0,58951.0,58991.0,59044.0,59104.0,59185.0,59224.0,59264.0,59312.0,59387.0,59462.0,59494.0,59554.0,59605.0,59669.0,59754.0,59790.0,59841.0,59895.0,59935.0,59965.0,60022.0,60058.0,60105.0,60129.0,60167.0,60212.0,60239.0,60283.0,60314.0,60374.0,60415.0,60457.0,60544.0,60594.0,60636.0,60676.0,60715.0,60757.0,60779.0,60911.0,60997.0,61124.0
5087237,67500.0,67534.0,67559.0,67581.0,67611.0,67643.0,67679.0,67720.0,67775.0,67802.0,67830.0,67863.0,67935.0,68002.0,68031.0,68081.0,68123.0,68177.0,68248.0,68280.0,68325.0,68373.0,68408.0,68435.0,68485.0,68514.0,68562.0,68587.0,68639.0,68687.0,68716.0,68759.0,68789.0,68848.0,68887.0,68928.0,69013.0,69060.0,69099.0,69133.0,69166.0,69204.0,69224.0,69340.0,69416.0,69527.0
5087239,74700.0,74726.0,74746.0,74766.0,74794.0,74823.0,74852.0,74884.0,74928.0,74949.0,74971.0,74997.0,75042.0,75081.0,75097.0,75135.0,75167.0,75207.0,75260.0,75287.0,75326.0,75367.0,75397.0,75420.0,75463.0,75489.0,75532.0,75555.0,75594.0,75634.0,75657.0,75689.0,75712.0,75759.0,75790.0,75828.0,75906.0,75945.0,75977.0,76005.0,76032.0,76063.0,76080.0,76176.0,76239.0,76331.0
5087241,80100.0,80126.0,80146.0,80166.0,80194.0,80223.0,80252.0,80284.0,80328.0,80349.0,80371.0,80397.0,80442.0,80481.0,80497.0,80535.0,80567.0,80607.0,80660.0,80687.0,80726.0,80767.0,80797.0,80820.0,80863.0,80889.0,80932.0,80955.0,80994.0,81034.0,81057.0,81089.0,81112.0,81159.0,81190.0,81228.0,81306.0,81345.0,81377.0,81405.0,81432.0,81463.0,81480.0,81576.0,81639.0,81731.0
5088423,22200.0,22228.0,22248.0,22273.0,22307.0,22343.0,22379.0,22419.0,22473.0,22499.0,22526.0,22559.0,22600.0,22664.0,22692.0,22738.0,22777.0,22826.0,22890.0,22916.0,22953.0,22993.0,23022.0,23044.0,23086.0,23112.0,23171.0,23201.0,23239.0,23283.0,23309.0,23352.0,23383.0,23451.0,23497.0,23546.0,23647.0,23692.0,23729.0,23763.0,23796.0,23857.0,23890.0,23989.0,24054.0,24149.0
5088425,28200.0,28226.0,28246.0,28271.0,28305.0,28341.0,28398.0,28463.0,28550.0,28593.0,28637.0,28688.0,28780.0,28875.0,28916.0,28984.0,29042.0,29115.0,29210.0,29255.0,29319.0,29387.0,29437.0,29475.0,29546.0,29588.0,29664.0,29703.0,29780.0,29851.0,29893.0,29977.0,30037.0,30135.0,30201.0,30278.0,30437.0,30530.0,30608.0,30685.0,30762.0,30852.0,30900.0,31023.0,31104.0,31222.0
5088427,36000.0,36026.0,36046.0,36075.0,36115.0,36156.0,36199.0,36247.0,36312.0,36344.0,36377.0,36415.0,36496.0,36572.0,36604.0,36666.0,36719.0,36786.0,36873.0,36911.0,36965.0,37023.0,37065.0,37097.0,37157.0,37194.0,37252.0,37282.0,37327.0,37380.0,37412.0,37455.0,37486.0,37544.0,37583.0,37628.0,37721.0,37769.0,37809.0,37856.0,37903.0,37956.0,37984.0,38097.0,38171.0,38280.0
5088429,43200.0,43244.0,43276.0,43305.0,43346.0,43389.0,43434.0,43484.0,43552.0,43585.0,43619.0,43660.0,43747.0,43821.0,43852.0,43916.0,43970.0,44039.0,44129.0,44169.0,44226.0,44286.0,44330.0,44364.0,44427.0,44465.0,44522.0,44552.0,44610.0,44665.0,44698.0,44749.0,44785.0,44845.0,44886.0,44929.0,45017.0,45068.0,45110.0,45154.0,45197.0,45244.0,45269.0,45390.0,45469.0,45585.0
5088431,50400.0,50444.0,50476.0,50505.0,50546.0,50589.0,50634.0,50684.0,50752.0,50785.0,50819.0,50860.0,50947.0,51021.0,51052.0,51116.0,51170.0,51239.0,51329.0,51369.0,51426.0,51486.0,51530.0,51564.0,51627.0,51665.0,51722.0,51752.0,51810.0,51865.0,51898.0,51949.0,51985.0,52045.0,52086.0,52129.0,52217.0,52268.0,52310.0,52354.0,52397.0,52444.0,52469.0,52590.0,52669.0,52785.0
5088433,57600.0,57641.0,57671.0,57701.0,57743.0,57786.0,57851.0,57924.0,58023.0,58071.0,58121.0,58180.0,58264.0,58343.0,58377.0,58446.0,58504.0,58578.0,58675.0,58712.0,58764.0,58819.0,58860.0,58891.0,58949.0,58984.0,59041.0,59071.0,59128.0,59189.0,59226.0,59277.0,59314.0,59368.0,59404.0,59449.0,59544.0,59599.0,59645.0,59684.0,59722.0,59775.0,59804.0,59924.0,60002.0,60116.0
5088435,65100.0,65134.0,65159.0,65181.0,65211.0,65243.0,65279.0,65320.0,65375.0,65402.0,65430.0,65463.0,65535.0,65602.0,65631.0,65681.0,65723.0,65777.0,65848.0,65880.0,65925.0,65973.0,66008.0,66035.0,66085.0,66114.0,66162.0,66187.0,66239.0,66287.0,66316.0,66359.0,66389.0,66448.0,66487.0,66528.0,66613.0,66660.0,66699.0,66733.0,66766.0,66804.0,66824.0,66940.0,67016.0,67127.0
5088651,30000.0,30050.0,30087.0,30106.0,30133.0,30162.0,30201.0,30245.0,30304.0,30333.0,30363.0,30398.0,30479.0,30536.0,30561.0,30614.0,30659.0,30716.0,30790.0,30829.0,30885.0,30944.0,30987.0,31020.0,31082.0,31120.0,31173.0,31201.0,31270.0,31321.0,31351.0,31393.0,31423.0,31480.0,31518.0,31555.0,31633.0,31684.0,31727.0,31766.0,31805.0,31860.0,31890.0,31978.0,32036.0,32120.0
5088653,35100.0,35134.0,35160.0,35187.0,35225.0,35264.0,35299.0,35338.0,35391.0,35417.0,35444.0,35475.0,35561.0,35637.0,35669.0,35727.0,35776.0,35838.0,35920.0,35969.0,36038.0,36111.0,36165.0,36206.0,36283.0,36330.0,36381.0,36407.0,36493.0,36554.0,36590.0,36624.0,36649.0,36694.0,36724.0,36761.0,36837.0,36894.0,36942.0,36976.0,37009.0,37052.0,37075.0,37169.0,37230.0,37320.0
5088655,40500.0,40532.0,40556.0,40587.0,40631.0,40676.0,40719.0,40767.0,40832.0,40864.0,40896.0,40934.0,41018.0,41086.0,41115.0,41170.0,41217.0,41276.0,41354.0,41390.0,41441.0,41496.0,41536.0,41566.0,41623.0,41659.0,41719.0,41750.0,41796.0,41847.0,41878.0,41925.0,41959.0,42021.0,42062.0,42100.0,42180.0,42234.0,42278.0,42337.0,42395.0,42442.0,42467.0,42580.0,42654.0,42761.0
5088657,51000.0,51032.0,51056.0,51087.0,51131.0,51176.0,51219.0,51267.0,51332.0,51364.0,51396.0,51434.0,51518.0,51586.0,51615.0,51670.0,51717.0,51776.0,51854.0,51890.0,51941.0,51996.0,52036.0,52066.0,52123.0,52159.0,52219.0,52250.0,52296.0,52347.0,52378.0,52425.0,52459.0,52521.0,52562.0,52600.0,52680.0,52734.0,52778.0,52837.0,52895.0,52942.0,52967.0,53080.0,53154.0,53261.0
5088659,58200.0,58236.0,58262.0,58291.0,58331.0,58373.0,58426.0,58486.0,58567.0,58606.0,58646.0,58693.0,58769.0,58836.0,58864.0,58928.0,58982.0,59051.0,59142.0,59175.0,59222.0,59272.0,59309.0,59337.0,59390.0,59423.0,59489.0,59523.0,59605.0,59659.0,59691.0,59755.0,59800.0,59846.0,59877.0,59921.0,60011.0,60054.0,60089.0,60143.0,60196.0,60254.0,60285.0,60405.0,60483.0,60598.0
5088661,65400.0,65436.0,65462.0,65488.0,65525.0,65563.0,65612.0,65667.0,65742.0,65778.0,65815.0,65859.0,65933.0,66012.0,66046.0,66100.0,66146.0,66204.0,66279.0,66313.0,66360.0,66411.0,66448.0,66476.0,66529.0,66561.0,66625.0,66658.0,66732.0,66789.0,66823.0,66863.0,66891.0,66958.0,67004.0,67058.0,67171.0,67226.0,67272.0,67334.0,67395.0,67439.0,67463.0,67589.0,67671.0,67792.0
5088663,72900.0,72933.0,72958.0,72982.0,73015.0,73049.0,73086.0,73127.0,73183.0,73210.0,73238.0,73272.0,73306.0,73349.0,73368.0,73408.0,73442.0,73485.0,73542.0,73570.0,73610.0,73653.0,73684.0,73708.0,73753.0,73781.0,73830.0,73855.0,73890.0,73928.0,73951.0,73985.0,74010.0,74050.0,74077.0,74107.0,74169.0,74213.0,74249.0,74283.0,74317.0,74359.0,74381.0,74463.0,74517.0,74596.0
5088665,78300.0,78333.0,78358.0,78382.0,78415.0,78449.0,78486.0,78527.0,78583.0,78610.0,78638.0,78672.0,78706.0,78749.0,78768.0,78808.0,78842.0,78885.0,78942.0,78970.0,79010.0,79053.0,79084.0,79108.0,79153.0,79181.0,79230.0,79255.0,79290.0,79328.0,79351.0,79385.0,79410.0,79450.0,79477.0,79507.0,79569.0,79613.0,79649.0,79683.0,79717.0,79759.0,79781.0,79863.0,79917.0,79996.0
5091309,25800.0,25830.0,25853.0,25873.0,25901.0,25929.0,25967.0,26010.0,26068.0,26096.0,26125.0,26160.0,26202.0,26257.0,26281.0,26328.0,26368.0,26418.0,26485.0,26517.0,26562.0,26610.0,26645.0,26672.0,26722.0,26753.0,26807.0,26835.0,26883.0,26933.0,26962.0,27014.0,27052.0,27119.0,27164.0,27211.0,27309.0,27364.0,27409.0,27457.0,27504.0,27567.0,27600.0,27706.0,27775.0,27876.0
5091311,32400.0,32438.0,32467.0,32503.0,32553.0,32605.0,32674.0,32752.0,32857.0,32908.0,32961.0,33023.0,33108.0,33236.0,33291.0,33375.0,33446.0,33536.0,33654.0,33694.0,33750.0,33810.0,33854.0,33887.0,33950.0,33988.0,34048.0,34079.0,34142.0,34210.0,34250.0,34313.0,34358.0,34437.0,34490.0,34550.0,34676.0,34742.0,34797.0,34850.0,34903.0,34964.0,34997.0,35106.0,35177.0,35281.0
5091313,39600.0,39644.0,39676.0,39705.0,39746.0,39789.0,39834.0,39884.0,39952.0,39985.0,40019.0,40060.0,40147.0,40221.0,40252.0,40316.0,40370.0,40439.0,40529.0,40569.0,40626.0,40686.0,40730.0,40764.0,40827.0,40865.0,40922.0,40952.0,41010.0,41065.0,41098.0,41149.0,41185.0,41245.0,41286.0,41329.0,41417.0,41468.0,41510.0,41554.0,41597.0,41644.0,41669.0,41790.0,41869.0,41985.0
5091315,46800.0,46844.0,46876.0,46905.0,46946.0,46989.0,47034.0,47084.0,47152.0,47185.0,47219.0,47260.0,47347.0,47421.0,47452.0,47516.0,47570.0,47639.0,47729.0,47769.0,47826.0,47886.0,47930.0,47964.0,48027.0,48065.0,48122.0,48152.0,48210.0,48265.0,48298.0,48349.0,48385.0,48445.0,48486.0,48529.0,48617.0,48668.0,48710.0,48754.0,48797.0,48844.0,48869.0,48990.0,49069.0,49185.0
5091317,54000.0,54034.0,54059.0,54090.0,54134.0,54179.0,54232.0,54292.0,54373.0,54412.0,54452.0,54500.0,54590.0,54702.0,54750.0,54820.0,54880.0,54956.0,55056.0,55101.0,55164.0,55231.0,55280.0,55317.0,55387.0,55431.0,55483.0,55510.0,55560.0,55622.0,55659.0,55710.0,55746.0,55803.0,55841.0,55883.0,55969.0,56017.0,56057.0,56096.0,56135.0,56188.0,56217.0,56347.0,56432.0,56555.0
5091319,62100.0,62134.0,62159.0,62185.0,62221.0,62258.0,62305.0,62358.0,62430.0,62465.0,62501.0,62544.0,62610.0,62674.0,62702.0,62756.0,62802.0,62860.0,62936.0,62970.0,63019.0,63071.0,63109.0,63138.0,63192.0,63225.0,63272.0,63296.0,63335.0,63388.0,63419.0,63466.0,63499.0,63553.0,63590.0,63625.0,63699.0,63751.0,63794.0,63833.0,63871.0,63900.0,63915.0,64045.0,64130.0,64254.0
5091321,69600.0,69634.0,69659.0,69681.0,69711.0,69743.0,69779.0,69820.0,69875.0,69902.0,69930.0,69963.0,70035.0,70102.0,70131.0,70181.0,70223.0,70277.0,70348.0,70380.0,70425.0,70473.0,70508.0,70535.0,70585.0,70614.0,70662.0,70687.0,70739.0,70787.0,70816.0,70859.0,70889.0,70948.0,70987.0,71028.0,71113.0,71160.0,71199.0,71233.0,71266.0,71304.0,71324.0,71440.0,71516.0,71627.0
