tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
5010230,27000.0,27092.0,27133.0,27158.0,27244.0,27309.0,27401.0,27435.0,27539.0,27659.0,27736.0,27830.0,27871.0,27937.0,28050.0,28124.0,28307.0,28552.0,28716.0,28830.0,28908.0,29006.0,29080.0,29153.0,29224.0,29272.0,29434.0,29581.0,29640.0,29707.0,29743.0,29831.0,29879.0,29903.0,29939.0,29987.0,30020.0,30054.0,30099.0,30140.0,30166.0,30232.0,30366.0,30442.0,30528.0,30572.0,30619.0
5010411,29700.0,29769.0,29800.0,29819.0,29884.0,29917.0,29964.0,29981.0,30034.0,30096.0,30136.0,30185.0,30214.0,30260.0,30368.0,30439.0,30619.0,30794.0,30912.0,30994.0,31050.0,31091.0,31122.0,31168.0,31215.0,31246.0,31353.0,31443.0,31483.0,31529.0,31550.0,31601.0,31628.0,31648.0,31678.0,31722.0,31752.0,31783.0,31824.0,31861.0,31885.0,31927.0,32012.0,32065.0,32125.0,32156.0,32189.0
5010413,37200.0,37266.0,37295.0,37313.0,37376.0,37417.0,37475.0,37497.0,37563.0,37640.0,37689.0,37749.0,37789.0,37852.0,37963.0,38035.0,38218.0,38429.0,38571.0,38670.0,38737.0,38837.0,38912.0,38999.0,39053.0,39089.0,39213.0,39330.0,39368.0,39411.0,39439.0,39508.0,39545.0,39569.0,39605.0,39652.0,39684.0,39716.0,39760.0,39799.0,39824.0,39865.0,39949.0,40008.0,40075.0,40110.0,40146.0
5010415,45300.0,45375.0,45408.0,45429.0,45500.0,45546.0,45612.0,45636.0,45710.0,45797.0,45852.0,45921.0,45958.0,46016.0,46140.0,46221.0,46428.0,46706.0,46892.0,47022.0,47111.0,47219.0,47300.0,47400.0,47471.0,47518.0,47678.0,47803.0,47856.0,47915.0,47939.0,47998.0,48029.0,48056.0,48098.0,48152.0,48189.0,48227.0,48277.0,48323.0,48351.0,48406.0,48517.0,48581.0,48654.0,48692.0,48731.0
5010419,61500.0,61562.0,61590.0,61607.0,61665.0,61705.0,61762.0,61783.0,61847.0,61921.0,61968.0,62026.0,62055.0,62102.0,62245.0,62339.0,62523.0,62762.0,62922.0,63034.0,63111.0,63201.0,63268.0,63361.0,63413.0,63448.0,63566.0,63676.0,63725.0,63781.0,63801.0,63851.0,63878.0,63904.0,63944.0,63992.0,64025.0,64059.0,64104.0,64145.0,64171.0,64227.0,64341.0,64408.0,64484.0,64523.0,64563.0
5010919,63000.0,63068.0,63098.0,63117.0,63182.0,63226.0,63289.0,63312.0,63383.0,63465.0,63518.0,63582.0,63611.0,63656.0,63774.0,63852.0,64044.0,64337.0,64534.0,64671.0,64765.0,64860.0,64932.0,65020.0,65085.0,65128.0,65275.0,65391.0,65442.0,65500.0,65525.0,65588.0,65622.0,65646.0,65683.0,65731.0,65764.0,65797.0,65842.0,65883.0,65908.0,65967.0,66088.0,66153.0,66227.0,66265.0,66305.0
5011230,24600.0,24657.0,24682.0,24698.0,24751.0,24796.0,24860.0,24884.0,24956.0,25039.0,25092.0,25157.0,25193.0,25251.0,25354.0,25421.0,25580.0,25762.0,25884.0,25969.0,26028.0,26120.0,26189.0,26247.0,26303.0,26340.0,26466.0,26587.0,26632.0,26683.0,26705.0,26760.0,26790.0,26810.0,26841.0,26878.0,26903.0,26929.0,26964.0,26996.0,27017.0,27073.0,27188.0,27238.0,27295.0,27325.0,27356.0
5011232,33000.0,33109.0,33157.0,33187.0,33290.0,33345.0,33423.0,33452.0,33540.0,33642.0,33707.0,33785.0,33829.0,33900.0,34036.0,34125.0,34352.0,34644.0,34840.0,34976.0,35069.0,35167.0,35241.0,35329.0,35400.0,35448.0,35610.0,35735.0,35774.0,35818.0,35841.0,35897.0,35927.0,35949.0,35984.0,36031.0,36063.0,36096.0,36140.0,36180.0,36204.0,36258.0,36367.0,36430.0,36501.0,36538.0,36576.0
5011234,41400.0,41468.0,41498.0,41517.0,41582.0,41622.0,41679.0,41700.0,41764.0,41839.0,41887.0,41945.0,41979.0,42033.0,42168.0,42256.0,42457.0,42710.0,42880.0,42998.0,43079.0,43183.0,43261.0,43357.0,43432.0,43482.0,43652.0,43786.0,43841.0,43904.0,43932.0,44001.0,44038.0,44062.0,44100.0,44152.0,44187.0,44223.0,44271.0,44315.0,44342.0,44397.0,44510.0,44587.0,44675.0,44720.0,44767.0
5011236,49800.0,49868.0,49898.0,49917.0,49982.0,50022.0,50079.0,50100.0,50164.0,50239.0,50287.0,50345.0,50379.0,50433.0,50568.0,50656.0,50857.0,51110.0,51280.0,51398.0,51479.0,51583.0,51661.0,51757.0,51832.0,51882.0,52052.0,52186.0,52241.0,52304.0,52332.0,52401.0,52438.0,52462.0,52500.0,52552.0,52587.0,52623.0,52671.0,52715.0,52742.0,52797.0,52910.0,52987.0,53075.0,53120.0,53167.0
5011238,58800.0,58864.0,58892.0,58910.0,58970.0,59011.0,59070.0,59092.0,59158.0,59235.0,59284.0,59345.0,59377.0,59428.0,59535.0,59605.0,59790.0,60090.0,60291.0,60431.0,60528.0,60631.0,60709.0,60801.0,60874.0,60923.0,61090.0,61216.0,61296.0,61386.0,61414.0,61483.0,61520.0,61544.0,61580.0,61633.0,61669.0,61706.0,61755.0,61800.0,61827.0,61883.0,61998.0,62062.0,62135.0,62172.0,62211.0
5011240,68400.0,68457.0,68482.0,68498.0,68551.0,68588.0,68641.0,68660.0,68719.0,68788.0,68832.0,68886.0,68915.0,68961.0,69075.0,69149.0,69321.0,69556.0,69713.0,69823.0,69898.0,69978.0,70038.0,70113.0,70170.0,70208.0,70339.0,70454.0,70501.0,70555.0,70577.0,70632.0,70663.0,70687.0,70723.0,70770.0,70802.0,70835.0,70879.0,70919.0,70944.0,70997.0,71105.0,71163.0,71229.0,71263.0,71300.0
5012058,35700.0,35766.0,35795.0,35813.0,35876.0,35917.0,35975.0,35997.0,36063.0,36140.0,36189.0,36249.0,36289.0,36352.0,36463.0,36535.0,36718.0,36929.0,37071.0,37170.0,37237.0,37337.0,37412.0,37499.0,37553.0,37589.0,37713.0,37830.0,37868.0,37911.0,37939.0,38008.0,38045.0,38069.0,38105.0,38152.0,38184.0,38216.0,38260.0,38299.0,38324.0,38365.0,38449.0,38508.0,38575.0,38610.0,38646.0
5012060,43500.0,43575.0,43608.0,43629.0,43700.0,43746.0,43812.0,43836.0,43910.0,43997.0,44052.0,44121.0,44158.0,44216.0,44340.0,44421.0,44628.0,44906.0,45092.0,45222.0,45311.0,45419.0,45500.0,45600.0,45671.0,45718.0,45878.0,46003.0,46056.0,46115.0,46139.0,46198.0,46229.0,46256.0,46298.0,46352.0,46389.0,46427.0,46477.0,46523.0,46551.0,46606.0,46717.0,46781.0,46854.0,46892.0,46931.0
5012236,27000.0,27069.0,27100.0,27119.0,27184.0,27217.0,27264.0,27281.0,27334.0,27396.0,27436.0,27485.0,27514.0,27560.0,27668.0,27739.0,27919.0,28094.0,28212.0,28294.0,28350.0,28391.0,28422.0,28468.0,28515.0,28546.0,28653.0,28743.0,28783.0,28829.0,28850.0,28901.0,28928.0,28948.0,28978.0,29022.0,29052.0,29083.0,29124.0,29161.0,29185.0,29227.0,29312.0,29365.0,29425.0,29456.0,29489.0
5012238,34200.0,34266.0,34295.0,34313.0,34376.0,34417.0,34475.0,34497.0,34563.0,34640.0,34689.0,34749.0,34789.0,34852.0,34963.0,35035.0,35218.0,35429.0,35571.0,35670.0,35737.0,35837.0,35912.0,35999.0,36053.0,36089.0,36213.0,36330.0,36368.0,36411.0,36439.0,36508.0,36545.0,36569.0,36605.0,36652.0,36684.0,36716.0,36760.0,36799.0,36824.0,36865.0,36949.0,37008.0,37075.0,37110.0,37146.0
5012240,41700.0,41775.0,41808.0,41829.0,41900.0,41946.0,42012.0,42036.0,42110.0,42197.0,42252.0,42321.0,42358.0,42416.0,42540.0,42621.0,42828.0,43106.0,43292.0,43422.0,43511.0,43619.0,43700.0,43800.0,43871.0,43918.0,44078.0,44203.0,44256.0,44315.0,44339.0,44398.0,44429.0,44456.0,44498.0,44552.0,44589.0,44627.0,44677.0,44723.0,44751.0,44806.0,44917.0,44981.0,45054.0,45092.0,45131.0
5012242,49800.0,49875.0,49908.0,49929.0,50000.0,50046.0,50112.0,50136.0,50210.0,50297.0,50352.0,50421.0,50458.0,50516.0,50640.0,50721.0,50928.0,51206.0,51392.0,51522.0,51611.0,51719.0,51800.0,51900.0,51971.0,52018.0,52178.0,52303.0,52356.0,52415.0,52439.0,52498.0,52529.0,52556.0,52598.0,52652.0,52689.0,52727.0,52777.0,52823.0,52851.0,52906.0,53017.0,53081.0,53154.0,53192.0,53231.0
5012244,57900.0,57974.0,58007.0,58027.0,58096.0,58141.0,58204.0,58227.0,58298.0,58381.0,58434.0,58500.0,58538.0,58598.0,58707.0,58779.0,58966.0,59229.0,59406.0,59529.0,59613.0,59737.0,59830.0,59921.0,59984.0,60026.0,60168.0,60281.0,60319.0,60362.0,60382.0,60432.0,60460.0,60482.0,60516.0,60562.0,60593.0,60625.0,60668.0,60707.0,60732.0,60787.0,60900.0,60964.0,61037.0,61075.0,61115.0
5012246,66000.0,66059.0,66085.0,66101.0,66157.0,66197.0,66253.0,66274.0,66338.0,66412.0,66459.0,66516.0,66548.0,66598.0,66683.0,66738.0,66942.0,67230.0,67423.0,67558.0,67650.0,67743.0,67812.0,67893.0,67954.0,67995.0,68135.0,68251.0,68304.0,68363.0,68388.0,68450.0,68484.0,68507.0,68543.0,68591.0,68624.0,68658.0,68703.0,68744.0,68770.0,68825.0,68937.0,69002.0,69076.0,69114.0,69155.0
5012454,23400.0,23457.0,23482.0,23498.0,23551.0,23596.0,23660.0,23684.0,23756.0,23839.0,23892.0,23957.0,23993.0,24051.0,24154.0,24221.0,24380.0,24562.0,24684.0,24769.0,24828.0,24920.0,24989.0,25047.0,25103.0,25140.0,25266.0,25387.0,25432.0,25483.0,25505.0,25560.0,25590.0,25610.0,25641.0,25678.0,25703.0,25729.0,25764.0,25796.0,25817.0,25873.0,25988.0,26038.0,26095.0,26125.0,26156.0
5012456,31200.0,31309.0,31357.0,31387.0,31490.0,31545.0,31623.0,31652.0,31740.0,31842.0,31907.0,31985.0,32029.0,32100.0,32236.0,32325.0,32552.0,32844.0,33040.0,33176.0,33269.0,33367.0,33441.0,33529.0,33600.0,33648.0,33810.0,33935.0,33974.0,34018.0,34041.0,34097.0,34127.0,34149.0,34184.0,34231.0,34263.0,34296.0,34340.0,34380.0,34404.0,34458.0,34567.0,34630.0,34701.0,34738.0,34776.0
5012458,39600.0,39672.0,39704.0,39724.0,39792.0,39834.0,39894.0,39916.0,39983.0,40061.0,40111.0,40172.0,40210.0,40270.0,40406.0,40495.0,40714.0,40978.0,41155.0,41278.0,41362.0,41460.0,41534.0,41622.0,41694.0,41742.0,41906.0,42031.0,42080.0,42135.0,42159.0,42218.0,42249.0,42273.0,42310.0,42360.0,42394.0,42429.0,42475.0,42517.0,42543.0,42601.0,42720.0,42784.0,42856.0,42893.0,42932.0
5012460,48000.0,48068.0,48098.0,48117.0,48182.0,48222.0,48279.0,48300.0,48364.0,48439.0,48487.0,48545.0,48579.0,48633.0,48768.0,48856.0,49057.0,49310.0,49480.0,49598.0,49679.0,49783.0,49861.0,49957.0,50032.0,50082.0,50252.0,50386.0,50441.0,50504.0,50532.0,50601.0,50638.0,50662.0,50700.0,50752.0,50787.0,50823.0,50871.0,50915.0,50942.0,50997.0,51110.0,51187.0,51275.0,51320.0,51367.0
5012462,56400.0,56471.0,56503.0,56523.0,56589.0,56629.0,56685.0,56706.0,56770.0,56844.0,56891.0,56949.0,56983.0,57036.0,57158.0,57238.0,57434.0,57706.0,57888.0,58015.0,58102.0,58193.0,58262.0,58363.0,58438.0,58488.0,58660.0,58803.0,58869.0,58944.0,58974.0,59048.0,59088.0,59112.0,59149.0,59200.0,59235.0,59270.0,59317.0,59360.0,59388.0,59451.0,59578.0,59649.0,59730.0,59772.0,59815.0
5012464,66000.0,66057.0,66082.0,66098.0,66151.0,66188.0,66241.0,66260.0,66319.0,66388.0,66432.0,66486.0,66515.0,66561.0,66675.0,66749.0,66921.0,67156.0,67313.0,67423.0,67498.0,67578.0,67638.0,67713.0,67770.0,67808.0,67939.0,68054.0,68101.0,68155.0,68177.0,68232.0,68263.0,68287.0,68323.0,68370.0,68402.0,68435.0,68479.0,68519.0,68544.0,68597.0,68705.0,68763.0,68829.0,68863.0,68900.0
5012466,74400.0,74446.0,74467.0,74480.0,74523.0,74554.0,74597.0,74613.0,74662.0,74719.0,74755.0,74800.0,74824.0,74863.0,74970.0,75040.0,75212.0,75420.0,75559.0,75656.0,75723.0,75802.0,75862.0,75918.0,75968.0,76001.0,76116.0,76215.0,76256.0,76303.0,76323.0,76373.0,76401.0,76426.0,76464.0,76511.0,76543.0,76576.0,76620.0,76660.0,76684.0,76731.0,76827.0,76877.0,76934.0,76963.0,76993.0
5012468,81900.0,81946.0,81967.0,81980.0,82023.0,82054.0,82097.0,82113.0,82162.0,82219.0,82255.0,82300.0,82324.0,82363.0,82470.0,82540.0,82712.0,82920.0,83059.0,83156.0,83223.0,83302.0,83362.0,83418.0,83468.0,83501.0,83616.0,83715.0,83756.0,83803.0,83823.0,83873.0,83901.0,83926.0,83964.0,84011.0,84043.0,84076.0,84120.0,84160.0,84184.0,84231.0,84327.0,84377.0,84434.0,84463.0,84493.0
5012750,67800.0,67859.0,67885.0,67901.0,67957.0,67997.0,68053.0,68074.0,68138.0,68212.0,68259.0,68316.0,68348.0,68398.0,68483.0,68538.0,68742.0,69030.0,69223.0,69358.0,69450.0,69543.0,69612.0,69693.0,69754.0,69795.0,69935.0,70051.0,70104.0,70163.0,70188.0,70250.0,70284.0,70307.0,70343.0,70391.0,70424.0,70458.0,70503.0,70544.0,70570.0,70625.0,70737.0,70802.0,70876.0,70914.0,70955.0
5012897,67200.0,67245.0,67265.0,67278.0,67321.0,67353.0,67398.0,67415.0,67466.0,67525.0,67563.0,67609.0,67636.0,67680.0,67757.0,67807.0,68007.0,68208.0,68343.0,68437.0,68502.0,68575.0,68629.0,68691.0,68746.0,68783.0,68909.0,68999.0,69036.0,69078.0,69095.0,69138.0,69162.0,69186.0,69222.0,69268.0,69299.0,69331.0,69374.0,69413.0,69437.0,69480.0,69569.0,69615.0,69667.0,69694.0,69723.0
5017057,26400.0,26492.0,26533.0,26558.0,26644.0,26709.0,26801.0,26835.0,26939.0,27059.0,27136.0,27230.0,27271.0,27337.0,27450.0,27524.0,27707.0,27952.0,28116.0,28230.0,28308.0,28406.0,28480.0,28553.0,28624.0,28672.0,28834.0,28981.0,29040.0,29107.0,29143.0,29231.0,29279.0,29303.0,29339.0,29387.0,29420.0,29454.0,29499.0,29540.0,29566.0,29632.0,29766.0,29842.0,29928.0,29972.0,30019.0
5017059,34800.0,34872.0,34904.0,34924.0,34992.0,35034.0,35094.0,35116.0,35183.0,35261.0,35311.0,35372.0,35410.0,35470.0,35606.0,35695.0,35914.0,36178.0,36355.0,36478.0,36562.0,36660.0,36734.0,36822.0,36894.0,36942.0,37106.0,37231.0,37280.0,37335.0,37359.0,37418.0,37449.0,37473.0,37510.0,37560.0,37594.0,37629.0,37675.0,37717.0,37743.0,37801.0,37920.0,37984.0,38056.0,38093.0,38132.0
5017061,43200.0,43268.0,43298.0,43317.0,43382.0,43422.0,43479.0,43500.0,43564.0,43639.0,43687.0,43745.0,43779.0,43833.0,43968.0,44056.0,44257.0,44510.0,44680.0,44798.0,44879.0,44983.0,45061.0,45157.0,45232.0,45282.0,45452.0,45586.0,45641.0,45704.0,45732.0,45801.0,45838.0,45862.0,45900.0,45952.0,45987.0,46023.0,46071.0,46115.0,46142.0,46197.0,46310.0,46387.0,46475.0,46520.0,46567.0
5017064,60600.0,60664.0,60692.0,60710.0,60770.0,60811.0,60870.0,60892.0,60958.0,61035.0,61084.0,61145.0,61177.0,61228.0,61335.0,61405.0,61590.0,61890.0,62091.0,62231.0,62328.0,62431.0,62509.0,62601.0,62674.0,62723.0,62890.0,63016.0,63096.0,63186.0,63214.0,63283.0,63320.0,63344.0,63380.0,63433.0,63469.0,63506.0,63555.0,63600.0,63627.0,63683.0,63798.0,63862.0,63935.0,63972.0,64011.0
5017073,30600.0,30709.0,30757.0,30787.0,30890.0,30945.0,31023.0,31052.0,31140.0,31242.0,31307.0,31385.0,31429.0,31500.0,31636.0,31725.0,31952.0,32244.0,32440.0,32576.0,32669.0,32767.0,32841.0,32929.0,33000.0,33048.0,33210.0,33335.0,33374.0,33418.0,33441.0,33497.0,33527.0,33549.0,33584.0,33631.0,33663.0,33696.0,33740.0,33780.0,33804.0,33858.0,33967.0,34030.0,34101.0,34138.0,34176.0
5017075,39000.0,39072.0,39104.0,39124.0,39192.0,39234.0,39294.0,39316.0,39383.0,39461.0,39511.0,39572.0,39610.0,39670.0,39806.0,39895.0,40114.0,40378.0,40555.0,40678.0,40762.0,40860.0,40934.0,41022.0,41094.0,41142.0,41306.0,41431.0,41480.0,41535.0,41559.0,41618.0,41649.0,41673.0,41710.0,41760.0,41794.0,41829.0,41875.0,41917.0,41943.0,42001.0,42120.0,42184.0,42256.0,42293.0,42332.0
5017077,47400.0,47468.0,47498.0,47517.0,47582.0,47622.0,47679.0,47700.0,47764.0,47839.0,47887.0,47945.0,47979.0,48033.0,48168.0,48256.0,48457.0,48710.0,48880.0,48998.0,49079.0,49183.0,49261.0,49357.0,49432.0,49482.0,49652.0,49786.0,49841.0,49904.0,49932.0,50001.0,50038.0,50062.0,50100.0,50152.0,50187.0,50223.0,50271.0,50315.0,50342.0,50397.0,50510.0,50587.0,50675.0,50720.0,50767.0
5017079,55800.0,55871.0,55903.0,55923.0,55989.0,56029.0,56085.0,56106.0,56170.0,56244.0,56291.0,56349.0,56383.0,56436.0,56558.0,56638.0,56834.0,57106.0,57288.0,57415.0,57502.0,57593.0,57662.0,57763.0,57838.0,57888.0,58060.0,58203.0,58269.0,58344.0,58374.0,58448.0,58488.0,58512.0,58549.0,58600.0,58635.0,58670.0,58717.0,58760.0,58788.0,58851.0,58978.0,59049.0,59130.0,59172.0,59215.0
5017081,65400.0,65468.0,65498.0,65517.0,65582.0,65626.0,65689.0,65712.0,65783.0,65865.0,65918.0,65982.0,66011.0,66056.0,66174.0,66252.0,66444.0,66737.0,66934.0,67071.0,67165.0,67260.0,67332.0,67420.0,67485.0,67528.0,67675.0,67791.0,67842.0,67900.0,67925.0,67988.0,68022.0,68046.0,68083.0,68131.0,68164.0,68197.0,68242.0,68283.0,68308.0,68367.0,68488.0,68553.0,68627.0,68665.0,68705.0
5017248,51600.0,51684.0,51721.0,51744.0,51824.0,51863.0,51919.0,51940.0,52003.0,52076.0,52123.0,52181.0,52216.0,52271.0,52395.0,52476.0,52679.0,52927.0,53093.0,53209.0,53289.0,53375.0,53440.0,53527.0,53602.0,53652.0,53823.0,53952.0,54011.0,54078.0,54106.0,54175.0,54213.0,54236.0,54271.0,54323.0,54358.0,54394.0,54442.0,54486.0,54514.0,54573.0,54694.0,54775.0,54867.0,54914.0,54964.0
5017915,31800.0,31909.0,31957.0,31987.0,32090.0,32145.0,32223.0,32252.0,32340.0,32442.0,32507.0,32585.0,32629.0,32700.0,32836.0,32925.0,33152.0,33444.0,33640.0,33776.0,33869.0,33967.0,34041.0,34129.0,34200.0,34248.0,34410.0,34535.0,34574.0,34618.0,34641.0,34697.0,34727.0,34749.0,34784.0,34831.0,34863.0,34896.0,34940.0,34980.0,35004.0,35058.0,35167.0,35230.0,35301.0,35338.0,35376.0
5017917,40200.0,40272.0,40304.0,40324.0,40392.0,40434.0,40494.0,40516.0,40583.0,40661.0,40711.0,40772.0,40810.0,40870.0,41006.0,41095.0,41314.0,41578.0,41755.0,41878.0,41962.0,42060.0,42134.0,42222.0,42294.0,42342.0,42506.0,42631.0,42680.0,42735.0,42759.0,42818.0,42849.0,42873.0,42910.0,42960.0,42994.0,43029.0,43075.0,43117.0,43143.0,43201.0,43320.0,43384.0,43456.0,43493.0,43532.0
5017919,48600.0,48668.0,48698.0,48717.0,48782.0,48822.0,48879.0,48900.0,48964.0,49039.0,49087.0,49145.0,49179.0,49233.0,49368.0,49456.0,49657.0,49910.0,50080.0,50198.0,50279.0,50383.0,50461.0,50557.0,50632.0,50682.0,50852.0,50986.0,51041.0,51104.0,51132.0,51201.0,51238.0,51262.0,51300.0,51352.0,51387.0,51423.0,51471.0,51515.0,51542.0,51597.0,51710.0,51787.0,51875.0,51920.0,51967.0
5017921,57000.0,57071.0,57103.0,57123.0,57189.0,57229.0,57285.0,57306.0,57370.0,57444.0,57491.0,57549.0,57583.0,57636.0,57758.0,57838.0,58034.0,58306.0,58488.0,58615.0,58702.0,58793.0,58862.0,58963.0,59038.0,59088.0,59260.0,59403.0,59469.0,59544.0,59574.0,59648.0,59688.0,59712.0,59749.0,59800.0,59835.0,59870.0,59917.0,59960.0,59988.0,60051.0,60178.0,60249.0,60330.0,60372.0,60415.0
5017923,66600.0,66657.0,66682.0,66698.0,66751.0,66788.0,66841.0,66860.0,66919.0,66988.0,67032.0,67086.0,67115.0,67161.0,67275.0,67349.0,67521.0,67756.0,67913.0,68023.0,68098.0,68178.0,68238.0,68313.0,68370.0,68408.0,68539.0,68654.0,68701.0,68755.0,68777.0,68832.0,68863.0,68887.0,68923.0,68970.0,69002.0,69035.0,69079.0,69119.0,69144.0,69197.0,69305.0,69363.0,69429.0,69463.0,69500.0
5017925,75600.0,75646.0,75667.0,75680.0,75723.0,75754.0,75797.0,75813.0,75862.0,75919.0,75955.0,76000.0,76024.0,76063.0,76170.0,76240.0,76412.0,76620.0,76759.0,76856.0,76923.0,77002.0,77062.0,77118.0,77168.0,77201.0,77316.0,77415.0,77456.0,77503.0,77523.0,77573.0,77601.0,77626.0,77664.0,77711.0,77743.0,77776.0,77820.0,77860.0,77884.0,77931.0,78027.0,78077.0,78134.0,78163.0,78193.0
5017927,83400.0,83446.0,83467.0,83480.0,83523.0,83554.0,83597.0,83613.0,83662.0,83719.0,83755.0,83800.0,83824.0,83863.0,83970.0,84040.0,84212.0,84420.0,84559.0,84656.0,84723.0,84802.0,84862.0,84918.0,84968.0,85001.0,85116.0,85215.0,85256.0,85303.0,85323.0,85373.0,85401.0,85426.0,85464.0,85511.0,85543.0,85576.0,85620.0,85660.0,85684.0,85731.0,85827.0,85877.0,85934.0,85963.0,85993.0
5018364,22200.0,22262.0,22290.0,22307.0,22365.0,22403.0,22457.0,22477.0,22538.0,22609.0,22655.0,22711.0,22743.0,22793.0,22895.0,22962.0,23120.0,23282.0,23391.0,23467.0,23519.0,23600.0,23661.0,23707.0,23755.0,23787.0,23896.0,23987.0,24018.0,24053.0,24070.0,24112.0,24135.0,24154.0,24184.0,24221.0,24246.0,24272.0,24306.0,24337.0,24356.0,24394.0,24470.0,24516.0,24568.0,24595.0,24622.0
5018366,30000.0,30109.0,30157.0,30187.0,30290.0,30345.0,30423.0,30452.0,30540.0,30642.0,30707.0,30785.0,30829.0,30900.0,31036.0,31125.0,31352.0,31644.0,31840.0,31976.0,32069.0,32167.0,32241.0,32329.0,32400.0,32448.0,32610.0,32735.0,32774.0,32818.0,32841.0,32897.0,32927.0,32949.0,32984.0,33031.0,33063.0,33096.0,33140.0,33180.0,33204.0,33258.0,33367.0,33430.0,33501.0,33538.0,33576.0
5018368,38400.0,38472.0,38504.0,38524.0,38592.0,38634.0,38694.0,38716.0,38783.0,38861.0,38911.0,38972.0,39010.0,39070.0,39206.0,39295.0,39514.0,39778.0,39955.0,40078.0,40162.0,40260.0,40334.0,40422.0,40494.0,40542.0,40706.0,40831.0,40880.0,40935.0,40959.0,41018.0,41049.0,41073.0,41110.0,41160.0,41194.0,41229.0,41275.0,41317.0,41343.0,41401.0,41520.0,41584.0,41656.0,41693.0,41732.0
5018370,46800.0,46868.0,46898.0,46917.0,46982.0,47022.0,47079.0,47100.0,47164.0,47239.0,47287.0,47345.0,47379.0,47433.0,47568.0,47656.0,47857.0,48110.0,48280.0,48398.0,48479.0,48583.0,48661.0,48757.0,48832.0,48882.0,49052.0,49186.0,49241.0,49304.0,49332.0,49401.0,49438.0,49462.0,49500.0,49552.0,49587.0,49623.0,49671.0,49715.0,49742.0,49797.0,49910.0,49987.0,50075.0,50120.0,50167.0
5018372,55200.0,55271.0,55303.0,55323.0,55389.0,55429.0,55485.0,55506.0,55570.0,55644.0,55691.0,55749.0,55783.0,55836.0,55958.0,56038.0,56234.0,56506.0,56688.0,56815.0,56902.0,56993.0,57062.0,57163.0,57238.0,57288.0,57460.0,57603.0,57669.0,57744.0,57774.0,57848.0,57888.0,57912.0,57949.0,58000.0,58035.0,58070.0,58117.0,58160.0,58188.0,58251.0,58378.0,58449.0,58530.0,58572.0,58615.0
5018374,64800.0,64868.0,64898.0,64917.0,64982.0,65026.0,65089.0,65112.0,65183.0,65265.0,65318.0,65382.0,65411.0,65456.0,65574.0,65652.0,65844.0,66137.0,66334.0,66471.0,66565.0,66660.0,66732.0,66820.0,66885.0,66928.0,67075.0,67191.0,67242.0,67300.0,67325.0,67388.0,67422.0,67446.0,67483.0,67531.0,67564.0,67597.0,67642.0,67683.0,67708.0,67767.0,67888.0,67953.0,68027.0,68065.0,68105.0
5018376,73200.0,73246.0,73267.0,73280.0,73323.0,73354.0,73397.0,73413.0,73462.0,73519.0,73555.0,73600.0,73624.0,73663.0,73770.0,73840.0,74012.0,74220.0,74359.0,74456.0,74523.0,74602.0,74662.0,74718.0,74768.0,74801.0,74916.0,75015.0,75056.0,75103.0,75123.0,75173.0,75201.0,75226.0,75264.0,75311.0,75343.0,75376.0,75420.0,75460.0,75484.0,75531.0,75627.0,75677.0,75734.0,75763.0,75793.0
5018378,80400.0,80446.0,80467.0,80480.0,80523.0,80554.0,80597.0,80613.0,80662.0,80719.0,80755.0,80800.0,80824.0,80863.0,80970.0,81040.0,81212.0,81420.0,81559.0,81656.0,81723.0,81802.0,81862.0,81918.0,81968.0,82001.0,82116.0,82215.0,82256.0,82303.0,82323.0,82373.0,82401.0,82426.0,82464.0,82511.0,82543.0,82576.0,82620.0,82660.0,82684.0,82731.0,82827.0,82877.0,82934.0,82963.0,82993.0
5018927,27900.0,27969.0,28000.0,28019.0,28084.0,28117.0,28164.0,28181.0,28234.0,28296.0,28336.0,28385.0,28414.0,28460.0,28568.0,28639.0,28819.0,28994.0,29112.0,29194.0,29250.0,29291.0,29322.0,29368.0,29415.0,29446.0,29553.0,29643.0,29683.0,29729.0,29750.0,29801.0,29828.0,29848.0,29878.0,29922.0,29952.0,29983.0,30024.0,30061.0,30085.0,30127.0,30212.0,30265.0,30325.0,30356.0,30389.0
5018929,35100.0,35166.0,35195.0,35213.0,35276.0,35317.0,35375.0,35397.0,35463.0,35540.0,35589.0,35649.0,35689.0,35752.0,35863.0,35935.0,36118.0,36329.0,36471.0,36570.0,36637.0,36737.0,36812.0,36899.0,36953.0,36989.0,37113.0,37230.0,37268.0,37311.0,37339.0,37408.0,37445.0,37469.0,37505.0,37552.0,37584.0,37616.0,37660.0,37699.0,37724.0,37765.0,37849.0,37908.0,37975.0,38010.0,38046.0
