tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P
0,3333.0,3334.0,3352.0,3335.0,3336.0,3337.0,3338.0,3339.0,3340.0,4324.0,4769.0,4770.0,4765.0,4766.0,4767.0,4768.0,1845.0,7166.0,1847.0,1696.0,1697.0,1698.0,1699.0,1700.0,1701.0,1702.0,1703.0,1905.0,1906.0,1907.0,1908.0,1909.0,1713.0,1714.0,1715.0,7453.0,1478.0,1479.0,315.0,313.0,349.0,404.0,747.0,748.0,749.0,750.0,751.0,752.0,753.0,7370.0,7339.0
5002565,25200.0,25254.0,25305.0,25351.0,25384.0,25413.0,25492.0,25529.0,25599.0,25719.0,25759.0,25823.0,25870.0,25905.0,25934.0,25951.0,26520.0,26562.0,26635.0,26696.0,26718.0,26757.0,26785.0,26829.0,26871.0,26900.0,26937.0,26992.0,27075.0,27113.0,27170.0,27242.0,27386.0,27436.0,27532.0,27643.0,27810.0,27924.0,28157.0,28210.0,28445.0,28539.0,28644.0,28709.0,28788.0,28842.0,28896.0,28963.0,29037.0,29143.0,29195.0
5002602,25800.0,25854.0,25905.0,25951.0,25984.0,26013.0,26092.0,26129.0,26199.0,26319.0,26359.0,26423.0,26470.0,26505.0,26534.0,26551.0,27120.0,27162.0,27235.0,27296.0,27318.0,27357.0,27385.0,27429.0,27471.0,27500.0,27537.0,27592.0,27675.0,27713.0,27770.0,27842.0,27986.0,28036.0,28132.0,28243.0,28410.0,28524.0,28757.0,28810.0,29045.0,29139.0,29244.0,29309.0,29388.0,29442.0,29496.0,29563.0,29637.0,29743.0,29795.0
5002983,24120.0,24165.0,24207.0,24250.0,24279.0,24307.0,24383.0,24419.0,24465.0,24565.0,24599.0,24652.0,24691.0,24717.0,24739.0,24752.0,25180.0,25211.0,25266.0,25302.0,25315.0,25338.0,25348.0,25363.0,25380.0,25391.0,25403.0,25422.0,25467.0,25481.0,25500.0,25523.0,25567.0,25600.0,25663.0,25735.0,25787.0,25823.0,25896.0,25912.0,26032.0,26085.0,26144.0,26189.0,26244.0,26266.0,26288.0,26314.0,26432.0,26601.0,26684.0
5002985,30720.0,30759.0,30796.0,30837.0,30869.0,30894.0,30962.0,31013.0,31060.0,31181.0,31222.0,31286.0,31333.0,31364.0,31390.0,31405.0,31909.0,31946.0,32010.0,32062.0,32082.0,32119.0,32143.0,32180.0,32206.0,32224.0,32260.0,32314.0,32434.0,32456.0,32493.0,32539.0,32616.0,32645.0,32701.0,32766.0,32835.0,32882.0,32978.0,32999.0,33115.0,33196.0,33286.0,33323.0,33368.0,33391.0,33414.0,33442.0,33467.0,33502.0,33519.0
5003850,28800.0,28854.0,28905.0,28951.0,28984.0,29013.0,29092.0,29129.0,29199.0,29319.0,29359.0,29423.0,29470.0,29505.0,29534.0,29551.0,30120.0,30162.0,30235.0,30296.0,30318.0,30357.0,30385.0,30429.0,30471.0,30500.0,30537.0,30592.0,30675.0,30713.0,30770.0,30842.0,30986.0,31036.0,31132.0,31243.0,31410.0,31524.0,31757.0,31810.0,32045.0,32139.0,32244.0,32309.0,32388.0,32442.0,32496.0,32563.0,32637.0,32743.0,32795.0
5003986,29700.0,29773.0,29841.0,29894.0,29931.0,29964.0,30054.0,30087.0,30209.0,30356.0,30405.0,30483.0,30540.0,30582.0,30617.0,30637.0,31319.0,31369.0,31440.0,31502.0,31526.0,31570.0,31604.0,31655.0,31701.0,31733.0,31771.0,31828.0,31913.0,31947.0,32002.0,32070.0,32234.0,32297.0,32418.0,32556.0,32809.0,32982.0,33334.0,33414.0,33787.0,33882.0,33987.0,34066.0,34162.0,34213.0,34264.0,34326.0,34371.0,34436.0,34468.0
5003988,44400.0,44457.0,44511.0,44557.0,44593.0,44619.0,44690.0,44728.0,44786.0,44899.0,44937.0,44997.0,45042.0,45074.0,45101.0,45117.0,45642.0,45680.0,45737.0,45784.0,45805.0,45842.0,45868.0,45907.0,45941.0,45964.0,46003.0,46061.0,46167.0,46193.0,46245.0,46311.0,46424.0,46460.0,46529.0,46607.0,46738.0,46828.0,47011.0,47053.0,47256.0,47352.0,47458.0,47517.0,47588.0,47638.0,47688.0,47750.0,47814.0,47906.0,47951.0
5003990,64200.0,64250.0,64297.0,64339.0,64372.0,64415.0,64532.0,64570.0,64659.0,64766.0,64802.0,64859.0,64900.0,64933.0,64960.0,64976.0,65513.0,65553.0,65614.0,65669.0,65691.0,65729.0,65760.0,65807.0,65842.0,65866.0,65901.0,65955.0,66067.0,66095.0,66140.0,66196.0,66289.0,66324.0,66391.0,66469.0,66613.0,66711.0,66912.0,66958.0,67191.0,67271.0,67361.0,67412.0,67473.0,67513.0,67553.0,67603.0,67655.0,67730.0,67766.0
5004381,30900.0,30973.0,31041.0,31094.0,31131.0,31164.0,31254.0,31287.0,31409.0,31556.0,31605.0,31683.0,31740.0,31782.0,31817.0,31837.0,32519.0,32569.0,32640.0,32702.0,32726.0,32770.0,32804.0,32855.0,32901.0,32933.0,32971.0,33028.0,33113.0,33147.0,33202.0,33270.0,33434.0,33497.0,33618.0,33756.0,34009.0,34182.0,34534.0,34614.0,34987.0,35082.0,35187.0,35266.0,35362.0,35413.0,35464.0,35526.0,35571.0,35636.0,35668.0
