tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
0,4595.0,4596.0,4563.0,1218.0,1258.0,1259.0,1260.0,6130.0,1262.0,4692.0,1245.0,4693.0,1254.0,1255.0,1256.0,4694.0,1249.0,1247.0,1248.0,1273.0,1274.0,1275.0,1276.0,1277.0,1219.0,1220.0,1221.0,664.0,614.0,4415.0,302.0,4494.0,4495.0,405.0,408.0,409.0,411.0,414.0,416.0,417.0,418.0,419.0,420.0,2088.0,2089.0,763.0,4952.0
5011184,29100.0,29171.0,29223.0,29272.0,29364.0,29404.0,29450.0,29471.0,29516.0,29549.0,29591.0,29626.0,29690.0,29719.0,29745.0,29794.0,29835.0,29852.0,29899.0,29981.0,30069.0,30169.0,30203.0,30265.0,30302.0,30367.0,30443.0,30519.0,30816.0,31331.0,31557.0,31620.0,31661.0,31923.0,32081.0,32151.0,32231.0,32407.0,32526.0,32566.0,32610.0,32654.0,32699.0,32817.0,32861.0,32938.0,33125.0
5014145,27300.0,27371.0,27423.0,27472.0,27564.0,27604.0,27650.0,27671.0,27716.0,27749.0,27791.0,27826.0,27890.0,27919.0,27945.0,27994.0,28035.0,28052.0,28099.0,28181.0,28269.0,28369.0,28403.0,28465.0,28502.0,28567.0,28643.0,28719.0,29016.0,29531.0,29757.0,29820.0,29861.0,30123.0,30281.0,30351.0,30431.0,30607.0,30726.0,30766.0,30810.0,30854.0,30899.0,31017.0,31061.0,31138.0,31325.0
