tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P
0,2353.0,4643.0,4644.0,4645.0,4440.0,2628.0,2629.0,6095.0,7062.0,6075.0,2631.0,2359.0,7122.0,7121.0,7183.0,4880.0,2539.0,2540.0,2542.0,3004.0,4756.0,3005.0,4757.0,4758.0,6343.0,4759.0,4760.0,2547.0,2548.0,946.0,1155.0,1157.0,1158.0,1159.0,1160.0,1161.0,1162.0,1163.0,1337.0,1338.0,1339.0,1340.0,1341.0,1342.0,1343.0,1344.0,1345.0,1347.0,2634.0,2635.0,2636.0,5097.0,2383.0,2002.0,1358.0,5192.0,342.0
5003024,22500.0,22529.0,22563.0,22585.0,22608.0,22637.0,22676.0,22695.0,22720.0,22741.0,22756.0,22791.0,22860.0,22917.0,22944.0,22992.0,23077.0,23100.0,23147.0,23287.0,23322.0,23359.0,23461.0,23512.0,23527.0,23580.0,23617.0,23700.0,23757.0,23859.0,23940.0,24000.0,24060.0,24120.0,24142.0,24161.0,24180.0,24223.0,24300.0,24328.0,24383.0,24416.0,24480.0,24511.0,24531.0,24600.0,24649.0,24720.0,24754.0,24780.0,24836.0,24872.0,24900.0,25020.0,25138.0,25252.0,25440.0
