tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P
5104493,48900.0,48948.0,48978.0,49005.0,49038.0,49078.0,49110.0,49169.0,49215.0,49251.0,49299.0,49463.0,49568.0,49703.0,49726.0,49771.0,49807.0,49839.0,49887.0,49947.0,50003.0,50038.0,50077.0,50185.0,50219.0,50386.0,50495.0,50591.0,50708.0,50801.0,50893.0,51052.0
5104879,34200.0,34255.0,34289.0,34320.0,34359.0,34405.0,34441.0,34509.0,34562.0,34603.0,34660.0,34839.0,34934.0,35056.0,35082.0,35134.0,35176.0,35213.0,35269.0,35339.0,35405.0,35446.0,35492.0,35603.0,35638.0,35826.0,35968.0,36171.0,36415.0,36511.0,36606.0,36769.0
5104881,39900.0,39948.0,39978.0,40005.0,40038.0,40078.0,40109.0,40167.0,40212.0,40248.0,40296.0,40433.0,40525.0,40642.0,40665.0,40711.0,40748.0,40780.0,40830.0,40893.0,40952.0,40989.0,41032.0,41136.0,41169.0,41328.0,41446.0,41550.0,41676.0,41772.0,41866.0,42029.0
5104883,45600.0,45648.0,45678.0,45705.0,45738.0,45778.0,45810.0,45869.0,45915.0,45951.0,45999.0,46163.0,46268.0,46403.0,46426.0,46471.0,46507.0,46539.0,46587.0,46647.0,46703.0,46738.0,46777.0,46885.0,46919.0,47086.0,47195.0,47291.0,47408.0,47501.0,47593.0,47752.0
5105839,50700.0,50748.0,50778.0,50805.0,50838.0,50878.0,50910.0,50969.0,51015.0,51051.0,51099.0,51263.0,51368.0,51503.0,51526.0,51571.0,51607.0,51639.0,51687.0,51747.0,51803.0,51838.0,51877.0,51985.0,52019.0,52186.0,52295.0,52391.0,52508.0,52601.0,52693.0,52852.0
5105843,63600.0,63643.0,63670.0,63695.0,63725.0,63761.0,63790.0,63843.0,63884.0,63916.0,63961.0,64099.0,64187.0,64299.0,64320.0,64362.0,64396.0,64427.0,64474.0,64532.0,64587.0,64622.0,64660.0,64770.0,64805.0,64984.0,65145.0,65253.0,65383.0,65478.0,65572.0,65735.0
5107588,28800.0,28855.0,28889.0,28920.0,28959.0,29005.0,29041.0,29109.0,29162.0,29203.0,29260.0,29439.0,29534.0,29656.0,29682.0,29734.0,29776.0,29813.0,29869.0,29939.0,30005.0,30046.0,30092.0,30203.0,30238.0,30426.0,30568.0,30771.0,31015.0,31111.0,31206.0,31369.0
5107594,47100.0,47148.0,47178.0,47205.0,47238.0,47278.0,47310.0,47369.0,47415.0,47451.0,47499.0,47663.0,47768.0,47903.0,47926.0,47971.0,48007.0,48039.0,48087.0,48147.0,48203.0,48238.0,48277.0,48385.0,48419.0,48586.0,48695.0,48791.0,48908.0,49001.0,49093.0,49252.0
5107997,52500.0,52548.0,52578.0,52605.0,52638.0,52678.0,52710.0,52769.0,52815.0,52851.0,52899.0,53063.0,53168.0,53303.0,53326.0,53371.0,53407.0,53439.0,53487.0,53547.0,53603.0,53638.0,53677.0,53785.0,53819.0,53986.0,54095.0,54191.0,54308.0,54401.0,54493.0,54652.0
5112814,32400.0,32455.0,32489.0,32520.0,32559.0,32605.0,32641.0,32709.0,32762.0,32803.0,32860.0,33039.0,33134.0,33256.0,33282.0,33334.0,33376.0,33413.0,33469.0,33539.0,33605.0,33646.0,33692.0,33803.0,33838.0,34026.0,34168.0,34371.0,34615.0,34711.0,34806.0,34969.0
5112816,42000.0,42048.0,42078.0,42105.0,42138.0,42178.0,42209.0,42267.0,42312.0,42348.0,42396.0,42533.0,42625.0,42742.0,42765.0,42811.0,42848.0,42880.0,42930.0,42993.0,43052.0,43089.0,43132.0,43236.0,43269.0,43428.0,43546.0,43650.0,43776.0,43872.0,43966.0,44129.0
5112823,67800.0,67843.0,67870.0,67895.0,67925.0,67961.0,67990.0,68043.0,68084.0,68116.0,68161.0,68299.0,68387.0,68499.0,68520.0,68562.0,68596.0,68627.0,68674.0,68732.0,68787.0,68822.0,68860.0,68970.0,69005.0,69184.0,69345.0,69453.0,69583.0,69678.0,69772.0,69935.0
