tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P
5012084,52800.0,52932.0,53027.0,53108.0,53164.0,53378.0,53536.0,53768.0,53896.0,53994.0,54058.0,54129.0,54194.0,54257.0,54304.0,54370.0,54433.0,54472.0,54579.0,54659.0,54696.0,54727.0,54789.0,54860.0,54927.0,54978.0,55060.0,55132.0,55187.0,55295.0,55340.0,55411.0,55454.0,55536.0,55584.0,55619.0,55668.0,55727.0,55819.0,55904.0,55926.0,55960.0,55993.0,56042.0,56084.0,56156.0,56216.0,56301.0,56356.0,56452.0,56481.0,56541.0,56554.0,56582.0,56612.0,56767.0,56891.0,56951.0,57044.0,57149.0,57207.0,57282.0,57357.0,57409.0,57473.0,57530.0,57621.0,57654.0,57712.0,57803.0
5012086,65400.0,65584.0,65715.0,65809.0,65873.0,66144.0,66344.0,66590.0,66727.0,66831.0,66899.0,66991.0,67074.0,67151.0,67209.0,67287.0,67362.0,67405.0,67515.0,67596.0,67629.0,67658.0,67728.0,67804.0,67874.0,67927.0,68013.0,68082.0,68134.0,68252.0,68299.0,68383.0,68429.0,68518.0,68569.0,68605.0,68656.0,68713.0,68802.0,68887.0,68909.0,68942.0,68974.0,69020.0,69060.0,69127.0,69186.0,69256.0,69301.0,69381.0,69409.0,69467.0,69480.0,69509.0,69529.0,69617.0,69697.0,69743.0,69816.0,69898.0,69944.0,70002.0,70070.0,70118.0,70180.0,70232.0,70312.0,70341.0,70391.0,70471.0
5012213,23400.0,23527.0,23618.0,23701.0,23757.0,23961.0,24111.0,24257.0,24338.0,24421.0,24475.0,24552.0,24623.0,24682.0,24727.0,24787.0,24845.0,24879.0,24975.0,25047.0,25082.0,25113.0,25170.0,25231.0,25287.0,25337.0,25417.0,25475.0,25520.0,25622.0,25668.0,25734.0,25777.0,25858.0,25904.0,25936.0,25981.0,26033.0,26115.0,26214.0,26240.0,26267.0,26292.0,26340.0,26381.0,26450.0,26511.0,26592.0,26645.0,26723.0,26752.0,26811.0,26823.0,26850.0,26879.0,27002.0,27104.0,27151.0,27225.0,27307.0,27354.0,27413.0,27470.0,27510.0,27562.0,27609.0,27711.0,27748.0,27812.0,27914.0
5012215,36000.0,36162.0,36277.0,36433.0,36539.0,36832.0,37048.0,37276.0,37402.0,37492.0,37550.0,37616.0,37676.0,37724.0,37760.0,37811.0,37859.0,37886.0,37966.0,38026.0,38054.0,38078.0,38150.0,38210.0,38266.0,38306.0,38369.0,38416.0,38457.0,38550.0,38583.0,38623.0,38655.0,38717.0,38756.0,38783.0,38825.0,38866.0,38930.0,38997.0,39015.0,39040.0,39062.0,39100.0,39133.0,39188.0,39234.0,39295.0,39334.0,39409.0,39433.0,39482.0,39493.0,39519.0,39539.0,39624.0,39708.0,39765.0,39854.0,39953.0,40006.0,40074.0,40138.0,40182.0,40235.0,40284.0,40360.0,40388.0,40436.0,40512.0
5012217,48000.0,48132.0,48227.0,48308.0,48364.0,48578.0,48736.0,48968.0,49096.0,49194.0,49258.0,49329.0,49394.0,49457.0,49504.0,49570.0,49633.0,49672.0,49779.0,49859.0,49896.0,49927.0,49989.0,50060.0,50127.0,50178.0,50260.0,50332.0,50387.0,50495.0,50540.0,50611.0,50654.0,50736.0,50784.0,50819.0,50868.0,50927.0,51019.0,51104.0,51126.0,51160.0,51193.0,51242.0,51284.0,51356.0,51416.0,51501.0,51556.0,51652.0,51681.0,51741.0,51754.0,51782.0,51812.0,51967.0,52091.0,52151.0,52244.0,52349.0,52407.0,52482.0,52557.0,52609.0,52673.0,52730.0,52821.0,52854.0,52912.0,53003.0
5012219,60600.0,60809.0,60958.0,61053.0,61117.0,61405.0,61618.0,61886.0,62035.0,62147.0,62220.0,62308.0,62389.0,62464.0,62521.0,62598.0,62671.0,62714.0,62814.0,62889.0,62928.0,62962.0,63014.0,63099.0,63178.0,63238.0,63335.0,63409.0,63469.0,63592.0,63640.0,63722.0,63768.0,63857.0,63910.0,63948.0,64000.0,64067.0,64172.0,64258.0,64281.0,64316.0,64354.0,64408.0,64454.0,64533.0,64591.0,64675.0,64730.0,64849.0,64879.0,64941.0,64953.0,64981.0,65002.0,65198.0,65307.0,65360.0,65443.0,65537.0,65584.0,65643.0,65717.0,65768.0,65831.0,65887.0,65972.0,66003.0,66057.0,66141.0
5012221,72600.0,72725.0,72815.0,72885.0,72933.0,73111.0,73242.0,73460.0,73581.0,73676.0,73738.0,73810.0,73875.0,73934.0,73979.0,74034.0,74086.0,74124.0,74212.0,74277.0,74309.0,74336.0,74396.0,74470.0,74539.0,74586.0,74662.0,74718.0,74765.0,74862.0,74904.0,74976.0,75018.0,75098.0,75143.0,75175.0,75221.0,75272.0,75351.0,75426.0,75446.0,75479.0,75512.0,75557.0,75595.0,75660.0,75715.0,75785.0,75830.0,75902.0,75929.0,75984.0,75996.0,76024.0,76043.0,76118.0,76186.0,76226.0,76289.0,76359.0,76397.0,76446.0,76508.0,76551.0,76609.0,76661.0,76729.0,76754.0,76797.0,76866.0
5013024,25800.0,25927.0,26018.0,26101.0,26157.0,26361.0,26511.0,26657.0,26738.0,26821.0,26875.0,26952.0,27023.0,27082.0,27127.0,27187.0,27245.0,27279.0,27375.0,27447.0,27482.0,27513.0,27570.0,27631.0,27687.0,27737.0,27817.0,27875.0,27920.0,28022.0,28068.0,28134.0,28177.0,28258.0,28304.0,28336.0,28381.0,28433.0,28515.0,28614.0,28640.0,28667.0,28692.0,28740.0,28781.0,28850.0,28911.0,28992.0,29045.0,29123.0,29152.0,29211.0,29223.0,29250.0,29279.0,29402.0,29504.0,29551.0,29625.0,29707.0,29754.0,29813.0,29870.0,29910.0,29962.0,30009.0,30111.0,30148.0,30212.0,30314.0
5013026,38400.0,38541.0,38642.0,38745.0,38815.0,39050.0,39224.0,39445.0,39568.0,39661.0,39722.0,39790.0,39852.0,39900.0,39937.0,39993.0,40047.0,40082.0,40158.0,40214.0,40244.0,40270.0,40332.0,40398.0,40459.0,40502.0,40571.0,40638.0,40682.0,40781.0,40820.0,40884.0,40923.0,40996.0,41038.0,41068.0,41108.0,41160.0,41242.0,41317.0,41337.0,41367.0,41396.0,41436.0,41470.0,41528.0,41585.0,41654.0,41699.0,41777.0,41803.0,41855.0,41868.0,41897.0,41920.0,42007.0,42115.0,42174.0,42267.0,42371.0,42425.0,42494.0,42566.0,42616.0,42677.0,42732.0,42813.0,42843.0,42894.0,42976.0
5013028,50400.0,50532.0,50627.0,50708.0,50764.0,50978.0,51136.0,51368.0,51496.0,51594.0,51658.0,51729.0,51794.0,51857.0,51904.0,51970.0,52033.0,52072.0,52179.0,52259.0,52296.0,52327.0,52389.0,52460.0,52527.0,52578.0,52660.0,52732.0,52787.0,52895.0,52940.0,53011.0,53054.0,53136.0,53184.0,53219.0,53268.0,53327.0,53419.0,53504.0,53526.0,53560.0,53593.0,53642.0,53684.0,53756.0,53816.0,53901.0,53956.0,54052.0,54081.0,54141.0,54154.0,54182.0,54212.0,54367.0,54491.0,54551.0,54644.0,54749.0,54807.0,54882.0,54957.0,55009.0,55073.0,55130.0,55221.0,55254.0,55312.0,55403.0
5013030,63000.0,63209.0,63358.0,63453.0,63517.0,63805.0,64018.0,64286.0,64435.0,64547.0,64620.0,64708.0,64789.0,64864.0,64921.0,64998.0,65071.0,65114.0,65214.0,65289.0,65328.0,65362.0,65414.0,65499.0,65578.0,65638.0,65735.0,65809.0,65869.0,65992.0,66040.0,66122.0,66168.0,66257.0,66310.0,66348.0,66400.0,66467.0,66572.0,66658.0,66681.0,66716.0,66754.0,66808.0,66854.0,66933.0,66991.0,67075.0,67130.0,67249.0,67279.0,67341.0,67353.0,67381.0,67402.0,67598.0,67707.0,67760.0,67843.0,67937.0,67984.0,68043.0,68117.0,68168.0,68231.0,68287.0,68372.0,68403.0,68457.0,68541.0
5013032,75000.0,75091.0,75156.0,75217.0,75258.0,75406.0,75516.0,75699.0,75801.0,75883.0,75936.0,76002.0,76062.0,76111.0,76148.0,76194.0,76238.0,76267.0,76332.0,76380.0,76406.0,76429.0,76473.0,76538.0,76598.0,76641.0,76711.0,76769.0,76811.0,76907.0,76943.0,76995.0,77034.0,77107.0,77150.0,77181.0,77218.0,77264.0,77337.0,77405.0,77423.0,77455.0,77485.0,77527.0,77563.0,77624.0,77673.0,77737.0,77779.0,77849.0,77875.0,77929.0,77940.0,77965.0,77983.0,78043.0,78097.0,78132.0,78186.0,78247.0,78280.0,78323.0,78379.0,78418.0,78476.0,78530.0,78592.0,78615.0,78654.0,78716.0
5013335,26400.0,26527.0,26618.0,26701.0,26757.0,26961.0,27111.0,27257.0,27338.0,27421.0,27475.0,27552.0,27623.0,27682.0,27727.0,27787.0,27845.0,27879.0,27975.0,28047.0,28082.0,28113.0,28170.0,28231.0,28287.0,28337.0,28417.0,28475.0,28520.0,28622.0,28668.0,28734.0,28777.0,28858.0,28904.0,28936.0,28981.0,29033.0,29115.0,29214.0,29240.0,29267.0,29292.0,29340.0,29381.0,29450.0,29511.0,29592.0,29645.0,29723.0,29752.0,29811.0,29823.0,29850.0,29879.0,30002.0,30104.0,30151.0,30225.0,30307.0,30354.0,30413.0,30470.0,30510.0,30562.0,30609.0,30711.0,30748.0,30812.0,30914.0
5013337,39600.0,39741.0,39842.0,39945.0,40015.0,40250.0,40424.0,40645.0,40768.0,40861.0,40922.0,40990.0,41052.0,41100.0,41137.0,41193.0,41247.0,41282.0,41358.0,41414.0,41444.0,41470.0,41532.0,41598.0,41659.0,41702.0,41771.0,41838.0,41882.0,41981.0,42020.0,42084.0,42123.0,42196.0,42238.0,42268.0,42308.0,42360.0,42442.0,42517.0,42537.0,42567.0,42596.0,42636.0,42670.0,42728.0,42785.0,42854.0,42899.0,42977.0,43003.0,43055.0,43068.0,43097.0,43120.0,43207.0,43315.0,43374.0,43467.0,43571.0,43625.0,43694.0,43766.0,43816.0,43877.0,43932.0,44013.0,44043.0,44094.0,44176.0
5013339,51600.0,51732.0,51827.0,51908.0,51964.0,52178.0,52336.0,52568.0,52696.0,52794.0,52858.0,52929.0,52994.0,53057.0,53104.0,53170.0,53233.0,53272.0,53379.0,53459.0,53496.0,53527.0,53589.0,53660.0,53727.0,53778.0,53860.0,53932.0,53987.0,54095.0,54140.0,54211.0,54254.0,54336.0,54384.0,54419.0,54468.0,54527.0,54619.0,54704.0,54726.0,54760.0,54793.0,54842.0,54884.0,54956.0,55016.0,55101.0,55156.0,55252.0,55281.0,55341.0,55354.0,55382.0,55412.0,55567.0,55691.0,55751.0,55844.0,55949.0,56007.0,56082.0,56157.0,56209.0,56273.0,56330.0,56421.0,56454.0,56512.0,56603.0
5013341,64200.0,64384.0,64515.0,64609.0,64673.0,64944.0,65144.0,65390.0,65527.0,65631.0,65699.0,65791.0,65874.0,65951.0,66009.0,66087.0,66162.0,66205.0,66315.0,66396.0,66429.0,66458.0,66528.0,66604.0,66674.0,66727.0,66813.0,66882.0,66934.0,67052.0,67099.0,67183.0,67229.0,67318.0,67369.0,67405.0,67456.0,67513.0,67602.0,67687.0,67709.0,67742.0,67774.0,67820.0,67860.0,67927.0,67986.0,68056.0,68101.0,68181.0,68209.0,68267.0,68280.0,68309.0,68329.0,68417.0,68497.0,68543.0,68616.0,68698.0,68744.0,68802.0,68870.0,68918.0,68980.0,69032.0,69112.0,69141.0,69191.0,69271.0
5013894,60900.0,61109.0,61258.0,61353.0,61417.0,61705.0,61918.0,62186.0,62335.0,62447.0,62520.0,62608.0,62689.0,62764.0,62821.0,62898.0,62971.0,63014.0,63114.0,63189.0,63228.0,63262.0,63314.0,63399.0,63478.0,63538.0,63635.0,63709.0,63769.0,63892.0,63940.0,64022.0,64068.0,64157.0,64210.0,64248.0,64300.0,64367.0,64472.0,64558.0,64581.0,64616.0,64654.0,64708.0,64754.0,64833.0,64891.0,64975.0,65030.0,65149.0,65179.0,65241.0,65253.0,65281.0,65302.0,65498.0,65607.0,65660.0,65743.0,65837.0,65884.0,65943.0,66017.0,66068.0,66131.0,66187.0,66272.0,66303.0,66357.0,66441.0
5014427,39000.0,39141.0,39242.0,39345.0,39415.0,39650.0,39824.0,40045.0,40168.0,40261.0,40322.0,40390.0,40452.0,40500.0,40537.0,40593.0,40647.0,40682.0,40758.0,40814.0,40844.0,40870.0,40932.0,40998.0,41059.0,41102.0,41171.0,41238.0,41282.0,41381.0,41420.0,41484.0,41523.0,41596.0,41638.0,41668.0,41708.0,41760.0,41842.0,41917.0,41937.0,41967.0,41996.0,42036.0,42070.0,42128.0,42185.0,42254.0,42299.0,42377.0,42403.0,42455.0,42468.0,42497.0,42520.0,42607.0,42715.0,42774.0,42867.0,42971.0,43025.0,43094.0,43166.0,43216.0,43277.0,43332.0,43413.0,43443.0,43494.0,43576.0
5014429,51000.0,51132.0,51227.0,51308.0,51364.0,51578.0,51736.0,51968.0,52096.0,52194.0,52258.0,52329.0,52394.0,52457.0,52504.0,52570.0,52633.0,52672.0,52779.0,52859.0,52896.0,52927.0,52989.0,53060.0,53127.0,53178.0,53260.0,53332.0,53387.0,53495.0,53540.0,53611.0,53654.0,53736.0,53784.0,53819.0,53868.0,53927.0,54019.0,54104.0,54126.0,54160.0,54193.0,54242.0,54284.0,54356.0,54416.0,54501.0,54556.0,54652.0,54681.0,54741.0,54754.0,54782.0,54812.0,54967.0,55091.0,55151.0,55244.0,55349.0,55407.0,55482.0,55557.0,55609.0,55673.0,55730.0,55821.0,55854.0,55912.0,56003.0
5014431,63600.0,63784.0,63915.0,64009.0,64073.0,64344.0,64544.0,64790.0,64927.0,65031.0,65099.0,65191.0,65274.0,65351.0,65409.0,65487.0,65562.0,65605.0,65715.0,65796.0,65829.0,65858.0,65928.0,66004.0,66074.0,66127.0,66213.0,66282.0,66334.0,66452.0,66499.0,66583.0,66629.0,66718.0,66769.0,66805.0,66856.0,66913.0,67002.0,67087.0,67109.0,67142.0,67174.0,67220.0,67260.0,67327.0,67386.0,67456.0,67501.0,67581.0,67609.0,67667.0,67680.0,67709.0,67729.0,67817.0,67897.0,67943.0,68016.0,68098.0,68144.0,68202.0,68270.0,68318.0,68380.0,68432.0,68512.0,68541.0,68591.0,68671.0
5014433,75600.0,75691.0,75756.0,75817.0,75858.0,76006.0,76116.0,76299.0,76401.0,76483.0,76536.0,76602.0,76662.0,76711.0,76748.0,76794.0,76838.0,76867.0,76932.0,76980.0,77006.0,77029.0,77073.0,77138.0,77198.0,77241.0,77311.0,77369.0,77411.0,77507.0,77543.0,77595.0,77634.0,77707.0,77750.0,77781.0,77818.0,77864.0,77937.0,78005.0,78023.0,78055.0,78085.0,78127.0,78163.0,78224.0,78273.0,78337.0,78379.0,78449.0,78475.0,78529.0,78540.0,78565.0,78583.0,78643.0,78697.0,78732.0,78786.0,78847.0,78880.0,78923.0,78979.0,79018.0,79076.0,79130.0,79192.0,79215.0,79254.0,79316.0
5015059,22800.0,22927.0,23018.0,23089.0,23137.0,23314.0,23444.0,23570.0,23640.0,23720.0,23772.0,23833.0,23888.0,23938.0,23976.0,24013.0,24048.0,24069.0,24122.0,24161.0,24200.0,24233.0,24312.0,24364.0,24413.0,24446.0,24500.0,24568.0,24601.0,24676.0,24722.0,24759.0,24798.0,24872.0,24907.0,24932.0,24965.0,25005.0,25068.0,25140.0,25159.0,25195.0,25239.0,25279.0,25313.0,25371.0,25423.0,25495.0,25542.0,25609.0,25638.0,25697.0,25708.0,25732.0,25751.0,25849.0,25903.0,25941.0,26000.0,26066.0,26103.0,26150.0,26210.0,26251.0,26303.0,26344.0,26414.0,26439.0,26483.0,26553.0
5015061,35400.0,35562.0,35677.0,35833.0,35939.0,36232.0,36448.0,36676.0,36802.0,36892.0,36950.0,37016.0,37076.0,37124.0,37160.0,37211.0,37259.0,37286.0,37366.0,37426.0,37454.0,37478.0,37550.0,37610.0,37666.0,37706.0,37769.0,37816.0,37857.0,37950.0,37983.0,38023.0,38055.0,38117.0,38156.0,38183.0,38225.0,38266.0,38330.0,38397.0,38415.0,38440.0,38462.0,38500.0,38533.0,38588.0,38634.0,38695.0,38734.0,38809.0,38833.0,38882.0,38893.0,38919.0,38939.0,39024.0,39108.0,39165.0,39254.0,39353.0,39406.0,39474.0,39538.0,39582.0,39635.0,39684.0,39760.0,39788.0,39836.0,39912.0
5015063,47400.0,47532.0,47627.0,47708.0,47764.0,47978.0,48136.0,48368.0,48496.0,48594.0,48658.0,48729.0,48794.0,48857.0,48904.0,48970.0,49033.0,49072.0,49179.0,49259.0,49296.0,49327.0,49389.0,49460.0,49527.0,49578.0,49660.0,49732.0,49787.0,49895.0,49940.0,50011.0,50054.0,50136.0,50184.0,50219.0,50268.0,50327.0,50419.0,50504.0,50526.0,50560.0,50593.0,50642.0,50684.0,50756.0,50816.0,50901.0,50956.0,51052.0,51081.0,51141.0,51154.0,51182.0,51212.0,51367.0,51491.0,51551.0,51644.0,51749.0,51807.0,51882.0,51957.0,52009.0,52073.0,52130.0,52221.0,52254.0,52312.0,52403.0
5015065,60000.0,60209.0,60358.0,60453.0,60517.0,60805.0,61018.0,61286.0,61435.0,61547.0,61620.0,61708.0,61789.0,61864.0,61921.0,61998.0,62071.0,62114.0,62214.0,62289.0,62328.0,62362.0,62414.0,62499.0,62578.0,62638.0,62735.0,62809.0,62869.0,62992.0,63040.0,63122.0,63168.0,63257.0,63310.0,63348.0,63400.0,63467.0,63572.0,63658.0,63681.0,63716.0,63754.0,63808.0,63854.0,63933.0,63991.0,64075.0,64130.0,64249.0,64279.0,64341.0,64353.0,64381.0,64402.0,64598.0,64707.0,64760.0,64843.0,64937.0,64984.0,65043.0,65117.0,65168.0,65231.0,65287.0,65372.0,65403.0,65457.0,65541.0
5015067,72000.0,72125.0,72215.0,72285.0,72333.0,72511.0,72642.0,72860.0,72981.0,73076.0,73138.0,73210.0,73275.0,73334.0,73379.0,73434.0,73486.0,73524.0,73612.0,73677.0,73709.0,73736.0,73796.0,73870.0,73939.0,73986.0,74062.0,74118.0,74165.0,74262.0,74304.0,74376.0,74418.0,74498.0,74543.0,74575.0,74621.0,74672.0,74751.0,74826.0,74846.0,74879.0,74912.0,74957.0,74995.0,75060.0,75115.0,75185.0,75230.0,75302.0,75329.0,75384.0,75396.0,75424.0,75443.0,75518.0,75586.0,75626.0,75689.0,75759.0,75797.0,75846.0,75908.0,75951.0,76009.0,76061.0,76129.0,76154.0,76197.0,76266.0
5015069,81600.0,81691.0,81756.0,81817.0,81858.0,82006.0,82116.0,82299.0,82401.0,82483.0,82536.0,82602.0,82662.0,82711.0,82748.0,82794.0,82838.0,82867.0,82932.0,82980.0,83006.0,83029.0,83073.0,83138.0,83198.0,83241.0,83311.0,83369.0,83411.0,83507.0,83543.0,83595.0,83634.0,83707.0,83750.0,83781.0,83818.0,83864.0,83937.0,84005.0,84023.0,84055.0,84085.0,84127.0,84163.0,84224.0,84273.0,84337.0,84379.0,84449.0,84475.0,84529.0,84540.0,84565.0,84583.0,84643.0,84697.0,84732.0,84786.0,84847.0,84880.0,84923.0,84979.0,85018.0,85076.0,85130.0,85192.0,85215.0,85254.0,85316.0
5015158,28800.0,28939.0,29038.0,29187.0,29289.0,29597.0,29825.0,30067.0,30202.0,30327.0,30408.0,30492.0,30569.0,30640.0,30694.0,30759.0,30822.0,30866.0,30968.0,31044.0,31081.0,31112.0,31184.0,31254.0,31320.0,31370.0,31449.0,31509.0,31555.0,31671.0,31716.0,31789.0,31830.0,31908.0,31951.0,31981.0,32034.0,32087.0,32171.0,32279.0,32307.0,32332.0,32356.0,32397.0,32433.0,32493.0,32549.0,32622.0,32670.0,32750.0,32775.0,32826.0,32837.0,32863.0,32885.0,32999.0,33113.0,33163.0,33241.0,33328.0,33375.0,33435.0,33497.0,33541.0,33594.0,33639.0,33733.0,33767.0,33826.0,33920.0
5015673,32400.0,32609.0,32758.0,32957.0,33092.0,33497.0,33796.0,34050.0,34191.0,34297.0,34366.0,34438.0,34504.0,34550.0,34585.0,34641.0,34694.0,34731.0,34803.0,34856.0,34890.0,34919.0,34987.0,35051.0,35110.0,35145.0,35200.0,35256.0,35300.0,35399.0,35437.0,35480.0,35519.0,35593.0,35632.0,35659.0,35701.0,35747.0,35819.0,35887.0,35905.0,35931.0,35956.0,35997.0,36032.0,36092.0,36141.0,36202.0,36242.0,36313.0,36338.0,36390.0,36402.0,36430.0,36453.0,36539.0,36620.0,36672.0,36754.0,36845.0,36891.0,36950.0,37017.0,37063.0,37118.0,37165.0,37245.0,37274.0,37325.0,37405.0
5015675,44400.0,44541.0,44642.0,44745.0,44815.0,45050.0,45224.0,45445.0,45568.0,45661.0,45722.0,45790.0,45852.0,45900.0,45937.0,45993.0,46047.0,46082.0,46158.0,46214.0,46244.0,46270.0,46332.0,46398.0,46459.0,46502.0,46571.0,46638.0,46682.0,46781.0,46820.0,46884.0,46923.0,46996.0,47038.0,47068.0,47108.0,47160.0,47242.0,47317.0,47337.0,47367.0,47396.0,47436.0,47470.0,47528.0,47585.0,47654.0,47699.0,47777.0,47803.0,47855.0,47868.0,47897.0,47920.0,48007.0,48115.0,48174.0,48267.0,48371.0,48425.0,48494.0,48566.0,48616.0,48677.0,48732.0,48813.0,48843.0,48894.0,48976.0
5015677,56400.0,56586.0,56719.0,56803.0,56861.0,57095.0,57268.0,57521.0,57661.0,57768.0,57838.0,57924.0,58002.0,58071.0,58124.0,58194.0,58262.0,58313.0,58400.0,58465.0,58497.0,58524.0,58584.0,58664.0,58739.0,58794.0,58882.0,58954.0,59004.0,59129.0,59179.0,59258.0,59302.0,59385.0,59436.0,59473.0,59525.0,59583.0,59674.0,59759.0,59781.0,59813.0,59848.0,59900.0,59945.0,60022.0,60082.0,60169.0,60226.0,60339.0,60370.0,60432.0,60445.0,60474.0,60499.0,60669.0,60795.0,60847.0,60929.0,61021.0,61075.0,61144.0,61225.0,61281.0,61344.0,61399.0,61489.0,61522.0,61579.0,61669.0
5015679,69600.0,69725.0,69815.0,69885.0,69933.0,70111.0,70242.0,70460.0,70581.0,70676.0,70738.0,70810.0,70875.0,70934.0,70979.0,71034.0,71086.0,71124.0,71212.0,71277.0,71309.0,71336.0,71396.0,71470.0,71539.0,71586.0,71662.0,71718.0,71765.0,71862.0,71904.0,71976.0,72018.0,72098.0,72143.0,72175.0,72221.0,72272.0,72351.0,72426.0,72446.0,72479.0,72512.0,72557.0,72595.0,72660.0,72715.0,72785.0,72830.0,72902.0,72929.0,72984.0,72996.0,73024.0,73043.0,73118.0,73186.0,73226.0,73289.0,73359.0,73397.0,73446.0,73508.0,73551.0,73609.0,73661.0,73729.0,73754.0,73797.0,73866.0
5016412,31800.0,32009.0,32158.0,32357.0,32492.0,32897.0,33196.0,33450.0,33591.0,33697.0,33766.0,33838.0,33904.0,33950.0,33985.0,34041.0,34094.0,34131.0,34203.0,34256.0,34290.0,34319.0,34387.0,34451.0,34510.0,34545.0,34600.0,34656.0,34700.0,34799.0,34837.0,34880.0,34919.0,34993.0,35032.0,35059.0,35101.0,35147.0,35219.0,35287.0,35305.0,35331.0,35356.0,35397.0,35432.0,35492.0,35541.0,35602.0,35642.0,35713.0,35738.0,35790.0,35802.0,35830.0,35853.0,35939.0,36020.0,36072.0,36154.0,36245.0,36291.0,36350.0,36417.0,36463.0,36518.0,36565.0,36645.0,36674.0,36725.0,36805.0
5016413,58800.0,58986.0,59119.0,59203.0,59261.0,59495.0,59668.0,59921.0,60061.0,60168.0,60238.0,60324.0,60402.0,60471.0,60524.0,60594.0,60662.0,60713.0,60800.0,60865.0,60897.0,60924.0,60984.0,61064.0,61139.0,61194.0,61282.0,61354.0,61404.0,61529.0,61579.0,61658.0,61702.0,61785.0,61836.0,61873.0,61925.0,61983.0,62074.0,62159.0,62181.0,62213.0,62248.0,62300.0,62345.0,62422.0,62482.0,62569.0,62626.0,62739.0,62770.0,62832.0,62845.0,62874.0,62899.0,63069.0,63195.0,63247.0,63329.0,63421.0,63475.0,63544.0,63625.0,63681.0,63744.0,63799.0,63889.0,63922.0,63979.0,64069.0
5016415,70800.0,70925.0,71015.0,71085.0,71133.0,71311.0,71442.0,71660.0,71781.0,71876.0,71938.0,72010.0,72075.0,72134.0,72179.0,72234.0,72286.0,72324.0,72412.0,72477.0,72509.0,72536.0,72596.0,72670.0,72739.0,72786.0,72862.0,72918.0,72965.0,73062.0,73104.0,73176.0,73218.0,73298.0,73343.0,73375.0,73421.0,73472.0,73551.0,73626.0,73646.0,73679.0,73712.0,73757.0,73795.0,73860.0,73915.0,73985.0,74030.0,74102.0,74129.0,74184.0,74196.0,74224.0,74243.0,74318.0,74386.0,74426.0,74489.0,74559.0,74597.0,74646.0,74708.0,74751.0,74809.0,74861.0,74929.0,74954.0,74997.0,75066.0
5017168,31200.0,31409.0,31558.0,31757.0,31892.0,32297.0,32596.0,32850.0,32991.0,33097.0,33166.0,33238.0,33304.0,33350.0,33385.0,33441.0,33494.0,33531.0,33603.0,33656.0,33690.0,33719.0,33787.0,33851.0,33910.0,33945.0,34000.0,34056.0,34100.0,34199.0,34237.0,34280.0,34319.0,34393.0,34432.0,34459.0,34501.0,34547.0,34619.0,34687.0,34705.0,34731.0,34756.0,34797.0,34832.0,34892.0,34941.0,35002.0,35042.0,35113.0,35138.0,35190.0,35202.0,35230.0,35253.0,35339.0,35420.0,35472.0,35554.0,35645.0,35691.0,35750.0,35817.0,35863.0,35918.0,35965.0,36045.0,36074.0,36125.0,36205.0
5017170,43800.0,43941.0,44042.0,44145.0,44215.0,44450.0,44624.0,44845.0,44968.0,45061.0,45122.0,45190.0,45252.0,45300.0,45337.0,45393.0,45447.0,45482.0,45558.0,45614.0,45644.0,45670.0,45732.0,45798.0,45859.0,45902.0,45971.0,46038.0,46082.0,46181.0,46220.0,46284.0,46323.0,46396.0,46438.0,46468.0,46508.0,46560.0,46642.0,46717.0,46737.0,46767.0,46796.0,46836.0,46870.0,46928.0,46985.0,47054.0,47099.0,47177.0,47203.0,47255.0,47268.0,47297.0,47320.0,47407.0,47515.0,47574.0,47667.0,47771.0,47825.0,47894.0,47966.0,48016.0,48077.0,48132.0,48213.0,48243.0,48294.0,48376.0
5017172,55800.0,55932.0,56027.0,56108.0,56164.0,56378.0,56536.0,56768.0,56896.0,56994.0,57058.0,57129.0,57194.0,57257.0,57304.0,57370.0,57433.0,57472.0,57579.0,57659.0,57696.0,57727.0,57789.0,57860.0,57927.0,57978.0,58060.0,58132.0,58187.0,58295.0,58340.0,58411.0,58454.0,58536.0,58584.0,58619.0,58668.0,58727.0,58819.0,58904.0,58926.0,58960.0,58993.0,59042.0,59084.0,59156.0,59216.0,59301.0,59356.0,59452.0,59481.0,59541.0,59554.0,59582.0,59612.0,59767.0,59891.0,59951.0,60044.0,60149.0,60207.0,60282.0,60357.0,60409.0,60473.0,60530.0,60621.0,60654.0,60712.0,60803.0
