tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P
5099912,56400.0,56497.0,56567.0,56642.0,56694.0,56898.0,57048.0,57244.0,57353.0,57452.0,57517.0,57592.0,57660.0,57722.0,57769.0,57842.0,57912.0,57947.0,58020.0,58074.0,58108.0,58138.0,58173.0,58244.0,58311.0,58357.0,58430.0,58497.0,58543.0,58670.0,58716.0,58765.0,58798.0,58862.0,58906.0,58938.0,58979.0,59042.0,59140.0,59234.0,59259.0,59309.0,59336.0,59379.0,59416.0,59478.0,59530.0,59602.0,59649.0,59722.0,59752.0,59814.0,59825.0,59850.0,59867.0,59953.0,60024.0,60073.0,60151.0,60238.0,60292.0,60361.0,60438.0,60492.0,60560.0,60619.0,60704.0,60735.0,60789.0,60873.0
5099914,68400.0,68526.0,68616.0,68679.0,68722.0,68915.0,69057.0,69229.0,69325.0,69390.0,69433.0,69488.0,69539.0,69584.0,69619.0,69666.0,69711.0,69742.0,69795.0,69835.0,69862.0,69885.0,69937.0,69996.0,70050.0,70085.0,70140.0,70184.0,70230.0,70327.0,70369.0,70422.0,70453.0,70511.0,70551.0,70580.0,70609.0,70655.0,70727.0,70817.0,70841.0,70875.0,70915.0,70956.0,70992.0,71052.0,71101.0,71168.0,71212.0,71289.0,71318.0,71377.0,71391.0,71424.0,71445.0,71519.0,71590.0,71627.0,71685.0,71750.0,71778.0,71813.0,71868.0,71907.0,71963.0,72010.0,72065.0,72085.0,72120.0,72176.0
5099916,79200.0,79293.0,79359.0,79425.0,79470.0,79622.0,79734.0,79894.0,79982.0,80064.0,80117.0,80176.0,80230.0,80268.0,80297.0,80336.0,80373.0,80396.0,80447.0,80484.0,80508.0,80528.0,80559.0,80618.0,80672.0,80709.0,80768.0,80806.0,80843.0,80932.0,80969.0,81010.0,81042.0,81102.0,81138.0,81163.0,81195.0,81240.0,81310.0,81391.0,81412.0,81439.0,81467.0,81503.0,81534.0,81587.0,81631.0,81696.0,81738.0,81809.0,81833.0,81881.0,81891.0,81915.0,81932.0,81990.0,82052.0,82083.0,82132.0,82187.0,82215.0,82251.0,82316.0,82362.0,82414.0,82467.0,82529.0,82552.0,82591.0,82653.0
5100672,40200.0,40336.0,40433.0,40532.0,40599.0,40825.0,40992.0,41205.0,41323.0,41413.0,41471.0,41536.0,41596.0,41643.0,41678.0,41732.0,41784.0,41818.0,41891.0,41945.0,41974.0,41999.0,42059.0,42122.0,42181.0,42222.0,42289.0,42353.0,42395.0,42490.0,42528.0,42590.0,42627.0,42698.0,42738.0,42767.0,42805.0,42855.0,42934.0,43006.0,43025.0,43054.0,43082.0,43120.0,43153.0,43209.0,43264.0,43331.0,43374.0,43449.0,43474.0,43524.0,43536.0,43564.0,43586.0,43670.0,43774.0,43831.0,43920.0,44020.0,44072.0,44138.0,44207.0,44255.0,44314.0,44367.0,44445.0,44474.0,44524.0,44602.0
5100674,52200.0,52327.0,52418.0,52496.0,52550.0,52756.0,52908.0,53131.0,53254.0,53348.0,53410.0,53478.0,53541.0,53601.0,53647.0,53710.0,53771.0,53809.0,53912.0,53989.0,54024.0,54054.0,54114.0,54183.0,54247.0,54296.0,54375.0,54444.0,54497.0,54601.0,54644.0,54712.0,54753.0,54832.0,54879.0,54912.0,54959.0,55015.0,55104.0,55185.0,55207.0,55240.0,55272.0,55319.0,55360.0,55429.0,55487.0,55569.0,55622.0,55714.0,55742.0,55800.0,55812.0,55839.0,55868.0,56017.0,56136.0,56193.0,56283.0,56384.0,56440.0,56512.0,56584.0,56634.0,56696.0,56751.0,56839.0,56871.0,56926.0,57014.0
5100678,76800.0,76887.0,76950.0,77008.0,77048.0,77191.0,77296.0,77472.0,77570.0,77649.0,77700.0,77763.0,77821.0,77868.0,77904.0,77948.0,77991.0,78019.0,78082.0,78128.0,78153.0,78175.0,78217.0,78279.0,78337.0,78379.0,78446.0,78502.0,78542.0,78634.0,78669.0,78719.0,78756.0,78827.0,78868.0,78898.0,78934.0,78978.0,79048.0,79114.0,79131.0,79162.0,79191.0,79231.0,79266.0,79325.0,79372.0,79434.0,79474.0,79541.0,79566.0,79618.0,79629.0,79653.0,79670.0,79728.0,79780.0,79813.0,79865.0,79924.0,79956.0,79997.0,80051.0,80088.0,80144.0,80196.0,80256.0,80278.0,80316.0,80375.0
5100856,27000.0,27122.0,27210.0,27290.0,27344.0,27540.0,27684.0,27824.0,27902.0,27982.0,28034.0,28108.0,28176.0,28233.0,28276.0,28334.0,28389.0,28422.0,28515.0,28584.0,28618.0,28647.0,28702.0,28761.0,28815.0,28863.0,28940.0,28996.0,29039.0,29137.0,29181.0,29244.0,29285.0,29363.0,29407.0,29438.0,29481.0,29531.0,29610.0,29705.0,29730.0,29756.0,29780.0,29826.0,29865.0,29932.0,29991.0,30069.0,30120.0,30195.0,30223.0,30280.0,30292.0,30318.0,30346.0,30464.0,30562.0,30607.0,30678.0,30757.0,30802.0,30859.0,30914.0,30952.0,31002.0,31047.0,31145.0,31181.0,31243.0,31340.0
5101619,24600.0,24722.0,24810.0,24890.0,24944.0,25140.0,25284.0,25424.0,25502.0,25582.0,25634.0,25708.0,25776.0,25833.0,25876.0,25934.0,25989.0,26022.0,26115.0,26184.0,26218.0,26247.0,26302.0,26361.0,26415.0,26463.0,26540.0,26596.0,26639.0,26737.0,26781.0,26844.0,26885.0,26963.0,27007.0,27038.0,27081.0,27131.0,27210.0,27305.0,27330.0,27356.0,27380.0,27426.0,27465.0,27532.0,27591.0,27669.0,27720.0,27795.0,27823.0,27880.0,27892.0,27918.0,27946.0,28064.0,28162.0,28207.0,28278.0,28357.0,28402.0,28459.0,28514.0,28552.0,28602.0,28647.0,28745.0,28781.0,28843.0,28940.0
5101621,37200.0,37355.0,37466.0,37616.0,37718.0,37999.0,38207.0,38426.0,38547.0,38633.0,38689.0,38752.0,38810.0,38856.0,38891.0,38940.0,38986.0,39012.0,39089.0,39147.0,39174.0,39197.0,39266.0,39324.0,39378.0,39416.0,39477.0,39522.0,39561.0,39650.0,39682.0,39720.0,39751.0,39810.0,39847.0,39873.0,39913.0,39952.0,40014.0,40079.0,40096.0,40120.0,40141.0,40177.0,40208.0,40262.0,40306.0,40364.0,40402.0,40474.0,40497.0,40544.0,40555.0,40580.0,40599.0,40681.0,40762.0,40817.0,40903.0,40998.0,41049.0,41114.0,41175.0,41218.0,41269.0,41316.0,41389.0,41416.0,41462.0,41535.0
5101623,49200.0,49327.0,49418.0,49496.0,49550.0,49756.0,49908.0,50131.0,50254.0,50348.0,50410.0,50478.0,50541.0,50601.0,50647.0,50710.0,50771.0,50809.0,50912.0,50989.0,51024.0,51054.0,51114.0,51183.0,51247.0,51296.0,51375.0,51444.0,51497.0,51601.0,51644.0,51712.0,51753.0,51832.0,51879.0,51912.0,51959.0,52015.0,52104.0,52185.0,52207.0,52240.0,52272.0,52319.0,52360.0,52429.0,52487.0,52569.0,52622.0,52714.0,52742.0,52800.0,52812.0,52839.0,52868.0,53017.0,53136.0,53193.0,53283.0,53384.0,53440.0,53512.0,53584.0,53634.0,53696.0,53751.0,53839.0,53871.0,53926.0,54014.0
5102102,30600.0,30734.0,30829.0,30972.0,31070.0,31366.0,31585.0,31818.0,31948.0,32068.0,32146.0,32227.0,32301.0,32369.0,32421.0,32484.0,32544.0,32586.0,32684.0,32757.0,32792.0,32822.0,32891.0,32959.0,33022.0,33070.0,33146.0,33204.0,33248.0,33360.0,33403.0,33473.0,33512.0,33587.0,33628.0,33657.0,33708.0,33759.0,33840.0,33944.0,33971.0,33995.0,34018.0,34058.0,34092.0,34150.0,34204.0,34274.0,34320.0,34397.0,34421.0,34470.0,34481.0,34506.0,34527.0,34637.0,34747.0,34795.0,34870.0,34954.0,34999.0,35057.0,35117.0,35159.0,35210.0,35253.0,35343.0,35376.0,35433.0,35523.0
5102104,43200.0,43336.0,43433.0,43532.0,43599.0,43825.0,43992.0,44205.0,44323.0,44413.0,44471.0,44536.0,44596.0,44643.0,44678.0,44732.0,44784.0,44818.0,44891.0,44945.0,44974.0,44999.0,45059.0,45122.0,45181.0,45222.0,45289.0,45353.0,45395.0,45490.0,45528.0,45590.0,45627.0,45698.0,45738.0,45767.0,45805.0,45855.0,45934.0,46006.0,46025.0,46054.0,46082.0,46120.0,46153.0,46209.0,46264.0,46331.0,46374.0,46449.0,46474.0,46524.0,46536.0,46564.0,46586.0,46670.0,46774.0,46831.0,46920.0,47020.0,47072.0,47138.0,47207.0,47255.0,47314.0,47367.0,47445.0,47474.0,47524.0,47602.0
5102106,55200.0,55327.0,55418.0,55496.0,55550.0,55756.0,55908.0,56131.0,56254.0,56348.0,56410.0,56478.0,56541.0,56601.0,56647.0,56710.0,56771.0,56809.0,56912.0,56989.0,57024.0,57054.0,57114.0,57183.0,57247.0,57296.0,57375.0,57444.0,57497.0,57601.0,57644.0,57712.0,57753.0,57832.0,57879.0,57912.0,57959.0,58015.0,58104.0,58185.0,58207.0,58240.0,58272.0,58319.0,58360.0,58429.0,58487.0,58569.0,58622.0,58714.0,58742.0,58800.0,58812.0,58839.0,58868.0,59017.0,59136.0,59193.0,59283.0,59384.0,59440.0,59512.0,59584.0,59634.0,59696.0,59751.0,59839.0,59871.0,59926.0,60014.0
5102108,68400.0,68521.0,68607.0,68674.0,68720.0,68891.0,69017.0,69227.0,69343.0,69434.0,69494.0,69563.0,69626.0,69683.0,69726.0,69779.0,69829.0,69866.0,69950.0,70013.0,70044.0,70070.0,70128.0,70199.0,70266.0,70311.0,70384.0,70438.0,70483.0,70576.0,70616.0,70685.0,70725.0,70802.0,70845.0,70876.0,70920.0,70969.0,71045.0,71117.0,71136.0,71168.0,71200.0,71243.0,71280.0,71342.0,71395.0,71462.0,71506.0,71575.0,71601.0,71654.0,71666.0,71692.0,71710.0,71782.0,71847.0,71885.0,71945.0,72013.0,72050.0,72097.0,72157.0,72198.0,72254.0,72304.0,72370.0,72394.0,72436.0,72501.0
5103784,59100.0,59301.0,59444.0,59535.0,59597.0,59874.0,60079.0,60337.0,60480.0,60588.0,60658.0,60743.0,60821.0,60893.0,60948.0,61022.0,61092.0,61133.0,61229.0,61301.0,61339.0,61371.0,61421.0,61503.0,61579.0,61637.0,61730.0,61801.0,61859.0,61977.0,62023.0,62102.0,62147.0,62232.0,62283.0,62320.0,62370.0,62434.0,62535.0,62618.0,62640.0,62674.0,62711.0,62763.0,62808.0,62883.0,62939.0,63020.0,63073.0,63187.0,63216.0,63275.0,63287.0,63313.0,63333.0,63521.0,63626.0,63677.0,63757.0,63847.0,63892.0,63949.0,64020.0,64069.0,64130.0,64184.0,64265.0,64295.0,64346.0,64428.0
5105494,31800.0,32001.0,32144.0,32335.0,32465.0,32855.0,33142.0,33386.0,33522.0,33624.0,33690.0,33760.0,33823.0,33867.0,33901.0,33955.0,34006.0,34042.0,34111.0,34162.0,34195.0,34223.0,34288.0,34349.0,34406.0,34439.0,34493.0,34547.0,34589.0,34684.0,34721.0,34762.0,34799.0,34871.0,34908.0,34934.0,34974.0,35018.0,35087.0,35153.0,35170.0,35195.0,35219.0,35258.0,35292.0,35350.0,35397.0,35456.0,35494.0,35562.0,35586.0,35636.0,35648.0,35674.0,35696.0,35779.0,35857.0,35907.0,35985.0,36073.0,36117.0,36174.0,36238.0,36283.0,36336.0,36381.0,36458.0,36486.0,36535.0,36612.0
5105495,58800.0,58979.0,59107.0,59188.0,59244.0,59469.0,59635.0,59878.0,60013.0,60116.0,60183.0,60266.0,60341.0,60408.0,60458.0,60526.0,60591.0,60640.0,60724.0,60786.0,60817.0,60843.0,60901.0,60978.0,61050.0,61103.0,61188.0,61257.0,61305.0,61425.0,61473.0,61549.0,61591.0,61671.0,61721.0,61756.0,61806.0,61862.0,61949.0,62030.0,62052.0,62083.0,62117.0,62167.0,62210.0,62284.0,62342.0,62426.0,62480.0,62589.0,62618.0,62678.0,62690.0,62718.0,62742.0,62905.0,63026.0,63076.0,63155.0,63243.0,63295.0,63361.0,63439.0,63493.0,63554.0,63607.0,63694.0,63726.0,63781.0,63867.0
5105497,70800.0,70921.0,71007.0,71074.0,71120.0,71291.0,71417.0,71627.0,71743.0,71834.0,71894.0,71963.0,72026.0,72083.0,72126.0,72179.0,72229.0,72266.0,72350.0,72413.0,72444.0,72470.0,72528.0,72599.0,72666.0,72711.0,72784.0,72838.0,72883.0,72976.0,73016.0,73085.0,73125.0,73202.0,73245.0,73276.0,73320.0,73369.0,73445.0,73517.0,73536.0,73568.0,73600.0,73643.0,73680.0,73742.0,73795.0,73862.0,73906.0,73975.0,74001.0,74054.0,74066.0,74092.0,74110.0,74182.0,74247.0,74285.0,74345.0,74413.0,74450.0,74497.0,74557.0,74598.0,74654.0,74704.0,74770.0,74794.0,74836.0,74901.0
5105683,28800.0,28934.0,29029.0,29172.0,29270.0,29566.0,29785.0,30018.0,30148.0,30268.0,30346.0,30427.0,30501.0,30569.0,30621.0,30684.0,30744.0,30786.0,30884.0,30957.0,30992.0,31022.0,31091.0,31159.0,31222.0,31270.0,31346.0,31404.0,31448.0,31560.0,31603.0,31673.0,31712.0,31787.0,31828.0,31857.0,31908.0,31959.0,32040.0,32144.0,32171.0,32195.0,32218.0,32258.0,32292.0,32350.0,32404.0,32474.0,32520.0,32597.0,32621.0,32670.0,32681.0,32706.0,32727.0,32837.0,32947.0,32995.0,33070.0,33154.0,33199.0,33257.0,33317.0,33359.0,33410.0,33453.0,33543.0,33576.0,33633.0,33723.0
5106403,66600.0,66777.0,66903.0,66993.0,67055.0,67316.0,67508.0,67745.0,67876.0,67976.0,68041.0,68129.0,68209.0,68283.0,68339.0,68414.0,68486.0,68527.0,68633.0,68711.0,68743.0,68771.0,68838.0,68910.0,68978.0,69029.0,69112.0,69178.0,69228.0,69341.0,69386.0,69467.0,69512.0,69597.0,69646.0,69681.0,69730.0,69784.0,69870.0,69951.0,69973.0,70005.0,70036.0,70080.0,70118.0,70183.0,70240.0,70307.0,70351.0,70428.0,70455.0,70511.0,70523.0,70551.0,70570.0,70655.0,70732.0,70777.0,70847.0,70925.0,70969.0,71025.0,71091.0,71137.0,71197.0,71247.0,71324.0,71352.0,71400.0,71477.0
5106697,39000.0,39136.0,39233.0,39332.0,39399.0,39625.0,39792.0,40005.0,40123.0,40213.0,40271.0,40336.0,40396.0,40443.0,40478.0,40532.0,40584.0,40618.0,40691.0,40745.0,40774.0,40799.0,40859.0,40922.0,40981.0,41022.0,41089.0,41153.0,41195.0,41290.0,41328.0,41390.0,41427.0,41498.0,41538.0,41567.0,41605.0,41655.0,41734.0,41806.0,41825.0,41854.0,41882.0,41920.0,41953.0,42009.0,42064.0,42131.0,42174.0,42249.0,42274.0,42324.0,42336.0,42364.0,42386.0,42470.0,42574.0,42631.0,42720.0,42820.0,42872.0,42938.0,43007.0,43055.0,43114.0,43167.0,43245.0,43274.0,43324.0,43402.0
5106699,51000.0,51127.0,51218.0,51296.0,51350.0,51556.0,51708.0,51931.0,52054.0,52148.0,52210.0,52278.0,52341.0,52401.0,52447.0,52510.0,52571.0,52609.0,52712.0,52789.0,52824.0,52854.0,52914.0,52983.0,53047.0,53096.0,53175.0,53244.0,53297.0,53401.0,53444.0,53512.0,53553.0,53632.0,53679.0,53712.0,53759.0,53815.0,53904.0,53985.0,54007.0,54040.0,54072.0,54119.0,54160.0,54229.0,54287.0,54369.0,54422.0,54514.0,54542.0,54600.0,54612.0,54639.0,54668.0,54817.0,54936.0,54993.0,55083.0,55184.0,55240.0,55312.0,55384.0,55434.0,55496.0,55551.0,55639.0,55671.0,55726.0,55814.0
5106701,63600.0,63777.0,63903.0,63993.0,64055.0,64316.0,64508.0,64745.0,64876.0,64976.0,65041.0,65129.0,65209.0,65283.0,65339.0,65414.0,65486.0,65527.0,65633.0,65711.0,65743.0,65771.0,65838.0,65910.0,65978.0,66029.0,66112.0,66178.0,66228.0,66341.0,66386.0,66467.0,66512.0,66597.0,66646.0,66681.0,66730.0,66784.0,66870.0,66951.0,66973.0,67005.0,67036.0,67080.0,67118.0,67183.0,67240.0,67307.0,67351.0,67428.0,67455.0,67511.0,67523.0,67551.0,67570.0,67655.0,67732.0,67777.0,67847.0,67925.0,67969.0,68025.0,68091.0,68137.0,68197.0,68247.0,68324.0,68352.0,68400.0,68477.0
5106703,75600.0,75687.0,75750.0,75808.0,75848.0,75991.0,76096.0,76272.0,76370.0,76449.0,76500.0,76563.0,76621.0,76668.0,76704.0,76748.0,76791.0,76819.0,76882.0,76928.0,76953.0,76975.0,77017.0,77079.0,77137.0,77179.0,77246.0,77302.0,77342.0,77434.0,77469.0,77519.0,77556.0,77627.0,77668.0,77698.0,77734.0,77778.0,77848.0,77914.0,77931.0,77962.0,77991.0,78031.0,78066.0,78125.0,78172.0,78234.0,78274.0,78341.0,78366.0,78418.0,78429.0,78453.0,78470.0,78528.0,78580.0,78613.0,78665.0,78724.0,78756.0,78797.0,78851.0,78888.0,78944.0,78996.0,79056.0,79078.0,79116.0,79175.0
5106882,32400.0,32601.0,32744.0,32935.0,33065.0,33455.0,33742.0,33986.0,34122.0,34224.0,34290.0,34360.0,34423.0,34467.0,34501.0,34555.0,34606.0,34642.0,34711.0,34762.0,34795.0,34823.0,34888.0,34949.0,35006.0,35039.0,35093.0,35147.0,35189.0,35284.0,35321.0,35362.0,35399.0,35471.0,35508.0,35534.0,35574.0,35618.0,35687.0,35753.0,35770.0,35795.0,35819.0,35858.0,35892.0,35950.0,35997.0,36056.0,36094.0,36162.0,36186.0,36236.0,36248.0,36274.0,36296.0,36379.0,36457.0,36507.0,36585.0,36673.0,36717.0,36774.0,36838.0,36883.0,36936.0,36981.0,37058.0,37086.0,37135.0,37212.0
5106884,44400.0,44536.0,44633.0,44732.0,44799.0,45025.0,45192.0,45405.0,45523.0,45613.0,45671.0,45736.0,45796.0,45843.0,45878.0,45932.0,45984.0,46018.0,46091.0,46145.0,46174.0,46199.0,46259.0,46322.0,46381.0,46422.0,46489.0,46553.0,46595.0,46690.0,46728.0,46790.0,46827.0,46898.0,46938.0,46967.0,47005.0,47055.0,47134.0,47206.0,47225.0,47254.0,47282.0,47320.0,47353.0,47409.0,47464.0,47531.0,47574.0,47649.0,47674.0,47724.0,47736.0,47764.0,47786.0,47870.0,47974.0,48031.0,48120.0,48220.0,48272.0,48338.0,48407.0,48455.0,48514.0,48567.0,48645.0,48674.0,48724.0,48802.0
5106886,56400.0,56579.0,56707.0,56788.0,56844.0,57069.0,57235.0,57478.0,57613.0,57716.0,57783.0,57866.0,57941.0,58008.0,58058.0,58126.0,58191.0,58240.0,58324.0,58386.0,58417.0,58443.0,58501.0,58578.0,58650.0,58703.0,58788.0,58857.0,58905.0,59025.0,59073.0,59149.0,59191.0,59271.0,59321.0,59356.0,59406.0,59462.0,59549.0,59630.0,59652.0,59683.0,59717.0,59767.0,59810.0,59884.0,59942.0,60026.0,60080.0,60189.0,60218.0,60278.0,60290.0,60318.0,60342.0,60505.0,60626.0,60676.0,60755.0,60843.0,60895.0,60961.0,61039.0,61093.0,61154.0,61207.0,61294.0,61326.0,61381.0,61467.0
5106888,69600.0,69721.0,69807.0,69874.0,69920.0,70091.0,70217.0,70427.0,70543.0,70634.0,70694.0,70763.0,70826.0,70883.0,70926.0,70979.0,71029.0,71066.0,71150.0,71213.0,71244.0,71270.0,71328.0,71399.0,71466.0,71511.0,71584.0,71638.0,71683.0,71776.0,71816.0,71885.0,71925.0,72002.0,72045.0,72076.0,72120.0,72169.0,72245.0,72317.0,72336.0,72368.0,72400.0,72443.0,72480.0,72542.0,72595.0,72662.0,72706.0,72775.0,72801.0,72854.0,72866.0,72892.0,72910.0,72982.0,73047.0,73085.0,73145.0,73213.0,73250.0,73297.0,73357.0,73398.0,73454.0,73504.0,73570.0,73594.0,73636.0,73701.0
5107905,34200.0,34401.0,34544.0,34735.0,34865.0,35255.0,35542.0,35786.0,35922.0,36024.0,36090.0,36160.0,36223.0,36267.0,36301.0,36355.0,36406.0,36442.0,36511.0,36562.0,36595.0,36623.0,36688.0,36749.0,36806.0,36839.0,36893.0,36947.0,36989.0,37084.0,37121.0,37162.0,37199.0,37271.0,37308.0,37334.0,37374.0,37418.0,37487.0,37553.0,37570.0,37595.0,37619.0,37658.0,37692.0,37750.0,37797.0,37856.0,37894.0,37962.0,37986.0,38036.0,38048.0,38074.0,38096.0,38179.0,38257.0,38307.0,38385.0,38473.0,38517.0,38574.0,38638.0,38683.0,38736.0,38781.0,38858.0,38886.0,38935.0,39012.0
5107907,46200.0,46327.0,46418.0,46496.0,46550.0,46756.0,46908.0,47131.0,47254.0,47348.0,47410.0,47478.0,47541.0,47601.0,47647.0,47710.0,47771.0,47809.0,47912.0,47989.0,48024.0,48054.0,48114.0,48183.0,48247.0,48296.0,48375.0,48444.0,48497.0,48601.0,48644.0,48712.0,48753.0,48832.0,48879.0,48912.0,48959.0,49015.0,49104.0,49185.0,49207.0,49240.0,49272.0,49319.0,49360.0,49429.0,49487.0,49569.0,49622.0,49714.0,49742.0,49800.0,49812.0,49839.0,49868.0,50017.0,50136.0,50193.0,50283.0,50384.0,50440.0,50512.0,50584.0,50634.0,50696.0,50751.0,50839.0,50871.0,50926.0,51014.0
5107909,58200.0,58379.0,58507.0,58588.0,58644.0,58869.0,59035.0,59278.0,59413.0,59516.0,59583.0,59666.0,59741.0,59808.0,59858.0,59926.0,59991.0,60040.0,60124.0,60186.0,60217.0,60243.0,60301.0,60378.0,60450.0,60503.0,60588.0,60657.0,60705.0,60825.0,60873.0,60949.0,60991.0,61071.0,61121.0,61156.0,61206.0,61262.0,61349.0,61430.0,61452.0,61483.0,61517.0,61567.0,61610.0,61684.0,61742.0,61826.0,61880.0,61989.0,62018.0,62078.0,62090.0,62118.0,62142.0,62305.0,62426.0,62476.0,62555.0,62643.0,62695.0,62761.0,62839.0,62893.0,62954.0,63007.0,63094.0,63126.0,63181.0,63267.0
5109495,25200.0,25322.0,25410.0,25490.0,25544.0,25740.0,25884.0,26024.0,26102.0,26182.0,26234.0,26308.0,26376.0,26433.0,26476.0,26534.0,26589.0,26622.0,26715.0,26784.0,26818.0,26847.0,26902.0,26961.0,27015.0,27063.0,27140.0,27196.0,27239.0,27337.0,27381.0,27444.0,27485.0,27563.0,27607.0,27638.0,27681.0,27731.0,27810.0,27905.0,27930.0,27956.0,27980.0,28026.0,28065.0,28132.0,28191.0,28269.0,28320.0,28395.0,28423.0,28480.0,28492.0,28518.0,28546.0,28664.0,28762.0,28807.0,28878.0,28957.0,29002.0,29059.0,29114.0,29152.0,29202.0,29247.0,29345.0,29381.0,29443.0,29540.0
5109497,37800.0,37955.0,38066.0,38216.0,38318.0,38599.0,38807.0,39026.0,39147.0,39233.0,39289.0,39352.0,39410.0,39456.0,39491.0,39540.0,39586.0,39612.0,39689.0,39747.0,39774.0,39797.0,39866.0,39924.0,39978.0,40016.0,40077.0,40122.0,40161.0,40250.0,40282.0,40320.0,40351.0,40410.0,40447.0,40473.0,40513.0,40552.0,40614.0,40679.0,40696.0,40720.0,40741.0,40777.0,40808.0,40862.0,40906.0,40964.0,41002.0,41074.0,41097.0,41144.0,41155.0,41180.0,41199.0,41281.0,41362.0,41417.0,41503.0,41598.0,41649.0,41714.0,41775.0,41818.0,41869.0,41916.0,41989.0,42016.0,42062.0,42135.0
5109499,49800.0,49927.0,50018.0,50096.0,50150.0,50356.0,50508.0,50731.0,50854.0,50948.0,51010.0,51078.0,51141.0,51201.0,51247.0,51310.0,51371.0,51409.0,51512.0,51589.0,51624.0,51654.0,51714.0,51783.0,51847.0,51896.0,51975.0,52044.0,52097.0,52201.0,52244.0,52312.0,52353.0,52432.0,52479.0,52512.0,52559.0,52615.0,52704.0,52785.0,52807.0,52840.0,52872.0,52919.0,52960.0,53029.0,53087.0,53169.0,53222.0,53314.0,53342.0,53400.0,53412.0,53439.0,53468.0,53617.0,53736.0,53793.0,53883.0,53984.0,54040.0,54112.0,54184.0,54234.0,54296.0,54351.0,54439.0,54471.0,54526.0,54614.0
5109503,74400.0,74487.0,74550.0,74608.0,74648.0,74791.0,74896.0,75072.0,75170.0,75249.0,75300.0,75363.0,75421.0,75468.0,75504.0,75548.0,75591.0,75619.0,75682.0,75728.0,75753.0,75775.0,75817.0,75879.0,75937.0,75979.0,76046.0,76102.0,76142.0,76234.0,76269.0,76319.0,76356.0,76427.0,76468.0,76498.0,76534.0,76578.0,76648.0,76714.0,76731.0,76762.0,76791.0,76831.0,76866.0,76925.0,76972.0,77034.0,77074.0,77141.0,77166.0,77218.0,77229.0,77253.0,77270.0,77328.0,77380.0,77413.0,77465.0,77524.0,77556.0,77597.0,77651.0,77688.0,77744.0,77796.0,77856.0,77878.0,77916.0,77975.0
5109505,84300.0,84387.0,84450.0,84508.0,84548.0,84691.0,84796.0,84972.0,85070.0,85149.0,85200.0,85263.0,85321.0,85368.0,85404.0,85448.0,85491.0,85519.0,85582.0,85628.0,85653.0,85675.0,85717.0,85779.0,85837.0,85879.0,85946.0,86002.0,86042.0,86134.0,86169.0,86219.0,86256.0,86327.0,86368.0,86398.0,86434.0,86478.0,86548.0,86614.0,86631.0,86662.0,86691.0,86731.0,86766.0,86825.0,86872.0,86934.0,86974.0,87041.0,87066.0,87118.0,87129.0,87153.0,87170.0,87228.0,87280.0,87313.0,87365.0,87424.0,87456.0,87497.0,87551.0,87588.0,87644.0,87696.0,87756.0,87778.0,87816.0,87875.0
5110577,28200.0,28334.0,28429.0,28572.0,28670.0,28966.0,29185.0,29418.0,29548.0,29668.0,29746.0,29827.0,29901.0,29969.0,30021.0,30084.0,30144.0,30186.0,30284.0,30357.0,30392.0,30422.0,30491.0,30559.0,30622.0,30670.0,30746.0,30804.0,30848.0,30960.0,31003.0,31073.0,31112.0,31187.0,31228.0,31257.0,31308.0,31359.0,31440.0,31544.0,31571.0,31595.0,31618.0,31658.0,31692.0,31750.0,31804.0,31874.0,31920.0,31997.0,32021.0,32070.0,32081.0,32106.0,32127.0,32237.0,32347.0,32395.0,32470.0,32554.0,32599.0,32657.0,32717.0,32759.0,32810.0,32853.0,32943.0,32976.0,33033.0,33123.0
5110579,41400.0,41536.0,41633.0,41732.0,41799.0,42025.0,42192.0,42405.0,42523.0,42613.0,42671.0,42736.0,42796.0,42843.0,42878.0,42932.0,42984.0,43018.0,43091.0,43145.0,43174.0,43199.0,43259.0,43322.0,43381.0,43422.0,43489.0,43553.0,43595.0,43690.0,43728.0,43790.0,43827.0,43898.0,43938.0,43967.0,44005.0,44055.0,44134.0,44206.0,44225.0,44254.0,44282.0,44320.0,44353.0,44409.0,44464.0,44531.0,44574.0,44649.0,44674.0,44724.0,44736.0,44764.0,44786.0,44870.0,44974.0,45031.0,45120.0,45220.0,45272.0,45338.0,45407.0,45455.0,45514.0,45567.0,45645.0,45674.0,45724.0,45802.0
