tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P
0,6290.0,7120.0,7119.0,7127.0,7143.0,3368.0,7137.0,7139.0,4623.0,4619.0,4561.0,4629.0,4630.0,4631.0,4632.0,5164.0,4633.0,2234.0,2235.0,2236.0,2237.0,2238.0,5056.0,2239.0,2241.0,2242.0,7435.0,2722.0,4413.0,1476.0,7453.0,1478.0,1479.0,315.0,347.0,406.0,4530.0,748.0,7390.0
5015880,65160.0,65248.0,65298.0,65339.0,65408.0,65556.0,65645.0,65722.0,65802.0,65850.0,65920.0,65971.0,66047.0,66124.0,66172.0,66244.0,66361.0,66521.0,66542.0,66596.0,66605.0,66621.0,66642.0,66747.0,66872.0,66893.0,67165.0,67184.0,67385.0,67563.0,67675.0,67769.0,67833.0,68034.0,68218.0,68429.0,68559.0,68640.0,68733.0
