tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P
5004093,40500.0,40582.0,40673.0,40783.0,40872.0,40936.0,41027.0,41221.0,41332.0,41400.0,41609.0,41664.0,41690.0,41712.0,41759.0,41784.0,41822.0,41843.0,41881.0,41930.0,41991.0,42056.0,42090.0,42217.0,42249.0,42272.0,42378.0,42421.0,42463.0,42490.0,42583.0,42643.0,42689.0,42725.0,42747.0,42774.0,42848.0,42931.0,42995.0,43047.0,43110.0,43124.0,43213.0,43238.0,43259.0,43313.0,43359.0,43416.0,43460.0,43487.0,43532.0,43571.0,43619.0,43659.0,43796.0,43958.0,44026.0,44195.0,44320.0
5004094,53100.0,53197.0,53304.0,53433.0,53537.0,53613.0,53726.0,53967.0,54066.0,54127.0,54319.0,54383.0,54412.0,54438.0,54509.0,54534.0,54564.0,54585.0,54623.0,54666.0,54721.0,54779.0,54809.0,54987.0,55032.0,55064.0,55182.0,55219.0,55257.0,55289.0,55367.0,55417.0,55464.0,55497.0,55517.0,55542.0,55616.0,55691.0,55752.0,55802.0,55866.0,55881.0,55982.0,56000.0,56021.0,56074.0,56119.0,56173.0,56213.0,56250.0,56311.0,56347.0,56392.0,56429.0,56559.0,56726.0,56796.0,56969.0,57096.0
5004509,51300.0,51393.0,51497.0,51622.0,51723.0,51796.0,51907.0,52141.0,52249.0,52315.0,52540.0,52603.0,52634.0,52661.0,52727.0,52755.0,52789.0,52812.0,52854.0,52901.0,52960.0,53023.0,53056.0,53223.0,53266.0,53296.0,53444.0,53490.0,53535.0,53569.0,53656.0,53711.0,53764.0,53813.0,53843.0,53881.0,54018.0,54089.0,54136.0,54174.0,54244.0,54263.0,54386.0,54487.0,54522.0,54612.0,54688.0,54782.0,54830.0,54873.0,54943.0,54981.0,55028.0,55067.0,55201.0,55381.0,55445.0,55603.0,55719.0
5004539,25800.0,25871.0,25950.0,26045.0,26122.0,26178.0,26256.0,26420.0,26513.0,26571.0,26785.0,26825.0,26848.0,26868.0,26936.0,26961.0,26991.0,27014.0,27055.0,27106.0,27171.0,27239.0,27275.0,27433.0,27473.0,27502.0,27629.0,27679.0,27724.0,27763.0,27851.0,27908.0,27961.0,27996.0,28018.0,28045.0,28121.0,28176.0,28218.0,28253.0,28323.0,28339.0,28430.0,28448.0,28465.0,28509.0,28546.0,28592.0,28633.0,28677.0,28748.0,28789.0,28839.0,28881.0,29028.0,29171.0,29220.0,29341.0,29430.0
5004541,42300.0,42408.0,42527.0,42671.0,42787.0,42871.0,42967.0,43171.0,43273.0,43336.0,43561.0,43622.0,43648.0,43670.0,43724.0,43749.0,43781.0,43802.0,43840.0,43882.0,43936.0,43992.0,44022.0,44165.0,44201.0,44227.0,44357.0,44404.0,44451.0,44487.0,44566.0,44617.0,44661.0,44700.0,44724.0,44753.0,44826.0,44900.0,44946.0,44984.0,45066.0,45090.0,45274.0,45294.0,45320.0,45386.0,45442.0,45511.0,45549.0,45587.0,45649.0,45684.0,45726.0,45761.0,45884.0,46035.0,46093.0,46236.0,46341.0
5004547,67500.0,67619.0,67751.0,67909.0,68037.0,68130.0,68280.0,68598.0,68710.0,68779.0,69004.0,69066.0,69104.0,69138.0,69236.0,69265.0,69302.0,69325.0,69367.0,69417.0,69481.0,69548.0,69584.0,69751.0,69793.0,69823.0,69983.0,70031.0,70085.0,70127.0,70222.0,70283.0,70347.0,70392.0,70420.0,70454.0,70583.0,70673.0,70735.0,70786.0,70861.0,70886.0,71011.0,71063.0,71089.0,71156.0,71213.0,71282.0,71330.0,71369.0,71432.0,71472.0,71521.0,71562.0,71704.0,71859.0,71921.0,72074.0,72188.0
5004894,29400.0,29520.0,29653.0,29813.0,29943.0,30037.0,30147.0,30380.0,30488.0,30555.0,30798.0,30852.0,30882.0,30908.0,30984.0,31010.0,31042.0,31064.0,31103.0,31152.0,31214.0,31280.0,31315.0,31466.0,31504.0,31532.0,31672.0,31717.0,31763.0,31800.0,31901.0,31966.0,32025.0,32076.0,32107.0,32146.0,32223.0,32297.0,32335.0,32366.0,32433.0,32453.0,32544.0,32568.0,32593.0,32656.0,32709.0,32773.0,32812.0,32849.0,32911.0,32948.0,32993.0,33030.0,33160.0,33314.0,33368.0,33501.0,33600.0
5004898,62100.0,62219.0,62351.0,62509.0,62637.0,62730.0,62880.0,63198.0,63310.0,63379.0,63604.0,63666.0,63704.0,63738.0,63836.0,63865.0,63902.0,63925.0,63967.0,64017.0,64081.0,64148.0,64184.0,64351.0,64393.0,64423.0,64583.0,64631.0,64685.0,64727.0,64822.0,64883.0,64947.0,64992.0,65020.0,65054.0,65183.0,65273.0,65335.0,65386.0,65461.0,65486.0,65611.0,65663.0,65689.0,65756.0,65813.0,65882.0,65930.0,65969.0,66032.0,66072.0,66121.0,66162.0,66304.0,66459.0,66521.0,66674.0,66788.0
5007192,35100.0,35188.0,35286.0,35404.0,35499.0,35568.0,35639.0,35789.0,35880.0,35936.0,36170.0,36208.0,36234.0,36257.0,36311.0,36344.0,36380.0,36404.0,36448.0,36483.0,36527.0,36574.0,36599.0,36751.0,36790.0,36817.0,36939.0,36975.0,37014.0,37039.0,37109.0,37154.0,37190.0,37217.0,37234.0,37254.0,37319.0,37380.0,37424.0,37461.0,37576.0,37589.0,37674.0,37692.0,37711.0,37759.0,37800.0,37849.0,37877.0,37911.0,37967.0,38001.0,38043.0,38078.0,38199.0,38357.0,38408.0,38533.0,38626.0
5007197,63900.0,63988.0,64085.0,64202.0,64297.0,64365.0,64501.0,64788.0,64891.0,64954.0,65189.0,65239.0,65280.0,65316.0,65385.0,65413.0,65446.0,65469.0,65512.0,65566.0,65634.0,65706.0,65745.0,65898.0,65937.0,65964.0,66139.0,66190.0,66240.0,66280.0,66370.0,66427.0,66471.0,66508.0,66531.0,66558.0,66633.0,66712.0,66769.0,66816.0,66919.0,66951.0,67050.0,67073.0,67095.0,67150.0,67197.0,67254.0,67295.0,67334.0,67399.0,67433.0,67475.0,67510.0,67630.0,67789.0,67847.0,67989.0,68094.0
5007556,44100.0,44193.0,44297.0,44422.0,44523.0,44596.0,44707.0,44941.0,45049.0,45115.0,45340.0,45403.0,45434.0,45461.0,45527.0,45555.0,45589.0,45612.0,45654.0,45701.0,45760.0,45823.0,45856.0,46023.0,46066.0,46096.0,46244.0,46290.0,46335.0,46369.0,46456.0,46511.0,46564.0,46613.0,46643.0,46681.0,46818.0,46889.0,46936.0,46974.0,47044.0,47063.0,47186.0,47287.0,47322.0,47412.0,47488.0,47582.0,47630.0,47673.0,47743.0,47781.0,47828.0,47867.0,48001.0,48181.0,48245.0,48403.0,48519.0
5007562,71100.0,71196.0,71302.0,71430.0,71534.0,71609.0,71729.0,71985.0,72082.0,72141.0,72367.0,72420.0,72461.0,72497.0,72555.0,72582.0,72617.0,72641.0,72684.0,72730.0,72788.0,72849.0,72881.0,73035.0,73074.0,73102.0,73246.0,73292.0,73346.0,73384.0,73459.0,73507.0,73547.0,73582.0,73604.0,73631.0,73701.0,73764.0,73811.0,73850.0,73920.0,73942.0,74036.0,74059.0,74079.0,74129.0,74171.0,74223.0,74268.0,74304.0,74364.0,74397.0,74437.0,74471.0,74588.0,74739.0,74785.0,74898.0,74982.0
5008240,24300.0,24355.0,24416.0,24489.0,24548.0,24590.0,24647.0,24768.0,24828.0,24865.0,25035.0,25076.0,25094.0,25109.0,25152.0,25176.0,25206.0,25225.0,25261.0,25286.0,25318.0,25352.0,25370.0,25481.0,25509.0,25529.0,25627.0,25670.0,25710.0,25735.0,25784.0,25815.0,25838.0,25859.0,25872.0,25889.0,25938.0,25972.0,26017.0,26054.0,26122.0,26131.0,26212.0,26229.0,26243.0,26279.0,26309.0,26346.0,26374.0,26396.0,26432.0,26465.0,26506.0,26540.0,26657.0,26800.0,26839.0,26936.0,27009.0
5008242,33300.0,33388.0,33486.0,33604.0,33699.0,33768.0,33839.0,33989.0,34080.0,34136.0,34370.0,34408.0,34434.0,34457.0,34511.0,34544.0,34580.0,34604.0,34648.0,34683.0,34727.0,34774.0,34799.0,34951.0,34990.0,35017.0,35139.0,35175.0,35214.0,35239.0,35309.0,35354.0,35390.0,35417.0,35434.0,35454.0,35519.0,35580.0,35624.0,35661.0,35776.0,35789.0,35874.0,35892.0,35911.0,35959.0,36000.0,36049.0,36077.0,36111.0,36167.0,36201.0,36243.0,36278.0,36399.0,36557.0,36608.0,36733.0,36826.0
5008244,42300.0,42382.0,42473.0,42583.0,42672.0,42736.0,42827.0,43021.0,43132.0,43200.0,43409.0,43464.0,43490.0,43512.0,43559.0,43584.0,43622.0,43643.0,43681.0,43730.0,43791.0,43856.0,43890.0,44017.0,44049.0,44072.0,44178.0,44221.0,44263.0,44290.0,44383.0,44443.0,44489.0,44525.0,44547.0,44574.0,44648.0,44731.0,44795.0,44847.0,44910.0,44924.0,45013.0,45038.0,45059.0,45113.0,45159.0,45216.0,45260.0,45287.0,45332.0,45371.0,45419.0,45459.0,45596.0,45758.0,45826.0,45995.0,46120.0
5008248,60300.0,60388.0,60485.0,60602.0,60697.0,60765.0,60901.0,61188.0,61291.0,61354.0,61589.0,61639.0,61680.0,61716.0,61785.0,61813.0,61846.0,61869.0,61912.0,61966.0,62034.0,62106.0,62145.0,62298.0,62337.0,62364.0,62539.0,62590.0,62640.0,62680.0,62770.0,62827.0,62871.0,62908.0,62931.0,62958.0,63033.0,63112.0,63169.0,63216.0,63319.0,63351.0,63450.0,63473.0,63495.0,63550.0,63597.0,63654.0,63695.0,63734.0,63799.0,63833.0,63875.0,63910.0,64030.0,64189.0,64247.0,64389.0,64494.0
5009107,65700.0,65788.0,65885.0,66002.0,66097.0,66165.0,66301.0,66588.0,66691.0,66754.0,66989.0,67039.0,67080.0,67116.0,67185.0,67213.0,67246.0,67269.0,67312.0,67366.0,67434.0,67506.0,67545.0,67698.0,67737.0,67764.0,67939.0,67990.0,68040.0,68080.0,68170.0,68227.0,68271.0,68308.0,68331.0,68358.0,68433.0,68512.0,68569.0,68616.0,68719.0,68751.0,68850.0,68873.0,68895.0,68950.0,68997.0,69054.0,69095.0,69134.0,69199.0,69233.0,69275.0,69310.0,69430.0,69589.0,69647.0,69789.0,69894.0
5009108,74700.0,74801.0,74913.0,75048.0,75157.0,75235.0,75366.0,75643.0,75746.0,75809.0,76030.0,76090.0,76122.0,76151.0,76196.0,76223.0,76252.0,76274.0,76313.0,76354.0,76406.0,76461.0,76491.0,76656.0,76698.0,76727.0,76853.0,76894.0,76934.0,76965.0,77042.0,77092.0,77134.0,77169.0,77191.0,77217.0,77281.0,77355.0,77388.0,77416.0,77546.0,77560.0,77642.0,77662.0,77685.0,77744.0,77794.0,77855.0,77891.0,77920.0,77968.0,77996.0,78031.0,78060.0,78162.0,78303.0,78351.0,78469.0,78556.0
5009110,84000.0,84080.0,84169.0,84276.0,84363.0,84427.0,84531.0,84752.0,84823.0,84867.0,85078.0,85120.0,85147.0,85171.0,85209.0,85234.0,85265.0,85284.0,85319.0,85358.0,85407.0,85459.0,85486.0,85608.0,85639.0,85661.0,85771.0,85805.0,85843.0,85900.0,85967.0,86010.0,86043.0,86071.0,86088.0,86109.0,86168.0,86223.0,86280.0,86326.0,86392.0,86411.0,86497.0,86519.0,86536.0,86578.0,86614.0,86657.0,86711.0,86744.0,86797.0,86828.0,86866.0,86897.0,87006.0,87144.0,87175.0,87252.0,87310.0
5009215,27900.0,27955.0,28016.0,28089.0,28148.0,28190.0,28247.0,28368.0,28428.0,28465.0,28635.0,28676.0,28694.0,28709.0,28752.0,28776.0,28806.0,28825.0,28861.0,28886.0,28918.0,28952.0,28970.0,29081.0,29109.0,29129.0,29227.0,29270.0,29310.0,29335.0,29384.0,29415.0,29438.0,29459.0,29472.0,29489.0,29538.0,29572.0,29617.0,29654.0,29722.0,29731.0,29812.0,29829.0,29843.0,29879.0,29909.0,29946.0,29974.0,29996.0,30032.0,30065.0,30106.0,30140.0,30257.0,30400.0,30439.0,30536.0,30609.0
5009217,36900.0,36982.0,37073.0,37183.0,37272.0,37336.0,37427.0,37621.0,37732.0,37800.0,38009.0,38064.0,38090.0,38112.0,38159.0,38184.0,38222.0,38243.0,38281.0,38330.0,38391.0,38456.0,38490.0,38617.0,38649.0,38672.0,38778.0,38821.0,38863.0,38890.0,38983.0,39043.0,39089.0,39125.0,39147.0,39174.0,39248.0,39331.0,39395.0,39447.0,39510.0,39524.0,39613.0,39638.0,39659.0,39713.0,39759.0,39816.0,39860.0,39887.0,39932.0,39971.0,40019.0,40059.0,40196.0,40358.0,40426.0,40595.0,40720.0
5009222,71100.0,71201.0,71313.0,71448.0,71557.0,71635.0,71766.0,72043.0,72146.0,72209.0,72430.0,72490.0,72522.0,72551.0,72596.0,72623.0,72652.0,72674.0,72713.0,72754.0,72806.0,72861.0,72891.0,73056.0,73098.0,73127.0,73253.0,73294.0,73334.0,73365.0,73442.0,73492.0,73534.0,73569.0,73591.0,73617.0,73681.0,73755.0,73788.0,73816.0,73946.0,73960.0,74042.0,74062.0,74085.0,74144.0,74194.0,74255.0,74291.0,74320.0,74368.0,74396.0,74431.0,74460.0,74562.0,74703.0,74751.0,74869.0,74956.0
5009273,26100.0,26155.0,26216.0,26289.0,26348.0,26390.0,26447.0,26568.0,26628.0,26665.0,26835.0,26876.0,26894.0,26909.0,26952.0,26976.0,27006.0,27025.0,27061.0,27086.0,27118.0,27152.0,27170.0,27281.0,27309.0,27329.0,27427.0,27470.0,27510.0,27535.0,27584.0,27615.0,27638.0,27659.0,27672.0,27689.0,27738.0,27772.0,27817.0,27854.0,27922.0,27931.0,28012.0,28029.0,28043.0,28079.0,28109.0,28146.0,28174.0,28196.0,28232.0,28265.0,28306.0,28340.0,28457.0,28600.0,28639.0,28736.0,28809.0
5009279,47700.0,47797.0,47904.0,48033.0,48137.0,48213.0,48326.0,48567.0,48666.0,48727.0,48919.0,48983.0,49012.0,49038.0,49109.0,49134.0,49164.0,49185.0,49223.0,49266.0,49321.0,49379.0,49409.0,49587.0,49632.0,49664.0,49782.0,49819.0,49857.0,49889.0,49967.0,50017.0,50064.0,50097.0,50117.0,50142.0,50216.0,50291.0,50352.0,50402.0,50466.0,50481.0,50582.0,50600.0,50621.0,50674.0,50719.0,50773.0,50813.0,50850.0,50911.0,50947.0,50992.0,51029.0,51159.0,51326.0,51396.0,51569.0,51696.0
5011255,31500.0,31620.0,31753.0,31913.0,32043.0,32137.0,32247.0,32480.0,32588.0,32655.0,32898.0,32952.0,32982.0,33008.0,33084.0,33110.0,33142.0,33164.0,33203.0,33252.0,33314.0,33380.0,33415.0,33566.0,33604.0,33632.0,33772.0,33817.0,33863.0,33900.0,34001.0,34066.0,34125.0,34176.0,34207.0,34246.0,34323.0,34397.0,34435.0,34466.0,34533.0,34553.0,34644.0,34668.0,34693.0,34756.0,34809.0,34873.0,34912.0,34949.0,35011.0,35048.0,35093.0,35130.0,35260.0,35414.0,35468.0,35601.0,35700.0
5011261,56700.0,56819.0,56951.0,57109.0,57237.0,57330.0,57480.0,57798.0,57910.0,57979.0,58204.0,58266.0,58304.0,58338.0,58436.0,58465.0,58502.0,58525.0,58567.0,58617.0,58681.0,58748.0,58784.0,58951.0,58993.0,59023.0,59183.0,59231.0,59285.0,59327.0,59422.0,59483.0,59547.0,59592.0,59620.0,59654.0,59783.0,59873.0,59935.0,59986.0,60061.0,60086.0,60211.0,60263.0,60289.0,60356.0,60413.0,60482.0,60530.0,60569.0,60632.0,60672.0,60721.0,60762.0,60904.0,61059.0,61121.0,61274.0,61388.0
5011265,76500.0,76566.0,76639.0,76727.0,76798.0,76849.0,76964.0,77208.0,77287.0,77336.0,77526.0,77565.0,77594.0,77619.0,77661.0,77686.0,77716.0,77735.0,77771.0,77809.0,77857.0,77908.0,77935.0,78058.0,78089.0,78111.0,78228.0,78272.0,78319.0,78352.0,78415.0,78455.0,78491.0,78520.0,78538.0,78561.0,78619.0,78660.0,78701.0,78735.0,78805.0,78826.0,78916.0,78934.0,78950.0,78991.0,79025.0,79067.0,79106.0,79137.0,79187.0,79218.0,79256.0,79288.0,79400.0,79544.0,79580.0,79668.0,79733.0
5011604,38700.0,38808.0,38927.0,39071.0,39187.0,39271.0,39367.0,39571.0,39673.0,39736.0,39961.0,40022.0,40048.0,40070.0,40124.0,40149.0,40181.0,40202.0,40240.0,40282.0,40336.0,40392.0,40422.0,40565.0,40601.0,40627.0,40757.0,40804.0,40851.0,40887.0,40966.0,41017.0,41061.0,41100.0,41124.0,41153.0,41226.0,41300.0,41346.0,41384.0,41466.0,41490.0,41674.0,41694.0,41720.0,41786.0,41842.0,41911.0,41949.0,41987.0,42049.0,42084.0,42126.0,42161.0,42284.0,42435.0,42493.0,42636.0,42741.0
5011612,72900.0,72996.0,73102.0,73230.0,73334.0,73409.0,73529.0,73785.0,73882.0,73941.0,74167.0,74220.0,74261.0,74297.0,74355.0,74382.0,74417.0,74441.0,74484.0,74530.0,74588.0,74649.0,74681.0,74835.0,74874.0,74902.0,75046.0,75092.0,75146.0,75184.0,75259.0,75307.0,75347.0,75382.0,75404.0,75431.0,75501.0,75564.0,75611.0,75650.0,75720.0,75742.0,75836.0,75859.0,75879.0,75929.0,75971.0,76023.0,76068.0,76104.0,76164.0,76197.0,76237.0,76271.0,76388.0,76539.0,76585.0,76698.0,76782.0
5011711,24000.0,24071.0,24150.0,24245.0,24322.0,24378.0,24456.0,24620.0,24713.0,24771.0,24985.0,25025.0,25048.0,25068.0,25136.0,25161.0,25191.0,25214.0,25255.0,25306.0,25371.0,25439.0,25475.0,25633.0,25673.0,25702.0,25829.0,25879.0,25924.0,25963.0,26051.0,26108.0,26161.0,26196.0,26218.0,26245.0,26321.0,26376.0,26418.0,26453.0,26523.0,26539.0,26630.0,26648.0,26665.0,26709.0,26746.0,26792.0,26833.0,26877.0,26948.0,26989.0,27039.0,27081.0,27228.0,27371.0,27420.0,27541.0,27630.0
5011715,54900.0,55019.0,55151.0,55309.0,55437.0,55530.0,55680.0,55998.0,56110.0,56179.0,56404.0,56466.0,56504.0,56538.0,56636.0,56665.0,56702.0,56725.0,56767.0,56817.0,56881.0,56948.0,56984.0,57151.0,57193.0,57223.0,57383.0,57431.0,57485.0,57527.0,57622.0,57683.0,57747.0,57792.0,57820.0,57854.0,57983.0,58073.0,58135.0,58186.0,58261.0,58286.0,58411.0,58463.0,58489.0,58556.0,58613.0,58682.0,58730.0,58769.0,58832.0,58872.0,58921.0,58962.0,59104.0,59259.0,59321.0,59474.0,59588.0
5013320,60300.0,60419.0,60551.0,60709.0,60837.0,60930.0,61080.0,61398.0,61510.0,61579.0,61804.0,61866.0,61904.0,61938.0,62036.0,62065.0,62102.0,62125.0,62167.0,62217.0,62281.0,62348.0,62384.0,62551.0,62593.0,62623.0,62783.0,62831.0,62885.0,62927.0,63022.0,63083.0,63147.0,63192.0,63220.0,63254.0,63383.0,63473.0,63535.0,63586.0,63661.0,63686.0,63811.0,63863.0,63889.0,63956.0,64013.0,64082.0,64130.0,64169.0,64232.0,64272.0,64321.0,64362.0,64504.0,64659.0,64721.0,64874.0,64988.0
5014254,47700.0,47793.0,47897.0,48022.0,48123.0,48196.0,48307.0,48541.0,48649.0,48715.0,48940.0,49003.0,49034.0,49061.0,49127.0,49155.0,49189.0,49212.0,49254.0,49301.0,49360.0,49423.0,49456.0,49623.0,49666.0,49696.0,49844.0,49890.0,49935.0,49969.0,50056.0,50111.0,50164.0,50213.0,50243.0,50281.0,50418.0,50489.0,50536.0,50574.0,50644.0,50663.0,50786.0,50887.0,50922.0,51012.0,51088.0,51182.0,51230.0,51273.0,51343.0,51381.0,51428.0,51467.0,51601.0,51781.0,51845.0,52003.0,52119.0
5014258,63900.0,64019.0,64151.0,64309.0,64437.0,64530.0,64680.0,64998.0,65110.0,65179.0,65404.0,65466.0,65504.0,65538.0,65636.0,65665.0,65702.0,65725.0,65767.0,65817.0,65881.0,65948.0,65984.0,66151.0,66193.0,66223.0,66383.0,66431.0,66485.0,66527.0,66622.0,66683.0,66747.0,66792.0,66820.0,66854.0,66983.0,67073.0,67135.0,67186.0,67261.0,67286.0,67411.0,67463.0,67489.0,67556.0,67613.0,67682.0,67730.0,67769.0,67832.0,67872.0,67921.0,67962.0,68104.0,68259.0,68321.0,68474.0,68588.0
5014260,74700.0,74796.0,74902.0,75030.0,75134.0,75209.0,75329.0,75585.0,75682.0,75741.0,75967.0,76020.0,76061.0,76097.0,76155.0,76182.0,76217.0,76241.0,76284.0,76330.0,76388.0,76449.0,76481.0,76635.0,76674.0,76702.0,76846.0,76892.0,76946.0,76984.0,77059.0,77107.0,77147.0,77182.0,77204.0,77231.0,77301.0,77364.0,77411.0,77450.0,77520.0,77542.0,77636.0,77659.0,77679.0,77729.0,77771.0,77823.0,77868.0,77904.0,77964.0,77997.0,78037.0,78071.0,78188.0,78339.0,78385.0,78498.0,78582.0
