tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P
5017405,41400.0,41444.0,41512.0,41550.0,41628.0,41685.0,41742.0,41797.0,41831.0,41865.0,41900.0,42117.0,42257.0,42287.0,42308.0,42334.0,42371.0,42402.0,42463.0,42567.0,42638.0,42698.0,42722.0,42822.0,42860.0,42927.0,43032.0,43096.0,43174.0,43250.0,43309.0,43353.0,43414.0,43466.0
5017407,48600.0,48644.0,48712.0,48750.0,48828.0,48885.0,48942.0,48997.0,49031.0,49065.0,49100.0,49317.0,49457.0,49487.0,49508.0,49534.0,49571.0,49602.0,49663.0,49767.0,49838.0,49898.0,49922.0,50022.0,50060.0,50127.0,50232.0,50296.0,50374.0,50450.0,50509.0,50553.0,50614.0,50666.0
5083635,54000.0,54046.0,54117.0,54157.0,54238.0,54296.0,54348.0,54398.0,54429.0,54461.0,54504.0,54772.0,54945.0,54983.0,55005.0,55033.0,55072.0,55104.0,55168.0,55278.0,55353.0,55399.0,55422.0,55516.0,55551.0,55612.0,55707.0,55782.0,55857.0,55930.0,55986.0,56028.0,56087.0,56138.0
5084331,23400.0,23449.0,23525.0,23568.0,23655.0,23719.0,23765.0,23809.0,23835.0,23861.0,23893.0,24093.0,24222.0,24250.0,24273.0,24302.0,24343.0,24377.0,24444.0,24559.0,24637.0,24689.0,24709.0,24792.0,24824.0,24880.0,24967.0,25039.0,25114.0,25187.0,25243.0,25285.0,25344.0,25395.0
5084333,37800.0,37867.0,37971.0,38030.0,38150.0,38237.0,38295.0,38351.0,38400.0,38449.0,38489.0,38736.0,38895.0,38930.0,38960.0,38997.0,39050.0,39094.0,39180.0,39327.0,39426.0,39498.0,39528.0,39652.0,39703.0,39793.0,39934.0,40009.0,40084.0,40157.0,40213.0,40255.0,40314.0,40365.0
5084335,45000.0,45067.0,45171.0,45230.0,45350.0,45437.0,45495.0,45551.0,45600.0,45649.0,45689.0,45936.0,46095.0,46130.0,46160.0,46197.0,46250.0,46294.0,46380.0,46527.0,46626.0,46698.0,46728.0,46852.0,46903.0,46993.0,47134.0,47209.0,47284.0,47357.0,47413.0,47455.0,47514.0,47565.0
5084337,60000.0,60072.0,60184.0,60247.0,60375.0,60467.0,60589.0,60706.0,60764.0,60823.0,60864.0,61118.0,61282.0,61318.0,61348.0,61385.0,61438.0,61481.0,61567.0,61714.0,61813.0,61886.0,61919.0,62051.0,62102.0,62192.0,62333.0,62415.0,62490.0,62563.0,62619.0,62661.0,62720.0,62771.0
5084340,77400.0,77434.0,77487.0,77517.0,77578.0,77622.0,77665.0,77707.0,77732.0,77758.0,77788.0,77977.0,78099.0,78126.0,78145.0,78168.0,78201.0,78228.0,78283.0,78376.0,78439.0,78480.0,78498.0,78570.0,78600.0,78652.0,78733.0,78798.0,78868.0,78937.0,78990.0,79029.0,79084.0,79131.0
5084342,82800.0,82834.0,82887.0,82917.0,82978.0,83022.0,83065.0,83107.0,83132.0,83158.0,83188.0,83377.0,83499.0,83526.0,83545.0,83568.0,83601.0,83628.0,83683.0,83776.0,83839.0,83880.0,83898.0,83970.0,84000.0,84052.0,84133.0,84198.0,84268.0,84337.0,84390.0,84429.0,84484.0,84531.0
5084598,28200.0,28249.0,28326.0,28369.0,28457.0,28520.0,28577.0,28631.0,28665.0,28700.0,28741.0,28994.0,29157.0,29192.0,29230.0,29277.0,29344.0,29400.0,29510.0,29698.0,29825.0,29896.0,29937.0,30103.0,30155.0,30246.0,30389.0,30466.0,30541.0,30614.0,30670.0,30712.0,30771.0,30822.0
5084600,36000.0,36050.0,36128.0,36172.0,36262.0,36327.0,36381.0,36432.0,36469.0,36507.0,36544.0,36774.0,36922.0,36955.0,36985.0,37022.0,37075.0,37119.0,37205.0,37352.0,37451.0,37522.0,37553.0,37679.0,37730.0,37819.0,37958.0,38034.0,38109.0,38182.0,38238.0,38280.0,38339.0,38390.0
5084602,55200.0,55268.0,55373.0,55432.0,55552.0,55638.0,55707.0,55773.0,55829.0,55886.0,55926.0,56175.0,56336.0,56371.0,56400.0,56436.0,56487.0,56529.0,56613.0,56755.0,56851.0,56929.0,56966.0,57117.0,57179.0,57288.0,57459.0,57535.0,57610.0,57683.0,57739.0,57781.0,57840.0,57891.0
5084604,63600.0,63663.0,63760.0,63814.0,63925.0,64006.0,64131.0,64251.0,64304.0,64357.0,64394.0,64626.0,64775.0,64808.0,64834.0,64866.0,64912.0,64950.0,65025.0,65153.0,65241.0,65300.0,65324.0,65422.0,65464.0,65538.0,65655.0,65729.0,65804.0,65877.0,65933.0,65975.0,66034.0,66085.0
5084606,70200.0,70246.0,70317.0,70357.0,70438.0,70497.0,70541.0,70584.0,70622.0,70660.0,70695.0,70913.0,71054.0,71084.0,71107.0,71136.0,71177.0,71211.0,71279.0,71394.0,71472.0,71529.0,71552.0,71646.0,71680.0,71739.0,71832.0,71901.0,71976.0,72049.0,72105.0,72147.0,72206.0,72256.0
5084979,46800.0,46867.0,46971.0,47030.0,47150.0,47237.0,47295.0,47351.0,47400.0,47449.0,47489.0,47736.0,47895.0,47930.0,47960.0,47997.0,48050.0,48094.0,48180.0,48327.0,48426.0,48498.0,48528.0,48652.0,48703.0,48793.0,48934.0,49009.0,49084.0,49157.0,49213.0,49255.0,49314.0,49365.0
5084981,54000.0,54068.0,54173.0,54232.0,54352.0,54438.0,54507.0,54573.0,54629.0,54686.0,54726.0,54975.0,55136.0,55171.0,55200.0,55236.0,55287.0,55329.0,55413.0,55555.0,55651.0,55729.0,55766.0,55917.0,55979.0,56088.0,56259.0,56335.0,56410.0,56483.0,56539.0,56581.0,56640.0,56691.0
5085538,75600.0,75634.0,75687.0,75717.0,75778.0,75822.0,75865.0,75907.0,75932.0,75958.0,75988.0,76177.0,76299.0,76326.0,76345.0,76368.0,76401.0,76428.0,76483.0,76576.0,76639.0,76680.0,76698.0,76770.0,76800.0,76852.0,76933.0,76998.0,77068.0,77137.0,77190.0,77229.0,77284.0,77331.0
5085540,81000.0,81034.0,81087.0,81117.0,81178.0,81222.0,81265.0,81307.0,81332.0,81358.0,81388.0,81577.0,81699.0,81726.0,81745.0,81768.0,81801.0,81828.0,81883.0,81976.0,82039.0,82080.0,82098.0,82170.0,82200.0,82252.0,82333.0,82398.0,82468.0,82537.0,82590.0,82629.0,82684.0,82731.0
5085902,27000.0,27049.0,27126.0,27169.0,27257.0,27320.0,27377.0,27431.0,27465.0,27500.0,27541.0,27794.0,27957.0,27992.0,28030.0,28077.0,28144.0,28200.0,28310.0,28498.0,28625.0,28696.0,28737.0,28903.0,28955.0,29046.0,29189.0,29266.0,29341.0,29414.0,29470.0,29512.0,29571.0,29622.0
5085904,34200.0,34250.0,34328.0,34372.0,34462.0,34527.0,34581.0,34632.0,34669.0,34707.0,34744.0,34974.0,35122.0,35155.0,35185.0,35222.0,35275.0,35319.0,35405.0,35552.0,35651.0,35722.0,35753.0,35879.0,35930.0,36019.0,36158.0,36234.0,36309.0,36382.0,36438.0,36480.0,36539.0,36590.0
5085906,43200.0,43267.0,43371.0,43430.0,43550.0,43637.0,43695.0,43751.0,43800.0,43849.0,43889.0,44136.0,44295.0,44330.0,44360.0,44397.0,44450.0,44494.0,44580.0,44727.0,44826.0,44898.0,44928.0,45052.0,45103.0,45193.0,45334.0,45409.0,45484.0,45557.0,45613.0,45655.0,45714.0,45765.0
5085908,50400.0,50467.0,50571.0,50630.0,50750.0,50837.0,50895.0,50951.0,51000.0,51049.0,51089.0,51336.0,51495.0,51530.0,51560.0,51597.0,51650.0,51694.0,51780.0,51927.0,52026.0,52098.0,52128.0,52252.0,52303.0,52393.0,52534.0,52609.0,52684.0,52757.0,52813.0,52855.0,52914.0,52965.0
5085909,56400.0,56468.0,56573.0,56632.0,56752.0,56838.0,56907.0,56973.0,57029.0,57086.0,57126.0,57375.0,57536.0,57571.0,57600.0,57636.0,57687.0,57729.0,57813.0,57955.0,58051.0,58129.0,58166.0,58317.0,58379.0,58488.0,58659.0,58735.0,58810.0,58883.0,58939.0,58981.0,59040.0,59091.0
5085911,64800.0,64863.0,64960.0,65014.0,65125.0,65206.0,65331.0,65451.0,65504.0,65557.0,65594.0,65826.0,65975.0,66008.0,66034.0,66066.0,66112.0,66150.0,66225.0,66353.0,66441.0,66500.0,66524.0,66622.0,66664.0,66738.0,66855.0,66929.0,67004.0,67077.0,67133.0,67175.0,67234.0,67285.0
5085912,73800.0,73834.0,73887.0,73917.0,73978.0,74022.0,74065.0,74107.0,74132.0,74158.0,74188.0,74377.0,74499.0,74526.0,74545.0,74568.0,74601.0,74628.0,74683.0,74776.0,74839.0,74880.0,74898.0,74970.0,75000.0,75052.0,75133.0,75198.0,75268.0,75337.0,75390.0,75429.0,75484.0,75531.0
5085914,79200.0,79234.0,79287.0,79317.0,79378.0,79422.0,79465.0,79507.0,79532.0,79558.0,79588.0,79777.0,79899.0,79926.0,79945.0,79968.0,80001.0,80028.0,80083.0,80176.0,80239.0,80280.0,80298.0,80370.0,80400.0,80452.0,80533.0,80598.0,80668.0,80737.0,80790.0,80829.0,80884.0,80931.0
5085916,84600.0,84634.0,84687.0,84717.0,84778.0,84822.0,84865.0,84907.0,84932.0,84958.0,84988.0,85177.0,85299.0,85326.0,85345.0,85368.0,85401.0,85428.0,85483.0,85576.0,85639.0,85680.0,85698.0,85770.0,85800.0,85852.0,85933.0,85998.0,86068.0,86137.0,86190.0,86229.0,86284.0,86331.0
5087885,31800.0,31862.0,31959.0,32013.0,32124.0,32205.0,32261.0,32314.0,32352.0,32390.0,32425.0,32645.0,32787.0,32818.0,32846.0,32881.0,32931.0,32972.0,33054.0,33194.0,33291.0,33348.0,33375.0,33484.0,33523.0,33592.0,33700.0,33758.0,33833.0,33906.0,33962.0,34004.0,34063.0,34114.0
5087886,48600.0,48667.0,48771.0,48830.0,48950.0,49037.0,49095.0,49151.0,49200.0,49249.0,49289.0,49536.0,49695.0,49730.0,49760.0,49797.0,49850.0,49894.0,49980.0,50127.0,50226.0,50298.0,50328.0,50452.0,50503.0,50593.0,50734.0,50809.0,50884.0,50957.0,51013.0,51055.0,51114.0,51165.0
5087888,61200.0,61272.0,61384.0,61447.0,61575.0,61667.0,61789.0,61906.0,61964.0,62023.0,62064.0,62318.0,62482.0,62518.0,62548.0,62585.0,62638.0,62681.0,62767.0,62914.0,63013.0,63086.0,63119.0,63251.0,63302.0,63392.0,63533.0,63615.0,63690.0,63763.0,63819.0,63861.0,63920.0,63971.0
5087890,68400.0,68446.0,68517.0,68557.0,68638.0,68697.0,68741.0,68784.0,68822.0,68860.0,68895.0,69113.0,69254.0,69284.0,69307.0,69336.0,69377.0,69411.0,69479.0,69594.0,69672.0,69729.0,69752.0,69846.0,69880.0,69939.0,70032.0,70101.0,70176.0,70249.0,70305.0,70347.0,70406.0,70456.0
5089428,37800.0,37842.0,37908.0,37945.0,38020.0,38074.0,38129.0,38182.0,38214.0,38247.0,38281.0,38489.0,38624.0,38653.0,38673.0,38698.0,38734.0,38764.0,38823.0,38923.0,38991.0,39049.0,39072.0,39168.0,39205.0,39269.0,39370.0,39432.0,39507.0,39580.0,39636.0,39678.0,39737.0,39788.0
5089430,45000.0,45042.0,45108.0,45145.0,45220.0,45274.0,45329.0,45382.0,45414.0,45447.0,45481.0,45689.0,45824.0,45853.0,45873.0,45898.0,45934.0,45964.0,46023.0,46123.0,46191.0,46249.0,46272.0,46368.0,46405.0,46469.0,46570.0,46632.0,46707.0,46780.0,46836.0,46878.0,46937.0,46988.0
5089432,52200.0,52246.0,52317.0,52357.0,52438.0,52496.0,52548.0,52598.0,52629.0,52661.0,52704.0,52972.0,53145.0,53183.0,53205.0,53233.0,53272.0,53304.0,53368.0,53478.0,53553.0,53599.0,53622.0,53716.0,53751.0,53812.0,53907.0,53982.0,54057.0,54130.0,54186.0,54228.0,54287.0,54338.0
5089433,63000.0,63035.0,63090.0,63121.0,63184.0,63229.0,63283.0,63335.0,63360.0,63385.0,63427.0,63686.0,63853.0,63890.0,63912.0,63939.0,63978.0,64010.0,64074.0,64183.0,64259.0,64326.0,64350.0,64447.0,64483.0,64546.0,64645.0,64721.0,64796.0,64869.0,64925.0,64967.0,65026.0,65077.0
5089435,70200.0,70239.0,70299.0,70333.0,70402.0,70450.0,70488.0,70524.0,70550.0,70576.0,70610.0,70818.0,70953.0,70982.0,71005.0,71033.0,71073.0,71106.0,71172.0,71284.0,71360.0,71429.0,71455.0,71563.0,71593.0,71645.0,71726.0,71791.0,71866.0,71939.0,71995.0,72037.0,72096.0,72147.0
5090924,41400.0,41442.0,41508.0,41545.0,41620.0,41674.0,41729.0,41782.0,41814.0,41847.0,41881.0,42089.0,42224.0,42253.0,42273.0,42298.0,42334.0,42364.0,42423.0,42523.0,42591.0,42649.0,42672.0,42768.0,42805.0,42869.0,42970.0,43032.0,43107.0,43180.0,43236.0,43278.0,43337.0,43388.0
5090926,48600.0,48642.0,48708.0,48745.0,48820.0,48874.0,48929.0,48982.0,49014.0,49047.0,49081.0,49289.0,49424.0,49453.0,49473.0,49498.0,49534.0,49564.0,49623.0,49723.0,49791.0,49849.0,49872.0,49968.0,50005.0,50069.0,50170.0,50232.0,50307.0,50380.0,50436.0,50478.0,50537.0,50588.0
5090928,59400.0,59442.0,59507.0,59543.0,59617.0,59670.0,59740.0,59807.0,59840.0,59873.0,59914.0,60170.0,60335.0,60372.0,60394.0,60422.0,60461.0,60493.0,60557.0,60667.0,60742.0,60822.0,60848.0,60955.0,60994.0,61062.0,61168.0,61245.0,61320.0,61393.0,61449.0,61491.0,61550.0,61601.0
5092392,55800.0,55846.0,55917.0,55957.0,56038.0,56096.0,56148.0,56198.0,56229.0,56261.0,56304.0,56572.0,56745.0,56783.0,56805.0,56833.0,56872.0,56904.0,56968.0,57078.0,57153.0,57199.0,57222.0,57316.0,57351.0,57412.0,57507.0,57582.0,57657.0,57730.0,57786.0,57828.0,57887.0,57938.0
5092395,72000.0,72039.0,72099.0,72133.0,72202.0,72250.0,72288.0,72324.0,72350.0,72376.0,72410.0,72618.0,72753.0,72782.0,72805.0,72833.0,72873.0,72906.0,72972.0,73084.0,73160.0,73229.0,73255.0,73363.0,73393.0,73445.0,73526.0,73591.0,73666.0,73739.0,73795.0,73837.0,73896.0,73947.0
5093092,57600.0,57646.0,57717.0,57757.0,57838.0,57896.0,57948.0,57998.0,58029.0,58061.0,58104.0,58372.0,58545.0,58583.0,58605.0,58633.0,58672.0,58704.0,58768.0,58878.0,58953.0,58999.0,59022.0,59116.0,59151.0,59212.0,59307.0,59382.0,59457.0,59530.0,59586.0,59628.0,59687.0,59738.0
5093094,64800.0,64835.0,64890.0,64921.0,64984.0,65029.0,65083.0,65135.0,65160.0,65185.0,65227.0,65486.0,65653.0,65690.0,65712.0,65739.0,65778.0,65810.0,65874.0,65983.0,66059.0,66126.0,66150.0,66247.0,66283.0,66346.0,66445.0,66521.0,66596.0,66669.0,66725.0,66767.0,66826.0,66877.0
5093096,77400.0,77434.0,77487.0,77517.0,77578.0,77622.0,77668.0,77712.0,77737.0,77763.0,77791.0,77966.0,78079.0,78104.0,78122.0,78145.0,78178.0,78205.0,78258.0,78349.0,78410.0,78450.0,78471.0,78555.0,78585.0,78638.0,78721.0,78785.0,78856.0,78926.0,78980.0,79020.0,79076.0,79123.0
5093098,82800.0,82834.0,82887.0,82917.0,82978.0,83022.0,83068.0,83112.0,83137.0,83163.0,83191.0,83366.0,83479.0,83504.0,83522.0,83545.0,83578.0,83605.0,83658.0,83749.0,83810.0,83850.0,83871.0,83955.0,83985.0,84038.0,84121.0,84185.0,84256.0,84326.0,84380.0,84420.0,84476.0,84523.0
5095794,29400.0,29449.0,29526.0,29569.0,29657.0,29720.0,29777.0,29831.0,29865.0,29900.0,29941.0,30194.0,30357.0,30392.0,30430.0,30477.0,30544.0,30600.0,30710.0,30898.0,31025.0,31096.0,31137.0,31303.0,31355.0,31446.0,31589.0,31666.0,31741.0,31814.0,31870.0,31912.0,31971.0,32022.0
5095796,39600.0,39667.0,39771.0,39830.0,39950.0,40037.0,40095.0,40151.0,40200.0,40249.0,40289.0,40536.0,40695.0,40730.0,40760.0,40797.0,40850.0,40894.0,40980.0,41127.0,41226.0,41298.0,41328.0,41452.0,41503.0,41593.0,41734.0,41809.0,41884.0,41957.0,42013.0,42055.0,42114.0,42165.0
5095799,57600.0,57668.0,57773.0,57832.0,57952.0,58038.0,58107.0,58173.0,58229.0,58286.0,58326.0,58575.0,58736.0,58771.0,58800.0,58836.0,58887.0,58929.0,59013.0,59155.0,59251.0,59329.0,59366.0,59517.0,59579.0,59688.0,59859.0,59935.0,60010.0,60083.0,60139.0,60181.0,60240.0,60291.0
5099013,39600.0,39642.0,39708.0,39745.0,39820.0,39874.0,39929.0,39982.0,40014.0,40047.0,40081.0,40289.0,40424.0,40453.0,40473.0,40498.0,40534.0,40564.0,40623.0,40723.0,40791.0,40849.0,40872.0,40968.0,41005.0,41069.0,41170.0,41232.0,41307.0,41380.0,41436.0,41478.0,41537.0,41588.0
5099015,46800.0,46842.0,46908.0,46945.0,47020.0,47074.0,47129.0,47182.0,47214.0,47247.0,47281.0,47489.0,47624.0,47653.0,47673.0,47698.0,47734.0,47764.0,47823.0,47923.0,47991.0,48049.0,48072.0,48168.0,48205.0,48269.0,48370.0,48432.0,48507.0,48580.0,48636.0,48678.0,48737.0,48788.0
5099017,66600.0,66639.0,66699.0,66733.0,66802.0,66850.0,66888.0,66924.0,66950.0,66976.0,67010.0,67218.0,67353.0,67382.0,67405.0,67433.0,67473.0,67506.0,67572.0,67684.0,67760.0,67829.0,67855.0,67963.0,67993.0,68045.0,68126.0,68191.0,68266.0,68339.0,68395.0,68437.0,68496.0,68547.0
5100024,36000.0,36032.0,36082.0,36110.0,36167.0,36209.0,36258.0,36305.0,36327.0,36349.0,36378.0,36558.0,36674.0,36699.0,36715.0,36735.0,36764.0,36788.0,36835.0,36916.0,36971.0,37005.0,37024.0,37099.0,37130.0,37183.0,37267.0,37326.0,37401.0,37474.0,37530.0,37572.0,37631.0,37682.0
5100026,43200.0,43242.0,43308.0,43345.0,43420.0,43474.0,43529.0,43582.0,43614.0,43647.0,43681.0,43889.0,44024.0,44053.0,44073.0,44098.0,44134.0,44164.0,44223.0,44323.0,44391.0,44449.0,44472.0,44568.0,44605.0,44669.0,44770.0,44832.0,44907.0,44980.0,45036.0,45078.0,45137.0,45188.0
5100028,50400.0,50442.0,50508.0,50545.0,50620.0,50674.0,50729.0,50782.0,50814.0,50847.0,50881.0,51089.0,51224.0,51253.0,51273.0,51298.0,51334.0,51364.0,51423.0,51523.0,51591.0,51649.0,51672.0,51768.0,51805.0,51869.0,51970.0,52032.0,52107.0,52180.0,52236.0,52278.0,52337.0,52388.0
5100030,61200.0,61242.0,61307.0,61343.0,61417.0,61470.0,61540.0,61607.0,61640.0,61673.0,61714.0,61970.0,62135.0,62172.0,62194.0,62222.0,62261.0,62293.0,62357.0,62467.0,62542.0,62622.0,62648.0,62755.0,62794.0,62862.0,62968.0,63045.0,63120.0,63193.0,63249.0,63291.0,63350.0,63401.0
5100032,73800.0,73834.0,73887.0,73917.0,73978.0,74022.0,74068.0,74112.0,74137.0,74163.0,74191.0,74366.0,74479.0,74504.0,74522.0,74545.0,74578.0,74605.0,74658.0,74749.0,74810.0,74850.0,74871.0,74955.0,74985.0,75038.0,75121.0,75185.0,75256.0,75326.0,75380.0,75420.0,75476.0,75523.0
5100034,79200.0,79234.0,79287.0,79317.0,79378.0,79422.0,79468.0,79512.0,79537.0,79563.0,79591.0,79766.0,79879.0,79904.0,79922.0,79945.0,79978.0,80005.0,80058.0,80149.0,80210.0,80250.0,80271.0,80355.0,80385.0,80438.0,80521.0,80585.0,80656.0,80726.0,80780.0,80820.0,80876.0,80923.0
5100036,84600.0,84634.0,84687.0,84717.0,84778.0,84822.0,84868.0,84912.0,84937.0,84963.0,84991.0,85166.0,85279.0,85304.0,85322.0,85345.0,85378.0,85405.0,85458.0,85549.0,85610.0,85650.0,85671.0,85755.0,85785.0,85838.0,85921.0,85985.0,86056.0,86126.0,86180.0,86220.0,86276.0,86323.0
5100258,33000.0,33062.0,33159.0,33213.0,33324.0,33405.0,33461.0,33514.0,33552.0,33590.0,33625.0,33845.0,33987.0,34018.0,34046.0,34081.0,34131.0,34172.0,34254.0,34394.0,34491.0,34548.0,34575.0,34684.0,34723.0,34792.0,34900.0,34958.0,35033.0,35106.0,35162.0,35204.0,35263.0,35314.0
5100260,41400.0,41467.0,41571.0,41630.0,41750.0,41837.0,41895.0,41951.0,42000.0,42049.0,42089.0,42336.0,42495.0,42530.0,42560.0,42597.0,42650.0,42694.0,42780.0,42927.0,43026.0,43098.0,43128.0,43252.0,43303.0,43393.0,43534.0,43609.0,43684.0,43757.0,43813.0,43855.0,43914.0,43965.0
5100264,58800.0,58872.0,58984.0,59047.0,59175.0,59267.0,59389.0,59506.0,59564.0,59623.0,59664.0,59918.0,60082.0,60118.0,60148.0,60185.0,60238.0,60281.0,60367.0,60514.0,60613.0,60686.0,60719.0,60851.0,60902.0,60992.0,61133.0,61215.0,61290.0,61363.0,61419.0,61461.0,61520.0,61571.0
5100267,72000.0,72046.0,72117.0,72157.0,72238.0,72297.0,72341.0,72384.0,72422.0,72460.0,72495.0,72713.0,72854.0,72884.0,72907.0,72936.0,72977.0,73011.0,73079.0,73194.0,73272.0,73329.0,73352.0,73446.0,73480.0,73539.0,73632.0,73701.0,73776.0,73849.0,73905.0,73947.0,74006.0,74056.0
5100554,23400.0,23449.0,23525.0,23568.0,23655.0,23719.0,23765.0,23809.0,23835.0,23861.0,23893.0,24093.0,24222.0,24250.0,24273.0,24302.0,24343.0,24377.0,24444.0,24559.0,24637.0,24689.0,24709.0,24792.0,24824.0,24880.0,24967.0,25039.0,25114.0,25187.0,25243.0,25285.0,25344.0,25395.0
5100556,37800.0,37867.0,37971.0,38030.0,38150.0,38237.0,38295.0,38351.0,38400.0,38449.0,38489.0,38736.0,38895.0,38930.0,38960.0,38997.0,39050.0,39094.0,39180.0,39327.0,39426.0,39498.0,39528.0,39652.0,39703.0,39793.0,39934.0,40009.0,40084.0,40157.0,40213.0,40255.0,40314.0,40365.0
5100558,45000.0,45067.0,45171.0,45230.0,45350.0,45437.0,45495.0,45551.0,45600.0,45649.0,45689.0,45936.0,46095.0,46130.0,46160.0,46197.0,46250.0,46294.0,46380.0,46527.0,46626.0,46698.0,46728.0,46852.0,46903.0,46993.0,47134.0,47209.0,47284.0,47357.0,47413.0,47455.0,47514.0,47565.0
5100560,60000.0,60072.0,60184.0,60247.0,60375.0,60467.0,60589.0,60706.0,60764.0,60823.0,60864.0,61118.0,61282.0,61318.0,61348.0,61385.0,61438.0,61481.0,61567.0,61714.0,61813.0,61886.0,61919.0,62051.0,62102.0,62192.0,62333.0,62415.0,62490.0,62563.0,62619.0,62661.0,62720.0,62771.0
5100562,66600.0,66646.0,66717.0,66757.0,66838.0,66897.0,66941.0,66984.0,67022.0,67060.0,67095.0,67313.0,67454.0,67484.0,67507.0,67536.0,67577.0,67611.0,67679.0,67794.0,67872.0,67929.0,67952.0,68046.0,68080.0,68139.0,68232.0,68301.0,68376.0,68449.0,68505.0,68547.0,68606.0,68656.0
5100563,77400.0,77434.0,77487.0,77517.0,77578.0,77622.0,77665.0,77707.0,77732.0,77758.0,77788.0,77977.0,78099.0,78126.0,78145.0,78168.0,78201.0,78228.0,78283.0,78376.0,78439.0,78480.0,78498.0,78570.0,78600.0,78652.0,78733.0,78798.0,78868.0,78937.0,78990.0,79029.0,79084.0,79131.0
5100565,82800.0,82834.0,82887.0,82917.0,82978.0,83022.0,83065.0,83107.0,83132.0,83158.0,83188.0,83377.0,83499.0,83526.0,83545.0,83568.0,83601.0,83628.0,83683.0,83776.0,83839.0,83880.0,83898.0,83970.0,84000.0,84052.0,84133.0,84198.0,84268.0,84337.0,84390.0,84429.0,84484.0,84531.0
5102227,29400.0,29449.0,29526.0,29569.0,29657.0,29720.0,29777.0,29831.0,29865.0,29900.0,29941.0,30194.0,30357.0,30392.0,30430.0,30477.0,30544.0,30600.0,30710.0,30898.0,31025.0,31096.0,31137.0,31303.0,31355.0,31446.0,31589.0,31666.0,31741.0,31814.0,31870.0,31912.0,31971.0,32022.0
5102229,39600.0,39667.0,39771.0,39830.0,39950.0,40037.0,40095.0,40151.0,40200.0,40249.0,40289.0,40536.0,40695.0,40730.0,40760.0,40797.0,40850.0,40894.0,40980.0,41127.0,41226.0,41298.0,41328.0,41452.0,41503.0,41593.0,41734.0,41809.0,41884.0,41957.0,42013.0,42055.0,42114.0,42165.0
5102232,57600.0,57668.0,57773.0,57832.0,57952.0,58038.0,58107.0,58173.0,58229.0,58286.0,58326.0,58575.0,58736.0,58771.0,58800.0,58836.0,58887.0,58929.0,59013.0,59155.0,59251.0,59329.0,59366.0,59517.0,59579.0,59688.0,59859.0,59935.0,60010.0,60083.0,60139.0,60181.0,60240.0,60291.0
5103499,31800.0,31862.0,31959.0,32013.0,32124.0,32205.0,32261.0,32314.0,32352.0,32390.0,32425.0,32645.0,32787.0,32818.0,32846.0,32881.0,32931.0,32972.0,33054.0,33194.0,33291.0,33348.0,33375.0,33484.0,33523.0,33592.0,33700.0,33758.0,33833.0,33906.0,33962.0,34004.0,34063.0,34114.0
5103502,61200.0,61272.0,61384.0,61447.0,61575.0,61667.0,61789.0,61906.0,61964.0,62023.0,62064.0,62318.0,62482.0,62518.0,62548.0,62585.0,62638.0,62681.0,62767.0,62914.0,63013.0,63086.0,63119.0,63251.0,63302.0,63392.0,63533.0,63615.0,63690.0,63763.0,63819.0,63861.0,63920.0,63971.0
5103504,68400.0,68446.0,68517.0,68557.0,68638.0,68697.0,68741.0,68784.0,68822.0,68860.0,68895.0,69113.0,69254.0,69284.0,69307.0,69336.0,69377.0,69411.0,69479.0,69594.0,69672.0,69729.0,69752.0,69846.0,69880.0,69939.0,70032.0,70101.0,70176.0,70249.0,70305.0,70347.0,70406.0,70456.0
5104805,33000.0,33062.0,33159.0,33213.0,33324.0,33405.0,33461.0,33514.0,33552.0,33590.0,33625.0,33845.0,33987.0,34018.0,34046.0,34081.0,34131.0,34172.0,34254.0,34394.0,34491.0,34548.0,34575.0,34684.0,34723.0,34792.0,34900.0,34958.0,35033.0,35106.0,35162.0,35204.0,35263.0,35314.0
5104807,41400.0,41467.0,41571.0,41630.0,41750.0,41837.0,41895.0,41951.0,42000.0,42049.0,42089.0,42336.0,42495.0,42530.0,42560.0,42597.0,42650.0,42694.0,42780.0,42927.0,43026.0,43098.0,43128.0,43252.0,43303.0,43393.0,43534.0,43609.0,43684.0,43757.0,43813.0,43855.0,43914.0,43965.0
5104811,58800.0,58872.0,58984.0,59047.0,59175.0,59267.0,59389.0,59506.0,59564.0,59623.0,59664.0,59918.0,60082.0,60118.0,60148.0,60185.0,60238.0,60281.0,60367.0,60514.0,60613.0,60686.0,60719.0,60851.0,60902.0,60992.0,61133.0,61215.0,61290.0,61363.0,61419.0,61461.0,61520.0,61571.0
5104814,72000.0,72046.0,72117.0,72157.0,72238.0,72297.0,72341.0,72384.0,72422.0,72460.0,72495.0,72713.0,72854.0,72884.0,72907.0,72936.0,72977.0,73011.0,73079.0,73194.0,73272.0,73329.0,73352.0,73446.0,73480.0,73539.0,73632.0,73701.0,73776.0,73849.0,73905.0,73947.0,74006.0,74056.0
