tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P
5096546,76800.0,76886.0,76908.0,76980.0,77036.0,77068.0,77107.0,77130.0,77163.0,77183.0,77197.0,77240.0,77282.0,77305.0,77342.0,77360.0,77426.0,77457.0,77512.0,77554.0,77579.0,77613.0,77663.0,77702.0,77757.0,77820.0,77849.0,77861.0,77943.0,77962.0,77990.0,78008.0,78022.0,78043.0,78070.0,78106.0,78133.0,78185.0,78211.0,78235.0,78285.0,78353.0,78432.0,78469.0,78593.0,78652.0,78669.0,78724.0,78798.0,78838.0,78866.0,78905.0,79067.0,79088.0,79109.0,79172.0
5096548,84600.0,84686.0,84708.0,84780.0,84836.0,84868.0,84907.0,84930.0,84963.0,84983.0,84997.0,85040.0,85082.0,85105.0,85142.0,85160.0,85226.0,85257.0,85312.0,85354.0,85379.0,85413.0,85463.0,85502.0,85557.0,85620.0,85649.0,85661.0,85743.0,85762.0,85790.0,85808.0,85822.0,85843.0,85870.0,85906.0,85933.0,85985.0,86011.0,86035.0,86085.0,86153.0,86232.0,86269.0,86393.0,86452.0,86469.0,86524.0,86598.0,86638.0,86666.0,86705.0,86867.0,86888.0,86909.0,86972.0
5097205,47400.0,47533.0,47581.0,47739.0,47859.0,47895.0,47940.0,47963.0,47996.0,48015.0,48032.0,48084.0,48135.0,48160.0,48200.0,48220.0,48292.0,48327.0,48395.0,48444.0,48474.0,48507.0,48555.0,48592.0,48658.0,48720.0,48752.0,48771.0,48897.0,48920.0,48953.0,48972.0,48987.0,49011.0,49041.0,49076.0,49106.0,49165.0,49195.0,49230.0,49294.0,49381.0,49482.0,49529.0,49688.0,49763.0,49787.0,49874.0,49989.0,50030.0,50059.0,50097.0,50258.0,50279.0,50300.0,50361.0
5097207,56400.0,56536.0,56572.0,56691.0,56783.0,56816.0,56856.0,56882.0,56918.0,56940.0,56956.0,57006.0,57055.0,57081.0,57123.0,57144.0,57232.0,57275.0,57346.0,57400.0,57432.0,57485.0,57562.0,57622.0,57682.0,57753.0,57798.0,57811.0,57895.0,57915.0,57943.0,57967.0,57985.0,58004.0,58028.0,58068.0,58101.0,58165.0,58197.0,58220.0,58276.0,58352.0,58440.0,58481.0,58619.0,58683.0,58709.0,58781.0,58877.0,58909.0,58931.0,58961.0,59130.0,59152.0,59174.0,59238.0
5097209,65400.0,65526.0,65552.0,65636.0,65700.0,65737.0,65782.0,65803.0,65833.0,65851.0,65867.0,65916.0,65964.0,65986.0,66021.0,66038.0,66113.0,66149.0,66199.0,66251.0,66282.0,66327.0,66393.0,66444.0,66499.0,66565.0,66606.0,66623.0,66739.0,66768.0,66809.0,66824.0,66835.0,66854.0,66879.0,66914.0,66933.0,66971.0,66990.0,67008.0,67062.0,67136.0,67222.0,67262.0,67396.0,67458.0,67473.0,67531.0,67609.0,67652.0,67682.0,67722.0,67885.0,67906.0,67927.0,67990.0
5097222,26700.0,26891.0,26914.0,26990.0,27049.0,27089.0,27137.0,27161.0,27194.0,27214.0,27231.0,27282.0,27331.0,27359.0,27404.0,27426.0,27492.0,27523.0,27583.0,27631.0,27659.0,27693.0,27742.0,27779.0,27841.0,27901.0,27937.0,27957.0,28087.0,28113.0,28150.0,28169.0,28184.0,28209.0,28242.0,28279.0,28312.0,28377.0,28410.0,28434.0,28512.0,28618.0,28742.0,28799.0,28993.0,29083.0,29106.0,29176.0,29269.0,29317.0,29351.0,29397.0,29584.0,29608.0,29632.0,29704.0
5097226,45000.0,45136.0,45163.0,45250.0,45317.0,45360.0,45412.0,45440.0,45480.0,45505.0,45524.0,45581.0,45637.0,45670.0,45722.0,45748.0,45828.0,45867.0,45950.0,46018.0,46059.0,46103.0,46167.0,46216.0,46286.0,46350.0,46400.0,46420.0,46556.0,46583.0,46621.0,46643.0,46659.0,46688.0,46726.0,46764.0,46794.0,46853.0,46884.0,46908.0,46971.0,47057.0,47157.0,47203.0,47360.0,47434.0,47450.0,47528.0,47633.0,47677.0,47708.0,47751.0,47932.0,47955.0,47978.0,48049.0
5097228,61800.0,62004.0,62041.0,62163.0,62256.0,62309.0,62373.0,62409.0,62460.0,62491.0,62525.0,62627.0,62727.0,62760.0,62813.0,62840.0,62931.0,62974.0,63055.0,63125.0,63167.0,63212.0,63278.0,63328.0,63424.0,63500.0,63545.0,63565.0,63700.0,63726.0,63764.0,63786.0,63802.0,63828.0,63861.0,63901.0,63935.0,64001.0,64034.0,64058.0,64124.0,64215.0,64320.0,64369.0,64534.0,64612.0,64634.0,64718.0,64829.0,64874.0,64906.0,64949.0,65129.0,65152.0,65175.0,65244.0
5097230,78300.0,78409.0,78433.0,78513.0,78574.0,78609.0,78652.0,78676.0,78710.0,78730.0,78746.0,78794.0,78840.0,78865.0,78904.0,78923.0,78987.0,79017.0,79074.0,79117.0,79142.0,79175.0,79223.0,79260.0,79315.0,79367.0,79403.0,79417.0,79513.0,79536.0,79570.0,79586.0,79598.0,79619.0,79646.0,79681.0,79703.0,79747.0,79769.0,79791.0,79844.0,79917.0,80002.0,80041.0,80174.0,80236.0,80254.0,80315.0,80397.0,80436.0,80464.0,80501.0,80673.0,80695.0,80717.0,80784.0
5098719,29100.0,29268.0,29300.0,29405.0,29485.0,29533.0,29591.0,29614.0,29646.0,29665.0,29684.0,29741.0,29797.0,29833.0,29890.0,29918.0,29991.0,30026.0,30094.0,30160.0,30199.0,30246.0,30314.0,30367.0,30428.0,30491.0,30541.0,30561.0,30698.0,30720.0,30752.0,30776.0,30794.0,30835.0,30888.0,30926.0,30969.0,31052.0,31094.0,31131.0,31204.0,31303.0,31418.0,31471.0,31651.0,31736.0,31765.0,31873.0,32017.0,32064.0,32097.0,32141.0,32307.0,32328.0,32349.0,32413.0
5098721,57000.0,57204.0,57241.0,57363.0,57456.0,57509.0,57573.0,57609.0,57660.0,57691.0,57725.0,57827.0,57927.0,57960.0,58013.0,58040.0,58131.0,58174.0,58255.0,58325.0,58367.0,58412.0,58478.0,58528.0,58624.0,58700.0,58745.0,58765.0,58900.0,58926.0,58964.0,58986.0,59002.0,59028.0,59061.0,59101.0,59135.0,59201.0,59234.0,59258.0,59324.0,59415.0,59520.0,59569.0,59734.0,59812.0,59834.0,59918.0,60029.0,60074.0,60106.0,60149.0,60329.0,60352.0,60375.0,60444.0
5098723,65400.0,65567.0,65602.0,65717.0,65805.0,65850.0,65906.0,65941.0,65990.0,66020.0,66043.0,66113.0,66182.0,66210.0,66254.0,66276.0,66356.0,66394.0,66457.0,66512.0,66545.0,66586.0,66646.0,66692.0,66755.0,66818.0,66860.0,66876.0,66979.0,67005.0,67041.0,67060.0,67074.0,67096.0,67124.0,67162.0,67190.0,67245.0,67273.0,67295.0,67353.0,67432.0,67524.0,67566.0,67709.0,67776.0,67795.0,67874.0,67979.0,68019.0,68047.0,68085.0,68252.0,68273.0,68294.0,68359.0
5103757,43200.0,43336.0,43363.0,43450.0,43517.0,43560.0,43612.0,43640.0,43680.0,43705.0,43724.0,43781.0,43837.0,43870.0,43922.0,43948.0,44028.0,44067.0,44150.0,44218.0,44259.0,44303.0,44367.0,44416.0,44486.0,44550.0,44600.0,44620.0,44756.0,44783.0,44821.0,44843.0,44859.0,44888.0,44926.0,44964.0,44994.0,45053.0,45084.0,45108.0,45171.0,45257.0,45357.0,45403.0,45560.0,45634.0,45650.0,45728.0,45833.0,45877.0,45908.0,45951.0,46132.0,46155.0,46178.0,46249.0
5103759,52200.0,52361.0,52390.0,52484.0,52556.0,52604.0,52662.0,52693.0,52737.0,52763.0,52786.0,52857.0,52926.0,52962.0,53020.0,53049.0,53130.0,53169.0,53272.0,53340.0,53381.0,53428.0,53497.0,53550.0,53629.0,53701.0,53744.0,53765.0,53905.0,53932.0,53971.0,53990.0,54005.0,54027.0,54056.0,54093.0,54120.0,54173.0,54200.0,54224.0,54283.0,54364.0,54458.0,54501.0,54648.0,54717.0,54737.0,54808.0,54903.0,54949.0,54982.0,55026.0,55211.0,55235.0,55259.0,55330.0
5103761,60600.0,60804.0,60841.0,60963.0,61056.0,61109.0,61173.0,61209.0,61260.0,61291.0,61325.0,61427.0,61527.0,61560.0,61613.0,61640.0,61731.0,61774.0,61855.0,61925.0,61967.0,62012.0,62078.0,62128.0,62224.0,62300.0,62345.0,62365.0,62500.0,62526.0,62564.0,62586.0,62602.0,62628.0,62661.0,62701.0,62735.0,62801.0,62834.0,62858.0,62924.0,63015.0,63120.0,63169.0,63334.0,63412.0,63434.0,63518.0,63629.0,63674.0,63706.0,63749.0,63929.0,63952.0,63975.0,64044.0
5103763,69300.0,69467.0,69502.0,69617.0,69705.0,69750.0,69806.0,69841.0,69890.0,69920.0,69943.0,70013.0,70082.0,70110.0,70154.0,70176.0,70256.0,70294.0,70357.0,70412.0,70445.0,70486.0,70546.0,70592.0,70655.0,70718.0,70760.0,70776.0,70879.0,70905.0,70941.0,70960.0,70974.0,70996.0,71024.0,71062.0,71090.0,71145.0,71173.0,71195.0,71253.0,71332.0,71424.0,71466.0,71609.0,71676.0,71695.0,71774.0,71879.0,71919.0,71947.0,71985.0,72152.0,72173.0,72194.0,72259.0
5103765,76500.0,76609.0,76633.0,76713.0,76774.0,76809.0,76852.0,76876.0,76910.0,76930.0,76946.0,76994.0,77040.0,77065.0,77104.0,77123.0,77187.0,77217.0,77274.0,77317.0,77342.0,77375.0,77423.0,77460.0,77515.0,77567.0,77603.0,77617.0,77713.0,77736.0,77770.0,77786.0,77798.0,77819.0,77846.0,77881.0,77903.0,77947.0,77969.0,77991.0,78044.0,78117.0,78202.0,78241.0,78374.0,78436.0,78454.0,78515.0,78597.0,78636.0,78664.0,78701.0,78873.0,78895.0,78917.0,78984.0
5103767,84600.0,84709.0,84733.0,84813.0,84874.0,84909.0,84952.0,84976.0,85010.0,85030.0,85046.0,85094.0,85140.0,85165.0,85204.0,85223.0,85287.0,85317.0,85374.0,85417.0,85442.0,85475.0,85523.0,85560.0,85615.0,85667.0,85703.0,85717.0,85813.0,85836.0,85870.0,85886.0,85898.0,85919.0,85946.0,85981.0,86003.0,86047.0,86069.0,86091.0,86144.0,86217.0,86302.0,86341.0,86474.0,86536.0,86554.0,86615.0,86697.0,86736.0,86764.0,86801.0,86973.0,86995.0,87017.0,87084.0
5103905,24300.0,24491.0,24514.0,24590.0,24649.0,24689.0,24737.0,24761.0,24794.0,24814.0,24831.0,24882.0,24931.0,24959.0,25004.0,25026.0,25092.0,25123.0,25183.0,25231.0,25259.0,25293.0,25342.0,25379.0,25441.0,25501.0,25537.0,25557.0,25687.0,25713.0,25750.0,25769.0,25784.0,25809.0,25842.0,25879.0,25912.0,25977.0,26010.0,26034.0,26112.0,26218.0,26342.0,26399.0,26593.0,26683.0,26706.0,26776.0,26869.0,26917.0,26951.0,26997.0,27184.0,27208.0,27232.0,27304.0
5103907,32400.0,32577.0,32607.0,32707.0,32784.0,32827.0,32880.0,32912.0,32958.0,32985.0,33005.0,33065.0,33123.0,33158.0,33214.0,33243.0,33319.0,33356.0,33426.0,33488.0,33525.0,33563.0,33618.0,33661.0,33733.0,33797.0,33839.0,33858.0,33985.0,34008.0,34041.0,34062.0,34077.0,34107.0,34146.0,34182.0,34210.0,34265.0,34293.0,34317.0,34383.0,34474.0,34579.0,34628.0,34793.0,34870.0,34894.0,34958.0,35043.0,35085.0,35115.0,35155.0,35332.0,35355.0,35378.0,35446.0
5103911,50400.0,50536.0,50563.0,50650.0,50717.0,50760.0,50812.0,50840.0,50880.0,50905.0,50924.0,50981.0,51037.0,51070.0,51122.0,51148.0,51228.0,51267.0,51350.0,51418.0,51459.0,51503.0,51567.0,51616.0,51686.0,51750.0,51800.0,51820.0,51956.0,51983.0,52021.0,52043.0,52059.0,52088.0,52126.0,52164.0,52194.0,52253.0,52284.0,52308.0,52371.0,52457.0,52557.0,52603.0,52760.0,52834.0,52850.0,52928.0,53033.0,53077.0,53108.0,53151.0,53332.0,53355.0,53378.0,53449.0
5103913,59400.0,59604.0,59641.0,59763.0,59856.0,59909.0,59973.0,60009.0,60060.0,60091.0,60125.0,60227.0,60327.0,60360.0,60413.0,60440.0,60531.0,60574.0,60655.0,60725.0,60767.0,60812.0,60878.0,60928.0,61024.0,61100.0,61145.0,61165.0,61300.0,61326.0,61364.0,61386.0,61402.0,61428.0,61461.0,61501.0,61535.0,61601.0,61634.0,61658.0,61724.0,61815.0,61920.0,61969.0,62134.0,62212.0,62234.0,62318.0,62429.0,62474.0,62506.0,62549.0,62729.0,62752.0,62775.0,62844.0
5103915,67800.0,67967.0,68002.0,68117.0,68205.0,68250.0,68306.0,68341.0,68390.0,68420.0,68443.0,68513.0,68582.0,68610.0,68654.0,68676.0,68756.0,68794.0,68857.0,68912.0,68945.0,68986.0,69046.0,69092.0,69155.0,69218.0,69260.0,69276.0,69379.0,69405.0,69441.0,69460.0,69474.0,69496.0,69524.0,69562.0,69590.0,69645.0,69673.0,69695.0,69753.0,69832.0,69924.0,69966.0,70109.0,70176.0,70195.0,70274.0,70379.0,70419.0,70447.0,70485.0,70652.0,70673.0,70694.0,70759.0
5103918,81900.0,82009.0,82033.0,82113.0,82174.0,82209.0,82252.0,82276.0,82310.0,82330.0,82346.0,82394.0,82440.0,82465.0,82504.0,82523.0,82587.0,82617.0,82674.0,82717.0,82742.0,82775.0,82823.0,82860.0,82915.0,82967.0,83003.0,83017.0,83113.0,83136.0,83170.0,83186.0,83198.0,83219.0,83246.0,83281.0,83303.0,83347.0,83369.0,83391.0,83444.0,83517.0,83602.0,83641.0,83774.0,83836.0,83854.0,83915.0,83997.0,84036.0,84064.0,84101.0,84273.0,84295.0,84317.0,84384.0
5104692,29100.0,29268.0,29300.0,29405.0,29485.0,29533.0,29591.0,29614.0,29646.0,29665.0,29684.0,29741.0,29797.0,29833.0,29890.0,29918.0,29991.0,30026.0,30094.0,30160.0,30199.0,30246.0,30314.0,30367.0,30428.0,30491.0,30541.0,30561.0,30698.0,30720.0,30752.0,30776.0,30794.0,30835.0,30888.0,30926.0,30969.0,31052.0,31094.0,31131.0,31204.0,31303.0,31418.0,31471.0,31651.0,31736.0,31765.0,31873.0,32017.0,32064.0,32097.0,32141.0,32307.0,32328.0,32349.0,32413.0
5104694,57000.0,57204.0,57241.0,57363.0,57456.0,57509.0,57573.0,57609.0,57660.0,57691.0,57725.0,57827.0,57927.0,57960.0,58013.0,58040.0,58131.0,58174.0,58255.0,58325.0,58367.0,58412.0,58478.0,58528.0,58624.0,58700.0,58745.0,58765.0,58900.0,58926.0,58964.0,58986.0,59002.0,59028.0,59061.0,59101.0,59135.0,59201.0,59234.0,59258.0,59324.0,59415.0,59520.0,59569.0,59734.0,59812.0,59834.0,59918.0,60029.0,60074.0,60106.0,60149.0,60329.0,60352.0,60375.0,60444.0
5104696,65400.0,65567.0,65602.0,65717.0,65805.0,65850.0,65906.0,65941.0,65990.0,66020.0,66043.0,66113.0,66182.0,66210.0,66254.0,66276.0,66356.0,66394.0,66457.0,66512.0,66545.0,66586.0,66646.0,66692.0,66755.0,66818.0,66860.0,66876.0,66979.0,67005.0,67041.0,67060.0,67074.0,67096.0,67124.0,67162.0,67190.0,67245.0,67273.0,67295.0,67353.0,67432.0,67524.0,67566.0,67709.0,67776.0,67795.0,67874.0,67979.0,68019.0,68047.0,68085.0,68252.0,68273.0,68294.0,68359.0
5105460,26700.0,26891.0,26914.0,26990.0,27049.0,27089.0,27137.0,27161.0,27194.0,27214.0,27231.0,27282.0,27331.0,27359.0,27404.0,27426.0,27492.0,27523.0,27583.0,27631.0,27659.0,27693.0,27742.0,27779.0,27841.0,27901.0,27937.0,27957.0,28087.0,28113.0,28150.0,28169.0,28184.0,28209.0,28242.0,28279.0,28312.0,28377.0,28410.0,28434.0,28512.0,28618.0,28742.0,28799.0,28993.0,29083.0,29106.0,29176.0,29269.0,29317.0,29351.0,29397.0,29584.0,29608.0,29632.0,29704.0
5105464,45000.0,45136.0,45163.0,45250.0,45317.0,45360.0,45412.0,45440.0,45480.0,45505.0,45524.0,45581.0,45637.0,45670.0,45722.0,45748.0,45828.0,45867.0,45950.0,46018.0,46059.0,46103.0,46167.0,46216.0,46286.0,46350.0,46400.0,46420.0,46556.0,46583.0,46621.0,46643.0,46659.0,46688.0,46726.0,46764.0,46794.0,46853.0,46884.0,46908.0,46971.0,47057.0,47157.0,47203.0,47360.0,47434.0,47450.0,47528.0,47633.0,47677.0,47708.0,47751.0,47932.0,47955.0,47978.0,48049.0
5105466,61800.0,62004.0,62041.0,62163.0,62256.0,62309.0,62373.0,62409.0,62460.0,62491.0,62525.0,62627.0,62727.0,62760.0,62813.0,62840.0,62931.0,62974.0,63055.0,63125.0,63167.0,63212.0,63278.0,63328.0,63424.0,63500.0,63545.0,63565.0,63700.0,63726.0,63764.0,63786.0,63802.0,63828.0,63861.0,63901.0,63935.0,64001.0,64034.0,64058.0,64124.0,64215.0,64320.0,64369.0,64534.0,64612.0,64634.0,64718.0,64829.0,64874.0,64906.0,64949.0,65129.0,65152.0,65175.0,65244.0
5105468,78300.0,78409.0,78433.0,78513.0,78574.0,78609.0,78652.0,78676.0,78710.0,78730.0,78746.0,78794.0,78840.0,78865.0,78904.0,78923.0,78987.0,79017.0,79074.0,79117.0,79142.0,79175.0,79223.0,79260.0,79315.0,79367.0,79403.0,79417.0,79513.0,79536.0,79570.0,79586.0,79598.0,79619.0,79646.0,79681.0,79703.0,79747.0,79769.0,79791.0,79844.0,79917.0,80002.0,80041.0,80174.0,80236.0,80254.0,80315.0,80397.0,80436.0,80464.0,80501.0,80673.0,80695.0,80717.0,80784.0
5110222,63000.0,63174.0,63224.0,63387.0,63512.0,63567.0,63635.0,63680.0,63744.0,63783.0,63822.0,63940.0,64056.0,64090.0,64144.0,64172.0,64265.0,64310.0,64382.0,64448.0,64488.0,64529.0,64589.0,64636.0,64706.0,64777.0,64823.0,64848.0,65011.0,65038.0,65076.0,65098.0,65115.0,65139.0,65169.0,65221.0,65251.0,65309.0,65339.0,65363.0,65430.0,65521.0,65627.0,65676.0,65842.0,65919.0,65938.0,66037.0,66170.0,66214.0,66245.0,66287.0,66465.0,66488.0,66511.0,66580.0
5110224,71100.0,71267.0,71302.0,71417.0,71505.0,71550.0,71606.0,71641.0,71690.0,71720.0,71743.0,71813.0,71882.0,71910.0,71954.0,71976.0,72056.0,72094.0,72157.0,72212.0,72245.0,72286.0,72346.0,72392.0,72455.0,72518.0,72560.0,72576.0,72679.0,72705.0,72741.0,72760.0,72774.0,72796.0,72824.0,72862.0,72890.0,72945.0,72973.0,72995.0,73053.0,73132.0,73224.0,73266.0,73409.0,73476.0,73495.0,73574.0,73679.0,73719.0,73747.0,73785.0,73952.0,73973.0,73994.0,74059.0
5114183,25500.0,25691.0,25714.0,25790.0,25849.0,25889.0,25937.0,25961.0,25994.0,26014.0,26031.0,26082.0,26131.0,26159.0,26204.0,26226.0,26292.0,26323.0,26383.0,26431.0,26459.0,26493.0,26542.0,26579.0,26641.0,26701.0,26737.0,26757.0,26887.0,26913.0,26950.0,26969.0,26984.0,27009.0,27042.0,27079.0,27112.0,27177.0,27210.0,27234.0,27312.0,27418.0,27542.0,27599.0,27793.0,27883.0,27906.0,27976.0,28069.0,28117.0,28151.0,28197.0,28384.0,28408.0,28432.0,28504.0
5114192,72900.0,73009.0,73033.0,73113.0,73174.0,73209.0,73252.0,73276.0,73310.0,73330.0,73346.0,73394.0,73440.0,73465.0,73504.0,73523.0,73587.0,73617.0,73674.0,73717.0,73742.0,73775.0,73823.0,73860.0,73915.0,73967.0,74003.0,74017.0,74113.0,74136.0,74170.0,74186.0,74198.0,74219.0,74246.0,74281.0,74303.0,74347.0,74369.0,74391.0,74444.0,74517.0,74602.0,74641.0,74774.0,74836.0,74854.0,74915.0,74997.0,75036.0,75064.0,75101.0,75273.0,75295.0,75317.0,75384.0
5115387,30600.0,30777.0,30807.0,30907.0,30984.0,31027.0,31080.0,31112.0,31158.0,31185.0,31205.0,31265.0,31323.0,31358.0,31414.0,31443.0,31519.0,31556.0,31626.0,31688.0,31725.0,31763.0,31818.0,31861.0,31933.0,31997.0,32039.0,32058.0,32185.0,32208.0,32241.0,32262.0,32277.0,32307.0,32346.0,32382.0,32410.0,32465.0,32493.0,32517.0,32583.0,32674.0,32779.0,32828.0,32993.0,33070.0,33094.0,33158.0,33243.0,33285.0,33315.0,33355.0,33532.0,33555.0,33578.0,33646.0
5115391,48600.0,48736.0,48763.0,48850.0,48917.0,48960.0,49012.0,49040.0,49080.0,49105.0,49124.0,49181.0,49237.0,49270.0,49322.0,49348.0,49428.0,49467.0,49550.0,49618.0,49659.0,49703.0,49767.0,49816.0,49886.0,49950.0,50000.0,50020.0,50156.0,50183.0,50221.0,50243.0,50259.0,50288.0,50326.0,50364.0,50394.0,50453.0,50484.0,50508.0,50571.0,50657.0,50757.0,50803.0,50960.0,51034.0,51050.0,51128.0,51233.0,51277.0,51308.0,51351.0,51532.0,51555.0,51578.0,51649.0
5115393,58200.0,58404.0,58441.0,58563.0,58656.0,58709.0,58773.0,58809.0,58860.0,58891.0,58925.0,59027.0,59127.0,59160.0,59213.0,59240.0,59331.0,59374.0,59455.0,59525.0,59567.0,59612.0,59678.0,59728.0,59824.0,59900.0,59945.0,59965.0,60100.0,60126.0,60164.0,60186.0,60202.0,60228.0,60261.0,60301.0,60335.0,60401.0,60434.0,60458.0,60524.0,60615.0,60720.0,60769.0,60934.0,61012.0,61034.0,61118.0,61229.0,61274.0,61306.0,61349.0,61529.0,61552.0,61575.0,61644.0
5115395,66600.0,66767.0,66802.0,66917.0,67005.0,67050.0,67106.0,67141.0,67190.0,67220.0,67243.0,67313.0,67382.0,67410.0,67454.0,67476.0,67556.0,67594.0,67657.0,67712.0,67745.0,67786.0,67846.0,67892.0,67955.0,68018.0,68060.0,68076.0,68179.0,68205.0,68241.0,68260.0,68274.0,68296.0,68324.0,68362.0,68390.0,68445.0,68473.0,68495.0,68553.0,68632.0,68724.0,68766.0,68909.0,68976.0,68995.0,69074.0,69179.0,69219.0,69247.0,69285.0,69452.0,69473.0,69494.0,69559.0
