tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P
0,7571.0,92.0,93.0,94.0,126.0,6182.0,322.0,6312.0,7197.0,7195.0,3653.0,6055.0,1073.0,3641.0,3642.0,3643.0,3583.0,3584.0,3585.0,3625.0,3626.0,3627.0,3628.0,6052.0,3613.0,3615.0,3594.0,3595.0,3596.0,3597.0,3598.0,4465.0
5014176,61800.0,62153.0,62178.0,62211.0,62238.0,62267.0,62285.0,62856.0,62936.0,63021.0,63067.0,63207.0,63407.0,63476.0,63524.0,63686.0,63761.0,63778.0,63831.0,63902.0,63939.0,63965.0,64000.0,64165.0,64186.0,64207.0,64321.0,64353.0,64367.0,64389.0,64417.0,64448.0
