tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P
5009374,37200.0,37273.0,37314.0,37360.0,37398.0,37467.0,37768.0,37884.0,38037.0,38162.0,38255.0,38306.0,38333.0,38388.0,38465.0,38544.0,38604.0,38658.0,38732.0,38793.0,38832.0,38931.0,38955.0,39061.0,39127.0,39155.0,39221.0,39262.0,39329.0,39350.0,39385.0,39422.0,39475.0,39517.0,39566.0,39603.0,39660.0,39697.0,39736.0,39775.0,39858.0,39918.0,39968.0,40003.0,40070.0,40136.0,40195.0,40249.0,40312.0,40372.0,40455.0,40535.0,40621.0,40741.0,40790.0,40868.0,40933.0,41037.0,41083.0,41139.0,41179.0,41221.0,41257.0,41282.0,41349.0,41421.0,41445.0,41523.0,41577.0,41601.0,41667.0,41699.0,41728.0
5009376,49200.0,49280.0,49325.0,49377.0,49420.0,49497.0,49757.0,49876.0,50032.0,50163.0,50257.0,50309.0,50340.0,50403.0,50489.0,50569.0,50634.0,50692.0,50776.0,50844.0,50891.0,50998.0,51024.0,51138.0,51213.0,51245.0,51319.0,51364.0,51437.0,51462.0,51504.0,51552.0,51610.0,51669.0,51719.0,51757.0,51814.0,51856.0,51900.0,51941.0,52028.0,52091.0,52144.0,52180.0,52261.0,52339.0,52399.0,52454.0,52518.0,52579.0,52663.0,52744.0,52832.0,52954.0,53009.0,53095.0,53168.0,53284.0,53336.0,53399.0,53444.0,53491.0,53531.0,53559.0,53634.0,53715.0,53742.0,53824.0,53881.0,53906.0,53976.0,54010.0,54041.0
5009378,60900.0,60993.0,61044.0,61111.0,61166.0,61265.0,61605.0,61721.0,61872.0,62021.0,62112.0,62162.0,62196.0,62266.0,62362.0,62450.0,62511.0,62565.0,62643.0,62707.0,62750.0,62850.0,62874.0,62980.0,63057.0,63090.0,63165.0,63212.0,63288.0,63315.0,63360.0,63412.0,63476.0,63526.0,63578.0,63617.0,63677.0,63718.0,63760.0,63803.0,63894.0,63960.0,64015.0,64053.0,64157.0,64258.0,64313.0,64364.0,64424.0,64481.0,64559.0,64634.0,64716.0,64830.0,64886.0,64975.0,65046.0,65160.0,65211.0,65272.0,65316.0,65362.0,65401.0,65429.0,65501.0,65583.0,65610.0,65689.0,65743.0,65767.0,65834.0,65867.0,65898.0
5009775,40800.0,40891.0,40941.0,40993.0,41035.0,41111.0,41329.0,41415.0,41527.0,41648.0,41716.0,41754.0,41780.0,41834.0,41916.0,41977.0,42022.0,42063.0,42119.0,42164.0,42192.0,42270.0,42289.0,42371.0,42428.0,42452.0,42509.0,42540.0,42591.0,42615.0,42655.0,42689.0,42734.0,42783.0,42825.0,42857.0,42905.0,42939.0,42974.0,43011.0,43089.0,43145.0,43192.0,43224.0,43280.0,43335.0,43394.0,43448.0,43511.0,43571.0,43654.0,43734.0,43821.0,43943.0,43995.0,44078.0,44135.0,44226.0,44267.0,44316.0,44351.0,44388.0,44419.0,44441.0,44501.0,44562.0,44582.0,44666.0,44724.0,44750.0,44821.0,44856.0,44886.0
5009777,51600.0,51692.0,51743.0,51792.0,51833.0,51906.0,52167.0,52277.0,52422.0,52537.0,52629.0,52680.0,52708.0,52765.0,52845.0,52908.0,52967.0,53020.0,53084.0,53136.0,53181.0,53276.0,53299.0,53400.0,53471.0,53501.0,53571.0,53608.0,53668.0,53690.0,53726.0,53764.0,53813.0,53867.0,53915.0,53951.0,54007.0,54046.0,54087.0,54130.0,54220.0,54286.0,54341.0,54378.0,54446.0,54513.0,54572.0,54626.0,54690.0,54751.0,54835.0,54916.0,55003.0,55125.0,55176.0,55256.0,55319.0,55420.0,55465.0,55519.0,55558.0,55599.0,55634.0,55659.0,55723.0,55797.0,55822.0,55892.0,55940.0,55962.0,56022.0,56051.0,56077.0
5009779,62400.0,62489.0,62539.0,62589.0,62630.0,62704.0,63029.0,63147.0,63302.0,63416.0,63506.0,63555.0,63580.0,63630.0,63705.0,63775.0,63820.0,63861.0,63922.0,63971.0,64011.0,64098.0,64119.0,64212.0,64275.0,64302.0,64363.0,64395.0,64446.0,64463.0,64492.0,64519.0,64562.0,64601.0,64649.0,64685.0,64741.0,64777.0,64815.0,64852.0,64930.0,64986.0,65033.0,65065.0,65126.0,65185.0,65237.0,65285.0,65341.0,65395.0,65469.0,65540.0,65617.0,65724.0,65777.0,65861.0,65924.0,66025.0,66070.0,66125.0,66164.0,66205.0,66240.0,66265.0,66331.0,66407.0,66432.0,66507.0,66558.0,66581.0,66645.0,66676.0,66704.0
5009781,73800.0,73877.0,73919.0,73959.0,73992.0,74050.0,74374.0,74466.0,74587.0,74697.0,74756.0,74788.0,74812.0,74860.0,74918.0,74983.0,75024.0,75060.0,75106.0,75143.0,75175.0,75253.0,75272.0,75354.0,75398.0,75417.0,75459.0,75485.0,75527.0,75545.0,75576.0,75603.0,75640.0,75678.0,75724.0,75759.0,75813.0,75849.0,75887.0,75923.0,76000.0,76056.0,76102.0,76134.0,76184.0,76232.0,76277.0,76319.0,76368.0,76415.0,76479.0,76541.0,76608.0,76700.0,76748.0,76823.0,76875.0,76959.0,76996.0,77041.0,77073.0,77107.0,77136.0,77156.0,77211.0,77275.0,77296.0,77365.0,77412.0,77433.0,77492.0,77521.0,77547.0
5012282,27000.0,27028.0,27044.0,27065.0,27082.0,27113.0,27233.0,27286.0,27356.0,27430.0,27467.0,27488.0,27503.0,27534.0,27574.0,27601.0,27629.0,27654.0,27686.0,27713.0,27731.0,27777.0,27788.0,27838.0,27868.0,27881.0,27910.0,27937.0,27980.0,27996.0,28023.0,28048.0,28074.0,28099.0,28135.0,28162.0,28204.0,28234.0,28265.0,28293.0,28351.0,28393.0,28428.0,28452.0,28491.0,28529.0,28563.0,28594.0,28630.0,28664.0,28711.0,28757.0,28807.0,28876.0,28913.0,28972.0,29014.0,29082.0,29112.0,29148.0,29174.0,29201.0,29224.0,29240.0,29285.0,29339.0,29357.0,29430.0,29480.0,29502.0,29564.0,29594.0,29621.0
5012284,37200.0,37291.0,37341.0,37393.0,37435.0,37511.0,37729.0,37815.0,37927.0,38048.0,38116.0,38154.0,38180.0,38234.0,38316.0,38377.0,38422.0,38463.0,38519.0,38564.0,38592.0,38670.0,38689.0,38771.0,38828.0,38852.0,38909.0,38940.0,38991.0,39015.0,39055.0,39089.0,39134.0,39183.0,39225.0,39257.0,39305.0,39339.0,39374.0,39411.0,39489.0,39545.0,39592.0,39624.0,39680.0,39735.0,39794.0,39848.0,39911.0,39971.0,40054.0,40134.0,40221.0,40343.0,40395.0,40478.0,40535.0,40626.0,40667.0,40716.0,40751.0,40788.0,40819.0,40841.0,40901.0,40962.0,40982.0,41066.0,41124.0,41150.0,41221.0,41256.0,41286.0
5012286,48000.0,48092.0,48143.0,48192.0,48233.0,48306.0,48567.0,48677.0,48822.0,48937.0,49029.0,49080.0,49108.0,49165.0,49245.0,49308.0,49367.0,49420.0,49484.0,49536.0,49581.0,49676.0,49699.0,49800.0,49871.0,49901.0,49971.0,50008.0,50068.0,50090.0,50126.0,50164.0,50213.0,50267.0,50315.0,50351.0,50407.0,50446.0,50487.0,50530.0,50620.0,50686.0,50741.0,50778.0,50846.0,50913.0,50972.0,51026.0,51090.0,51151.0,51235.0,51316.0,51403.0,51525.0,51576.0,51656.0,51719.0,51820.0,51865.0,51919.0,51958.0,51999.0,52034.0,52059.0,52123.0,52197.0,52222.0,52292.0,52340.0,52362.0,52422.0,52451.0,52477.0
5012288,58800.0,58889.0,58939.0,58989.0,59030.0,59104.0,59429.0,59547.0,59702.0,59816.0,59906.0,59955.0,59980.0,60030.0,60105.0,60175.0,60220.0,60261.0,60322.0,60371.0,60411.0,60498.0,60519.0,60612.0,60675.0,60702.0,60763.0,60795.0,60846.0,60863.0,60892.0,60919.0,60962.0,61001.0,61049.0,61085.0,61141.0,61177.0,61215.0,61252.0,61330.0,61386.0,61433.0,61465.0,61526.0,61585.0,61637.0,61685.0,61741.0,61795.0,61869.0,61940.0,62017.0,62124.0,62177.0,62261.0,62324.0,62425.0,62470.0,62525.0,62564.0,62605.0,62640.0,62665.0,62731.0,62807.0,62832.0,62907.0,62958.0,62981.0,63045.0,63076.0,63104.0
5012438,25200.0,25259.0,25292.0,25327.0,25356.0,25409.0,25588.0,25659.0,25752.0,25869.0,25941.0,25981.0,26003.0,26048.0,26102.0,26158.0,26198.0,26233.0,26280.0,26318.0,26343.0,26419.0,26437.0,26518.0,26564.0,26584.0,26630.0,26665.0,26723.0,26744.0,26779.0,26839.0,26883.0,26921.0,26962.0,26993.0,27041.0,27074.0,27109.0,27145.0,27220.0,27274.0,27319.0,27350.0,27406.0,27461.0,27507.0,27549.0,27598.0,27645.0,27710.0,27772.0,27840.0,27934.0,27986.0,28068.0,28133.0,28237.0,28283.0,28339.0,28379.0,28421.0,28457.0,28482.0,28548.0,28610.0,28631.0,28712.0,28768.0,28793.0,28862.0,28896.0,28927.0
5012441,63600.0,63693.0,63744.0,63811.0,63866.0,63965.0,64305.0,64421.0,64572.0,64721.0,64812.0,64862.0,64896.0,64966.0,65062.0,65150.0,65211.0,65265.0,65343.0,65407.0,65450.0,65550.0,65574.0,65680.0,65757.0,65790.0,65865.0,65912.0,65988.0,66015.0,66060.0,66112.0,66176.0,66226.0,66278.0,66317.0,66377.0,66418.0,66460.0,66503.0,66594.0,66660.0,66715.0,66753.0,66857.0,66958.0,67013.0,67064.0,67124.0,67181.0,67259.0,67334.0,67416.0,67530.0,67586.0,67675.0,67746.0,67860.0,67911.0,67972.0,68016.0,68062.0,68101.0,68129.0,68201.0,68283.0,68310.0,68389.0,68443.0,68467.0,68534.0,68567.0,68598.0
5012834,67200.0,67287.0,67335.0,67393.0,67441.0,67526.0,67756.0,67867.0,68013.0,68135.0,68217.0,68262.0,68288.0,68341.0,68415.0,68478.0,68524.0,68565.0,68613.0,68652.0,68683.0,68769.0,68790.0,68882.0,68936.0,68959.0,69013.0,69043.0,69091.0,69108.0,69137.0,69166.0,69202.0,69232.0,69282.0,69320.0,69379.0,69416.0,69454.0,69491.0,69570.0,69627.0,69675.0,69708.0,69768.0,69827.0,69878.0,69925.0,69980.0,70032.0,70104.0,70174.0,70249.0,70354.0,70407.0,70490.0,70548.0,70641.0,70682.0,70732.0,70767.0,70805.0,70837.0,70860.0,70919.0,70993.0,71018.0,71091.0,71141.0,71164.0,71226.0,71256.0,71284.0
5012860,21300.0,21328.0,21344.0,21365.0,21382.0,21413.0,21533.0,21586.0,21656.0,21730.0,21767.0,21788.0,21803.0,21834.0,21874.0,21901.0,21929.0,21954.0,21986.0,22013.0,22031.0,22077.0,22088.0,22138.0,22168.0,22181.0,22210.0,22237.0,22280.0,22296.0,22323.0,22348.0,22374.0,22399.0,22435.0,22462.0,22504.0,22534.0,22565.0,22593.0,22651.0,22693.0,22728.0,22752.0,22791.0,22829.0,22863.0,22894.0,22930.0,22964.0,23011.0,23057.0,23107.0,23176.0,23213.0,23272.0,23314.0,23382.0,23412.0,23448.0,23474.0,23501.0,23524.0,23540.0,23585.0,23639.0,23657.0,23730.0,23780.0,23802.0,23864.0,23894.0,23921.0
5012862,28800.0,28828.0,28844.0,28865.0,28882.0,28913.0,29033.0,29086.0,29156.0,29230.0,29267.0,29288.0,29303.0,29334.0,29374.0,29401.0,29429.0,29454.0,29486.0,29513.0,29531.0,29577.0,29588.0,29638.0,29668.0,29681.0,29710.0,29737.0,29780.0,29796.0,29823.0,29848.0,29874.0,29899.0,29935.0,29962.0,30004.0,30034.0,30065.0,30093.0,30151.0,30193.0,30228.0,30252.0,30291.0,30329.0,30363.0,30394.0,30430.0,30464.0,30511.0,30557.0,30607.0,30676.0,30713.0,30772.0,30814.0,30882.0,30912.0,30948.0,30974.0,31001.0,31024.0,31040.0,31085.0,31139.0,31157.0,31230.0,31280.0,31302.0,31364.0,31394.0,31421.0
5013861,20400.0,20459.0,20492.0,20527.0,20556.0,20609.0,20788.0,20859.0,20952.0,21069.0,21141.0,21181.0,21203.0,21248.0,21302.0,21358.0,21398.0,21433.0,21480.0,21518.0,21543.0,21619.0,21637.0,21718.0,21764.0,21784.0,21830.0,21865.0,21923.0,21944.0,21979.0,22039.0,22083.0,22121.0,22162.0,22193.0,22241.0,22274.0,22309.0,22345.0,22420.0,22474.0,22519.0,22550.0,22606.0,22661.0,22707.0,22749.0,22798.0,22845.0,22910.0,22972.0,23040.0,23134.0,23186.0,23268.0,23333.0,23437.0,23483.0,23539.0,23579.0,23621.0,23657.0,23682.0,23748.0,23810.0,23831.0,23912.0,23968.0,23993.0,24062.0,24096.0,24127.0
5013863,31200.0,31289.0,31339.0,31393.0,31438.0,31518.0,31898.0,31986.0,32102.0,32263.0,32357.0,32409.0,32439.0,32499.0,32574.0,32643.0,32703.0,32756.0,32820.0,32872.0,32915.0,33008.0,33030.0,33129.0,33193.0,33220.0,33283.0,33321.0,33383.0,33421.0,33484.0,33548.0,33594.0,33637.0,33680.0,33712.0,33762.0,33802.0,33844.0,33885.0,33972.0,34035.0,34088.0,34125.0,34195.0,34264.0,34316.0,34364.0,34420.0,34474.0,34548.0,34619.0,34696.0,34805.0,34858.0,34942.0,35001.0,35095.0,35137.0,35188.0,35224.0,35262.0,35294.0,35317.0,35378.0,35443.0,35465.0,35537.0,35586.0,35608.0,35669.0,35699.0,35725.0
5013865,43200.0,43280.0,43325.0,43377.0,43420.0,43497.0,43757.0,43876.0,44032.0,44163.0,44257.0,44309.0,44340.0,44403.0,44489.0,44569.0,44634.0,44692.0,44776.0,44844.0,44891.0,44998.0,45024.0,45138.0,45213.0,45245.0,45319.0,45364.0,45437.0,45462.0,45504.0,45552.0,45610.0,45669.0,45719.0,45757.0,45814.0,45856.0,45900.0,45941.0,46028.0,46091.0,46144.0,46180.0,46261.0,46339.0,46399.0,46454.0,46518.0,46579.0,46663.0,46744.0,46832.0,46954.0,47009.0,47095.0,47168.0,47284.0,47336.0,47399.0,47444.0,47491.0,47531.0,47559.0,47634.0,47715.0,47742.0,47824.0,47881.0,47906.0,47976.0,48010.0,48041.0
5013867,55200.0,55293.0,55344.0,55411.0,55466.0,55565.0,55905.0,56021.0,56172.0,56321.0,56412.0,56462.0,56496.0,56566.0,56662.0,56750.0,56811.0,56865.0,56943.0,57007.0,57050.0,57150.0,57174.0,57280.0,57357.0,57390.0,57465.0,57512.0,57588.0,57615.0,57660.0,57712.0,57776.0,57826.0,57878.0,57917.0,57977.0,58018.0,58060.0,58103.0,58194.0,58260.0,58315.0,58353.0,58457.0,58558.0,58613.0,58664.0,58724.0,58781.0,58859.0,58934.0,59016.0,59130.0,59186.0,59275.0,59346.0,59460.0,59511.0,59572.0,59616.0,59662.0,59701.0,59729.0,59801.0,59883.0,59910.0,59989.0,60043.0,60067.0,60134.0,60167.0,60198.0
5014598,26400.0,26459.0,26492.0,26527.0,26556.0,26609.0,26788.0,26859.0,26952.0,27069.0,27141.0,27181.0,27203.0,27248.0,27302.0,27358.0,27398.0,27433.0,27480.0,27518.0,27543.0,27619.0,27637.0,27718.0,27764.0,27784.0,27830.0,27865.0,27923.0,27944.0,27979.0,28039.0,28083.0,28121.0,28162.0,28193.0,28241.0,28274.0,28309.0,28345.0,28420.0,28474.0,28519.0,28550.0,28606.0,28661.0,28707.0,28749.0,28798.0,28845.0,28910.0,28972.0,29040.0,29134.0,29186.0,29268.0,29333.0,29437.0,29483.0,29539.0,29579.0,29621.0,29657.0,29682.0,29748.0,29810.0,29831.0,29912.0,29968.0,29993.0,30062.0,30096.0,30127.0
5014600,38400.0,38473.0,38514.0,38560.0,38598.0,38667.0,38968.0,39084.0,39237.0,39362.0,39455.0,39506.0,39533.0,39588.0,39665.0,39744.0,39804.0,39858.0,39932.0,39993.0,40032.0,40131.0,40155.0,40261.0,40327.0,40355.0,40421.0,40462.0,40529.0,40550.0,40585.0,40622.0,40675.0,40717.0,40766.0,40803.0,40860.0,40897.0,40936.0,40975.0,41058.0,41118.0,41168.0,41203.0,41270.0,41336.0,41395.0,41449.0,41512.0,41572.0,41655.0,41735.0,41821.0,41941.0,41990.0,42068.0,42133.0,42237.0,42283.0,42339.0,42379.0,42421.0,42457.0,42482.0,42549.0,42621.0,42645.0,42723.0,42777.0,42801.0,42867.0,42899.0,42928.0
5014602,50400.0,50480.0,50525.0,50577.0,50620.0,50697.0,50957.0,51076.0,51232.0,51363.0,51457.0,51509.0,51540.0,51603.0,51689.0,51769.0,51834.0,51892.0,51976.0,52044.0,52091.0,52198.0,52224.0,52338.0,52413.0,52445.0,52519.0,52564.0,52637.0,52662.0,52704.0,52752.0,52810.0,52869.0,52919.0,52957.0,53014.0,53056.0,53100.0,53141.0,53228.0,53291.0,53344.0,53380.0,53461.0,53539.0,53599.0,53654.0,53718.0,53779.0,53863.0,53944.0,54032.0,54154.0,54209.0,54295.0,54368.0,54484.0,54536.0,54599.0,54644.0,54691.0,54731.0,54759.0,54834.0,54915.0,54942.0,55024.0,55081.0,55106.0,55176.0,55210.0,55241.0
5015710,34800.0,34889.0,34939.0,34993.0,35038.0,35118.0,35498.0,35586.0,35702.0,35863.0,35957.0,36009.0,36039.0,36099.0,36174.0,36243.0,36303.0,36356.0,36420.0,36472.0,36515.0,36608.0,36630.0,36729.0,36793.0,36820.0,36883.0,36921.0,36983.0,37021.0,37084.0,37148.0,37194.0,37237.0,37280.0,37312.0,37362.0,37402.0,37444.0,37485.0,37572.0,37635.0,37688.0,37725.0,37795.0,37864.0,37916.0,37964.0,38020.0,38074.0,38148.0,38219.0,38296.0,38405.0,38458.0,38542.0,38601.0,38695.0,38737.0,38788.0,38824.0,38862.0,38894.0,38917.0,38978.0,39043.0,39065.0,39137.0,39186.0,39208.0,39269.0,39299.0,39325.0
5015712,46800.0,46880.0,46925.0,46977.0,47020.0,47097.0,47357.0,47476.0,47632.0,47763.0,47857.0,47909.0,47940.0,48003.0,48089.0,48169.0,48234.0,48292.0,48376.0,48444.0,48491.0,48598.0,48624.0,48738.0,48813.0,48845.0,48919.0,48964.0,49037.0,49062.0,49104.0,49152.0,49210.0,49269.0,49319.0,49357.0,49414.0,49456.0,49500.0,49541.0,49628.0,49691.0,49744.0,49780.0,49861.0,49939.0,49999.0,50054.0,50118.0,50179.0,50263.0,50344.0,50432.0,50554.0,50609.0,50695.0,50768.0,50884.0,50936.0,50999.0,51044.0,51091.0,51131.0,51159.0,51234.0,51315.0,51342.0,51424.0,51481.0,51506.0,51576.0,51610.0,51641.0
5015714,58800.0,58893.0,58944.0,59011.0,59066.0,59165.0,59505.0,59621.0,59772.0,59921.0,60012.0,60062.0,60096.0,60166.0,60262.0,60350.0,60411.0,60465.0,60543.0,60607.0,60650.0,60750.0,60774.0,60880.0,60957.0,60990.0,61065.0,61112.0,61188.0,61215.0,61260.0,61312.0,61376.0,61426.0,61478.0,61517.0,61577.0,61618.0,61660.0,61703.0,61794.0,61860.0,61915.0,61953.0,62057.0,62158.0,62213.0,62264.0,62324.0,62381.0,62459.0,62534.0,62616.0,62730.0,62786.0,62875.0,62946.0,63060.0,63111.0,63172.0,63216.0,63262.0,63301.0,63329.0,63401.0,63483.0,63510.0,63589.0,63643.0,63667.0,63734.0,63767.0,63798.0
5015716,70200.0,70288.0,70336.0,70380.0,70416.0,70480.0,70782.0,70883.0,71016.0,71144.0,71224.0,71268.0,71293.0,71343.0,71420.0,71475.0,71522.0,71565.0,71622.0,71668.0,71700.0,71781.0,71800.0,71886.0,71937.0,71959.0,72009.0,72039.0,72089.0,72108.0,72139.0,72169.0,72213.0,72254.0,72302.0,72338.0,72394.0,72429.0,72465.0,72502.0,72579.0,72635.0,72682.0,72713.0,72773.0,72831.0,72877.0,72920.0,72970.0,73018.0,73084.0,73147.0,73216.0,73311.0,73361.0,73439.0,73500.0,73598.0,73642.0,73695.0,73732.0,73772.0,73806.0,73830.0,73892.0,73972.0,73999.0,74075.0,74127.0,74150.0,74215.0,74246.0,74275.0
5015718,81000.0,81068.0,81106.0,81145.0,81177.0,81234.0,81453.0,81562.0,81704.0,81806.0,81873.0,81910.0,81934.0,81982.0,82042.0,82092.0,82132.0,82168.0,82216.0,82255.0,82284.0,82359.0,82377.0,82456.0,82502.0,82521.0,82566.0,82599.0,82652.0,82671.0,82704.0,82735.0,82779.0,82817.0,82865.0,82901.0,82957.0,82993.0,83030.0,83067.0,83144.0,83200.0,83247.0,83279.0,83331.0,83381.0,83424.0,83463.0,83509.0,83553.0,83614.0,83672.0,83735.0,83824.0,83870.0,83943.0,83998.0,84086.0,84125.0,84172.0,84206.0,84242.0,84272.0,84293.0,84350.0,84420.0,84443.0,84510.0,84556.0,84577.0,84634.0,84662.0,84687.0
5016402,36000.0,36073.0,36114.0,36160.0,36198.0,36267.0,36568.0,36684.0,36837.0,36962.0,37055.0,37106.0,37133.0,37188.0,37265.0,37344.0,37404.0,37458.0,37532.0,37593.0,37632.0,37731.0,37755.0,37861.0,37927.0,37955.0,38021.0,38062.0,38129.0,38150.0,38185.0,38222.0,38275.0,38317.0,38366.0,38403.0,38460.0,38497.0,38536.0,38575.0,38658.0,38718.0,38768.0,38803.0,38870.0,38936.0,38995.0,39049.0,39112.0,39172.0,39255.0,39335.0,39421.0,39541.0,39590.0,39668.0,39733.0,39837.0,39883.0,39939.0,39979.0,40021.0,40057.0,40082.0,40149.0,40221.0,40245.0,40323.0,40377.0,40401.0,40467.0,40499.0,40528.0
5016404,48000.0,48080.0,48125.0,48177.0,48220.0,48297.0,48557.0,48676.0,48832.0,48963.0,49057.0,49109.0,49140.0,49203.0,49289.0,49369.0,49434.0,49492.0,49576.0,49644.0,49691.0,49798.0,49824.0,49938.0,50013.0,50045.0,50119.0,50164.0,50237.0,50262.0,50304.0,50352.0,50410.0,50469.0,50519.0,50557.0,50614.0,50656.0,50700.0,50741.0,50828.0,50891.0,50944.0,50980.0,51061.0,51139.0,51199.0,51254.0,51318.0,51379.0,51463.0,51544.0,51632.0,51754.0,51809.0,51895.0,51968.0,52084.0,52136.0,52199.0,52244.0,52291.0,52331.0,52359.0,52434.0,52515.0,52542.0,52624.0,52681.0,52706.0,52776.0,52810.0,52841.0
5016406,60000.0,60093.0,60144.0,60211.0,60266.0,60365.0,60705.0,60821.0,60972.0,61121.0,61212.0,61262.0,61296.0,61366.0,61462.0,61550.0,61611.0,61665.0,61743.0,61807.0,61850.0,61950.0,61974.0,62080.0,62157.0,62190.0,62265.0,62312.0,62388.0,62415.0,62460.0,62512.0,62576.0,62626.0,62678.0,62717.0,62777.0,62818.0,62860.0,62903.0,62994.0,63060.0,63115.0,63153.0,63257.0,63358.0,63413.0,63464.0,63524.0,63581.0,63659.0,63734.0,63816.0,63930.0,63986.0,64075.0,64146.0,64260.0,64311.0,64372.0,64416.0,64462.0,64501.0,64529.0,64601.0,64683.0,64710.0,64789.0,64843.0,64867.0,64934.0,64967.0,64998.0
5016408,72000.0,72088.0,72136.0,72180.0,72216.0,72280.0,72582.0,72683.0,72816.0,72944.0,73024.0,73068.0,73093.0,73143.0,73220.0,73275.0,73322.0,73365.0,73422.0,73468.0,73500.0,73581.0,73600.0,73686.0,73737.0,73759.0,73809.0,73839.0,73889.0,73908.0,73939.0,73969.0,74013.0,74054.0,74102.0,74138.0,74194.0,74229.0,74265.0,74302.0,74379.0,74435.0,74482.0,74513.0,74573.0,74631.0,74677.0,74720.0,74770.0,74818.0,74884.0,74947.0,75016.0,75111.0,75161.0,75239.0,75300.0,75398.0,75442.0,75495.0,75532.0,75572.0,75606.0,75630.0,75692.0,75772.0,75799.0,75875.0,75927.0,75950.0,76015.0,76046.0,76075.0
5016410,82800.0,82868.0,82906.0,82945.0,82977.0,83034.0,83253.0,83362.0,83504.0,83606.0,83673.0,83710.0,83734.0,83782.0,83842.0,83892.0,83932.0,83968.0,84016.0,84055.0,84084.0,84159.0,84177.0,84256.0,84302.0,84321.0,84366.0,84399.0,84452.0,84471.0,84504.0,84535.0,84579.0,84617.0,84665.0,84701.0,84757.0,84793.0,84830.0,84867.0,84944.0,85000.0,85047.0,85079.0,85131.0,85181.0,85224.0,85263.0,85309.0,85353.0,85414.0,85472.0,85535.0,85624.0,85670.0,85743.0,85798.0,85886.0,85925.0,85972.0,86006.0,86042.0,86072.0,86093.0,86150.0,86220.0,86243.0,86310.0,86356.0,86377.0,86434.0,86462.0,86487.0
5016770,27600.0,27659.0,27692.0,27727.0,27756.0,27809.0,27988.0,28059.0,28152.0,28269.0,28341.0,28381.0,28403.0,28448.0,28502.0,28558.0,28598.0,28633.0,28680.0,28718.0,28743.0,28819.0,28837.0,28918.0,28964.0,28984.0,29030.0,29065.0,29123.0,29144.0,29179.0,29239.0,29283.0,29321.0,29362.0,29393.0,29441.0,29474.0,29509.0,29545.0,29620.0,29674.0,29719.0,29750.0,29806.0,29861.0,29907.0,29949.0,29998.0,30045.0,30110.0,30172.0,30240.0,30334.0,30386.0,30468.0,30533.0,30637.0,30683.0,30739.0,30779.0,30821.0,30857.0,30882.0,30948.0,31010.0,31031.0,31112.0,31168.0,31193.0,31262.0,31296.0,31327.0
5016772,39600.0,39673.0,39714.0,39760.0,39798.0,39867.0,40168.0,40284.0,40437.0,40562.0,40655.0,40706.0,40733.0,40788.0,40865.0,40944.0,41004.0,41058.0,41132.0,41193.0,41232.0,41331.0,41355.0,41461.0,41527.0,41555.0,41621.0,41662.0,41729.0,41750.0,41785.0,41822.0,41875.0,41917.0,41966.0,42003.0,42060.0,42097.0,42136.0,42175.0,42258.0,42318.0,42368.0,42403.0,42470.0,42536.0,42595.0,42649.0,42712.0,42772.0,42855.0,42935.0,43021.0,43141.0,43190.0,43268.0,43333.0,43437.0,43483.0,43539.0,43579.0,43621.0,43657.0,43682.0,43749.0,43821.0,43845.0,43923.0,43977.0,44001.0,44067.0,44099.0,44128.0
5016774,51600.0,51680.0,51725.0,51777.0,51820.0,51897.0,52157.0,52276.0,52432.0,52563.0,52657.0,52709.0,52740.0,52803.0,52889.0,52969.0,53034.0,53092.0,53176.0,53244.0,53291.0,53398.0,53424.0,53538.0,53613.0,53645.0,53719.0,53764.0,53837.0,53862.0,53904.0,53952.0,54010.0,54069.0,54119.0,54157.0,54214.0,54256.0,54300.0,54341.0,54428.0,54491.0,54544.0,54580.0,54661.0,54739.0,54799.0,54854.0,54918.0,54979.0,55063.0,55144.0,55232.0,55354.0,55409.0,55495.0,55568.0,55684.0,55736.0,55799.0,55844.0,55891.0,55931.0,55959.0,56034.0,56115.0,56142.0,56224.0,56281.0,56306.0,56376.0,56410.0,56441.0
5016776,62700.0,62793.0,62844.0,62911.0,62966.0,63065.0,63405.0,63521.0,63672.0,63821.0,63912.0,63962.0,63996.0,64066.0,64162.0,64250.0,64311.0,64365.0,64443.0,64507.0,64550.0,64650.0,64674.0,64780.0,64857.0,64890.0,64965.0,65012.0,65088.0,65115.0,65160.0,65212.0,65276.0,65326.0,65378.0,65417.0,65477.0,65518.0,65560.0,65603.0,65694.0,65760.0,65815.0,65853.0,65957.0,66058.0,66113.0,66164.0,66224.0,66281.0,66359.0,66434.0,66516.0,66630.0,66686.0,66775.0,66846.0,66960.0,67011.0,67072.0,67116.0,67162.0,67201.0,67229.0,67301.0,67383.0,67410.0,67489.0,67543.0,67567.0,67634.0,67667.0,67698.0
