tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
0,7333.0,783.0,784.0,785.0,786.0,793.0,7576.0,7586.0,7587.0,7588.0,329.0,1443.0,1444.0,1445.0,1647.0,1648.0,1649.0,1911.0,1913.0,1914.0,1805.0,1806.0,1660.0,1661.0,1662.0,1664.0,1665.0,1666.0,1807.0,7167.0,1808.0,7389.0,4324.0,4769.0,4770.0,4765.0,4766.0,4767.0,4768.0,4325.0,3328.0,3329.0,3330.0,3331.0,3351.0,3332.0,3333.0
5003300,25200.0,25292.0,25315.0,25353.0,25434.0,25554.0,25562.0,25679.0,25771.0,25807.0,25947.0,26034.0,26114.0,26203.0,26352.0,26447.0,26477.0,26557.0,26597.0,26627.0,26652.0,26710.0,26789.0,26835.0,26887.0,26949.0,26988.0,27033.0,27101.0,27128.0,27191.0,27312.0,27769.0,27789.0,27840.0,27878.0,27938.0,27988.0,28017.0,28124.0,28224.0,28286.0,28304.0,28360.0,28437.0,28629.0,28793.0
5003987,39600.0,39660.0,39705.0,39780.0,39873.0,40010.0,40020.0,40238.0,40409.0,40477.0,40740.0,40860.0,40883.0,40909.0,40952.0,40980.0,41013.0,41100.0,41169.0,41220.0,41280.0,41340.0,41400.0,41428.0,41460.0,41497.0,41520.0,41580.0,41640.0,41700.0,41740.0,41817.0,42107.0,42120.0,42147.0,42167.0,42199.0,42225.0,42240.0,42360.0,42480.0,42600.0,42629.0,42720.0,42840.0,42905.0,42960.0
5003989,57900.0,58069.0,58106.0,58169.0,58302.0,58499.0,58513.0,58681.0,58813.0,58865.0,59067.0,59224.0,59299.0,59382.0,59522.0,59611.0,59669.0,59823.0,59867.0,59899.0,59934.0,60021.0,60181.0,60247.0,60320.0,60384.0,60424.0,60486.0,60552.0,60594.0,60651.0,60761.0,61177.0,61196.0,61239.0,61271.0,61322.0,61364.0,61389.0,61463.0,61553.0,61655.0,61670.0,61719.0,61784.0,61983.0,62154.0
5014590,46800.0,46954.0,46993.0,47060.0,47177.0,47350.0,47362.0,47585.0,47761.0,47830.0,48099.0,48206.0,48281.0,48364.0,48504.0,48592.0,48622.0,48703.0,48755.0,48793.0,48812.0,48861.0,48975.0,49033.0,49098.0,49164.0,49205.0,49241.0,49303.0,49328.0,49387.0,49501.0,49931.0,49950.0,49992.0,50023.0,50073.0,50114.0,50139.0,50214.0,50306.0,50372.0,50392.0,50456.0,50507.0,50655.0,50782.0
5014595,76200.0,76260.0,76305.0,76380.0,76426.0,76495.0,76500.0,76736.0,76922.0,76995.0,77280.0,77340.0,77352.0,77365.0,77387.0,77400.0,77416.0,77460.0,77494.0,77520.0,77580.0,77640.0,77700.0,77728.0,77760.0,77797.0,77820.0,77880.0,77940.0,78000.0,78046.0,78134.0,78466.0,78480.0,78493.0,78503.0,78519.0,78532.0,78540.0,78600.0,78720.0,78840.0,78869.0,78960.0,79080.0,79145.0,79200.0
5014597,83700.0,83760.0,83805.0,83880.0,83926.0,83995.0,84000.0,84236.0,84422.0,84495.0,84780.0,84840.0,84852.0,84865.0,84887.0,84900.0,84916.0,84960.0,84994.0,85020.0,85080.0,85140.0,85200.0,85228.0,85260.0,85297.0,85320.0,85380.0,85440.0,85500.0,85546.0,85634.0,85966.0,85980.0,85993.0,86003.0,86019.0,86032.0,86040.0,86100.0,86220.0,86340.0,86369.0,86460.0,86580.0,86645.0,86700.0
5014729,32400.0,32681.0,32710.0,32760.0,32893.0,33090.0,33104.0,33296.0,33447.0,33506.0,33736.0,33814.0,33867.0,33925.0,34023.0,34085.0,34109.0,34174.0,34236.0,34283.0,34313.0,34358.0,34423.0,34458.0,34496.0,34539.0,34566.0,34587.0,34630.0,34651.0,34700.0,34794.0,35147.0,35162.0,35201.0,35230.0,35276.0,35314.0,35336.0,35408.0,35482.0,35532.0,35547.0,35593.0,35629.0,35828.0,35999.0
5015360,60600.0,60769.0,60806.0,60869.0,61002.0,61199.0,61213.0,61381.0,61513.0,61565.0,61767.0,61924.0,61999.0,62082.0,62222.0,62311.0,62369.0,62523.0,62567.0,62599.0,62634.0,62721.0,62881.0,62947.0,63020.0,63084.0,63124.0,63186.0,63252.0,63294.0,63351.0,63461.0,63877.0,63896.0,63939.0,63971.0,64022.0,64064.0,64089.0,64163.0,64253.0,64355.0,64370.0,64419.0,64484.0,64683.0,64854.0
5015362,70500.0,70560.0,70605.0,70680.0,70750.0,70853.0,70860.0,71078.0,71249.0,71317.0,71580.0,71760.0,71783.0,71809.0,71852.0,71880.0,71913.0,72000.0,72034.0,72060.0,72120.0,72180.0,72240.0,72268.0,72300.0,72337.0,72360.0,72420.0,72480.0,72540.0,72597.0,72707.0,73122.0,73140.0,73167.0,73187.0,73219.0,73245.0,73260.0,73380.0,73500.0,73620.0,73649.0,73740.0,73860.0,73925.0,73980.0
5083456,63000.0,63163.0,63199.0,63259.0,63387.0,63576.0,63590.0,63752.0,63879.0,63929.0,64123.0,64274.0,64346.0,64426.0,64560.0,64646.0,64701.0,64850.0,64892.0,64923.0,64957.0,65041.0,65195.0,65258.0,65329.0,65390.0,65429.0,65489.0,65552.0,65592.0,65647.0,65753.0,66153.0,66171.0,66213.0,66244.0,66293.0,66334.0,66357.0,66428.0,66515.0,66613.0,66628.0,66675.0,66738.0,66930.0,67094.0
5086370,32400.0,32670.0,32698.0,32746.0,32874.0,33063.0,33077.0,33261.0,33406.0,33463.0,33685.0,33760.0,33811.0,33867.0,33961.0,34021.0,34044.0,34107.0,34167.0,34212.0,34241.0,34284.0,34347.0,34380.0,34417.0,34458.0,34484.0,34504.0,34545.0,34565.0,34612.0,34702.0,35042.0,35056.0,35093.0,35121.0,35165.0,35201.0,35223.0,35292.0,35363.0,35411.0,35425.0,35470.0,35505.0,35697.0,35861.0
5087036,28800.0,29070.0,29098.0,29146.0,29274.0,29463.0,29477.0,29661.0,29806.0,29863.0,30085.0,30160.0,30211.0,30267.0,30361.0,30421.0,30444.0,30507.0,30567.0,30612.0,30641.0,30684.0,30747.0,30780.0,30817.0,30858.0,30884.0,30904.0,30945.0,30965.0,31012.0,31102.0,31442.0,31456.0,31493.0,31521.0,31565.0,31601.0,31623.0,31692.0,31763.0,31811.0,31825.0,31870.0,31905.0,32097.0,32261.0
5087038,61800.0,61963.0,61999.0,62059.0,62187.0,62376.0,62390.0,62552.0,62679.0,62729.0,62923.0,63074.0,63146.0,63226.0,63360.0,63446.0,63501.0,63650.0,63692.0,63723.0,63757.0,63841.0,63995.0,64058.0,64129.0,64190.0,64229.0,64289.0,64352.0,64392.0,64447.0,64553.0,64953.0,64971.0,65013.0,65044.0,65093.0,65134.0,65157.0,65228.0,65315.0,65413.0,65428.0,65475.0,65538.0,65730.0,65894.0
5088403,50400.0,50548.0,50586.0,50650.0,50762.0,50928.0,50940.0,51155.0,51324.0,51391.0,51649.0,51752.0,51824.0,51904.0,52038.0,52123.0,52152.0,52230.0,52280.0,52317.0,52335.0,52382.0,52492.0,52548.0,52610.0,52673.0,52713.0,52748.0,52808.0,52832.0,52889.0,52999.0,53413.0,53430.0,53471.0,53501.0,53549.0,53589.0,53612.0,53684.0,53772.0,53835.0,53854.0,53916.0,53965.0,54107.0,54229.0
5088405,60600.0,60763.0,60799.0,60859.0,60987.0,61176.0,61190.0,61352.0,61479.0,61529.0,61723.0,61874.0,61946.0,62026.0,62160.0,62246.0,62301.0,62450.0,62492.0,62523.0,62557.0,62641.0,62795.0,62858.0,62929.0,62990.0,63029.0,63089.0,63152.0,63192.0,63247.0,63353.0,63753.0,63771.0,63813.0,63844.0,63893.0,63934.0,63957.0,64028.0,64115.0,64213.0,64228.0,64275.0,64338.0,64530.0,64694.0
5088407,70500.0,70560.0,70605.0,70680.0,70750.0,70853.0,70860.0,71078.0,71249.0,71317.0,71580.0,71760.0,71783.0,71809.0,71852.0,71880.0,71913.0,72000.0,72034.0,72060.0,72120.0,72180.0,72240.0,72268.0,72300.0,72337.0,72360.0,72420.0,72480.0,72540.0,72597.0,72707.0,73122.0,73140.0,73167.0,73187.0,73219.0,73245.0,73260.0,73380.0,73500.0,73620.0,73649.0,73740.0,73860.0,73925.0,73980.0
5089849,25200.0,25288.0,25310.0,25347.0,25425.0,25540.0,25548.0,25660.0,25748.0,25783.0,25918.0,26002.0,26079.0,26164.0,26307.0,26399.0,26428.0,26505.0,26543.0,26572.0,26596.0,26652.0,26728.0,26772.0,26822.0,26882.0,26919.0,26962.0,27027.0,27053.0,27114.0,27230.0,27670.0,27689.0,27738.0,27774.0,27832.0,27880.0,27908.0,28011.0,28107.0,28167.0,28184.0,28238.0,28312.0,28496.0,28654.0
5089851,39600.0,39660.0,39705.0,39780.0,39873.0,40010.0,40020.0,40238.0,40409.0,40477.0,40740.0,40860.0,40883.0,40909.0,40952.0,40980.0,41013.0,41100.0,41169.0,41220.0,41280.0,41340.0,41400.0,41428.0,41460.0,41497.0,41520.0,41580.0,41640.0,41700.0,41740.0,41817.0,42107.0,42120.0,42147.0,42167.0,42199.0,42225.0,42240.0,42360.0,42480.0,42600.0,42629.0,42720.0,42840.0,42905.0,42960.0
5089853,57900.0,58063.0,58099.0,58159.0,58287.0,58476.0,58490.0,58652.0,58779.0,58829.0,59023.0,59174.0,59246.0,59326.0,59460.0,59546.0,59601.0,59750.0,59792.0,59823.0,59857.0,59941.0,60095.0,60158.0,60229.0,60290.0,60329.0,60389.0,60452.0,60492.0,60547.0,60653.0,61053.0,61071.0,61113.0,61144.0,61193.0,61234.0,61257.0,61328.0,61415.0,61513.0,61528.0,61575.0,61638.0,61830.0,61994.0
5089855,68700.0,68863.0,68899.0,68959.0,69087.0,69276.0,69290.0,69452.0,69579.0,69629.0,69823.0,69974.0,70046.0,70126.0,70260.0,70346.0,70401.0,70550.0,70592.0,70623.0,70657.0,70741.0,70895.0,70958.0,71029.0,71090.0,71129.0,71189.0,71252.0,71292.0,71347.0,71453.0,71853.0,71871.0,71913.0,71944.0,71993.0,72034.0,72057.0,72128.0,72215.0,72313.0,72328.0,72375.0,72438.0,72630.0,72794.0
