tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P
5092941,34200.0,34319.0,34411.0,34500.0,34552.0,34577.0,34605.0,34686.0,34871.0,34905.0,34962.0,35012.0,35182.0,35184.0,35323.0,35378.0,35426.0,35465.0,35509.0,35560.0,35605.0,35662.0,35696.0,35723.0,35766.0,35788.0,35893.0,35978.0,36018.0,36060.0,36089.0,36151.0,36173.0,36207.0,36231.0,36267.0,36300.0,36345.0,36390.0,36435.0,36468.0,36542.0,36582.0,36648.0,36715.0,36754.0,36798.0,36830.0,36871.0,36933.0,36968.0,37021.0,37074.0,37107.0,37129.0,37166.0,37196.0,37264.0,37288.0,37316.0,37349.0,37452.0,37481.0,37519.0,37588.0,37617.0
5092942,43200.0,43338.0,43445.0,43521.0,43565.0,43590.0,43617.0,43653.0,43737.0,43769.0,43833.0,43889.0,44080.0,44082.0,44216.0,44268.0,44314.0,44351.0,44394.0,44443.0,44493.0,44552.0,44587.0,44615.0,44681.0,44715.0,44832.0,44926.0,44970.0,45025.0,45063.0,45143.0,45169.0,45209.0,45238.0,45281.0,45318.0,45377.0,45418.0,45459.0,45490.0,45567.0,45609.0,45678.0,45749.0,45794.0,45845.0,45882.0,45923.0,46004.0,46049.0,46118.0,46182.0,46222.0,46248.0,46288.0,46320.0,46390.0,46415.0,46445.0,46473.0,46563.0,46593.0,46632.0,46702.0,46731.0
5092944,56700.0,56831.0,56933.0,57011.0,57057.0,57082.0,57109.0,57160.0,57276.0,57309.0,57384.0,57450.0,57676.0,57678.0,57843.0,57908.0,57965.0,58011.0,58064.0,58124.0,58175.0,58257.0,58305.0,58343.0,58449.0,58502.0,58646.0,58761.0,58806.0,58867.0,58909.0,58997.0,59021.0,59058.0,59085.0,59125.0,59167.0,59245.0,59289.0,59333.0,59366.0,59440.0,59480.0,59546.0,59613.0,59664.0,59722.0,59765.0,59819.0,59897.0,59941.0,60007.0,60067.0,60104.0,60129.0,60170.0,60202.0,60274.0,60300.0,60330.0,60355.0,60434.0,60462.0,60499.0,60565.0,60591.0
5092946,66300.0,66431.0,66533.0,66611.0,66657.0,66682.0,66709.0,66760.0,66876.0,66909.0,66984.0,67050.0,67276.0,67278.0,67443.0,67508.0,67565.0,67611.0,67664.0,67724.0,67775.0,67857.0,67905.0,67943.0,68049.0,68102.0,68246.0,68361.0,68406.0,68467.0,68509.0,68597.0,68621.0,68658.0,68685.0,68725.0,68767.0,68845.0,68889.0,68933.0,68966.0,69040.0,69080.0,69146.0,69213.0,69264.0,69322.0,69365.0,69419.0,69497.0,69541.0,69607.0,69667.0,69704.0,69729.0,69770.0,69802.0,69874.0,69900.0,69930.0,69955.0,70034.0,70062.0,70099.0,70165.0,70191.0
5094132,30600.0,30719.0,30811.0,30900.0,30952.0,30977.0,31005.0,31086.0,31271.0,31305.0,31362.0,31412.0,31582.0,31584.0,31723.0,31778.0,31826.0,31865.0,31909.0,31960.0,32005.0,32062.0,32096.0,32123.0,32166.0,32188.0,32293.0,32378.0,32418.0,32460.0,32489.0,32551.0,32573.0,32607.0,32631.0,32667.0,32700.0,32745.0,32790.0,32835.0,32868.0,32942.0,32982.0,33048.0,33115.0,33154.0,33198.0,33230.0,33271.0,33333.0,33368.0,33421.0,33474.0,33507.0,33529.0,33566.0,33596.0,33664.0,33688.0,33716.0,33749.0,33852.0,33881.0,33919.0,33988.0,34017.0
5094133,41400.0,41520.0,41612.0,41675.0,41712.0,41735.0,41760.0,41793.0,41869.0,41897.0,41953.0,42002.0,42168.0,42170.0,42289.0,42336.0,42377.0,42410.0,42448.0,42492.0,42536.0,42593.0,42627.0,42654.0,42706.0,42732.0,42833.0,42914.0,42958.0,43001.0,43030.0,43093.0,43113.0,43145.0,43168.0,43201.0,43228.0,43297.0,43335.0,43373.0,43403.0,43465.0,43499.0,43555.0,43612.0,43652.0,43698.0,43731.0,43768.0,43839.0,43879.0,43938.0,43995.0,44031.0,44055.0,44094.0,44126.0,44201.0,44228.0,44259.0,44280.0,44347.0,44371.0,44403.0,44461.0,44485.0
5094135,53100.0,53238.0,53345.0,53421.0,53465.0,53490.0,53517.0,53553.0,53637.0,53669.0,53733.0,53789.0,53980.0,53982.0,54116.0,54168.0,54214.0,54251.0,54294.0,54343.0,54393.0,54452.0,54487.0,54515.0,54581.0,54615.0,54732.0,54826.0,54870.0,54925.0,54963.0,55043.0,55069.0,55109.0,55138.0,55181.0,55218.0,55277.0,55318.0,55359.0,55390.0,55467.0,55509.0,55578.0,55649.0,55694.0,55745.0,55782.0,55823.0,55904.0,55949.0,56018.0,56082.0,56122.0,56148.0,56188.0,56220.0,56290.0,56315.0,56345.0,56373.0,56463.0,56493.0,56532.0,56602.0,56631.0
5094337,27000.0,27119.0,27211.0,27300.0,27352.0,27377.0,27405.0,27486.0,27671.0,27705.0,27762.0,27812.0,27982.0,27984.0,28123.0,28178.0,28226.0,28265.0,28309.0,28360.0,28405.0,28462.0,28496.0,28523.0,28566.0,28588.0,28693.0,28778.0,28818.0,28860.0,28889.0,28951.0,28973.0,29007.0,29031.0,29067.0,29100.0,29145.0,29190.0,29235.0,29268.0,29342.0,29382.0,29448.0,29515.0,29554.0,29598.0,29630.0,29671.0,29733.0,29768.0,29821.0,29874.0,29907.0,29929.0,29966.0,29996.0,30064.0,30088.0,30116.0,30149.0,30252.0,30281.0,30319.0,30388.0,30417.0
5094339,37800.0,37920.0,38012.0,38075.0,38112.0,38135.0,38160.0,38193.0,38269.0,38297.0,38353.0,38402.0,38568.0,38570.0,38689.0,38736.0,38777.0,38810.0,38848.0,38892.0,38936.0,38993.0,39027.0,39054.0,39106.0,39132.0,39233.0,39314.0,39358.0,39401.0,39430.0,39493.0,39513.0,39545.0,39568.0,39601.0,39628.0,39697.0,39735.0,39773.0,39803.0,39865.0,39899.0,39955.0,40012.0,40052.0,40098.0,40131.0,40168.0,40239.0,40279.0,40338.0,40395.0,40431.0,40455.0,40494.0,40526.0,40601.0,40628.0,40659.0,40680.0,40747.0,40771.0,40803.0,40861.0,40885.0
5094341,48900.0,49038.0,49145.0,49221.0,49265.0,49290.0,49317.0,49353.0,49437.0,49469.0,49533.0,49589.0,49780.0,49782.0,49916.0,49968.0,50014.0,50051.0,50094.0,50143.0,50193.0,50252.0,50287.0,50315.0,50381.0,50415.0,50532.0,50626.0,50670.0,50725.0,50763.0,50843.0,50869.0,50909.0,50938.0,50981.0,51018.0,51077.0,51118.0,51159.0,51190.0,51267.0,51309.0,51378.0,51449.0,51494.0,51545.0,51582.0,51623.0,51704.0,51749.0,51818.0,51882.0,51922.0,51948.0,51988.0,52020.0,52090.0,52115.0,52145.0,52173.0,52263.0,52293.0,52332.0,52402.0,52431.0
5094345,69300.0,69416.0,69506.0,69566.0,69601.0,69623.0,69648.0,69681.0,69755.0,69789.0,69852.0,69907.0,70096.0,70098.0,70219.0,70266.0,70307.0,70341.0,70379.0,70423.0,70486.0,70548.0,70585.0,70614.0,70664.0,70689.0,70787.0,70865.0,70905.0,70955.0,70989.0,71061.0,71085.0,71123.0,71150.0,71190.0,71225.0,71293.0,71332.0,71371.0,71401.0,71475.0,71515.0,71581.0,71647.0,71700.0,71761.0,71805.0,71850.0,71914.0,71950.0,72003.0,72062.0,72099.0,72124.0,72163.0,72194.0,72264.0,72289.0,72318.0,72340.0,72410.0,72443.0,72487.0,72565.0,72597.0
5097167,45000.0,45138.0,45245.0,45321.0,45365.0,45390.0,45417.0,45453.0,45537.0,45569.0,45633.0,45689.0,45880.0,45882.0,46016.0,46068.0,46114.0,46151.0,46194.0,46243.0,46293.0,46352.0,46387.0,46415.0,46481.0,46515.0,46632.0,46726.0,46770.0,46825.0,46863.0,46943.0,46969.0,47009.0,47038.0,47081.0,47118.0,47177.0,47218.0,47259.0,47290.0,47367.0,47409.0,47478.0,47549.0,47594.0,47645.0,47682.0,47723.0,47804.0,47849.0,47918.0,47982.0,48022.0,48048.0,48088.0,48120.0,48190.0,48215.0,48245.0,48273.0,48363.0,48393.0,48432.0,48502.0,48531.0
5097169,58200.0,58331.0,58433.0,58511.0,58557.0,58582.0,58609.0,58660.0,58776.0,58809.0,58884.0,58950.0,59176.0,59178.0,59343.0,59408.0,59465.0,59511.0,59564.0,59624.0,59675.0,59757.0,59805.0,59843.0,59949.0,60002.0,60146.0,60261.0,60306.0,60367.0,60409.0,60497.0,60521.0,60558.0,60585.0,60625.0,60667.0,60745.0,60789.0,60833.0,60866.0,60940.0,60980.0,61046.0,61113.0,61164.0,61222.0,61265.0,61319.0,61397.0,61441.0,61507.0,61567.0,61604.0,61629.0,61670.0,61702.0,61774.0,61800.0,61830.0,61855.0,61934.0,61962.0,61999.0,62065.0,62091.0
5097171,76500.0,76589.0,76657.0,76698.0,76722.0,76742.0,76763.0,76797.0,76875.0,76904.0,76953.0,76996.0,77143.0,77145.0,77251.0,77292.0,77328.0,77358.0,77392.0,77430.0,77467.0,77513.0,77540.0,77562.0,77600.0,77620.0,77678.0,77724.0,77772.0,77806.0,77830.0,77880.0,77896.0,77921.0,77939.0,77967.0,77998.0,78050.0,78076.0,78102.0,78122.0,78162.0,78184.0,78220.0,78257.0,78299.0,78347.0,78383.0,78418.0,78459.0,78482.0,78516.0,78562.0,78591.0,78609.0,78648.0,78679.0,78728.0,78745.0,78766.0,78783.0,78837.0,78857.0,78883.0,78930.0,78949.0
5097173,83700.0,83789.0,83857.0,83898.0,83922.0,83942.0,83963.0,83997.0,84075.0,84104.0,84153.0,84196.0,84343.0,84345.0,84451.0,84492.0,84528.0,84558.0,84592.0,84630.0,84667.0,84713.0,84740.0,84762.0,84800.0,84820.0,84878.0,84924.0,84972.0,85006.0,85030.0,85080.0,85096.0,85121.0,85139.0,85167.0,85198.0,85250.0,85276.0,85302.0,85322.0,85362.0,85384.0,85420.0,85457.0,85499.0,85547.0,85583.0,85618.0,85659.0,85682.0,85716.0,85762.0,85791.0,85809.0,85848.0,85879.0,85928.0,85945.0,85966.0,85983.0,86037.0,86057.0,86083.0,86130.0,86149.0
5097425,28800.0,28919.0,29011.0,29100.0,29152.0,29177.0,29205.0,29286.0,29471.0,29505.0,29562.0,29612.0,29782.0,29784.0,29923.0,29978.0,30026.0,30065.0,30109.0,30160.0,30205.0,30262.0,30296.0,30323.0,30366.0,30388.0,30493.0,30578.0,30618.0,30660.0,30689.0,30751.0,30773.0,30807.0,30831.0,30867.0,30900.0,30945.0,30990.0,31035.0,31068.0,31142.0,31182.0,31248.0,31315.0,31354.0,31398.0,31430.0,31471.0,31533.0,31568.0,31621.0,31674.0,31707.0,31729.0,31766.0,31796.0,31864.0,31888.0,31916.0,31949.0,32052.0,32081.0,32119.0,32188.0,32217.0
5097428,46500.0,46638.0,46745.0,46821.0,46865.0,46890.0,46917.0,46953.0,47037.0,47069.0,47133.0,47189.0,47380.0,47382.0,47516.0,47568.0,47614.0,47651.0,47694.0,47743.0,47793.0,47852.0,47887.0,47915.0,47981.0,48015.0,48132.0,48226.0,48270.0,48325.0,48363.0,48443.0,48469.0,48509.0,48538.0,48581.0,48618.0,48677.0,48718.0,48759.0,48790.0,48867.0,48909.0,48978.0,49049.0,49094.0,49145.0,49182.0,49223.0,49304.0,49349.0,49418.0,49482.0,49522.0,49548.0,49588.0,49620.0,49690.0,49715.0,49745.0,49773.0,49863.0,49893.0,49932.0,50002.0,50031.0
5097431,60300.0,60431.0,60533.0,60611.0,60657.0,60682.0,60709.0,60760.0,60876.0,60909.0,60984.0,61050.0,61276.0,61278.0,61443.0,61508.0,61565.0,61611.0,61664.0,61724.0,61775.0,61857.0,61905.0,61943.0,62049.0,62102.0,62246.0,62361.0,62406.0,62467.0,62509.0,62597.0,62621.0,62658.0,62685.0,62725.0,62767.0,62845.0,62889.0,62933.0,62966.0,63040.0,63080.0,63146.0,63213.0,63264.0,63322.0,63365.0,63419.0,63497.0,63541.0,63607.0,63667.0,63704.0,63729.0,63770.0,63802.0,63874.0,63900.0,63930.0,63955.0,64034.0,64062.0,64099.0,64165.0,64191.0
5098138,36000.0,36120.0,36212.0,36275.0,36312.0,36335.0,36360.0,36393.0,36469.0,36497.0,36553.0,36602.0,36768.0,36770.0,36889.0,36936.0,36977.0,37010.0,37048.0,37092.0,37136.0,37193.0,37227.0,37254.0,37306.0,37332.0,37433.0,37514.0,37558.0,37601.0,37630.0,37693.0,37713.0,37745.0,37768.0,37801.0,37828.0,37897.0,37935.0,37973.0,38003.0,38065.0,38099.0,38155.0,38212.0,38252.0,38298.0,38331.0,38368.0,38439.0,38479.0,38538.0,38595.0,38631.0,38655.0,38694.0,38726.0,38801.0,38828.0,38859.0,38880.0,38947.0,38971.0,39003.0,39061.0,39085.0
5098139,47100.0,47238.0,47345.0,47421.0,47465.0,47490.0,47517.0,47553.0,47637.0,47669.0,47733.0,47789.0,47980.0,47982.0,48116.0,48168.0,48214.0,48251.0,48294.0,48343.0,48393.0,48452.0,48487.0,48515.0,48581.0,48615.0,48732.0,48826.0,48870.0,48925.0,48963.0,49043.0,49069.0,49109.0,49138.0,49181.0,49218.0,49277.0,49318.0,49359.0,49390.0,49467.0,49509.0,49578.0,49649.0,49694.0,49745.0,49782.0,49823.0,49904.0,49949.0,50018.0,50082.0,50122.0,50148.0,50188.0,50220.0,50290.0,50315.0,50345.0,50373.0,50463.0,50493.0,50532.0,50602.0,50631.0
5098141,62100.0,62231.0,62333.0,62411.0,62457.0,62482.0,62509.0,62560.0,62676.0,62709.0,62784.0,62850.0,63076.0,63078.0,63243.0,63308.0,63365.0,63411.0,63464.0,63524.0,63575.0,63657.0,63705.0,63743.0,63849.0,63902.0,64046.0,64161.0,64206.0,64267.0,64309.0,64397.0,64421.0,64458.0,64485.0,64525.0,64567.0,64645.0,64689.0,64733.0,64766.0,64840.0,64880.0,64946.0,65013.0,65064.0,65122.0,65165.0,65219.0,65297.0,65341.0,65407.0,65467.0,65504.0,65529.0,65570.0,65602.0,65674.0,65700.0,65730.0,65755.0,65834.0,65862.0,65899.0,65965.0,65991.0
5101261,45000.0,45138.0,45245.0,45321.0,45365.0,45390.0,45417.0,45453.0,45537.0,45569.0,45633.0,45689.0,45880.0,45882.0,46016.0,46068.0,46114.0,46151.0,46194.0,46243.0,46293.0,46352.0,46387.0,46415.0,46481.0,46515.0,46632.0,46726.0,46770.0,46825.0,46863.0,46943.0,46969.0,47009.0,47038.0,47081.0,47118.0,47177.0,47218.0,47259.0,47290.0,47367.0,47409.0,47478.0,47549.0,47594.0,47645.0,47682.0,47723.0,47804.0,47849.0,47918.0,47982.0,48022.0,48048.0,48088.0,48120.0,48190.0,48215.0,48245.0,48273.0,48363.0,48393.0,48432.0,48502.0,48531.0
5101263,58200.0,58331.0,58433.0,58511.0,58557.0,58582.0,58609.0,58660.0,58776.0,58809.0,58884.0,58950.0,59176.0,59178.0,59343.0,59408.0,59465.0,59511.0,59564.0,59624.0,59675.0,59757.0,59805.0,59843.0,59949.0,60002.0,60146.0,60261.0,60306.0,60367.0,60409.0,60497.0,60521.0,60558.0,60585.0,60625.0,60667.0,60745.0,60789.0,60833.0,60866.0,60940.0,60980.0,61046.0,61113.0,61164.0,61222.0,61265.0,61319.0,61397.0,61441.0,61507.0,61567.0,61604.0,61629.0,61670.0,61702.0,61774.0,61800.0,61830.0,61855.0,61934.0,61962.0,61999.0,62065.0,62091.0
5101265,76500.0,76589.0,76657.0,76698.0,76722.0,76742.0,76763.0,76797.0,76875.0,76904.0,76953.0,76996.0,77143.0,77145.0,77251.0,77292.0,77328.0,77358.0,77392.0,77430.0,77467.0,77513.0,77540.0,77562.0,77600.0,77620.0,77678.0,77724.0,77772.0,77806.0,77830.0,77880.0,77896.0,77921.0,77939.0,77967.0,77998.0,78050.0,78076.0,78102.0,78122.0,78162.0,78184.0,78220.0,78257.0,78299.0,78347.0,78383.0,78418.0,78459.0,78482.0,78516.0,78562.0,78591.0,78609.0,78648.0,78679.0,78728.0,78745.0,78766.0,78783.0,78837.0,78857.0,78883.0,78930.0,78949.0
5101267,83700.0,83789.0,83857.0,83898.0,83922.0,83942.0,83963.0,83997.0,84075.0,84104.0,84153.0,84196.0,84343.0,84345.0,84451.0,84492.0,84528.0,84558.0,84592.0,84630.0,84667.0,84713.0,84740.0,84762.0,84800.0,84820.0,84878.0,84924.0,84972.0,85006.0,85030.0,85080.0,85096.0,85121.0,85139.0,85167.0,85198.0,85250.0,85276.0,85302.0,85322.0,85362.0,85384.0,85420.0,85457.0,85499.0,85547.0,85583.0,85618.0,85659.0,85682.0,85716.0,85762.0,85791.0,85809.0,85848.0,85879.0,85928.0,85945.0,85966.0,85983.0,86037.0,86057.0,86083.0,86130.0,86149.0
5102645,25500.0,25619.0,25711.0,25800.0,25852.0,25877.0,25905.0,25986.0,26171.0,26205.0,26262.0,26312.0,26482.0,26484.0,26623.0,26678.0,26726.0,26765.0,26809.0,26860.0,26905.0,26962.0,26996.0,27023.0,27066.0,27088.0,27193.0,27278.0,27318.0,27360.0,27389.0,27451.0,27473.0,27507.0,27531.0,27567.0,27600.0,27645.0,27690.0,27735.0,27768.0,27842.0,27882.0,27948.0,28015.0,28054.0,28098.0,28130.0,28171.0,28233.0,28268.0,28321.0,28374.0,28407.0,28429.0,28466.0,28496.0,28564.0,28588.0,28616.0,28649.0,28752.0,28781.0,28819.0,28888.0,28917.0
5102647,39600.0,39720.0,39812.0,39875.0,39912.0,39935.0,39960.0,39993.0,40069.0,40097.0,40153.0,40202.0,40368.0,40370.0,40489.0,40536.0,40577.0,40610.0,40648.0,40692.0,40736.0,40793.0,40827.0,40854.0,40906.0,40932.0,41033.0,41114.0,41158.0,41201.0,41230.0,41293.0,41313.0,41345.0,41368.0,41401.0,41428.0,41497.0,41535.0,41573.0,41603.0,41665.0,41699.0,41755.0,41812.0,41852.0,41898.0,41931.0,41968.0,42039.0,42079.0,42138.0,42195.0,42231.0,42255.0,42294.0,42326.0,42401.0,42428.0,42459.0,42480.0,42547.0,42571.0,42603.0,42661.0,42685.0
5102651,63600.0,63731.0,63833.0,63911.0,63957.0,63982.0,64009.0,64060.0,64176.0,64209.0,64284.0,64350.0,64576.0,64578.0,64743.0,64808.0,64865.0,64911.0,64964.0,65024.0,65075.0,65157.0,65205.0,65243.0,65349.0,65402.0,65546.0,65661.0,65706.0,65767.0,65809.0,65897.0,65921.0,65958.0,65985.0,66025.0,66067.0,66145.0,66189.0,66233.0,66266.0,66340.0,66380.0,66446.0,66513.0,66564.0,66622.0,66665.0,66719.0,66797.0,66841.0,66907.0,66967.0,67004.0,67029.0,67070.0,67102.0,67174.0,67200.0,67230.0,67255.0,67334.0,67362.0,67399.0,67465.0,67491.0
5102653,72600.0,72716.0,72806.0,72866.0,72901.0,72923.0,72948.0,72981.0,73055.0,73089.0,73152.0,73207.0,73396.0,73398.0,73519.0,73566.0,73607.0,73641.0,73679.0,73723.0,73786.0,73848.0,73885.0,73914.0,73964.0,73989.0,74087.0,74165.0,74205.0,74255.0,74289.0,74361.0,74385.0,74423.0,74450.0,74490.0,74525.0,74593.0,74632.0,74671.0,74701.0,74775.0,74815.0,74881.0,74947.0,75000.0,75061.0,75105.0,75150.0,75214.0,75250.0,75303.0,75362.0,75399.0,75424.0,75463.0,75494.0,75564.0,75589.0,75618.0,75640.0,75710.0,75743.0,75787.0,75865.0,75897.0
5104106,28800.0,28919.0,29011.0,29100.0,29152.0,29177.0,29205.0,29286.0,29471.0,29505.0,29562.0,29612.0,29782.0,29784.0,29923.0,29978.0,30026.0,30065.0,30109.0,30160.0,30205.0,30262.0,30296.0,30323.0,30366.0,30388.0,30493.0,30578.0,30618.0,30660.0,30689.0,30751.0,30773.0,30807.0,30831.0,30867.0,30900.0,30945.0,30990.0,31035.0,31068.0,31142.0,31182.0,31248.0,31315.0,31354.0,31398.0,31430.0,31471.0,31533.0,31568.0,31621.0,31674.0,31707.0,31729.0,31766.0,31796.0,31864.0,31888.0,31916.0,31949.0,32052.0,32081.0,32119.0,32188.0,32217.0
5104109,46500.0,46638.0,46745.0,46821.0,46865.0,46890.0,46917.0,46953.0,47037.0,47069.0,47133.0,47189.0,47380.0,47382.0,47516.0,47568.0,47614.0,47651.0,47694.0,47743.0,47793.0,47852.0,47887.0,47915.0,47981.0,48015.0,48132.0,48226.0,48270.0,48325.0,48363.0,48443.0,48469.0,48509.0,48538.0,48581.0,48618.0,48677.0,48718.0,48759.0,48790.0,48867.0,48909.0,48978.0,49049.0,49094.0,49145.0,49182.0,49223.0,49304.0,49349.0,49418.0,49482.0,49522.0,49548.0,49588.0,49620.0,49690.0,49715.0,49745.0,49773.0,49863.0,49893.0,49932.0,50002.0,50031.0
5104112,60300.0,60431.0,60533.0,60611.0,60657.0,60682.0,60709.0,60760.0,60876.0,60909.0,60984.0,61050.0,61276.0,61278.0,61443.0,61508.0,61565.0,61611.0,61664.0,61724.0,61775.0,61857.0,61905.0,61943.0,62049.0,62102.0,62246.0,62361.0,62406.0,62467.0,62509.0,62597.0,62621.0,62658.0,62685.0,62725.0,62767.0,62845.0,62889.0,62933.0,62966.0,63040.0,63080.0,63146.0,63213.0,63264.0,63322.0,63365.0,63419.0,63497.0,63541.0,63607.0,63667.0,63704.0,63729.0,63770.0,63802.0,63874.0,63900.0,63930.0,63955.0,64034.0,64062.0,64099.0,64165.0,64191.0
5108680,36000.0,36120.0,36212.0,36275.0,36312.0,36335.0,36360.0,36393.0,36469.0,36497.0,36553.0,36602.0,36768.0,36770.0,36889.0,36936.0,36977.0,37010.0,37048.0,37092.0,37136.0,37193.0,37227.0,37254.0,37306.0,37332.0,37433.0,37514.0,37558.0,37601.0,37630.0,37693.0,37713.0,37745.0,37768.0,37801.0,37828.0,37897.0,37935.0,37973.0,38003.0,38065.0,38099.0,38155.0,38212.0,38252.0,38298.0,38331.0,38368.0,38439.0,38479.0,38538.0,38595.0,38631.0,38655.0,38694.0,38726.0,38801.0,38828.0,38859.0,38880.0,38947.0,38971.0,39003.0,39061.0,39085.0
5108681,47100.0,47238.0,47345.0,47421.0,47465.0,47490.0,47517.0,47553.0,47637.0,47669.0,47733.0,47789.0,47980.0,47982.0,48116.0,48168.0,48214.0,48251.0,48294.0,48343.0,48393.0,48452.0,48487.0,48515.0,48581.0,48615.0,48732.0,48826.0,48870.0,48925.0,48963.0,49043.0,49069.0,49109.0,49138.0,49181.0,49218.0,49277.0,49318.0,49359.0,49390.0,49467.0,49509.0,49578.0,49649.0,49694.0,49745.0,49782.0,49823.0,49904.0,49949.0,50018.0,50082.0,50122.0,50148.0,50188.0,50220.0,50290.0,50315.0,50345.0,50373.0,50463.0,50493.0,50532.0,50602.0,50631.0
5108683,62100.0,62231.0,62333.0,62411.0,62457.0,62482.0,62509.0,62560.0,62676.0,62709.0,62784.0,62850.0,63076.0,63078.0,63243.0,63308.0,63365.0,63411.0,63464.0,63524.0,63575.0,63657.0,63705.0,63743.0,63849.0,63902.0,64046.0,64161.0,64206.0,64267.0,64309.0,64397.0,64421.0,64458.0,64485.0,64525.0,64567.0,64645.0,64689.0,64733.0,64766.0,64840.0,64880.0,64946.0,65013.0,65064.0,65122.0,65165.0,65219.0,65297.0,65341.0,65407.0,65467.0,65504.0,65529.0,65570.0,65602.0,65674.0,65700.0,65730.0,65755.0,65834.0,65862.0,65899.0,65965.0,65991.0
5112529,32400.0,32519.0,32611.0,32700.0,32752.0,32777.0,32805.0,32886.0,33071.0,33105.0,33162.0,33212.0,33382.0,33384.0,33523.0,33578.0,33626.0,33665.0,33709.0,33760.0,33805.0,33862.0,33896.0,33923.0,33966.0,33988.0,34093.0,34178.0,34218.0,34260.0,34289.0,34351.0,34373.0,34407.0,34431.0,34467.0,34500.0,34545.0,34590.0,34635.0,34668.0,34742.0,34782.0,34848.0,34915.0,34954.0,34998.0,35030.0,35071.0,35133.0,35168.0,35221.0,35274.0,35307.0,35329.0,35366.0,35396.0,35464.0,35488.0,35516.0,35549.0,35652.0,35681.0,35719.0,35788.0,35817.0
5112531,55200.0,55331.0,55433.0,55511.0,55557.0,55582.0,55609.0,55660.0,55776.0,55809.0,55884.0,55950.0,56176.0,56178.0,56343.0,56408.0,56465.0,56511.0,56564.0,56624.0,56675.0,56757.0,56805.0,56843.0,56949.0,57002.0,57146.0,57261.0,57306.0,57367.0,57409.0,57497.0,57521.0,57558.0,57585.0,57625.0,57667.0,57745.0,57789.0,57833.0,57866.0,57940.0,57980.0,58046.0,58113.0,58164.0,58222.0,58265.0,58319.0,58397.0,58441.0,58507.0,58567.0,58604.0,58629.0,58670.0,58702.0,58774.0,58800.0,58830.0,58855.0,58934.0,58962.0,58999.0,59065.0,59091.0
5112533,65100.0,65231.0,65333.0,65411.0,65457.0,65482.0,65509.0,65560.0,65676.0,65709.0,65784.0,65850.0,66076.0,66078.0,66243.0,66308.0,66365.0,66411.0,66464.0,66524.0,66575.0,66657.0,66705.0,66743.0,66849.0,66902.0,67046.0,67161.0,67206.0,67267.0,67309.0,67397.0,67421.0,67458.0,67485.0,67525.0,67567.0,67645.0,67689.0,67733.0,67766.0,67840.0,67880.0,67946.0,68013.0,68064.0,68122.0,68165.0,68219.0,68297.0,68341.0,68407.0,68467.0,68504.0,68529.0,68570.0,68602.0,68674.0,68700.0,68730.0,68755.0,68834.0,68862.0,68899.0,68965.0,68991.0
5112885,34200.0,34319.0,34411.0,34500.0,34552.0,34577.0,34605.0,34686.0,34871.0,34905.0,34962.0,35012.0,35182.0,35184.0,35323.0,35378.0,35426.0,35465.0,35509.0,35560.0,35605.0,35662.0,35696.0,35723.0,35766.0,35788.0,35893.0,35978.0,36018.0,36060.0,36089.0,36151.0,36173.0,36207.0,36231.0,36267.0,36300.0,36345.0,36390.0,36435.0,36468.0,36542.0,36582.0,36648.0,36715.0,36754.0,36798.0,36830.0,36871.0,36933.0,36968.0,37021.0,37074.0,37107.0,37129.0,37166.0,37196.0,37264.0,37288.0,37316.0,37349.0,37452.0,37481.0,37519.0,37588.0,37617.0
5112888,56700.0,56831.0,56933.0,57011.0,57057.0,57082.0,57109.0,57160.0,57276.0,57309.0,57384.0,57450.0,57676.0,57678.0,57843.0,57908.0,57965.0,58011.0,58064.0,58124.0,58175.0,58257.0,58305.0,58343.0,58449.0,58502.0,58646.0,58761.0,58806.0,58867.0,58909.0,58997.0,59021.0,59058.0,59085.0,59125.0,59167.0,59245.0,59289.0,59333.0,59366.0,59440.0,59480.0,59546.0,59613.0,59664.0,59722.0,59765.0,59819.0,59897.0,59941.0,60007.0,60067.0,60104.0,60129.0,60170.0,60202.0,60274.0,60300.0,60330.0,60355.0,60434.0,60462.0,60499.0,60565.0,60591.0
5112890,66300.0,66431.0,66533.0,66611.0,66657.0,66682.0,66709.0,66760.0,66876.0,66909.0,66984.0,67050.0,67276.0,67278.0,67443.0,67508.0,67565.0,67611.0,67664.0,67724.0,67775.0,67857.0,67905.0,67943.0,68049.0,68102.0,68246.0,68361.0,68406.0,68467.0,68509.0,68597.0,68621.0,68658.0,68685.0,68725.0,68767.0,68845.0,68889.0,68933.0,68966.0,69040.0,69080.0,69146.0,69213.0,69264.0,69322.0,69365.0,69419.0,69497.0,69541.0,69607.0,69667.0,69704.0,69729.0,69770.0,69802.0,69874.0,69900.0,69930.0,69955.0,70034.0,70062.0,70099.0,70165.0,70191.0
