tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P
5014048,77400.0,77442.0,77502.0,77544.0,77567.0,77584.0,77648.0,77691.0,77723.0,77792.0,77941.0,77987.0,78015.0,78052.0,78094.0,78133.0,78170.0,78216.0,78274.0,78320.0,78364.0,78413.0,78446.0,78501.0,78557.0,78667.0,78813.0,78938.0,79103.0,79203.0,79288.0,79384.0,79466.0,79507.0,79548.0,79573.0,79604.0,79647.0,79689.0,79708.0,79718.0,79762.0,79782.0,79810.0
5014149,28680.0,28758.0,28869.0,28946.0,28982.0,29009.0,29108.0,29174.0,29220.0,29322.0,29517.0,29595.0,29652.0,29724.0,29808.0,29860.0,29931.0,30031.0,30157.0,30238.0,30303.0,30377.0,30430.0,30520.0,30612.0,30749.0,30896.0,31082.0,31329.0,31478.0,31567.0,31735.0,31880.0,31932.0,31985.0,32015.0,32053.0,32105.0,32155.0,32179.0,32191.0,32246.0,32271.0,32307.0
5014151,37800.0,37868.0,37964.0,38030.0,38059.0,38081.0,38161.0,38214.0,38258.0,38355.0,38550.0,38620.0,38664.0,38712.0,38767.0,38813.0,38871.0,38939.0,39024.0,39105.0,39180.0,39264.0,39314.0,39399.0,39485.0,39614.0,39775.0,39938.0,40154.0,40284.0,40377.0,40505.0,40615.0,40651.0,40687.0,40721.0,40763.0,40821.0,40875.0,40896.0,40907.0,40956.0,40979.0,41012.0
5014153,46200.0,46264.0,46355.0,46417.0,46447.0,46470.0,46554.0,46610.0,46660.0,46770.0,46972.0,47039.0,47087.0,47146.0,47214.0,47278.0,47342.0,47409.0,47492.0,47569.0,47648.0,47737.0,47786.0,47869.0,47953.0,48104.0,48270.0,48420.0,48618.0,48737.0,48840.0,48997.0,49132.0,49184.0,49237.0,49272.0,49316.0,49376.0,49434.0,49456.0,49467.0,49518.0,49541.0,49575.0
5014157,63600.0,63651.0,63723.0,63772.0,63800.0,63821.0,63897.0,63947.0,63995.0,64099.0,64282.0,64355.0,64387.0,64444.0,64510.0,64559.0,64615.0,64703.0,64813.0,64890.0,64949.0,65016.0,65060.0,65135.0,65212.0,65328.0,65457.0,65663.0,65936.0,66100.0,66206.0,66391.0,66551.0,66645.0,66740.0,66782.0,66834.0,66906.0,66976.0,66999.0,67011.0,67064.0,67088.0,67122.0
5014187,25200.0,25269.0,25368.0,25436.0,25472.0,25499.0,25599.0,25665.0,25706.0,25796.0,25978.0,26037.0,26086.0,26143.0,26209.0,26255.0,26314.0,26390.0,26486.0,26581.0,26658.0,26746.0,26792.0,26871.0,26950.0,27103.0,27227.0,27349.0,27511.0,27608.0,27699.0,27853.0,27986.0,28043.0,28101.0,28130.0,28166.0,28215.0,28262.0,28287.0,28300.0,28357.0,28383.0,28419.0
5014189,33600.0,33668.0,33764.0,33830.0,33859.0,33881.0,33961.0,34014.0,34058.0,34155.0,34350.0,34420.0,34464.0,34512.0,34567.0,34613.0,34671.0,34739.0,34824.0,34905.0,34980.0,35064.0,35114.0,35199.0,35285.0,35414.0,35575.0,35738.0,35954.0,36084.0,36177.0,36305.0,36415.0,36451.0,36487.0,36521.0,36563.0,36621.0,36675.0,36696.0,36707.0,36756.0,36779.0,36812.0
5014190,41400.0,41464.0,41555.0,41617.0,41647.0,41670.0,41754.0,41810.0,41860.0,41970.0,42172.0,42239.0,42287.0,42346.0,42414.0,42478.0,42542.0,42609.0,42692.0,42769.0,42848.0,42937.0,42986.0,43069.0,43153.0,43304.0,43470.0,43620.0,43818.0,43937.0,44040.0,44197.0,44332.0,44384.0,44437.0,44472.0,44516.0,44576.0,44634.0,44656.0,44667.0,44718.0,44741.0,44775.0
5014193,63000.0,63051.0,63123.0,63172.0,63200.0,63221.0,63297.0,63347.0,63395.0,63499.0,63682.0,63755.0,63787.0,63844.0,63910.0,63959.0,64015.0,64103.0,64213.0,64290.0,64349.0,64416.0,64460.0,64535.0,64612.0,64728.0,64857.0,65063.0,65336.0,65500.0,65606.0,65791.0,65951.0,66045.0,66140.0,66182.0,66234.0,66306.0,66376.0,66399.0,66411.0,66464.0,66488.0,66522.0
5015979,59400.0,59453.0,59528.0,59580.0,59618.0,59646.0,59750.0,59820.0,59858.0,59940.0,60120.0,60240.0,60300.0,60356.0,60420.0,60480.0,60540.0,60620.0,60720.0,60780.0,60865.0,60960.0,61001.0,61070.0,61140.0,61260.0,61500.0,61692.0,61946.0,62100.0,62280.0,62377.0,62460.0,62519.0,62580.0,62623.0,62676.0,62750.0,62820.0,62848.0,62862.0,62927.0,62957.0,63000.0
5018215,27300.0,27378.0,27489.0,27566.0,27602.0,27629.0,27728.0,27794.0,27840.0,27942.0,28137.0,28215.0,28272.0,28344.0,28428.0,28480.0,28551.0,28651.0,28777.0,28858.0,28923.0,28997.0,29050.0,29140.0,29232.0,29369.0,29516.0,29702.0,29949.0,30098.0,30187.0,30355.0,30500.0,30552.0,30605.0,30635.0,30673.0,30725.0,30775.0,30799.0,30811.0,30866.0,30891.0,30927.0
5018217,35400.0,35468.0,35564.0,35630.0,35659.0,35681.0,35761.0,35814.0,35858.0,35955.0,36150.0,36220.0,36264.0,36312.0,36367.0,36413.0,36471.0,36539.0,36624.0,36705.0,36780.0,36864.0,36914.0,36999.0,37085.0,37214.0,37375.0,37538.0,37754.0,37884.0,37977.0,38105.0,38215.0,38251.0,38287.0,38321.0,38363.0,38421.0,38475.0,38496.0,38507.0,38556.0,38579.0,38612.0
5018219,57600.0,57652.0,57727.0,57778.0,57807.0,57828.0,57907.0,57960.0,58005.0,58103.0,58293.0,58361.0,58392.0,58439.0,58494.0,58549.0,58599.0,58671.0,58760.0,58832.0,58894.0,58965.0,59013.0,59095.0,59178.0,59288.0,59437.0,59607.0,59831.0,59966.0,60061.0,60227.0,60370.0,60453.0,60537.0,60579.0,60631.0,60703.0,60770.0,60793.0,60805.0,60858.0,60883.0,60918.0
5018544,27600.0,27706.0,27856.0,27959.0,27992.0,28017.0,28109.0,28170.0,28216.0,28317.0,28476.0,28516.0,28558.0,28607.0,28663.0,28705.0,28738.0,28786.0,28846.0,28896.0,28941.0,28991.0,29026.0,29085.0,29144.0,29242.0,29351.0,29468.0,29623.0,29717.0,29768.0,29853.0,29926.0,29965.0,30004.0,30025.0,30051.0,30087.0,30121.0,30136.0,30144.0,30179.0,30195.0,30219.0
5018550,49200.0,49263.0,49353.0,49415.0,49444.0,49466.0,49547.0,49602.0,49648.0,49749.0,49967.0,50028.0,50086.0,50135.0,50192.0,50253.0,50312.0,50386.0,50478.0,50548.0,50596.0,50650.0,50690.0,50757.0,50825.0,50997.0,51161.0,51321.0,51532.0,51659.0,51743.0,51877.0,51993.0,52048.0,52104.0,52139.0,52182.0,52242.0,52300.0,52322.0,52333.0,52383.0,52406.0,52438.0
5019168,29580.0,29648.0,29744.0,29810.0,29855.0,29888.0,30011.0,30093.0,30143.0,30254.0,30453.0,30525.0,30582.0,30658.0,30745.0,30803.0,30864.0,30964.0,31090.0,31178.0,31243.0,31317.0,31372.0,31466.0,31561.0,31699.0,31842.0,32049.0,32322.0,32487.0,32587.0,32781.0,32948.0,32994.0,33040.0,33070.0,33107.0,33159.0,33208.0,33230.0,33241.0,33292.0,33316.0,33350.0
5019169,47400.0,47464.0,47555.0,47617.0,47647.0,47670.0,47754.0,47810.0,47860.0,47970.0,48172.0,48239.0,48287.0,48346.0,48414.0,48478.0,48542.0,48609.0,48692.0,48769.0,48848.0,48937.0,48986.0,49069.0,49153.0,49304.0,49470.0,49620.0,49818.0,49937.0,50040.0,50197.0,50332.0,50384.0,50437.0,50472.0,50516.0,50576.0,50634.0,50656.0,50667.0,50718.0,50741.0,50775.0
5019171,55800.0,55852.0,55927.0,55978.0,56007.0,56028.0,56107.0,56160.0,56205.0,56303.0,56493.0,56561.0,56592.0,56639.0,56694.0,56749.0,56799.0,56871.0,56960.0,57032.0,57094.0,57165.0,57213.0,57295.0,57378.0,57488.0,57637.0,57807.0,58031.0,58166.0,58261.0,58427.0,58570.0,58653.0,58737.0,58779.0,58831.0,58903.0,58970.0,58993.0,59005.0,59058.0,59083.0,59118.0
5019175,73800.0,73842.0,73902.0,73944.0,73967.0,73984.0,74048.0,74091.0,74123.0,74192.0,74341.0,74387.0,74415.0,74452.0,74494.0,74533.0,74570.0,74616.0,74674.0,74720.0,74764.0,74813.0,74846.0,74901.0,74957.0,75067.0,75213.0,75338.0,75503.0,75603.0,75688.0,75784.0,75866.0,75907.0,75948.0,75973.0,76004.0,76047.0,76089.0,76108.0,76118.0,76162.0,76182.0,76210.0
5019177,81000.0,81042.0,81102.0,81144.0,81167.0,81184.0,81248.0,81291.0,81323.0,81392.0,81541.0,81587.0,81615.0,81652.0,81694.0,81733.0,81770.0,81816.0,81874.0,81920.0,81964.0,82013.0,82046.0,82101.0,82157.0,82267.0,82413.0,82538.0,82703.0,82803.0,82888.0,82984.0,83066.0,83107.0,83148.0,83173.0,83204.0,83247.0,83289.0,83308.0,83318.0,83362.0,83382.0,83410.0
5019410,23400.0,23469.0,23568.0,23636.0,23672.0,23699.0,23799.0,23865.0,23906.0,23996.0,24178.0,24237.0,24286.0,24343.0,24409.0,24455.0,24514.0,24590.0,24686.0,24781.0,24858.0,24946.0,24992.0,25071.0,25150.0,25303.0,25427.0,25549.0,25711.0,25808.0,25899.0,26053.0,26186.0,26243.0,26301.0,26330.0,26366.0,26415.0,26462.0,26487.0,26500.0,26557.0,26583.0,26619.0
5019412,30900.0,30968.0,31064.0,31130.0,31175.0,31208.0,31331.0,31413.0,31463.0,31574.0,31773.0,31845.0,31902.0,31978.0,32065.0,32123.0,32184.0,32284.0,32410.0,32498.0,32563.0,32637.0,32692.0,32786.0,32881.0,33019.0,33162.0,33369.0,33642.0,33807.0,33907.0,34101.0,34268.0,34314.0,34360.0,34390.0,34427.0,34479.0,34528.0,34550.0,34561.0,34612.0,34636.0,34670.0
5019414,45000.0,45064.0,45155.0,45217.0,45247.0,45270.0,45354.0,45410.0,45460.0,45570.0,45772.0,45839.0,45887.0,45946.0,46014.0,46078.0,46142.0,46209.0,46292.0,46369.0,46448.0,46537.0,46586.0,46669.0,46753.0,46904.0,47070.0,47220.0,47418.0,47537.0,47640.0,47797.0,47932.0,47984.0,48037.0,48072.0,48116.0,48176.0,48234.0,48256.0,48267.0,48318.0,48341.0,48375.0
5019416,53400.0,53466.0,53560.0,53625.0,53654.0,53676.0,53756.0,53809.0,53855.0,53957.0,54178.0,54245.0,54287.0,54347.0,54417.0,54485.0,54552.0,54634.0,54736.0,54825.0,54900.0,54985.0,55027.0,55098.0,55169.0,55346.0,55487.0,55662.0,55894.0,56033.0,56155.0,56319.0,56460.0,56502.0,56544.0,56583.0,56631.0,56697.0,56760.0,56784.0,56796.0,56852.0,56878.0,56915.0
5019418,62100.0,62151.0,62223.0,62272.0,62300.0,62321.0,62397.0,62447.0,62495.0,62599.0,62782.0,62855.0,62887.0,62944.0,63010.0,63059.0,63115.0,63203.0,63313.0,63390.0,63449.0,63516.0,63560.0,63635.0,63712.0,63828.0,63957.0,64163.0,64436.0,64600.0,64706.0,64891.0,65051.0,65145.0,65240.0,65282.0,65334.0,65406.0,65476.0,65499.0,65511.0,65564.0,65588.0,65622.0
5019420,70800.0,70850.0,70921.0,70970.0,70996.0,71016.0,71089.0,71138.0,71180.0,71272.0,71445.0,71506.0,71543.0,71591.0,71646.0,71691.0,71732.0,71795.0,71874.0,71946.0,72010.0,72082.0,72121.0,72188.0,72256.0,72408.0,72533.0,72702.0,72925.0,73060.0,73164.0,73315.0,73444.0,73491.0,73538.0,73574.0,73618.0,73679.0,73737.0,73759.0,73770.0,73820.0,73843.0,73875.0
5083556,29100.0,29175.0,29282.0,29356.0,29391.0,29417.0,29512.0,29575.0,29619.0,29717.0,29905.0,29980.0,30035.0,30105.0,30185.0,30235.0,30303.0,30399.0,30520.0,30598.0,30661.0,30732.0,30783.0,30870.0,30958.0,31090.0,31231.0,31410.0,31647.0,31791.0,31877.0,32039.0,32178.0,32228.0,32279.0,32308.0,32344.0,32394.0,32442.0,32465.0,32477.0,32530.0,32554.0,32588.0
5083558,57000.0,57050.0,57122.0,57171.0,57199.0,57220.0,57296.0,57346.0,57389.0,57484.0,57667.0,57732.0,57762.0,57807.0,57860.0,57913.0,57961.0,58030.0,58116.0,58185.0,58245.0,58313.0,58359.0,58438.0,58518.0,58624.0,58767.0,58930.0,59146.0,59276.0,59367.0,59527.0,59664.0,59744.0,59825.0,59865.0,59915.0,59984.0,60049.0,60071.0,60082.0,60133.0,60157.0,60191.0
5083560,66000.0,66048.0,66116.0,66163.0,66189.0,66208.0,66278.0,66325.0,66365.0,66454.0,66620.0,66679.0,66715.0,66761.0,66814.0,66857.0,66896.0,66957.0,67033.0,67102.0,67164.0,67233.0,67271.0,67335.0,67400.0,67546.0,67666.0,67828.0,68043.0,68173.0,68273.0,68418.0,68542.0,68587.0,68632.0,68666.0,68708.0,68767.0,68823.0,68844.0,68855.0,68903.0,68925.0,68956.0
5083992,25800.0,25875.0,25982.0,26056.0,26091.0,26117.0,26212.0,26275.0,26319.0,26417.0,26605.0,26680.0,26735.0,26805.0,26885.0,26935.0,27003.0,27099.0,27220.0,27298.0,27361.0,27432.0,27483.0,27570.0,27658.0,27790.0,27931.0,28110.0,28347.0,28491.0,28577.0,28739.0,28878.0,28928.0,28979.0,29008.0,29044.0,29094.0,29142.0,29165.0,29177.0,29230.0,29254.0,29288.0
5083994,34500.0,34565.0,34658.0,34721.0,34749.0,34770.0,34847.0,34898.0,34941.0,35034.0,35222.0,35289.0,35331.0,35377.0,35430.0,35474.0,35530.0,35595.0,35677.0,35755.0,35827.0,35908.0,35956.0,36038.0,36121.0,36245.0,36400.0,36557.0,36764.0,36889.0,36978.0,37101.0,37207.0,37241.0,37276.0,37308.0,37348.0,37404.0,37457.0,37478.0,37489.0,37537.0,37559.0,37589.0
5083997,64200.0,64249.0,64318.0,64365.0,64391.0,64411.0,64484.0,64533.0,64579.0,64679.0,64855.0,64925.0,64956.0,65011.0,65074.0,65121.0,65175.0,65259.0,65365.0,65439.0,65496.0,65560.0,65602.0,65674.0,65748.0,65860.0,65984.0,66182.0,66444.0,66602.0,66704.0,66882.0,67036.0,67126.0,67218.0,67259.0,67309.0,67379.0,67445.0,67467.0,67478.0,67528.0,67551.0,67585.0
5084000,79200.0,79241.0,79299.0,79338.0,79360.0,79377.0,79438.0,79479.0,79509.0,79576.0,79719.0,79763.0,79790.0,79825.0,79866.0,79904.0,79940.0,79984.0,80040.0,80084.0,80126.0,80173.0,80204.0,80257.0,80311.0,80417.0,80557.0,80677.0,80836.0,80932.0,81014.0,81106.0,81185.0,81224.0,81264.0,81288.0,81318.0,81360.0,81400.0,81418.0,81427.0,81469.0,81488.0,81516.0
5084177,24600.0,24667.0,24762.0,24827.0,24862.0,24888.0,24984.0,25047.0,25086.0,25173.0,25348.0,25405.0,25452.0,25507.0,25570.0,25614.0,25671.0,25744.0,25836.0,25927.0,26002.0,26086.0,26130.0,26205.0,26282.0,26429.0,26548.0,26665.0,26820.0,26914.0,27002.0,27150.0,27278.0,27333.0,27389.0,27417.0,27451.0,27499.0,27544.0,27568.0,27580.0,27634.0,27659.0,27695.0
5084179,32700.0,32765.0,32858.0,32921.0,32964.0,32996.0,33114.0,33193.0,33241.0,33348.0,33539.0,33608.0,33663.0,33736.0,33820.0,33876.0,33935.0,34031.0,34152.0,34237.0,34300.0,34371.0,34424.0,34514.0,34606.0,34739.0,34877.0,35076.0,35339.0,35497.0,35593.0,35780.0,35940.0,35984.0,36028.0,36057.0,36093.0,36143.0,36190.0,36211.0,36222.0,36271.0,36294.0,36327.0
5084180,43800.0,43862.0,43950.0,44009.0,44038.0,44060.0,44141.0,44195.0,44243.0,44349.0,44543.0,44607.0,44653.0,44710.0,44775.0,44837.0,44899.0,44963.0,45043.0,45117.0,45193.0,45279.0,45326.0,45406.0,45487.0,45632.0,45792.0,45936.0,46126.0,46241.0,46340.0,46491.0,46621.0,46671.0,46722.0,46756.0,46798.0,46856.0,46911.0,46932.0,46943.0,46992.0,47015.0,47047.0
5084182,52200.0,52264.0,52354.0,52416.0,52444.0,52465.0,52542.0,52593.0,52637.0,52735.0,52948.0,53012.0,53052.0,53110.0,53177.0,53242.0,53306.0,53385.0,53483.0,53569.0,53641.0,53723.0,53763.0,53831.0,53900.0,54070.0,54206.0,54374.0,54597.0,54731.0,54848.0,55005.0,55141.0,55181.0,55222.0,55259.0,55305.0,55369.0,55430.0,55453.0,55465.0,55519.0,55544.0,55579.0
5084186,69600.0,69648.0,69716.0,69763.0,69789.0,69808.0,69878.0,69925.0,69965.0,70054.0,70220.0,70279.0,70315.0,70361.0,70414.0,70457.0,70496.0,70557.0,70633.0,70702.0,70764.0,70833.0,70871.0,70935.0,71000.0,71146.0,71266.0,71428.0,71643.0,71773.0,71873.0,72018.0,72142.0,72187.0,72232.0,72266.0,72308.0,72367.0,72423.0,72444.0,72455.0,72503.0,72525.0,72556.0
5084188,77400.0,77441.0,77499.0,77538.0,77560.0,77577.0,77638.0,77679.0,77709.0,77776.0,77919.0,77963.0,77990.0,78025.0,78066.0,78104.0,78140.0,78184.0,78240.0,78284.0,78326.0,78373.0,78404.0,78457.0,78511.0,78617.0,78757.0,78877.0,79036.0,79132.0,79214.0,79306.0,79385.0,79424.0,79464.0,79488.0,79518.0,79560.0,79600.0,79618.0,79627.0,79669.0,79688.0,79716.0
5085188,28680.0,28755.0,28862.0,28936.0,28971.0,28997.0,29092.0,29155.0,29199.0,29297.0,29485.0,29560.0,29615.0,29685.0,29765.0,29815.0,29883.0,29979.0,30100.0,30178.0,30241.0,30312.0,30363.0,30450.0,30538.0,30670.0,30811.0,30990.0,31227.0,31371.0,31457.0,31619.0,31758.0,31808.0,31859.0,31888.0,31924.0,31974.0,32022.0,32045.0,32057.0,32110.0,32134.0,32168.0
5085190,37800.0,37865.0,37958.0,38021.0,38049.0,38070.0,38147.0,38198.0,38241.0,38334.0,38522.0,38589.0,38631.0,38677.0,38730.0,38774.0,38830.0,38895.0,38977.0,39055.0,39127.0,39208.0,39256.0,39338.0,39421.0,39545.0,39700.0,39857.0,40064.0,40189.0,40278.0,40401.0,40507.0,40541.0,40576.0,40608.0,40648.0,40704.0,40757.0,40778.0,40789.0,40837.0,40859.0,40889.0
5085192,46200.0,46262.0,46350.0,46409.0,46438.0,46460.0,46541.0,46595.0,46643.0,46749.0,46943.0,47007.0,47053.0,47110.0,47175.0,47237.0,47299.0,47363.0,47443.0,47517.0,47593.0,47679.0,47726.0,47806.0,47887.0,48032.0,48192.0,48336.0,48526.0,48641.0,48740.0,48891.0,49021.0,49071.0,49122.0,49156.0,49198.0,49256.0,49311.0,49332.0,49343.0,49392.0,49415.0,49447.0
5085194,54600.0,54650.0,54722.0,54771.0,54799.0,54820.0,54896.0,54946.0,54989.0,55084.0,55267.0,55332.0,55362.0,55407.0,55460.0,55513.0,55561.0,55630.0,55716.0,55785.0,55845.0,55913.0,55959.0,56038.0,56118.0,56224.0,56367.0,56530.0,56746.0,56876.0,56967.0,57127.0,57264.0,57344.0,57425.0,57465.0,57515.0,57584.0,57649.0,57671.0,57682.0,57733.0,57757.0,57791.0
5085196,63600.0,63649.0,63718.0,63765.0,63791.0,63811.0,63884.0,63933.0,63979.0,64079.0,64255.0,64325.0,64356.0,64411.0,64474.0,64521.0,64575.0,64659.0,64765.0,64839.0,64896.0,64960.0,65002.0,65074.0,65148.0,65260.0,65384.0,65582.0,65844.0,66002.0,66104.0,66282.0,66436.0,66526.0,66618.0,66659.0,66709.0,66779.0,66845.0,66867.0,66878.0,66928.0,66951.0,66985.0
5085579,27300.0,27375.0,27482.0,27556.0,27591.0,27617.0,27712.0,27775.0,27819.0,27917.0,28105.0,28180.0,28235.0,28305.0,28385.0,28435.0,28503.0,28599.0,28720.0,28798.0,28861.0,28932.0,28983.0,29070.0,29158.0,29290.0,29431.0,29610.0,29847.0,29991.0,30077.0,30239.0,30378.0,30428.0,30479.0,30508.0,30544.0,30594.0,30642.0,30665.0,30677.0,30730.0,30754.0,30788.0
5085581,35400.0,35465.0,35558.0,35621.0,35649.0,35670.0,35747.0,35798.0,35841.0,35934.0,36122.0,36189.0,36231.0,36277.0,36330.0,36374.0,36430.0,36495.0,36577.0,36655.0,36727.0,36808.0,36856.0,36938.0,37021.0,37145.0,37300.0,37457.0,37664.0,37789.0,37878.0,38001.0,38107.0,38141.0,38176.0,38208.0,38248.0,38304.0,38357.0,38378.0,38389.0,38437.0,38459.0,38489.0
5086031,30000.0,30065.0,30158.0,30221.0,30264.0,30296.0,30414.0,30493.0,30541.0,30648.0,30839.0,30908.0,30963.0,31036.0,31120.0,31176.0,31235.0,31331.0,31452.0,31537.0,31600.0,31671.0,31724.0,31814.0,31906.0,32039.0,32177.0,32376.0,32639.0,32797.0,32893.0,33080.0,33240.0,33284.0,33328.0,33357.0,33393.0,33443.0,33490.0,33511.0,33522.0,33571.0,33594.0,33627.0
5086033,39000.0,39065.0,39158.0,39221.0,39249.0,39270.0,39347.0,39398.0,39441.0,39534.0,39722.0,39789.0,39831.0,39877.0,39930.0,39974.0,40030.0,40095.0,40177.0,40255.0,40327.0,40408.0,40456.0,40538.0,40621.0,40745.0,40900.0,41057.0,41264.0,41389.0,41478.0,41601.0,41707.0,41741.0,41776.0,41808.0,41848.0,41904.0,41957.0,41978.0,41989.0,42037.0,42059.0,42089.0
5086035,61200.0,61252.0,61327.0,61378.0,61402.0,61420.0,61487.0,61532.0,61585.0,61702.0,61907.0,61949.0,61980.0,62025.0,62077.0,62133.0,62171.0,62230.0,62304.0,62366.0,62418.0,62476.0,62534.0,62633.0,62732.0,62820.0,62951.0,63133.0,63374.0,63520.0,63610.0,63770.0,63908.0,63986.0,64065.0,64105.0,64154.0,64222.0,64288.0,64310.0,64321.0,64372.0,64395.0,64429.0
5086248,36900.0,36976.0,37084.0,37158.0,37190.0,37214.0,37302.0,37360.0,37402.0,37493.0,37657.0,37722.0,37782.0,37837.0,37900.0,37947.0,37985.0,38047.0,38124.0,38184.0,38226.0,38274.0,38308.0,38366.0,38425.0,38529.0,38690.0,38806.0,38960.0,39053.0,39173.0,39269.0,39352.0,39380.0,39409.0,39436.0,39470.0,39517.0,39562.0,39579.0,39588.0,39627.0,39645.0,39669.0
5086260,82800.0,82845.0,82909.0,82952.0,82977.0,82996.0,83066.0,83113.0,83145.0,83214.0,83365.0,83411.0,83443.0,83478.0,83519.0,83557.0,83591.0,83642.0,83705.0,83747.0,83797.0,83854.0,83890.0,83952.0,84014.0,84113.0,84260.0,84395.0,84574.0,84682.0,84753.0,84869.0,84969.0,84997.0,85026.0,85049.0,85078.0,85118.0,85156.0,85174.0,85183.0,85224.0,85243.0,85270.0
5087915,30900.0,30965.0,31058.0,31121.0,31164.0,31196.0,31314.0,31393.0,31441.0,31548.0,31739.0,31808.0,31863.0,31936.0,32020.0,32076.0,32135.0,32231.0,32352.0,32437.0,32500.0,32571.0,32624.0,32714.0,32806.0,32939.0,33077.0,33276.0,33539.0,33697.0,33793.0,33980.0,34140.0,34184.0,34228.0,34257.0,34293.0,34343.0,34390.0,34411.0,34422.0,34471.0,34494.0,34527.0
5087917,45000.0,45062.0,45150.0,45209.0,45238.0,45260.0,45341.0,45395.0,45443.0,45549.0,45743.0,45807.0,45853.0,45910.0,45975.0,46037.0,46099.0,46163.0,46243.0,46317.0,46393.0,46479.0,46526.0,46606.0,46687.0,46832.0,46992.0,47136.0,47326.0,47441.0,47540.0,47691.0,47821.0,47871.0,47922.0,47956.0,47998.0,48056.0,48111.0,48132.0,48143.0,48192.0,48215.0,48247.0
5087921,62100.0,62149.0,62218.0,62265.0,62291.0,62311.0,62384.0,62433.0,62479.0,62579.0,62755.0,62825.0,62856.0,62911.0,62974.0,63021.0,63075.0,63159.0,63265.0,63339.0,63396.0,63460.0,63502.0,63574.0,63648.0,63760.0,63884.0,64082.0,64344.0,64502.0,64604.0,64782.0,64936.0,65026.0,65118.0,65159.0,65209.0,65279.0,65345.0,65367.0,65378.0,65428.0,65451.0,65485.0
5087923,70800.0,70848.0,70916.0,70963.0,70989.0,71008.0,71078.0,71125.0,71165.0,71254.0,71420.0,71479.0,71515.0,71561.0,71614.0,71657.0,71696.0,71757.0,71833.0,71902.0,71964.0,72033.0,72071.0,72135.0,72200.0,72346.0,72466.0,72628.0,72843.0,72973.0,73073.0,73218.0,73342.0,73387.0,73432.0,73466.0,73508.0,73567.0,73623.0,73644.0,73655.0,73703.0,73725.0,73756.0
5091153,34200.0,34276.0,34384.0,34458.0,34490.0,34514.0,34602.0,34660.0,34702.0,34793.0,34957.0,35022.0,35082.0,35137.0,35200.0,35247.0,35285.0,35347.0,35424.0,35484.0,35526.0,35574.0,35608.0,35666.0,35725.0,35829.0,35990.0,36106.0,36260.0,36353.0,36473.0,36569.0,36652.0,36680.0,36709.0,36736.0,36770.0,36817.0,36862.0,36879.0,36888.0,36927.0,36945.0,36969.0
5091155,41400.0,41458.0,41540.0,41596.0,41632.0,41659.0,41758.0,41824.0,41868.0,41965.0,42133.0,42191.0,42231.0,42273.0,42322.0,42364.0,42440.0,42492.0,42556.0,42638.0,42692.0,42754.0,42792.0,42857.0,42923.0,43030.0,43144.0,43281.0,43462.0,43571.0,43655.0,43756.0,43842.0,43870.0,43899.0,43931.0,43970.0,44024.0,44076.0,44098.0,44109.0,44159.0,44182.0,44214.0
5091157,52200.0,52263.0,52352.0,52413.0,52443.0,52465.0,52547.0,52601.0,52634.0,52706.0,52853.0,52893.0,52928.0,52969.0,53016.0,53053.0,53081.0,53118.0,53164.0,53236.0,53290.0,53352.0,53397.0,53474.0,53553.0,53665.0,53796.0,53947.0,54147.0,54267.0,54334.0,54432.0,54516.0,54552.0,54588.0,54620.0,54659.0,54713.0,54765.0,54782.0,54791.0,54831.0,54849.0,54876.0
5091163,73800.0,73845.0,73909.0,73952.0,73977.0,73996.0,74066.0,74113.0,74145.0,74214.0,74365.0,74411.0,74443.0,74478.0,74519.0,74557.0,74591.0,74642.0,74705.0,74747.0,74797.0,74854.0,74890.0,74952.0,75014.0,75113.0,75260.0,75395.0,75574.0,75682.0,75753.0,75869.0,75969.0,75997.0,76026.0,76049.0,76078.0,76118.0,76156.0,76174.0,76183.0,76224.0,76243.0,76270.0
5091165,81000.0,81045.0,81109.0,81152.0,81177.0,81196.0,81266.0,81313.0,81345.0,81414.0,81565.0,81611.0,81643.0,81678.0,81719.0,81757.0,81791.0,81842.0,81905.0,81947.0,81997.0,82054.0,82090.0,82152.0,82214.0,82313.0,82460.0,82595.0,82774.0,82882.0,82953.0,83069.0,83169.0,83197.0,83226.0,83249.0,83278.0,83318.0,83356.0,83374.0,83383.0,83424.0,83443.0,83470.0
5091814,26400.0,26475.0,26582.0,26656.0,26691.0,26717.0,26812.0,26875.0,26919.0,27017.0,27205.0,27280.0,27335.0,27405.0,27485.0,27535.0,27603.0,27699.0,27820.0,27898.0,27961.0,28032.0,28083.0,28170.0,28258.0,28390.0,28531.0,28710.0,28947.0,29091.0,29177.0,29339.0,29478.0,29528.0,29579.0,29608.0,29644.0,29694.0,29742.0,29765.0,29777.0,29830.0,29854.0,29888.0
