tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P
5090488,56400.0,56628.0,56814.0,57079.0,57216.0,57247.0,57306.0,57339.0,57428.0,57457.0,57523.0,57570.0,57659.0,57705.0,57756.0,57807.0,57889.0,57968.0,58064.0,58115.0,58189.0,58238.0,58266.0,58327.0,58371.0,58416.0,58518.0,58585.0,58680.0,58813.0,58839.0,58886.0,58915.0,58950.0,59013.0,59061.0,59125.0,59212.0,59359.0,59472.0,59519.0,59625.0,59666.0,59765.0,59827.0,59915.0,59994.0,60066.0,60132.0,60185.0,60234.0,60287.0,60324.0,60437.0,60452.0,60687.0
5091122,35100.0,35371.0,35568.0,35848.0,35992.0,36022.0,36090.0,36128.0,36230.0,36255.0,36312.0,36353.0,36430.0,36467.0,36509.0,36550.0,36601.0,36650.0,36710.0,36747.0,36801.0,36850.0,36878.0,36931.0,36966.0,37002.0,37088.0,37144.0,37250.0,37345.0,37364.0,37403.0,37427.0,37455.0,37515.0,37561.0,37622.0,37707.0,37850.0,37955.0,37999.0,38098.0,38136.0,38217.0,38268.0,38336.0,38395.0,38448.0,38502.0,38545.0,38586.0,38631.0,38665.0,38766.0,38822.0,39036.0
5091124,45900.0,46158.0,46348.0,46618.0,46756.0,46782.0,46847.0,46883.0,46983.0,47008.0,47067.0,47109.0,47187.0,47224.0,47265.0,47305.0,47356.0,47405.0,47465.0,47499.0,47548.0,47602.0,47634.0,47706.0,47743.0,47781.0,47882.0,47949.0,48052.0,48185.0,48212.0,48261.0,48291.0,48328.0,48400.0,48456.0,48529.0,48621.0,48774.0,48884.0,48930.0,49034.0,49075.0,49163.0,49218.0,49292.0,49369.0,49438.0,49497.0,49544.0,49588.0,49637.0,49674.0,49784.0,49802.0,49970.0
5091662,38700.0,38971.0,39168.0,39448.0,39592.0,39622.0,39690.0,39728.0,39830.0,39855.0,39912.0,39953.0,40030.0,40067.0,40109.0,40150.0,40201.0,40250.0,40310.0,40347.0,40401.0,40450.0,40478.0,40531.0,40566.0,40602.0,40688.0,40744.0,40850.0,40945.0,40964.0,41003.0,41027.0,41055.0,41115.0,41161.0,41222.0,41307.0,41450.0,41555.0,41599.0,41698.0,41736.0,41817.0,41868.0,41936.0,41995.0,42048.0,42102.0,42145.0,42186.0,42231.0,42265.0,42366.0,42422.0,42636.0
5091664,49500.0,49758.0,49948.0,50218.0,50356.0,50382.0,50447.0,50483.0,50583.0,50608.0,50667.0,50709.0,50787.0,50824.0,50865.0,50905.0,50956.0,51005.0,51065.0,51099.0,51148.0,51202.0,51234.0,51306.0,51343.0,51381.0,51482.0,51549.0,51652.0,51785.0,51812.0,51861.0,51891.0,51928.0,52000.0,52056.0,52129.0,52221.0,52374.0,52484.0,52530.0,52634.0,52675.0,52763.0,52818.0,52892.0,52969.0,53038.0,53097.0,53144.0,53188.0,53237.0,53274.0,53384.0,53402.0,53570.0
5092607,33300.0,33555.0,33801.0,34151.0,34331.0,34357.0,34423.0,34460.0,34561.0,34588.0,34651.0,34690.0,34764.0,34815.0,34872.0,34927.0,34975.0,35021.0,35077.0,35120.0,35181.0,35227.0,35254.0,35298.0,35328.0,35360.0,35430.0,35477.0,35566.0,35649.0,35666.0,35703.0,35726.0,35754.0,35812.0,35857.0,35917.0,35980.0,36085.0,36171.0,36207.0,36287.0,36315.0,36387.0,36435.0,36498.0,36553.0,36603.0,36642.0,36673.0,36702.0,36734.0,36763.0,36852.0,36865.0,37119.0
5092610,61200.0,61434.0,61644.0,61943.0,62097.0,62127.0,62203.0,62246.0,62362.0,62391.0,62457.0,62508.0,62604.0,62669.0,62742.0,62813.0,62930.0,63043.0,63179.0,63221.0,63281.0,63353.0,63395.0,63456.0,63497.0,63539.0,63629.0,63688.0,63773.0,63903.0,63929.0,63974.0,64002.0,64034.0,64089.0,64132.0,64189.0,64261.0,64382.0,64478.0,64518.0,64608.0,64644.0,64755.0,64808.0,64884.0,64944.0,64999.0,65055.0,65100.0,65142.0,65187.0,65220.0,65320.0,65337.0,65492.0
5092995,36900.0,37171.0,37368.0,37648.0,37792.0,37822.0,37890.0,37928.0,38030.0,38055.0,38112.0,38153.0,38230.0,38267.0,38309.0,38350.0,38401.0,38450.0,38510.0,38547.0,38601.0,38650.0,38678.0,38731.0,38766.0,38802.0,38888.0,38944.0,39050.0,39145.0,39164.0,39203.0,39227.0,39255.0,39315.0,39361.0,39422.0,39507.0,39650.0,39755.0,39799.0,39898.0,39936.0,40017.0,40068.0,40136.0,40195.0,40248.0,40302.0,40345.0,40386.0,40431.0,40465.0,40566.0,40622.0,40836.0
5092997,47700.0,47958.0,48148.0,48418.0,48556.0,48582.0,48647.0,48683.0,48783.0,48808.0,48867.0,48909.0,48987.0,49024.0,49065.0,49105.0,49156.0,49205.0,49265.0,49299.0,49348.0,49402.0,49434.0,49506.0,49543.0,49581.0,49682.0,49749.0,49852.0,49985.0,50012.0,50061.0,50091.0,50128.0,50200.0,50256.0,50329.0,50421.0,50574.0,50684.0,50730.0,50834.0,50875.0,50963.0,51018.0,51092.0,51169.0,51238.0,51297.0,51344.0,51388.0,51437.0,51474.0,51584.0,51602.0,51770.0
5093261,29700.0,30038.0,30219.0,30476.0,30608.0,30650.0,30733.0,30780.0,30907.0,30935.0,30999.0,31064.0,31187.0,31245.0,31310.0,31373.0,31435.0,31495.0,31567.0,31648.0,31763.0,31837.0,31880.0,31952.0,31994.0,32038.0,32136.0,32200.0,32308.0,32432.0,32457.0,32506.0,32536.0,32572.0,32630.0,32675.0,32735.0,32816.0,32951.0,33054.0,33097.0,33195.0,33226.0,33299.0,33355.0,33422.0,33489.0,33550.0,33607.0,33652.0,33695.0,33741.0,33776.0,33883.0,33899.0,34063.0
5093266,62700.0,62934.0,63144.0,63443.0,63597.0,63627.0,63703.0,63746.0,63862.0,63891.0,63957.0,64008.0,64104.0,64169.0,64242.0,64313.0,64430.0,64543.0,64679.0,64721.0,64781.0,64853.0,64895.0,64956.0,64997.0,65039.0,65129.0,65188.0,65273.0,65403.0,65429.0,65474.0,65502.0,65534.0,65589.0,65632.0,65689.0,65761.0,65882.0,65978.0,66018.0,66108.0,66144.0,66255.0,66308.0,66384.0,66444.0,66499.0,66555.0,66600.0,66642.0,66687.0,66720.0,66820.0,66837.0,66992.0
5094468,63600.0,63900.0,64128.0,64453.0,64620.0,64680.0,64758.0,64802.0,64920.0,64956.0,65040.0,65102.0,65220.0,65276.0,65339.0,65400.0,65457.0,65513.0,65580.0,65629.0,65700.0,65738.0,65760.0,65820.0,65850.0,65880.0,65988.0,66060.0,66120.0,66220.0,66240.0,66291.0,66322.0,66360.0,66403.0,66436.0,66480.0,66547.0,66660.0,66787.0,66840.0,66960.0,67020.0,67140.0,67260.0,67380.0,67443.0,67500.0,67571.0,67628.0,67682.0,67740.0,67815.0,68040.0,68100.0,68160.0
5095247,40500.0,40771.0,40968.0,41248.0,41392.0,41422.0,41490.0,41528.0,41630.0,41655.0,41712.0,41753.0,41830.0,41867.0,41909.0,41950.0,42001.0,42050.0,42110.0,42147.0,42201.0,42250.0,42278.0,42331.0,42366.0,42402.0,42488.0,42544.0,42650.0,42745.0,42764.0,42803.0,42827.0,42855.0,42915.0,42961.0,43022.0,43107.0,43250.0,43355.0,43399.0,43498.0,43536.0,43617.0,43668.0,43736.0,43795.0,43848.0,43902.0,43945.0,43986.0,44031.0,44065.0,44166.0,44222.0,44436.0
5095249,51300.0,51558.0,51748.0,52018.0,52156.0,52182.0,52247.0,52283.0,52383.0,52408.0,52467.0,52509.0,52587.0,52624.0,52665.0,52705.0,52756.0,52805.0,52865.0,52899.0,52948.0,53002.0,53034.0,53106.0,53143.0,53181.0,53282.0,53349.0,53452.0,53585.0,53612.0,53661.0,53691.0,53728.0,53800.0,53856.0,53929.0,54021.0,54174.0,54284.0,54330.0,54434.0,54475.0,54563.0,54618.0,54692.0,54769.0,54838.0,54897.0,54944.0,54988.0,55037.0,55074.0,55184.0,55202.0,55370.0
5096896,44100.0,44371.0,44568.0,44848.0,44992.0,45022.0,45090.0,45128.0,45230.0,45255.0,45312.0,45353.0,45430.0,45467.0,45509.0,45550.0,45601.0,45650.0,45710.0,45747.0,45801.0,45850.0,45878.0,45931.0,45966.0,46002.0,46088.0,46144.0,46250.0,46345.0,46364.0,46403.0,46427.0,46455.0,46515.0,46561.0,46622.0,46707.0,46850.0,46955.0,46999.0,47098.0,47136.0,47217.0,47268.0,47336.0,47395.0,47448.0,47502.0,47545.0,47586.0,47631.0,47665.0,47766.0,47822.0,48036.0
5096898,54900.0,55127.0,55314.0,55580.0,55716.0,55742.0,55802.0,55836.0,55927.0,55953.0,56012.0,56053.0,56130.0,56168.0,56211.0,56254.0,56326.0,56396.0,56481.0,56524.0,56586.0,56642.0,56674.0,56747.0,56797.0,56848.0,56980.0,57067.0,57166.0,57312.0,57341.0,57390.0,57420.0,57457.0,57527.0,57581.0,57652.0,57747.0,57906.0,58023.0,58072.0,58182.0,58229.0,58321.0,58378.0,58456.0,58535.0,58607.0,58685.0,58747.0,58805.0,58868.0,58910.0,59038.0,59053.0,59162.0
5096971,31500.0,31755.0,32001.0,32351.0,32531.0,32557.0,32623.0,32660.0,32761.0,32788.0,32851.0,32890.0,32964.0,33015.0,33072.0,33127.0,33175.0,33221.0,33277.0,33320.0,33381.0,33427.0,33454.0,33498.0,33528.0,33560.0,33630.0,33677.0,33766.0,33849.0,33866.0,33903.0,33926.0,33954.0,34012.0,34057.0,34117.0,34180.0,34285.0,34371.0,34407.0,34487.0,34515.0,34587.0,34635.0,34698.0,34753.0,34803.0,34842.0,34873.0,34902.0,34934.0,34963.0,35052.0,35065.0,35319.0
5096973,42300.0,42571.0,42768.0,43048.0,43192.0,43222.0,43290.0,43328.0,43430.0,43455.0,43512.0,43553.0,43630.0,43667.0,43709.0,43750.0,43801.0,43850.0,43910.0,43947.0,44001.0,44050.0,44078.0,44131.0,44166.0,44202.0,44288.0,44344.0,44450.0,44545.0,44564.0,44603.0,44627.0,44655.0,44715.0,44761.0,44822.0,44907.0,45050.0,45155.0,45199.0,45298.0,45336.0,45417.0,45468.0,45536.0,45595.0,45648.0,45702.0,45745.0,45786.0,45831.0,45865.0,45966.0,46022.0,46236.0
5096975,53100.0,53327.0,53514.0,53780.0,53916.0,53942.0,54002.0,54036.0,54127.0,54153.0,54212.0,54253.0,54330.0,54368.0,54411.0,54454.0,54526.0,54596.0,54681.0,54724.0,54786.0,54842.0,54874.0,54947.0,54997.0,55048.0,55180.0,55267.0,55366.0,55512.0,55541.0,55590.0,55620.0,55657.0,55727.0,55781.0,55852.0,55947.0,56106.0,56223.0,56272.0,56382.0,56429.0,56521.0,56578.0,56656.0,56735.0,56807.0,56885.0,56947.0,57005.0,57068.0,57110.0,57238.0,57253.0,57362.0
5097535,20700.0,20888.0,21014.0,21193.0,21284.0,21302.0,21340.0,21361.0,21420.0,21434.0,21467.0,21493.0,21541.0,21570.0,21602.0,21633.0,21661.0,21688.0,21721.0,21750.0,21792.0,21821.0,21838.0,21874.0,21901.0,21928.0,21983.0,22020.0,22054.0,22124.0,22138.0,22159.0,22172.0,22188.0,22219.0,22243.0,22274.0,22325.0,22410.0,22468.0,22492.0,22547.0,22574.0,22636.0,22675.0,22730.0,22772.0,22811.0,22845.0,22873.0,22899.0,22927.0,22952.0,23029.0,23041.0,23205.0
5097541,66600.0,66834.0,67044.0,67343.0,67497.0,67527.0,67603.0,67646.0,67762.0,67791.0,67857.0,67908.0,68004.0,68069.0,68142.0,68213.0,68330.0,68443.0,68579.0,68621.0,68681.0,68753.0,68795.0,68856.0,68897.0,68939.0,69029.0,69088.0,69173.0,69303.0,69329.0,69374.0,69402.0,69434.0,69489.0,69532.0,69589.0,69661.0,69782.0,69878.0,69918.0,70008.0,70044.0,70155.0,70208.0,70284.0,70344.0,70399.0,70455.0,70500.0,70542.0,70587.0,70620.0,70720.0,70737.0,70892.0
5099905,24300.0,24505.0,24648.0,24851.0,24955.0,24987.0,25043.0,25074.0,25159.0,25186.0,25248.0,25291.0,25373.0,25419.0,25471.0,25522.0,25574.0,25624.0,25684.0,25740.0,25820.0,25869.0,25898.0,25952.0,25990.0,26030.0,26100.0,26146.0,26232.0,26320.0,26337.0,26380.0,26406.0,26438.0,26483.0,26518.0,26563.0,26630.0,26743.0,26821.0,26854.0,26928.0,26963.0,27042.0,27098.0,27168.0,27229.0,27284.0,27338.0,27381.0,27421.0,27465.0,27501.0,27610.0,27630.0,27872.0
5100386,59400.0,59628.0,59814.0,60079.0,60216.0,60247.0,60306.0,60339.0,60428.0,60457.0,60523.0,60570.0,60659.0,60705.0,60756.0,60807.0,60889.0,60968.0,61064.0,61115.0,61189.0,61238.0,61266.0,61327.0,61371.0,61416.0,61518.0,61585.0,61680.0,61813.0,61839.0,61886.0,61915.0,61950.0,62013.0,62061.0,62125.0,62212.0,62359.0,62472.0,62519.0,62625.0,62666.0,62765.0,62827.0,62915.0,62994.0,63066.0,63132.0,63185.0,63234.0,63287.0,63324.0,63437.0,63452.0,63687.0
5100413,64800.0,65034.0,65244.0,65543.0,65697.0,65727.0,65803.0,65846.0,65962.0,65991.0,66057.0,66108.0,66204.0,66269.0,66342.0,66413.0,66530.0,66643.0,66779.0,66821.0,66881.0,66953.0,66995.0,67056.0,67097.0,67139.0,67229.0,67288.0,67373.0,67503.0,67529.0,67574.0,67602.0,67634.0,67689.0,67732.0,67789.0,67861.0,67982.0,68078.0,68118.0,68208.0,68244.0,68355.0,68408.0,68484.0,68544.0,68599.0,68655.0,68700.0,68742.0,68787.0,68820.0,68920.0,68937.0,69092.0
5100639,27900.0,28238.0,28419.0,28676.0,28808.0,28850.0,28933.0,28980.0,29107.0,29135.0,29199.0,29264.0,29387.0,29445.0,29510.0,29573.0,29635.0,29695.0,29767.0,29848.0,29963.0,30037.0,30080.0,30152.0,30194.0,30238.0,30336.0,30400.0,30508.0,30632.0,30657.0,30706.0,30736.0,30772.0,30830.0,30875.0,30935.0,31016.0,31151.0,31254.0,31297.0,31395.0,31426.0,31499.0,31555.0,31622.0,31689.0,31750.0,31807.0,31852.0,31895.0,31941.0,31976.0,32083.0,32099.0,32263.0
5100641,38700.0,38971.0,39168.0,39448.0,39592.0,39622.0,39690.0,39728.0,39830.0,39855.0,39912.0,39953.0,40030.0,40067.0,40109.0,40150.0,40201.0,40250.0,40310.0,40347.0,40401.0,40450.0,40478.0,40531.0,40566.0,40602.0,40688.0,40744.0,40850.0,40945.0,40964.0,41003.0,41027.0,41055.0,41115.0,41161.0,41222.0,41307.0,41450.0,41555.0,41599.0,41698.0,41736.0,41817.0,41868.0,41936.0,41995.0,42048.0,42102.0,42145.0,42186.0,42231.0,42265.0,42366.0,42422.0,42636.0
5100980,45900.0,46158.0,46348.0,46618.0,46756.0,46782.0,46847.0,46883.0,46983.0,47008.0,47067.0,47109.0,47187.0,47224.0,47265.0,47305.0,47356.0,47405.0,47465.0,47499.0,47548.0,47602.0,47634.0,47706.0,47743.0,47781.0,47882.0,47949.0,48052.0,48185.0,48212.0,48261.0,48291.0,48328.0,48400.0,48456.0,48529.0,48621.0,48774.0,48884.0,48930.0,49034.0,49075.0,49163.0,49218.0,49292.0,49369.0,49438.0,49497.0,49544.0,49588.0,49637.0,49674.0,49784.0,49802.0,49970.0
5101598,22500.0,22688.0,22814.0,22993.0,23084.0,23102.0,23140.0,23161.0,23220.0,23234.0,23267.0,23293.0,23341.0,23370.0,23402.0,23433.0,23461.0,23488.0,23521.0,23550.0,23592.0,23621.0,23638.0,23674.0,23701.0,23728.0,23783.0,23820.0,23854.0,23924.0,23938.0,23959.0,23972.0,23988.0,24019.0,24043.0,24074.0,24125.0,24210.0,24268.0,24292.0,24347.0,24374.0,24436.0,24475.0,24530.0,24572.0,24611.0,24645.0,24673.0,24699.0,24727.0,24752.0,24829.0,24841.0,25005.0
5101600,56400.0,56628.0,56814.0,57079.0,57216.0,57247.0,57306.0,57339.0,57428.0,57457.0,57523.0,57570.0,57659.0,57705.0,57756.0,57807.0,57889.0,57968.0,58064.0,58115.0,58189.0,58238.0,58266.0,58327.0,58371.0,58416.0,58518.0,58585.0,58680.0,58813.0,58839.0,58886.0,58915.0,58950.0,59013.0,59061.0,59125.0,59212.0,59359.0,59472.0,59519.0,59625.0,59666.0,59765.0,59827.0,59915.0,59994.0,60066.0,60132.0,60185.0,60234.0,60287.0,60324.0,60437.0,60452.0,60687.0
5102888,31500.0,31755.0,32001.0,32351.0,32531.0,32557.0,32623.0,32660.0,32761.0,32788.0,32851.0,32890.0,32964.0,33015.0,33072.0,33127.0,33175.0,33221.0,33277.0,33320.0,33381.0,33427.0,33454.0,33498.0,33528.0,33560.0,33630.0,33677.0,33766.0,33849.0,33866.0,33903.0,33926.0,33954.0,34012.0,34057.0,34117.0,34180.0,34285.0,34371.0,34407.0,34487.0,34515.0,34587.0,34635.0,34698.0,34753.0,34803.0,34842.0,34873.0,34902.0,34934.0,34963.0,35052.0,35065.0,35319.0
5102890,42300.0,42571.0,42768.0,43048.0,43192.0,43222.0,43290.0,43328.0,43430.0,43455.0,43512.0,43553.0,43630.0,43667.0,43709.0,43750.0,43801.0,43850.0,43910.0,43947.0,44001.0,44050.0,44078.0,44131.0,44166.0,44202.0,44288.0,44344.0,44450.0,44545.0,44564.0,44603.0,44627.0,44655.0,44715.0,44761.0,44822.0,44907.0,45050.0,45155.0,45199.0,45298.0,45336.0,45417.0,45468.0,45536.0,45595.0,45648.0,45702.0,45745.0,45786.0,45831.0,45865.0,45966.0,46022.0,46236.0
5105303,36900.0,37171.0,37368.0,37648.0,37792.0,37822.0,37890.0,37928.0,38030.0,38055.0,38112.0,38153.0,38230.0,38267.0,38309.0,38350.0,38401.0,38450.0,38510.0,38547.0,38601.0,38650.0,38678.0,38731.0,38766.0,38802.0,38888.0,38944.0,39050.0,39145.0,39164.0,39203.0,39227.0,39255.0,39315.0,39361.0,39422.0,39507.0,39650.0,39755.0,39799.0,39898.0,39936.0,40017.0,40068.0,40136.0,40195.0,40248.0,40302.0,40345.0,40386.0,40431.0,40465.0,40566.0,40622.0,40836.0
5105305,47700.0,47958.0,48148.0,48418.0,48556.0,48582.0,48647.0,48683.0,48783.0,48808.0,48867.0,48909.0,48987.0,49024.0,49065.0,49105.0,49156.0,49205.0,49265.0,49299.0,49348.0,49402.0,49434.0,49506.0,49543.0,49581.0,49682.0,49749.0,49852.0,49985.0,50012.0,50061.0,50091.0,50128.0,50200.0,50256.0,50329.0,50421.0,50574.0,50684.0,50730.0,50834.0,50875.0,50963.0,51018.0,51092.0,51169.0,51238.0,51297.0,51344.0,51388.0,51437.0,51474.0,51584.0,51602.0,51770.0
5109002,24300.0,24505.0,24648.0,24851.0,24955.0,24987.0,25043.0,25074.0,25159.0,25186.0,25248.0,25291.0,25373.0,25419.0,25471.0,25522.0,25574.0,25624.0,25684.0,25740.0,25820.0,25869.0,25898.0,25952.0,25990.0,26030.0,26100.0,26146.0,26232.0,26320.0,26337.0,26380.0,26406.0,26438.0,26483.0,26518.0,26563.0,26630.0,26743.0,26821.0,26854.0,26928.0,26963.0,27042.0,27098.0,27168.0,27229.0,27284.0,27338.0,27381.0,27421.0,27465.0,27501.0,27610.0,27630.0,27872.0
5111145,59400.0,59628.0,59814.0,60079.0,60216.0,60247.0,60306.0,60339.0,60428.0,60457.0,60523.0,60570.0,60659.0,60705.0,60756.0,60807.0,60889.0,60968.0,61064.0,61115.0,61189.0,61238.0,61266.0,61327.0,61371.0,61416.0,61518.0,61585.0,61680.0,61813.0,61839.0,61886.0,61915.0,61950.0,62013.0,62061.0,62125.0,62212.0,62359.0,62472.0,62519.0,62625.0,62666.0,62765.0,62827.0,62915.0,62994.0,63066.0,63132.0,63185.0,63234.0,63287.0,63324.0,63437.0,63452.0,63687.0
5111671,25800.0,26005.0,26148.0,26351.0,26455.0,26487.0,26543.0,26574.0,26659.0,26686.0,26748.0,26791.0,26873.0,26919.0,26971.0,27022.0,27074.0,27124.0,27184.0,27240.0,27320.0,27369.0,27398.0,27452.0,27490.0,27530.0,27600.0,27646.0,27732.0,27820.0,27837.0,27880.0,27906.0,27938.0,27983.0,28018.0,28063.0,28130.0,28243.0,28321.0,28354.0,28428.0,28463.0,28542.0,28598.0,28668.0,28729.0,28784.0,28838.0,28881.0,28921.0,28965.0,29001.0,29110.0,29130.0,29372.0
5112323,29700.0,30038.0,30219.0,30476.0,30608.0,30650.0,30733.0,30780.0,30907.0,30935.0,30999.0,31064.0,31187.0,31245.0,31310.0,31373.0,31435.0,31495.0,31567.0,31648.0,31763.0,31837.0,31880.0,31952.0,31994.0,32038.0,32136.0,32200.0,32308.0,32432.0,32457.0,32506.0,32536.0,32572.0,32630.0,32675.0,32735.0,32816.0,32951.0,33054.0,33097.0,33195.0,33226.0,33299.0,33355.0,33422.0,33489.0,33550.0,33607.0,33652.0,33695.0,33741.0,33776.0,33883.0,33899.0,34063.0
5112328,62700.0,62934.0,63144.0,63443.0,63597.0,63627.0,63703.0,63746.0,63862.0,63891.0,63957.0,64008.0,64104.0,64169.0,64242.0,64313.0,64430.0,64543.0,64679.0,64721.0,64781.0,64853.0,64895.0,64956.0,64997.0,65039.0,65129.0,65188.0,65273.0,65403.0,65429.0,65474.0,65502.0,65534.0,65589.0,65632.0,65689.0,65761.0,65882.0,65978.0,66018.0,66108.0,66144.0,66255.0,66308.0,66384.0,66444.0,66499.0,66555.0,66600.0,66642.0,66687.0,66720.0,66820.0,66837.0,66992.0
5112433,40500.0,40771.0,40968.0,41248.0,41392.0,41422.0,41490.0,41528.0,41630.0,41655.0,41712.0,41753.0,41830.0,41867.0,41909.0,41950.0,42001.0,42050.0,42110.0,42147.0,42201.0,42250.0,42278.0,42331.0,42366.0,42402.0,42488.0,42544.0,42650.0,42745.0,42764.0,42803.0,42827.0,42855.0,42915.0,42961.0,43022.0,43107.0,43250.0,43355.0,43399.0,43498.0,43536.0,43617.0,43668.0,43736.0,43795.0,43848.0,43902.0,43945.0,43986.0,44031.0,44065.0,44166.0,44222.0,44436.0
5113469,20700.0,20888.0,21014.0,21193.0,21284.0,21302.0,21340.0,21361.0,21420.0,21434.0,21467.0,21493.0,21541.0,21570.0,21602.0,21633.0,21661.0,21688.0,21721.0,21750.0,21792.0,21821.0,21838.0,21874.0,21901.0,21928.0,21983.0,22020.0,22054.0,22124.0,22138.0,22159.0,22172.0,22188.0,22219.0,22243.0,22274.0,22325.0,22410.0,22468.0,22492.0,22547.0,22574.0,22636.0,22675.0,22730.0,22772.0,22811.0,22845.0,22873.0,22899.0,22927.0,22952.0,23029.0,23041.0,23205.0
5114072,61200.0,61434.0,61644.0,61943.0,62097.0,62127.0,62203.0,62246.0,62362.0,62391.0,62457.0,62508.0,62604.0,62669.0,62742.0,62813.0,62930.0,63043.0,63179.0,63221.0,63281.0,63353.0,63395.0,63456.0,63497.0,63539.0,63629.0,63688.0,63773.0,63903.0,63929.0,63974.0,64002.0,64034.0,64089.0,64132.0,64189.0,64261.0,64382.0,64478.0,64518.0,64608.0,64644.0,64755.0,64808.0,64884.0,64944.0,64999.0,65055.0,65100.0,65142.0,65187.0,65220.0,65320.0,65337.0,65492.0
5114591,64800.0,65034.0,65244.0,65543.0,65697.0,65727.0,65803.0,65846.0,65962.0,65991.0,66057.0,66108.0,66204.0,66269.0,66342.0,66413.0,66530.0,66643.0,66779.0,66821.0,66881.0,66953.0,66995.0,67056.0,67097.0,67139.0,67229.0,67288.0,67373.0,67503.0,67529.0,67574.0,67602.0,67634.0,67689.0,67732.0,67789.0,67861.0,67982.0,68078.0,68118.0,68208.0,68244.0,68355.0,68408.0,68484.0,68544.0,68599.0,68655.0,68700.0,68742.0,68787.0,68820.0,68920.0,68937.0,69092.0
5117082,57600.0,57828.0,58014.0,58279.0,58416.0,58447.0,58506.0,58539.0,58628.0,58657.0,58723.0,58770.0,58859.0,58905.0,58956.0,59007.0,59089.0,59168.0,59264.0,59315.0,59389.0,59438.0,59466.0,59527.0,59571.0,59616.0,59718.0,59785.0,59880.0,60013.0,60039.0,60086.0,60115.0,60150.0,60213.0,60261.0,60325.0,60412.0,60559.0,60672.0,60719.0,60825.0,60866.0,60965.0,61027.0,61115.0,61194.0,61266.0,61332.0,61385.0,61434.0,61487.0,61524.0,61637.0,61652.0,61887.0
