tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P
5011451,32400.0,32507.0,32655.0,32763.0,32856.0,32923.0,32939.0,33000.0,33044.0,33098.0,33131.0,33188.0,33211.0,33253.0,33303.0,33336.0,33391.0,33472.0,33518.0,33569.0,33607.0,33671.0,33735.0,33806.0,33900.0,34051.0,34265.0,34375.0,34399.0,34458.0,34491.0,34580.0,34606.0,34667.0,34699.0,34758.0,34788.0,34822.0,34855.0,34893.0,34930.0,34975.0,34996.0,35026.0,35065.0,35088.0,35126.0,35153.0,35181.0,35265.0,35327.0,35397.0,35430.0,35492.0,35560.0,35622.0,35679.0
5011868,61200.0,61323.0,61500.0,61597.0,61681.0,61762.0,61781.0,61853.0,61906.0,61971.0,62009.0,62075.0,62101.0,62149.0,62207.0,62244.0,62308.0,62391.0,62456.0,62529.0,62578.0,62661.0,62744.0,62823.0,62928.0,63180.0,63539.0,63724.0,63763.0,63840.0,63883.0,64000.0,64033.0,64108.0,64153.0,64239.0,64304.0,64377.0,64448.0,64560.0,64669.0,64800.0,64848.0,64916.0,64977.0,65013.0,65075.0,65115.0,65157.0,65284.0,65378.0,65484.0,65522.0,65593.0,65692.0,65762.0,65827.0
5011870,72900.0,73014.0,73160.0,73251.0,73330.0,73399.0,73415.0,73477.0,73522.0,73578.0,73611.0,73670.0,73693.0,73736.0,73787.0,73821.0,73879.0,73953.0,74010.0,74074.0,74113.0,74180.0,74248.0,74323.0,74416.0,74612.0,74891.0,75034.0,75063.0,75127.0,75163.0,75260.0,75284.0,75339.0,75382.0,75463.0,75503.0,75548.0,75593.0,75644.0,75694.0,75754.0,75784.0,75826.0,75870.0,75896.0,75941.0,75972.0,76004.0,76101.0,76173.0,76255.0,76288.0,76348.0,76427.0,76490.0,76548.0
5011872,82200.0,82331.0,82476.0,82555.0,82624.0,82678.0,82691.0,82740.0,82776.0,82820.0,82845.0,82889.0,82906.0,82938.0,82977.0,83005.0,83053.0,83115.0,83167.0,83225.0,83264.0,83331.0,83398.0,83466.0,83700.0,83860.0,84088.0,84206.0,84230.0,84279.0,84306.0,84381.0,84403.0,84455.0,84483.0,84536.0,84569.0,84607.0,84644.0,84679.0,84713.0,84754.0,84776.0,84807.0,84842.0,84863.0,84906.0,84935.0,84965.0,85042.0,85095.0,85155.0,85183.0,85234.0,85303.0,85364.0,85420.0
5014846,26100.0,26215.0,26371.0,26487.0,26588.0,26678.0,26699.0,26780.0,26839.0,26911.0,26953.0,27109.0,27171.0,27284.0,27421.0,27498.0,27628.0,27722.0,27793.0,27874.0,27933.0,28033.0,28135.0,28218.0,28367.0,28598.0,28927.0,29097.0,29143.0,29227.0,29274.0,29401.0,29432.0,29504.0,29561.0,29667.0,29721.0,29781.0,29841.0,29905.0,29967.0,30041.0,30102.0,30190.0,30239.0,30267.0,30324.0,30365.0,30407.0,30501.0,30586.0,30683.0,30720.0,30789.0,30875.0,30963.0,31043.0
5014848,37800.0,37919.0,38055.0,38162.0,38255.0,38334.0,38353.0,38424.0,38476.0,38539.0,38576.0,38650.0,38679.0,38732.0,38797.0,38841.0,38916.0,39004.0,39072.0,39148.0,39195.0,39274.0,39354.0,39439.0,39552.0,39763.0,40064.0,40219.0,40254.0,40324.0,40363.0,40469.0,40496.0,40559.0,40603.0,40687.0,40729.0,40776.0,40823.0,40884.0,40943.0,41014.0,41047.0,41094.0,41141.0,41169.0,41228.0,41265.0,41303.0,41418.0,41508.0,41610.0,41647.0,41715.0,41797.0,41866.0,41929.0
5014850,48600.0,48719.0,48855.0,48962.0,49055.0,49134.0,49153.0,49224.0,49276.0,49339.0,49376.0,49450.0,49479.0,49532.0,49597.0,49641.0,49716.0,49804.0,49872.0,49948.0,49995.0,50074.0,50154.0,50239.0,50352.0,50563.0,50864.0,51019.0,51054.0,51124.0,51163.0,51269.0,51296.0,51359.0,51403.0,51487.0,51529.0,51576.0,51623.0,51684.0,51743.0,51814.0,51847.0,51894.0,51941.0,51969.0,52028.0,52065.0,52103.0,52218.0,52308.0,52410.0,52447.0,52515.0,52597.0,52666.0,52729.0
5014852,59400.0,59523.0,59700.0,59797.0,59881.0,59962.0,59981.0,60053.0,60106.0,60171.0,60209.0,60275.0,60301.0,60349.0,60407.0,60444.0,60508.0,60591.0,60656.0,60729.0,60778.0,60861.0,60944.0,61023.0,61128.0,61380.0,61739.0,61924.0,61963.0,62040.0,62083.0,62200.0,62233.0,62308.0,62353.0,62439.0,62504.0,62577.0,62648.0,62760.0,62869.0,63000.0,63048.0,63116.0,63177.0,63213.0,63275.0,63315.0,63357.0,63484.0,63578.0,63684.0,63722.0,63793.0,63892.0,63962.0,64027.0
5014854,71100.0,71214.0,71360.0,71451.0,71530.0,71599.0,71615.0,71677.0,71722.0,71778.0,71811.0,71870.0,71893.0,71936.0,71987.0,72021.0,72079.0,72153.0,72210.0,72274.0,72313.0,72380.0,72448.0,72523.0,72616.0,72812.0,73091.0,73234.0,73263.0,73327.0,73363.0,73460.0,73484.0,73539.0,73582.0,73663.0,73703.0,73748.0,73793.0,73844.0,73894.0,73954.0,73984.0,74026.0,74070.0,74096.0,74141.0,74172.0,74204.0,74301.0,74373.0,74455.0,74488.0,74548.0,74627.0,74690.0,74748.0
5015296,22500.0,22612.0,22763.0,22861.0,22946.0,23009.0,23024.0,23081.0,23123.0,23174.0,23203.0,23257.0,23278.0,23317.0,23365.0,23396.0,23448.0,23510.0,23575.0,23648.0,23688.0,23756.0,23825.0,23891.0,23980.0,24119.0,24317.0,24420.0,24449.0,24505.0,24537.0,24623.0,24649.0,24709.0,24749.0,24823.0,24860.0,24902.0,24944.0,24984.0,25023.0,25069.0,25102.0,25150.0,25190.0,25213.0,25253.0,25287.0,25322.0,25394.0,25454.0,25521.0,25552.0,25609.0,25670.0,25730.0,25785.0
5015298,33300.0,33419.0,33555.0,33662.0,33755.0,33834.0,33853.0,33924.0,33976.0,34039.0,34076.0,34150.0,34179.0,34232.0,34297.0,34341.0,34416.0,34504.0,34572.0,34648.0,34695.0,34774.0,34854.0,34939.0,35052.0,35263.0,35564.0,35719.0,35754.0,35824.0,35863.0,35969.0,35996.0,36059.0,36103.0,36187.0,36229.0,36276.0,36323.0,36384.0,36443.0,36514.0,36547.0,36594.0,36641.0,36669.0,36728.0,36765.0,36803.0,36918.0,37008.0,37110.0,37147.0,37215.0,37297.0,37366.0,37429.0
5015300,44100.0,44219.0,44355.0,44462.0,44555.0,44634.0,44653.0,44724.0,44776.0,44839.0,44876.0,44950.0,44979.0,45032.0,45097.0,45141.0,45216.0,45304.0,45372.0,45448.0,45495.0,45574.0,45654.0,45739.0,45852.0,46063.0,46364.0,46519.0,46554.0,46624.0,46663.0,46769.0,46796.0,46859.0,46903.0,46987.0,47029.0,47076.0,47123.0,47184.0,47243.0,47314.0,47347.0,47394.0,47441.0,47469.0,47528.0,47565.0,47603.0,47718.0,47808.0,47910.0,47947.0,48015.0,48097.0,48166.0,48229.0
5015302,54900.0,55019.0,55155.0,55262.0,55355.0,55434.0,55453.0,55524.0,55576.0,55639.0,55676.0,55750.0,55779.0,55832.0,55897.0,55941.0,56016.0,56104.0,56172.0,56248.0,56295.0,56374.0,56454.0,56539.0,56652.0,56863.0,57164.0,57319.0,57354.0,57424.0,57463.0,57569.0,57596.0,57659.0,57703.0,57787.0,57829.0,57876.0,57923.0,57984.0,58043.0,58114.0,58147.0,58194.0,58241.0,58269.0,58328.0,58365.0,58403.0,58518.0,58608.0,58710.0,58747.0,58815.0,58897.0,58966.0,59029.0
5015304,67500.0,67614.0,67760.0,67851.0,67930.0,67999.0,68015.0,68077.0,68122.0,68178.0,68211.0,68270.0,68293.0,68336.0,68387.0,68421.0,68479.0,68553.0,68610.0,68674.0,68713.0,68780.0,68848.0,68923.0,69016.0,69212.0,69491.0,69634.0,69663.0,69727.0,69763.0,69860.0,69884.0,69939.0,69982.0,70063.0,70103.0,70148.0,70193.0,70244.0,70294.0,70354.0,70384.0,70426.0,70470.0,70496.0,70541.0,70572.0,70604.0,70701.0,70773.0,70855.0,70888.0,70948.0,71027.0,71090.0,71148.0
5015306,78300.0,78431.0,78576.0,78655.0,78724.0,78778.0,78791.0,78840.0,78876.0,78920.0,78945.0,78989.0,79006.0,79038.0,79077.0,79105.0,79153.0,79215.0,79267.0,79325.0,79364.0,79431.0,79498.0,79566.0,79800.0,79960.0,80188.0,80306.0,80330.0,80379.0,80406.0,80481.0,80503.0,80555.0,80583.0,80636.0,80669.0,80707.0,80744.0,80779.0,80813.0,80854.0,80876.0,80907.0,80942.0,80963.0,81006.0,81035.0,81065.0,81142.0,81195.0,81255.0,81283.0,81334.0,81403.0,81464.0,81520.0
5015517,21600.0,21712.0,21863.0,21961.0,22046.0,22109.0,22124.0,22181.0,22223.0,22274.0,22303.0,22357.0,22378.0,22417.0,22465.0,22496.0,22548.0,22610.0,22675.0,22748.0,22788.0,22856.0,22925.0,22991.0,23080.0,23219.0,23417.0,23520.0,23549.0,23605.0,23637.0,23723.0,23749.0,23809.0,23849.0,23923.0,23960.0,24002.0,24044.0,24084.0,24123.0,24169.0,24202.0,24250.0,24290.0,24313.0,24353.0,24387.0,24422.0,24494.0,24554.0,24621.0,24652.0,24709.0,24770.0,24830.0,24885.0
5015519,31500.0,31629.0,31841.0,31989.0,32118.0,32214.0,32237.0,32324.0,32388.0,32466.0,32511.0,32615.0,32656.0,32732.0,32824.0,32887.0,32993.0,33091.0,33161.0,33239.0,33300.0,33404.0,33510.0,33587.0,33710.0,33963.0,34322.0,34507.0,34542.0,34613.0,34653.0,34760.0,34791.0,34861.0,34905.0,34987.0,35036.0,35091.0,35145.0,35203.0,35259.0,35326.0,35365.0,35421.0,35470.0,35499.0,35546.0,35579.0,35614.0,35710.0,35797.0,35896.0,35932.0,35998.0,36072.0,36147.0,36215.0
5015521,65700.0,65814.0,65960.0,66051.0,66130.0,66199.0,66215.0,66277.0,66322.0,66378.0,66411.0,66470.0,66493.0,66536.0,66587.0,66621.0,66679.0,66753.0,66810.0,66874.0,66913.0,66980.0,67048.0,67123.0,67216.0,67412.0,67691.0,67834.0,67863.0,67927.0,67963.0,68060.0,68084.0,68139.0,68182.0,68263.0,68303.0,68348.0,68393.0,68444.0,68494.0,68554.0,68584.0,68626.0,68670.0,68696.0,68741.0,68772.0,68804.0,68901.0,68973.0,69055.0,69088.0,69148.0,69227.0,69290.0,69348.0
5017148,30600.0,30729.0,30941.0,31089.0,31218.0,31314.0,31337.0,31424.0,31488.0,31566.0,31611.0,31715.0,31756.0,31832.0,31924.0,31987.0,32093.0,32191.0,32261.0,32339.0,32400.0,32504.0,32610.0,32687.0,32810.0,33063.0,33422.0,33607.0,33642.0,33713.0,33753.0,33860.0,33891.0,33961.0,34005.0,34087.0,34136.0,34191.0,34245.0,34303.0,34359.0,34426.0,34465.0,34521.0,34570.0,34599.0,34646.0,34679.0,34714.0,34810.0,34897.0,34996.0,35032.0,35098.0,35172.0,35247.0,35315.0
5017150,42300.0,42419.0,42555.0,42662.0,42755.0,42834.0,42853.0,42924.0,42976.0,43039.0,43076.0,43150.0,43179.0,43232.0,43297.0,43341.0,43416.0,43504.0,43572.0,43648.0,43695.0,43774.0,43854.0,43939.0,44052.0,44263.0,44564.0,44719.0,44754.0,44824.0,44863.0,44969.0,44996.0,45059.0,45103.0,45187.0,45229.0,45276.0,45323.0,45384.0,45443.0,45514.0,45547.0,45594.0,45641.0,45669.0,45728.0,45765.0,45803.0,45918.0,46008.0,46110.0,46147.0,46215.0,46297.0,46366.0,46429.0
5017152,53100.0,53219.0,53355.0,53462.0,53555.0,53634.0,53653.0,53724.0,53776.0,53839.0,53876.0,53950.0,53979.0,54032.0,54097.0,54141.0,54216.0,54304.0,54372.0,54448.0,54495.0,54574.0,54654.0,54739.0,54852.0,55063.0,55364.0,55519.0,55554.0,55624.0,55663.0,55769.0,55796.0,55859.0,55903.0,55987.0,56029.0,56076.0,56123.0,56184.0,56243.0,56314.0,56347.0,56394.0,56441.0,56469.0,56528.0,56565.0,56603.0,56718.0,56808.0,56910.0,56947.0,57015.0,57097.0,57166.0,57229.0
5017154,64800.0,64914.0,65060.0,65151.0,65230.0,65299.0,65315.0,65377.0,65422.0,65478.0,65511.0,65570.0,65593.0,65636.0,65687.0,65721.0,65779.0,65853.0,65910.0,65974.0,66013.0,66080.0,66148.0,66223.0,66316.0,66512.0,66791.0,66934.0,66963.0,67027.0,67063.0,67160.0,67184.0,67239.0,67282.0,67363.0,67403.0,67448.0,67493.0,67544.0,67594.0,67654.0,67684.0,67726.0,67770.0,67796.0,67841.0,67872.0,67904.0,68001.0,68073.0,68155.0,68188.0,68248.0,68327.0,68390.0,68448.0
5017156,76500.0,76631.0,76776.0,76855.0,76924.0,76978.0,76991.0,77040.0,77076.0,77120.0,77145.0,77189.0,77206.0,77238.0,77277.0,77305.0,77353.0,77415.0,77467.0,77525.0,77564.0,77631.0,77698.0,77766.0,78000.0,78160.0,78388.0,78506.0,78530.0,78579.0,78606.0,78681.0,78703.0,78755.0,78783.0,78836.0,78869.0,78907.0,78944.0,78979.0,79013.0,79054.0,79076.0,79107.0,79142.0,79163.0,79206.0,79235.0,79265.0,79342.0,79395.0,79455.0,79483.0,79534.0,79603.0,79664.0,79720.0
5017221,20700.0,20812.0,20963.0,21061.0,21146.0,21209.0,21224.0,21281.0,21323.0,21374.0,21403.0,21457.0,21478.0,21517.0,21565.0,21596.0,21648.0,21710.0,21775.0,21848.0,21888.0,21956.0,22025.0,22091.0,22180.0,22319.0,22517.0,22620.0,22649.0,22705.0,22737.0,22823.0,22849.0,22909.0,22949.0,23023.0,23060.0,23102.0,23144.0,23184.0,23223.0,23269.0,23302.0,23350.0,23390.0,23413.0,23453.0,23487.0,23522.0,23594.0,23654.0,23721.0,23752.0,23809.0,23870.0,23930.0,23985.0
5017223,28800.0,28915.0,29071.0,29187.0,29288.0,29378.0,29399.0,29480.0,29539.0,29611.0,29653.0,29809.0,29871.0,29984.0,30121.0,30198.0,30328.0,30422.0,30493.0,30574.0,30633.0,30733.0,30835.0,30918.0,31067.0,31298.0,31627.0,31797.0,31843.0,31927.0,31974.0,32101.0,32132.0,32204.0,32261.0,32367.0,32421.0,32481.0,32541.0,32605.0,32667.0,32741.0,32802.0,32890.0,32939.0,32967.0,33024.0,33065.0,33107.0,33201.0,33286.0,33383.0,33420.0,33489.0,33575.0,33663.0,33743.0
5017225,40500.0,40619.0,40755.0,40862.0,40955.0,41034.0,41053.0,41124.0,41176.0,41239.0,41276.0,41350.0,41379.0,41432.0,41497.0,41541.0,41616.0,41704.0,41772.0,41848.0,41895.0,41974.0,42054.0,42139.0,42252.0,42463.0,42764.0,42919.0,42954.0,43024.0,43063.0,43169.0,43196.0,43259.0,43303.0,43387.0,43429.0,43476.0,43523.0,43584.0,43643.0,43714.0,43747.0,43794.0,43841.0,43869.0,43928.0,43965.0,44003.0,44118.0,44208.0,44310.0,44347.0,44415.0,44497.0,44566.0,44629.0
5017227,51300.0,51419.0,51555.0,51662.0,51755.0,51834.0,51853.0,51924.0,51976.0,52039.0,52076.0,52150.0,52179.0,52232.0,52297.0,52341.0,52416.0,52504.0,52572.0,52648.0,52695.0,52774.0,52854.0,52939.0,53052.0,53263.0,53564.0,53719.0,53754.0,53824.0,53863.0,53969.0,53996.0,54059.0,54103.0,54187.0,54229.0,54276.0,54323.0,54384.0,54443.0,54514.0,54547.0,54594.0,54641.0,54669.0,54728.0,54765.0,54803.0,54918.0,55008.0,55110.0,55147.0,55215.0,55297.0,55366.0,55429.0
5017229,63000.0,63134.0,63381.0,63480.0,63566.0,63651.0,63671.0,63747.0,63803.0,63871.0,63911.0,63974.0,63999.0,64045.0,64100.0,64141.0,64211.0,64292.0,64346.0,64407.0,64452.0,64529.0,64606.0,64695.0,64808.0,65058.0,65413.0,65596.0,65628.0,65701.0,65742.0,65853.0,65883.0,65952.0,66000.0,66090.0,66152.0,66222.0,66291.0,66379.0,66465.0,66568.0,66604.0,66656.0,66715.0,66750.0,66808.0,66845.0,66883.0,66996.0,67083.0,67182.0,67219.0,67288.0,67371.0,67438.0,67499.0
5017231,74700.0,74831.0,74976.0,75055.0,75124.0,75178.0,75191.0,75240.0,75276.0,75320.0,75345.0,75389.0,75406.0,75438.0,75477.0,75505.0,75553.0,75615.0,75667.0,75725.0,75764.0,75831.0,75898.0,75966.0,76200.0,76360.0,76588.0,76706.0,76730.0,76779.0,76806.0,76881.0,76903.0,76955.0,76983.0,77036.0,77069.0,77107.0,77144.0,77179.0,77213.0,77254.0,77276.0,77307.0,77342.0,77363.0,77406.0,77435.0,77465.0,77542.0,77595.0,77655.0,77683.0,77734.0,77803.0,77864.0,77920.0
5017558,39600.0,39703.0,39835.0,39960.0,40069.0,40135.0,40151.0,40211.0,40255.0,40308.0,40339.0,40400.0,40424.0,40468.0,40523.0,40550.0,40597.0,40672.0,40723.0,40781.0,40822.0,40892.0,40962.0,41031.0,41134.0,41300.0,41536.0,41657.0,41680.0,41730.0,41758.0,41833.0,41855.0,41907.0,41944.0,42014.0,42044.0,42078.0,42111.0,42154.0,42195.0,42245.0,42276.0,42321.0,42364.0,42389.0,42430.0,42458.0,42486.0,42578.0,42646.0,42724.0,42751.0,42801.0,42878.0,42942.0,43000.0
5018314,25200.0,25321.0,25471.0,25579.0,25672.0,25741.0,25758.0,25821.0,25867.0,25923.0,25955.0,26029.0,26058.0,26112.0,26178.0,26231.0,26322.0,26406.0,26478.0,26559.0,26605.0,26683.0,26761.0,26847.0,26963.0,27126.0,27358.0,27478.0,27519.0,27588.0,27626.0,27730.0,27760.0,27828.0,27874.0,27960.0,28010.0,28066.0,28120.0,28179.0,28236.0,28304.0,28360.0,28440.0,28493.0,28524.0,28577.0,28616.0,28656.0,28741.0,28817.0,28904.0,28945.0,29020.0,29106.0,29186.0,29260.0
5018316,36900.0,37019.0,37155.0,37262.0,37355.0,37434.0,37453.0,37524.0,37576.0,37639.0,37676.0,37750.0,37779.0,37832.0,37897.0,37941.0,38016.0,38104.0,38172.0,38248.0,38295.0,38374.0,38454.0,38539.0,38652.0,38863.0,39164.0,39319.0,39354.0,39424.0,39463.0,39569.0,39596.0,39659.0,39703.0,39787.0,39829.0,39876.0,39923.0,39984.0,40043.0,40114.0,40147.0,40194.0,40241.0,40269.0,40328.0,40365.0,40403.0,40518.0,40608.0,40710.0,40747.0,40815.0,40897.0,40966.0,41029.0
5018318,47700.0,47819.0,47955.0,48062.0,48155.0,48234.0,48253.0,48324.0,48376.0,48439.0,48476.0,48550.0,48579.0,48632.0,48697.0,48741.0,48816.0,48904.0,48972.0,49048.0,49095.0,49174.0,49254.0,49339.0,49452.0,49663.0,49964.0,50119.0,50154.0,50224.0,50263.0,50369.0,50396.0,50459.0,50503.0,50587.0,50629.0,50676.0,50723.0,50784.0,50843.0,50914.0,50947.0,50994.0,51041.0,51069.0,51128.0,51165.0,51203.0,51318.0,51408.0,51510.0,51547.0,51615.0,51697.0,51766.0,51829.0
5018320,58500.0,58623.0,58800.0,58897.0,58981.0,59062.0,59081.0,59153.0,59206.0,59271.0,59309.0,59375.0,59401.0,59449.0,59507.0,59544.0,59608.0,59691.0,59756.0,59829.0,59878.0,59961.0,60044.0,60123.0,60228.0,60480.0,60839.0,61024.0,61063.0,61140.0,61183.0,61300.0,61333.0,61408.0,61453.0,61539.0,61604.0,61677.0,61748.0,61860.0,61969.0,62100.0,62148.0,62216.0,62277.0,62313.0,62375.0,62415.0,62457.0,62584.0,62678.0,62784.0,62822.0,62893.0,62992.0,63062.0,63127.0
5018903,24300.0,24421.0,24571.0,24679.0,24772.0,24841.0,24858.0,24921.0,24967.0,25023.0,25055.0,25129.0,25158.0,25212.0,25278.0,25331.0,25422.0,25506.0,25578.0,25659.0,25705.0,25783.0,25861.0,25947.0,26063.0,26226.0,26458.0,26578.0,26619.0,26688.0,26726.0,26830.0,26860.0,26928.0,26974.0,27060.0,27110.0,27166.0,27220.0,27279.0,27336.0,27404.0,27460.0,27540.0,27593.0,27624.0,27677.0,27716.0,27756.0,27841.0,27917.0,28004.0,28045.0,28120.0,28206.0,28286.0,28360.0
5018905,36000.0,36119.0,36255.0,36362.0,36455.0,36534.0,36553.0,36624.0,36676.0,36739.0,36776.0,36850.0,36879.0,36932.0,36997.0,37041.0,37116.0,37204.0,37272.0,37348.0,37395.0,37474.0,37554.0,37639.0,37752.0,37963.0,38264.0,38419.0,38454.0,38524.0,38563.0,38669.0,38696.0,38759.0,38803.0,38887.0,38929.0,38976.0,39023.0,39084.0,39143.0,39214.0,39247.0,39294.0,39341.0,39369.0,39428.0,39465.0,39503.0,39618.0,39708.0,39810.0,39847.0,39915.0,39997.0,40066.0,40129.0
5018907,46800.0,46919.0,47055.0,47162.0,47255.0,47334.0,47353.0,47424.0,47476.0,47539.0,47576.0,47650.0,47679.0,47732.0,47797.0,47841.0,47916.0,48004.0,48072.0,48148.0,48195.0,48274.0,48354.0,48439.0,48552.0,48763.0,49064.0,49219.0,49254.0,49324.0,49363.0,49469.0,49496.0,49559.0,49603.0,49687.0,49729.0,49776.0,49823.0,49884.0,49943.0,50014.0,50047.0,50094.0,50141.0,50169.0,50228.0,50265.0,50303.0,50418.0,50508.0,50610.0,50647.0,50715.0,50797.0,50866.0,50929.0
5018909,57600.0,57723.0,57900.0,57997.0,58081.0,58162.0,58181.0,58253.0,58306.0,58371.0,58409.0,58475.0,58501.0,58549.0,58607.0,58644.0,58708.0,58791.0,58856.0,58929.0,58978.0,59061.0,59144.0,59223.0,59328.0,59580.0,59939.0,60124.0,60163.0,60240.0,60283.0,60400.0,60433.0,60508.0,60553.0,60639.0,60704.0,60777.0,60848.0,60960.0,61069.0,61200.0,61248.0,61316.0,61377.0,61413.0,61475.0,61515.0,61557.0,61684.0,61778.0,61884.0,61922.0,61993.0,62092.0,62162.0,62227.0
5019077,75600.0,75708.0,75836.0,75937.0,76025.0,76084.0,76098.0,76151.0,76190.0,76238.0,76266.0,76322.0,76344.0,76384.0,76433.0,76464.0,76517.0,76583.0,76640.0,76705.0,76744.0,76811.0,76878.0,76968.0,77056.0,77271.0,77576.0,77733.0,77758.0,77808.0,77836.0,77911.0,77929.0,77970.0,77999.0,78055.0,78092.0,78133.0,78173.0,78212.0,78250.0,78297.0,78318.0,78349.0,78384.0,78404.0,78449.0,78475.0,78502.0,78576.0,78631.0,78694.0,78724.0,78778.0,78852.0,78915.0,78973.0
5019079,82800.0,82908.0,83036.0,83137.0,83225.0,83284.0,83298.0,83351.0,83390.0,83438.0,83466.0,83522.0,83544.0,83584.0,83633.0,83664.0,83717.0,83783.0,83840.0,83905.0,83944.0,84011.0,84078.0,84168.0,84256.0,84471.0,84776.0,84933.0,84958.0,85008.0,85036.0,85111.0,85129.0,85170.0,85199.0,85255.0,85292.0,85333.0,85373.0,85412.0,85450.0,85497.0,85518.0,85549.0,85584.0,85604.0,85649.0,85675.0,85702.0,85776.0,85831.0,85894.0,85924.0,85978.0,86052.0,86115.0,86173.0
5083421,46800.0,46899.0,47026.0,47147.0,47251.0,47315.0,47330.0,47387.0,47429.0,47480.0,47511.0,47570.0,47593.0,47636.0,47688.0,47714.0,47759.0,47831.0,47880.0,47936.0,47975.0,48042.0,48110.0,48176.0,48275.0,48434.0,48661.0,48778.0,48800.0,48848.0,48875.0,48947.0,48969.0,49018.0,49054.0,49121.0,49150.0,49182.0,49214.0,49255.0,49295.0,49343.0,49373.0,49416.0,49457.0,49481.0,49520.0,49547.0,49574.0,49662.0,49728.0,49802.0,49828.0,49876.0,49950.0,50011.0,50067.0
5083423,57600.0,57681.0,57794.0,57872.0,57939.0,58013.0,58031.0,58098.0,58147.0,58207.0,58242.0,58293.0,58313.0,58350.0,58395.0,58463.0,58579.0,58636.0,58686.0,58743.0,58777.0,58834.0,58892.0,59006.0,59094.0,59293.0,59576.0,59721.0,59762.0,59797.0,59817.0,59870.0,59902.0,59975.0,60009.0,60073.0,60127.0,60187.0,60246.0,60294.0,60340.0,60396.0,60412.0,60436.0,60481.0,60508.0,60545.0,60573.0,60601.0,60709.0,60780.0,60861.0,60878.0,60910.0,60987.0,61056.0,61120.0
5083425,68400.0,68488.0,68628.0,68709.0,68780.0,68838.0,68852.0,68905.0,68943.0,68990.0,69018.0,69065.0,69083.0,69117.0,69158.0,69186.0,69235.0,69311.0,69350.0,69395.0,69435.0,69504.0,69573.0,69628.0,69696.0,69867.0,70110.0,70234.0,70250.0,70309.0,70342.0,70432.0,70445.0,70476.0,70496.0,70535.0,70570.0,70609.0,70647.0,70690.0,70732.0,70782.0,70811.0,70853.0,70884.0,70902.0,70950.0,70982.0,71015.0,71085.0,71153.0,71230.0,71259.0,71311.0,71376.0,71434.0,71487.0
5083427,79200.0,79305.0,79442.0,79509.0,79567.0,79613.0,79624.0,79665.0,79695.0,79732.0,79754.0,79803.0,79822.0,79858.0,79901.0,79934.0,79990.0,80044.0,80085.0,80132.0,80168.0,80230.0,80293.0,80352.0,80504.0,80679.0,80928.0,81056.0,81080.0,81124.0,81149.0,81216.0,81234.0,81276.0,81298.0,81339.0,81369.0,81402.0,81435.0,81463.0,81490.0,81523.0,81547.0,81582.0,81618.0,81639.0,81677.0,81702.0,81727.0,81802.0,81859.0,81924.0,81957.0,82019.0,82095.0,82149.0,82199.0
5084191,32400.0,32514.0,32645.0,32748.0,32837.0,32913.0,32931.0,32999.0,33049.0,33110.0,33146.0,33217.0,33245.0,33296.0,33359.0,33401.0,33473.0,33558.0,33623.0,33696.0,33741.0,33817.0,33894.0,33976.0,34085.0,34288.0,34577.0,34726.0,34760.0,34827.0,34865.0,34967.0,34993.0,35054.0,35097.0,35177.0,35218.0,35264.0,35308.0,35367.0,35424.0,35492.0,35524.0,35569.0,35614.0,35641.0,35698.0,35733.0,35770.0,35881.0,35968.0,36066.0,36102.0,36167.0,36246.0,36312.0,36373.0
5084193,43200.0,43314.0,43445.0,43548.0,43637.0,43713.0,43731.0,43799.0,43849.0,43910.0,43946.0,44017.0,44045.0,44096.0,44159.0,44201.0,44273.0,44358.0,44423.0,44496.0,44541.0,44617.0,44694.0,44776.0,44885.0,45088.0,45377.0,45526.0,45560.0,45627.0,45665.0,45767.0,45793.0,45854.0,45897.0,45977.0,46018.0,46064.0,46108.0,46167.0,46224.0,46292.0,46324.0,46369.0,46414.0,46441.0,46498.0,46533.0,46570.0,46681.0,46768.0,46866.0,46902.0,46967.0,47046.0,47112.0,47173.0
5084195,54000.0,54114.0,54245.0,54348.0,54437.0,54513.0,54531.0,54599.0,54649.0,54710.0,54746.0,54817.0,54845.0,54896.0,54959.0,55001.0,55073.0,55158.0,55223.0,55296.0,55341.0,55417.0,55494.0,55576.0,55685.0,55888.0,56177.0,56326.0,56360.0,56427.0,56465.0,56567.0,56593.0,56654.0,56697.0,56777.0,56818.0,56864.0,56908.0,56967.0,57024.0,57092.0,57124.0,57169.0,57214.0,57241.0,57298.0,57333.0,57370.0,57481.0,57568.0,57666.0,57702.0,57767.0,57846.0,57912.0,57973.0
