tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P
0,302.0,340.0,350.0,2809.0,2810.0,2811.0,843.0,1013.0,1015.0,2812.0,2813.0,2814.0,852.0,853.0,854.0,855.0,2815.0,2816.0,2817.0,2818.0,2819.0,2820.0,2822.0,2823.0,5032.0,2867.0,1035.0,1314.0,1316.0,1315.0,1317.0,1318.0,1319.0,1281.0,1329.0,1330.0,2919.0,2920.0,2921.0,2922.0,2923.0,2924.0,2925.0,2948.0,2949.0,2950.0,2954.0,7067.0,2955.0,2984.0,2927.0,2929.0,2930.0,7441.0,2933.0
5008713,62100.0,62244.0,62417.0,62567.0,62678.0,62737.0,62890.0,62953.0,63081.0,63182.0,63301.0,63470.0,63583.0,63719.0,63779.0,63860.0,63969.0,64022.0,64124.0,64176.0,64212.0,64272.0,64327.0,64468.0,64539.0,64651.0,64741.0,64792.0,64842.0,64876.0,64949.0,64979.0,65025.0,65059.0,65108.0,65143.0,65184.0,65251.0,65325.0,65383.0,65437.0,65486.0,65562.0,65617.0,65651.0,65705.0,65848.0,65921.0,65928.0,66119.0,66199.0,66262.0,66296.0,66336.0,66365.0
5099862,33300.0,33423.0,33571.0,33699.0,33793.0,33851.0,34002.0,34064.0,34148.0,34215.0,34319.0,34402.0,34458.0,34507.0,34529.0,34587.0,34664.0,34685.0,34727.0,34771.0,34802.0,34842.0,34879.0,34922.0,34944.0,35045.0,35126.0,35173.0,35205.0,35227.0,35274.0,35293.0,35323.0,35345.0,35377.0,35398.0,35412.0,35435.0,35461.0,35481.0,35500.0,35517.0,35544.0,35570.0,35594.0,35632.0,35732.0,35776.0,35781.0,35921.0,35995.0,36048.0,36082.0,36209.0,36299.0
5099867,62100.0,62239.0,62406.0,62551.0,62656.0,62713.0,62860.0,62920.0,63043.0,63140.0,63254.0,63416.0,63525.0,63655.0,63713.0,63791.0,63896.0,63947.0,64045.0,64095.0,64130.0,64188.0,64241.0,64376.0,64445.0,64553.0,64639.0,64688.0,64736.0,64769.0,64840.0,64869.0,64914.0,64946.0,64994.0,65026.0,65065.0,65129.0,65200.0,65256.0,65308.0,65356.0,65429.0,65482.0,65514.0,65566.0,65704.0,65774.0,65781.0,65964.0,66041.0,66102.0,66135.0,66174.0,66201.0
5106926,33300.0,33423.0,33571.0,33699.0,33793.0,33851.0,34002.0,34064.0,34148.0,34215.0,34319.0,34402.0,34458.0,34507.0,34529.0,34587.0,34664.0,34685.0,34727.0,34771.0,34802.0,34842.0,34879.0,34922.0,34944.0,35045.0,35126.0,35173.0,35205.0,35227.0,35274.0,35293.0,35323.0,35345.0,35377.0,35398.0,35412.0,35435.0,35461.0,35481.0,35500.0,35517.0,35544.0,35570.0,35594.0,35632.0,35732.0,35776.0,35781.0,35921.0,35995.0,36048.0,36082.0,36209.0,36299.0
