tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P
5014507,26700.0,26737.0,26781.0,26874.0,26974.0,27126.0,27203.0,27281.0,27353.0,27445.0,27493.0,27562.0,27630.0,27728.0,27761.0,27822.0,27860.0,27928.0,28005.0,28083.0,28134.0,28185.0,28237.0,28362.0,28452.0,28536.0,28606.0,28680.0,28753.0,28839.0,28885.0,29081.0,29494.0,29592.0,29664.0,29675.0,29840.0,29948.0,30048.0,30222.0,30372.0,30427.0,30483.0,30514.0,30553.0,30607.0,30658.0,30704.0,30756.0,30789.0,30836.0,30868.0,30898.0,30948.0,30984.0,31024.0,31049.0,31071.0,31143.0,31221.0,31302.0,31369.0,31441.0,31485.0,31575.0,31602.0,31651.0,31713.0,31800.0,31819.0,31880.0,31976.0
5014509,39600.0,39630.0,39667.0,39745.0,39807.0,39902.0,39949.0,40013.0,40072.0,40146.0,40191.0,40264.0,40335.0,40406.0,40430.0,40474.0,40508.0,40568.0,40636.0,40704.0,40743.0,40782.0,40821.0,40899.0,40956.0,41014.0,41063.0,41112.0,41160.0,41217.0,41247.0,41378.0,41654.0,41719.0,41768.0,41776.0,41954.0,42070.0,42173.0,42331.0,42467.0,42511.0,42555.0,42591.0,42635.0,42696.0,42753.0,42797.0,42848.0,42891.0,42953.0,42995.0,43034.0,43100.0,43141.0,43188.0,43213.0,43234.0,43301.0,43377.0,43457.0,43522.0,43592.0,43634.0,43721.0,43747.0,43794.0,43854.0,43948.0,43967.0,44026.0,44117.0
5014511,51600.0,51629.0,51667.0,51746.0,51814.0,51918.0,51961.0,52027.0,52089.0,52163.0,52206.0,52273.0,52339.0,52411.0,52435.0,52480.0,52512.0,52568.0,52630.0,52693.0,52732.0,52772.0,52812.0,52886.0,52940.0,53003.0,53056.0,53101.0,53145.0,53198.0,53226.0,53374.0,53686.0,53760.0,53815.0,53824.0,54015.0,54139.0,54252.0,54414.0,54553.0,54625.0,54698.0,54742.0,54796.0,54871.0,54941.0,54987.0,55039.0,55096.0,55177.0,55232.0,55283.0,55369.0,55422.0,55482.0,55534.0,55579.0,55692.0,55797.0,55906.0,55994.0,56089.0,56147.0,56264.0,56300.0,56363.0,56434.0,56638.0,56659.0,56727.0,56833.0
5014513,64200.0,64228.0,64275.0,64372.0,64436.0,64532.0,64570.0,64634.0,64693.0,64767.0,64809.0,64881.0,64951.0,65020.0,65043.0,65086.0,65122.0,65185.0,65247.0,65310.0,65347.0,65384.0,65422.0,65506.0,65567.0,65636.0,65694.0,65744.0,65794.0,65851.0,65881.0,66029.0,66340.0,66414.0,66469.0,66476.0,66709.0,66860.0,66980.0,67180.0,67353.0,67449.0,67546.0,67593.0,67651.0,67731.0,67806.0,67859.0,67920.0,67971.0,68044.0,68093.0,68139.0,68215.0,68262.0,68315.0,68347.0,68375.0,68453.0,68537.0,68625.0,68701.0,68783.0,68833.0,68934.0,68965.0,69019.0,69091.0,69211.0,69229.0,69287.0,69377.0
5014515,76800.0,76829.0,76864.0,76936.0,76987.0,77063.0,77089.0,77139.0,77185.0,77238.0,77277.0,77328.0,77378.0,77430.0,77448.0,77480.0,77507.0,77554.0,77606.0,77658.0,77687.0,77717.0,77747.0,77817.0,77867.0,77913.0,77951.0,77988.0,78025.0,78069.0,78092.0,78205.0,78443.0,78499.0,78541.0,78548.0,78743.0,78870.0,78970.0,79103.0,79217.0,79262.0,79308.0,79339.0,79378.0,79432.0,79482.0,79522.0,79569.0,79599.0,79642.0,79671.0,79698.0,79744.0,79782.0,79824.0,79847.0,79867.0,79919.0,79980.0,80043.0,80105.0,80171.0,80211.0,80293.0,80318.0,80363.0,80425.0,80512.0,80524.0,80563.0,80624.0
5014567,27900.0,27937.0,27981.0,28074.0,28174.0,28326.0,28403.0,28481.0,28553.0,28645.0,28693.0,28762.0,28830.0,28928.0,28961.0,29022.0,29060.0,29128.0,29205.0,29283.0,29334.0,29385.0,29437.0,29562.0,29652.0,29736.0,29806.0,29880.0,29953.0,30039.0,30085.0,30281.0,30694.0,30792.0,30864.0,30875.0,31040.0,31148.0,31248.0,31422.0,31572.0,31627.0,31683.0,31714.0,31753.0,31807.0,31858.0,31904.0,31956.0,31989.0,32036.0,32068.0,32098.0,32148.0,32184.0,32224.0,32249.0,32271.0,32343.0,32421.0,32502.0,32569.0,32641.0,32685.0,32775.0,32802.0,32851.0,32913.0,33000.0,33019.0,33080.0,33176.0
5014569,40800.0,40830.0,40867.0,40945.0,41007.0,41102.0,41149.0,41213.0,41272.0,41346.0,41391.0,41464.0,41535.0,41606.0,41630.0,41674.0,41708.0,41768.0,41836.0,41904.0,41943.0,41982.0,42021.0,42099.0,42156.0,42214.0,42263.0,42312.0,42360.0,42417.0,42447.0,42578.0,42854.0,42919.0,42968.0,42976.0,43154.0,43270.0,43373.0,43531.0,43667.0,43711.0,43755.0,43791.0,43835.0,43896.0,43953.0,43997.0,44048.0,44091.0,44153.0,44195.0,44234.0,44300.0,44341.0,44388.0,44413.0,44434.0,44501.0,44577.0,44657.0,44722.0,44792.0,44834.0,44921.0,44947.0,44994.0,45054.0,45148.0,45167.0,45226.0,45317.0
5014571,52800.0,52829.0,52867.0,52946.0,53014.0,53118.0,53161.0,53227.0,53289.0,53363.0,53406.0,53473.0,53539.0,53611.0,53635.0,53680.0,53712.0,53768.0,53830.0,53893.0,53932.0,53972.0,54012.0,54086.0,54140.0,54203.0,54256.0,54301.0,54345.0,54398.0,54426.0,54574.0,54886.0,54960.0,55015.0,55024.0,55215.0,55339.0,55452.0,55614.0,55753.0,55825.0,55898.0,55942.0,55996.0,56071.0,56141.0,56187.0,56239.0,56296.0,56377.0,56432.0,56483.0,56569.0,56622.0,56682.0,56734.0,56779.0,56892.0,56997.0,57106.0,57194.0,57289.0,57347.0,57464.0,57500.0,57563.0,57634.0,57838.0,57859.0,57927.0,58033.0
5014573,65400.0,65428.0,65475.0,65572.0,65636.0,65732.0,65770.0,65834.0,65893.0,65967.0,66009.0,66081.0,66151.0,66220.0,66243.0,66286.0,66322.0,66385.0,66447.0,66510.0,66547.0,66584.0,66622.0,66706.0,66767.0,66836.0,66894.0,66944.0,66994.0,67051.0,67081.0,67229.0,67540.0,67614.0,67669.0,67676.0,67909.0,68060.0,68180.0,68380.0,68553.0,68649.0,68746.0,68793.0,68851.0,68931.0,69006.0,69059.0,69120.0,69171.0,69244.0,69293.0,69339.0,69415.0,69462.0,69515.0,69547.0,69575.0,69653.0,69737.0,69825.0,69901.0,69983.0,70033.0,70134.0,70165.0,70219.0,70291.0,70411.0,70429.0,70487.0,70577.0
5014575,78000.0,78029.0,78064.0,78136.0,78187.0,78263.0,78289.0,78339.0,78385.0,78438.0,78477.0,78528.0,78578.0,78630.0,78648.0,78680.0,78707.0,78754.0,78806.0,78858.0,78887.0,78917.0,78947.0,79017.0,79067.0,79113.0,79151.0,79188.0,79225.0,79269.0,79292.0,79405.0,79643.0,79699.0,79741.0,79748.0,79943.0,80070.0,80170.0,80303.0,80417.0,80462.0,80508.0,80539.0,80578.0,80632.0,80682.0,80722.0,80769.0,80799.0,80842.0,80871.0,80898.0,80944.0,80982.0,81024.0,81047.0,81067.0,81119.0,81180.0,81243.0,81305.0,81371.0,81411.0,81493.0,81518.0,81563.0,81625.0,81712.0,81724.0,81763.0,81824.0
5015104,24600.0,24630.0,24667.0,24743.0,24803.0,24893.0,24951.0,25010.0,25065.0,25140.0,25188.0,25245.0,25301.0,25368.0,25391.0,25433.0,25463.0,25517.0,25583.0,25649.0,25685.0,25722.0,25759.0,25844.0,25906.0,25964.0,26012.0,26070.0,26128.0,26207.0,26249.0,26384.0,26668.0,26735.0,26785.0,26792.0,26918.0,27000.0,27078.0,27233.0,27366.0,27410.0,27455.0,27482.0,27516.0,27563.0,27606.0,27647.0,27695.0,27728.0,27775.0,27807.0,27836.0,27885.0,27920.0,27959.0,27979.0,27996.0,28060.0,28151.0,28246.0,28317.0,28393.0,28439.0,28533.0,28562.0,28614.0,28677.0,28766.0,28792.0,28875.0,29004.0
5015106,37800.0,37830.0,37867.0,37945.0,38007.0,38102.0,38149.0,38213.0,38272.0,38346.0,38391.0,38464.0,38535.0,38606.0,38630.0,38674.0,38708.0,38768.0,38836.0,38904.0,38943.0,38982.0,39021.0,39099.0,39156.0,39214.0,39263.0,39312.0,39360.0,39417.0,39447.0,39578.0,39854.0,39919.0,39968.0,39976.0,40154.0,40270.0,40373.0,40531.0,40667.0,40711.0,40755.0,40791.0,40835.0,40896.0,40953.0,40997.0,41048.0,41091.0,41153.0,41195.0,41234.0,41300.0,41341.0,41388.0,41413.0,41434.0,41501.0,41577.0,41657.0,41722.0,41792.0,41834.0,41921.0,41947.0,41994.0,42054.0,42148.0,42167.0,42226.0,42317.0
5015108,49800.0,49830.0,49867.0,49945.0,50007.0,50102.0,50149.0,50213.0,50272.0,50346.0,50391.0,50464.0,50535.0,50606.0,50630.0,50674.0,50708.0,50768.0,50836.0,50904.0,50943.0,50982.0,51021.0,51099.0,51156.0,51214.0,51263.0,51312.0,51360.0,51417.0,51447.0,51578.0,51854.0,51919.0,51968.0,51976.0,52154.0,52270.0,52373.0,52531.0,52667.0,52711.0,52755.0,52791.0,52835.0,52896.0,52953.0,52997.0,53048.0,53091.0,53153.0,53195.0,53234.0,53300.0,53341.0,53388.0,53413.0,53434.0,53501.0,53577.0,53657.0,53722.0,53792.0,53834.0,53921.0,53947.0,53994.0,54054.0,54148.0,54167.0,54226.0,54317.0
5015110,62400.0,62428.0,62475.0,62572.0,62636.0,62732.0,62770.0,62834.0,62893.0,62967.0,63009.0,63081.0,63151.0,63220.0,63243.0,63286.0,63322.0,63385.0,63447.0,63510.0,63547.0,63584.0,63622.0,63706.0,63767.0,63836.0,63894.0,63944.0,63994.0,64051.0,64081.0,64229.0,64540.0,64614.0,64669.0,64676.0,64909.0,65060.0,65180.0,65380.0,65553.0,65649.0,65746.0,65793.0,65851.0,65931.0,66006.0,66059.0,66120.0,66171.0,66244.0,66293.0,66339.0,66415.0,66462.0,66515.0,66547.0,66575.0,66653.0,66737.0,66825.0,66901.0,66983.0,67033.0,67134.0,67165.0,67219.0,67291.0,67411.0,67429.0,67487.0,67577.0
5015112,29220.0,29257.0,29301.0,29394.0,29494.0,29646.0,29723.0,29801.0,29873.0,29965.0,30013.0,30082.0,30150.0,30248.0,30281.0,30342.0,30380.0,30448.0,30525.0,30603.0,30654.0,30705.0,30757.0,30882.0,30972.0,31056.0,31126.0,31200.0,31273.0,31359.0,31405.0,31601.0,32014.0,32112.0,32184.0,32195.0,32360.0,32468.0,32568.0,32742.0,32892.0,32947.0,33003.0,33034.0,33073.0,33127.0,33178.0,33224.0,33276.0,33309.0,33356.0,33388.0,33418.0,33468.0,33504.0,33544.0,33569.0,33591.0,33663.0,33741.0,33822.0,33889.0,33961.0,34005.0,34095.0,34122.0,34171.0,34233.0,34320.0,34339.0,34400.0,34496.0
5015114,42000.0,42030.0,42067.0,42145.0,42207.0,42302.0,42349.0,42413.0,42472.0,42546.0,42591.0,42664.0,42735.0,42806.0,42830.0,42874.0,42908.0,42968.0,43036.0,43104.0,43143.0,43182.0,43221.0,43299.0,43356.0,43414.0,43463.0,43512.0,43560.0,43617.0,43647.0,43778.0,44054.0,44119.0,44168.0,44176.0,44354.0,44470.0,44573.0,44731.0,44867.0,44911.0,44955.0,44991.0,45035.0,45096.0,45153.0,45197.0,45248.0,45291.0,45353.0,45395.0,45434.0,45500.0,45541.0,45588.0,45613.0,45634.0,45701.0,45777.0,45857.0,45922.0,45992.0,46034.0,46121.0,46147.0,46194.0,46254.0,46348.0,46367.0,46426.0,46517.0
5015116,54000.0,54029.0,54067.0,54146.0,54214.0,54318.0,54361.0,54427.0,54489.0,54563.0,54606.0,54673.0,54739.0,54811.0,54835.0,54880.0,54912.0,54968.0,55030.0,55093.0,55132.0,55172.0,55212.0,55286.0,55340.0,55403.0,55456.0,55501.0,55545.0,55598.0,55626.0,55774.0,56086.0,56160.0,56215.0,56224.0,56415.0,56539.0,56652.0,56814.0,56953.0,57025.0,57098.0,57142.0,57196.0,57271.0,57341.0,57387.0,57439.0,57496.0,57577.0,57632.0,57683.0,57769.0,57822.0,57882.0,57934.0,57979.0,58092.0,58197.0,58306.0,58394.0,58489.0,58547.0,58664.0,58700.0,58763.0,58834.0,59038.0,59059.0,59127.0,59233.0
5015118,67200.0,67230.0,67268.0,67348.0,67404.0,67490.0,67527.0,67583.0,67634.0,67701.0,67748.0,67811.0,67873.0,67936.0,67957.0,67996.0,68026.0,68079.0,68142.0,68206.0,68239.0,68273.0,68307.0,68373.0,68421.0,68476.0,68521.0,68562.0,68603.0,68650.0,68675.0,68806.0,69082.0,69147.0,69196.0,69204.0,69412.0,69547.0,69653.0,69804.0,69934.0,69987.0,70041.0,70078.0,70124.0,70188.0,70247.0,70293.0,70346.0,70383.0,70436.0,70471.0,70504.0,70559.0,70598.0,70643.0,70670.0,70693.0,70768.0,70849.0,70933.0,71002.0,71076.0,71121.0,71213.0,71241.0,71291.0,71360.0,71462.0,71480.0,71536.0,71624.0
5015497,26100.0,26131.0,26169.0,26249.0,26318.0,26423.0,26467.0,26528.0,26584.0,26658.0,26698.0,26754.0,26810.0,26865.0,26884.0,26918.0,26946.0,26996.0,27057.0,27119.0,27149.0,27179.0,27210.0,27267.0,27309.0,27363.0,27408.0,27452.0,27496.0,27550.0,27579.0,27682.0,27898.0,27949.0,27987.0,27993.0,28111.0,28188.0,28254.0,28350.0,28432.0,28467.0,28503.0,28528.0,28559.0,28602.0,28642.0,28676.0,28715.0,28741.0,28778.0,28803.0,28826.0,28867.0,28902.0,28942.0,28965.0,28984.0,29027.0,29092.0,29160.0,29211.0,29266.0,29300.0,29368.0,29389.0,29426.0,29494.0,29568.0,29588.0,29651.0,29748.0
5015499,38700.0,38748.0,38792.0,38884.0,38953.0,39058.0,39107.0,39191.0,39269.0,39348.0,39394.0,39477.0,39558.0,39635.0,39661.0,39709.0,39750.0,39823.0,39902.0,39982.0,40022.0,40062.0,40102.0,40188.0,40251.0,40316.0,40369.0,40422.0,40474.0,40532.0,40563.0,40690.0,40957.0,41020.0,41067.0,41074.0,41249.0,41363.0,41445.0,41564.0,41666.0,41706.0,41746.0,41783.0,41828.0,41891.0,41949.0,41990.0,42037.0,42076.0,42132.0,42169.0,42204.0,42262.0,42302.0,42347.0,42383.0,42414.0,42505.0,42593.0,42685.0,42748.0,42816.0,42857.0,42941.0,42967.0,43011.0,43070.0,43171.0,43201.0,43295.0,43442.0
5015501,51300.0,51330.0,51376.0,51471.0,51535.0,51631.0,51685.0,51754.0,51818.0,51892.0,51936.0,52017.0,52097.0,52172.0,52197.0,52244.0,52280.0,52345.0,52421.0,52498.0,52531.0,52564.0,52598.0,52682.0,52742.0,52797.0,52842.0,52892.0,52942.0,52982.0,53004.0,53133.0,53404.0,53468.0,53515.0,53522.0,53745.0,53890.0,53998.0,54150.0,54280.0,54321.0,54363.0,54400.0,54446.0,54510.0,54571.0,54619.0,54675.0,54712.0,54765.0,54801.0,54834.0,54891.0,54935.0,54985.0,55011.0,55033.0,55100.0,55185.0,55273.0,55345.0,55423.0,55470.0,55566.0,55595.0,55647.0,55714.0,55827.0,55855.0,55942.0,56078.0
5015503,63900.0,63948.0,63993.0,64087.0,64159.0,64268.0,64321.0,64391.0,64455.0,64537.0,64598.0,64683.0,64767.0,64847.0,64874.0,64924.0,64967.0,65044.0,65118.0,65192.0,65234.0,65276.0,65318.0,65424.0,65501.0,65570.0,65627.0,65685.0,65743.0,65813.0,65851.0,65980.0,66252.0,66316.0,66364.0,66371.0,66652.0,66835.0,66923.0,67085.0,67224.0,67260.0,67296.0,67338.0,67390.0,67462.0,67529.0,67591.0,67662.0,67697.0,67748.0,67782.0,67814.0,67867.0,67913.0,67966.0,67999.0,68027.0,68096.0,68173.0,68253.0,68325.0,68402.0,68449.0,68544.0,68573.0,68625.0,68694.0,68787.0,68818.0,68915.0,69067.0
5015505,75600.0,75632.0,75669.0,75746.0,75799.0,75879.0,75922.0,75979.0,76031.0,76096.0,76136.0,76187.0,76238.0,76304.0,76327.0,76368.0,76399.0,76454.0,76500.0,76547.0,76577.0,76607.0,76638.0,76708.0,76759.0,76814.0,76860.0,76904.0,76948.0,76988.0,77010.0,77115.0,77337.0,77389.0,77428.0,77434.0,77670.0,77823.0,77917.0,78077.0,78214.0,78253.0,78293.0,78322.0,78358.0,78408.0,78454.0,78493.0,78539.0,78572.0,78619.0,78650.0,78679.0,78728.0,78760.0,78797.0,78824.0,78847.0,78908.0,78977.0,79049.0,79116.0,79188.0,79232.0,79321.0,79348.0,79397.0,79458.0,79537.0,79564.0,79648.0,79779.0
5016208,27000.0,27031.0,27069.0,27149.0,27218.0,27323.0,27367.0,27428.0,27484.0,27558.0,27598.0,27654.0,27710.0,27765.0,27784.0,27818.0,27846.0,27896.0,27957.0,28019.0,28049.0,28079.0,28110.0,28167.0,28209.0,28263.0,28308.0,28352.0,28396.0,28450.0,28479.0,28582.0,28798.0,28849.0,28887.0,28893.0,29011.0,29088.0,29154.0,29250.0,29332.0,29367.0,29403.0,29428.0,29459.0,29502.0,29542.0,29576.0,29615.0,29641.0,29678.0,29703.0,29726.0,29767.0,29802.0,29842.0,29865.0,29884.0,29927.0,29992.0,30060.0,30111.0,30166.0,30200.0,30268.0,30289.0,30326.0,30394.0,30468.0,30488.0,30551.0,30648.0
5016210,39600.0,39648.0,39692.0,39784.0,39853.0,39958.0,40007.0,40091.0,40169.0,40248.0,40294.0,40377.0,40458.0,40535.0,40561.0,40609.0,40650.0,40723.0,40802.0,40882.0,40922.0,40962.0,41002.0,41088.0,41151.0,41216.0,41269.0,41322.0,41374.0,41432.0,41463.0,41590.0,41857.0,41920.0,41967.0,41974.0,42149.0,42263.0,42345.0,42464.0,42566.0,42606.0,42646.0,42683.0,42728.0,42791.0,42849.0,42890.0,42937.0,42976.0,43032.0,43069.0,43104.0,43162.0,43202.0,43247.0,43283.0,43314.0,43405.0,43493.0,43585.0,43648.0,43716.0,43757.0,43841.0,43867.0,43911.0,43970.0,44071.0,44101.0,44195.0,44342.0
5016212,52200.0,52230.0,52276.0,52371.0,52435.0,52531.0,52585.0,52654.0,52718.0,52792.0,52836.0,52917.0,52997.0,53072.0,53097.0,53144.0,53180.0,53245.0,53321.0,53398.0,53431.0,53464.0,53498.0,53582.0,53642.0,53697.0,53742.0,53792.0,53842.0,53882.0,53904.0,54033.0,54304.0,54368.0,54415.0,54422.0,54645.0,54790.0,54898.0,55050.0,55180.0,55221.0,55263.0,55300.0,55346.0,55410.0,55471.0,55519.0,55575.0,55612.0,55665.0,55701.0,55734.0,55791.0,55835.0,55885.0,55911.0,55933.0,56000.0,56085.0,56173.0,56245.0,56323.0,56370.0,56466.0,56495.0,56547.0,56614.0,56727.0,56755.0,56842.0,56978.0
5016214,64800.0,64826.0,64867.0,64953.0,65015.0,65109.0,65153.0,65216.0,65275.0,65348.0,65402.0,65468.0,65533.0,65598.0,65620.0,65661.0,65697.0,65761.0,65842.0,65923.0,65961.0,66000.0,66039.0,66121.0,66180.0,66241.0,66291.0,66332.0,66373.0,66422.0,66448.0,66575.0,66841.0,66904.0,66951.0,66958.0,67236.0,67416.0,67493.0,67624.0,67737.0,67774.0,67811.0,67843.0,67883.0,67939.0,67991.0,68026.0,68066.0,68098.0,68144.0,68175.0,68204.0,68254.0,68300.0,68353.0,68378.0,68400.0,68448.0,68506.0,68567.0,68627.0,68691.0,68730.0,68810.0,68834.0,68877.0,68935.0,69024.0,69037.0,69078.0,69143.0
5016216,76800.0,76832.0,76869.0,76946.0,76999.0,77079.0,77122.0,77179.0,77231.0,77296.0,77336.0,77387.0,77438.0,77504.0,77527.0,77568.0,77599.0,77654.0,77700.0,77747.0,77777.0,77807.0,77838.0,77908.0,77959.0,78014.0,78060.0,78104.0,78148.0,78188.0,78210.0,78315.0,78537.0,78589.0,78628.0,78634.0,78870.0,79023.0,79117.0,79277.0,79414.0,79453.0,79493.0,79522.0,79558.0,79608.0,79654.0,79693.0,79739.0,79772.0,79819.0,79850.0,79879.0,79928.0,79960.0,79997.0,80024.0,80047.0,80108.0,80177.0,80249.0,80316.0,80388.0,80432.0,80521.0,80548.0,80597.0,80658.0,80737.0,80764.0,80848.0,80979.0
5018165,23400.0,23430.0,23467.0,23543.0,23603.0,23693.0,23751.0,23810.0,23865.0,23940.0,23988.0,24045.0,24101.0,24168.0,24191.0,24233.0,24263.0,24317.0,24383.0,24449.0,24485.0,24522.0,24559.0,24644.0,24706.0,24764.0,24812.0,24870.0,24928.0,25007.0,25049.0,25184.0,25468.0,25535.0,25585.0,25592.0,25718.0,25800.0,25878.0,26033.0,26166.0,26210.0,26255.0,26282.0,26316.0,26363.0,26406.0,26447.0,26495.0,26528.0,26575.0,26607.0,26636.0,26685.0,26720.0,26759.0,26779.0,26796.0,26860.0,26951.0,27046.0,27117.0,27193.0,27239.0,27333.0,27362.0,27414.0,27477.0,27566.0,27592.0,27675.0,27804.0
5018167,36600.0,36630.0,36667.0,36745.0,36807.0,36902.0,36949.0,37013.0,37072.0,37146.0,37191.0,37264.0,37335.0,37406.0,37430.0,37474.0,37508.0,37568.0,37636.0,37704.0,37743.0,37782.0,37821.0,37899.0,37956.0,38014.0,38063.0,38112.0,38160.0,38217.0,38247.0,38378.0,38654.0,38719.0,38768.0,38776.0,38954.0,39070.0,39173.0,39331.0,39467.0,39511.0,39555.0,39591.0,39635.0,39696.0,39753.0,39797.0,39848.0,39891.0,39953.0,39995.0,40034.0,40100.0,40141.0,40188.0,40213.0,40234.0,40301.0,40377.0,40457.0,40522.0,40592.0,40634.0,40721.0,40747.0,40794.0,40854.0,40948.0,40967.0,41026.0,41117.0
5018169,48600.0,48630.0,48667.0,48745.0,48807.0,48902.0,48949.0,49013.0,49072.0,49146.0,49191.0,49264.0,49335.0,49406.0,49430.0,49474.0,49508.0,49568.0,49636.0,49704.0,49743.0,49782.0,49821.0,49899.0,49956.0,50014.0,50063.0,50112.0,50160.0,50217.0,50247.0,50378.0,50654.0,50719.0,50768.0,50776.0,50954.0,51070.0,51173.0,51331.0,51467.0,51511.0,51555.0,51591.0,51635.0,51696.0,51753.0,51797.0,51848.0,51891.0,51953.0,51995.0,52034.0,52100.0,52141.0,52188.0,52213.0,52234.0,52301.0,52377.0,52457.0,52522.0,52592.0,52634.0,52721.0,52747.0,52794.0,52854.0,52948.0,52967.0,53026.0,53117.0
5018171,61200.0,61228.0,61275.0,61372.0,61436.0,61532.0,61570.0,61634.0,61693.0,61767.0,61809.0,61881.0,61951.0,62020.0,62043.0,62086.0,62122.0,62185.0,62247.0,62310.0,62347.0,62384.0,62422.0,62506.0,62567.0,62636.0,62694.0,62744.0,62794.0,62851.0,62881.0,63029.0,63340.0,63414.0,63469.0,63476.0,63709.0,63860.0,63980.0,64180.0,64353.0,64449.0,64546.0,64593.0,64651.0,64731.0,64806.0,64859.0,64920.0,64971.0,65044.0,65093.0,65139.0,65215.0,65262.0,65315.0,65347.0,65375.0,65453.0,65537.0,65625.0,65701.0,65783.0,65833.0,65934.0,65965.0,66019.0,66091.0,66211.0,66229.0,66287.0,66377.0
5018529,28800.0,28837.0,28881.0,28974.0,29074.0,29226.0,29303.0,29381.0,29453.0,29545.0,29593.0,29662.0,29730.0,29828.0,29861.0,29922.0,29960.0,30028.0,30105.0,30183.0,30234.0,30285.0,30337.0,30462.0,30552.0,30636.0,30706.0,30780.0,30853.0,30939.0,30985.0,31181.0,31594.0,31692.0,31764.0,31775.0,31940.0,32048.0,32148.0,32322.0,32472.0,32527.0,32583.0,32614.0,32653.0,32707.0,32758.0,32804.0,32856.0,32889.0,32936.0,32968.0,32998.0,33048.0,33084.0,33124.0,33149.0,33171.0,33243.0,33321.0,33402.0,33469.0,33541.0,33585.0,33675.0,33702.0,33751.0,33813.0,33900.0,33919.0,33980.0,34076.0
5018532,66600.0,66630.0,66668.0,66748.0,66804.0,66890.0,66927.0,66983.0,67034.0,67101.0,67148.0,67211.0,67273.0,67336.0,67357.0,67396.0,67426.0,67479.0,67542.0,67606.0,67639.0,67673.0,67707.0,67773.0,67821.0,67876.0,67921.0,67962.0,68003.0,68050.0,68075.0,68206.0,68482.0,68547.0,68596.0,68604.0,68812.0,68947.0,69053.0,69204.0,69334.0,69387.0,69441.0,69478.0,69524.0,69588.0,69647.0,69693.0,69746.0,69783.0,69836.0,69871.0,69904.0,69959.0,69998.0,70043.0,70070.0,70093.0,70168.0,70249.0,70333.0,70402.0,70476.0,70521.0,70613.0,70641.0,70691.0,70760.0,70862.0,70880.0,70936.0,71024.0
5018534,79200.0,79229.0,79264.0,79336.0,79387.0,79463.0,79489.0,79539.0,79585.0,79638.0,79677.0,79728.0,79778.0,79830.0,79848.0,79880.0,79907.0,79954.0,80006.0,80058.0,80087.0,80117.0,80147.0,80217.0,80267.0,80313.0,80351.0,80388.0,80425.0,80469.0,80492.0,80605.0,80843.0,80899.0,80941.0,80948.0,81143.0,81270.0,81370.0,81503.0,81617.0,81662.0,81708.0,81739.0,81778.0,81832.0,81882.0,81922.0,81969.0,81999.0,82042.0,82071.0,82098.0,82144.0,82182.0,82224.0,82247.0,82267.0,82319.0,82380.0,82443.0,82505.0,82571.0,82611.0,82693.0,82718.0,82763.0,82825.0,82912.0,82924.0,82963.0,83024.0
5018649,28800.0,28831.0,28869.0,28949.0,29018.0,29123.0,29167.0,29228.0,29284.0,29358.0,29398.0,29454.0,29510.0,29565.0,29584.0,29618.0,29646.0,29696.0,29757.0,29819.0,29849.0,29879.0,29910.0,29967.0,30009.0,30063.0,30108.0,30152.0,30196.0,30250.0,30279.0,30382.0,30598.0,30649.0,30687.0,30693.0,30811.0,30888.0,30954.0,31050.0,31132.0,31167.0,31203.0,31228.0,31259.0,31302.0,31342.0,31376.0,31415.0,31441.0,31478.0,31503.0,31526.0,31567.0,31602.0,31642.0,31665.0,31684.0,31727.0,31792.0,31860.0,31911.0,31966.0,32000.0,32068.0,32089.0,32126.0,32194.0,32268.0,32288.0,32351.0,32448.0
5018651,41400.0,41553.0,41612.0,41734.0,41797.0,41892.0,41976.0,42101.0,42217.0,42271.0,42303.0,42357.0,42410.0,42499.0,42529.0,42585.0,42630.0,42710.0,42808.0,42906.0,42943.0,42980.0,43018.0,43111.0,43178.0,43238.0,43287.0,43310.0,43332.0,43480.0,43559.0,43677.0,43926.0,43985.0,44029.0,44036.0,44186.0,44283.0,44412.0,44563.0,44692.0,44733.0,44774.0,44801.0,44835.0,44882.0,44926.0,44962.0,45004.0,45037.0,45084.0,45116.0,45145.0,45194.0,45247.0,45307.0,45329.0,45348.0,45413.0,45523.0,45638.0,45699.0,45765.0,45805.0,45886.0,45911.0,45954.0,46032.0,46157.0,46165.0,46190.0,46230.0
