tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P,084_P,085_P
0,7564.0,4521.0,1283.0,4456.0,1284.0,1285.0,1016.0,1017.0,1018.0,1019.0,1020.0,1076.0,1077.0,1078.0,1079.0,1080.0,1081.0,1082.0,1083.0,1085.0,1121.0,1122.0,1123.0,1124.0,1125.0,1127.0,1130.0,2550.0,2551.0,2553.0,2554.0,2555.0,2556.0,2557.0,4436.0,5008.0,4640.0,4347.0,2349.0,2351.0,4445.0,2352.0,2573.0,2574.0,2576.0,2577.0,2578.0,2579.0,7395.0,6124.0,4004.0,4005.0,4006.0,4007.0,4008.0,4010.0,4009.0,4011.0,5110.0,4012.0,4013.0,4014.0,4098.0,4015.0,4017.0,4018.0,4019.0,4020.0,4100.0,4021.0,4022.0,4023.0,4024.0,4027.0,7250.0,7252.0,7248.0,7254.0,7257.0,7258.0,7260.0,7263.0,7264.0,7268.0,7270.0
5003741,19800.0,19925.0,20014.0,20040.0,20065.0,20109.0,20180.0,20217.0,20256.0,20267.0,20281.0,20300.0,20318.0,20342.0,20369.0,20384.0,20405.0,20419.0,20432.0,20456.0,20480.0,20508.0,20523.0,20535.0,20564.0,20596.0,20632.0,20661.0,20695.0,20770.0,20822.0,20884.0,20926.0,20984.0,21027.0,21068.0,21113.0,21176.0,21217.0,21282.0,21318.0,21370.0,21434.0,21455.0,21485.0,21552.0,21566.0,21586.0,21604.0,21678.0,21728.0,21749.0,21788.0,21810.0,21818.0,21844.0,21851.0,21910.0,21931.0,21951.0,21971.0,22003.0,22027.0,22047.0,22072.0,22117.0,22139.0,22159.0,22174.0,22194.0,22215.0,22244.0,22262.0,22315.0,22365.0,22414.0,22528.0,22617.0,22804.0,22878.0,22914.0,23039.0,23136.0,23336.0,23520.0
5003747,63000.0,63311.0,63532.0,63593.0,63650.0,63825.0,64060.0,64183.0,64308.0,64354.0,64412.0,64492.0,64566.0,64614.0,64670.0,64732.0,64821.0,64881.0,64937.0,65031.0,65081.0,65138.0,65178.0,65212.0,65295.0,65393.0,65465.0,65539.0,65644.0,65750.0,65806.0,65901.0,65980.0,66089.0,66170.0,66249.0,66334.0,66453.0,66501.0,66578.0,66647.0,66745.0,66817.0,66853.0,66905.0,66979.0,66995.0,67016.0,67033.0,67101.0,67143.0,67158.0,67197.0,67221.0,67246.0,67276.0,67284.0,67343.0,67364.0,67400.0,67434.0,67469.0,67497.0,67521.0,67552.0,67599.0,67622.0,67643.0,67657.0,67676.0,67698.0,67729.0,67768.0,67864.0,67940.0,67992.0,68115.0,68192.0,68354.0,68422.0,68461.0,68574.0,68653.0,68856.0,68985.0
5093376,19800.0,19920.0,20006.0,20031.0,20055.0,20097.0,20165.0,20201.0,20238.0,20249.0,20262.0,20281.0,20298.0,20321.0,20347.0,20361.0,20382.0,20396.0,20409.0,20431.0,20454.0,20481.0,20495.0,20507.0,20535.0,20566.0,20601.0,20629.0,20662.0,20734.0,20784.0,20844.0,20884.0,20940.0,20981.0,21021.0,21064.0,21125.0,21164.0,21227.0,21262.0,21312.0,21374.0,21394.0,21423.0,21487.0,21500.0,21519.0,21536.0,21607.0,21655.0,21675.0,21713.0,21734.0,21742.0,21767.0,21774.0,21831.0,21851.0,21870.0,21889.0,21920.0,21943.0,21962.0,21986.0,22029.0,22050.0,22069.0,22084.0,22103.0,22123.0,22151.0,22168.0,22219.0,22267.0,22314.0,22424.0,22510.0,22690.0,22761.0,22796.0,22916.0,23009.0,23201.0,23378.0
5093382,63000.0,63299.0,63512.0,63570.0,63625.0,63793.0,64018.0,64136.0,64257.0,64302.0,64357.0,64434.0,64505.0,64551.0,64605.0,64665.0,64751.0,64809.0,64863.0,64952.0,65000.0,65055.0,65093.0,65126.0,65206.0,65300.0,65369.0,65440.0,65541.0,65643.0,65697.0,65788.0,65864.0,65969.0,66047.0,66123.0,66205.0,66319.0,66365.0,66439.0,66505.0,66600.0,66669.0,66704.0,66754.0,66825.0,66840.0,66860.0,66876.0,66942.0,66982.0,66996.0,67034.0,67057.0,67081.0,67110.0,67118.0,67175.0,67195.0,67229.0,67262.0,67296.0,67323.0,67346.0,67376.0,67421.0,67443.0,67463.0,67477.0,67495.0,67516.0,67546.0,67584.0,67676.0,67749.0,67799.0,67917.0,67991.0,68147.0,68212.0,68250.0,68359.0,68435.0,68630.0,68754.0
5111976,19800.0,19920.0,20006.0,20031.0,20055.0,20097.0,20165.0,20201.0,20238.0,20249.0,20262.0,20281.0,20298.0,20321.0,20347.0,20361.0,20382.0,20396.0,20409.0,20431.0,20454.0,20481.0,20495.0,20507.0,20535.0,20566.0,20601.0,20629.0,20662.0,20734.0,20784.0,20844.0,20884.0,20940.0,20981.0,21021.0,21064.0,21125.0,21164.0,21227.0,21262.0,21312.0,21374.0,21394.0,21423.0,21487.0,21500.0,21519.0,21536.0,21607.0,21655.0,21675.0,21713.0,21734.0,21742.0,21767.0,21774.0,21831.0,21851.0,21870.0,21889.0,21920.0,21943.0,21962.0,21986.0,22029.0,22050.0,22069.0,22084.0,22103.0,22123.0,22151.0,22168.0,22219.0,22267.0,22314.0,22424.0,22510.0,22690.0,22761.0,22796.0,22916.0,23009.0,23201.0,23378.0
5111982,63000.0,63299.0,63512.0,63570.0,63625.0,63793.0,64018.0,64136.0,64257.0,64302.0,64357.0,64434.0,64505.0,64551.0,64605.0,64665.0,64751.0,64809.0,64863.0,64952.0,65000.0,65055.0,65093.0,65126.0,65206.0,65300.0,65369.0,65440.0,65541.0,65643.0,65697.0,65788.0,65864.0,65969.0,66047.0,66123.0,66205.0,66319.0,66365.0,66439.0,66505.0,66600.0,66669.0,66704.0,66754.0,66825.0,66840.0,66860.0,66876.0,66942.0,66982.0,66996.0,67034.0,67057.0,67081.0,67110.0,67118.0,67175.0,67195.0,67229.0,67262.0,67296.0,67323.0,67346.0,67376.0,67421.0,67443.0,67463.0,67477.0,67495.0,67516.0,67546.0,67584.0,67676.0,67749.0,67799.0,67917.0,67991.0,68147.0,68212.0,68250.0,68359.0,68435.0,68630.0,68754.0
