tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
0,4952.0,768.0,2085.0,2086.0,479.0,480.0,481.0,482.0,483.0,485.0,488.0,491.0,493.0,494.0,495.0,496.0,7490.0,497.0,7659.0,523.0,4382.0,1196.0,1197.0,1198.0,1199.0,1200.0,4385.0,1201.0,4695.0,1243.0,4696.0,4697.0,1250.0,4698.0,4383.0,4699.0,4388.0,4700.0,1266.0,1267.0,1268.0,1269.0,1265.0,6115.0,1205.0,4593.0,4594.0
5011185,63000.0,63155.0,63278.0,63354.0,63390.0,63429.0,63460.0,63514.0,63541.0,63668.0,63798.0,63943.0,64092.0,64200.0,64350.0,64749.0,64771.0,64795.0,65202.0,65229.0,65573.0,65659.0,65701.0,65773.0,65841.0,65882.0,65921.0,65977.0,66033.0,66072.0,66107.0,66131.0,66175.0,66214.0,66242.0,66274.0,66317.0,66339.0,66374.0,66418.0,66444.0,66488.0,66515.0,66596.0,66634.0,66708.0,66880.0
5014146,61500.0,61655.0,61778.0,61854.0,61890.0,61929.0,61960.0,62014.0,62041.0,62168.0,62298.0,62443.0,62592.0,62700.0,62850.0,63249.0,63271.0,63295.0,63702.0,63729.0,64073.0,64159.0,64201.0,64273.0,64341.0,64382.0,64421.0,64477.0,64533.0,64572.0,64607.0,64631.0,64675.0,64714.0,64742.0,64774.0,64817.0,64839.0,64874.0,64918.0,64944.0,64988.0,65015.0,65096.0,65134.0,65208.0,65380.0
