tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P
5089806,59400.0,59488.0,59524.0,59583.0,59622.0,59647.0,59688.0,59708.0,59729.0,59765.0,59781.0,59807.0,59834.0,59858.0,59900.0,59945.0,59970.0,60006.0,60031.0,60056.0,60105.0,60174.0,60206.0,60262.0,60310.0,60359.0,60392.0,60425.0,60458.0,60529.0,60581.0,60632.0,60675.0,60714.0,60753.0,60792.0,60813.0,60929.0,61151.0
5089808,64800.0,64888.0,64924.0,64983.0,65022.0,65047.0,65088.0,65108.0,65129.0,65165.0,65181.0,65207.0,65234.0,65258.0,65300.0,65345.0,65370.0,65406.0,65431.0,65456.0,65505.0,65574.0,65606.0,65662.0,65710.0,65759.0,65792.0,65825.0,65858.0,65929.0,65981.0,66032.0,66075.0,66114.0,66153.0,66192.0,66213.0,66329.0,66551.0
5089810,70200.0,70281.0,70314.0,70369.0,70404.0,70426.0,70462.0,70480.0,70498.0,70530.0,70544.0,70568.0,70592.0,70613.0,70651.0,70690.0,70712.0,70743.0,70765.0,70788.0,70817.0,70859.0,70884.0,70929.0,70981.0,71034.0,71063.0,71093.0,71123.0,71185.0,71229.0,71274.0,71311.0,71347.0,71382.0,71415.0,71433.0,71532.0,71723.0
5089812,77400.0,77478.0,77510.0,77563.0,77596.0,77617.0,77651.0,77667.0,77684.0,77713.0,77726.0,77748.0,77771.0,77791.0,77826.0,77869.0,77893.0,77927.0,77951.0,77974.0,78000.0,78037.0,78058.0,78095.0,78136.0,78178.0,78202.0,78226.0,78250.0,78310.0,78354.0,78388.0,78416.0,78443.0,78469.0,78498.0,78513.0,78612.0,78802.0
5089814,83700.0,83778.0,83810.0,83863.0,83896.0,83917.0,83951.0,83967.0,83984.0,84013.0,84026.0,84048.0,84071.0,84091.0,84126.0,84169.0,84193.0,84227.0,84251.0,84274.0,84300.0,84337.0,84358.0,84395.0,84436.0,84478.0,84502.0,84526.0,84550.0,84610.0,84654.0,84688.0,84716.0,84743.0,84769.0,84798.0,84813.0,84912.0,85102.0
5090553,49500.0,49603.0,49644.0,49713.0,49754.0,49780.0,49822.0,49842.0,49863.0,49900.0,49916.0,49943.0,49971.0,49996.0,50040.0,50097.0,50129.0,50174.0,50206.0,50238.0,50273.0,50323.0,50363.0,50435.0,50495.0,50555.0,50584.0,50613.0,50643.0,50723.0,50780.0,50825.0,50862.0,50916.0,50970.0,51005.0,51023.0,51133.0,51346.0
5090555,54900.0,54996.0,55035.0,55100.0,55137.0,55160.0,55198.0,55216.0,55235.0,55268.0,55283.0,55308.0,55334.0,55357.0,55397.0,55445.0,55472.0,55511.0,55538.0,55565.0,55596.0,55639.0,55669.0,55723.0,55784.0,55845.0,55874.0,55904.0,55934.0,56011.0,56067.0,56110.0,56145.0,56182.0,56218.0,56251.0,56268.0,56386.0,56614.0
5090557,60300.0,60396.0,60435.0,60500.0,60537.0,60560.0,60598.0,60616.0,60635.0,60668.0,60683.0,60708.0,60734.0,60757.0,60797.0,60845.0,60872.0,60911.0,60938.0,60965.0,60996.0,61039.0,61069.0,61123.0,61184.0,61245.0,61274.0,61304.0,61334.0,61411.0,61467.0,61510.0,61545.0,61582.0,61618.0,61651.0,61668.0,61786.0,62014.0
5090559,65700.0,65796.0,65835.0,65900.0,65937.0,65960.0,65998.0,66016.0,66035.0,66068.0,66083.0,66108.0,66134.0,66157.0,66197.0,66245.0,66272.0,66311.0,66338.0,66365.0,66396.0,66439.0,66469.0,66523.0,66584.0,66645.0,66674.0,66704.0,66734.0,66811.0,66867.0,66910.0,66945.0,66982.0,67018.0,67051.0,67068.0,67186.0,67414.0
5090561,71100.0,71202.0,71243.0,71311.0,71349.0,71373.0,71412.0,71431.0,71451.0,71485.0,71500.0,71525.0,71551.0,71574.0,71613.0,71660.0,71686.0,71724.0,71750.0,71778.0,71806.0,71846.0,71884.0,71952.0,72001.0,72050.0,72076.0,72103.0,72130.0,72193.0,72238.0,72278.0,72312.0,72338.0,72364.0,72417.0,72445.0,72555.0,72768.0
5090563,77400.0,77460.0,77484.0,77525.0,77556.0,77576.0,77609.0,77625.0,77642.0,77670.0,77682.0,77703.0,77725.0,77744.0,77778.0,77825.0,77851.0,77889.0,77915.0,77943.0,77969.0,78005.0,78035.0,78089.0,78127.0,78166.0,78190.0,78214.0,78239.0,78307.0,78356.0,78384.0,78407.0,78435.0,78463.0,78492.0,78508.0,78606.0,78794.0
5090565,83700.0,83760.0,83784.0,83825.0,83856.0,83876.0,83909.0,83925.0,83942.0,83970.0,83982.0,84003.0,84025.0,84044.0,84078.0,84125.0,84151.0,84189.0,84215.0,84243.0,84269.0,84305.0,84335.0,84389.0,84427.0,84466.0,84490.0,84514.0,84539.0,84607.0,84656.0,84684.0,84707.0,84735.0,84763.0,84792.0,84808.0,84906.0,85094.0
5093205,33300.0,33381.0,33414.0,33468.0,33505.0,33528.0,33566.0,33584.0,33603.0,33636.0,33651.0,33676.0,33702.0,33724.0,33764.0,33826.0,33861.0,33911.0,33946.0,33981.0,33999.0,34025.0,34045.0,34080.0,34122.0,34164.0,34200.0,34236.0,34272.0,34339.0,34388.0,34427.0,34460.0,34485.0,34509.0,34534.0,34548.0,34638.0,34812.0
5093207,38700.0,38789.0,38825.0,38885.0,38925.0,38950.0,38991.0,39011.0,39032.0,39068.0,39084.0,39111.0,39139.0,39163.0,39203.0,39249.0,39275.0,39312.0,39338.0,39364.0,39389.0,39424.0,39456.0,39512.0,39556.0,39600.0,39626.0,39652.0,39678.0,39738.0,39782.0,39821.0,39854.0,39891.0,39928.0,39980.0,40007.0,40116.0,40326.0
5093209,44100.0,44203.0,44244.0,44313.0,44354.0,44380.0,44422.0,44442.0,44463.0,44500.0,44516.0,44543.0,44571.0,44596.0,44640.0,44697.0,44729.0,44774.0,44806.0,44838.0,44873.0,44923.0,44963.0,45035.0,45095.0,45155.0,45184.0,45213.0,45243.0,45323.0,45380.0,45425.0,45462.0,45516.0,45570.0,45605.0,45623.0,45733.0,45946.0
5099530,23400.0,23490.0,23526.0,23586.0,23630.0,23658.0,23704.0,23726.0,23749.0,23789.0,23806.0,23836.0,23867.0,23894.0,23940.0,23994.0,24024.0,24067.0,24097.0,24127.0,24160.0,24208.0,24233.0,24277.0,24333.0,24390.0,24421.0,24452.0,24484.0,24558.0,24611.0,24661.0,24703.0,24753.0,24802.0,24861.0,24893.0,25000.0,25206.0
5099532,28800.0,28904.0,28946.0,29016.0,29066.0,29098.0,29150.0,29175.0,29202.0,29247.0,29267.0,29301.0,29336.0,29367.0,29421.0,29483.0,29518.0,29568.0,29603.0,29637.0,29718.0,29833.0,29868.0,29930.0,30013.0,30097.0,30140.0,30184.0,30228.0,30332.0,30408.0,30480.0,30540.0,30614.0,30688.0,30764.0,30805.0,30923.0,31151.0
5099534,34200.0,34304.0,34346.0,34416.0,34466.0,34498.0,34550.0,34575.0,34602.0,34647.0,34667.0,34701.0,34736.0,34767.0,34821.0,34883.0,34918.0,34968.0,35003.0,35037.0,35118.0,35233.0,35268.0,35330.0,35413.0,35497.0,35540.0,35584.0,35628.0,35732.0,35808.0,35880.0,35940.0,36014.0,36088.0,36164.0,36205.0,36323.0,36551.0
5099536,39600.0,39685.0,39719.0,39777.0,39823.0,39852.0,39900.0,39923.0,39947.0,39988.0,40006.0,40037.0,40069.0,40097.0,40147.0,40200.0,40229.0,40271.0,40300.0,40330.0,40371.0,40430.0,40460.0,40513.0,40575.0,40637.0,40674.0,40712.0,40750.0,40818.0,40868.0,40917.0,40957.0,41000.0,41042.0,41092.0,41119.0,41237.0,41463.0
5099538,45000.0,45091.0,45128.0,45188.0,45231.0,45258.0,45302.0,45323.0,45345.0,45383.0,45400.0,45429.0,45459.0,45485.0,45531.0,45583.0,45612.0,45654.0,45683.0,45712.0,45771.0,45854.0,45881.0,45930.0,45992.0,46055.0,46088.0,46122.0,46156.0,46234.0,46291.0,46341.0,46382.0,46424.0,46465.0,46511.0,46535.0,46652.0,46876.0
5099540,50400.0,50491.0,50528.0,50588.0,50631.0,50658.0,50702.0,50723.0,50745.0,50783.0,50800.0,50829.0,50859.0,50885.0,50931.0,50983.0,51012.0,51054.0,51083.0,51112.0,51171.0,51254.0,51281.0,51330.0,51392.0,51455.0,51488.0,51522.0,51556.0,51634.0,51691.0,51741.0,51782.0,51824.0,51865.0,51911.0,51935.0,52052.0,52276.0
5099542,55800.0,55888.0,55924.0,55983.0,56022.0,56047.0,56088.0,56108.0,56129.0,56165.0,56181.0,56207.0,56234.0,56258.0,56300.0,56345.0,56370.0,56406.0,56431.0,56456.0,56505.0,56574.0,56606.0,56662.0,56710.0,56759.0,56792.0,56825.0,56858.0,56929.0,56981.0,57032.0,57075.0,57114.0,57153.0,57192.0,57213.0,57329.0,57551.0
5099544,61200.0,61288.0,61324.0,61383.0,61422.0,61447.0,61488.0,61508.0,61529.0,61565.0,61581.0,61607.0,61634.0,61658.0,61700.0,61745.0,61770.0,61806.0,61831.0,61856.0,61905.0,61974.0,62006.0,62062.0,62110.0,62159.0,62192.0,62225.0,62258.0,62329.0,62381.0,62432.0,62475.0,62514.0,62553.0,62592.0,62613.0,62729.0,62951.0
5099546,66600.0,66688.0,66724.0,66783.0,66822.0,66847.0,66888.0,66908.0,66929.0,66965.0,66981.0,67007.0,67034.0,67058.0,67100.0,67145.0,67170.0,67206.0,67231.0,67256.0,67305.0,67374.0,67406.0,67462.0,67510.0,67559.0,67592.0,67625.0,67658.0,67729.0,67781.0,67832.0,67875.0,67914.0,67953.0,67992.0,68013.0,68129.0,68351.0
5099548,73800.0,73881.0,73914.0,73969.0,74004.0,74026.0,74062.0,74080.0,74098.0,74130.0,74144.0,74168.0,74192.0,74213.0,74251.0,74290.0,74312.0,74343.0,74365.0,74388.0,74417.0,74459.0,74484.0,74529.0,74581.0,74634.0,74663.0,74693.0,74723.0,74785.0,74829.0,74874.0,74911.0,74947.0,74982.0,75015.0,75033.0,75132.0,75323.0
5099550,81000.0,81078.0,81110.0,81163.0,81196.0,81217.0,81251.0,81267.0,81284.0,81313.0,81326.0,81348.0,81371.0,81391.0,81426.0,81469.0,81493.0,81527.0,81551.0,81574.0,81600.0,81637.0,81658.0,81695.0,81736.0,81778.0,81802.0,81826.0,81850.0,81910.0,81954.0,81988.0,82016.0,82043.0,82069.0,82098.0,82113.0,82212.0,82402.0
5103035,23400.0,23490.0,23526.0,23586.0,23630.0,23658.0,23704.0,23726.0,23749.0,23789.0,23806.0,23836.0,23867.0,23894.0,23940.0,23994.0,24024.0,24067.0,24097.0,24127.0,24160.0,24208.0,24233.0,24277.0,24333.0,24390.0,24421.0,24452.0,24484.0,24558.0,24611.0,24661.0,24703.0,24753.0,24802.0,24861.0,24893.0,25000.0,25206.0
5103037,28800.0,28904.0,28946.0,29016.0,29066.0,29098.0,29150.0,29175.0,29202.0,29247.0,29267.0,29301.0,29336.0,29367.0,29421.0,29483.0,29518.0,29568.0,29603.0,29637.0,29718.0,29833.0,29868.0,29930.0,30013.0,30097.0,30140.0,30184.0,30228.0,30332.0,30408.0,30480.0,30540.0,30614.0,30688.0,30764.0,30805.0,30923.0,31151.0
5103039,34200.0,34304.0,34346.0,34416.0,34466.0,34498.0,34550.0,34575.0,34602.0,34647.0,34667.0,34701.0,34736.0,34767.0,34821.0,34883.0,34918.0,34968.0,35003.0,35037.0,35118.0,35233.0,35268.0,35330.0,35413.0,35497.0,35540.0,35584.0,35628.0,35732.0,35808.0,35880.0,35940.0,36014.0,36088.0,36164.0,36205.0,36323.0,36551.0
5103041,39600.0,39685.0,39719.0,39777.0,39823.0,39852.0,39900.0,39923.0,39947.0,39988.0,40006.0,40037.0,40069.0,40097.0,40147.0,40200.0,40229.0,40271.0,40300.0,40330.0,40371.0,40430.0,40460.0,40513.0,40575.0,40637.0,40674.0,40712.0,40750.0,40818.0,40868.0,40917.0,40957.0,41000.0,41042.0,41092.0,41119.0,41237.0,41463.0
5103043,45000.0,45091.0,45128.0,45188.0,45231.0,45258.0,45302.0,45323.0,45345.0,45383.0,45400.0,45429.0,45459.0,45485.0,45531.0,45583.0,45612.0,45654.0,45683.0,45712.0,45771.0,45854.0,45881.0,45930.0,45992.0,46055.0,46088.0,46122.0,46156.0,46234.0,46291.0,46341.0,46382.0,46424.0,46465.0,46511.0,46535.0,46652.0,46876.0
5103045,50400.0,50491.0,50528.0,50588.0,50631.0,50658.0,50702.0,50723.0,50745.0,50783.0,50800.0,50829.0,50859.0,50885.0,50931.0,50983.0,51012.0,51054.0,51083.0,51112.0,51171.0,51254.0,51281.0,51330.0,51392.0,51455.0,51488.0,51522.0,51556.0,51634.0,51691.0,51741.0,51782.0,51824.0,51865.0,51911.0,51935.0,52052.0,52276.0
5103047,55800.0,55888.0,55924.0,55983.0,56022.0,56047.0,56088.0,56108.0,56129.0,56165.0,56181.0,56207.0,56234.0,56258.0,56300.0,56345.0,56370.0,56406.0,56431.0,56456.0,56505.0,56574.0,56606.0,56662.0,56710.0,56759.0,56792.0,56825.0,56858.0,56929.0,56981.0,57032.0,57075.0,57114.0,57153.0,57192.0,57213.0,57329.0,57551.0
5103049,61200.0,61288.0,61324.0,61383.0,61422.0,61447.0,61488.0,61508.0,61529.0,61565.0,61581.0,61607.0,61634.0,61658.0,61700.0,61745.0,61770.0,61806.0,61831.0,61856.0,61905.0,61974.0,62006.0,62062.0,62110.0,62159.0,62192.0,62225.0,62258.0,62329.0,62381.0,62432.0,62475.0,62514.0,62553.0,62592.0,62613.0,62729.0,62951.0
5103051,66600.0,66688.0,66724.0,66783.0,66822.0,66847.0,66888.0,66908.0,66929.0,66965.0,66981.0,67007.0,67034.0,67058.0,67100.0,67145.0,67170.0,67206.0,67231.0,67256.0,67305.0,67374.0,67406.0,67462.0,67510.0,67559.0,67592.0,67625.0,67658.0,67729.0,67781.0,67832.0,67875.0,67914.0,67953.0,67992.0,68013.0,68129.0,68351.0
5103053,73800.0,73881.0,73914.0,73969.0,74004.0,74026.0,74062.0,74080.0,74098.0,74130.0,74144.0,74168.0,74192.0,74213.0,74251.0,74290.0,74312.0,74343.0,74365.0,74388.0,74417.0,74459.0,74484.0,74529.0,74581.0,74634.0,74663.0,74693.0,74723.0,74785.0,74829.0,74874.0,74911.0,74947.0,74982.0,75015.0,75033.0,75132.0,75323.0
5103055,81000.0,81078.0,81110.0,81163.0,81196.0,81217.0,81251.0,81267.0,81284.0,81313.0,81326.0,81348.0,81371.0,81391.0,81426.0,81469.0,81493.0,81527.0,81551.0,81574.0,81600.0,81637.0,81658.0,81695.0,81736.0,81778.0,81802.0,81826.0,81850.0,81910.0,81954.0,81988.0,82016.0,82043.0,82069.0,82098.0,82113.0,82212.0,82402.0
5104697,27000.0,27090.0,27126.0,27186.0,27230.0,27258.0,27304.0,27326.0,27349.0,27389.0,27406.0,27436.0,27467.0,27494.0,27540.0,27594.0,27624.0,27667.0,27697.0,27727.0,27760.0,27808.0,27833.0,27877.0,27933.0,27990.0,28021.0,28052.0,28084.0,28158.0,28211.0,28261.0,28303.0,28353.0,28402.0,28461.0,28493.0,28600.0,28806.0
5104699,32400.0,32504.0,32546.0,32616.0,32666.0,32698.0,32750.0,32775.0,32802.0,32847.0,32867.0,32901.0,32936.0,32967.0,33021.0,33083.0,33118.0,33168.0,33203.0,33237.0,33318.0,33433.0,33468.0,33530.0,33613.0,33697.0,33740.0,33784.0,33828.0,33932.0,34008.0,34080.0,34140.0,34214.0,34288.0,34364.0,34405.0,34523.0,34751.0
5104701,37800.0,37885.0,37919.0,37977.0,38023.0,38052.0,38100.0,38123.0,38147.0,38188.0,38206.0,38237.0,38269.0,38297.0,38347.0,38400.0,38429.0,38471.0,38500.0,38530.0,38571.0,38630.0,38660.0,38713.0,38775.0,38837.0,38874.0,38912.0,38950.0,39018.0,39068.0,39117.0,39157.0,39200.0,39242.0,39292.0,39319.0,39437.0,39663.0
5104705,48600.0,48691.0,48728.0,48788.0,48831.0,48858.0,48902.0,48923.0,48945.0,48983.0,49000.0,49029.0,49059.0,49085.0,49131.0,49183.0,49212.0,49254.0,49283.0,49312.0,49371.0,49454.0,49481.0,49530.0,49592.0,49655.0,49688.0,49722.0,49756.0,49834.0,49891.0,49941.0,49982.0,50024.0,50065.0,50111.0,50135.0,50252.0,50476.0
5104707,54000.0,54088.0,54124.0,54183.0,54222.0,54247.0,54288.0,54308.0,54329.0,54365.0,54381.0,54407.0,54434.0,54458.0,54500.0,54545.0,54570.0,54606.0,54631.0,54656.0,54705.0,54774.0,54806.0,54862.0,54910.0,54959.0,54992.0,55025.0,55058.0,55129.0,55181.0,55232.0,55275.0,55314.0,55353.0,55392.0,55413.0,55529.0,55751.0
5104709,59400.0,59488.0,59524.0,59583.0,59622.0,59647.0,59688.0,59708.0,59729.0,59765.0,59781.0,59807.0,59834.0,59858.0,59900.0,59945.0,59970.0,60006.0,60031.0,60056.0,60105.0,60174.0,60206.0,60262.0,60310.0,60359.0,60392.0,60425.0,60458.0,60529.0,60581.0,60632.0,60675.0,60714.0,60753.0,60792.0,60813.0,60929.0,61151.0
5104711,64800.0,64888.0,64924.0,64983.0,65022.0,65047.0,65088.0,65108.0,65129.0,65165.0,65181.0,65207.0,65234.0,65258.0,65300.0,65345.0,65370.0,65406.0,65431.0,65456.0,65505.0,65574.0,65606.0,65662.0,65710.0,65759.0,65792.0,65825.0,65858.0,65929.0,65981.0,66032.0,66075.0,66114.0,66153.0,66192.0,66213.0,66329.0,66551.0
5104713,70200.0,70281.0,70314.0,70369.0,70404.0,70426.0,70462.0,70480.0,70498.0,70530.0,70544.0,70568.0,70592.0,70613.0,70651.0,70690.0,70712.0,70743.0,70765.0,70788.0,70817.0,70859.0,70884.0,70929.0,70981.0,71034.0,71063.0,71093.0,71123.0,71185.0,71229.0,71274.0,71311.0,71347.0,71382.0,71415.0,71433.0,71532.0,71723.0
5104715,77400.0,77478.0,77510.0,77563.0,77596.0,77617.0,77651.0,77667.0,77684.0,77713.0,77726.0,77748.0,77771.0,77791.0,77826.0,77869.0,77893.0,77927.0,77951.0,77974.0,78000.0,78037.0,78058.0,78095.0,78136.0,78178.0,78202.0,78226.0,78250.0,78310.0,78354.0,78388.0,78416.0,78443.0,78469.0,78498.0,78513.0,78612.0,78802.0
5105215,25200.0,25290.0,25326.0,25386.0,25430.0,25458.0,25504.0,25526.0,25549.0,25589.0,25606.0,25636.0,25667.0,25694.0,25740.0,25794.0,25824.0,25867.0,25897.0,25927.0,25960.0,26008.0,26033.0,26077.0,26133.0,26190.0,26221.0,26252.0,26284.0,26358.0,26411.0,26461.0,26503.0,26553.0,26602.0,26661.0,26693.0,26800.0,27006.0
5105219,36000.0,36085.0,36119.0,36177.0,36223.0,36252.0,36300.0,36323.0,36347.0,36388.0,36406.0,36437.0,36469.0,36497.0,36547.0,36600.0,36629.0,36671.0,36700.0,36730.0,36771.0,36830.0,36860.0,36913.0,36975.0,37037.0,37074.0,37112.0,37150.0,37218.0,37268.0,37317.0,37357.0,37400.0,37442.0,37492.0,37519.0,37637.0,37863.0
5105221,41400.0,41485.0,41519.0,41577.0,41623.0,41652.0,41700.0,41723.0,41747.0,41788.0,41806.0,41837.0,41869.0,41897.0,41947.0,42000.0,42029.0,42071.0,42100.0,42130.0,42171.0,42230.0,42260.0,42313.0,42375.0,42437.0,42474.0,42512.0,42550.0,42618.0,42668.0,42717.0,42757.0,42800.0,42842.0,42892.0,42919.0,43037.0,43263.0
5105223,46800.0,46891.0,46928.0,46988.0,47031.0,47058.0,47102.0,47123.0,47145.0,47183.0,47200.0,47229.0,47259.0,47285.0,47331.0,47383.0,47412.0,47454.0,47483.0,47512.0,47571.0,47654.0,47681.0,47730.0,47792.0,47855.0,47888.0,47922.0,47956.0,48034.0,48091.0,48141.0,48182.0,48224.0,48265.0,48311.0,48335.0,48452.0,48676.0
5105225,52200.0,52291.0,52328.0,52388.0,52431.0,52458.0,52502.0,52523.0,52545.0,52583.0,52600.0,52629.0,52659.0,52685.0,52731.0,52783.0,52812.0,52854.0,52883.0,52912.0,52971.0,53054.0,53081.0,53130.0,53192.0,53255.0,53288.0,53322.0,53356.0,53434.0,53491.0,53541.0,53582.0,53624.0,53665.0,53711.0,53735.0,53852.0,54076.0
5105227,57600.0,57688.0,57724.0,57783.0,57822.0,57847.0,57888.0,57908.0,57929.0,57965.0,57981.0,58007.0,58034.0,58058.0,58100.0,58145.0,58170.0,58206.0,58231.0,58256.0,58305.0,58374.0,58406.0,58462.0,58510.0,58559.0,58592.0,58625.0,58658.0,58729.0,58781.0,58832.0,58875.0,58914.0,58953.0,58992.0,59013.0,59129.0,59351.0
5105229,63000.0,63088.0,63124.0,63183.0,63222.0,63247.0,63288.0,63308.0,63329.0,63365.0,63381.0,63407.0,63434.0,63458.0,63500.0,63545.0,63570.0,63606.0,63631.0,63656.0,63705.0,63774.0,63806.0,63862.0,63910.0,63959.0,63992.0,64025.0,64058.0,64129.0,64181.0,64232.0,64275.0,64314.0,64353.0,64392.0,64413.0,64529.0,64751.0
