tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P
0,2955.0,7067.0,2956.0,2965.0,2967.0,2968.0,2969.0,2970.0,4988.0,2853.0,2854.0,2855.0,2856.0,2857.0,2858.0,2859.0,2860.0,2861.0,2829.0,2830.0,2831.0,2832.0,4349.0,3184.0,449.0,450.0,3181.0,451.0,447.0,5045.0,4460.0,453.0,4477.0,3321.0,4727.0,4728.0,461.0,2068.0,2069.0,2070.0,2084.0,768.0,769.0,770.0,771.0,772.0,773.0,774.0,775.0,776.0,777.0,906.0,907.0,908.0,909.0,786.0,792.0,7586.0,7587.0,345.0,320.0,281.0,261.0
5089999,27600.0,27608.0,27636.0,27695.0,27802.0,27841.0,27878.0,27917.0,27978.0,28051.0,28087.0,28122.0,28158.0,28201.0,28248.0,28301.0,28352.0,28401.0,28655.0,28719.0,28796.0,28839.0,28900.0,28952.0,29106.0,29184.0,29342.0,29411.0,29521.0,29637.0,29763.0,29805.0,29868.0,29973.0,30153.0,30319.0,30388.0,30483.0,30586.0,30703.0,30795.0,30967.0,31005.0,31138.0,31192.0,31303.0,31361.0,31430.0,31523.0,31575.0,31606.0,31659.0,31735.0,31797.0,31880.0,31966.0,32261.0,32568.0,32786.0,32940.0,33049.0,33356.0,33402.0
5117487,27600.0,27608.0,27636.0,27695.0,27802.0,27841.0,27878.0,27917.0,27978.0,28051.0,28087.0,28122.0,28158.0,28201.0,28248.0,28301.0,28352.0,28401.0,28655.0,28719.0,28796.0,28839.0,28900.0,28952.0,29106.0,29184.0,29342.0,29411.0,29521.0,29637.0,29763.0,29805.0,29868.0,29973.0,30153.0,30319.0,30388.0,30483.0,30586.0,30703.0,30795.0,30967.0,31005.0,31138.0,31192.0,31303.0,31361.0,31430.0,31523.0,31575.0,31606.0,31659.0,31735.0,31797.0,31880.0,31966.0,32261.0,32568.0,32786.0,32940.0,33049.0,33356.0,33402.0
