tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P
0,621.0,289.0,496.0,7490.0,515.0,516.0,4384.0,519.0,521.0,522.0,7659.0,523.0,525.0,526.0,527.0,528.0,529.0,530.0,531.0,709.0,532.0,533.0,534.0,535.0,536.0,537.0,538.0,539.0,540.0,541.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,551.0,552.0,553.0,554.0,555.0,557.0,558.0,559.0,560.0,562.0,563.0,564.0,565.0,566.0,707.0,708.0,731.0,710.0,711.0,712.0,713.0,714.0,715.0,716.0,717.0,718.0,719.0,720.0,721.0,693.0,585.0
5003571,84000.0,84197.0,84362.0,84393.0,84489.0,84545.0,84586.0,84636.0,84661.0,84697.0,84719.0,84735.0,84787.0,84847.0,84935.0,84963.0,84990.0,85020.0,85058.0,85097.0,85136.0,85191.0,85239.0,85284.0,85334.0,85403.0,85453.0,85516.0,85559.0,85591.0,85659.0,85705.0,85742.0,85780.0,85827.0,85853.0,85879.0,85897.0,85965.0,86003.0,86028.0,86097.0,86132.0,86194.0,86245.0,86273.0,86332.0,86376.0,86465.0,86493.0,86523.0,86573.0,86601.0,86637.0,86691.0,86708.0,86725.0,86735.0,86759.0,86774.0,86789.0,86807.0,86843.0,86865.0,86919.0,86966.0,86983.0,86998.0,87027.0,87080.0
5006574,84000.0,84111.0,84204.0,84222.0,84263.0,84287.0,84324.0,84370.0,84397.0,84435.0,84458.0,84476.0,84534.0,84575.0,84635.0,84659.0,84681.0,84706.0,84738.0,84776.0,84794.0,84844.0,84890.0,84933.0,84961.0,85000.0,85028.0,85064.0,85089.0,85108.0,85159.0,85194.0,85232.0,85271.0,85297.0,85318.0,85339.0,85353.0,85387.0,85406.0,85428.0,85489.0,85519.0,85557.0,85589.0,85612.0,85661.0,85698.0,85765.0,85786.0,85809.0,85847.0,85868.0,85894.0,85962.0,85984.0,86004.0,86015.0,86040.0,86056.0,86071.0,86090.0,86128.0,86153.0,86175.0,86194.0,86212.0,86228.0,86260.0,86307.0
5091715,84000.0,84107.0,84197.0,84213.0,84253.0,84276.0,84312.0,84356.0,84382.0,84419.0,84441.0,84458.0,84514.0,84553.0,84611.0,84634.0,84655.0,84680.0,84710.0,84747.0,84764.0,84812.0,84857.0,84898.0,84925.0,84963.0,84990.0,85024.0,85048.0,85066.0,85116.0,85149.0,85185.0,85223.0,85248.0,85268.0,85288.0,85302.0,85335.0,85353.0,85374.0,85433.0,85462.0,85499.0,85529.0,85552.0,85599.0,85634.0,85698.0,85718.0,85740.0,85776.0,85796.0,85822.0,85887.0,85908.0,85928.0,85938.0,85962.0,85977.0,85992.0,86011.0,86048.0,86071.0,86092.0,86110.0,86128.0,86143.0,86174.0,86219.0
5094889,83700.0,83886.0,84042.0,84071.0,84124.0,84155.0,84183.0,84218.0,84238.0,84267.0,84284.0,84310.0,84393.0,84439.0,84507.0,84532.0,84556.0,84583.0,84616.0,84657.0,84731.0,84785.0,84820.0,84852.0,84896.0,84958.0,85002.0,85059.0,85090.0,85113.0,85172.0,85212.0,85244.0,85278.0,85302.0,85345.0,85386.0,85415.0,85467.0,85496.0,85513.0,85559.0,85576.0,85619.0,85655.0,85675.0,85718.0,85750.0,85818.0,85840.0,85863.0,85902.0,85924.0,85951.0,86002.0,86018.0,86033.0,86045.0,86073.0,86091.0,86108.0,86129.0,86171.0,86198.0,86217.0,86233.0,86250.0,86265.0,86294.0,86348.0
5109135,84000.0,84107.0,84197.0,84213.0,84253.0,84276.0,84312.0,84356.0,84382.0,84419.0,84441.0,84458.0,84514.0,84553.0,84611.0,84634.0,84655.0,84680.0,84710.0,84747.0,84764.0,84812.0,84857.0,84898.0,84925.0,84963.0,84990.0,85024.0,85048.0,85066.0,85116.0,85149.0,85185.0,85223.0,85248.0,85268.0,85288.0,85302.0,85335.0,85353.0,85374.0,85433.0,85462.0,85499.0,85529.0,85552.0,85599.0,85634.0,85698.0,85718.0,85740.0,85776.0,85796.0,85822.0,85887.0,85908.0,85928.0,85938.0,85962.0,85977.0,85992.0,86011.0,86048.0,86071.0,86092.0,86110.0,86128.0,86143.0,86174.0,86219.0
