tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P
5084791,57000.0,57111.0,57176.0,57209.0,57274.0,57488.0,57545.0,57610.0,57643.0,57684.0,57722.0,57764.0,57799.0,57850.0,57882.0,57939.0,57987.0,58030.0,58077.0,58114.0,58149.0,58221.0,58291.0,58341.0,58394.0,58481.0,58589.0,58624.0,58656.0,58697.0,58781.0,58856.0,58964.0,59023.0,59175.0,59349.0,59592.0,59751.0,60014.0,60113.0,60187.0,60278.0,60356.0,60408.0,60496.0,60532.0,60659.0,60803.0,60964.0,61005.0,61113.0,61163.0,61220.0,61271.0,61325.0,61352.0,61408.0,61510.0,61662.0,61784.0,61865.0,61957.0,62049.0,62088.0,62175.0,62236.0,62271.0,62297.0,62329.0,62375.0,62413.0,62488.0,62572.0,62628.0,62678.0,62712.0,62751.0,62785.0,62863.0,62885.0,63033.0
5084793,71400.0,71475.0,71522.0,71546.0,71593.0,71753.0,71804.0,71862.0,71891.0,71927.0,71961.0,71999.0,72029.0,72072.0,72099.0,72148.0,72189.0,72225.0,72266.0,72303.0,72339.0,72412.0,72482.0,72524.0,72567.0,72610.0,72664.0,72696.0,72725.0,72760.0,72830.0,72893.0,72971.0,73014.0,73135.0,73288.0,73473.0,73594.0,73794.0,73888.0,73959.0,74030.0,74090.0,74130.0,74198.0,74230.0,74284.0,74345.0,74413.0,74429.0,74512.0,74550.0,74608.0,74661.0,74716.0,74735.0,74775.0,74848.0,74935.0,74996.0,75035.0,75079.0,75123.0,75154.0,75222.0,75269.0,75296.0,75317.0,75343.0,75380.0,75410.0,75470.0,75538.0,75583.0,75623.0,75650.0,75682.0,75709.0,75773.0,75797.0,75959.0
5085005,59400.0,59510.0,59564.0,59591.0,59644.0,59794.0,59856.0,59926.0,59961.0,60005.0,60046.0,60091.0,60126.0,60176.0,60207.0,60263.0,60310.0,60352.0,60399.0,60436.0,60472.0,60545.0,60615.0,60662.0,60734.0,60791.0,60862.0,60890.0,60915.0,60955.0,61037.0,61111.0,61248.0,61322.0,61447.0,61631.0,61837.0,61972.0,62196.0,62292.0,62364.0,62435.0,62500.0,62544.0,62617.0,62647.0,62705.0,62771.0,62844.0,62862.0,62972.0,63023.0,63074.0,63126.0,63181.0,63201.0,63242.0,63316.0,63405.0,63469.0,63510.0,63556.0,63602.0,63639.0,63721.0,63778.0,63809.0,63828.0,63852.0,63886.0,63914.0,63970.0,64033.0,64075.0,64112.0,64138.0,64168.0,64193.0,64255.0,64274.0,64401.0
5085023,33000.0,33108.0,33164.0,33193.0,33248.0,33421.0,33476.0,33539.0,33571.0,33610.0,33647.0,33687.0,33724.0,33777.0,33810.0,33870.0,33920.0,33964.0,34014.0,34047.0,34079.0,34144.0,34205.0,34250.0,34299.0,34364.0,34446.0,34474.0,34499.0,34552.0,34659.0,34755.0,34861.0,34918.0,35031.0,35174.0,35417.0,35577.0,35840.0,35924.0,35987.0,36074.0,36143.0,36189.0,36267.0,36299.0,36356.0,36421.0,36494.0,36512.0,36606.0,36649.0,36704.0,36746.0,36790.0,36812.0,36857.0,36939.0,37041.0,37099.0,37143.0,37193.0,37244.0,37277.0,37350.0,37401.0,37430.0,37452.0,37479.0,37518.0,37550.0,37614.0,37686.0,37733.0,37775.0,37804.0,37837.0,37866.0,37933.0,37948.0,38049.0
5085025,68400.0,68475.0,68522.0,68546.0,68593.0,68753.0,68804.0,68862.0,68891.0,68927.0,68961.0,68999.0,69029.0,69072.0,69099.0,69148.0,69189.0,69225.0,69266.0,69303.0,69339.0,69412.0,69482.0,69524.0,69567.0,69610.0,69664.0,69696.0,69725.0,69760.0,69830.0,69893.0,69971.0,70014.0,70135.0,70288.0,70473.0,70594.0,70794.0,70888.0,70959.0,71030.0,71090.0,71130.0,71198.0,71230.0,71284.0,71345.0,71413.0,71429.0,71512.0,71550.0,71608.0,71661.0,71716.0,71735.0,71775.0,71848.0,71935.0,71996.0,72035.0,72079.0,72123.0,72154.0,72222.0,72269.0,72296.0,72317.0,72343.0,72380.0,72410.0,72470.0,72538.0,72583.0,72623.0,72650.0,72682.0,72709.0,72773.0,72797.0,72959.0
5085027,81000.0,81100.0,81145.0,81168.0,81213.0,81368.0,81409.0,81456.0,81480.0,81509.0,81537.0,81568.0,81599.0,81644.0,81672.0,81722.0,81764.0,81801.0,81843.0,81877.0,81910.0,81977.0,82040.0,82075.0,82108.0,82159.0,82222.0,82253.0,82281.0,82314.0,82382.0,82442.0,82509.0,82545.0,82634.0,82776.0,82974.0,83104.0,83318.0,83393.0,83449.0,83528.0,83580.0,83615.0,83673.0,83711.0,83774.0,83845.0,83925.0,83945.0,84033.0,84074.0,84124.0,84172.0,84223.0,84243.0,84285.0,84362.0,84448.0,84508.0,84543.0,84582.0,84622.0,84654.0,84726.0,84776.0,84805.0,84825.0,84850.0,84886.0,84915.0,84973.0,85039.0,85082.0,85121.0,85147.0,85178.0,85204.0,85266.0,85282.0,85386.0
5085122,30000.0,30088.0,30137.0,30162.0,30211.0,30413.0,30478.0,30552.0,30589.0,30635.0,30678.0,30726.0,30770.0,30833.0,30872.0,30944.0,31004.0,31057.0,31117.0,31160.0,31201.0,31286.0,31367.0,31420.0,31479.0,31589.0,31727.0,31760.0,31790.0,31840.0,31943.0,32035.0,32129.0,32180.0,32288.0,32439.0,32665.0,32814.0,33059.0,33158.0,33232.0,33310.0,33376.0,33420.0,33493.0,33517.0,33573.0,33637.0,33708.0,33726.0,33822.0,33866.0,33926.0,33968.0,34013.0,34036.0,34084.0,34171.0,34257.0,34311.0,34354.0,34403.0,34452.0,34484.0,34556.0,34606.0,34634.0,34654.0,34679.0,34715.0,34745.0,34804.0,34870.0,34914.0,34953.0,34980.0,35011.0,35038.0,35101.0,35117.0,35223.0
5085123,41040.0,41131.0,41188.0,41217.0,41274.0,41466.0,41522.0,41586.0,41618.0,41658.0,41695.0,41738.0,41777.0,41833.0,41868.0,41931.0,41983.0,42030.0,42082.0,42116.0,42149.0,42216.0,42279.0,42324.0,42387.0,42449.0,42526.0,42559.0,42589.0,42644.0,42756.0,42856.0,42968.0,43029.0,43173.0,43340.0,43548.0,43685.0,43911.0,44013.0,44089.0,44185.0,44261.0,44311.0,44395.0,44423.0,44492.0,44570.0,44657.0,44678.0,44766.0,44807.0,44862.0,44907.0,44955.0,44982.0,45037.0,45137.0,45256.0,45315.0,45364.0,45419.0,45474.0,45509.0,45587.0,45641.0,45672.0,45695.0,45723.0,45763.0,45796.0,45862.0,45936.0,45985.0,46029.0,46059.0,46094.0,46124.0,46191.0,46209.0,46330.0
5085331,24600.0,24675.0,24723.0,24747.0,24795.0,24952.0,24999.0,25053.0,25080.0,25114.0,25145.0,25180.0,25220.0,25277.0,25312.0,25376.0,25429.0,25477.0,25530.0,25566.0,25601.0,25672.0,25741.0,25784.0,25840.0,25902.0,25980.0,26011.0,26039.0,26081.0,26167.0,26244.0,26318.0,26358.0,26451.0,26569.0,26730.0,26835.0,27009.0,27092.0,27154.0,27216.0,27282.0,27326.0,27399.0,27427.0,27485.0,27551.0,27625.0,27643.0,27748.0,27796.0,27855.0,27898.0,27943.0,27964.0,28007.0,28086.0,28159.0,28199.0,28238.0,28282.0,28327.0,28357.0,28423.0,28469.0,28494.0,28515.0,28541.0,28579.0,28610.0,28672.0,28741.0,28787.0,28828.0,28856.0,28888.0,28916.0,28982.0,28998.0,29101.0
5085333,39600.0,39691.0,39748.0,39777.0,39834.0,40026.0,40082.0,40146.0,40178.0,40218.0,40255.0,40298.0,40337.0,40393.0,40428.0,40491.0,40543.0,40590.0,40642.0,40676.0,40709.0,40776.0,40839.0,40884.0,40947.0,41009.0,41086.0,41119.0,41149.0,41204.0,41316.0,41416.0,41528.0,41589.0,41733.0,41900.0,42108.0,42245.0,42471.0,42573.0,42649.0,42745.0,42821.0,42871.0,42955.0,42983.0,43052.0,43130.0,43217.0,43238.0,43326.0,43367.0,43422.0,43467.0,43515.0,43542.0,43597.0,43697.0,43816.0,43875.0,43924.0,43979.0,44034.0,44069.0,44147.0,44201.0,44232.0,44255.0,44283.0,44323.0,44356.0,44422.0,44496.0,44545.0,44589.0,44619.0,44654.0,44684.0,44751.0,44769.0,44890.0
5085335,53280.0,53391.0,53456.0,53489.0,53554.0,53768.0,53825.0,53890.0,53923.0,53964.0,54002.0,54044.0,54079.0,54130.0,54162.0,54219.0,54267.0,54310.0,54357.0,54394.0,54429.0,54501.0,54571.0,54621.0,54674.0,54761.0,54869.0,54904.0,54936.0,54977.0,55061.0,55136.0,55244.0,55303.0,55455.0,55629.0,55872.0,56031.0,56294.0,56393.0,56467.0,56558.0,56636.0,56688.0,56776.0,56812.0,56939.0,57083.0,57244.0,57285.0,57393.0,57443.0,57500.0,57551.0,57605.0,57632.0,57688.0,57790.0,57942.0,58064.0,58145.0,58237.0,58329.0,58368.0,58455.0,58516.0,58551.0,58577.0,58609.0,58655.0,58693.0,58768.0,58852.0,58908.0,58958.0,58992.0,59031.0,59065.0,59143.0,59165.0,59313.0
5085337,75000.0,75100.0,75145.0,75168.0,75213.0,75368.0,75409.0,75456.0,75480.0,75509.0,75537.0,75568.0,75599.0,75644.0,75672.0,75722.0,75764.0,75801.0,75843.0,75877.0,75910.0,75977.0,76040.0,76075.0,76108.0,76159.0,76222.0,76253.0,76281.0,76314.0,76382.0,76442.0,76509.0,76545.0,76634.0,76776.0,76974.0,77104.0,77318.0,77393.0,77449.0,77528.0,77580.0,77615.0,77673.0,77711.0,77774.0,77845.0,77925.0,77945.0,78033.0,78074.0,78124.0,78172.0,78223.0,78243.0,78285.0,78362.0,78448.0,78508.0,78543.0,78582.0,78622.0,78654.0,78726.0,78776.0,78805.0,78825.0,78850.0,78886.0,78915.0,78973.0,79039.0,79082.0,79121.0,79147.0,79178.0,79204.0,79266.0,79282.0,79386.0
5086104,28800.0,28920.0,28968.0,28992.0,29040.0,29160.0,29185.0,29213.0,29227.0,29245.0,29262.0,29280.0,29307.0,29346.0,29370.0,29414.0,29451.0,29484.0,29520.0,29551.0,29581.0,29642.0,29700.0,29760.0,29820.0,29847.0,29880.0,29911.0,29940.0,29965.0,30015.0,30060.0,30138.0,30180.0,30300.0,30420.0,30529.0,30601.0,30720.0,30789.0,30840.0,30900.0,30943.0,30972.0,31020.0,31080.0,31129.0,31184.0,31245.0,31260.0,31342.0,31380.0,31440.0,31469.0,31500.0,31518.0,31554.0,31620.0,31680.0,31740.0,31777.0,31819.0,31860.0,31881.0,31928.0,31961.0,31980.0,31996.0,32015.0,32043.0,32066.0,32112.0,32163.0,32197.0,32227.0,32248.0,32272.0,32293.0,32340.0,32356.0,32460.0
5086204,55800.0,55910.0,55964.0,55991.0,56044.0,56194.0,56256.0,56326.0,56361.0,56405.0,56446.0,56491.0,56526.0,56576.0,56607.0,56663.0,56710.0,56752.0,56799.0,56836.0,56872.0,56945.0,57015.0,57062.0,57134.0,57191.0,57262.0,57290.0,57315.0,57355.0,57437.0,57511.0,57648.0,57722.0,57847.0,58031.0,58237.0,58372.0,58596.0,58692.0,58764.0,58835.0,58900.0,58944.0,59017.0,59047.0,59105.0,59171.0,59244.0,59262.0,59372.0,59423.0,59474.0,59526.0,59581.0,59601.0,59642.0,59716.0,59805.0,59869.0,59910.0,59956.0,60002.0,60039.0,60121.0,60178.0,60209.0,60228.0,60252.0,60286.0,60314.0,60370.0,60433.0,60475.0,60512.0,60538.0,60568.0,60593.0,60655.0,60674.0,60801.0
5087180,31800.0,31908.0,31964.0,31993.0,32048.0,32221.0,32276.0,32339.0,32371.0,32410.0,32447.0,32487.0,32524.0,32577.0,32610.0,32670.0,32720.0,32764.0,32814.0,32847.0,32879.0,32944.0,33005.0,33050.0,33099.0,33164.0,33246.0,33274.0,33299.0,33352.0,33459.0,33555.0,33661.0,33718.0,33831.0,33974.0,34217.0,34377.0,34640.0,34724.0,34787.0,34874.0,34943.0,34989.0,35067.0,35099.0,35156.0,35221.0,35294.0,35312.0,35406.0,35449.0,35504.0,35546.0,35590.0,35612.0,35657.0,35739.0,35841.0,35899.0,35943.0,35993.0,36044.0,36077.0,36150.0,36201.0,36230.0,36252.0,36279.0,36318.0,36350.0,36414.0,36486.0,36533.0,36575.0,36604.0,36637.0,36666.0,36733.0,36748.0,36849.0
5087182,51840.0,51941.0,52007.0,52040.0,52105.0,52292.0,52350.0,52416.0,52450.0,52491.0,52530.0,52573.0,52613.0,52670.0,52706.0,52771.0,52825.0,52873.0,52927.0,52966.0,53003.0,53079.0,53151.0,53202.0,53257.0,53323.0,53405.0,53440.0,53472.0,53515.0,53604.0,53683.0,53787.0,53844.0,53983.0,54156.0,54378.0,54523.0,54763.0,54868.0,54947.0,55045.0,55124.0,55177.0,55266.0,55296.0,55380.0,55475.0,55582.0,55609.0,55718.0,55769.0,55830.0,55879.0,55931.0,55964.0,56031.0,56152.0,56302.0,56385.0,56443.0,56508.0,56573.0,56614.0,56706.0,56770.0,56807.0,56833.0,56865.0,56911.0,56949.0,57024.0,57108.0,57164.0,57214.0,57248.0,57287.0,57321.0,57398.0,57417.0,57546.0
5087184,66600.0,66706.0,66760.0,66788.0,66842.0,67058.0,67108.0,67165.0,67193.0,67228.0,67261.0,67297.0,67329.0,67374.0,67402.0,67453.0,67495.0,67533.0,67576.0,67611.0,67645.0,67714.0,67779.0,67824.0,67866.0,67941.0,68034.0,68071.0,68105.0,68141.0,68214.0,68278.0,68367.0,68416.0,68531.0,68690.0,68929.0,69086.0,69345.0,69438.0,69507.0,69596.0,69660.0,69702.0,69773.0,69808.0,69885.0,69972.0,70069.0,70092.0,70180.0,70220.0,70274.0,70319.0,70366.0,70387.0,70430.0,70509.0,70605.0,70660.0,70697.0,70739.0,70781.0,70813.0,70884.0,70933.0,70961.0,70981.0,71006.0,71042.0,71072.0,71131.0,71198.0,71242.0,71281.0,71308.0,71339.0,71366.0,71431.0,71448.0,71561.0
5087393,32400.0,32508.0,32564.0,32593.0,32648.0,32821.0,32876.0,32939.0,32971.0,33010.0,33047.0,33087.0,33124.0,33177.0,33210.0,33270.0,33320.0,33364.0,33414.0,33447.0,33479.0,33544.0,33605.0,33650.0,33699.0,33764.0,33846.0,33874.0,33899.0,33952.0,34059.0,34155.0,34261.0,34318.0,34431.0,34574.0,34817.0,34977.0,35240.0,35324.0,35387.0,35474.0,35543.0,35589.0,35667.0,35699.0,35756.0,35821.0,35894.0,35912.0,36006.0,36049.0,36104.0,36146.0,36190.0,36212.0,36257.0,36339.0,36441.0,36499.0,36543.0,36593.0,36644.0,36677.0,36750.0,36801.0,36830.0,36852.0,36879.0,36918.0,36950.0,37014.0,37086.0,37133.0,37175.0,37204.0,37237.0,37266.0,37333.0,37348.0,37449.0
5087394,52560.0,52661.0,52727.0,52760.0,52825.0,53012.0,53070.0,53136.0,53170.0,53211.0,53250.0,53293.0,53333.0,53390.0,53426.0,53491.0,53545.0,53593.0,53647.0,53686.0,53723.0,53799.0,53871.0,53922.0,53977.0,54043.0,54125.0,54160.0,54192.0,54235.0,54324.0,54403.0,54507.0,54564.0,54703.0,54876.0,55098.0,55243.0,55483.0,55588.0,55667.0,55765.0,55844.0,55897.0,55986.0,56016.0,56100.0,56195.0,56302.0,56329.0,56438.0,56489.0,56550.0,56599.0,56651.0,56684.0,56751.0,56872.0,57022.0,57105.0,57163.0,57228.0,57293.0,57334.0,57426.0,57490.0,57527.0,57553.0,57585.0,57631.0,57669.0,57744.0,57828.0,57884.0,57934.0,57968.0,58007.0,58041.0,58118.0,58137.0,58266.0
5087396,67500.0,67606.0,67660.0,67688.0,67742.0,67958.0,68008.0,68065.0,68093.0,68128.0,68161.0,68197.0,68229.0,68274.0,68302.0,68353.0,68395.0,68433.0,68476.0,68511.0,68545.0,68614.0,68679.0,68724.0,68766.0,68841.0,68934.0,68971.0,69005.0,69041.0,69114.0,69178.0,69267.0,69316.0,69431.0,69590.0,69829.0,69986.0,70245.0,70338.0,70407.0,70496.0,70560.0,70602.0,70673.0,70708.0,70785.0,70872.0,70969.0,70992.0,71080.0,71120.0,71174.0,71219.0,71266.0,71287.0,71330.0,71409.0,71505.0,71560.0,71597.0,71639.0,71681.0,71713.0,71784.0,71833.0,71861.0,71881.0,71906.0,71942.0,71972.0,72031.0,72098.0,72142.0,72181.0,72208.0,72239.0,72266.0,72331.0,72348.0,72461.0
5087551,40320.0,40411.0,40468.0,40497.0,40554.0,40746.0,40802.0,40866.0,40898.0,40938.0,40975.0,41018.0,41057.0,41113.0,41148.0,41211.0,41263.0,41310.0,41362.0,41396.0,41429.0,41496.0,41559.0,41604.0,41667.0,41729.0,41806.0,41839.0,41869.0,41924.0,42036.0,42136.0,42248.0,42309.0,42453.0,42620.0,42828.0,42965.0,43191.0,43293.0,43369.0,43465.0,43541.0,43591.0,43675.0,43703.0,43772.0,43850.0,43937.0,43958.0,44046.0,44087.0,44142.0,44187.0,44235.0,44262.0,44317.0,44417.0,44536.0,44595.0,44644.0,44699.0,44754.0,44789.0,44867.0,44921.0,44952.0,44975.0,45003.0,45043.0,45076.0,45142.0,45216.0,45265.0,45309.0,45339.0,45374.0,45404.0,45471.0,45489.0,45610.0
5087553,54000.0,54111.0,54176.0,54209.0,54274.0,54488.0,54545.0,54610.0,54643.0,54684.0,54722.0,54764.0,54799.0,54850.0,54882.0,54939.0,54987.0,55030.0,55077.0,55114.0,55149.0,55221.0,55291.0,55341.0,55394.0,55481.0,55589.0,55624.0,55656.0,55697.0,55781.0,55856.0,55964.0,56023.0,56175.0,56349.0,56592.0,56751.0,57014.0,57113.0,57187.0,57278.0,57356.0,57408.0,57496.0,57532.0,57659.0,57803.0,57964.0,58005.0,58113.0,58163.0,58220.0,58271.0,58325.0,58352.0,58408.0,58510.0,58662.0,58784.0,58865.0,58957.0,59049.0,59088.0,59175.0,59236.0,59271.0,59297.0,59329.0,59375.0,59413.0,59488.0,59572.0,59628.0,59678.0,59712.0,59751.0,59785.0,59863.0,59885.0,60033.0
5087719,45000.0,45079.0,45137.0,45166.0,45223.0,45391.0,45443.0,45503.0,45533.0,45570.0,45605.0,45643.0,45680.0,45733.0,45766.0,45826.0,45875.0,45919.0,45968.0,46008.0,46046.0,46125.0,46200.0,46257.0,46328.0,46389.0,46465.0,46499.0,46530.0,46573.0,46662.0,46741.0,46878.0,46953.0,47058.0,47238.0,47441.0,47575.0,47795.0,47898.0,47976.0,48044.0,48121.0,48172.0,48257.0,48286.0,48347.0,48416.0,48493.0,48513.0,48596.0,48635.0,48687.0,48730.0,48775.0,48795.0,48835.0,48908.0,48980.0,49036.0,49080.0,49130.0,49181.0,49217.0,49296.0,49351.0,49382.0,49404.0,49431.0,49470.0,49502.0,49566.0,49638.0,49685.0,49727.0,49756.0,49789.0,49818.0,49885.0,49904.0,50032.0
5087721,57600.0,57710.0,57764.0,57791.0,57844.0,57994.0,58056.0,58126.0,58161.0,58205.0,58246.0,58291.0,58326.0,58376.0,58407.0,58463.0,58510.0,58552.0,58599.0,58636.0,58672.0,58745.0,58815.0,58862.0,58934.0,58991.0,59062.0,59090.0,59115.0,59155.0,59237.0,59311.0,59448.0,59522.0,59647.0,59831.0,60037.0,60172.0,60396.0,60492.0,60564.0,60635.0,60700.0,60744.0,60817.0,60847.0,60905.0,60971.0,61044.0,61062.0,61172.0,61223.0,61274.0,61326.0,61381.0,61401.0,61442.0,61516.0,61605.0,61669.0,61710.0,61756.0,61802.0,61839.0,61921.0,61978.0,62009.0,62028.0,62052.0,62086.0,62114.0,62170.0,62233.0,62275.0,62312.0,62338.0,62368.0,62393.0,62455.0,62474.0,62601.0
5087729,43920.0,44021.0,44087.0,44120.0,44185.0,44372.0,44430.0,44496.0,44530.0,44571.0,44610.0,44653.0,44693.0,44750.0,44786.0,44851.0,44905.0,44953.0,45007.0,45046.0,45083.0,45159.0,45231.0,45282.0,45337.0,45403.0,45485.0,45520.0,45552.0,45595.0,45684.0,45763.0,45867.0,45924.0,46063.0,46236.0,46458.0,46603.0,46843.0,46948.0,47027.0,47125.0,47204.0,47257.0,47346.0,47376.0,47460.0,47555.0,47662.0,47689.0,47798.0,47849.0,47910.0,47959.0,48011.0,48044.0,48111.0,48232.0,48382.0,48465.0,48523.0,48588.0,48653.0,48694.0,48786.0,48850.0,48887.0,48913.0,48945.0,48991.0,49029.0,49104.0,49188.0,49244.0,49294.0,49328.0,49367.0,49401.0,49478.0,49497.0,49626.0
5087731,58200.0,58311.0,58376.0,58409.0,58474.0,58688.0,58745.0,58810.0,58843.0,58884.0,58922.0,58964.0,58999.0,59050.0,59082.0,59139.0,59187.0,59230.0,59277.0,59314.0,59349.0,59421.0,59491.0,59541.0,59594.0,59681.0,59789.0,59824.0,59856.0,59897.0,59981.0,60056.0,60164.0,60223.0,60375.0,60549.0,60792.0,60951.0,61214.0,61313.0,61387.0,61478.0,61556.0,61608.0,61696.0,61732.0,61859.0,62003.0,62164.0,62205.0,62313.0,62363.0,62420.0,62471.0,62525.0,62552.0,62608.0,62710.0,62862.0,62984.0,63065.0,63157.0,63249.0,63288.0,63375.0,63436.0,63471.0,63497.0,63529.0,63575.0,63613.0,63688.0,63772.0,63828.0,63878.0,63912.0,63951.0,63985.0,64063.0,64085.0,64233.0
5087733,72600.0,72675.0,72722.0,72746.0,72793.0,72953.0,73004.0,73062.0,73091.0,73127.0,73161.0,73199.0,73229.0,73272.0,73299.0,73348.0,73389.0,73425.0,73466.0,73503.0,73539.0,73612.0,73682.0,73724.0,73767.0,73810.0,73864.0,73896.0,73925.0,73960.0,74030.0,74093.0,74171.0,74214.0,74335.0,74488.0,74673.0,74794.0,74994.0,75088.0,75159.0,75230.0,75290.0,75330.0,75398.0,75430.0,75484.0,75545.0,75613.0,75629.0,75712.0,75750.0,75808.0,75861.0,75916.0,75935.0,75975.0,76048.0,76135.0,76196.0,76235.0,76279.0,76323.0,76354.0,76422.0,76469.0,76496.0,76517.0,76543.0,76580.0,76610.0,76670.0,76738.0,76783.0,76823.0,76850.0,76882.0,76909.0,76973.0,76997.0,77159.0
5088409,31200.0,31288.0,31337.0,31362.0,31411.0,31613.0,31678.0,31752.0,31789.0,31835.0,31878.0,31926.0,31970.0,32033.0,32072.0,32144.0,32204.0,32257.0,32317.0,32360.0,32401.0,32486.0,32567.0,32620.0,32679.0,32789.0,32927.0,32960.0,32990.0,33040.0,33143.0,33235.0,33329.0,33380.0,33488.0,33639.0,33865.0,34014.0,34259.0,34358.0,34432.0,34510.0,34576.0,34620.0,34693.0,34717.0,34773.0,34837.0,34908.0,34926.0,35022.0,35066.0,35126.0,35168.0,35213.0,35236.0,35284.0,35371.0,35457.0,35511.0,35554.0,35603.0,35652.0,35684.0,35756.0,35806.0,35834.0,35854.0,35879.0,35915.0,35945.0,36004.0,36070.0,36114.0,36153.0,36180.0,36211.0,36238.0,36301.0,36317.0,36423.0
5088411,45360.0,45461.0,45527.0,45560.0,45625.0,45812.0,45870.0,45936.0,45970.0,46011.0,46050.0,46093.0,46133.0,46190.0,46226.0,46291.0,46345.0,46393.0,46447.0,46486.0,46523.0,46599.0,46671.0,46722.0,46777.0,46843.0,46925.0,46960.0,46992.0,47035.0,47124.0,47203.0,47307.0,47364.0,47503.0,47676.0,47898.0,48043.0,48283.0,48388.0,48467.0,48565.0,48644.0,48697.0,48786.0,48816.0,48900.0,48995.0,49102.0,49129.0,49238.0,49289.0,49350.0,49399.0,49451.0,49484.0,49551.0,49672.0,49822.0,49905.0,49963.0,50028.0,50093.0,50134.0,50226.0,50290.0,50327.0,50353.0,50385.0,50431.0,50469.0,50544.0,50628.0,50684.0,50734.0,50768.0,50807.0,50841.0,50918.0,50937.0,51066.0
5088413,60000.0,60118.0,60178.0,60209.0,60269.0,60568.0,60619.0,60678.0,60708.0,60744.0,60778.0,60816.0,60851.0,60901.0,60932.0,60988.0,61035.0,61077.0,61122.0,61160.0,61197.0,61272.0,61344.0,61399.0,61449.0,61529.0,61629.0,61668.0,61703.0,61743.0,61825.0,61898.0,62005.0,62063.0,62248.0,62436.0,62697.0,62868.0,63150.0,63244.0,63315.0,63415.0,63492.0,63544.0,63630.0,63663.0,63749.0,63847.0,63956.0,63983.0,64082.0,64128.0,64186.0,64233.0,64282.0,64309.0,64365.0,64468.0,64584.0,64657.0,64711.0,64773.0,64835.0,64873.0,64957.0,65015.0,65048.0,65073.0,65104.0,65149.0,65186.0,65259.0,65342.0,65397.0,65446.0,65479.0,65518.0,65551.0,65629.0,65648.0,65771.0
5088844,25200.0,25275.0,25323.0,25347.0,25395.0,25552.0,25599.0,25653.0,25680.0,25714.0,25745.0,25780.0,25820.0,25877.0,25912.0,25976.0,26029.0,26077.0,26130.0,26166.0,26201.0,26272.0,26341.0,26384.0,26440.0,26502.0,26580.0,26611.0,26639.0,26681.0,26767.0,26844.0,26918.0,26958.0,27051.0,27169.0,27330.0,27435.0,27609.0,27692.0,27754.0,27816.0,27882.0,27926.0,27999.0,28027.0,28085.0,28151.0,28225.0,28243.0,28348.0,28396.0,28455.0,28498.0,28543.0,28564.0,28607.0,28686.0,28759.0,28799.0,28838.0,28882.0,28927.0,28957.0,29023.0,29069.0,29094.0,29115.0,29141.0,29179.0,29210.0,29272.0,29341.0,29387.0,29428.0,29456.0,29488.0,29516.0,29582.0,29598.0,29701.0
5088846,38160.0,38251.0,38308.0,38337.0,38394.0,38586.0,38642.0,38706.0,38738.0,38778.0,38815.0,38858.0,38897.0,38953.0,38988.0,39051.0,39103.0,39150.0,39202.0,39236.0,39269.0,39336.0,39399.0,39444.0,39507.0,39569.0,39646.0,39679.0,39709.0,39764.0,39876.0,39976.0,40088.0,40149.0,40293.0,40460.0,40668.0,40805.0,41031.0,41133.0,41209.0,41305.0,41381.0,41431.0,41515.0,41543.0,41612.0,41690.0,41777.0,41798.0,41886.0,41927.0,41982.0,42027.0,42075.0,42102.0,42157.0,42257.0,42376.0,42435.0,42484.0,42539.0,42594.0,42629.0,42707.0,42761.0,42792.0,42815.0,42843.0,42883.0,42916.0,42982.0,43056.0,43105.0,43149.0,43179.0,43214.0,43244.0,43311.0,43329.0,43450.0
5088848,56400.0,56511.0,56576.0,56609.0,56674.0,56888.0,56945.0,57010.0,57043.0,57084.0,57122.0,57164.0,57199.0,57250.0,57282.0,57339.0,57387.0,57430.0,57477.0,57514.0,57549.0,57621.0,57691.0,57741.0,57794.0,57881.0,57989.0,58024.0,58056.0,58097.0,58181.0,58256.0,58364.0,58423.0,58575.0,58749.0,58992.0,59151.0,59414.0,59513.0,59587.0,59678.0,59756.0,59808.0,59896.0,59932.0,60059.0,60203.0,60364.0,60405.0,60513.0,60563.0,60620.0,60671.0,60725.0,60752.0,60808.0,60910.0,61062.0,61184.0,61265.0,61357.0,61449.0,61488.0,61575.0,61636.0,61671.0,61697.0,61729.0,61775.0,61813.0,61888.0,61972.0,62028.0,62078.0,62112.0,62151.0,62185.0,62263.0,62285.0,62433.0
