tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P
0,3057.0,3059.0,3060.0,3061.0,3062.0,3063.0,3064.0,3065.0,3066.0,3067.0,3202.0,3203.0,3204.0,4568.0,4569.0,7658.0,2023.0,2024.0,2025.0,6086.0,7419.0,7420.0,3345.0,4727.0,4728.0,461.0,2068.0,2069.0,2070.0,2084.0,768.0,769.0,770.0,771.0,772.0,773.0,774.0,775.0,776.0,777.0,906.0,907.0,908.0,909.0,786.0,792.0,7586.0,7587.0,345.0,320.0,281.0,4.0,7555.0,4962.0
5006778,26100.0,26141.0,26172.0,26205.0,26248.0,26295.0,26322.0,26355.0,26382.0,26400.0,26438.0,26502.0,26538.0,26729.0,26769.0,26783.0,26850.0,26901.0,26931.0,27005.0,27120.0,27260.0,27389.0,27607.0,27711.0,27754.0,27837.0,27916.0,28005.0,28059.0,28158.0,28190.0,28250.0,28275.0,28325.0,28376.0,28436.0,28517.0,28571.0,28619.0,28701.0,28757.0,28802.0,28863.0,28925.0,29084.0,29280.0,29419.0,29517.0,29586.0,29782.0,29861.0,30145.0,30152.0
